;ENSCAFT00000000309_90_90;ENSCAFT00000019817_90_90;ENSCAFT00000022132_90_90;ENST00000257414_90_90;ENST00000343348_90_90;ENST00000503865_90_90;ENST00000509665_90_90;ENST00000510263_90_90;ENST00000513137_90_90;ENST00000515009_90_90;ENST00000515129_90_90;ENST00000316364_90_90;ENST00000354744_90_90;ENST00000355997_90_90;ENST00000358066_90_90;ENST00000389425_90_90;ENST00000389428_90_90;ENST00000536845_90_90;ENST00000558014_90_90;ENST00000558816_90_90;ENST00000559064_90_90;ENST00000559184_90_90;ENST00000559196_90_90;ENST00000560006_90_90;ENST00000560636_90_90;ENST00000561133_90_90;ENST00000341697_90_90;ENST00000368912_90_90;ENST00000368913_90_90;ENST00000368914_90_90;ENST00000613223_90_90;ENST00000621728_90_90;ENSMUST00000019791_90_90;ENSMUST00000076043_90_90;ENSMUST00000115449_90_90;ENSMUST00000123228_90_90;ENSMUST00000126684_90_90;ENSMUST00000135790_90_90;ENSMUST00000156422_90_90;ENSMUST00000051419_90_90;ENSMUST00000076335_90_90;ENSMUST00000077847_90_90;ENSMUST00000078621_90_90;ENSMUST00000103238_90_90;ENSMUST00000103239_90_90;ENSMUST00000103240_90_90;ENSMUST00000103241_90_90;ENSMUST00000090821_90_90;ENSMUST00000090823_90_90;ENSMUST00000107217_90_90;ENSMUST00000131620_90_90;ENSMUST00000131742_90_90;ENSMUST00000142449_90_90;ENSMUST00000168321_90_90;ENSMUST00000202315_90_90;ENSMUST00000204709_90_90
ENST00000559184_90_90;0.04;0.0;0.042;0.038;0.04;0.0;0.0;0.04;0.0;0.0;0.0;0.032;0.034;0.055;0.034;0.076;0.035;0.032;0.034;0.055;0.0;1.0;0.145;0.0;0.0;0.206;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.046;0.042;0.0;0.0;0.038;0.04;0.017;0.017;0.015;0.017;0.015;0.015;0.015;0.017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000559196_90_90;0.29;0.176;0.3;0.287;0.292;0.0;0.0;0.292;0.0;0.0;0.176;0.212;0.228;0.376;0.23;0.512;0.235;0.212;0.23;0.376;0.0;0.145;1.0;0.0;0.0;0.7;0.18;0.192;0.174;0.18;0.329;0.325;0.29;0.336;0.238;0.026;0.0;0.286;0.29;0.234;0.235;0.218;0.232;0.218;0.216;0.217;0.235;0.177;0.17;0.188;0.484;0.195;0.776;0.17;0.177;0.776
ENST00000560006_90_90;0.247;0.213;0.09;0.236;0.24;0.465;0.0;0.24;0.452;0.0;0.31;0.201;0.134;0.08;0.123;0.0;0.107;0.201;0.123;0.08;0.313;0.0;0.0;1.0;0.0;0.0;0.22;0.18;0.212;0.22;0.139;0.159;0.247;0.221;0.264;0.104;0.0;0.243;0.247;0.128;0.129;0.197;0.127;0.197;0.196;0.192;0.129;0.22;0.212;0.18;0.0;0.0;0.0;0.212;0.22;0.0
ENST00000560636_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000561133_90_90;0.209;0.125;0.216;0.207;0.21;0.0;0.0;0.21;0.0;0.0;0.067;0.149;0.16;0.263;0.161;0.359;0.165;0.149;0.161;0.263;0.0;0.206;0.7;0.0;0.0;1.0;0.128;0.137;0.123;0.128;0.234;0.231;0.209;0.243;0.169;0.0;0.0;0.207;0.209;0.158;0.159;0.148;0.157;0.148;0.146;0.147;0.159;0.134;0.129;0.142;0.706;0.283;0.674;0.129;0.134;0.674
ENST00000341697_90_90;0.724;0.97;0.617;0.723;0.723;0.46;0.0;0.723;0.568;0.0;0.599;0.74;0.663;0.328;0.693;0.231;0.659;0.74;0.693;0.328;0.064;0.0;0.18;0.22;0.0;0.128;1.0;0.899;0.97;1.0;0.526;0.526;0.723;0.622;0.69;0.168;0.0;0.723;0.723;0.746;0.729;0.802;0.769;0.802;0.825;0.819;0.729;0.996;0.966;0.895;0.099;0.037;0.145;0.966;0.996;0.145
ENST00000368912_90_90;0.635;0.928;0.49;0.635;0.635;0.504;0.0;0.635;0.472;0.0;0.656;0.759;0.678;0.281;0.647;0.245;0.673;0.759;0.647;0.281;0.017;0.0;0.192;0.18;0.0;0.137;0.899;1.0;0.928;0.899;0.443;0.443;0.635;0.69;0.601;0.078;0.0;0.635;0.635;0.709;0.691;0.764;0.732;0.764;0.787;0.781;0.691;0.895;0.924;0.996;0.103;0.038;0.151;0.924;0.895;0.151
ENST00000368913_90_90;0.719;1.0;0.615;0.718;0.718;0.454;0.0;0.718;0.56;0.0;0.591;0.776;0.698;0.316;0.728;0.223;0.693;0.776;0.728;0.316;0.061;0.0;0.174;0.212;0.0;0.123;0.97;0.928;1.0;0.97;0.512;0.512;0.718;0.617;0.684;0.167;0.0;0.718;0.718;0.778;0.76;0.834;0.8;0.834;0.857;0.851;0.76;0.966;0.996;0.924;0.096;0.036;0.14;0.996;0.966;0.14
ENST00000368914_90_90;0.724;0.97;0.617;0.723;0.723;0.46;0.0;0.723;0.568;0.0;0.599;0.74;0.663;0.328;0.693;0.231;0.659;0.74;0.693;0.328;0.064;0.0;0.18;0.22;0.0;0.128;1.0;0.899;0.97;1.0;0.526;0.526;0.723;0.622;0.69;0.168;0.0;0.723;0.723;0.746;0.729;0.802;0.769;0.802;0.825;0.819;0.729;0.996;0.966;0.895;0.099;0.037;0.145;0.966;0.996;0.145
ENST00000613223_90_90;0.555;0.516;0.669;0.555;0.555;0.258;0.0;0.555;0.372;0.0;0.412;0.343;0.318;0.551;0.349;0.42;0.312;0.343;0.349;0.551;0.12;0.0;0.329;0.139;0.0;0.234;0.526;0.443;0.512;0.526;1.0;0.972;0.555;0.452;0.52;0.242;0.0;0.555;0.555;0.442;0.423;0.448;0.465;0.448;0.47;0.474;0.423;0.527;0.512;0.442;0.167;0.061;0.245;0.512;0.527;0.245
ENST00000621728_90_90;0.56;0.516;0.669;0.56;0.56;0.263;0.0;0.56;0.378;0.0;0.417;0.348;0.307;0.545;0.338;0.415;0.302;0.348;0.338;0.545;0.118;0.0;0.325;0.159;0.0;0.231;0.526;0.443;0.512;0.526;0.972;1.0;0.56;0.456;0.525;0.24;0.0;0.56;0.56;0.431;0.413;0.452;0.455;0.452;0.475;0.478;0.413;0.527;0.512;0.442;0.167;0.061;0.245;0.512;0.527;0.245
ENSMUST00000019791_90_90;1.0;0.785;0.827;0.984;0.998;0.427;0.067;0.998;0.516;0.091;0.583;0.675;0.592;0.451;0.613;0.344;0.581;0.675;0.613;0.451;0.065;0.04;0.29;0.247;0.0;0.209;0.723;0.635;0.718;0.723;0.555;0.56;1.0;0.905;0.947;0.155;0.121;0.988;1.0;0.672;0.652;0.729;0.699;0.729;0.756;0.752;0.652;0.75;0.742;0.658;0.131;0.052;0.205;0.742;0.75;0.205
ENSMUST00000076043_90_90;0.905;0.679;0.707;0.896;0.907;0.472;0.072;0.907;0.425;0.098;0.648;0.625;0.538;0.394;0.511;0.397;0.532;0.625;0.511;0.394;0.013;0.046;0.336;0.221;0.0;0.243;0.622;0.69;0.617;0.622;0.452;0.456;0.905;1.0;0.853;0.061;0.13;0.894;0.905;0.586;0.566;0.643;0.613;0.643;0.669;0.665;0.566;0.648;0.641;0.711;0.148;0.058;0.233;0.641;0.648;0.233
ENSMUST00000115449_90_90;0.954;0.75;0.778;0.935;0.947;0.446;0.069;0.947;0.545;0.094;0.534;0.626;0.543;0.4;0.565;0.278;0.532;0.626;0.565;0.4;0.07;0.042;0.238;0.264;0.0;0.169;0.69;0.601;0.684;0.69;0.52;0.525;0.947;0.853;1.0;0.152;0.124;0.935;0.947;0.63;0.611;0.686;0.657;0.686;0.715;0.71;0.611;0.716;0.708;0.625;0.13;0.053;0.176;0.708;0.716;0.176
ENSMUST00000123228_90_90;0.157;0.167;0.215;0.152;0.154;0.004;0.0;0.154;0.151;0.0;0.09;0.162;0.18;0.273;0.22;0.15;0.178;0.162;0.22;0.273;0.236;0.0;0.026;0.104;0.0;0.0;0.168;0.078;0.167;0.168;0.242;0.24;0.155;0.061;0.152;1.0;0.0;0.153;0.155;0.177;0.183;0.165;0.172;0.165;0.159;0.161;0.183;0.168;0.167;0.078;0.0;0.0;0.0;0.167;0.168;0.0
ENSMUST00000126684_90_90;0.121;0.0;0.163;0.119;0.121;0.0;0.621;0.121;0.0;0.797;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.121;0.13;0.124;0.0;1.0;0.118;0.121;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000135790_90_90;1.0;0.785;0.842;0.998;0.984;0.422;0.066;0.984;0.509;0.089;0.576;0.689;0.606;0.467;0.627;0.359;0.594;0.689;0.627;0.467;0.064;0.038;0.286;0.243;0.0;0.207;0.723;0.635;0.718;0.723;0.555;0.56;0.988;0.894;0.935;0.153;0.118;1.0;0.988;0.684;0.665;0.741;0.712;0.741;0.768;0.764;0.665;0.75;0.742;0.658;0.131;0.052;0.205;0.742;0.75;0.205
ENSMUST00000156422_90_90;1.0;0.785;0.827;0.984;0.998;0.427;0.067;0.998;0.516;0.091;0.583;0.675;0.592;0.451;0.613;0.344;0.581;0.675;0.613;0.451;0.065;0.04;0.29;0.247;0.0;0.209;0.723;0.635;0.718;0.723;0.555;0.56;1.0;0.905;0.947;0.155;0.121;0.988;1.0;0.672;0.652;0.729;0.699;0.729;0.756;0.752;0.652;0.75;0.742;0.658;0.131;0.052;0.205;0.742;0.75;0.205
ENSMUST00000051419_90_90;0.691;0.783;0.713;0.66;0.649;0.333;0.0;0.649;0.421;0.0;0.492;0.853;0.916;0.478;0.923;0.393;0.904;0.853;0.923;0.478;0.048;0.017;0.234;0.128;0.0;0.158;0.746;0.709;0.778;0.746;0.442;0.431;0.672;0.586;0.63;0.177;0.0;0.684;0.672;1.0;0.983;0.919;0.976;0.919;0.899;0.902;0.983;0.736;0.766;0.698;0.114;0.045;0.182;0.766;0.736;0.182
ENSMUST00000076335_90_90;0.671;0.766;0.706;0.641;0.63;0.313;0.0;0.63;0.401;0.0;0.471;0.857;0.922;0.481;0.929;0.395;0.91;0.857;0.929;0.481;0.048;0.017;0.235;0.129;0.0;0.159;0.729;0.691;0.76;0.729;0.423;0.413;0.652;0.566;0.611;0.183;0.0;0.665;0.652;0.983;1.0;0.933;0.96;0.933;0.913;0.917;1.0;0.718;0.749;0.68;0.116;0.046;0.186;0.749;0.718;0.186
ENSMUST00000077847_90_90;0.749;0.84;0.697;0.716;0.704;0.393;0.0;0.704;0.481;0.0;0.551;0.924;0.856;0.463;0.863;0.367;0.845;0.924;0.863;0.463;0.045;0.015;0.218;0.197;0.0;0.148;0.802;0.764;0.834;0.802;0.448;0.452;0.729;0.643;0.686;0.165;0.0;0.741;0.729;0.919;0.933;1.0;0.899;1.0;0.978;0.974;0.933;0.79;0.821;0.753;0.106;0.043;0.17;0.821;0.79;0.17
ENSMUST00000078621_90_90;0.719;0.806;0.71;0.688;0.675;0.362;0.0;0.675;0.45;0.0;0.52;0.845;0.908;0.474;0.915;0.389;0.896;0.845;0.915;0.474;0.048;0.017;0.232;0.127;0.0;0.157;0.769;0.732;0.8;0.769;0.465;0.455;0.699;0.613;0.657;0.172;0.0;0.712;0.699;0.976;0.96;0.899;1.0;0.899;0.921;0.924;0.96;0.758;0.788;0.721;0.111;0.044;0.177;0.788;0.758;0.177
ENSMUST00000103238_90_90;0.749;0.84;0.697;0.716;0.704;0.393;0.0;0.704;0.481;0.0;0.551;0.924;0.856;0.463;0.863;0.367;0.845;0.924;0.863;0.463;0.045;0.015;0.218;0.197;0.0;0.148;0.802;0.764;0.834;0.802;0.448;0.452;0.729;0.643;0.686;0.165;0.0;0.741;0.729;0.919;0.933;1.0;0.899;1.0;0.978;0.974;0.933;0.79;0.821;0.753;0.106;0.043;0.17;0.821;0.79;0.17
ENSMUST00000103239_90_90;0.777;0.863;0.694;0.743;0.731;0.422;0.0;0.731;0.51;0.0;0.58;0.916;0.849;0.459;0.855;0.363;0.838;0.916;0.855;0.459;0.044;0.015;0.216;0.196;0.0;0.146;0.825;0.787;0.857;0.825;0.47;0.475;0.756;0.669;0.715;0.159;0.0;0.768;0.756;0.899;0.913;0.978;0.921;0.978;1.0;0.996;0.913;0.812;0.843;0.775;0.104;0.041;0.166;0.843;0.812;0.166
ENSMUST00000103240_90_90;0.772;0.857;0.694;0.739;0.726;0.417;0.0;0.726;0.505;0.0;0.575;0.913;0.852;0.461;0.859;0.365;0.841;0.913;0.859;0.461;0.044;0.015;0.217;0.192;0.0;0.147;0.819;0.781;0.851;0.819;0.474;0.478;0.752;0.665;0.71;0.161;0.0;0.764;0.752;0.902;0.917;0.974;0.924;0.974;0.996;1.0;0.917;0.806;0.837;0.769;0.105;0.042;0.167;0.837;0.806;0.167
ENSMUST00000103241_90_90;0.671;0.766;0.706;0.641;0.63;0.313;0.0;0.63;0.401;0.0;0.471;0.857;0.922;0.481;0.929;0.395;0.91;0.857;0.929;0.481;0.048;0.017;0.235;0.129;0.0;0.159;0.729;0.691;0.76;0.729;0.423;0.413;0.652;0.566;0.611;0.183;0.0;0.665;0.652;0.983;1.0;0.933;0.96;0.933;0.913;0.917;1.0;0.718;0.749;0.68;0.116;0.046;0.186;0.749;0.718;0.186
ENSMUST00000090821_90_90;0.75;0.966;0.611;0.75;0.75;0.46;0.0;0.75;0.568;0.0;0.578;0.726;0.651;0.321;0.679;0.227;0.646;0.726;0.679;0.321;0.064;0.0;0.177;0.22;0.0;0.134;0.996;0.895;0.966;0.996;0.527;0.527;0.75;0.648;0.716;0.168;0.0;0.75;0.75;0.736;0.718;0.79;0.758;0.79;0.812;0.806;0.718;1.0;0.97;0.899;0.101;0.04;0.14;0.97;1.0;0.14
ENSMUST00000090823_90_90;0.743;0.996;0.607;0.742;0.742;0.454;0.0;0.742;0.56;0.0;0.57;0.76;0.684;0.31;0.713;0.219;0.68;0.76;0.713;0.31;0.061;0.0;0.17;0.212;0.0;0.129;0.966;0.924;0.996;0.966;0.512;0.512;0.742;0.641;0.708;0.167;0.0;0.742;0.742;0.766;0.749;0.821;0.788;0.821;0.843;0.837;0.749;0.97;1.0;0.929;0.098;0.039;0.136;1.0;0.97;0.136
ENSMUST00000107217_90_90;0.659;0.924;0.486;0.658;0.658;0.504;0.0;0.658;0.472;0.0;0.631;0.743;0.664;0.275;0.635;0.24;0.659;0.743;0.635;0.275;0.017;0.0;0.188;0.18;0.0;0.142;0.895;0.996;0.924;0.895;0.442;0.442;0.658;0.711;0.625;0.078;0.0;0.658;0.658;0.698;0.68;0.753;0.721;0.753;0.775;0.769;0.68;0.899;0.929;1.0;0.106;0.042;0.146;0.929;0.899;0.146
ENSMUST00000131620_90_90;0.131;0.096;0.216;0.131;0.131;0.0;0.0;0.131;0.0;0.0;0.021;0.127;0.14;0.292;0.135;0.394;0.141;0.127;0.135;0.292;0.0;0.0;0.484;0.0;0.0;0.706;0.099;0.103;0.096;0.099;0.167;0.167;0.131;0.148;0.13;0.0;0.0;0.131;0.131;0.114;0.116;0.106;0.111;0.106;0.104;0.105;0.116;0.101;0.098;0.106;1.0;0.391;0.626;0.098;0.101;0.626
ENSMUST00000131742_90_90;0.052;0.036;0.085;0.052;0.052;0.0;0.0;0.052;0.0;0.0;0.0;0.051;0.056;0.116;0.054;0.159;0.057;0.051;0.054;0.116;0.0;0.0;0.195;0.0;0.0;0.283;0.037;0.038;0.036;0.037;0.061;0.061;0.052;0.058;0.053;0.0;0.0;0.052;0.052;0.045;0.046;0.043;0.044;0.043;0.041;0.042;0.046;0.04;0.039;0.042;0.391;1.0;0.244;0.039;0.04;0.244
