;ENSCAFT00000004869_90_90;ENSCAFT00000013439_90_90;ENSCAFT00000037016_90_90;ENSCAFT00000021145_90_90;ENSCAFT00000025193_90_90;ENST00000302271_90_90;ENST00000374612_90_90;ENST00000374616_90_90;ENST00000427764_90_90;ENST00000478691_90_90;ENST00000606561_90_90;ENST00000641107_90_90;ENST00000355238_90_90;ENST00000369622_90_90;ENST00000444272_90_90;ENST00000616122_90_90;ENST00000281722_90_90;ENST00000510397_90_90;ENST00000512640_90_90;ENST00000514866_90_90;ENST00000295971_90_90;ENST00000381793_90_90;ENST00000381795_90_90;ENST00000505220_90_90;ENST00000505414_90_90;ENST00000507180_90_90;ENST00000510871_90_90;ENST00000511598_90_90;ENST00000511902_90_90;ENST00000513473_90_90;ENST00000514014_90_90;ENST00000514782_90_90;ENST00000515053_90_90;ENSMUST00000069221_90_90;ENSMUST00000172508_90_90;ENSMUST00000172828_90_90;ENSMUST00000173405_90_90;ENSMUST00000173801_90_90;ENSMUST00000174269_90_90;ENSMUST00000174282_90_90;ENSMUST00000174361_90_90;ENSMUST00000174391_90_90;ENSMUST00000174688_90_90;ENSMUST00000048647_90_90;ENSMUST00000182637_90_90;ENSMUST00000182818_90_90;ENSMUST00000084219_90_90;ENSMUST00000105850_90_90;ENSMUST00000125696_90_90;ENSMUST00000131671_90_90;ENSMUST00000134524_90_90;ENSMUST00000145282_90_90;ENSMUST00000148843_90_90;ENSMUST00000156259_90_90;ENSMUST00000094756_90_90;ENSMUST00000094757_90_90;ENSMUST00000113724_90_90;ENSMUST00000113726_90_90;ENSMUST00000167950_90_90;ENSMUST00000200775_90_90;ENSMUST00000200852_90_90;ENSMUST00000201544_90_90;ENSMUST00000201561_90_90;ENSMUST00000202700_90_90
ENST00000606561_90_90;0.161;0.665;0.731;0.517;0.704;0.78;0.78;0.777;0.83;0.923;1.0;0.275;0.65;0.783;0.079;0.765;0.707;0.802;0.229;0.777;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.655;0.0;0.073;0.098;0.789;0.599;0.656;0.732;0.765;0.477;0.707;0.802;0.777;0.926;0.778;0.065;0.926;0.206;0.001;0.778;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000641107_90_90;0.118;0.143;0.157;0.109;0.155;0.215;0.215;0.214;0.228;0.254;0.275;1.0;0.239;0.216;0.0;0.288;0.143;0.162;0.0;0.157;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.241;0.0;0.0;0.0;0.217;0.257;0.242;0.23;0.288;0.303;0.143;0.162;0.157;0.254;0.213;0.0;0.254;0.0;0.0;0.213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000355238_90_90;0.109;0.701;0.762;0.707;0.598;0.852;0.852;0.854;0.793;0.712;0.65;0.239;1.0;0.863;0.329;0.826;0.598;0.665;0.29;0.648;0.006;0.006;0.007;0.0;0.01;0.0;0.008;0.0;0.0;0.01;0.006;0.009;0.009;0.992;0.161;0.119;0.342;0.856;0.93;0.991;0.801;0.826;0.789;0.645;0.723;0.702;0.712;0.854;0.129;0.712;0.468;0.169;0.854;0.119;0.007;0.006;0.006;0.006;0.006;0.006;0.01;0.006;0.0;0.0
ENST00000369622_90_90;0.147;0.782;0.859;0.721;0.684;0.988;0.988;0.99;0.928;0.847;0.783;0.216;0.863;1.0;0.297;0.709;0.673;0.749;0.265;0.729;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.856;0.145;0.108;0.308;0.993;0.801;0.858;0.937;0.709;0.677;0.723;0.811;0.787;0.847;0.99;0.117;0.847;0.422;0.152;0.99;0.108;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000444272_90_90;0.0;0.158;0.174;0.279;0.14;0.291;0.291;0.291;0.231;0.14;0.079;0.0;0.329;0.297;1.0;0.155;0.136;0.152;0.383;0.148;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.321;0.488;0.362;0.92;0.29;0.343;0.322;0.307;0.155;0.403;0.146;0.164;0.159;0.14;0.291;0.397;0.14;0.673;0.507;0.291;0.358;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000616122_90_90;0.114;0.655;0.712;0.565;0.669;0.704;0.704;0.706;0.644;0.838;0.765;0.288;0.826;0.709;0.155;1.0;0.69;0.782;0.351;0.758;0.007;0.007;0.007;0.0;0.012;0.0;0.008;0.0;0.0;0.011;0.007;0.01;0.011;0.832;0.0;0.144;0.176;0.714;0.769;0.83;0.659;1.0;0.628;0.694;0.786;0.761;0.838;0.706;0.156;0.838;0.3;0.001;0.706;0.0;0.007;0.007;0.007;0.007;0.007;0.007;0.012;0.007;0.0;0.0
ENST00000281722_90_90;0.253;0.784;0.805;0.653;0.807;0.664;0.664;0.666;0.607;0.777;0.707;0.143;0.598;0.673;0.136;0.69;1.0;0.872;0.25;0.849;0.048;0.048;0.049;0.063;0.058;0.059;0.053;0.059;0.063;0.057;0.0;0.059;0.056;0.601;0.0;0.116;0.154;0.676;0.544;0.602;0.619;0.69;0.416;0.927;0.943;0.916;0.777;0.666;0.126;0.777;0.266;0.004;0.666;0.0;0.048;0.046;0.046;0.046;0.046;0.046;0.058;0.046;0.004;0.017
ENST00000510397_90_90;0.223;0.892;0.909;0.635;0.915;0.739;0.739;0.742;0.675;0.882;0.802;0.162;0.665;0.749;0.152;0.782;0.872;1.0;0.283;0.958;0.057;0.057;0.059;0.071;0.071;0.073;0.064;0.073;0.071;0.07;0.005;0.072;0.068;0.669;0.0;0.132;0.172;0.754;0.606;0.671;0.69;0.782;0.463;0.875;1.0;0.958;0.882;0.742;0.143;0.882;0.295;0.005;0.742;0.0;0.057;0.055;0.055;0.055;0.055;0.055;0.07;0.055;0.005;0.019
ENST00000512640_90_90;0.0;0.217;0.224;0.215;0.26;0.263;0.263;0.263;0.192;0.315;0.229;0.0;0.29;0.265;0.383;0.351;0.25;0.283;1.0;0.274;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.293;0.0;0.464;0.439;0.267;0.317;0.293;0.287;0.351;0.339;0.25;0.283;0.274;0.315;0.263;0.504;0.315;0.518;0.012;0.263;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000514866_90_90;0.243;0.857;0.95;0.647;0.945;0.72;0.72;0.722;0.657;0.854;0.777;0.157;0.648;0.729;0.148;0.758;0.849;0.958;0.274;1.0;0.081;0.081;0.084;0.091;0.1;0.103;0.091;0.103;0.091;0.099;0.029;0.102;0.097;0.652;0.0;0.128;0.167;0.734;0.59;0.653;0.672;0.758;0.451;0.851;0.958;1.0;0.854;0.722;0.139;0.854;0.288;0.005;0.722;0.0;0.081;0.078;0.078;0.078;0.078;0.078;0.1;0.078;0.005;0.019
ENST00000295971_90_90;0.336;0.132;0.068;0.138;0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006;0.0;0.0;0.007;0.048;0.057;0.0;0.081;1.0;1.0;0.884;0.1;0.268;0.209;0.612;0.192;0.1;0.325;0.936;0.232;0.366;0.006;0.0;0.0;0.0;0.0;0.006;0.005;0.0;0.007;0.007;0.049;0.059;0.083;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.793;0.903;0.903;0.903;0.903;0.903;0.293;0.903;0.012;0.024
ENST00000381793_90_90;0.336;0.132;0.068;0.138;0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006;0.0;0.0;0.007;0.048;0.057;0.0;0.081;1.0;1.0;0.884;0.1;0.268;0.209;0.612;0.192;0.1;0.325;0.936;0.232;0.366;0.006;0.0;0.0;0.0;0.0;0.006;0.005;0.0;0.007;0.007;0.049;0.059;0.083;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.793;0.903;0.903;0.903;0.903;0.903;0.293;0.903;0.012;0.024
ENST00000381795_90_90;0.299;0.138;0.072;0.123;0.126;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007;0.0;0.0;0.007;0.049;0.059;0.0;0.084;0.884;0.884;1.0;0.113;0.303;0.236;0.69;0.217;0.113;0.368;0.82;0.262;0.415;0.007;0.0;0.0;0.0;0.0;0.007;0.006;0.0;0.007;0.007;0.051;0.061;0.086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.894;0.79;0.79;0.79;0.79;0.79;0.334;0.79;0.013;0.027
ENST00000505220_90_90;0.071;0.063;0.092;0.045;0.086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.063;0.071;0.0;0.091;0.1;0.1;0.113;1.0;0.374;0.48;0.151;0.522;1.0;0.307;0.036;0.432;0.273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.063;0.071;0.091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.115;0.101;0.101;0.101;0.101;0.101;0.376;0.101;0.107;0.219
ENST00000505414_90_90;0.151;0.181;0.094;0.08;0.176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.012;0.058;0.071;0.0;0.1;0.268;0.268;0.303;0.374;1.0;0.779;0.404;0.716;0.374;0.822;0.203;0.866;0.73;0.01;0.0;0.0;0.0;0.0;0.011;0.009;0.0;0.012;0.012;0.059;0.072;0.101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.307;0.271;0.271;0.271;0.271;0.271;0.996;0.271;0.04;0.082
ENST00000507180_90_90;0.135;0.134;0.099;0.065;0.178;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.059;0.073;0.0;0.103;0.209;0.209;0.236;0.48;0.779;1.0;0.315;0.919;0.48;0.641;0.144;0.9;0.569;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.059;0.073;0.103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.239;0.211;0.211;0.211;0.211;0.211;0.783;0.211;0.051;0.105
ENST00000510871_90_90;0.247;0.151;0.078;0.106;0.143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008;0.0;0.0;0.008;0.053;0.064;0.0;0.091;0.612;0.612;0.69;0.151;0.404;0.315;1.0;0.289;0.151;0.491;0.55;0.349;0.553;0.008;0.0;0.0;0.0;0.0;0.008;0.006;0.0;0.008;0.009;0.054;0.065;0.092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.659;0.581;0.581;0.581;0.581;0.581;0.464;0.581;0.019;0.038
ENST00000511598_90_90;0.135;0.117;0.101;0.065;0.162;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.059;0.073;0.0;0.103;0.192;0.192;0.217;0.522;0.716;0.919;0.289;1.0;0.522;0.589;0.128;0.828;0.523;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.059;0.073;0.103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.22;0.194;0.194;0.194;0.194;0.194;0.719;0.194;0.056;0.114
ENST00000511902_90_90;0.071;0.063;0.092;0.045;0.086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.063;0.071;0.0;0.091;0.1;0.1;0.113;1.0;0.374;0.48;0.151;0.522;1.0;0.307;0.036;0.432;0.273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.063;0.071;0.091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.115;0.101;0.101;0.101;0.101;0.101;0.376;0.101;0.107;0.219
ENST00000513473_90_90;0.163;0.175;0.091;0.084;0.167;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.011;0.057;0.07;0.0;0.099;0.325;0.325;0.368;0.307;0.822;0.641;0.491;0.589;0.307;1.0;0.261;0.712;0.888;0.01;0.0;0.0;0.0;0.0;0.01;0.008;0.0;0.011;0.012;0.058;0.071;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.373;0.329;0.329;0.329;0.329;0.329;0.819;0.329;0.033;0.067
ENST00000514014_90_90;0.283;0.087;0.024;0.098;0.082;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006;0.0;0.0;0.007;0.0;0.005;0.0;0.029;0.936;0.936;0.82;0.036;0.203;0.144;0.55;0.128;0.036;0.261;1.0;0.168;0.302;0.006;0.0;0.0;0.0;0.0;0.007;0.005;0.0;0.007;0.007;0.0;0.005;0.029;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.729;0.838;0.838;0.838;0.838;0.838;0.222;0.838;0.0;0.0
ENST00000514782_90_90;0.14;0.147;0.098;0.069;0.181;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009;0.0;0.0;0.01;0.059;0.072;0.0;0.102;0.232;0.232;0.262;0.432;0.866;0.9;0.349;0.828;0.432;0.712;0.168;1.0;0.632;0.009;0.0;0.0;0.0;0.0;0.01;0.007;0.0;0.01;0.011;0.059;0.073;0.103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.265;0.234;0.234;0.234;0.234;0.234;0.869;0.234;0.046;0.095
ENST00000515053_90_90;0.178;0.17;0.088;0.085;0.161;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009;0.0;0.0;0.011;0.056;0.068;0.0;0.097;0.366;0.366;0.415;0.273;0.73;0.569;0.553;0.523;0.273;0.888;0.302;0.632;1.0;0.009;0.0;0.0;0.0;0.0;0.01;0.008;0.0;0.011;0.011;0.057;0.069;0.098;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42;0.371;0.371;0.371;0.371;0.371;0.727;0.371;0.029;0.06
ENSMUST00000069221_90_90;0.109;0.701;0.763;0.705;0.601;0.846;0.846;0.848;0.786;0.717;0.655;0.241;0.992;0.856;0.321;0.832;0.601;0.669;0.293;0.652;0.006;0.006;0.007;0.0;0.01;0.0;0.008;0.0;0.0;0.01;0.006;0.009;0.009;1.0;0.168;0.119;0.349;0.863;0.938;0.998;0.808;0.826;0.797;0.645;0.725;0.704;0.717;0.848;0.13;0.717;0.46;0.161;0.848;0.112;0.007;0.006;0.006;0.006;0.006;0.006;0.01;0.006;0.0;0.0
ENSMUST00000172508_90_90;0.0;0.046;0.051;0.136;0.008;0.14;0.14;0.14;0.149;0.0;0.0;0.0;0.161;0.145;0.488;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.168;1.0;0.0;0.482;0.152;0.18;0.169;0.161;0.0;0.211;0.0;0.0;0.0;0.0;0.14;0.0;0.0;0.323;0.862;0.14;0.645;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000172828_90_90;0.0;0.074;0.081;0.106;0.111;0.107;0.107;0.107;0.061;0.128;0.073;0.0;0.119;0.108;0.362;0.144;0.116;0.132;0.464;0.128;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.119;0.0;1.0;0.341;0.108;0.127;0.119;0.114;0.144;0.15;0.116;0.132;0.128;0.128;0.107;0.841;0.128;0.248;0.002;0.107;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000173405_90_90;0.0;0.178;0.196;0.296;0.156;0.303;0.303;0.302;0.242;0.16;0.098;0.0;0.342;0.308;0.92;0.176;0.154;0.172;0.439;0.167;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.349;0.482;0.341;1.0;0.315;0.373;0.35;0.334;0.175;0.438;0.165;0.185;0.18;0.16;0.302;0.383;0.16;0.699;0.457;0.302;0.316;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000173801_90_90;0.147;0.782;0.859;0.72;0.688;0.981;0.981;0.983;0.921;0.853;0.789;0.217;0.856;0.993;0.29;0.714;0.676;0.754;0.267;0.734;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.863;0.152;0.108;0.315;1.0;0.808;0.865;0.944;0.709;0.684;0.723;0.813;0.789;0.853;0.983;0.117;0.853;0.415;0.145;0.983;0.101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000174269_90_90;0.113;0.635;0.691;0.65;0.55;0.791;0.791;0.793;0.731;0.662;0.599;0.257;0.93;0.801;0.343;0.769;0.544;0.606;0.317;0.59;0.006;0.006;0.007;0.0;0.011;0.0;0.008;0.0;0.0;0.01;0.007;0.01;0.01;0.938;0.18;0.127;0.373;0.808;1.0;0.936;0.855;0.763;0.85;0.584;0.656;0.637;0.662;0.793;0.139;0.662;0.491;0.172;0.793;0.119;0.007;0.006;0.006;0.006;0.006;0.006;0.011;0.006;0.0;0.0
ENSMUST00000174282_90_90;0.107;0.699;0.764;0.704;0.602;0.847;0.847;0.849;0.787;0.719;0.656;0.242;0.991;0.858;0.322;0.83;0.602;0.671;0.293;0.653;0.005;0.005;0.006;0.0;0.009;0.0;0.006;0.0;0.0;0.008;0.005;0.007;0.008;0.998;0.169;0.119;0.35;0.865;0.936;1.0;0.809;0.824;0.795;0.645;0.725;0.704;0.719;0.849;0.131;0.719;0.461;0.161;0.849;0.112;0.006;0.005;0.005;0.005;0.005;0.005;0.009;0.005;0.0;0.0
ENSMUST00000174361_90_90;0.153;0.716;0.787;0.665;0.636;0.925;0.925;0.928;0.865;0.796;0.732;0.23;0.801;0.937;0.307;0.659;0.619;0.69;0.287;0.672;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.808;0.161;0.114;0.334;0.944;0.855;0.809;1.0;0.654;0.724;0.662;0.744;0.723;0.796;0.928;0.125;0.796;0.44;0.154;0.928;0.107;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000174391_90_90;0.114;0.654;0.712;0.564;0.669;0.704;0.704;0.706;0.644;0.838;0.765;0.288;0.826;0.709;0.155;1.0;0.69;0.782;0.351;0.758;0.007;0.007;0.007;0.0;0.012;0.0;0.008;0.0;0.0;0.011;0.007;0.01;0.011;0.826;0.0;0.144;0.175;0.709;0.763;0.824;0.654;1.0;0.623;0.692;0.786;0.761;0.838;0.706;0.156;0.838;0.3;0.001;0.706;0.0;0.007;0.007;0.007;0.007;0.007;0.007;0.012;0.007;0.0;0.0
ENSMUST00000174688_90_90;0.124;0.486;0.528;0.525;0.432;0.671;0.671;0.669;0.611;0.536;0.477;0.303;0.789;0.677;0.403;0.628;0.416;0.463;0.339;0.451;0.007;0.007;0.007;0.0;0.012;0.0;0.009;0.0;0.0;0.012;0.007;0.011;0.011;0.797;0.211;0.15;0.438;0.684;0.85;0.795;0.724;0.623;1.0;0.446;0.501;0.487;0.536;0.669;0.164;0.536;0.433;0.202;0.669;0.14;0.007;0.007;0.007;0.007;0.007;0.007;0.013;0.007;0.0;0.0
ENSMUST00000048647_90_90;0.331;0.798;0.811;0.753;0.808;0.719;0.719;0.722;0.657;0.777;0.707;0.143;0.645;0.723;0.146;0.694;0.927;0.875;0.25;0.851;0.049;0.049;0.051;0.063;0.059;0.059;0.054;0.059;0.063;0.058;0.0;0.059;0.057;0.645;0.0;0.116;0.165;0.723;0.584;0.645;0.662;0.692;0.446;1.0;0.872;0.849;0.777;0.722;0.126;0.777;0.288;0.005;0.722;0.0;0.049;0.047;0.047;0.047;0.047;0.047;0.058;0.047;0.004;0.017
ENSMUST00000182637_90_90;0.261;0.911;0.916;0.691;0.917;0.808;0.808;0.811;0.738;0.882;0.802;0.162;0.723;0.811;0.164;0.786;0.943;1.0;0.283;0.958;0.059;0.059;0.061;0.071;0.072;0.073;0.065;0.073;0.071;0.071;0.005;0.073;0.069;0.725;0.0;0.132;0.185;0.813;0.656;0.725;0.744;0.786;0.501;0.872;1.0;0.958;0.882;0.811;0.143;0.882;0.323;0.005;0.811;0.0;0.058;0.056;0.056;0.056;0.056;0.056;0.071;0.056;0.005;0.019
