;ENSCAFT00000011194_90_90;ENST00000313726_90_90;ENST00000524757_90_90;ENST00000525169_90_90;ENST00000526057_90_90;ENST00000526062_90_90;ENST00000526099_90_90;ENST00000526126_90_90;ENST00000526155_90_90;ENST00000526241_90_90;ENST00000526757_90_90;ENST00000526828_90_90;ENST00000527347_90_90;ENST00000527392_90_90;ENST00000527473_90_90;ENST00000527510_90_90;ENST00000527516_90_90;ENST00000527930_90_90;ENST00000528196_90_90;ENST00000528523_90_90;ENST00000528527_90_90;ENST00000530338_90_90;ENST00000530438_90_90;ENST00000530580_90_90;ENST00000530593_90_90;ENST00000530938_90_90;ENST00000530959_90_90;ENST00000530991_90_90;ENST00000531060_90_90;ENST00000531093_90_90;ENST00000531578_90_90;ENST00000532734_90_90;ENST00000533016_90_90;ENST00000533020_90_90;ENST00000533225_90_90;ENST00000533471_90_90;ENST00000533580_90_90;ENST00000533681_90_90;ENST00000534127_90_90;ENST00000534248_90_90;ENST00000534278_90_90;ENST00000534665_90_90;ENST00000626808_90_90;ENSMUST00000077909_90_90;ENSMUST00000079282_90_90;ENSMUST00000084738_90_90;ENSMUST00000168005_90_90;ENSMUST00000207394_90_90;ENSMUST00000207745_90_90;ENSMUST00000208583_90_90;ENSMUST00000208734_90_90
ENST00000530938_90_90;0.132;0.125;0.857;0.429;0.0;0.0;0.0;0.1;0.412;0.35;0.028;0.571;0.467;0.714;0.7;0.059;0.636;0.28;0.053;0.292;0.0;0.0;0.028;0.059;0.0;1.0;0.368;0.0;0.0;0.083;0.143;0.034;0.438;0.0;0.091;1.0;0.35;0.318;0.125;0.438;0.0;0.286;0.034;0.135;0.135;0.029;0.029;0.636;0.125;0.583;0.143
ENST00000530959_90_90;0.358;0.339;0.316;0.158;0.0;0.0;0.0;0.045;0.895;0.95;0.021;0.211;0.789;0.263;0.526;0.034;0.579;0.76;0.032;0.792;0.0;0.0;0.021;0.034;0.0;0.368;1.0;0.0;0.0;0.042;0.053;0.024;0.667;0.0;0.043;0.368;0.857;0.864;0.339;0.842;0.0;0.105;0.024;0.346;0.346;0.022;0.022;0.611;0.053;0.667;0.056
ENST00000530991_90_90;0.377;0.393;0.0;0.0;0.273;0.125;0.815;0.0;0.0;0.0;0.733;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.167;0.0;0.5;0.13;0.733;0.1;0.636;0.0;0.0;1.0;0.292;0.0;0.0;0.364;0.0;0.773;0.0;0.0;0.0;0.0;0.393;0.0;0.261;0.0;0.364;0.385;0.385;0.714;0.714;0.0;0.0;0.0;0.0
ENST00000531060_90_90;0.151;0.14;0.0;0.0;0.667;0.0;0.286;0.0;0.0;0.0;0.258;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.375;0.0;0.538;0.0;0.258;0.25;0.438;0.0;0.0;0.292;1.0;0.0;0.0;0.333;0.0;0.368;0.0;0.0;0.0;0.0;0.14;0.0;0.0;0.0;0.333;0.154;0.154;0.286;0.286;0.0;0.0;0.0;0.0
ENST00000531093_90_90;0.094;0.107;0.091;0.125;0.0;0.0;0.065;0.667;0.045;0.04;0.2;0.111;0.05;0.1;0.067;0.545;0.062;0.033;0.462;0.034;0.0;0.0;0.2;0.545;0.0;0.083;0.042;0.0;0.0;1.0;0.167;0.261;0.048;0.0;0.833;0.083;0.04;0.037;0.107;0.048;0.0;0.143;0.261;0.096;0.096;0.179;0.179;0.067;0.4;0.062;0.2
ENST00000531578_90_90;0.019;0.018;0.167;0.333;0.0;0.0;0.0;0.25;0.059;0.05;0.033;0.25;0.067;0.2;0.1;0.091;0.091;0.04;0.077;0.042;0.0;0.0;0.033;0.091;0.0;0.143;0.053;0.0;0.0;0.167;1.0;0.043;0.062;0.0;0.2;0.143;0.05;0.045;0.018;0.062;0.0;0.5;0.043;0.019;0.019;0.036;0.036;0.091;0.5;0.083;1.0
ENST00000532734_90_90;0.358;0.339;0.036;0.04;0.261;0.0;0.471;0.174;0.026;0.024;0.606;0.038;0.027;0.037;0.031;0.478;0.03;0.067;0.565;0.022;0.478;0.08;0.606;0.478;0.423;0.034;0.024;0.364;0.333;0.261;0.043;1.0;0.054;0.429;0.217;0.034;0.049;0.023;0.339;0.026;0.0;0.042;1.0;0.365;0.365;0.679;0.679;0.034;0.105;0.033;0.053
ENST00000533016_90_90;0.264;0.241;0.375;0.188;0.0;0.0;0.0;0.053;0.737;0.636;0.022;0.25;0.824;0.312;0.625;0.038;0.688;0.577;0.036;0.538;0.0;0.0;0.022;0.038;0.0;0.438;0.667;0.0;0.0;0.048;0.062;0.054;1.0;0.0;0.05;0.438;0.714;0.583;0.241;0.778;0.0;0.125;0.054;0.25;0.25;0.025;0.025;0.846;0.071;0.923;0.077
ENST00000533020_90_90;0.302;0.304;0.0;0.0;0.353;0.0;0.63;0.0;0.0;0.0;0.567;0.0;0.0;0.0;0.0;0.12;0.0;0.0;0.2;0.0;0.647;0.167;0.567;0.12;0.824;0.0;0.0;0.773;0.368;0.0;0.0;0.429;0.0;1.0;0.0;0.0;0.0;0.0;0.304;0.0;0.043;0.0;0.429;0.308;0.308;0.571;0.571;0.0;0.0;0.0;0.0
ENST00000533225_90_90;0.075;0.089;0.1;0.143;0.0;0.0;0.032;0.8;0.048;0.042;0.167;0.125;0.053;0.111;0.071;0.455;0.067;0.034;0.385;0.036;0.0;0.0;0.167;0.455;0.0;0.091;0.043;0.0;0.0;0.833;0.2;0.217;0.05;0.0;1.0;0.091;0.042;0.038;0.089;0.05;0.0;0.167;0.217;0.077;0.077;0.143;0.143;0.071;0.5;0.067;0.25
ENST00000533471_90_90;0.132;0.125;0.857;0.429;0.0;0.0;0.0;0.1;0.412;0.35;0.028;0.571;0.467;0.714;0.7;0.059;0.636;0.28;0.053;0.292;0.0;0.0;0.028;0.059;0.0;1.0;0.368;0.0;0.0;0.083;0.143;0.034;0.438;0.0;0.091;1.0;0.35;0.318;0.125;0.438;0.0;0.286;0.034;0.135;0.135;0.029;0.029;0.636;0.125;0.583;0.143
ENST00000533580_90_90;0.34;0.31;0.3;0.15;0.0;0.0;0.0;0.043;0.85;0.818;0.02;0.2;0.75;0.25;0.5;0.033;0.55;0.731;0.031;0.692;0.0;0.0;0.02;0.033;0.0;0.35;0.857;0.0;0.0;0.04;0.05;0.049;0.714;0.0;0.042;0.35;1.0;0.75;0.31;0.8;0.0;0.1;0.049;0.327;0.327;0.023;0.023;0.647;0.056;0.706;0.059
ENST00000533681_90_90;0.415;0.393;0.273;0.136;0.0;0.0;0.0;0.04;0.773;0.909;0.02;0.182;0.682;0.227;0.455;0.031;0.5;0.88;0.029;0.917;0.0;0.0;0.02;0.031;0.0;0.318;0.864;0.0;0.0;0.037;0.045;0.023;0.583;0.0;0.038;0.318;0.75;1.0;0.393;0.727;0.0;0.091;0.023;0.385;0.385;0.021;0.021;0.55;0.048;0.6;0.05
ENST00000534127_90_90;0.981;1.0;0.107;0.054;0.107;0.052;0.456;0.071;0.304;0.357;0.536;0.071;0.268;0.089;0.179;0.196;0.196;0.397;0.232;0.429;0.196;0.053;0.536;0.196;0.25;0.125;0.339;0.393;0.14;0.107;0.018;0.339;0.241;0.304;0.089;0.125;0.31;0.393;1.0;0.286;0.105;0.036;0.339;0.981;0.981;0.519;0.519;0.216;0.039;0.235;0.02
ENST00000534248_90_90;0.302;0.286;0.375;0.188;0.0;0.0;0.0;0.053;0.941;0.8;0.022;0.25;0.938;0.312;0.625;0.038;0.688;0.64;0.036;0.667;0.0;0.0;0.022;0.038;0.0;0.438;0.842;0.0;0.0;0.048;0.062;0.026;0.778;0.0;0.05;0.438;0.8;0.727;0.286;1.0;0.0;0.125;0.026;0.288;0.288;0.024;0.024;0.733;0.062;0.8;0.067
ENST00000534278_90_90;0.094;0.105;0.0;0.0;0.0;0.333;0.214;0.0;0.0;0.0;0.194;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.194;0.0;0.0;0.0;0.0;0.261;0.0;0.0;0.0;0.0;0.0;0.043;0.0;0.0;0.0;0.0;0.105;0.0;1.0;0.0;0.0;0.096;0.096;0.179;0.179;0.0;0.0;0.0;0.0
ENST00000534665_90_90;0.038;0.036;0.333;0.667;0.0;0.0;0.0;0.2;0.118;0.1;0.032;0.5;0.133;0.4;0.2;0.083;0.182;0.08;0.071;0.083;0.0;0.0;0.032;0.083;0.0;0.286;0.105;0.0;0.0;0.143;0.5;0.042;0.125;0.0;0.167;0.286;0.1;0.091;0.036;0.125;0.0;1.0;0.042;0.038;0.038;0.034;0.034;0.182;0.333;0.167;0.5
ENST00000626808_90_90;0.358;0.339;0.036;0.04;0.261;0.0;0.471;0.174;0.026;0.024;0.606;0.038;0.027;0.037;0.031;0.478;0.03;0.067;0.565;0.022;0.478;0.08;0.606;0.478;0.423;0.034;0.024;0.364;0.333;0.261;0.043;1.0;0.054;0.429;0.217;0.034;0.049;0.023;0.339;0.026;0.0;0.042;1.0;0.365;0.365;0.679;0.679;0.034;0.105;0.033;0.053
ENSMUST00000077909_90_90;1.0;0.981;0.115;0.058;0.115;0.058;0.462;0.058;0.308;0.365;0.519;0.077;0.269;0.096;0.173;0.192;0.192;0.404;0.231;0.423;0.212;0.058;0.519;0.192;0.25;0.135;0.346;0.385;0.154;0.096;0.019;0.365;0.25;0.308;0.077;0.135;0.327;0.385;0.981;0.288;0.096;0.038;0.365;1.0;1.0;0.556;0.556;0.204;0.037;0.222;0.019
ENSMUST00000079282_90_90;1.0;0.981;0.115;0.058;0.115;0.058;0.462;0.058;0.308;0.365;0.519;0.077;0.269;0.096;0.173;0.192;0.192;0.404;0.231;0.423;0.212;0.058;0.519;0.192;0.25;0.135;0.346;0.385;0.154;0.096;0.019;0.365;0.25;0.308;0.077;0.135;0.327;0.385;0.981;0.288;0.096;0.038;0.365;1.0;1.0;0.556;0.556;0.204;0.037;0.222;0.019
ENSMUST00000084738_90_90;0.566;0.519;0.03;0.033;0.214;0.107;0.857;0.107;0.023;0.022;0.964;0.032;0.024;0.031;0.028;0.357;0.027;0.021;0.429;0.02;0.393;0.107;0.964;0.357;0.464;0.029;0.022;0.714;0.286;0.179;0.036;0.679;0.025;0.571;0.143;0.029;0.023;0.021;0.519;0.024;0.179;0.034;0.679;0.556;0.556;1.0;1.0;0.025;0.067;0.024;0.033
ENSMUST00000168005_90_90;0.566;0.519;0.03;0.033;0.214;0.107;0.857;0.107;0.023;0.022;0.964;0.032;0.024;0.031;0.028;0.357;0.027;0.021;0.429;0.02;0.393;0.107;0.964;0.357;0.464;0.029;0.022;0.714;0.286;0.179;0.036;0.679;0.025;0.571;0.143;0.029;0.023;0.021;0.519;0.024;0.179;0.034;0.679;0.556;0.556;1.0;1.0;0.025;0.067;0.024;0.033
ENSMUST00000207394_90_90;0.208;0.216;0.545;0.273;0.0;0.0;0.0;0.077;0.688;0.579;0.027;0.364;0.786;0.455;0.818;0.05;0.909;0.524;0.045;0.5;0.0;0.0;0.027;0.05;0.0;0.636;0.611;0.0;0.0;0.067;0.091;0.034;0.846;0.0;0.071;0.636;0.647;0.55;0.216;0.733;0.0;0.182;0.034;0.204;0.204;0.025;0.025;1.0;0.083;0.917;0.091
ENSMUST00000207745_90_90;0.038;0.039;0.143;0.25;0.0;0.0;0.0;0.667;0.059;0.05;0.074;0.2;0.067;0.167;0.1;0.2;0.091;0.045;0.167;0.043;0.0;0.0;0.074;0.2;0.0;0.125;0.053;0.0;0.0;0.4;0.5;0.105;0.071;0.0;0.5;0.125;0.056;0.048;0.039;0.062;0.0;0.333;0.105;0.037;0.037;0.067;0.067;0.083;1.0;0.077;0.5
ENSMUST00000208583_90_90;0.226;0.235;0.5;0.25;0.0;0.0;0.0;0.071;0.75;0.632;0.026;0.333;0.857;0.417;0.75;0.048;0.833;0.571;0.043;0.545;0.0;0.0;0.026;0.048;0.0;0.583;0.667;0.0;0.0;0.062;0.083;0.033;0.923;0.0;0.067;0.583;0.706;0.6;0.235;0.8;0.0;0.167;0.033;0.222;0.222;0.024;0.024;0.917;0.077;1.0;0.083
ENSMUST00000208734_90_90;0.019;0.02;0.167;0.333;0.0;0.0;0.0;0.333;0.062;0.053;0.037;0.25;0.071;0.2;0.111;0.1;0.1;0.048;0.083;0.045;0.0;0.0;0.037;0.1;0.0;0.143;0.056;0.0;0.0;0.2;1.0;0.053;0.077;0.0;0.25;0.143;0.059;0.05;0.02;0.067;0.0;0.5;0.053;0.019;0.019;0.033;0.033;0.091;0.5;0.083;1.0
