;ENSCAFT00000002168_90_90;ENSCAFT00000045695_90_90;ENSCAFT00000013241_90_90;ENSCAFT00000019370_90_90;ENST00000253363_90_90;ENST00000338163_90_90;ENST00000361162_90_90;ENST00000374038_90_90;ENST00000397370_90_90;ENST00000403542_90_90;ENST00000412738_90_90;ENST00000416108_90_90;ENST00000416529_90_90;ENST00000425184_90_90;ENST00000426951_90_90;ENST00000429968_90_90;ENST00000433027_90_90;ENST00000434927_90_90;ENST00000444878_90_90;ENST00000448303_90_90;ENST00000449489_90_90;ENST00000453310_90_90;ENST00000455343_90_90;ENST00000476806_90_90;ENST00000490484_90_90;ENST00000528062_90_90;ENST00000615771_90_90;ENST00000369086_90_90;ENST00000369093_90_90;ENST00000412524_90_90;ENST00000436547_90_90;ENST00000479729_90_90;ENST00000497671_90_90;ENST00000313352_90_90;ENST00000349157_90_90;ENST00000453551_90_90;ENST00000456095_90_90;ENST00000526459_90_90;ENST00000526683_90_90;ENST00000527197_90_90;ENST00000527744_90_90;ENST00000529999_90_90;ENST00000531897_90_90;ENST00000532884_90_90;ENST00000533162_90_90;ENSMUST00000002599_90_90;ENSMUST00000100527_90_90;ENSMUST00000029149_90_90;ENSMUST00000109584_90_90;ENSMUST00000109587_90_90;ENSMUST00000126992_90_90;ENSMUST00000137566_90_90;ENSMUST00000142071_90_90;ENSMUST00000146288_90_90;ENSMUST00000146297_90_90;ENSMUST00000146549_90_90;ENSMUST00000147098_90_90;ENSMUST00000148794_90_90;ENSMUST00000152919_90_90;ENSMUST00000153514_90_90;ENSMUST00000154677_90_90;ENSMUST00000155837_90_90;ENSMUST00000033135_90_90;ENSMUST00000106226_90_90;ENSMUST00000106228_90_90;ENSMUST00000123666_90_90;ENSMUST00000133089_90_90;ENSMUST00000133444_90_90;ENSMUST00000141126_90_90;ENSMUST00000165023_90_90;ENSMUST00000205278_90_90;ENSMUST00000205835_90_90
ENST00000412738_90_90;0.017;0.003;0.065;0.009;0.04;0.05;0.041;0.088;0.144;1.0;1.0;1.0;0.205;0.6;0.038;0.243;0.278;0.103;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.041;0.0;0.0;0.058;0.0;0.06;0.43;0.144;0.0;0.021;0.0;0.021;0.033;0.02;0.021;0.022;0.0;0.0;0.0;0.0;0.023;0.022;0.036;0.284;0.036;0.066;1.0;0.044;0.108;0.036;1.0;0.27;0.0;1.0;0.246;0.205;1.0;0.06;0.058;0.0;0.144;0.0;0.0;0.0;0.06;0.077;0.183
ENST00000416108_90_90;0.017;0.003;0.065;0.009;0.04;0.05;0.041;0.088;0.144;1.0;1.0;1.0;0.205;0.6;0.038;0.243;0.278;0.103;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.041;0.0;0.0;0.058;0.0;0.06;0.43;0.144;0.0;0.021;0.0;0.021;0.033;0.02;0.021;0.022;0.0;0.0;0.0;0.0;0.023;0.022;0.036;0.284;0.036;0.066;1.0;0.044;0.108;0.036;1.0;0.27;0.0;1.0;0.246;0.205;1.0;0.06;0.058;0.0;0.144;0.0;0.0;0.0;0.06;0.077;0.183
ENST00000416529_90_90;0.0;0.008;0.076;0.0;0.039;0.048;0.04;0.083;0.129;0.205;0.205;0.205;1.0;0.0;0.035;0.203;0.226;0.096;0.205;0.0;0.205;0.205;0.205;0.0;0.0;0.04;0.0;0.155;0.122;0.112;0.083;0.235;0.195;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08;0.085;0.0;0.092;0.005;0.005;0.036;0.231;0.035;0.063;0.205;0.043;0.1;0.036;0.205;0.22;0.0;0.205;0.205;1.0;0.205;0.083;0.122;0.052;0.195;0.0;0.0;0.0;0.083;0.259;0.126
ENST00000425184_90_90;0.018;0.003;0.045;0.009;0.0;0.0;0.0;0.0;0.0;0.6;0.6;0.6;0.0;1.0;0.0;0.0;0.0;0.0;0.6;0.0;0.6;0.6;0.6;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.041;0.102;0.105;0.0;0.021;0.0;0.021;0.034;0.021;0.022;0.024;0.0;0.0;0.0;0.0;0.024;0.023;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.6;0.0;0.0;0.6;0.0;0.0;0.6;0.041;0.04;0.0;0.105;0.0;0.0;0.0;0.041;0.086;0.136
ENST00000426951_90_90;0.048;0.051;0.143;0.03;0.17;0.215;0.172;0.409;0.125;0.038;0.038;0.038;0.035;0.0;1.0;0.187;0.205;0.489;0.038;0.0;0.038;0.038;0.038;0.0;0.0;0.176;0.0;0.1;0.173;0.076;0.18;0.043;0.073;0.042;0.041;0.04;0.039;0.06;0.04;0.04;0.058;0.123;0.131;0.171;0.107;0.052;0.05;0.099;0.042;0.098;0.182;0.038;0.122;0.301;0.099;0.038;0.041;0.0;0.038;0.038;0.035;0.038;0.18;0.173;0.203;0.073;0.0;0.463;0.207;0.18;0.073;0.0
ENST00000429968_90_90;0.024;0.027;0.071;0.017;0.074;0.092;0.075;0.17;0.294;0.243;0.243;0.243;0.203;0.0;0.187;1.0;0.634;0.201;0.243;0.0;0.243;0.243;0.243;0.0;0.0;0.076;0.0;0.125;0.091;0.121;0.095;0.287;0.134;0.022;0.024;0.021;0.021;0.033;0.022;0.021;0.032;0.093;0.1;0.038;0.109;0.028;0.027;0.037;0.28;0.036;0.066;0.243;0.044;0.108;0.037;0.243;0.264;0.0;0.243;0.534;0.203;0.243;0.095;0.091;0.082;0.134;0.0;0.0;0.052;0.095;0.085;0.052
ENST00000433027_90_90;0.012;0.017;0.061;0.0;0.075;0.096;0.077;0.179;0.321;0.278;0.278;0.278;0.226;0.0;0.205;0.634;1.0;0.214;0.278;0.0;0.278;0.278;0.278;0.0;0.0;0.078;0.0;0.188;0.068;0.129;0.071;0.337;0.177;0.0;0.012;0.0;0.0;0.011;0.011;0.0;0.011;0.073;0.077;0.0;0.085;0.017;0.016;0.037;0.329;0.037;0.069;0.278;0.045;0.115;0.037;0.278;0.306;0.0;0.278;0.278;0.226;0.278;0.071;0.068;0.055;0.177;0.0;0.0;0.0;0.071;0.122;0.056
ENST00000434927_90_90;0.061;0.064;0.139;0.043;0.348;0.441;0.355;0.819;0.151;0.103;0.103;0.103;0.096;0.0;0.489;0.201;0.214;1.0;0.103;0.106;0.103;0.103;0.103;0.0;0.068;0.313;0.0;0.065;0.165;0.053;0.171;0.11;0.082;0.056;0.055;0.054;0.054;0.077;0.054;0.054;0.075;0.096;0.101;0.175;0.081;0.065;0.063;0.165;0.111;0.162;0.285;0.103;0.199;0.283;0.165;0.103;0.108;0.06;0.103;0.104;0.096;0.103;0.171;0.165;0.166;0.082;0.0;0.285;0.162;0.171;0.052;0.033
ENST00000444878_90_90;0.017;0.003;0.065;0.009;0.04;0.05;0.041;0.088;0.144;1.0;1.0;1.0;0.205;0.6;0.038;0.243;0.278;0.103;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.041;0.0;0.0;0.058;0.0;0.06;0.43;0.144;0.0;0.021;0.0;0.021;0.033;0.02;0.021;0.022;0.0;0.0;0.0;0.0;0.023;0.022;0.036;0.284;0.036;0.066;1.0;0.044;0.108;0.036;1.0;0.27;0.0;1.0;0.246;0.205;1.0;0.06;0.058;0.0;0.144;0.0;0.0;0.0;0.06;0.077;0.183
ENST00000448303_90_90;0.158;0.153;0.0;0.123;0.595;0.474;0.578;0.193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.106;0.0;1.0;0.0;0.0;0.0;0.151;0.442;0.617;0.348;0.0;0.0;0.0;0.0;0.0;0.0;0.168;0.158;0.165;0.16;0.034;0.153;0.165;0.033;0.0;0.0;0.115;0.0;0.155;0.152;0.267;0.0;0.264;0.091;0.0;0.206;0.0;0.267;0.0;0.0;0.365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000449489_90_90;0.017;0.003;0.065;0.009;0.04;0.05;0.041;0.088;0.144;1.0;1.0;1.0;0.205;0.6;0.038;0.243;0.278;0.103;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.041;0.0;0.0;0.058;0.0;0.06;0.43;0.144;0.0;0.021;0.0;0.021;0.033;0.02;0.021;0.022;0.0;0.0;0.0;0.0;0.023;0.022;0.036;0.284;0.036;0.066;1.0;0.044;0.108;0.036;1.0;0.27;0.0;1.0;0.246;0.205;1.0;0.06;0.058;0.0;0.144;0.0;0.0;0.0;0.06;0.077;0.183
ENST00000453310_90_90;0.017;0.003;0.065;0.009;0.04;0.05;0.041;0.088;0.144;1.0;1.0;1.0;0.205;0.6;0.038;0.243;0.278;0.103;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.041;0.0;0.0;0.058;0.0;0.06;0.43;0.144;0.0;0.021;0.0;0.021;0.033;0.02;0.021;0.022;0.0;0.0;0.0;0.0;0.023;0.022;0.036;0.284;0.036;0.066;1.0;0.044;0.108;0.036;1.0;0.27;0.0;1.0;0.246;0.205;1.0;0.06;0.058;0.0;0.144;0.0;0.0;0.0;0.06;0.077;0.183
ENST00000455343_90_90;0.017;0.003;0.065;0.009;0.04;0.05;0.041;0.088;0.144;1.0;1.0;1.0;0.205;0.6;0.038;0.243;0.278;0.103;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.041;0.0;0.0;0.058;0.0;0.06;0.43;0.144;0.0;0.021;0.0;0.021;0.033;0.02;0.021;0.022;0.0;0.0;0.0;0.0;0.023;0.022;0.036;0.284;0.036;0.066;1.0;0.044;0.108;0.036;1.0;0.27;0.0;1.0;0.246;0.205;1.0;0.06;0.058;0.0;0.144;0.0;0.0;0.0;0.06;0.077;0.183
ENST00000476806_90_90;0.045;0.044;0.0;0.037;0.09;0.114;0.092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.151;0.0;0.0;0.0;1.0;0.07;0.094;0.282;0.0;0.0;0.0;0.0;0.0;0.0;0.05;0.046;0.048;0.046;0.0;0.044;0.049;0.0;0.0;0.0;0.07;0.0;0.045;0.043;0.081;0.0;0.079;0.0;0.0;0.1;0.0;0.081;0.0;0.0;0.137;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000490484_90_90;0.088;0.085;0.0;0.049;0.343;0.427;0.349;0.168;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.068;0.0;0.442;0.0;0.0;0.0;0.07;1.0;0.356;0.441;0.0;0.0;0.0;0.0;0.0;0.0;0.095;0.088;0.092;0.089;0.056;0.085;0.092;0.049;0.0;0.0;0.147;0.0;0.087;0.085;0.192;0.0;0.19;0.086;0.0;0.23;0.0;0.192;0.0;0.0;0.227;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000528062_90_90;0.222;0.221;0.091;0.155;0.964;0.691;0.947;0.382;0.068;0.041;0.041;0.041;0.04;0.0;0.176;0.076;0.078;0.313;0.041;0.617;0.041;0.041;0.041;0.094;0.356;1.0;0.286;0.029;0.105;0.027;0.107;0.042;0.042;0.228;0.217;0.223;0.217;0.079;0.212;0.223;0.073;0.055;0.056;0.202;0.045;0.225;0.22;0.473;0.042;0.467;0.199;0.041;0.331;0.13;0.473;0.041;0.042;0.266;0.041;0.041;0.04;0.041;0.107;0.105;0.101;0.042;0.0;0.119;0.09;0.107;0.026;0.016
ENST00000615771_90_90;0.086;0.084;0.0;0.056;0.277;0.348;0.281;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.348;0.0;0.0;0.0;0.282;0.441;0.286;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.093;0.087;0.09;0.088;0.042;0.084;0.09;0.035;0.0;0.0;0.152;0.0;0.085;0.083;0.17;0.0;0.177;0.031;0.0;0.208;0.0;0.17;0.0;0.0;0.212;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000369086_90_90;0.048;0.065;0.14;0.007;0.029;0.035;0.029;0.057;0.242;0.0;0.0;0.0;0.155;0.0;0.1;0.125;0.188;0.065;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.029;0.0;1.0;0.216;0.631;0.226;0.0;0.591;0.0;0.044;0.0;0.0;0.06;0.043;0.0;0.059;0.195;0.208;0.0;0.226;0.056;0.054;0.015;0.074;0.015;0.026;0.0;0.018;0.038;0.015;0.0;0.072;0.0;0.0;0.068;0.155;0.0;0.226;0.216;0.254;0.591;0.318;0.0;0.0;0.226;0.595;0.028
ENST00000369093_90_90;0.234;0.238;0.475;0.153;0.102;0.117;0.103;0.155;0.097;0.058;0.058;0.058;0.122;0.04;0.173;0.091;0.068;0.165;0.058;0.0;0.058;0.058;0.058;0.0;0.0;0.105;0.0;0.216;1.0;0.34;0.96;0.036;0.31;0.188;0.23;0.186;0.195;0.308;0.228;0.197;0.305;0.416;0.377;0.221;0.288;0.244;0.24;0.181;0.039;0.179;0.259;0.058;0.208;0.256;0.181;0.058;0.038;0.028;0.058;0.074;0.122;0.058;0.952;0.993;0.846;0.31;0.075;0.234;0.607;0.952;0.306;0.207
ENST00000412524_90_90;0.104;0.123;0.223;0.045;0.026;0.032;0.026;0.048;0.183;0.0;0.0;0.0;0.112;0.0;0.076;0.121;0.129;0.053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.027;0.0;0.631;0.34;1.0;0.355;0.0;0.445;0.059;0.101;0.06;0.059;0.145;0.101;0.057;0.145;0.295;0.314;0.042;0.349;0.112;0.112;0.013;0.052;0.013;0.022;0.0;0.016;0.031;0.013;0.0;0.051;0.0;0.0;0.08;0.112;0.0;0.355;0.34;0.4;0.445;0.213;0.0;0.118;0.355;0.447;0.022
ENST00000436547_90_90;0.24;0.243;0.461;0.158;0.105;0.12;0.106;0.16;0.101;0.06;0.06;0.06;0.083;0.041;0.18;0.095;0.071;0.171;0.06;0.0;0.06;0.06;0.06;0.0;0.0;0.107;0.0;0.226;0.96;0.355;1.0;0.037;0.323;0.193;0.235;0.191;0.199;0.319;0.233;0.202;0.315;0.392;0.353;0.227;0.264;0.249;0.246;0.185;0.04;0.183;0.268;0.06;0.213;0.266;0.185;0.06;0.04;0.029;0.06;0.077;0.083;0.06;0.992;0.952;0.882;0.323;0.079;0.243;0.633;0.992;0.268;0.215
ENST00000479729_90_90;0.003;0.0;0.033;0.0;0.041;0.051;0.041;0.093;0.159;0.43;0.43;0.43;0.235;0.102;0.043;0.287;0.337;0.11;0.43;0.0;0.43;0.43;0.43;0.0;0.0;0.042;0.0;0.0;0.036;0.0;0.037;1.0;0.09;0.0;0.005;0.0;0.005;0.009;0.005;0.005;0.0;0.0;0.0;0.0;0.0;0.005;0.005;0.037;0.346;0.037;0.069;0.43;0.045;0.116;0.037;0.43;0.325;0.0;0.43;0.291;0.235;0.43;0.037;0.036;0.0;0.09;0.0;0.0;0.0;0.037;0.0;0.117
ENST00000497671_90_90;0.071;0.076;0.224;0.013;0.041;0.049;0.041;0.074;0.303;0.144;0.144;0.144;0.195;0.105;0.073;0.134;0.177;0.082;0.144;0.0;0.144;0.144;0.144;0.0;0.0;0.042;0.0;0.591;0.31;0.445;0.323;0.09;1.0;0.003;0.068;0.003;0.023;0.093;0.066;0.024;0.09;0.191;0.202;0.0;0.216;0.081;0.079;0.036;0.136;0.035;0.057;0.144;0.042;0.081;0.036;0.144;0.152;0.0;0.144;0.128;0.195;0.144;0.323;0.31;0.216;1.0;0.2;0.0;0.0;0.323;0.789;0.23
ENST00000313352_90_90;0.899;0.866;0.219;0.572;0.232;0.155;0.228;0.069;0.058;0.0;0.0;0.0;0.0;0.0;0.042;0.022;0.0;0.056;0.0;0.168;0.0;0.0;0.0;0.05;0.095;0.228;0.093;0.0;0.188;0.059;0.193;0.0;0.003;1.0;0.914;0.963;0.931;0.514;0.883;0.966;0.502;0.342;0.305;0.431;0.223;0.887;0.857;0.414;0.009;0.417;0.223;0.0;0.345;0.117;0.414;0.0;0.014;0.295;0.0;0.022;0.0;0.0;0.19;0.185;0.202;0.003;0.0;0.077;0.232;0.19;0.003;0.045
ENST00000349157_90_90;0.978;0.908;0.274;0.538;0.222;0.148;0.217;0.067;0.103;0.021;0.021;0.021;0.0;0.021;0.041;0.024;0.012;0.055;0.021;0.158;0.021;0.021;0.021;0.046;0.088;0.217;0.087;0.044;0.23;0.101;0.235;0.005;0.068;0.914;1.0;0.883;0.915;0.591;0.966;0.946;0.567;0.393;0.358;0.397;0.276;0.962;0.93;0.414;0.033;0.417;0.232;0.021;0.348;0.133;0.414;0.021;0.041;0.275;0.021;0.044;0.0;0.021;0.233;0.228;0.233;0.068;0.033;0.072;0.216;0.233;0.066;0.057
ENST00000453551_90_90;0.868;0.9;0.242;0.592;0.227;0.151;0.222;0.067;0.056;0.0;0.0;0.0;0.0;0.0;0.04;0.021;0.0;0.054;0.0;0.165;0.0;0.0;0.0;0.048;0.092;0.223;0.09;0.0;0.186;0.06;0.191;0.0;0.003;0.963;0.883;1.0;0.967;0.496;0.917;0.931;0.536;0.331;0.295;0.416;0.255;0.857;0.891;0.404;0.009;0.406;0.217;0.0;0.336;0.114;0.404;0.0;0.013;0.287;0.0;0.021;0.0;0.0;0.188;0.184;0.2;0.003;0.004;0.074;0.226;0.188;0.003;0.044
ENST00000456095_90_90;0.894;0.891;0.261;0.578;0.222;0.148;0.217;0.065;0.064;0.021;0.021;0.021;0.0;0.021;0.039;0.021;0.0;0.054;0.021;0.16;0.021;0.021;0.021;0.046;0.089;0.217;0.088;0.0;0.195;0.059;0.199;0.005;0.023;0.931;0.915;0.967;1.0;0.528;0.948;0.964;0.558;0.333;0.299;0.403;0.26;0.888;0.921;0.402;0.015;0.404;0.218;0.021;0.334;0.117;0.402;0.021;0.023;0.279;0.021;0.028;0.0;0.021;0.197;0.193;0.195;0.023;0.004;0.072;0.22;0.197;0.021;0.057
ENST00000526459_90_90;0.573;0.526;0.365;0.355;0.085;0.099;0.086;0.092;0.156;0.033;0.033;0.033;0.0;0.034;0.06;0.033;0.011;0.077;0.033;0.034;0.033;0.033;0.033;0.0;0.056;0.079;0.042;0.06;0.308;0.145;0.319;0.009;0.093;0.514;0.591;0.496;0.528;1.0;0.571;0.546;0.928;0.604;0.549;0.362;0.414;0.563;0.545;0.249;0.052;0.246;0.345;0.033;0.294;0.204;0.249;0.033;0.065;0.132;0.033;0.072;0.0;0.033;0.315;0.305;0.322;0.093;0.051;0.111;0.319;0.315;0.09;0.085
ENST00000526683_90_90;0.946;0.941;0.297;0.557;0.216;0.145;0.212;0.065;0.099;0.02;0.02;0.02;0.0;0.021;0.04;0.022;0.011;0.054;0.02;0.153;0.02;0.02;0.02;0.044;0.085;0.212;0.084;0.043;0.228;0.101;0.233;0.005;0.066;0.883;0.966;0.917;0.948;0.571;1.0;0.915;0.601;0.381;0.347;0.384;0.307;0.93;0.963;0.404;0.032;0.407;0.226;0.02;0.339;0.129;0.404;0.02;0.039;0.267;0.02;0.043;0.0;0.02;0.23;0.225;0.231;0.066;0.035;0.07;0.21;0.23;0.064;0.054
ENST00000527197_90_90;0.925;0.858;0.238;0.558;0.228;0.152;0.223;0.067;0.067;0.021;0.021;0.021;0.0;0.022;0.04;0.021;0.0;0.054;0.021;0.165;0.021;0.021;0.021;0.049;0.092;0.223;0.09;0.0;0.197;0.057;0.202;0.005;0.024;0.966;0.946;0.931;0.964;0.546;0.915;1.0;0.524;0.344;0.308;0.417;0.228;0.919;0.888;0.412;0.015;0.415;0.224;0.021;0.344;0.121;0.412;0.021;0.024;0.287;0.021;0.029;0.0;0.021;0.199;0.194;0.198;0.024;0.0;0.075;0.226;0.199;0.022;0.059
