;ENSCAFT00000000309_90_90;ENSCAFT00000019817_90_90;ENSCAFT00000022132_90_90;ENST00000257414_90_90;ENST00000343348_90_90;ENST00000503865_90_90;ENST00000509665_90_90;ENST00000510263_90_90;ENST00000513137_90_90;ENST00000515009_90_90;ENST00000515129_90_90;ENST00000316364_90_90;ENST00000354744_90_90;ENST00000355997_90_90;ENST00000358066_90_90;ENST00000389425_90_90;ENST00000389428_90_90;ENST00000536845_90_90;ENST00000558014_90_90;ENST00000558816_90_90;ENST00000559064_90_90;ENST00000559184_90_90;ENST00000559196_90_90;ENST00000560006_90_90;ENST00000560636_90_90;ENST00000561133_90_90;ENST00000341697_90_90;ENST00000368912_90_90;ENST00000368913_90_90;ENST00000368914_90_90;ENST00000613223_90_90;ENST00000621728_90_90;ENSMUST00000019791_90_90;ENSMUST00000076043_90_90;ENSMUST00000115449_90_90;ENSMUST00000123228_90_90;ENSMUST00000126684_90_90;ENSMUST00000135790_90_90;ENSMUST00000156422_90_90;ENSMUST00000051419_90_90;ENSMUST00000076335_90_90;ENSMUST00000077847_90_90;ENSMUST00000078621_90_90;ENSMUST00000103238_90_90;ENSMUST00000103239_90_90;ENSMUST00000103240_90_90;ENSMUST00000103241_90_90;ENSMUST00000090821_90_90;ENSMUST00000090823_90_90;ENSMUST00000107217_90_90;ENSMUST00000131620_90_90;ENSMUST00000131742_90_90;ENSMUST00000142449_90_90;ENSMUST00000168321_90_90;ENSMUST00000202315_90_90;ENSMUST00000204709_90_90
ENST00000515129_90_90;0.529;0.469;0.165;0.52;0.529;0.718;0.0;0.529;0.661;0.0;1.0;0.332;0.289;0.176;0.289;0.166;0.292;0.332;0.289;0.176;0.004;0.0;0.151;0.239;0.0;0.045;0.486;0.49;0.47;0.486;0.347;0.348;0.529;0.559;0.493;0.087;0.0;0.52;0.529;0.432;0.419;0.471;0.449;0.471;0.489;0.485;0.419;0.478;0.462;0.482;0.021;0.0;0.102;0.462;0.478;0.102
ENST00000316364_90_90;0.457;0.626;0.36;0.378;0.367;0.213;0.0;0.367;0.245;0.0;0.332;1.0;0.948;0.556;0.919;0.443;0.93;1.0;0.919;0.556;0.037;0.021;0.204;0.171;0.0;0.138;0.584;0.597;0.616;0.584;0.246;0.247;0.441;0.413;0.42;0.112;0.0;0.455;0.441;0.821;0.831;0.877;0.806;0.877;0.861;0.858;0.831;0.58;0.611;0.592;0.118;0.044;0.183;0.611;0.58;0.183
ENST00000354744_90_90;0.415;0.582;0.373;0.344;0.333;0.17;0.0;0.333;0.203;0.0;0.289;0.948;1.0;0.569;0.969;0.468;0.981;0.948;0.969;0.569;0.038;0.022;0.216;0.119;0.0;0.146;0.542;0.554;0.574;0.542;0.23;0.226;0.4;0.372;0.38;0.119;0.0;0.414;0.4;0.863;0.874;0.828;0.847;0.828;0.813;0.816;0.874;0.538;0.569;0.549;0.126;0.046;0.196;0.569;0.538;0.196
ENST00000355997_90_90;0.323;0.234;0.492;0.269;0.256;0.026;0.0;0.256;0.07;0.0;0.176;0.556;0.569;1.0;0.572;0.796;0.58;0.556;0.572;1.0;0.033;0.037;0.367;0.065;0.0;0.248;0.238;0.206;0.23;0.238;0.371;0.371;0.315;0.28;0.29;0.248;0.0;0.332;0.315;0.445;0.451;0.44;0.437;0.44;0.432;0.433;0.451;0.236;0.229;0.205;0.281;0.103;0.435;0.229;0.236;0.435
ENST00000358066_90_90;0.424;0.594;0.371;0.356;0.344;0.168;0.0;0.344;0.215;0.0;0.289;0.919;0.969;0.572;1.0;0.47;0.987;0.919;1.0;0.572;0.033;0.022;0.217;0.113;0.0;0.146;0.554;0.546;0.586;0.554;0.242;0.238;0.409;0.367;0.388;0.136;0.0;0.423;0.409;0.871;0.883;0.836;0.855;0.836;0.821;0.824;0.883;0.549;0.581;0.542;0.124;0.046;0.192;0.581;0.549;0.192
ENST00000389425_90_90;0.259;0.177;0.433;0.228;0.214;0.0;0.0;0.214;0.0;0.0;0.166;0.443;0.468;0.796;0.47;1.0;0.476;0.443;0.47;0.796;0.0;0.046;0.461;0.0;0.0;0.311;0.18;0.182;0.175;0.18;0.303;0.303;0.254;0.268;0.22;0.152;0.0;0.271;0.254;0.379;0.384;0.364;0.372;0.364;0.357;0.358;0.384;0.179;0.174;0.181;0.35;0.129;0.543;0.174;0.179;0.543
ENST00000389428_90_90;0.413;0.582;0.362;0.347;0.336;0.169;0.0;0.336;0.204;0.0;0.292;0.93;0.981;0.58;0.987;0.476;1.0;0.93;0.987;0.58;0.02;0.022;0.22;0.102;0.0;0.148;0.541;0.553;0.573;0.541;0.229;0.225;0.399;0.371;0.378;0.119;0.0;0.412;0.399;0.86;0.871;0.825;0.844;0.825;0.81;0.813;0.871;0.537;0.569;0.549;0.126;0.047;0.196;0.569;0.537;0.196
ENST00000536845_90_90;0.457;0.626;0.36;0.378;0.367;0.213;0.0;0.367;0.245;0.0;0.332;1.0;0.948;0.556;0.919;0.443;0.93;1.0;0.919;0.556;0.037;0.021;0.204;0.171;0.0;0.138;0.584;0.597;0.616;0.584;0.246;0.247;0.441;0.413;0.42;0.112;0.0;0.455;0.441;0.821;0.831;0.877;0.806;0.877;0.861;0.858;0.831;0.58;0.611;0.592;0.118;0.044;0.183;0.611;0.58;0.183
ENST00000558014_90_90;0.424;0.594;0.371;0.356;0.344;0.168;0.0;0.344;0.215;0.0;0.289;0.919;0.969;0.572;1.0;0.47;0.987;0.919;1.0;0.572;0.033;0.022;0.217;0.113;0.0;0.146;0.554;0.546;0.586;0.554;0.242;0.238;0.409;0.367;0.388;0.136;0.0;0.423;0.409;0.871;0.883;0.836;0.855;0.836;0.821;0.824;0.883;0.549;0.581;0.542;0.124;0.046;0.192;0.581;0.549;0.192
ENST00000558816_90_90;0.323;0.234;0.492;0.269;0.256;0.026;0.0;0.256;0.07;0.0;0.176;0.556;0.569;1.0;0.572;0.796;0.58;0.556;0.572;1.0;0.033;0.037;0.367;0.065;0.0;0.248;0.238;0.206;0.23;0.238;0.371;0.371;0.315;0.28;0.29;0.248;0.0;0.332;0.315;0.445;0.451;0.44;0.437;0.44;0.432;0.433;0.451;0.236;0.229;0.205;0.281;0.103;0.435;0.229;0.236;0.435
ENST00000559064_90_90;0.021;0.02;0.042;0.02;0.02;0.01;0.0;0.02;0.044;0.0;0.004;0.037;0.038;0.033;0.033;0.0;0.02;0.037;0.033;0.033;1.0;0.0;0.0;0.26;0.0;0.0;0.021;0.005;0.02;0.021;0.036;0.036;0.021;0.002;0.022;0.179;0.0;0.021;0.021;0.026;0.026;0.025;0.025;0.025;0.024;0.024;0.026;0.021;0.02;0.005;0.0;0.0;0.0;0.02;0.021;0.0
ENST00000559184_90_90;0.021;0.0;0.019;0.02;0.021;0.0;0.0;0.021;0.0;0.0;0.0;0.021;0.022;0.037;0.022;0.046;0.022;0.021;0.022;0.037;0.0;1.0;0.1;0.0;0.0;0.149;0.0;0.0;0.0;0.0;0.0;0.0;0.021;0.022;0.021;0.0;0.0;0.02;0.021;0.013;0.013;0.012;0.013;0.012;0.012;0.012;0.013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000559196_90_90;0.213;0.135;0.201;0.21;0.214;0.0;0.0;0.214;0.0;0.0;0.151;0.204;0.216;0.367;0.217;0.461;0.22;0.204;0.217;0.367;0.0;0.1;1.0;0.0;0.0;0.675;0.137;0.138;0.133;0.137;0.231;0.231;0.213;0.225;0.188;0.016;0.0;0.21;0.213;0.209;0.212;0.201;0.205;0.201;0.197;0.198;0.212;0.137;0.132;0.138;0.43;0.158;0.667;0.132;0.137;0.667
ENST00000560006_90_90;0.156;0.144;0.036;0.149;0.151;0.321;0.0;0.151;0.328;0.0;0.239;0.171;0.119;0.065;0.113;0.0;0.102;0.171;0.113;0.065;0.26;0.0;0.0;1.0;0.0;0.0;0.149;0.133;0.144;0.149;0.061;0.067;0.156;0.144;0.161;0.074;0.0;0.154;0.156;0.108;0.11;0.158;0.106;0.158;0.156;0.152;0.11;0.149;0.144;0.133;0.0;0.0;0.0;0.144;0.149;0.0
ENST00000560636_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000561133_90_90;0.145;0.09;0.136;0.143;0.145;0.0;0.0;0.145;0.0;0.0;0.045;0.138;0.146;0.248;0.146;0.311;0.148;0.138;0.146;0.248;0.0;0.149;0.675;0.0;0.0;1.0;0.091;0.092;0.088;0.091;0.153;0.153;0.145;0.153;0.126;0.0;0.0;0.143;0.145;0.138;0.14;0.133;0.136;0.133;0.13;0.131;0.14;0.093;0.09;0.093;0.633;0.233;0.566;0.09;0.093;0.566
ENST00000341697_90_90;0.448;0.967;0.235;0.446;0.446;0.37;0.0;0.446;0.423;0.0;0.486;0.584;0.542;0.238;0.554;0.18;0.541;0.584;0.554;0.238;0.021;0.0;0.137;0.149;0.0;0.091;1.0;0.925;0.967;1.0;0.43;0.43;0.446;0.407;0.433;0.102;0.0;0.446;0.446;0.655;0.643;0.69;0.669;0.69;0.704;0.7;0.643;1.0;0.966;0.925;0.085;0.031;0.128;0.966;1.0;0.128
ENST00000368912_90_90;0.406;0.958;0.199;0.405;0.405;0.373;0.0;0.405;0.368;0.0;0.49;0.597;0.554;0.206;0.546;0.182;0.553;0.597;0.546;0.206;0.005;0.0;0.138;0.133;0.0;0.092;0.925;1.0;0.958;0.925;0.379;0.379;0.405;0.41;0.391;0.057;0.0;0.405;0.405;0.648;0.636;0.683;0.663;0.683;0.698;0.694;0.636;0.925;0.958;1.0;0.086;0.031;0.129;0.958;0.925;0.129
ENST00000368913_90_90;0.437;1.0;0.229;0.435;0.435;0.358;0.0;0.435;0.409;0.0;0.47;0.616;0.574;0.23;0.586;0.175;0.573;0.616;0.586;0.23;0.02;0.0;0.133;0.144;0.0;0.088;0.967;0.958;1.0;0.967;0.417;0.417;0.435;0.397;0.422;0.099;0.0;0.435;0.435;0.687;0.675;0.722;0.701;0.722;0.736;0.732;0.675;0.966;1.0;0.958;0.082;0.03;0.123;1.0;0.966;0.123
ENST00000368914_90_90;0.448;0.967;0.235;0.446;0.446;0.37;0.0;0.446;0.423;0.0;0.486;0.584;0.542;0.238;0.554;0.18;0.541;0.584;0.554;0.238;0.021;0.0;0.137;0.149;0.0;0.091;1.0;0.925;0.967;1.0;0.43;0.43;0.446;0.407;0.433;0.102;0.0;0.446;0.446;0.655;0.643;0.69;0.669;0.69;0.704;0.7;0.643;1.0;0.966;0.925;0.085;0.031;0.128;0.966;1.0;0.128
ENST00000613223_90_90;0.344;0.418;0.338;0.344;0.344;0.2;0.0;0.344;0.267;0.0;0.347;0.246;0.23;0.371;0.242;0.303;0.229;0.246;0.242;0.371;0.036;0.0;0.231;0.061;0.0;0.153;0.43;0.379;0.417;0.43;1.0;0.986;0.345;0.299;0.329;0.178;0.0;0.345;0.345;0.351;0.338;0.357;0.366;0.357;0.372;0.374;0.338;0.439;0.425;0.386;0.155;0.056;0.232;0.425;0.439;0.232
ENST00000621728_90_90;0.345;0.418;0.338;0.345;0.345;0.201;0.0;0.345;0.269;0.0;0.348;0.247;0.226;0.371;0.238;0.303;0.225;0.247;0.238;0.371;0.036;0.0;0.231;0.067;0.0;0.153;0.43;0.379;0.417;0.43;0.986;1.0;0.345;0.299;0.329;0.178;0.0;0.345;0.345;0.346;0.334;0.358;0.362;0.358;0.373;0.375;0.334;0.439;0.425;0.386;0.155;0.056;0.232;0.425;0.439;0.232
ENSMUST00000019791_90_90;1.0;0.571;0.682;0.983;1.0;0.387;0.111;1.0;0.439;0.155;0.529;0.441;0.4;0.315;0.409;0.254;0.399;0.441;0.409;0.315;0.021;0.021;0.213;0.156;0.0;0.145;0.446;0.405;0.435;0.446;0.345;0.345;1.0;0.947;0.961;0.103;0.21;0.984;1.0;0.513;0.502;0.547;0.528;0.547;0.563;0.56;0.502;0.534;0.518;0.482;0.113;0.042;0.175;0.518;0.534;0.175
ENSMUST00000076043_90_90;0.947;0.521;0.63;0.932;0.947;0.409;0.117;0.947;0.386;0.164;0.559;0.413;0.372;0.28;0.367;0.268;0.371;0.413;0.367;0.28;0.002;0.022;0.225;0.144;0.0;0.153;0.407;0.41;0.397;0.407;0.299;0.299;0.947;1.0;0.908;0.05;0.222;0.931;0.947;0.471;0.46;0.505;0.486;0.505;0.52;0.517;0.46;0.487;0.473;0.491;0.122;0.045;0.188;0.473;0.487;0.188
ENSMUST00000115449_90_90;0.968;0.554;0.658;0.946;0.961;0.397;0.114;0.961;0.455;0.159;0.493;0.42;0.38;0.29;0.388;0.22;0.378;0.42;0.388;0.29;0.022;0.021;0.188;0.161;0.0;0.126;0.433;0.391;0.422;0.433;0.329;0.329;0.961;0.908;1.0;0.098;0.215;0.946;0.961;0.492;0.481;0.526;0.507;0.526;0.542;0.538;0.481;0.518;0.503;0.466;0.114;0.043;0.16;0.503;0.518;0.16
ENSMUST00000123228_90_90;0.104;0.099;0.14;0.102;0.104;0.001;0.0;0.104;0.107;0.0;0.087;0.112;0.119;0.248;0.136;0.152;0.119;0.112;0.136;0.248;0.179;0.0;0.016;0.074;0.0;0.0;0.102;0.057;0.099;0.102;0.178;0.178;0.103;0.05;0.098;1.0;0.0;0.102;0.103;0.117;0.119;0.112;0.115;0.112;0.109;0.11;0.119;0.102;0.099;0.057;0.0;0.0;0.0;0.099;0.102;0.0
ENSMUST00000126684_90_90;0.21;0.0;0.291;0.207;0.21;0.0;0.527;0.21;0.0;0.738;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21;0.222;0.215;0.0;1.0;0.206;0.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000135790_90_90;1.0;0.571;0.698;1.0;0.983;0.381;0.109;0.983;0.432;0.152;0.52;0.455;0.414;0.332;0.423;0.271;0.412;0.455;0.423;0.332;0.021;0.02;0.21;0.154;0.0;0.143;0.446;0.405;0.435;0.446;0.345;0.345;0.984;0.931;0.946;0.102;0.206;1.0;0.984;0.527;0.516;0.561;0.542;0.561;0.577;0.573;0.516;0.534;0.518;0.482;0.113;0.042;0.175;0.518;0.534;0.175
ENSMUST00000156422_90_90;1.0;0.571;0.682;0.983;1.0;0.387;0.111;1.0;0.439;0.155;0.529;0.441;0.4;0.315;0.409;0.254;0.399;0.441;0.409;0.315;0.021;0.021;0.213;0.156;0.0;0.145;0.446;0.405;0.435;0.446;0.345;0.345;1.0;0.947;0.961;0.103;0.21;0.984;1.0;0.513;0.502;0.547;0.528;0.547;0.563;0.56;0.502;0.534;0.518;0.482;0.113;0.042;0.175;0.518;0.534;0.175
ENSMUST00000051419_90_90;0.532;0.698;0.425;0.48;0.468;0.297;0.0;0.468;0.349;0.0;0.432;0.821;0.863;0.445;0.871;0.379;0.86;0.821;0.871;0.445;0.026;0.013;0.209;0.108;0.0;0.138;0.655;0.648;0.687;0.655;0.351;0.346;0.513;0.471;0.492;0.117;0.0;0.527;0.513;1.0;0.987;0.935;0.982;0.935;0.919;0.922;0.987;0.651;0.682;0.644;0.107;0.039;0.166;0.682;0.651;0.166
ENSMUST00000076335_90_90;0.521;0.686;0.428;0.471;0.458;0.285;0.0;0.458;0.336;0.0;0.419;0.831;0.874;0.451;0.883;0.384;0.871;0.831;0.883;0.451;0.026;0.013;0.212;0.11;0.0;0.14;0.643;0.636;0.675;0.643;0.338;0.334;0.502;0.46;0.481;0.119;0.0;0.516;0.502;0.987;1.0;0.947;0.969;0.947;0.93;0.934;1.0;0.639;0.671;0.632;0.109;0.04;0.169;0.671;0.639;0.169
ENSMUST00000077847_90_90;0.567;0.734;0.41;0.512;0.499;0.337;0.0;0.499;0.388;0.0;0.471;0.877;0.828;0.44;0.836;0.364;0.825;0.877;0.836;0.44;0.025;0.012;0.201;0.158;0.0;0.133;0.69;0.683;0.722;0.69;0.357;0.358;0.547;0.505;0.526;0.112;0.0;0.561;0.547;0.935;0.947;1.0;0.919;1.0;0.982;0.979;0.947;0.685;0.717;0.679;0.102;0.038;0.158;0.717;0.685;0.158
ENSMUST00000078621_90_90;0.548;0.713;0.419;0.495;0.482;0.315;0.0;0.482;0.366;0.0;0.449;0.806;0.847;0.437;0.855;0.372;0.844;0.806;0.855;0.437;0.025;0.013;0.205;0.106;0.0;0.136;0.669;0.663;0.701;0.669;0.366;0.362;0.528;0.486;0.507;0.115;0.0;0.542;0.528;0.982;0.969;0.919;1.0;0.919;0.936;0.94;0.969;0.665;0.697;0.659;0.105;0.039;0.163;0.697;0.665;0.163
ENSMUST00000103238_90_90;0.567;0.734;0.41;0.512;0.499;0.337;0.0;0.499;0.388;0.0;0.471;0.877;0.828;0.44;0.836;0.364;0.825;0.877;0.836;0.44;0.025;0.012;0.201;0.158;0.0;0.133;0.69;0.683;0.722;0.69;0.357;0.358;0.547;0.505;0.526;0.112;0.0;0.561;0.547;0.935;0.947;1.0;0.919;1.0;0.982;0.979;0.947;0.685;0.717;0.679;0.102;0.038;0.158;0.717;0.685;0.158
ENSMUST00000103239_90_90;0.583;0.749;0.404;0.526;0.513;0.355;0.0;0.513;0.406;0.0;0.489;0.861;0.813;0.432;0.821;0.357;0.81;0.861;0.821;0.432;0.024;0.012;0.197;0.156;0.0;0.13;0.704;0.698;0.736;0.704;0.372;0.373;0.563;0.52;0.542;0.109;0.0;0.577;0.563;0.919;0.93;0.982;0.936;0.982;1.0;0.996;0.93;0.7;0.732;0.693;0.1;0.037;0.155;0.732;0.7;0.155
ENSMUST00000103240_90_90;0.58;0.745;0.405;0.523;0.51;0.351;0.0;0.51;0.402;0.0;0.485;0.858;0.816;0.433;0.824;0.358;0.813;0.858;0.824;0.433;0.024;0.012;0.198;0.152;0.0;0.131;0.7;0.694;0.732;0.7;0.374;0.375;0.56;0.517;0.538;0.11;0.0;0.573;0.56;0.922;0.934;0.979;0.94;0.979;0.996;1.0;0.934;0.696;0.728;0.689;0.101;0.037;0.156;0.728;0.696;0.156
ENSMUST00000103241_90_90;0.521;0.686;0.428;0.471;0.458;0.285;0.0;0.458;0.336;0.0;0.419;0.831;0.874;0.451;0.883;0.384;0.871;0.831;0.883;0.451;0.026;0.013;0.212;0.11;0.0;0.14;0.643;0.636;0.675;0.643;0.338;0.334;0.502;0.46;0.481;0.119;0.0;0.516;0.502;0.987;1.0;0.947;0.969;0.947;0.93;0.934;1.0;0.639;0.671;0.632;0.109;0.04;0.169;0.671;0.639;0.169
ENSMUST00000090821_90_90;0.536;0.966;0.282;0.534;0.534;0.37;0.0;0.534;0.423;0.0;0.478;0.58;0.538;0.236;0.549;0.179;0.537;0.58;0.549;0.236;0.021;0.0;0.137;0.149;0.0;0.093;1.0;0.925;0.966;1.0;0.439;0.439;0.534;0.487;0.518;0.102;0.0;0.534;0.534;0.651;0.639;0.685;0.665;0.685;0.7;0.696;0.639;1.0;0.967;0.925;0.086;0.032;0.127;0.967;1.0;0.127
ENSMUST00000090823_90_90;0.521;1.0;0.274;0.518;0.518;0.357;0.0;0.518;0.409;0.0;0.462;0.611;0.569;0.229;0.581;0.174;0.569;0.611;0.581;0.229;0.02;0.0;0.132;0.144;0.0;0.09;0.966;0.958;1.0;0.966;0.425;0.425;0.518;0.473;0.503;0.099;0.0;0.518;0.518;0.682;0.671;0.717;0.697;0.717;0.732;0.728;0.671;0.967;1.0;0.958;0.083;0.031;0.123;1.0;0.967;0.123
ENSMUST00000107217_90_90;0.484;0.958;0.237;0.482;0.482;0.373;0.0;0.482;0.367;0.0;0.482;0.592;0.549;0.205;0.542;0.181;0.549;0.592;0.542;0.205;0.005;0.0;0.138;0.133;0.0;0.093;0.925;1.0;0.958;0.925;0.386;0.386;0.482;0.491;0.466;0.057;0.0;0.482;0.482;0.644;0.632;0.679;0.659;0.679;0.693;0.689;0.632;0.925;0.958;1.0;0.087;0.032;0.128;0.958;0.925;0.128
ENSMUST00000131620_90_90;0.113;0.082;0.183;0.113;0.113;0.0;0.0;0.113;0.0;0.0;0.021;0.118;0.126;0.281;0.124;0.35;0.126;0.118;0.124;0.281;0.0;0.0;0.43;0.0;0.0;0.633;0.085;0.086;0.082;0.085;0.155;0.155;0.113;0.122;0.114;0.0;0.0;0.113;0.113;0.107;0.109;0.102;0.105;0.102;0.1;0.101;0.109;0.086;0.083;0.087;1.0;0.371;0.645;0.083;0.086;0.645
ENSMUST00000131742_90_90;0.042;0.03;0.068;0.042;0.042;0.0;0.0;0.042;0.0;0.0;0.0;0.044;0.046;0.103;0.046;0.129;0.047;0.044;0.046;0.103;0.0;0.0;0.158;0.0;0.0;0.233;0.031;0.031;0.03;0.031;0.056;0.056;0.042;0.045;0.043;0.0;0.0;0.042;0.042;0.039;0.04;0.038;0.039;0.038;0.037;0.037;0.04;0.032;0.031;0.032;0.371;1.0;0.239;0.031;0.032;0.239
