;ENSCAFT00000004869_90_90;ENSCAFT00000013439_90_90;ENSCAFT00000037016_90_90;ENSCAFT00000021145_90_90;ENSCAFT00000025193_90_90;ENST00000302271_90_90;ENST00000374612_90_90;ENST00000374616_90_90;ENST00000427764_90_90;ENST00000478691_90_90;ENST00000606561_90_90;ENST00000641107_90_90;ENST00000355238_90_90;ENST00000369622_90_90;ENST00000444272_90_90;ENST00000616122_90_90;ENST00000281722_90_90;ENST00000510397_90_90;ENST00000512640_90_90;ENST00000514866_90_90;ENST00000295971_90_90;ENST00000381793_90_90;ENST00000381795_90_90;ENST00000505220_90_90;ENST00000505414_90_90;ENST00000507180_90_90;ENST00000510871_90_90;ENST00000511598_90_90;ENST00000511902_90_90;ENST00000513473_90_90;ENST00000514014_90_90;ENST00000514782_90_90;ENST00000515053_90_90;ENSMUST00000069221_90_90;ENSMUST00000172508_90_90;ENSMUST00000172828_90_90;ENSMUST00000173405_90_90;ENSMUST00000173801_90_90;ENSMUST00000174269_90_90;ENSMUST00000174282_90_90;ENSMUST00000174361_90_90;ENSMUST00000174391_90_90;ENSMUST00000174688_90_90;ENSMUST00000048647_90_90;ENSMUST00000182637_90_90;ENSMUST00000182818_90_90;ENSMUST00000084219_90_90;ENSMUST00000105850_90_90;ENSMUST00000125696_90_90;ENSMUST00000131671_90_90;ENSMUST00000134524_90_90;ENSMUST00000145282_90_90;ENSMUST00000148843_90_90;ENSMUST00000156259_90_90;ENSMUST00000094756_90_90;ENSMUST00000094757_90_90;ENSMUST00000113724_90_90;ENSMUST00000113726_90_90;ENSMUST00000167950_90_90;ENSMUST00000200775_90_90;ENSMUST00000200852_90_90;ENSMUST00000201544_90_90;ENSMUST00000201561_90_90;ENSMUST00000202700_90_90
ENST00000606561_90_90;0.128;0.524;0.564;0.409;0.616;0.78;0.78;0.777;0.83;0.923;1.0;0.275;0.639;0.769;0.078;0.754;0.576;0.638;0.178;0.622;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.639;0.0;0.072;0.096;0.769;0.585;0.64;0.714;0.754;0.465;0.576;0.638;0.622;0.922;0.775;0.065;0.922;0.205;0.001;0.775;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000641107_90_90;0.105;0.127;0.138;0.098;0.142;0.215;0.215;0.214;0.228;0.254;0.275;1.0;0.237;0.214;0.0;0.287;0.127;0.142;0.0;0.138;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.237;0.0;0.0;0.0;0.214;0.253;0.238;0.227;0.287;0.297;0.127;0.142;0.138;0.253;0.213;0.0;0.253;0.0;0.0;0.213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000355238_90_90;0.085;0.515;0.547;0.596;0.541;0.838;0.838;0.837;0.779;0.698;0.639;0.237;1.0;0.863;0.329;0.826;0.51;0.559;0.237;0.547;0.006;0.006;0.006;0.0;0.009;0.0;0.007;0.0;0.0;0.009;0.006;0.008;0.009;0.985;0.16;0.119;0.339;0.851;0.923;0.983;0.796;0.826;0.783;0.51;0.559;0.547;0.702;0.843;0.129;0.702;0.465;0.167;0.843;0.119;0.006;0.006;0.006;0.006;0.006;0.006;0.009;0.006;0.0;0.0
ENST00000369622_90_90;0.112;0.56;0.599;0.569;0.61;0.971;0.971;0.97;0.911;0.829;0.769;0.214;0.863;1.0;0.297;0.709;0.56;0.612;0.213;0.599;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.851;0.144;0.108;0.306;0.986;0.796;0.852;0.93;0.709;0.673;0.56;0.612;0.599;0.835;0.976;0.116;0.835;0.42;0.151;0.976;0.107;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000444272_90_90;0.0;0.132;0.143;0.275;0.138;0.286;0.286;0.285;0.226;0.137;0.078;0.0;0.329;0.297;1.0;0.155;0.132;0.147;0.359;0.143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.319;0.477;0.362;0.9;0.288;0.34;0.32;0.305;0.155;0.399;0.132;0.147;0.143;0.138;0.287;0.391;0.138;0.666;0.495;0.287;0.353;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000616122_90_90;0.094;0.535;0.572;0.482;0.6;0.695;0.695;0.695;0.636;0.823;0.754;0.287;0.826;0.709;0.155;1.0;0.584;0.649;0.28;0.632;0.006;0.006;0.007;0.0;0.011;0.0;0.008;0.0;0.0;0.01;0.007;0.01;0.01;0.826;0.0;0.144;0.175;0.709;0.763;0.824;0.654;1.0;0.623;0.584;0.649;0.632;0.829;0.699;0.156;0.829;0.3;0.001;0.699;0.0;0.007;0.006;0.006;0.006;0.006;0.006;0.011;0.006;0.0;0.0
ENST00000281722_90_90;0.21;0.71;0.769;0.53;0.708;0.55;0.55;0.55;0.503;0.63;0.576;0.127;0.51;0.56;0.132;0.584;1.0;0.872;0.25;0.849;0.031;0.031;0.033;0.06;0.051;0.053;0.037;0.054;0.06;0.048;0.0;0.052;0.046;0.51;0.0;0.115;0.149;0.56;0.462;0.511;0.513;0.584;0.353;0.859;0.872;0.849;0.634;0.553;0.124;0.634;0.259;0.004;0.553;0.0;0.033;0.031;0.031;0.031;0.031;0.031;0.051;0.031;0.004;0.017
ENST00000510397_90_90;0.194;0.799;0.864;0.554;0.791;0.6;0.6;0.601;0.549;0.697;0.638;0.142;0.559;0.612;0.147;0.649;0.872;1.0;0.283;0.958;0.035;0.035;0.038;0.067;0.061;0.065;0.044;0.066;0.067;0.057;0.003;0.063;0.055;0.559;0.0;0.13;0.166;0.612;0.506;0.56;0.56;0.649;0.387;0.872;1.0;0.958;0.701;0.604;0.141;0.701;0.288;0.005;0.604;0.0;0.038;0.035;0.035;0.035;0.035;0.035;0.061;0.035;0.005;0.019
ENST00000512640_90_90;0.0;0.194;0.213;0.21;0.225;0.21;0.21;0.209;0.154;0.243;0.178;0.0;0.237;0.213;0.359;0.28;0.25;0.283;1.0;0.274;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.237;0.0;0.446;0.403;0.213;0.252;0.237;0.226;0.28;0.26;0.25;0.283;0.274;0.245;0.21;0.484;0.245;0.492;0.011;0.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000514866_90_90;0.211;0.769;0.903;0.559;0.816;0.587;0.587;0.588;0.538;0.679;0.622;0.138;0.547;0.599;0.143;0.632;0.849;0.958;0.274;1.0;0.05;0.05;0.053;0.086;0.086;0.091;0.062;0.093;0.086;0.081;0.018;0.089;0.078;0.547;0.0;0.126;0.161;0.599;0.495;0.547;0.548;0.632;0.378;0.849;0.958;1.0;0.684;0.591;0.137;0.684;0.28;0.005;0.591;0.0;0.053;0.05;0.05;0.05;0.05;0.05;0.086;0.05;0.005;0.018
ENST00000295971_90_90;0.195;0.096;0.05;0.073;0.097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006;0.0;0.0;0.006;0.031;0.035;0.0;0.05;1.0;1.0;0.884;0.1;0.268;0.209;0.612;0.192;0.1;0.325;0.936;0.232;0.366;0.006;0.0;0.0;0.0;0.0;0.006;0.005;0.0;0.006;0.006;0.031;0.035;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.724;0.824;0.824;0.824;0.824;0.824;0.266;0.824;0.011;0.022
ENST00000381793_90_90;0.195;0.096;0.05;0.073;0.097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006;0.0;0.0;0.006;0.031;0.035;0.0;0.05;1.0;1.0;0.884;0.1;0.268;0.209;0.612;0.192;0.1;0.325;0.936;0.232;0.366;0.006;0.0;0.0;0.0;0.0;0.006;0.005;0.0;0.006;0.006;0.031;0.035;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.724;0.824;0.824;0.824;0.824;0.824;0.266;0.824;0.011;0.022
ENST00000381795_90_90;0.183;0.103;0.053;0.069;0.104;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006;0.0;0.0;0.007;0.033;0.038;0.0;0.053;0.884;0.884;1.0;0.113;0.303;0.236;0.69;0.217;0.113;0.368;0.82;0.262;0.415;0.006;0.0;0.0;0.0;0.0;0.006;0.005;0.0;0.007;0.007;0.033;0.038;0.053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.81;0.724;0.724;0.724;0.724;0.724;0.302;0.724;0.012;0.025
ENST00000505220_90_90;0.068;0.06;0.086;0.041;0.081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06;0.067;0.0;0.086;0.1;0.1;0.113;1.0;0.374;0.48;0.151;0.522;1.0;0.307;0.036;0.432;0.273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06;0.067;0.086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.114;0.101;0.101;0.101;0.101;0.101;0.376;0.101;0.107;0.219
ENST00000505414_90_90;0.133;0.164;0.086;0.066;0.163;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009;0.0;0.0;0.011;0.051;0.061;0.0;0.086;0.268;0.268;0.303;0.374;1.0;0.779;0.404;0.716;0.374;0.822;0.203;0.866;0.73;0.009;0.0;0.0;0.0;0.0;0.01;0.008;0.0;0.011;0.011;0.051;0.061;0.086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.305;0.269;0.269;0.269;0.269;0.269;0.996;0.269;0.04;0.082
ENST00000507180_90_90;0.124;0.124;0.091;0.055;0.166;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.053;0.065;0.0;0.091;0.209;0.209;0.236;0.48;0.779;1.0;0.315;0.919;0.48;0.641;0.144;0.9;0.569;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.053;0.065;0.091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.237;0.21;0.21;0.21;0.21;0.21;0.783;0.21;0.051;0.105
ENST00000510871_90_90;0.17;0.119;0.062;0.067;0.119;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007;0.0;0.0;0.008;0.037;0.044;0.0;0.062;0.612;0.612;0.69;0.151;0.404;0.315;1.0;0.289;0.151;0.491;0.55;0.349;0.553;0.007;0.0;0.0;0.0;0.0;0.007;0.006;0.0;0.008;0.008;0.037;0.044;0.062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.594;0.53;0.53;0.53;0.53;0.53;0.402;0.53;0.016;0.033
ENST00000511598_90_90;0.126;0.109;0.093;0.056;0.151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.054;0.066;0.0;0.093;0.192;0.192;0.217;0.522;0.716;0.919;0.289;1.0;0.522;0.589;0.128;0.828;0.523;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.054;0.066;0.093;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.218;0.193;0.193;0.193;0.193;0.193;0.719;0.193;0.056;0.114
ENST00000511902_90_90;0.068;0.06;0.086;0.041;0.081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06;0.067;0.0;0.086;0.1;0.1;0.113;1.0;0.374;0.48;0.151;0.522;1.0;0.307;0.036;0.432;0.273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06;0.067;0.086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.114;0.101;0.101;0.101;0.101;0.101;0.376;0.101;0.107;0.219
ENST00000513473_90_90;0.138;0.157;0.081;0.066;0.154;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009;0.0;0.0;0.01;0.048;0.057;0.0;0.081;0.325;0.325;0.368;0.307;0.822;0.641;0.491;0.589;0.307;1.0;0.261;0.712;0.888;0.009;0.0;0.0;0.0;0.0;0.009;0.008;0.0;0.01;0.011;0.048;0.057;0.081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.37;0.327;0.327;0.327;0.327;0.327;0.819;0.327;0.033;0.067
ENST00000514014_90_90;0.166;0.064;0.018;0.053;0.067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006;0.0;0.0;0.007;0.0;0.003;0.0;0.018;0.936;0.936;0.82;0.036;0.203;0.144;0.55;0.128;0.036;0.261;1.0;0.168;0.302;0.006;0.0;0.0;0.0;0.0;0.006;0.005;0.0;0.007;0.007;0.0;0.003;0.018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.665;0.765;0.765;0.765;0.765;0.765;0.202;0.765;0.0;0.0
ENST00000514782_90_90;0.126;0.134;0.089;0.058;0.168;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008;0.0;0.0;0.01;0.052;0.063;0.0;0.089;0.232;0.232;0.262;0.432;0.866;0.9;0.349;0.828;0.432;0.712;0.168;1.0;0.632;0.008;0.0;0.0;0.0;0.0;0.009;0.007;0.0;0.01;0.01;0.052;0.063;0.089;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.264;0.233;0.233;0.233;0.233;0.233;0.869;0.233;0.046;0.095
ENST00000515053_90_90;0.147;0.151;0.078;0.065;0.149;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009;0.0;0.0;0.01;0.046;0.055;0.0;0.078;0.366;0.366;0.415;0.273;0.73;0.569;0.553;0.523;0.273;0.888;0.302;0.632;1.0;0.009;0.0;0.0;0.0;0.0;0.009;0.007;0.0;0.01;0.01;0.046;0.055;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.417;0.368;0.368;0.368;0.368;0.368;0.727;0.368;0.029;0.06
ENSMUST00000069221_90_90;0.085;0.515;0.547;0.596;0.541;0.825;0.825;0.825;0.767;0.698;0.639;0.237;0.985;0.851;0.319;0.826;0.51;0.559;0.237;0.547;0.006;0.006;0.006;0.0;0.009;0.0;0.007;0.0;0.0;0.009;0.006;0.008;0.009;1.0;0.168;0.119;0.349;0.863;0.938;0.998;0.808;0.826;0.797;0.51;0.559;0.547;0.702;0.83;0.129;0.702;0.454;0.159;0.83;0.11;0.006;0.006;0.006;0.006;0.006;0.006;0.009;0.006;0.0;0.0
ENSMUST00000172508_90_90;0.0;0.041;0.044;0.134;0.008;0.136;0.136;0.136;0.145;0.0;0.0;0.0;0.16;0.144;0.477;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.168;1.0;0.0;0.482;0.152;0.18;0.169;0.161;0.0;0.211;0.0;0.0;0.0;0.0;0.137;0.0;0.0;0.315;0.792;0.137;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000172828_90_90;0.0;0.07;0.077;0.106;0.109;0.106;0.106;0.105;0.06;0.125;0.072;0.0;0.119;0.108;0.362;0.144;0.115;0.13;0.446;0.126;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.119;0.0;1.0;0.341;0.108;0.127;0.119;0.114;0.144;0.15;0.115;0.13;0.126;0.126;0.106;0.841;0.126;0.248;0.002;0.106;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000173405_90_90;0.0;0.149;0.161;0.292;0.153;0.295;0.295;0.294;0.236;0.155;0.096;0.0;0.339;0.306;0.9;0.175;0.149;0.166;0.403;0.161;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.349;0.482;0.341;1.0;0.315;0.373;0.35;0.334;0.175;0.438;0.149;0.166;0.161;0.156;0.296;0.368;0.156;0.681;0.437;0.296;0.305;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000173801_90_90;0.112;0.56;0.599;0.569;0.61;0.957;0.957;0.957;0.898;0.829;0.769;0.214;0.851;0.986;0.288;0.709;0.56;0.612;0.213;0.599;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.863;0.152;0.108;0.315;1.0;0.808;0.865;0.944;0.709;0.684;0.56;0.612;0.599;0.835;0.963;0.116;0.835;0.411;0.143;0.963;0.099;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000174269_90_90;0.088;0.466;0.495;0.549;0.494;0.772;0.772;0.772;0.714;0.644;0.585;0.253;0.923;0.796;0.34;0.763;0.462;0.506;0.252;0.495;0.006;0.006;0.006;0.0;0.01;0.0;0.007;0.0;0.0;0.009;0.006;0.009;0.009;0.938;0.18;0.127;0.373;0.808;1.0;0.936;0.855;0.763;0.85;0.462;0.506;0.495;0.648;0.777;0.137;0.648;0.484;0.169;0.777;0.117;0.006;0.006;0.006;0.006;0.006;0.006;0.01;0.006;0.0;0.0
ENSMUST00000174282_90_90;0.084;0.513;0.547;0.595;0.541;0.827;0.827;0.827;0.768;0.699;0.64;0.238;0.983;0.852;0.32;0.824;0.511;0.56;0.237;0.547;0.005;0.005;0.005;0.0;0.008;0.0;0.006;0.0;0.0;0.008;0.005;0.007;0.007;0.998;0.169;0.119;0.35;0.865;0.936;1.0;0.809;0.824;0.795;0.511;0.56;0.547;0.704;0.832;0.129;0.704;0.455;0.159;0.832;0.11;0.005;0.005;0.005;0.005;0.005;0.005;0.008;0.005;0.0;0.0
ENSMUST00000174361_90_90;0.116;0.513;0.548;0.526;0.564;0.903;0.903;0.903;0.844;0.774;0.714;0.227;0.796;0.93;0.305;0.654;0.513;0.56;0.226;0.548;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.808;0.161;0.114;0.334;0.944;0.855;0.809;1.0;0.654;0.724;0.513;0.56;0.548;0.779;0.908;0.123;0.779;0.435;0.152;0.908;0.105;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000174391_90_90;0.094;0.535;0.572;0.482;0.6;0.695;0.695;0.695;0.636;0.823;0.754;0.287;0.826;0.709;0.155;1.0;0.584;0.649;0.28;0.632;0.006;0.006;0.007;0.0;0.011;0.0;0.008;0.0;0.0;0.01;0.007;0.01;0.01;0.826;0.0;0.144;0.175;0.709;0.763;0.824;0.654;1.0;0.623;0.584;0.649;0.632;0.829;0.699;0.156;0.829;0.3;0.001;0.699;0.0;0.007;0.006;0.006;0.006;0.006;0.006;0.011;0.006;0.0;0.0
ENSMUST00000174688_90_90;0.096;0.357;0.378;0.444;0.389;0.655;0.655;0.652;0.596;0.522;0.465;0.297;0.783;0.673;0.399;0.623;0.353;0.387;0.26;0.378;0.006;0.006;0.007;0.0;0.011;0.0;0.008;0.0;0.0;0.011;0.007;0.01;0.01;0.797;0.211;0.15;0.438;0.684;0.85;0.795;0.724;0.623;1.0;0.353;0.387;0.378;0.525;0.656;0.161;0.525;0.426;0.198;0.656;0.137;0.007;0.006;0.006;0.006;0.006;0.006;0.011;0.006;0.0;0.0
ENSMUST00000048647_90_90;0.246;0.71;0.769;0.58;0.708;0.55;0.55;0.55;0.503;0.63;0.576;0.127;0.51;0.56;0.132;0.584;0.859;0.872;0.25;0.849;0.031;0.031;0.033;0.06;0.051;0.053;0.037;0.054;0.06;0.048;0.0;0.052;0.046;0.51;0.0;0.115;0.149;0.56;0.462;0.511;0.513;0.584;0.353;1.0;0.872;0.849;0.634;0.553;0.124;0.634;0.259;0.004;0.553;0.0;0.033;0.031;0.031;0.031;0.031;0.031;0.051;0.031;0.004;0.017
ENSMUST00000182637_90_90;0.194;0.799;0.864;0.554;0.791;0.6;0.6;0.601;0.549;0.697;0.638;0.142;0.559;0.612;0.147;0.649;0.872;1.0;0.283;0.958;0.035;0.035;0.038;0.067;0.061;0.065;0.044;0.066;0.067;0.057;0.003;0.063;0.055;0.559;0.0;0.13;0.166;0.612;0.506;0.56;0.56;0.649;0.387;0.872;1.0;0.958;0.701;0.604;0.141;0.701;0.288;0.005;0.604;0.0;0.038;0.035;0.035;0.035;0.035;0.035;0.061;0.035;0.005;0.019
