;transcript38_ENSRNOG00000031503;transcript38_ENSCGRG00015005362;transcript38_ENSCGRG00000018457;transcript38_ENSSTOG00000019743;transcript37_ENSMUGG00000013649;transcript37_ENSMUGG00000013592;transcript37_ENSCGRG00001010245;transcript37_ENSPEMG00000024651;transcript37_ENSSTOG00000019743;transcript57_ENSMUGG00000013649;transcript57_ENSPEMG00000024651;transcript58_ENSMUGG00000013649;transcript58_ENSPEMG00000024651;transcript59_ENSMUGG00000013649;transcript59_ENSPEMG00000024651;transcript51_ENSMUGG00000013592;transcript8_ENSCGRG00000018457;transcript8_ENSCGRG00015005362;transcript8_ENSPEMG00000024651;transcript8_ENSNGAG00000018584;transcript8_ENSSTOG00000019743;transcript9_ENSCGRG00015005362;transcript9_ENSPEMG00000024651;transcript54_ENSCGRG00015005362;transcript52_ENSCGRG00000018457;transcript52_ENSCGRG00001010245;transcript56_ENSCGRG00000018457;transcript56_ENSPEMG00000024651;transcript65_ENSCGRG00000018457;transcript33_ENSPEMG00000024651;transcript33_ENSNGAG00000018584;transcript39_ENSPEMG00000024651;transcript39_ENSSTOG00000019743;transcript26_ENSSTOG00000019743;transcript29_ENSSTOG00000019743;transcript40_ENSSTOG00000019743
transcript58_ENSPEMG00000024651;0.788;0.738;0.74;0.733;0.92;0.913;0.911;0.926;0.915;0.728;0.778;0.986;1.0;0.854;0.8;0.8;0.547;0.554;0.546;0.524;0.551;0.776;0.771;0.938;0.809;0.805;0.688;0.684;0.796;0.771;0.755;0.795;0.79;0.814;0.814;0.814
transcript59_ENSMUGG00000013649;0.804;0.749;0.749;0.743;0.881;0.869;0.871;0.864;0.876;0.704;0.713;0.84;0.854;1.0;0.923;0.768;0.537;0.544;0.542;0.512;0.542;0.794;0.782;0.899;0.731;0.741;0.693;0.691;0.718;0.782;0.776;0.883;0.894;0.814;0.814;0.814
transcript59_ENSPEMG00000024651;0.805;0.748;0.748;0.742;0.799;0.824;0.83;0.812;0.82;0.618;0.661;0.766;0.8;0.923;1.0;0.714;0.561;0.57;0.569;0.545;0.566;0.784;0.79;0.829;0.73;0.741;0.698;0.706;0.718;0.79;0.771;0.956;0.949;0.804;0.804;0.804
transcript51_ENSMUGG00000013592;0.804;0.744;0.745;0.738;0.871;0.865;0.862;0.843;0.867;0.911;0.887;0.801;0.8;0.768;0.714;1.0;0.518;0.525;0.503;0.5;0.524;0.787;0.751;0.876;0.724;0.727;0.696;0.671;0.71;0.751;0.784;0.727;0.749;0.826;0.826;0.826
transcript8_ENSCGRG00000018457;0.786;0.779;0.779;0.779;0.619;0.642;0.616;0.59;0.617;0.43;0.414;0.558;0.547;0.537;0.561;0.518;1.0;0.998;0.99;0.945;1.0;0.745;0.746;0.603;0.683;0.69;0.698;0.701;0.693;0.746;0.696;0.566;0.581;0.726;0.726;0.726
transcript8_ENSCGRG00015005362;0.8;0.793;0.793;0.793;0.626;0.651;0.628;0.598;0.63;0.435;0.42;0.564;0.554;0.544;0.57;0.525;0.998;1.0;0.988;0.943;0.998;0.76;0.76;0.611;0.698;0.705;0.709;0.713;0.706;0.76;0.708;0.575;0.593;0.736;0.736;0.736
transcript8_ENSPEMG00000024651;0.79;0.784;0.784;0.784;0.613;0.636;0.609;0.59;0.611;0.41;0.413;0.557;0.546;0.542;0.569;0.503;0.99;0.988;1.0;0.938;0.99;0.753;0.765;0.595;0.696;0.702;0.703;0.717;0.702;0.765;0.708;0.566;0.579;0.716;0.716;0.716
transcript8_ENSNGAG00000018584;0.736;0.728;0.728;0.728;0.582;0.605;0.579;0.556;0.579;0.419;0.401;0.531;0.524;0.512;0.545;0.5;0.945;0.943;0.938;1.0;0.945;0.695;0.701;0.565;0.644;0.649;0.661;0.668;0.649;0.701;0.736;0.548;0.558;0.69;0.69;0.69
transcript8_ENSSTOG00000019743;0.803;0.796;0.796;0.796;0.623;0.647;0.623;0.594;0.625;0.434;0.418;0.561;0.551;0.542;0.566;0.524;1.0;0.998;0.99;0.945;1.0;0.761;0.762;0.609;0.699;0.706;0.714;0.717;0.708;0.762;0.709;0.571;0.588;0.732;0.732;0.732
transcript9_ENSCGRG00015005362;1.0;0.959;0.956;0.957;0.859;0.883;0.849;0.801;0.857;0.697;0.662;0.808;0.776;0.794;0.784;0.787;0.745;0.76;0.753;0.695;0.761;1.0;0.986;0.858;0.939;0.948;0.902;0.902;0.927;0.986;0.949;0.778;0.815;0.971;0.971;0.971
transcript9_ENSPEMG00000024651;0.986;0.951;0.948;0.949;0.835;0.858;0.821;0.797;0.826;0.657;0.658;0.79;0.771;0.782;0.79;0.751;0.746;0.76;0.765;0.701;0.762;0.986;1.0;0.829;0.929;0.937;0.896;0.915;0.917;1.0;0.936;0.773;0.791;0.94;0.94;0.94
transcript54_ENSCGRG00015005362;0.879;0.815;0.816;0.807;0.982;0.974;0.972;0.962;0.978;0.809;0.817;0.927;0.938;0.899;0.829;0.876;0.603;0.611;0.595;0.565;0.609;0.858;0.829;1.0;0.799;0.803;0.762;0.744;0.787;0.829;0.829;0.839;0.851;0.893;0.893;0.893
transcript52_ENSCGRG00000018457;0.93;0.898;0.895;0.895;0.798;0.821;0.79;0.749;0.796;0.635;0.607;0.867;0.809;0.731;0.73;0.724;0.683;0.698;0.696;0.644;0.699;0.939;0.929;0.799;1.0;1.0;0.841;0.845;0.986;0.929;0.898;0.724;0.755;0.915;0.915;0.915
transcript52_ENSCGRG00001010245;0.94;0.907;0.903;0.904;0.801;0.824;0.794;0.752;0.8;0.637;0.609;0.863;0.805;0.741;0.741;0.727;0.69;0.705;0.702;0.649;0.706;0.948;0.937;0.803;1.0;1.0;0.849;0.853;0.986;0.937;0.906;0.728;0.76;0.919;0.919;0.919
transcript56_ENSCGRG00000018457;0.923;0.914;0.915;0.916;0.774;0.792;0.764;0.728;0.77;0.597;0.571;0.71;0.688;0.693;0.698;0.696;0.698;0.709;0.703;0.661;0.714;0.902;0.896;0.762;0.841;0.849;1.0;0.987;0.829;0.896;0.859;0.692;0.718;0.879;0.879;0.879
transcript56_ENSPEMG00000024651;0.917;0.909;0.91;0.911;0.76;0.778;0.748;0.725;0.752;0.568;0.569;0.701;0.684;0.691;0.706;0.671;0.701;0.713;0.717;0.668;0.717;0.902;0.915;0.744;0.845;0.853;0.987;1.0;0.833;0.915;0.861;0.689;0.706;0.859;0.859;0.859
transcript65_ENSCGRG00000018457;0.917;0.885;0.883;0.883;0.785;0.806;0.777;0.736;0.783;0.621;0.594;0.853;0.796;0.718;0.718;0.71;0.693;0.706;0.702;0.649;0.708;0.927;0.917;0.787;0.986;0.986;0.829;0.833;1.0;0.917;0.887;0.712;0.743;0.903;0.903;0.903
transcript33_ENSPEMG00000024651;0.986;0.951;0.948;0.949;0.835;0.858;0.821;0.797;0.826;0.657;0.658;0.79;0.771;0.782;0.79;0.751;0.746;0.76;0.765;0.701;0.762;0.986;1.0;0.829;0.929;0.937;0.896;0.915;0.917;1.0;0.936;0.773;0.791;0.94;0.94;0.94
transcript33_ENSNGAG00000018584;0.944;0.902;0.899;0.9;0.835;0.859;0.824;0.777;0.826;0.699;0.657;0.79;0.755;0.776;0.771;0.784;0.696;0.708;0.708;0.736;0.709;0.949;0.936;0.829;0.898;0.906;0.859;0.861;0.887;0.936;1.0;0.768;0.802;0.941;0.941;0.941
transcript39_ENSPEMG00000024651;0.814;0.768;0.768;0.76;0.834;0.865;0.873;0.852;0.857;0.627;0.671;0.762;0.795;0.883;0.956;0.727;0.566;0.575;0.566;0.548;0.571;0.778;0.773;0.839;0.724;0.728;0.692;0.689;0.712;0.773;0.768;1.0;0.99;0.812;0.812;0.812
transcript39_ENSSTOG00000019743;0.853;0.799;0.798;0.789;0.844;0.875;0.885;0.845;0.869;0.655;0.666;0.768;0.79;0.894;0.949;0.749;0.581;0.593;0.579;0.558;0.588;0.815;0.791;0.851;0.755;0.76;0.718;0.706;0.743;0.791;0.802;0.99;1.0;0.849;0.849;0.849
transcript26_ENSSTOG00000019743;1.0;0.931;0.931;0.923;0.894;0.919;0.885;0.839;0.893;0.735;0.705;0.845;0.814;0.814;0.804;0.826;0.726;0.736;0.716;0.69;0.732;0.971;0.94;0.893;0.915;0.919;0.879;0.859;0.903;0.94;0.941;0.812;0.849;1.0;1.0;1.0
transcript29_ENSSTOG00000019743;1.0;0.931;0.931;0.923;0.894;0.919;0.885;0.839;0.893;0.735;0.705;0.845;0.814;0.814;0.804;0.826;0.726;0.736;0.716;0.69;0.732;0.971;0.94;0.893;0.915;0.919;0.879;0.859;0.903;0.94;0.941;0.812;0.849;1.0;1.0;1.0
transcript40_ENSSTOG00000019743;1.0;0.931;0.931;0.923;0.894;0.919;0.885;0.839;0.893;0.735;0.705;0.845;0.814;0.814;0.804;0.826;0.726;0.736;0.716;0.69;0.732;0.971;0.94;0.893;0.915;0.919;0.879;0.859;0.903;0.94;0.941;0.812;0.849;1.0;1.0;1.0
