;ENSCAFT00000006410_90_90;ENSCAFT00000006413_90_90;ENSCAFT00000011282_90_90;ENST00000229471_90_90;ENST00000354650_90_90;ENST00000368667_90_90;ENST00000368678_90_90;ENST00000368682_90_90;ENST00000462598_90_90;ENST00000462856_90_90;ENST00000484067_90_90;ENST00000487824_90_90;ENST00000517419_90_90;ENST00000518295_90_90;ENST00000518630_90_90;ENST00000520518_90_90;ENST00000521062_90_90;ENST00000523238_90_90;ENST00000523570_90_90;ENST00000523574_90_90;ENST00000524310_90_90;ENST00000538466_90_90;ENST00000519728_90_90;ENST00000520050_90_90;ENST00000520220_90_90;ENSMUST00000063091_90_90;ENSMUST00000099967_90_90;ENSMUST00000126486_90_90;ENSMUST00000135242_90_90;ENSMUST00000136659_90_90;ENSMUST00000146287_90_90;ENSMUST00000148152_90_90;ENSMUST00000157009_90_90;ENSMUST00000041377_90_90;ENSMUST00000103010_90_90
ENST00000484067_90_90;0.198;0.0;0.164;0.221;0.199;0.199;0.2;0.2;0.656;0.459;1.0;0.606;0.608;0.697;0.904;0.572;0.966;0.699;0.92;0.764;0.736;0.2;0.0;0.0;0.0;0.2;0.199;0.2;0.2;0.221;0.2;0.933;0.344;0.165;0.126
ENST00000487824_90_90;0.12;0.0;0.098;0.134;0.12;0.12;0.121;0.121;0.924;0.278;0.606;1.0;0.369;0.423;0.548;0.347;0.628;0.424;0.557;0.463;0.446;0.121;0.0;0.0;0.0;0.121;0.12;0.121;0.121;0.134;0.121;0.566;0.567;0.099;0.059
ENST00000517419_90_90;0.326;0.125;0.291;0.364;0.327;0.327;0.328;0.328;0.399;0.755;0.608;0.369;1.0;0.873;0.673;0.941;0.587;0.871;0.662;0.797;0.827;0.328;0.0;0.0;0.0;0.328;0.327;0.328;0.328;0.364;0.328;0.652;0.209;0.292;0.253
ENST00000518295_90_90;0.284;0.079;0.249;0.317;0.285;0.285;0.287;0.287;0.458;0.659;0.697;0.423;0.873;1.0;0.771;0.821;0.673;0.998;0.758;0.913;0.948;0.287;0.0;0.0;0.0;0.287;0.285;0.287;0.287;0.317;0.287;0.747;0.24;0.25;0.211
ENST00000518630_90_90;0.219;0.007;0.183;0.245;0.22;0.22;0.221;0.221;0.593;0.508;0.904;0.548;0.673;0.771;1.0;0.633;0.873;0.773;0.983;0.845;0.814;0.221;0.0;0.0;0.0;0.221;0.22;0.221;0.221;0.245;0.221;0.969;0.311;0.184;0.145
ENST00000520518_90_90;0.346;0.148;0.312;0.387;0.347;0.347;0.349;0.349;0.376;0.802;0.572;0.347;0.941;0.821;0.633;1.0;0.553;0.819;0.623;0.75;0.778;0.349;0.0;0.0;0.0;0.349;0.347;0.349;0.349;0.387;0.349;0.614;0.197;0.313;0.273
ENST00000521062_90_90;0.191;0.0;0.157;0.214;0.192;0.192;0.193;0.193;0.68;0.443;0.966;0.628;0.587;0.673;0.873;0.553;1.0;0.675;0.888;0.737;0.71;0.193;0.0;0.0;0.0;0.193;0.192;0.193;0.193;0.214;0.193;0.901;0.356;0.158;0.119
ENST00000523238_90_90;0.283;0.078;0.249;0.317;0.284;0.284;0.286;0.286;0.459;0.657;0.699;0.424;0.871;0.998;0.773;0.819;0.675;1.0;0.76;0.915;0.95;0.286;0.0;0.0;0.0;0.286;0.284;0.286;0.286;0.317;0.286;0.749;0.24;0.249;0.21
ENST00000523570_90_90;0.215;0.003;0.18;0.241;0.216;0.216;0.217;0.217;0.603;0.499;0.92;0.557;0.662;0.758;0.983;0.623;0.888;0.76;1.0;0.831;0.8;0.217;0.0;0.0;0.0;0.217;0.216;0.217;0.217;0.241;0.217;0.986;0.316;0.18;0.141
ENST00000523574_90_90;0.259;0.051;0.224;0.29;0.26;0.26;0.262;0.262;0.501;0.601;0.764;0.463;0.797;0.913;0.845;0.75;0.737;0.915;0.831;1.0;0.963;0.262;0.0;0.0;0.0;0.262;0.26;0.262;0.262;0.29;0.262;0.819;0.263;0.225;0.185
ENST00000524310_90_90;0.269;0.062;0.234;0.301;0.27;0.27;0.272;0.272;0.483;0.624;0.736;0.446;0.827;0.948;0.814;0.778;0.71;0.95;0.8;0.963;1.0;0.272;0.0;0.0;0.0;0.272;0.27;0.272;0.272;0.301;0.272;0.789;0.253;0.235;0.195
ENST00000538466_90_90;0.817;0.677;0.777;0.903;0.818;0.818;1.0;1.0;0.131;0.435;0.2;0.121;0.328;0.287;0.221;0.349;0.193;0.286;0.217;0.262;0.272;1.0;0.0;0.0;0.0;1.0;0.818;1.0;1.0;0.903;1.0;0.214;0.069;0.784;0.748
ENST00000519728_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.294;0.959;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000520050_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.294;1.0;0.253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000520220_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.959;0.253;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000063091_90_90;0.817;0.677;0.777;0.903;0.818;0.818;1.0;1.0;0.131;0.435;0.2;0.121;0.328;0.287;0.221;0.349;0.193;0.286;0.217;0.262;0.272;1.0;0.0;0.0;0.0;1.0;0.818;1.0;1.0;0.903;1.0;0.214;0.069;0.784;0.748
ENSMUST00000099967_90_90;0.999;0.673;0.94;0.898;1.0;1.0;0.818;0.818;0.13;0.433;0.199;0.12;0.327;0.285;0.22;0.347;0.192;0.284;0.216;0.26;0.27;0.818;0.0;0.0;0.0;0.818;1.0;0.818;0.818;0.898;0.818;0.213;0.068;0.949;0.91
ENSMUST00000126486_90_90;0.817;0.677;0.777;0.903;0.818;0.818;1.0;1.0;0.131;0.435;0.2;0.121;0.328;0.287;0.221;0.349;0.193;0.286;0.217;0.262;0.272;1.0;0.0;0.0;0.0;1.0;0.818;1.0;1.0;0.903;1.0;0.214;0.069;0.784;0.748
ENSMUST00000135242_90_90;0.817;0.677;0.777;0.903;0.818;0.818;1.0;1.0;0.131;0.435;0.2;0.121;0.328;0.287;0.221;0.349;0.193;0.286;0.217;0.262;0.272;1.0;0.0;0.0;0.0;1.0;0.818;1.0;1.0;0.903;1.0;0.214;0.069;0.784;0.748
ENSMUST00000136659_90_90;0.896;0.749;0.852;1.0;0.898;0.898;0.903;0.903;0.145;0.482;0.221;0.134;0.364;0.317;0.245;0.387;0.214;0.317;0.241;0.29;0.301;0.903;0.0;0.0;0.0;0.903;0.898;0.903;0.903;1.0;0.903;0.237;0.076;0.86;0.821
ENSMUST00000146287_90_90;0.817;0.677;0.777;0.903;0.818;0.818;1.0;1.0;0.131;0.435;0.2;0.121;0.328;0.287;0.221;0.349;0.193;0.286;0.217;0.262;0.272;1.0;0.0;0.0;0.0;1.0;0.818;1.0;1.0;0.903;1.0;0.214;0.069;0.784;0.748
ENSMUST00000148152_90_90;0.212;0.0;0.177;0.237;0.213;0.213;0.214;0.214;0.612;0.492;0.933;0.566;0.652;0.747;0.969;0.614;0.901;0.749;0.986;0.819;0.789;0.214;0.0;0.0;0.0;0.214;0.213;0.214;0.214;0.237;0.214;1.0;0.321;0.178;0.139
ENSMUST00000157009_90_90;0.068;0.0;0.061;0.076;0.068;0.068;0.069;0.069;0.524;0.158;0.344;0.567;0.209;0.24;0.311;0.197;0.356;0.24;0.316;0.263;0.253;0.069;0.0;0.0;0.0;0.069;0.068;0.069;0.069;0.076;0.069;0.321;1.0;0.061;0.046
ENSMUST00000041377_90_90;0.947;0.705;0.991;0.86;0.949;0.949;0.784;0.784;0.109;0.398;0.165;0.099;0.292;0.25;0.184;0.313;0.158;0.249;0.18;0.225;0.235;0.784;0.0;0.0;0.0;0.784;0.949;0.784;0.784;0.86;0.784;0.178;0.061;1.0;0.959
ENSMUST00000103010_90_90;0.908;0.734;0.95;0.821;0.91;0.91;0.748;0.748;0.069;0.359;0.126;0.059;0.253;0.211;0.145;0.273;0.119;0.21;0.141;0.185;0.195;0.748;0.0;0.0;0.0;0.748;0.91;0.748;0.748;0.821;0.748;0.139;0.046;0.959;1.0
