;transcript38_ENSRNOG00000031503;transcript38_ENSCGRG00015005362;transcript38_ENSCGRG00000018457;transcript38_ENSSTOG00000019743;transcript37_ENSMUGG00000013649;transcript37_ENSMUGG00000013592;transcript37_ENSCGRG00001010245;transcript37_ENSPEMG00000024651;transcript37_ENSSTOG00000019743;transcript57_ENSMUGG00000013649;transcript57_ENSPEMG00000024651;transcript58_ENSMUGG00000013649;transcript58_ENSPEMG00000024651;transcript59_ENSMUGG00000013649;transcript59_ENSPEMG00000024651;transcript51_ENSMUGG00000013592;transcript8_ENSCGRG00000018457;transcript8_ENSCGRG00015005362;transcript8_ENSPEMG00000024651;transcript8_ENSNGAG00000018584;transcript8_ENSSTOG00000019743;transcript9_ENSCGRG00015005362;transcript9_ENSPEMG00000024651;transcript54_ENSCGRG00015005362;transcript52_ENSCGRG00000018457;transcript52_ENSCGRG00001010245;transcript56_ENSCGRG00000018457;transcript56_ENSPEMG00000024651;transcript65_ENSCGRG00000018457;transcript33_ENSPEMG00000024651;transcript33_ENSNGAG00000018584;transcript39_ENSPEMG00000024651;transcript39_ENSSTOG00000019743;transcript26_ENSSTOG00000019743;transcript29_ENSSTOG00000019743;transcript40_ENSSTOG00000019743
transcript58_ENSPEMG00000024651;0.711;0.739;0.739;0.739;0.827;0.823;0.829;0.854;0.826;0.846;0.883;0.881;1.0;0.859;0.877;0.886;0.585;0.584;0.591;0.533;0.585;0.79;0.8;0.853;0.745;0.745;0.701;0.712;0.737;0.8;0.724;0.821;0.789;0.707;0.707;0.707
transcript59_ENSMUGG00000013649;0.695;0.719;0.719;0.719;0.816;0.809;0.809;0.783;0.809;0.952;0.817;0.906;0.859;1.0;0.801;0.912;0.567;0.566;0.549;0.507;0.567;0.775;0.747;0.837;0.721;0.721;0.678;0.654;0.712;0.747;0.702;0.75;0.772;0.694;0.694;0.694
transcript59_ENSPEMG00000024651;0.789;0.817;0.817;0.817;0.778;0.774;0.78;0.802;0.779;0.788;0.815;0.82;0.877;0.801;1.0;0.825;0.662;0.66;0.672;0.611;0.664;0.868;0.881;0.803;0.822;0.822;0.779;0.793;0.814;0.881;0.801;0.929;0.892;0.794;0.794;0.794
transcript51_ENSMUGG00000013592;0.733;0.759;0.759;0.759;0.876;0.885;0.865;0.842;0.867;0.901;0.849;0.931;0.886;0.912;0.825;1.0;0.573;0.572;0.557;0.518;0.574;0.813;0.785;0.879;0.76;0.76;0.731;0.706;0.75;0.785;0.743;0.792;0.813;0.727;0.727;0.727
transcript8_ENSCGRG00000018457;0.775;0.798;0.798;0.798;0.567;0.564;0.683;0.67;0.684;0.558;0.527;0.571;0.585;0.567;0.662;0.573;1.0;0.997;0.843;0.769;0.867;0.753;0.739;0.679;0.797;0.797;0.802;0.767;0.804;0.739;0.686;0.647;0.656;0.667;0.667;0.667
transcript8_ENSCGRG00015005362;0.773;0.796;0.796;0.796;0.566;0.562;0.682;0.668;0.681;0.557;0.525;0.569;0.584;0.566;0.66;0.572;0.997;1.0;0.84;0.767;0.864;0.751;0.737;0.677;0.794;0.794;0.8;0.765;0.802;0.737;0.684;0.645;0.654;0.665;0.665;0.665
transcript8_ENSPEMG00000024651;0.754;0.77;0.77;0.77;0.55;0.549;0.66;0.678;0.658;0.54;0.526;0.553;0.591;0.549;0.672;0.557;0.843;0.84;1.0;0.862;0.962;0.726;0.757;0.654;0.681;0.681;0.774;0.787;0.687;0.757;0.665;0.656;0.64;0.645;0.645;0.645
transcript8_ENSNGAG00000018584;0.683;0.698;0.698;0.698;0.509;0.508;0.59;0.59;0.591;0.499;0.484;0.512;0.533;0.507;0.611;0.518;0.769;0.767;0.862;1.0;0.875;0.659;0.658;0.586;0.62;0.62;0.704;0.687;0.626;0.658;0.748;0.596;0.591;0.585;0.585;0.585
transcript8_ENSSTOG00000019743;0.779;0.798;0.798;0.798;0.567;0.565;0.684;0.671;0.684;0.558;0.521;0.57;0.585;0.567;0.664;0.574;0.867;0.864;0.962;0.875;1.0;0.753;0.737;0.679;0.701;0.701;0.802;0.765;0.707;0.737;0.676;0.648;0.656;0.667;0.667;0.667
transcript9_ENSCGRG00015005362;0.902;0.943;0.943;0.943;0.77;0.764;0.898;0.865;0.899;0.762;0.732;0.793;0.79;0.775;0.868;0.813;0.753;0.751;0.726;0.659;0.753;1.0;0.959;0.925;0.945;0.945;0.9;0.865;0.936;0.959;0.881;0.834;0.862;0.886;0.886;0.886
transcript9_ENSPEMG00000024651;0.877;0.911;0.911;0.911;0.743;0.739;0.863;0.876;0.863;0.734;0.74;0.765;0.8;0.747;0.881;0.785;0.739;0.737;0.757;0.658;0.737;0.959;1.0;0.886;0.912;0.912;0.873;0.902;0.905;1.0;0.862;0.845;0.836;0.852;0.852;0.852
transcript54_ENSCGRG00015005362;0.827;0.868;0.868;0.868;0.828;0.821;0.971;0.935;0.971;0.823;0.792;0.856;0.853;0.837;0.803;0.879;0.679;0.677;0.654;0.586;0.679;0.925;0.886;1.0;0.87;0.87;0.825;0.792;0.861;0.886;0.809;0.771;0.799;0.826;0.826;0.826
transcript52_ENSCGRG00000018457;0.848;0.888;0.888;0.888;0.719;0.713;0.843;0.818;0.844;0.707;0.692;0.74;0.745;0.721;0.822;0.76;0.797;0.794;0.681;0.62;0.701;0.945;0.912;0.87;1.0;1.0;0.845;0.818;0.99;0.912;0.842;0.789;0.81;0.838;0.838;0.838
transcript52_ENSCGRG00001010245;0.848;0.888;0.888;0.888;0.719;0.713;0.843;0.818;0.844;0.707;0.692;0.74;0.745;0.721;0.822;0.76;0.797;0.794;0.681;0.62;0.701;0.945;0.912;0.87;1.0;1.0;0.845;0.818;0.99;0.912;0.842;0.789;0.81;0.838;0.838;0.838
transcript56_ENSCGRG00000018457;0.916;0.955;0.955;0.955;0.718;0.713;0.846;0.819;0.847;0.663;0.64;0.697;0.701;0.678;0.779;0.731;0.802;0.8;0.774;0.704;0.802;0.9;0.873;0.825;0.845;0.845;1.0;0.919;0.853;0.873;0.802;0.777;0.798;0.798;0.798;0.798
transcript56_ENSPEMG00000024651;0.854;0.883;0.883;0.883;0.679;0.676;0.795;0.815;0.796;0.64;0.651;0.674;0.712;0.654;0.793;0.706;0.767;0.765;0.787;0.687;0.765;0.865;0.902;0.792;0.818;0.818;0.919;1.0;0.811;0.902;0.783;0.773;0.759;0.769;0.769;0.769
transcript65_ENSCGRG00000018457;0.856;0.896;0.896;0.896;0.71;0.705;0.834;0.81;0.835;0.698;0.684;0.732;0.737;0.712;0.814;0.75;0.804;0.802;0.687;0.626;0.707;0.936;0.905;0.861;0.99;0.99;0.853;0.811;1.0;0.905;0.836;0.781;0.801;0.829;0.829;0.829
transcript33_ENSPEMG00000024651;0.877;0.911;0.911;0.911;0.743;0.739;0.863;0.876;0.863;0.734;0.74;0.765;0.8;0.747;0.881;0.785;0.739;0.737;0.757;0.658;0.737;0.959;1.0;0.886;0.912;0.912;0.873;0.902;0.905;1.0;0.862;0.845;0.836;0.852;0.852;0.852
transcript33_ENSNGAG00000018584;0.8;0.832;0.832;0.832;0.698;0.695;0.788;0.772;0.79;0.693;0.683;0.717;0.724;0.702;0.801;0.743;0.686;0.684;0.665;0.748;0.676;0.881;0.862;0.809;0.842;0.842;0.802;0.783;0.836;0.862;1.0;0.773;0.783;0.783;0.783;0.783
transcript39_ENSPEMG00000024651;0.786;0.814;0.814;0.814;0.776;0.772;0.778;0.8;0.777;0.737;0.761;0.77;0.821;0.75;0.929;0.792;0.647;0.645;0.656;0.596;0.648;0.834;0.845;0.771;0.789;0.789;0.777;0.773;0.781;0.845;0.773;1.0;0.959;0.823;0.823;0.823
transcript39_ENSSTOG00000019743;0.808;0.84;0.84;0.84;0.798;0.792;0.805;0.78;0.806;0.758;0.73;0.791;0.789;0.772;0.892;0.813;0.656;0.654;0.64;0.591;0.656;0.862;0.836;0.799;0.81;0.81;0.798;0.759;0.801;0.836;0.783;0.959;1.0;0.849;0.849;0.849
transcript26_ENSSTOG00000019743;0.8;0.836;0.836;0.836;0.693;0.687;0.802;0.772;0.803;0.681;0.654;0.712;0.707;0.694;0.794;0.727;0.667;0.665;0.645;0.585;0.667;0.886;0.852;0.826;0.838;0.838;0.798;0.769;0.829;0.852;0.783;0.823;0.849;1.0;1.0;1.0
transcript29_ENSSTOG00000019743;0.8;0.836;0.836;0.836;0.693;0.687;0.802;0.772;0.803;0.681;0.654;0.712;0.707;0.694;0.794;0.727;0.667;0.665;0.645;0.585;0.667;0.886;0.852;0.826;0.838;0.838;0.798;0.769;0.829;0.852;0.783;0.823;0.849;1.0;1.0;1.0
transcript40_ENSSTOG00000019743;0.8;0.836;0.836;0.836;0.693;0.687;0.802;0.772;0.803;0.681;0.654;0.712;0.707;0.694;0.794;0.727;0.667;0.665;0.645;0.585;0.667;0.886;0.852;0.826;0.838;0.838;0.798;0.769;0.829;0.852;0.783;0.823;0.849;1.0;1.0;1.0
