;ENSCAFT00000004869_90_90;ENSCAFT00000013439_90_90;ENSCAFT00000037016_90_90;ENSCAFT00000021145_90_90;ENSCAFT00000025193_90_90;ENST00000302271_90_90;ENST00000374612_90_90;ENST00000374616_90_90;ENST00000427764_90_90;ENST00000478691_90_90;ENST00000606561_90_90;ENST00000641107_90_90;ENST00000355238_90_90;ENST00000369622_90_90;ENST00000444272_90_90;ENST00000616122_90_90;ENST00000281722_90_90;ENST00000510397_90_90;ENST00000512640_90_90;ENST00000514866_90_90;ENST00000295971_90_90;ENST00000381793_90_90;ENST00000381795_90_90;ENST00000505220_90_90;ENST00000505414_90_90;ENST00000507180_90_90;ENST00000510871_90_90;ENST00000511598_90_90;ENST00000511902_90_90;ENST00000513473_90_90;ENST00000514014_90_90;ENST00000514782_90_90;ENST00000515053_90_90;ENSMUST00000069221_90_90;ENSMUST00000172508_90_90;ENSMUST00000172828_90_90;ENSMUST00000173405_90_90;ENSMUST00000173801_90_90;ENSMUST00000174269_90_90;ENSMUST00000174282_90_90;ENSMUST00000174361_90_90;ENSMUST00000174391_90_90;ENSMUST00000174688_90_90;ENSMUST00000048647_90_90;ENSMUST00000182637_90_90;ENSMUST00000182818_90_90;ENSMUST00000084219_90_90;ENSMUST00000105850_90_90;ENSMUST00000125696_90_90;ENSMUST00000131671_90_90;ENSMUST00000134524_90_90;ENSMUST00000145282_90_90;ENSMUST00000148843_90_90;ENSMUST00000156259_90_90;ENSMUST00000094756_90_90;ENSMUST00000094757_90_90;ENSMUST00000113724_90_90;ENSMUST00000113726_90_90;ENSMUST00000167950_90_90;ENSMUST00000200775_90_90;ENSMUST00000200852_90_90;ENSMUST00000201544_90_90;ENSMUST00000201561_90_90;ENSMUST00000202700_90_90
ENST00000606561_90_90;1.0;0.838;0.838;0.672;0.922;0.832;0.832;0.822;0.854;0.956;1.0;0.323;0.571;0.823;0.089;0.667;0.932;0.932;0.181;0.932;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.575;0.0;0.097;0.103;0.829;0.568;0.575;0.822;0.667;0.552;0.932;0.932;0.932;0.962;0.825;0.084;0.962;0.123;0.007;0.825;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000641107_90_90;0.414;0.257;0.257;0.194;0.291;0.269;0.269;0.266;0.276;0.309;0.323;1.0;0.364;0.272;0.0;0.449;0.26;0.26;0.0;0.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.367;0.0;0.0;0.0;0.274;0.37;0.367;0.276;0.449;0.385;0.26;0.26;0.26;0.311;0.266;0.0;0.311;0.0;0.0;0.266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000355238_90_90;0.645;0.75;0.724;0.942;0.728;0.741;0.741;0.748;0.714;0.605;0.571;0.364;1.0;0.726;0.35;0.792;0.74;0.74;0.315;0.74;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;1.0;0.185;0.126;0.361;0.724;0.992;0.992;0.718;0.798;0.958;0.74;0.74;0.74;0.605;0.748;0.136;0.605;0.409;0.2;0.748;0.136;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
ENST00000369622_90_90;0.935;0.974;1.0;0.971;1.0;0.993;0.993;1.0;0.966;0.857;0.823;0.272;0.726;1.0;0.278;0.567;1.0;1.0;0.233;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.724;0.147;0.1;0.287;1.0;0.718;0.729;0.993;0.571;0.692;1.0;1.0;1.0;0.857;1.0;0.102;0.857;0.306;0.15;1.0;0.102;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000444272_90_90;0.0;0.197;0.203;0.493;0.194;0.26;0.26;0.259;0.233;0.116;0.089;0.0;0.35;0.278;1.0;0.142;0.192;0.192;0.824;0.192;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.345;0.537;0.366;0.953;0.273;0.347;0.347;0.275;0.143;0.36;0.192;0.192;0.192;0.116;0.259;0.395;0.116;0.844;0.579;0.259;0.395;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000616122_90_90;0.645;0.645;0.618;0.696;0.689;0.599;0.599;0.605;0.571;0.706;0.667;0.449;0.792;0.567;0.142;1.0;0.726;0.726;0.296;0.726;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.798;0.0;0.158;0.16;0.571;0.79;0.79;0.564;1.0;0.756;0.726;0.726;0.726;0.706;0.605;0.169;0.706;0.218;0.009;0.605;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
ENST00000281722_90_90;0.877;0.977;0.944;0.933;0.929;0.986;0.986;1.0;0.945;0.986;0.932;0.26;0.74;1.0;0.192;0.726;1.0;0.844;0.159;0.821;0.65;0.65;0.65;0.812;0.65;0.65;0.65;0.65;0.812;0.65;0.05;0.65;0.65;0.74;0.0;0.151;0.205;1.0;0.726;0.74;0.986;0.726;0.671;1.0;0.893;0.868;0.986;1.0;0.151;0.986;0.26;0.027;1.0;0.0;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.154;0.385
ENST00000510397_90_90;0.754;1.0;0.924;0.917;0.949;0.986;0.986;1.0;0.945;0.986;0.932;0.26;0.74;1.0;0.192;0.726;0.844;1.0;0.181;0.929;0.75;0.75;0.75;0.722;0.75;0.75;0.75;0.75;0.722;0.75;0.15;0.75;0.75;0.74;0.0;0.151;0.205;1.0;0.726;0.74;0.986;0.726;0.671;0.893;1.0;0.929;0.986;1.0;0.151;0.986;0.26;0.027;1.0;0.0;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.133;0.333
ENST00000512640_90_90;0.0;0.115;0.111;0.283;0.173;0.236;0.236;0.233;0.194;0.219;0.181;0.0;0.315;0.233;0.824;0.296;0.159;0.181;1.0;0.175;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.315;0.0;0.647;0.882;0.233;0.321;0.315;0.236;0.296;0.32;0.168;0.181;0.175;0.219;0.233;0.647;0.219;0.895;0.118;0.233;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000514866_90_90;0.807;0.924;1.0;0.95;0.98;0.986;0.986;1.0;0.945;0.986;0.932;0.26;0.74;1.0;0.192;0.726;0.821;0.929;0.175;1.0;0.9;0.9;0.9;0.889;0.9;0.9;0.9;0.9;0.889;0.9;0.3;0.9;0.9;0.74;0.0;0.151;0.205;1.0;0.726;0.74;0.986;0.726;0.671;0.868;0.929;1.0;0.986;1.0;0.151;0.986;0.26;0.027;1.0;0.0;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.111;0.278
ENST00000295971_90_90;0.942;0.894;0.383;0.943;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.65;0.75;0.0;0.9;1.0;1.0;0.916;0.154;0.497;0.371;0.702;0.35;0.154;0.531;0.902;0.427;0.573;1.0;0.0;0.0;0.0;0.0;1.0;0.75;0.0;1.0;1.0;0.65;0.75;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.879;0.957;0.957;0.957;0.957;0.957;0.522;0.957;0.022;0.045
ENST00000381793_90_90;0.942;0.894;0.383;0.943;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.65;0.75;0.0;0.9;1.0;1.0;0.916;0.154;0.497;0.371;0.702;0.35;0.154;0.531;0.902;0.427;0.573;1.0;0.0;0.0;0.0;0.0;1.0;0.75;0.0;1.0;1.0;0.65;0.75;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.879;0.957;0.957;0.957;0.957;0.957;0.522;0.957;0.022;0.045
ENST00000381795_90_90;0.855;0.894;0.383;0.829;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.65;0.75;0.0;0.9;0.916;0.916;1.0;0.168;0.542;0.405;0.763;0.382;0.168;0.58;0.818;0.466;0.626;1.0;0.0;0.0;0.0;0.0;1.0;0.75;0.0;1.0;1.0;0.65;0.75;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.953;0.879;0.879;0.879;0.879;0.879;0.569;0.879;0.024;0.049
ENST00000505220_90_90;0.188;0.289;0.889;0.286;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.812;0.722;0.0;0.889;0.154;0.154;0.168;1.0;0.31;0.415;0.193;0.44;1.0;0.289;0.056;0.361;0.268;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.812;0.722;0.889;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.171;0.157;0.157;0.157;0.157;0.157;0.314;0.157;0.136;0.273
ENST00000505414_90_90;0.464;0.872;0.391;0.543;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.65;0.75;0.0;0.9;0.497;0.497;0.542;0.31;1.0;0.746;0.623;0.704;0.31;0.934;0.399;0.859;0.866;1.0;0.0;0.0;0.0;0.0;1.0;0.75;0.0;1.0;1.0;0.65;0.75;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.55;0.507;0.507;0.507;0.507;0.507;0.986;0.507;0.042;0.085
ENST00000507180_90_90;0.406;0.596;0.545;0.4;0.956;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.65;0.75;0.0;0.9;0.371;0.371;0.405;0.415;0.746;1.0;0.465;0.943;0.415;0.697;0.273;0.869;0.646;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.65;0.75;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.411;0.379;0.379;0.379;0.379;0.379;0.757;0.379;0.057;0.113
ENST00000510871_90_90;0.768;0.894;0.383;0.771;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.65;0.75;0.0;0.9;0.702;0.702;0.763;0.193;0.623;0.465;1.0;0.439;0.193;0.667;0.609;0.535;0.719;1.0;0.0;0.0;0.0;0.0;1.0;0.75;0.0;1.0;1.0;0.65;0.75;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.837;0.771;0.771;0.771;0.771;0.771;0.648;0.771;0.028;0.056
ENST00000511598_90_90;0.406;0.553;0.581;0.4;0.911;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.65;0.75;0.0;0.9;0.35;0.35;0.382;0.44;0.704;0.943;0.439;1.0;0.44;0.658;0.252;0.82;0.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.65;0.75;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.388;0.357;0.357;0.357;0.357;0.357;0.714;0.357;0.06;0.12
ENST00000511902_90_90;0.188;0.289;0.889;0.286;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.812;0.722;0.0;0.889;0.154;0.154;0.168;1.0;0.31;0.415;0.193;0.44;1.0;0.289;0.056;0.361;0.268;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.812;0.722;0.889;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.171;0.157;0.157;0.157;0.157;0.157;0.314;0.157;0.136;0.273
ENST00000513473_90_90;0.493;0.894;0.383;0.571;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.65;0.75;0.0;0.9;0.531;0.531;0.58;0.289;0.934;0.697;0.667;0.658;0.289;1.0;0.434;0.803;0.927;1.0;0.0;0.0;0.0;0.0;1.0;0.75;0.0;1.0;1.0;0.65;0.75;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.589;0.543;0.543;0.543;0.543;0.543;0.921;0.543;0.039;0.079
ENST00000514014_90_90;0.812;0.638;0.128;0.743;0.733;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.05;0.15;0.0;0.3;0.902;0.902;0.818;0.056;0.399;0.273;0.609;0.252;0.056;0.434;1.0;0.329;0.476;1.0;0.0;0.0;0.0;0.0;1.0;0.75;0.0;1.0;1.0;0.05;0.15;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.779;0.857;0.857;0.857;0.857;0.857;0.418;0.857;0.0;0.0
ENST00000514782_90_90;0.449;0.723;0.462;0.486;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.75;0.65;0.75;0.0;0.9;0.427;0.427;0.466;0.361;0.859;0.869;0.535;0.82;0.361;0.803;0.329;1.0;0.744;0.75;0.0;0.0;0.0;0.0;0.75;0.5;0.0;0.75;0.75;0.65;0.75;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.473;0.436;0.436;0.436;0.436;0.436;0.871;0.436;0.049;0.098
ENST00000515053_90_90;0.536;0.894;0.383;0.6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.65;0.75;0.0;0.9;0.573;0.573;0.626;0.268;0.866;0.646;0.719;0.61;0.268;0.927;0.476;0.744;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.75;0.0;1.0;1.0;0.65;0.75;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.636;0.586;0.586;0.586;0.586;0.586;0.854;0.586;0.037;0.073
ENSMUST00000069221_90_90;0.645;0.75;0.724;0.942;0.728;0.74;0.74;0.747;0.712;0.61;0.575;0.367;1.0;0.724;0.345;0.798;0.74;0.74;0.315;0.74;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;1.0;0.192;0.125;0.367;0.726;0.992;0.992;0.72;0.792;0.958;0.74;0.74;0.74;0.61;0.747;0.138;0.61;0.404;0.193;0.747;0.128;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
ENSMUST00000172508_90_90;0.0;0.105;0.108;0.217;0.019;0.124;0.124;0.123;0.128;0.0;0.0;0.0;0.185;0.147;0.537;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.192;1.0;0.0;0.523;0.152;0.193;0.193;0.153;0.0;0.2;0.0;0.0;0.0;0.0;0.123;0.0;0.0;0.409;0.857;0.123;0.778;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000172828_90_90;0.0;0.066;0.068;0.217;0.136;0.103;0.103;0.103;0.083;0.119;0.097;0.0;0.126;0.1;0.366;0.158;0.151;0.151;0.647;0.151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;1.0;0.341;0.099;0.126;0.126;0.1;0.158;0.13;0.151;0.151;0.151;0.119;0.103;0.875;0.119;0.341;0.029;0.103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000173405_90_90;0.0;0.211;0.216;0.522;0.204;0.269;0.269;0.267;0.241;0.13;0.103;0.0;0.361;0.287;0.953;0.16;0.205;0.205;0.882;0.205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.367;0.523;0.341;1.0;0.291;0.37;0.37;0.293;0.158;0.383;0.205;0.205;0.205;0.13;0.267;0.385;0.13;0.886;0.538;0.267;0.359;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000173801_90_90;0.935;0.974;1.0;0.971;1.0;0.993;0.993;1.0;0.966;0.863;0.829;0.274;0.724;1.0;0.273;0.571;1.0;1.0;0.233;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.726;0.152;0.099;0.291;1.0;0.72;0.731;0.993;0.567;0.694;1.0;1.0;1.0;0.863;1.0;0.103;0.863;0.301;0.144;1.0;0.096;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000174269_90_90;0.645;0.737;0.711;0.928;0.718;0.733;0.733;0.74;0.705;0.603;0.568;0.37;0.992;0.718;0.347;0.79;0.726;0.726;0.321;0.726;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.992;0.193;0.126;0.37;0.72;1.0;0.983;0.724;0.783;0.966;0.726;0.726;0.726;0.603;0.74;0.139;0.603;0.407;0.194;0.74;0.13;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
ENSMUST00000174282_90_90;0.613;0.737;0.733;0.928;0.728;0.74;0.74;0.747;0.712;0.61;0.575;0.367;0.992;0.729;0.347;0.79;0.74;0.74;0.315;0.74;0.75;0.75;0.75;0.0;0.75;0.0;0.75;0.0;0.0;0.75;0.75;0.5;0.75;0.992;0.193;0.126;0.37;0.731;0.983;1.0;0.724;0.783;0.95;0.74;0.74;0.74;0.61;0.747;0.138;0.61;0.404;0.193;0.747;0.128;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.0;0.0
ENSMUST00000174361_90_90;0.935;0.961;0.986;0.957;0.99;0.986;0.986;0.993;0.959;0.856;0.822;0.276;0.718;0.993;0.275;0.564;0.986;0.986;0.236;0.986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.72;0.153;0.1;0.293;0.993;0.724;0.724;1.0;0.561;0.699;0.986;0.986;0.986;0.856;0.993;0.103;0.856;0.303;0.145;0.993;0.097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000174391_90_90;0.645;0.645;0.618;0.696;0.689;0.603;0.603;0.61;0.575;0.706;0.667;0.449;0.798;0.571;0.143;1.0;0.726;0.726;0.296;0.726;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.792;0.0;0.158;0.158;0.567;0.783;0.783;0.561;1.0;0.75;0.726;0.726;0.726;0.706;0.61;0.169;0.706;0.22;0.009;0.61;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
ENSMUST00000174688_90_90;0.645;0.684;0.658;0.87;0.68;0.717;0.717;0.712;0.69;0.575;0.552;0.385;0.958;0.692;0.36;0.756;0.671;0.671;0.32;0.671;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.958;0.2;0.13;0.383;0.694;0.966;0.95;0.699;0.75;1.0;0.671;0.671;0.671;0.575;0.712;0.144;0.575;0.383;0.202;0.712;0.135;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
ENSMUST00000048647_90_90;0.9;0.977;0.944;0.943;0.929;0.986;0.986;1.0;0.945;0.986;0.932;0.26;0.74;1.0;0.192;0.726;1.0;0.893;0.168;0.868;0.65;0.65;0.65;0.812;0.65;0.65;0.65;0.65;0.812;0.65;0.05;0.65;0.65;0.74;0.0;0.151;0.205;1.0;0.726;0.74;0.986;0.726;0.671;1.0;0.748;0.73;0.986;1.0;0.151;0.986;0.26;0.027;1.0;0.0;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.154;0.385
ENSMUST00000182637_90_90;0.614;1.0;0.924;0.786;0.949;0.986;0.986;1.0;0.945;0.986;0.932;0.26;0.74;1.0;0.192;0.726;0.893;1.0;0.181;0.929;0.75;0.75;0.75;0.722;0.75;0.75;0.75;0.75;0.722;0.75;0.15;0.75;0.75;0.74;0.0;0.151;0.205;1.0;0.726;0.74;0.986;0.726;0.671;0.748;1.0;0.929;0.986;1.0;0.151;0.986;0.26;0.027;1.0;0.0;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.133;0.333
