;ENSCAFT00000001289_90_90;ENST00000166534_90_90;ENST00000360568_90_90;ENST00000379086_90_90;ENST00000379100_90_90;ENST00000379104_90_90;ENST00000395164_90_90;ENST00000401867_90_90;ENST00000416053_90_90;ENST00000417528_90_90;ENST00000418055_90_90;ENST00000428369_90_90;ENST00000428841_90_90;ENST00000431054_90_90;ENST00000439698_90_90;ENST00000453286_90_90;ENSMUST00000019050_90_90;ENSMUST00000093107_90_90;ENSMUST00000125132_90_90;ENSMUST00000126840_90_90;ENSMUST00000129499_90_90;ENSMUST00000135653_90_90;ENSMUST00000138477_90_90;ENSMUST00000141258_90_90;ENSMUST00000151218_90_90;ENSMUST00000174616_90_90
ENST00000439698_90_90;0.762;0.762;0.762;0.762;0.762;0.762;0.938;0.762;0.438;0.889;0.625;0.75;0.25;0.8;1.0;0.812;0.667;0.667;0.125;0.375;0.059;0.438;0.75;0.133;0.562;0.667
ENST00000453286_90_90;0.619;0.619;0.619;0.619;0.619;0.619;0.867;0.619;0.538;0.722;0.769;0.923;0.308;0.65;0.812;1.0;0.524;0.524;0.154;0.462;0.071;0.538;0.786;0.167;0.692;0.524
ENSMUST00000019050_90_90;0.9;0.905;0.818;0.818;0.818;0.905;0.619;0.905;0.238;0.762;0.381;0.476;0.143;0.727;0.667;0.524;1.0;0.913;0.083;0.409;0.083;0.455;0.682;0.13;0.545;0.913
ENSMUST00000093107_90_90;0.95;0.818;0.905;0.905;0.905;0.818;0.619;0.818;0.238;0.762;0.381;0.476;0.143;0.727;0.667;0.524;0.913;1.0;0.083;0.409;0.083;0.455;0.682;0.13;0.545;1.0
ENSMUST00000125132_90_90;0.1;0.095;0.095;0.095;0.095;0.095;0.133;0.095;0.286;0.111;0.2;0.167;0.4;0.167;0.125;0.154;0.083;0.083;1.0;0.182;0.333;0.167;0.118;0.0;0.143;0.083
ENSMUST00000126840_90_90;0.3;0.286;0.286;0.286;0.286;0.286;0.4;0.286;0.625;0.333;0.6;0.5;0.375;0.389;0.375;0.462;0.409;0.409;0.182;1.0;0.182;0.9;0.6;0.3;0.75;0.409
ENSMUST00000129499_90_90;0.05;0.045;0.045;0.045;0.045;0.045;0.062;0.045;0.125;0.053;0.091;0.077;0.167;0.167;0.059;0.071;0.083;0.083;0.333;0.182;1.0;0.167;0.118;0.0;0.143;0.083
ENSMUST00000135653_90_90;0.35;0.333;0.333;0.333;0.333;0.333;0.467;0.333;0.556;0.389;0.7;0.583;0.333;0.444;0.438;0.538;0.455;0.455;0.167;0.9;0.167;1.0;0.667;0.273;0.833;0.455
ENSMUST00000138477_90_90;0.6;0.571;0.571;0.571;0.571;0.571;0.8;0.571;0.357;0.667;0.571;0.714;0.214;0.722;0.75;0.786;0.682;0.682;0.118;0.6;0.118;0.667;1.0;0.188;0.8;0.682
ENSMUST00000141258_90_90;0.1;0.1;0.1;0.1;0.1;0.1;0.143;0.1;0.333;0.118;0.222;0.182;0.2;0.111;0.133;0.167;0.13;0.13;0.0;0.3;0.0;0.273;0.188;1.0;0.231;0.13
ENSMUST00000151218_90_90;0.45;0.429;0.429;0.429;0.429;0.429;0.6;0.429;0.455;0.5;0.727;0.75;0.273;0.556;0.562;0.692;0.545;0.545;0.143;0.75;0.143;0.833;0.8;0.231;1.0;0.545
ENSMUST00000174616_90_90;0.95;0.818;0.905;0.905;0.905;0.818;0.619;0.818;0.238;0.762;0.381;0.476;0.143;0.727;0.667;0.524;0.913;1.0;0.083;0.409;0.083;0.455;0.682;0.13;0.545;1.0
