;ENSCAFT00000006410_90_90;ENSCAFT00000006413_90_90;ENSCAFT00000011282_90_90;ENST00000229471_90_90;ENST00000354650_90_90;ENST00000368667_90_90;ENST00000368678_90_90;ENST00000368682_90_90;ENST00000462598_90_90;ENST00000462856_90_90;ENST00000484067_90_90;ENST00000487824_90_90;ENST00000517419_90_90;ENST00000518295_90_90;ENST00000518630_90_90;ENST00000520518_90_90;ENST00000521062_90_90;ENST00000523238_90_90;ENST00000523570_90_90;ENST00000523574_90_90;ENST00000524310_90_90;ENST00000538466_90_90;ENST00000519728_90_90;ENST00000520050_90_90;ENST00000520220_90_90;ENSMUST00000063091_90_90;ENSMUST00000099967_90_90;ENSMUST00000126486_90_90;ENSMUST00000135242_90_90;ENSMUST00000136659_90_90;ENSMUST00000146287_90_90;ENSMUST00000148152_90_90;ENSMUST00000157009_90_90;ENSMUST00000041377_90_90;ENSMUST00000103010_90_90
ENST00000484067_90_90;0.491;0.0;0.34;0.596;0.519;0.519;0.583;0.583;0.714;0.651;1.0;0.571;0.737;0.757;0.848;0.718;0.964;0.778;0.875;0.824;0.8;0.583;0.0;0.0;0.0;0.583;0.519;0.583;0.583;0.596;0.583;0.933;0.321;0.367;0.245
ENST00000487824_90_90;0.273;0.0;0.196;0.34;0.296;0.296;0.333;0.333;0.8;0.372;0.571;1.0;0.421;0.432;0.485;0.41;0.593;0.444;0.5;0.471;0.457;0.333;0.0;0.0;0.0;0.333;0.296;0.333;0.333;0.34;0.333;0.533;0.562;0.222;0.089
ENST00000517419_90_90;0.673;0.149;0.481;0.809;0.704;0.704;0.792;0.792;0.526;0.884;0.737;0.421;1.0;0.974;0.868;0.974;0.711;0.947;0.842;0.895;0.921;0.792;0.0;0.0;0.0;0.792;0.704;0.792;0.792;0.809;0.792;0.789;0.237;0.51;0.392
ENST00000518295_90_90;0.655;0.128;0.462;0.787;0.685;0.685;0.771;0.771;0.541;0.86;0.757;0.432;0.974;1.0;0.892;0.949;0.73;0.973;0.865;0.919;0.946;0.771;0.0;0.0;0.0;0.771;0.685;0.771;0.771;0.787;0.771;0.811;0.243;0.49;0.373
ENST00000518630_90_90;0.582;0.043;0.385;0.702;0.611;0.611;0.688;0.688;0.606;0.767;0.848;0.485;0.868;0.892;1.0;0.846;0.818;0.917;0.97;0.971;0.943;0.688;0.0;0.0;0.0;0.688;0.611;0.688;0.688;0.702;0.688;0.909;0.273;0.412;0.294
ENST00000520518_90_90;0.691;0.17;0.5;0.83;0.722;0.722;0.812;0.812;0.513;0.907;0.718;0.41;0.974;0.949;0.846;1.0;0.692;0.923;0.821;0.872;0.897;0.812;0.0;0.0;0.0;0.812;0.722;0.812;0.812;0.83;0.812;0.769;0.231;0.529;0.412
ENST00000521062_90_90;0.473;0.0;0.32;0.574;0.5;0.5;0.562;0.562;0.741;0.628;0.964;0.593;0.711;0.73;0.818;0.692;1.0;0.75;0.844;0.794;0.771;0.562;0.0;0.0;0.0;0.562;0.5;0.562;0.562;0.574;0.562;0.9;0.333;0.347;0.224
ENST00000523238_90_90;0.636;0.106;0.442;0.766;0.667;0.667;0.75;0.75;0.556;0.837;0.778;0.444;0.947;0.973;0.917;0.923;0.75;1.0;0.889;0.944;0.972;0.75;0.0;0.0;0.0;0.75;0.667;0.75;0.75;0.766;0.75;0.833;0.25;0.471;0.353
ENST00000523570_90_90;0.564;0.021;0.365;0.681;0.593;0.593;0.667;0.667;0.625;0.744;0.875;0.5;0.842;0.865;0.97;0.821;0.844;0.889;1.0;0.941;0.914;0.667;0.0;0.0;0.0;0.667;0.593;0.667;0.667;0.681;0.667;0.938;0.281;0.392;0.275
ENST00000523574_90_90;0.6;0.064;0.404;0.723;0.63;0.63;0.708;0.708;0.588;0.791;0.824;0.471;0.895;0.919;0.971;0.872;0.794;0.944;0.941;1.0;0.971;0.708;0.0;0.0;0.0;0.708;0.63;0.708;0.708;0.723;0.708;0.882;0.265;0.431;0.314
ENST00000524310_90_90;0.618;0.085;0.423;0.745;0.648;0.648;0.729;0.729;0.571;0.814;0.8;0.457;0.921;0.946;0.943;0.897;0.771;0.972;0.914;0.971;1.0;0.729;0.0;0.0;0.0;0.729;0.648;0.729;0.729;0.745;0.729;0.857;0.257;0.451;0.333
ENST00000538466_90_90;0.821;0.306;0.554;0.979;0.855;0.855;1.0;1.0;0.417;0.896;0.583;0.333;0.792;0.771;0.688;0.812;0.562;0.75;0.667;0.708;0.729;1.0;0.0;0.0;0.0;1.0;0.855;1.0;1.0;0.979;1.0;0.625;0.188;0.611;0.5
ENST00000519728_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.75;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000520050_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000520220_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000063091_90_90;0.821;0.306;0.554;0.979;0.855;0.855;1.0;1.0;0.417;0.896;0.583;0.333;0.792;0.771;0.688;0.812;0.562;0.75;0.667;0.708;0.729;1.0;0.0;0.0;0.0;1.0;0.855;1.0;1.0;0.979;1.0;0.625;0.188;0.611;0.5
ENSMUST00000099967_90_90;0.964;0.273;0.603;0.87;1.0;1.0;0.855;0.855;0.37;0.796;0.519;0.296;0.704;0.685;0.611;0.722;0.5;0.667;0.593;0.63;0.648;0.855;0.0;0.0;0.0;0.855;1.0;0.855;0.855;0.87;0.855;0.556;0.167;0.661;0.554
ENSMUST00000126486_90_90;0.821;0.306;0.554;0.979;0.855;0.855;1.0;1.0;0.417;0.896;0.583;0.333;0.792;0.771;0.688;0.812;0.562;0.75;0.667;0.708;0.729;1.0;0.0;0.0;0.0;1.0;0.855;1.0;1.0;0.979;1.0;0.625;0.188;0.611;0.5
ENSMUST00000135242_90_90;0.821;0.306;0.554;0.979;0.855;0.855;1.0;1.0;0.417;0.896;0.583;0.333;0.792;0.771;0.688;0.812;0.562;0.75;0.667;0.708;0.729;1.0;0.0;0.0;0.0;1.0;0.855;1.0;1.0;0.979;1.0;0.625;0.188;0.611;0.5
ENSMUST00000136659_90_90;0.836;0.312;0.564;1.0;0.87;0.87;0.979;0.979;0.426;0.915;0.596;0.34;0.809;0.787;0.702;0.83;0.574;0.766;0.681;0.723;0.745;0.979;0.0;0.0;0.0;0.979;0.87;0.979;0.979;1.0;0.979;0.638;0.191;0.623;0.509
ENSMUST00000146287_90_90;0.821;0.306;0.554;0.979;0.855;0.855;1.0;1.0;0.417;0.896;0.583;0.333;0.792;0.771;0.688;0.812;0.562;0.75;0.667;0.708;0.729;1.0;0.0;0.0;0.0;1.0;0.855;1.0;1.0;0.979;1.0;0.625;0.188;0.611;0.5
ENSMUST00000148152_90_90;0.527;0.0;0.353;0.638;0.556;0.556;0.625;0.625;0.667;0.698;0.933;0.533;0.789;0.811;0.909;0.769;0.9;0.833;0.938;0.882;0.857;0.625;0.0;0.0;0.0;0.625;0.556;0.625;0.625;0.638;0.625;1.0;0.3;0.38;0.26
ENSMUST00000157009_90_90;0.145;0.0;0.116;0.191;0.167;0.167;0.188;0.188;0.45;0.209;0.321;0.562;0.237;0.243;0.273;0.231;0.333;0.25;0.281;0.265;0.257;0.188;0.0;0.0;0.0;0.188;0.167;0.188;0.188;0.191;0.188;0.3;1.0;0.143;0.077
ENSMUST00000041377_90_90;0.632;0.341;0.902;0.623;0.661;0.661;0.611;0.611;0.283;0.577;0.367;0.222;0.51;0.49;0.412;0.529;0.347;0.471;0.392;0.431;0.451;0.611;0.0;0.0;0.0;0.611;0.661;0.611;0.611;0.623;0.611;0.38;0.143;1.0;0.846
ENSMUST00000103010_90_90;0.526;0.4;0.756;0.509;0.554;0.554;0.5;0.5;0.152;0.462;0.245;0.089;0.392;0.373;0.294;0.412;0.224;0.353;0.275;0.314;0.333;0.5;0.0;0.0;0.0;0.5;0.554;0.5;0.5;0.509;0.5;0.26;0.077;0.846;1.0
