;ENSCAFT00000002168_90_90;ENSCAFT00000045695_90_90;ENSCAFT00000013241_90_90;ENSCAFT00000019370_90_90;ENST00000253363_90_90;ENST00000338163_90_90;ENST00000361162_90_90;ENST00000374038_90_90;ENST00000397370_90_90;ENST00000403542_90_90;ENST00000412738_90_90;ENST00000416108_90_90;ENST00000416529_90_90;ENST00000425184_90_90;ENST00000426951_90_90;ENST00000429968_90_90;ENST00000433027_90_90;ENST00000434927_90_90;ENST00000444878_90_90;ENST00000448303_90_90;ENST00000449489_90_90;ENST00000453310_90_90;ENST00000455343_90_90;ENST00000476806_90_90;ENST00000490484_90_90;ENST00000528062_90_90;ENST00000615771_90_90;ENST00000369086_90_90;ENST00000369093_90_90;ENST00000412524_90_90;ENST00000436547_90_90;ENST00000479729_90_90;ENST00000497671_90_90;ENST00000313352_90_90;ENST00000349157_90_90;ENST00000453551_90_90;ENST00000456095_90_90;ENST00000526459_90_90;ENST00000526683_90_90;ENST00000527197_90_90;ENST00000527744_90_90;ENST00000529999_90_90;ENST00000531897_90_90;ENST00000532884_90_90;ENST00000533162_90_90;ENSMUST00000002599_90_90;ENSMUST00000100527_90_90;ENSMUST00000029149_90_90;ENSMUST00000109584_90_90;ENSMUST00000109587_90_90;ENSMUST00000126992_90_90;ENSMUST00000137566_90_90;ENSMUST00000142071_90_90;ENSMUST00000146288_90_90;ENSMUST00000146297_90_90;ENSMUST00000146549_90_90;ENSMUST00000147098_90_90;ENSMUST00000148794_90_90;ENSMUST00000152919_90_90;ENSMUST00000153514_90_90;ENSMUST00000154677_90_90;ENSMUST00000155837_90_90;ENSMUST00000033135_90_90;ENSMUST00000106226_90_90;ENSMUST00000106228_90_90;ENSMUST00000123666_90_90;ENSMUST00000133089_90_90;ENSMUST00000133444_90_90;ENSMUST00000141126_90_90;ENSMUST00000165023_90_90;ENSMUST00000205278_90_90;ENSMUST00000205835_90_90
ENST00000425184_90_90;0.042;0.008;0.119;0.039;0.0;0.0;0.0;0.0;0.0;0.625;0.625;0.625;0.0;1.0;0.0;0.0;0.0;0.0;0.625;0.0;0.625;0.625;0.625;0.0;0.0;0.0;0.0;0.0;0.099;0.0;0.108;0.19;0.154;0.0;0.052;0.0;0.057;0.103;0.052;0.057;0.07;0.0;0.0;0.0;0.0;0.058;0.058;0.0;0.0;0.0;0.0;0.625;0.0;0.0;0.0;0.625;0.0;0.0;0.625;0.0;0.0;0.625;0.114;0.104;0.0;0.167;0.0;0.0;0.0;0.114;0.12;0.471
ENST00000426951_90_90;0.085;0.094;0.286;0.059;0.178;0.227;0.182;0.448;0.116;0.038;0.038;0.038;0.036;0.0;1.0;0.182;0.205;0.536;0.038;0.0;0.038;0.038;0.038;0.0;0.0;0.183;0.0;0.12;0.342;0.113;0.375;0.05;0.085;0.062;0.062;0.062;0.058;0.095;0.062;0.058;0.099;0.2;0.2;0.27;0.154;0.092;0.092;0.127;0.062;0.125;0.327;0.05;0.171;0.581;0.127;0.05;0.057;0.0;0.05;0.054;0.045;0.05;0.386;0.351;0.482;0.087;0.0;0.75;0.6;0.386;0.087;0.0
ENST00000429968_90_90;0.051;0.06;0.155;0.039;0.085;0.108;0.087;0.203;0.278;0.243;0.243;0.243;0.22;0.0;0.182;1.0;0.625;0.238;0.243;0.0;0.243;0.243;0.243;0.0;0.0;0.088;0.0;0.14;0.222;0.209;0.243;0.346;0.186;0.049;0.05;0.049;0.045;0.078;0.05;0.045;0.082;0.2;0.2;0.079;0.212;0.058;0.058;0.06;0.391;0.06;0.145;0.29;0.08;0.237;0.06;0.29;0.346;0.0;0.29;0.762;0.257;0.29;0.257;0.234;0.213;0.2;0.0;0.0;0.175;0.257;0.1;0.167
ENST00000433027_90_90;0.025;0.034;0.131;0.0;0.088;0.112;0.09;0.217;0.306;0.281;0.281;0.281;0.25;0.0;0.205;0.625;1.0;0.259;0.281;0.0;0.281;0.281;0.281;0.0;0.0;0.09;0.0;0.222;0.16;0.205;0.176;0.429;0.25;0.0;0.025;0.0;0.0;0.015;0.025;0.0;0.016;0.145;0.145;0.0;0.154;0.033;0.033;0.063;0.562;0.062;0.164;0.375;0.086;0.29;0.063;0.375;0.474;0.0;0.375;0.429;0.321;0.375;0.186;0.169;0.131;0.271;0.0;0.0;0.0;0.186;0.151;0.2
ENST00000434927_90_90;0.127;0.137;0.333;0.118;0.331;0.424;0.339;0.809;0.17;0.127;0.127;0.127;0.12;0.0;0.536;0.238;0.259;1.0;0.127;0.071;0.127;0.127;0.127;0.0;0.033;0.302;0.0;0.103;0.407;0.098;0.446;0.22;0.149;0.105;0.099;0.105;0.098;0.16;0.099;0.098;0.167;0.183;0.183;0.365;0.141;0.133;0.133;0.261;0.205;0.257;0.673;0.173;0.352;0.619;0.261;0.173;0.191;0.105;0.173;0.184;0.161;0.173;0.471;0.429;0.459;0.157;0.0;0.667;0.55;0.471;0.08;0.111
ENST00000444878_90_90;0.042;0.008;0.167;0.039;0.049;0.061;0.05;0.11;0.145;1.0;1.0;1.0;0.209;0.625;0.038;0.243;0.281;0.127;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.05;0.0;0.0;0.153;0.0;0.167;0.619;0.232;0.0;0.052;0.0;0.057;0.103;0.052;0.057;0.07;0.0;0.0;0.0;0.0;0.058;0.058;0.057;0.29;0.057;0.129;1.0;0.075;0.196;0.057;1.0;0.265;0.0;1.0;0.25;0.209;1.0;0.186;0.169;0.0;0.271;0.0;0.0;0.0;0.186;0.109;0.765
ENST00000448303_90_90;0.359;0.359;0.0;0.431;0.556;0.439;0.533;0.158;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.071;0.0;1.0;0.0;0.0;0.0;0.163;0.397;0.573;0.352;0.0;0.0;0.0;0.0;0.0;0.0;0.433;0.365;0.433;0.4;0.075;0.365;0.4;0.078;0.0;0.0;0.286;0.0;0.35;0.35;0.442;0.0;0.436;0.179;0.0;0.389;0.0;0.442;0.0;0.0;0.674;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000449489_90_90;0.042;0.008;0.167;0.039;0.049;0.061;0.05;0.11;0.145;1.0;1.0;1.0;0.209;0.625;0.038;0.243;0.281;0.127;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.05;0.0;0.0;0.153;0.0;0.167;0.619;0.232;0.0;0.052;0.0;0.057;0.103;0.052;0.057;0.07;0.0;0.0;0.0;0.0;0.058;0.058;0.057;0.29;0.057;0.129;1.0;0.075;0.196;0.057;1.0;0.265;0.0;1.0;0.25;0.209;1.0;0.186;0.169;0.0;0.271;0.0;0.0;0.0;0.186;0.109;0.765
ENST00000453310_90_90;0.042;0.008;0.167;0.039;0.049;0.061;0.05;0.11;0.145;1.0;1.0;1.0;0.209;0.625;0.038;0.243;0.281;0.127;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.05;0.0;0.0;0.153;0.0;0.167;0.619;0.232;0.0;0.052;0.0;0.057;0.103;0.052;0.057;0.07;0.0;0.0;0.0;0.0;0.058;0.058;0.057;0.29;0.057;0.129;1.0;0.075;0.196;0.057;1.0;0.265;0.0;1.0;0.25;0.209;1.0;0.186;0.169;0.0;0.271;0.0;0.0;0.0;0.186;0.109;0.765
ENST00000455343_90_90;0.042;0.008;0.167;0.039;0.049;0.061;0.05;0.11;0.145;1.0;1.0;1.0;0.209;0.625;0.038;0.243;0.281;0.127;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.05;0.0;0.0;0.153;0.0;0.167;0.619;0.232;0.0;0.052;0.0;0.057;0.103;0.052;0.057;0.07;0.0;0.0;0.0;0.0;0.058;0.058;0.057;0.29;0.057;0.129;1.0;0.075;0.196;0.057;1.0;0.265;0.0;1.0;0.25;0.209;1.0;0.186;0.169;0.0;0.271;0.0;0.0;0.0;0.186;0.109;0.765
ENST00000476806_90_90;0.077;0.077;0.0;0.078;0.092;0.118;0.095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.163;0.0;0.0;0.0;1.0;0.06;0.095;0.286;0.0;0.0;0.0;0.0;0.0;0.0;0.093;0.078;0.093;0.086;0.0;0.078;0.086;0.0;0.0;0.0;0.119;0.0;0.075;0.075;0.12;0.0;0.118;0.0;0.0;0.162;0.0;0.12;0.0;0.0;0.215;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000490484_90_90;0.205;0.205;0.0;0.176;0.309;0.389;0.316;0.134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.033;0.0;0.397;0.0;0.0;0.0;0.06;1.0;0.318;0.446;0.0;0.0;0.0;0.0;0.0;0.0;0.242;0.205;0.242;0.224;0.135;0.205;0.224;0.125;0.0;0.0;0.407;0.0;0.2;0.2;0.331;0.0;0.326;0.172;0.0;0.448;0.0;0.331;0.0;0.0;0.416;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000528062_90_90;0.585;0.598;0.333;0.667;0.97;0.682;0.947;0.367;0.077;0.05;0.05;0.05;0.049;0.0;0.183;0.088;0.09;0.302;0.05;0.573;0.05;0.05;0.05;0.095;0.318;1.0;0.286;0.103;0.407;0.098;0.446;0.22;0.149;0.569;0.504;0.569;0.532;0.163;0.504;0.532;0.157;0.102;0.102;0.479;0.079;0.583;0.583;0.83;0.067;0.819;0.348;0.063;0.6;0.197;0.83;0.063;0.066;0.431;0.063;0.065;0.062;0.063;0.471;0.429;0.459;0.157;0.0;0.667;0.55;0.471;0.08;0.111
ENST00000615771_90_90;0.188;0.188;0.0;0.176;0.277;0.353;0.284;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.352;0.0;0.0;0.0;0.286;0.446;0.286;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.222;0.188;0.222;0.206;0.093;0.188;0.206;0.082;0.0;0.0;0.373;0.0;0.183;0.183;0.271;0.0;0.285;0.043;0.0;0.364;0.0;0.271;0.0;0.0;0.348;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000369086_90_90;0.128;0.205;0.225;0.026;0.103;0.103;0.103;0.103;0.349;0.0;0.0;0.0;0.227;0.0;0.12;0.14;0.222;0.103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.103;0.0;1.0;0.216;0.625;0.225;0.0;0.556;0.0;0.108;0.0;0.0;0.086;0.106;0.0;0.087;0.273;0.308;0.0;0.393;0.165;0.163;0.04;0.125;0.04;0.041;0.0;0.04;0.048;0.04;0.0;0.115;0.0;0.0;0.097;0.333;0.0;0.227;0.219;0.258;0.563;0.35;0.0;0.0;0.227;0.597;0.038
ENST00000369093_90_90;0.852;0.908;0.915;1.0;0.407;0.407;0.407;0.407;0.227;0.153;0.153;0.153;0.284;0.099;0.342;0.222;0.16;0.407;0.153;0.0;0.153;0.153;0.153;0.0;0.0;0.407;0.0;0.216;1.0;0.342;0.962;0.046;0.314;0.541;0.64;0.55;0.566;0.623;0.649;0.558;0.643;0.75;0.661;0.454;0.509;0.919;0.93;0.602;0.082;0.602;0.592;0.13;0.602;0.469;0.602;0.13;0.08;0.076;0.13;0.153;0.24;0.13;0.957;0.995;0.842;0.314;0.076;0.212;0.598;0.957;0.294;0.223
ENST00000412524_90_90;0.276;0.373;0.357;0.184;0.098;0.098;0.098;0.098;0.326;0.0;0.0;0.0;0.213;0.0;0.113;0.209;0.205;0.098;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.098;0.0;0.625;0.342;1.0;0.356;0.0;0.426;0.153;0.245;0.165;0.151;0.223;0.255;0.14;0.239;0.416;0.468;0.074;0.623;0.314;0.326;0.038;0.111;0.038;0.039;0.0;0.038;0.046;0.038;0.0;0.103;0.0;0.0;0.194;0.303;0.0;0.358;0.344;0.406;0.426;0.222;0.0;0.116;0.358;0.444;0.03
ENST00000436547_90_90;0.852;0.908;0.884;1.0;0.446;0.446;0.446;0.446;0.247;0.167;0.167;0.167;0.198;0.108;0.375;0.243;0.176;0.446;0.167;0.0;0.167;0.167;0.167;0.0;0.0;0.446;0.0;0.225;0.962;0.356;1.0;0.048;0.326;0.567;0.67;0.577;0.593;0.651;0.679;0.583;0.673;0.705;0.616;0.476;0.464;0.919;0.93;0.648;0.088;0.648;0.637;0.14;0.648;0.505;0.648;0.14;0.086;0.082;0.14;0.165;0.167;0.14;0.994;0.957;0.876;0.326;0.079;0.22;0.621;0.994;0.258;0.232
ENST00000479729_90_90;0.013;0.0;0.054;0.0;0.22;0.22;0.22;0.22;0.257;0.619;0.619;0.619;0.29;0.19;0.05;0.346;0.429;0.22;0.619;0.0;0.619;0.619;0.619;0.0;0.0;0.22;0.0;0.0;0.046;0.0;0.048;1.0;0.111;0.0;0.025;0.0;0.029;0.026;0.025;0.029;0.0;0.0;0.0;0.0;0.0;0.024;0.023;0.13;0.5;0.13;0.132;0.619;0.13;0.161;0.13;0.619;0.45;0.0;0.619;0.36;0.29;0.619;0.051;0.049;0.0;0.127;0.0;0.0;0.0;0.051;0.0;0.22
ENST00000497671_90_90;0.218;0.253;0.38;0.079;0.149;0.149;0.149;0.149;0.519;0.232;0.232;0.232;0.271;0.154;0.085;0.186;0.25;0.149;0.232;0.0;0.232;0.232;0.232;0.0;0.0;0.149;0.0;0.556;0.314;0.426;0.326;0.111;1.0;0.011;0.194;0.011;0.074;0.172;0.191;0.075;0.174;0.304;0.341;0.0;0.431;0.271;0.267;0.116;0.286;0.116;0.118;0.333;0.116;0.137;0.116;0.333;0.343;0.0;0.333;0.238;0.381;0.333;0.328;0.316;0.215;1.0;0.197;0.0;0.0;0.328;0.769;0.273
ENST00000313352_90_90;0.902;0.864;0.562;0.925;0.586;0.379;0.569;0.132;0.134;0.0;0.0;0.0;0.0;0.0;0.062;0.049;0.0;0.105;0.0;0.433;0.0;0.0;0.0;0.093;0.242;0.569;0.222;0.0;0.541;0.153;0.567;0.0;0.011;1.0;0.907;0.959;0.921;0.522;0.873;0.959;0.51;0.367;0.321;0.428;0.226;0.88;0.848;0.769;0.015;0.783;0.355;0.0;0.608;0.177;0.769;0.0;0.03;0.504;0.0;0.038;0.0;0.0;0.547;0.523;0.569;0.011;0.0;0.208;0.74;0.547;0.01;0.152
ENST00000349157_90_90;0.99;0.904;0.711;0.944;0.519;0.338;0.504;0.122;0.208;0.052;0.052;0.052;0.0;0.052;0.062;0.05;0.025;0.099;0.052;0.365;0.052;0.052;0.052;0.078;0.205;0.504;0.188;0.108;0.64;0.245;0.67;0.025;0.194;0.907;1.0;0.873;0.911;0.599;0.962;0.946;0.57;0.415;0.371;0.391;0.276;0.967;0.931;0.76;0.043;0.773;0.365;0.043;0.607;0.196;0.76;0.043;0.065;0.464;0.043;0.065;0.0;0.043;0.661;0.632;0.624;0.194;0.075;0.17;0.606;0.661;0.173;0.177
ENST00000453551_90_90;0.868;0.901;0.628;0.972;0.586;0.379;0.569;0.132;0.134;0.0;0.0;0.0;0.0;0.0;0.062;0.049;0.0;0.105;0.0;0.433;0.0;0.0;0.0;0.093;0.242;0.569;0.222;0.0;0.55;0.165;0.577;0.0;0.011;0.959;0.873;1.0;0.96;0.502;0.911;0.921;0.548;0.354;0.31;0.411;0.261;0.848;0.885;0.769;0.015;0.783;0.355;0.0;0.608;0.177;0.769;0.0;0.03;0.504;0.0;0.038;0.0;0.0;0.551;0.527;0.573;0.011;0.014;0.203;0.722;0.551;0.01;0.147
ENST00000456095_90_90;0.901;0.89;0.686;0.981;0.548;0.355;0.532;0.123;0.144;0.057;0.057;0.057;0.0;0.057;0.058;0.045;0.0;0.098;0.057;0.4;0.057;0.057;0.057;0.086;0.224;0.532;0.206;0.0;0.566;0.151;0.593;0.029;0.074;0.921;0.911;0.96;1.0;0.54;0.948;0.96;0.571;0.353;0.31;0.396;0.263;0.885;0.922;0.74;0.022;0.753;0.345;0.044;0.587;0.176;0.74;0.044;0.043;0.474;0.044;0.043;0.0;0.044;0.578;0.553;0.541;0.074;0.013;0.188;0.671;0.578;0.06;0.2
ENST00000526459_90_90;0.593;0.532;0.694;0.561;0.179;0.222;0.182;0.2;0.375;0.103;0.103;0.103;0.0;0.103;0.095;0.078;0.015;0.16;0.103;0.075;0.103;0.103;0.103;0.0;0.135;0.163;0.093;0.086;0.623;0.223;0.651;0.026;0.172;0.522;0.599;0.502;0.54;1.0;0.577;0.561;0.918;0.619;0.551;0.335;0.4;0.579;0.558;0.424;0.076;0.418;0.607;0.076;0.504;0.326;0.424;0.076;0.114;0.192;0.076;0.114;0.0;0.076;0.642;0.614;0.606;0.172;0.077;0.174;0.62;0.642;0.153;0.182
ENST00000526683_90_90;0.953;0.94;0.777;0.991;0.519;0.338;0.504;0.122;0.208;0.052;0.052;0.052;0.0;0.052;0.062;0.05;0.025;0.099;0.052;0.365;0.052;0.052;0.052;0.078;0.205;0.504;0.188;0.106;0.649;0.255;0.679;0.025;0.191;0.873;0.962;0.911;0.948;0.577;1.0;0.911;0.607;0.401;0.358;0.377;0.31;0.931;0.968;0.76;0.043;0.773;0.365;0.043;0.607;0.196;0.76;0.043;0.065;0.464;0.043;0.065;0.0;0.043;0.664;0.635;0.627;0.189;0.086;0.167;0.594;0.664;0.17;0.173
ENST00000527197_90_90;0.936;0.853;0.62;0.935;0.548;0.355;0.532;0.123;0.144;0.057;0.057;0.057;0.0;0.057;0.058;0.045;0.0;0.098;0.057;0.4;0.057;0.057;0.057;0.086;0.224;0.532;0.206;0.0;0.558;0.14;0.583;0.029;0.075;0.959;0.946;0.921;0.96;0.561;0.911;1.0;0.533;0.366;0.321;0.411;0.228;0.919;0.885;0.74;0.022;0.753;0.345;0.044;0.587;0.176;0.74;0.044;0.043;0.474;0.044;0.043;0.0;0.044;0.574;0.549;0.537;0.075;0.0;0.193;0.687;0.574;0.061;0.206
