;ENSCAFT00000004869_90_90;ENSCAFT00000013439_90_90;ENSCAFT00000037016_90_90;ENSCAFT00000021145_90_90;ENSCAFT00000025193_90_90;ENST00000302271_90_90;ENST00000374612_90_90;ENST00000374616_90_90;ENST00000427764_90_90;ENST00000478691_90_90;ENST00000606561_90_90;ENST00000641107_90_90;ENST00000355238_90_90;ENST00000369622_90_90;ENST00000444272_90_90;ENST00000616122_90_90;ENST00000281722_90_90;ENST00000510397_90_90;ENST00000512640_90_90;ENST00000514866_90_90;ENST00000295971_90_90;ENST00000381793_90_90;ENST00000381795_90_90;ENST00000505220_90_90;ENST00000505414_90_90;ENST00000507180_90_90;ENST00000510871_90_90;ENST00000511598_90_90;ENST00000511902_90_90;ENST00000513473_90_90;ENST00000514014_90_90;ENST00000514782_90_90;ENST00000515053_90_90;ENSMUST00000069221_90_90;ENSMUST00000172508_90_90;ENSMUST00000172828_90_90;ENSMUST00000173405_90_90;ENSMUST00000173801_90_90;ENSMUST00000174269_90_90;ENSMUST00000174282_90_90;ENSMUST00000174361_90_90;ENSMUST00000174391_90_90;ENSMUST00000174688_90_90;ENSMUST00000048647_90_90;ENSMUST00000182637_90_90;ENSMUST00000182818_90_90;ENSMUST00000084219_90_90;ENSMUST00000105850_90_90;ENSMUST00000125696_90_90;ENSMUST00000131671_90_90;ENSMUST00000134524_90_90;ENSMUST00000145282_90_90;ENSMUST00000148843_90_90;ENSMUST00000156259_90_90;ENSMUST00000094756_90_90;ENSMUST00000094757_90_90;ENSMUST00000113724_90_90;ENSMUST00000113726_90_90;ENSMUST00000167950_90_90;ENSMUST00000200775_90_90;ENSMUST00000200852_90_90;ENSMUST00000201544_90_90;ENSMUST00000201561_90_90;ENSMUST00000202700_90_90
ENST00000606561_90_90;0.12;0.424;0.47;0.308;0.551;0.806;0.806;0.799;0.842;0.94;1.0;0.299;0.574;0.765;0.08;0.677;0.49;0.538;0.138;0.526;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.574;0.0;0.081;0.096;0.765;0.544;0.576;0.734;0.677;0.477;0.475;0.538;0.526;0.935;0.794;0.074;0.935;0.163;0.004;0.794;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000641107_90_90;0.084;0.128;0.147;0.089;0.157;0.242;0.242;0.24;0.252;0.281;0.299;1.0;0.281;0.237;0.0;0.347;0.136;0.151;0.0;0.148;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.281;0.0;0.0;0.0;0.237;0.29;0.283;0.244;0.347;0.318;0.129;0.151;0.148;0.279;0.238;0.0;0.279;0.0;0.0;0.238;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000355238_90_90;0.081;0.41;0.442;0.472;0.453;0.748;0.748;0.748;0.706;0.617;0.574;0.281;1.0;0.794;0.34;0.809;0.411;0.449;0.19;0.439;0.01;0.01;0.011;0.0;0.015;0.0;0.012;0.0;0.0;0.015;0.011;0.013;0.014;0.984;0.171;0.122;0.347;0.783;0.949;0.979;0.752;0.809;0.863;0.399;0.449;0.439;0.624;0.757;0.127;0.624;0.418;0.172;0.757;0.121;0.01;0.01;0.01;0.01;0.01;0.01;0.015;0.01;0.0;0.0
ENST00000369622_90_90;0.107;0.464;0.511;0.44;0.551;0.942;0.942;0.942;0.899;0.808;0.765;0.237;0.794;1.0;0.287;0.638;0.478;0.518;0.163;0.508;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.783;0.144;0.104;0.294;0.986;0.752;0.786;0.955;0.638;0.679;0.464;0.518;0.508;0.819;0.953;0.108;0.819;0.358;0.146;0.953;0.103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000444272_90_90;0.0;0.116;0.132;0.259;0.123;0.262;0.262;0.26;0.22;0.121;0.08;0.0;0.34;0.287;1.0;0.148;0.118;0.131;0.335;0.128;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.329;0.494;0.359;0.905;0.279;0.341;0.331;0.288;0.148;0.376;0.113;0.131;0.128;0.123;0.264;0.374;0.123;0.713;0.486;0.264;0.351;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000616122_90_90;0.089;0.411;0.447;0.375;0.492;0.619;0.619;0.621;0.578;0.727;0.677;0.347;0.809;0.638;0.148;1.0;0.47;0.52;0.224;0.506;0.011;0.011;0.012;0.0;0.018;0.0;0.014;0.0;0.0;0.017;0.012;0.015;0.017;0.809;0.0;0.151;0.166;0.638;0.773;0.803;0.608;1.0;0.686;0.455;0.52;0.506;0.737;0.627;0.157;0.737;0.253;0.005;0.627;0.0;0.012;0.011;0.011;0.011;0.011;0.011;0.018;0.011;0.0;0.0
ENST00000281722_90_90;0.221;0.646;0.738;0.418;0.611;0.465;0.465;0.466;0.434;0.527;0.49;0.136;0.411;0.478;0.118;0.47;1.0;0.858;0.205;0.835;0.043;0.043;0.045;0.086;0.065;0.07;0.05;0.072;0.086;0.062;0.002;0.068;0.06;0.411;0.0;0.107;0.13;0.478;0.384;0.412;0.451;0.47;0.318;0.827;0.858;0.835;0.532;0.471;0.112;0.532;0.201;0.009;0.471;0.0;0.043;0.041;0.041;0.041;0.041;0.041;0.065;0.041;0.011;0.032
ENST00000510397_90_90;0.2;0.732;0.829;0.438;0.682;0.503;0.503;0.505;0.471;0.578;0.538;0.151;0.449;0.518;0.131;0.52;0.858;1.0;0.232;0.944;0.052;0.052;0.054;0.097;0.081;0.089;0.061;0.091;0.097;0.077;0.009;0.085;0.074;0.449;0.0;0.121;0.144;0.518;0.418;0.45;0.49;0.52;0.347;0.81;1.0;0.944;0.585;0.51;0.127;0.585;0.222;0.011;0.51;0.0;0.053;0.049;0.049;0.049;0.049;0.049;0.081;0.049;0.013;0.036
ENST00000512640_90_90;0.0;0.135;0.154;0.169;0.166;0.16;0.16;0.159;0.122;0.18;0.138;0.0;0.19;0.163;0.335;0.224;0.205;0.232;1.0;0.225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19;0.0;0.485;0.365;0.163;0.198;0.19;0.17;0.224;0.199;0.195;0.232;0.225;0.182;0.16;0.504;0.182;0.431;0.03;0.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000514866_90_90;0.215;0.697;0.88;0.445;0.704;0.493;0.493;0.495;0.462;0.565;0.526;0.148;0.439;0.508;0.128;0.506;0.835;0.944;0.225;1.0;0.066;0.066;0.069;0.12;0.103;0.114;0.077;0.117;0.12;0.099;0.022;0.109;0.095;0.439;0.0;0.117;0.14;0.508;0.41;0.44;0.48;0.506;0.34;0.789;0.944;1.0;0.572;0.5;0.123;0.572;0.217;0.011;0.5;0.0;0.067;0.063;0.063;0.063;0.063;0.063;0.103;0.063;0.013;0.034
ENST00000295971_90_90;0.235;0.142;0.066;0.105;0.136;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.011;0.043;0.052;0.0;0.066;1.0;1.0;0.9;0.127;0.383;0.29;0.657;0.271;0.127;0.428;0.919;0.33;0.469;0.01;0.0;0.0;0.0;0.0;0.011;0.009;0.0;0.011;0.011;0.041;0.052;0.066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.734;0.813;0.813;0.813;0.813;0.813;0.378;0.813;0.016;0.032
ENST00000381793_90_90;0.235;0.142;0.066;0.105;0.136;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.011;0.043;0.052;0.0;0.066;1.0;1.0;0.9;0.127;0.383;0.29;0.657;0.271;0.127;0.428;0.919;0.33;0.469;0.01;0.0;0.0;0.0;0.0;0.011;0.009;0.0;0.011;0.011;0.041;0.052;0.066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.734;0.813;0.813;0.813;0.813;0.813;0.378;0.813;0.016;0.032
ENST00000381795_90_90;0.219;0.15;0.069;0.097;0.143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011;0.0;0.0;0.012;0.045;0.054;0.0;0.069;0.9;0.9;1.0;0.141;0.422;0.321;0.726;0.299;0.141;0.474;0.819;0.364;0.52;0.011;0.0;0.0;0.0;0.0;0.011;0.009;0.0;0.012;0.012;0.043;0.054;0.069;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.807;0.732;0.732;0.732;0.732;0.732;0.418;0.732;0.018;0.036
ENST00000505220_90_90;0.073;0.079;0.12;0.055;0.095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.086;0.097;0.0;0.12;0.127;0.127;0.141;1.0;0.342;0.448;0.172;0.481;1.0;0.298;0.046;0.396;0.271;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08;0.097;0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.133;0.12;0.12;0.12;0.12;0.12;0.345;0.12;0.121;0.246
ENST00000505414_90_90;0.148;0.215;0.102;0.084;0.202;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015;0.0;0.0;0.018;0.065;0.081;0.0;0.103;0.383;0.383;0.422;0.342;1.0;0.762;0.514;0.71;0.342;0.878;0.301;0.863;0.798;0.015;0.0;0.0;0.0;0.0;0.016;0.012;0.0;0.018;0.017;0.062;0.081;0.103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.397;0.359;0.359;0.359;0.359;0.359;0.991;0.359;0.041;0.084
ENST00000507180_90_90;0.138;0.156;0.113;0.069;0.209;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.089;0.0;0.114;0.29;0.29;0.321;0.448;0.762;1.0;0.39;0.931;0.448;0.669;0.209;0.885;0.607;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.067;0.089;0.114;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.301;0.273;0.273;0.273;0.273;0.273;0.77;0.273;0.054;0.109
ENST00000510871_90_90;0.206;0.166;0.077;0.095;0.158;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012;0.0;0.0;0.014;0.05;0.061;0.0;0.077;0.657;0.657;0.726;0.172;0.514;0.39;1.0;0.364;0.172;0.579;0.58;0.442;0.636;0.012;0.0;0.0;0.0;0.0;0.012;0.009;0.0;0.014;0.013;0.048;0.061;0.077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.654;0.595;0.595;0.595;0.595;0.595;0.508;0.595;0.021;0.043
ENST00000511598_90_90;0.141;0.142;0.116;0.07;0.196;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.072;0.091;0.0;0.117;0.271;0.271;0.299;0.481;0.71;0.931;0.364;1.0;0.481;0.623;0.19;0.824;0.567;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.068;0.091;0.117;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.281;0.255;0.255;0.255;0.255;0.255;0.716;0.255;0.058;0.117
ENST00000511902_90_90;0.073;0.079;0.12;0.055;0.095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.086;0.097;0.0;0.12;0.127;0.127;0.141;1.0;0.342;0.448;0.172;0.481;1.0;0.298;0.046;0.396;0.271;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08;0.097;0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.133;0.12;0.12;0.12;0.12;0.12;0.345;0.12;0.121;0.246
ENST00000513473_90_90;0.154;0.212;0.098;0.086;0.194;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015;0.0;0.0;0.017;0.062;0.077;0.0;0.099;0.428;0.428;0.474;0.298;0.878;0.669;0.579;0.623;0.298;1.0;0.348;0.758;0.907;0.015;0.0;0.0;0.0;0.0;0.015;0.012;0.0;0.017;0.016;0.059;0.077;0.099;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.447;0.404;0.404;0.404;0.404;0.404;0.87;0.404;0.036;0.073
ENST00000514014_90_90;0.204;0.1;0.022;0.082;0.098;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011;0.0;0.0;0.012;0.002;0.009;0.0;0.022;0.919;0.919;0.819;0.046;0.301;0.209;0.58;0.19;0.046;0.348;1.0;0.248;0.389;0.011;0.0;0.0;0.0;0.0;0.011;0.009;0.0;0.012;0.012;0.002;0.009;0.022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.663;0.742;0.742;0.742;0.742;0.742;0.297;0.742;0.0;0.0
ENST00000514782_90_90;0.145;0.179;0.108;0.077;0.211;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013;0.0;0.0;0.015;0.068;0.085;0.0;0.109;0.33;0.33;0.364;0.396;0.863;0.885;0.442;0.824;0.396;0.758;0.248;1.0;0.688;0.013;0.0;0.0;0.0;0.0;0.013;0.009;0.0;0.015;0.014;0.065;0.085;0.109;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.343;0.309;0.309;0.309;0.309;0.309;0.87;0.309;0.048;0.097
ENST00000515053_90_90;0.164;0.204;0.095;0.087;0.188;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014;0.0;0.0;0.017;0.06;0.074;0.0;0.095;0.469;0.469;0.52;0.271;0.798;0.607;0.636;0.567;0.271;0.907;0.389;0.688;1.0;0.014;0.0;0.0;0.0;0.0;0.014;0.011;0.0;0.017;0.015;0.057;0.074;0.095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.491;0.444;0.444;0.444;0.444;0.444;0.79;0.444;0.033;0.067
ENSMUST00000069221_90_90;0.081;0.41;0.442;0.472;0.453;0.736;0.736;0.737;0.695;0.617;0.574;0.281;0.984;0.783;0.329;0.809;0.411;0.449;0.19;0.439;0.01;0.01;0.011;0.0;0.015;0.0;0.012;0.0;0.0;0.015;0.011;0.013;0.014;1.0;0.18;0.122;0.358;0.794;0.965;0.995;0.764;0.809;0.877;0.399;0.449;0.439;0.624;0.746;0.127;0.624;0.407;0.164;0.746;0.113;0.01;0.01;0.01;0.01;0.01;0.01;0.015;0.01;0.0;0.0
ENSMUST00000172508_90_90;0.0;0.05;0.057;0.12;0.009;0.124;0.124;0.123;0.13;0.0;0.0;0.0;0.171;0.144;0.494;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18;1.0;0.0;0.502;0.152;0.186;0.181;0.157;0.0;0.206;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.334;0.686;0.125;0.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000172828_90_90;0.0;0.054;0.061;0.11;0.098;0.102;0.102;0.101;0.069;0.118;0.081;0.0;0.122;0.104;0.359;0.151;0.107;0.121;0.485;0.117;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.122;0.0;1.0;0.341;0.104;0.127;0.122;0.107;0.151;0.14;0.102;0.121;0.117;0.12;0.102;0.858;0.12;0.287;0.014;0.102;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000173405_90_90;0.0;0.127;0.144;0.274;0.134;0.269;0.269;0.267;0.227;0.137;0.096;0.0;0.347;0.294;0.905;0.166;0.13;0.144;0.365;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.358;0.502;0.341;1.0;0.303;0.371;0.36;0.314;0.166;0.41;0.124;0.144;0.14;0.139;0.27;0.355;0.139;0.723;0.433;0.27;0.304;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000173801_90_90;0.107;0.464;0.511;0.44;0.551;0.929;0.929;0.929;0.887;0.808;0.765;0.237;0.783;0.986;0.279;0.638;0.478;0.518;0.163;0.508;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.794;0.152;0.104;0.303;1.0;0.764;0.798;0.968;0.638;0.689;0.464;0.518;0.508;0.819;0.941;0.108;0.819;0.349;0.139;0.941;0.096;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000174269_90_90;0.083;0.383;0.413;0.446;0.426;0.707;0.707;0.708;0.665;0.587;0.544;0.29;0.949;0.752;0.341;0.773;0.384;0.418;0.198;0.41;0.011;0.011;0.011;0.0;0.016;0.0;0.012;0.0;0.0;0.015;0.011;0.013;0.014;0.965;0.186;0.127;0.371;0.764;1.0;0.96;0.789;0.773;0.908;0.372;0.418;0.41;0.594;0.716;0.132;0.594;0.424;0.169;0.716;0.117;0.01;0.01;0.01;0.01;0.01;0.01;0.016;0.01;0.0;0.0
ENSMUST00000174282_90_90;0.079;0.406;0.444;0.469;0.454;0.739;0.739;0.74;0.698;0.619;0.576;0.283;0.979;0.786;0.331;0.803;0.412;0.45;0.19;0.44;0.009;0.009;0.009;0.0;0.012;0.0;0.009;0.0;0.0;0.012;0.009;0.009;0.011;0.995;0.181;0.122;0.36;0.798;0.96;1.0;0.766;0.803;0.873;0.4;0.45;0.44;0.627;0.748;0.128;0.627;0.409;0.164;0.748;0.113;0.008;0.008;0.008;0.008;0.008;0.008;0.012;0.008;0.0;0.0
ENSMUST00000174361_90_90;0.11;0.438;0.483;0.416;0.526;0.899;0.899;0.899;0.857;0.778;0.734;0.244;0.752;0.955;0.288;0.608;0.451;0.49;0.17;0.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.764;0.157;0.107;0.314;0.968;0.789;0.766;1.0;0.608;0.712;0.438;0.49;0.48;0.788;0.91;0.112;0.788;0.362;0.144;0.91;0.099;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000174391_90_90;0.089;0.411;0.447;0.375;0.492;0.619;0.619;0.621;0.578;0.727;0.677;0.347;0.809;0.638;0.148;1.0;0.47;0.52;0.224;0.506;0.011;0.011;0.012;0.0;0.018;0.0;0.014;0.0;0.0;0.017;0.012;0.015;0.017;0.809;0.0;0.151;0.166;0.638;0.773;0.803;0.608;1.0;0.686;0.455;0.52;0.506;0.737;0.627;0.157;0.737;0.253;0.005;0.627;0.0;0.012;0.011;0.011;0.011;0.011;0.011;0.018;0.011;0.0;0.0
ENSMUST00000174688_90_90;0.087;0.318;0.343;0.383;0.365;0.641;0.641;0.635;0.599;0.514;0.477;0.318;0.863;0.679;0.376;0.686;0.318;0.347;0.199;0.34;0.011;0.011;0.012;0.0;0.017;0.0;0.013;0.0;0.0;0.016;0.012;0.014;0.015;0.877;0.206;0.14;0.41;0.689;0.908;0.873;0.712;0.686;1.0;0.307;0.347;0.34;0.52;0.643;0.146;0.52;0.384;0.186;0.643;0.129;0.011;0.01;0.01;0.01;0.01;0.01;0.017;0.01;0.0;0.0
ENSMUST00000048647_90_90;0.268;0.621;0.702;0.466;0.592;0.452;0.452;0.453;0.421;0.51;0.475;0.129;0.399;0.464;0.113;0.455;0.827;0.81;0.195;0.789;0.041;0.041;0.043;0.08;0.062;0.067;0.048;0.068;0.08;0.059;0.002;0.065;0.057;0.399;0.0;0.102;0.124;0.464;0.372;0.4;0.438;0.455;0.307;1.0;0.81;0.789;0.516;0.457;0.106;0.516;0.194;0.009;0.457;0.0;0.042;0.04;0.04;0.04;0.04;0.04;0.062;0.04;0.01;0.029
ENSMUST00000182637_90_90;0.2;0.732;0.829;0.438;0.682;0.503;0.503;0.505;0.471;0.578;0.538;0.151;0.449;0.518;0.131;0.52;0.858;1.0;0.232;0.944;0.052;0.052;0.054;0.097;0.081;0.089;0.061;0.091;0.097;0.077;0.009;0.085;0.074;0.449;0.0;0.121;0.144;0.518;0.418;0.45;0.49;0.52;0.347;0.81;1.0;0.944;0.585;0.51;0.127;0.585;0.222;0.011;0.51;0.0;0.053;0.049;0.049;0.049;0.049;0.049;0.081;0.049;0.013;0.036
