;ENSCAFT00000011194_90_90;ENST00000313726_90_90;ENST00000524757_90_90;ENST00000525169_90_90;ENST00000526057_90_90;ENST00000526062_90_90;ENST00000526099_90_90;ENST00000526126_90_90;ENST00000526155_90_90;ENST00000526241_90_90;ENST00000526757_90_90;ENST00000526828_90_90;ENST00000527347_90_90;ENST00000527392_90_90;ENST00000527473_90_90;ENST00000527510_90_90;ENST00000527516_90_90;ENST00000527930_90_90;ENST00000528196_90_90;ENST00000528523_90_90;ENST00000528527_90_90;ENST00000530338_90_90;ENST00000530438_90_90;ENST00000530580_90_90;ENST00000530593_90_90;ENST00000530938_90_90;ENST00000530959_90_90;ENST00000530991_90_90;ENST00000531060_90_90;ENST00000531093_90_90;ENST00000531578_90_90;ENST00000532734_90_90;ENST00000533016_90_90;ENST00000533020_90_90;ENST00000533225_90_90;ENST00000533471_90_90;ENST00000533580_90_90;ENST00000533681_90_90;ENST00000534127_90_90;ENST00000534248_90_90;ENST00000534278_90_90;ENST00000534665_90_90;ENST00000626808_90_90;ENSMUST00000077909_90_90;ENSMUST00000079282_90_90;ENSMUST00000084738_90_90;ENSMUST00000168005_90_90;ENSMUST00000207394_90_90;ENSMUST00000207745_90_90;ENSMUST00000208583_90_90;ENSMUST00000208734_90_90
ENST00000526757_90_90;0.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.533;0.533;0.846;0.846;0.029;0.071;0.028;0.033
ENST00000526828_90_90;0.057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.058;0.058;0.032;0.032;0.457;0.256;0.425;0.38
ENST00000527347_90_90;0.176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.167;0.167;0.027;0.027;0.793;0.123;0.852;0.153
ENST00000527392_90_90;0.066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.067;0.067;0.031;0.031;0.507;0.238;0.473;0.35
ENST00000527473_90_90;0.121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.113;0.113;0.029;0.029;0.802;0.16;0.75;0.21
ENST00000527510_90_90;0.144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.145;0.145;0.238;0.238;0.088;0.307;0.085;0.143
ENST00000527516_90_90;0.135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.126;0.126;0.029;0.029;0.904;0.145;0.846;0.186
ENST00000527930_90_90;0.255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.234;0.234;0.024;0.024;0.481;0.081;0.516;0.093
ENST00000528196_90_90;0.166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.167;0.167;0.275;0.275;0.083;0.278;0.081;0.128
ENST00000528523_90_90;0.271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.25;0.25;0.025;0.025;0.538;0.091;0.578;0.107
ENST00000528527_90_90;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.172;0.172;0.282;0.282;0.0;0.0;0.0;0.0
ENST00000530338_90_90;0.065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.065;0.065;0.105;0.105;0.0;0.0;0.0;0.0
ENST00000530438_90_90;0.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.533;0.533;0.846;0.846;0.029;0.071;0.028;0.033
ENST00000530580_90_90;0.144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.144;0.144;0.237;0.237;0.089;0.311;0.086;0.144
ENST00000530593_90_90;0.201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.202;0.202;0.326;0.326;0.0;0.0;0.0;0.0
ENST00000530938_90_90;0.092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.093;0.093;0.03;0.03;0.706;0.187;0.658;0.252
ENST00000530959_90_90;0.223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.213;0.213;0.026;0.026;0.631;0.102;0.677;0.122
ENST00000530991_90_90;0.431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.433;0.433;0.691;0.691;0.0;0.0;0.0;0.0
ENST00000531060_90_90;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.111;0.111;0.179;0.179;0.0;0.0;0.0;0.0
ENST00000531093_90_90;0.076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.077;0.077;0.125;0.125;0.122;0.554;0.117;0.257
ENST00000531578_90_90;0.021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.021;0.021;0.033;0.033;0.185;0.474;0.174;1.0
ENST00000532734_90_90;0.274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.276;0.276;0.434;0.434;0.046;0.124;0.045;0.057
ENST00000533016_90_90;0.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.15;0.15;0.027;0.027;0.732;0.115;0.785;0.14
ENST00000533020_90_90;0.286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.287;0.287;0.462;0.462;0.0;0.0;0.0;0.0
ENST00000533225_90_90;0.067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.068;0.068;0.11;0.11;0.126;0.593;0.119;0.275
ENST00000533471_90_90;0.092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.093;0.093;0.03;0.03;0.706;0.187;0.658;0.252
ENST00000533580_90_90;0.207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.199;0.199;0.026;0.026;0.582;0.095;0.625;0.111
ENST00000533681_90_90;0.251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.229;0.229;0.025;0.025;0.581;0.097;0.623;0.115
ENST00000534127_90_90;0.897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.89;0.89;0.525;0.525;0.134;0.042;0.145;0.02
ENST00000534248_90_90;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.18;0.18;0.027;0.027;0.732;0.115;0.786;0.14
ENST00000534278_90_90;0.185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.185;0.185;0.297;0.297;0.0;0.0;0.0;0.0
ENST00000534665_90_90;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.03;0.033;0.033;0.248;0.378;0.232;0.695
ENST00000626808_90_90;0.274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.276;0.276;0.434;0.434;0.046;0.124;0.045;0.057
ENSMUST00000077909_90_90;0.972;0.89;0.077;0.043;0.072;0.05;0.477;0.057;0.19;0.223;0.533;0.058;0.167;0.067;0.113;0.145;0.126;0.234;0.167;0.25;0.172;0.065;0.533;0.144;0.202;0.093;0.213;0.433;0.111;0.077;0.021;0.276;0.15;0.287;0.068;0.093;0.199;0.229;0.89;0.18;0.185;0.03;0.276;;;;;;;;
ENSMUST00000079282_90_90;0.972;0.89;0.077;0.043;0.072;0.05;0.477;0.057;0.19;0.223;0.533;0.058;0.167;0.067;0.113;0.145;0.126;0.234;0.167;0.25;0.172;0.065;0.533;0.144;0.202;0.093;0.213;0.433;0.111;0.077;0.021;0.276;0.15;0.287;0.068;0.093;0.199;0.229;0.89;0.18;0.185;0.03;0.276;;;;;;;;
ENSMUST00000084738_90_90;0.605;0.525;0.031;0.033;0.121;0.08;0.756;0.093;0.027;0.026;0.846;0.032;0.027;0.031;0.029;0.238;0.029;0.024;0.275;0.025;0.282;0.105;0.846;0.237;0.326;0.03;0.026;0.691;0.179;0.125;0.033;0.434;0.027;0.462;0.11;0.03;0.026;0.025;0.525;0.027;0.297;0.033;0.434;;;;;;;;
ENSMUST00000168005_90_90;0.605;0.525;0.031;0.033;0.121;0.08;0.756;0.093;0.027;0.026;0.846;0.032;0.027;0.031;0.029;0.238;0.029;0.024;0.275;0.025;0.282;0.105;0.846;0.237;0.326;0.03;0.026;0.691;0.179;0.125;0.033;0.434;0.027;0.462;0.11;0.03;0.026;0.025;0.525;0.027;0.297;0.033;0.434;;;;;;;;
ENSMUST00000207394_90_90;0.135;0.134;0.573;0.347;0.0;0.0;0.0;0.13;0.707;0.611;0.029;0.457;0.793;0.507;0.802;0.088;0.904;0.481;0.083;0.538;0.0;0.0;0.029;0.089;0.0;0.706;0.631;0.0;0.0;0.122;0.185;0.046;0.732;0.0;0.126;0.706;0.582;0.581;0.134;0.732;0.0;0.248;0.046;;;;;;;;
ENSMUST00000207745_90_90;0.043;0.042;0.219;0.307;0.0;0.0;0.0;0.662;0.113;0.1;0.071;0.256;0.123;0.238;0.16;0.307;0.145;0.081;0.278;0.091;0.0;0.0;0.071;0.311;0.0;0.187;0.102;0.0;0.0;0.554;0.474;0.124;0.115;0.0;0.593;0.187;0.095;0.097;0.042;0.115;0.0;0.378;0.124;;;;;;;;
ENSMUST00000208583_90_90;0.146;0.145;0.534;0.323;0.0;0.0;0.0;0.124;0.759;0.655;0.028;0.425;0.852;0.473;0.75;0.085;0.846;0.516;0.081;0.578;0.0;0.0;0.028;0.086;0.0;0.658;0.677;0.0;0.0;0.117;0.174;0.045;0.785;0.0;0.119;0.658;0.625;0.623;0.145;0.786;0.0;0.232;0.045;;;;;;;;
ENSMUST00000208734_90_90;0.021;0.02;0.316;0.5;0.0;0.0;0.0;0.309;0.137;0.119;0.033;0.38;0.153;0.35;0.21;0.143;0.186;0.093;0.128;0.107;0.0;0.0;0.033;0.144;0.0;0.252;0.122;0.0;0.0;0.257;1.0;0.057;0.14;0.0;0.275;0.252;0.111;0.115;0.02;0.14;0.0;0.695;0.057;;;;;;;;
