;ENSCAFT00000002168_90_90;ENSCAFT00000045695_90_90;ENSCAFT00000013241_90_90;ENSCAFT00000019370_90_90;ENST00000253363_90_90;ENST00000338163_90_90;ENST00000361162_90_90;ENST00000374038_90_90;ENST00000397370_90_90;ENST00000403542_90_90;ENST00000412738_90_90;ENST00000416108_90_90;ENST00000416529_90_90;ENST00000425184_90_90;ENST00000426951_90_90;ENST00000429968_90_90;ENST00000433027_90_90;ENST00000434927_90_90;ENST00000444878_90_90;ENST00000448303_90_90;ENST00000449489_90_90;ENST00000453310_90_90;ENST00000455343_90_90;ENST00000476806_90_90;ENST00000490484_90_90;ENST00000528062_90_90;ENST00000615771_90_90;ENST00000369086_90_90;ENST00000369093_90_90;ENST00000412524_90_90;ENST00000436547_90_90;ENST00000479729_90_90;ENST00000497671_90_90;ENST00000313352_90_90;ENST00000349157_90_90;ENST00000453551_90_90;ENST00000456095_90_90;ENST00000526459_90_90;ENST00000526683_90_90;ENST00000527197_90_90;ENST00000527744_90_90;ENST00000529999_90_90;ENST00000531897_90_90;ENST00000532884_90_90;ENST00000533162_90_90;ENSMUST00000002599_90_90;ENSMUST00000100527_90_90;ENSMUST00000029149_90_90;ENSMUST00000109584_90_90;ENSMUST00000109587_90_90;ENSMUST00000126992_90_90;ENSMUST00000137566_90_90;ENSMUST00000142071_90_90;ENSMUST00000146288_90_90;ENSMUST00000146297_90_90;ENSMUST00000146549_90_90;ENSMUST00000147098_90_90;ENSMUST00000148794_90_90;ENSMUST00000152919_90_90;ENSMUST00000153514_90_90;ENSMUST00000154677_90_90;ENSMUST00000155837_90_90;ENSMUST00000033135_90_90;ENSMUST00000106226_90_90;ENSMUST00000106228_90_90;ENSMUST00000123666_90_90;ENSMUST00000133089_90_90;ENSMUST00000133444_90_90;ENSMUST00000141126_90_90;ENSMUST00000165023_90_90;ENSMUST00000205278_90_90;ENSMUST00000205835_90_90
ENST00000416529_90_90;0.0;0.003;0.071;0.0;0.03;0.036;0.03;0.061;0.121;0.2;0.2;0.2;1.0;0.0;0.033;0.185;0.202;0.071;0.2;0.0;0.2;0.2;0.2;0.0;0.0;0.031;0.0;0.14;0.122;0.102;0.08;0.233;0.196;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.074;0.078;0.0;0.083;0.002;0.002;0.03;0.205;0.03;0.053;0.2;0.037;0.085;0.03;0.2;0.202;0.0;0.2;0.185;1.0;0.2;0.08;0.122;0.047;0.196;0.0;0.0;0.0;0.08;0.284;0.122
ENST00000425184_90_90;0.014;0.001;0.033;0.003;0.0;0.0;0.0;0.0;0.0;0.575;0.575;0.575;0.0;1.0;0.0;0.0;0.0;0.0;0.575;0.0;0.575;0.575;0.575;0.0;0.0;0.0;0.0;0.0;0.038;0.0;0.04;0.07;0.107;0.0;0.014;0.0;0.015;0.024;0.014;0.015;0.019;0.0;0.0;0.0;0.0;0.015;0.015;0.0;0.0;0.0;0.0;0.575;0.0;0.0;0.0;0.575;0.0;0.0;0.575;0.0;0.0;0.575;0.04;0.038;0.0;0.107;0.0;0.0;0.0;0.04;0.094;0.134
ENST00000426951_90_90;0.051;0.054;0.15;0.038;0.162;0.203;0.163;0.37;0.134;0.039;0.039;0.039;0.033;0.0;1.0;0.192;0.206;0.442;0.039;0.0;0.039;0.039;0.039;0.0;0.0;0.169;0.0;0.108;0.202;0.083;0.211;0.043;0.082;0.05;0.047;0.048;0.047;0.073;0.046;0.048;0.07;0.146;0.153;0.194;0.124;0.056;0.054;0.114;0.039;0.113;0.21;0.039;0.142;0.348;0.114;0.039;0.039;0.0;0.039;0.036;0.033;0.039;0.211;0.202;0.235;0.082;0.0;0.497;0.239;0.211;0.08;0.0
ENST00000429968_90_90;0.02;0.024;0.069;0.019;0.062;0.077;0.063;0.137;0.311;0.243;0.243;0.243;0.185;0.0;0.192;1.0;0.643;0.163;0.243;0.0;0.243;0.243;0.243;0.0;0.0;0.065;0.0;0.145;0.086;0.125;0.09;0.293;0.133;0.02;0.02;0.019;0.019;0.03;0.019;0.019;0.029;0.097;0.102;0.034;0.11;0.025;0.024;0.031;0.25;0.03;0.056;0.243;0.038;0.091;0.031;0.243;0.246;0.0;0.243;0.476;0.185;0.243;0.09;0.086;0.085;0.133;0.0;0.0;0.048;0.09;0.098;0.031
ENST00000433027_90_90;0.01;0.015;0.06;0.0;0.063;0.079;0.064;0.142;0.336;0.274;0.274;0.274;0.202;0.0;0.206;0.643;1.0;0.169;0.274;0.0;0.274;0.274;0.274;0.0;0.0;0.066;0.0;0.216;0.066;0.147;0.069;0.34;0.181;0.0;0.01;0.0;0.0;0.014;0.01;0.0;0.014;0.079;0.083;0.0;0.09;0.016;0.015;0.031;0.283;0.031;0.057;0.274;0.039;0.096;0.031;0.274;0.279;0.0;0.274;0.246;0.202;0.274;0.069;0.066;0.062;0.181;0.0;0.0;0.0;0.069;0.14;0.033
ENST00000434927_90_90;0.061;0.064;0.137;0.05;0.365;0.458;0.37;0.828;0.132;0.078;0.078;0.078;0.071;0.0;0.442;0.163;0.169;1.0;0.078;0.142;0.078;0.078;0.078;0.0;0.102;0.324;0.0;0.064;0.171;0.054;0.177;0.083;0.069;0.061;0.058;0.059;0.058;0.083;0.057;0.059;0.081;0.108;0.112;0.179;0.09;0.065;0.064;0.162;0.079;0.16;0.272;0.078;0.197;0.275;0.162;0.078;0.079;0.051;0.078;0.076;0.071;0.078;0.177;0.171;0.181;0.069;0.0;0.273;0.172;0.177;0.053;0.016
ENST00000444878_90_90;0.013;0.001;0.052;0.003;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.049;0.0;0.051;0.427;0.129;0.0;0.014;0.0;0.014;0.023;0.014;0.015;0.018;0.0;0.0;0.0;0.0;0.015;0.015;0.031;0.279;0.031;0.057;1.0;0.039;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.051;0.049;0.0;0.129;0.0;0.0;0.0;0.051;0.084;0.157
ENST00000448303_90_90;0.152;0.149;0.0;0.126;0.634;0.508;0.623;0.227;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.142;0.0;1.0;0.0;0.0;0.0;0.139;0.487;0.661;0.344;0.0;0.0;0.0;0.0;0.0;0.0;0.161;0.152;0.158;0.155;0.035;0.149;0.158;0.034;0.0;0.0;0.103;0.0;0.151;0.148;0.252;0.0;0.25;0.077;0.0;0.178;0.0;0.252;0.0;0.0;0.325;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000449489_90_90;0.013;0.001;0.052;0.003;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.049;0.0;0.051;0.427;0.129;0.0;0.014;0.0;0.014;0.023;0.014;0.015;0.018;0.0;0.0;0.0;0.0;0.015;0.015;0.031;0.279;0.031;0.057;1.0;0.039;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.051;0.049;0.0;0.129;0.0;0.0;0.0;0.051;0.084;0.157
ENST00000453310_90_90;0.013;0.001;0.052;0.003;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.049;0.0;0.051;0.427;0.129;0.0;0.014;0.0;0.014;0.023;0.014;0.015;0.018;0.0;0.0;0.0;0.0;0.015;0.015;0.031;0.279;0.031;0.057;1.0;0.039;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.051;0.049;0.0;0.129;0.0;0.0;0.0;0.051;0.084;0.157
ENST00000455343_90_90;0.013;0.001;0.052;0.003;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.049;0.0;0.051;0.427;0.129;0.0;0.014;0.0;0.014;0.023;0.014;0.015;0.018;0.0;0.0;0.0;0.0;0.015;0.015;0.031;0.279;0.031;0.057;1.0;0.039;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.051;0.049;0.0;0.129;0.0;0.0;0.0;0.051;0.084;0.157
ENST00000476806_90_90;0.05;0.049;0.0;0.042;0.089;0.111;0.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.139;0.0;0.0;0.0;1.0;0.079;0.093;0.279;0.0;0.0;0.0;0.0;0.0;0.0;0.054;0.05;0.052;0.051;0.0;0.049;0.053;0.0;0.0;0.0;0.078;0.0;0.05;0.048;0.078;0.0;0.077;0.0;0.0;0.098;0.0;0.078;0.0;0.0;0.129;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000490484_90_90;0.08;0.078;0.0;0.045;0.377;0.466;0.381;0.201;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.102;0.0;0.487;0.0;0.0;0.0;0.079;1.0;0.393;0.436;0.0;0.0;0.0;0.0;0.0;0.0;0.085;0.08;0.083;0.081;0.057;0.078;0.083;0.051;0.0;0.0;0.127;0.0;0.08;0.078;0.173;0.0;0.172;0.078;0.0;0.208;0.0;0.173;0.0;0.0;0.198;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000528062_90_90;0.215;0.215;0.092;0.168;0.958;0.7;0.947;0.396;0.059;0.032;0.032;0.032;0.031;0.0;0.169;0.065;0.066;0.324;0.032;0.661;0.032;0.032;0.032;0.093;0.393;1.0;0.287;0.029;0.105;0.027;0.107;0.033;0.034;0.223;0.213;0.219;0.215;0.083;0.209;0.219;0.077;0.061;0.062;0.194;0.049;0.219;0.215;0.445;0.032;0.442;0.185;0.032;0.302;0.128;0.445;0.032;0.032;0.246;0.032;0.032;0.031;0.032;0.107;0.105;0.106;0.034;0.0;0.117;0.094;0.107;0.026;0.008
ENST00000615771_90_90;0.08;0.078;0.0;0.053;0.276;0.344;0.279;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.344;0.0;0.0;0.0;0.279;0.436;0.287;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.085;0.08;0.083;0.081;0.043;0.078;0.083;0.036;0.0;0.0;0.136;0.0;0.079;0.077;0.16;0.0;0.166;0.036;0.0;0.196;0.0;0.16;0.0;0.0;0.193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000369086_90_90;0.048;0.059;0.121;0.007;0.028;0.034;0.028;0.056;0.28;0.0;0.0;0.0;0.14;0.0;0.108;0.145;0.216;0.064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.029;0.0;1.0;0.216;0.637;0.226;0.0;0.626;0.0;0.046;0.0;0.0;0.07;0.045;0.0;0.068;0.203;0.214;0.0;0.23;0.053;0.052;0.017;0.092;0.017;0.03;0.0;0.021;0.045;0.017;0.0;0.091;0.0;0.0;0.085;0.14;0.0;0.226;0.216;0.252;0.626;0.325;0.0;0.0;0.226;0.603;0.021
ENST00000369093_90_90;0.231;0.23;0.451;0.159;0.102;0.117;0.103;0.159;0.099;0.049;0.049;0.049;0.122;0.038;0.202;0.086;0.066;0.171;0.049;0.0;0.049;0.049;0.049;0.0;0.0;0.105;0.0;0.216;1.0;0.338;0.957;0.026;0.307;0.186;0.229;0.184;0.191;0.32;0.226;0.193;0.315;0.437;0.404;0.234;0.316;0.237;0.233;0.182;0.036;0.181;0.267;0.049;0.212;0.278;0.182;0.049;0.036;0.031;0.049;0.069;0.122;0.049;0.953;0.997;0.854;0.307;0.077;0.257;0.62;0.953;0.319;0.203
ENST00000412524_90_90;0.109;0.121;0.201;0.049;0.026;0.031;0.026;0.048;0.209;0.0;0.0;0.0;0.102;0.0;0.083;0.125;0.147;0.054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.027;0.0;0.637;0.338;1.0;0.354;0.0;0.463;0.063;0.107;0.063;0.062;0.165;0.106;0.062;0.162;0.322;0.339;0.047;0.369;0.114;0.113;0.016;0.064;0.016;0.026;0.0;0.019;0.037;0.016;0.0;0.064;0.0;0.0;0.082;0.102;0.0;0.354;0.338;0.395;0.463;0.217;0.0;0.121;0.354;0.45;0.017
ENST00000436547_90_90;0.237;0.235;0.434;0.163;0.105;0.12;0.105;0.164;0.103;0.051;0.051;0.051;0.08;0.04;0.211;0.09;0.069;0.177;0.051;0.0;0.051;0.051;0.051;0.0;0.0;0.107;0.0;0.226;0.957;0.354;1.0;0.027;0.32;0.191;0.235;0.188;0.195;0.331;0.231;0.198;0.325;0.409;0.376;0.241;0.288;0.242;0.238;0.187;0.038;0.185;0.276;0.051;0.218;0.29;0.187;0.051;0.038;0.032;0.051;0.072;0.08;0.051;0.996;0.953;0.893;0.32;0.08;0.268;0.648;0.996;0.277;0.212
ENST00000479729_90_90;0.002;0.0;0.028;0.0;0.031;0.039;0.032;0.07;0.16;0.427;0.427;0.427;0.233;0.07;0.043;0.293;0.34;0.083;0.427;0.0;0.427;0.427;0.427;0.0;0.0;0.033;0.0;0.0;0.026;0.0;0.027;1.0;0.07;0.0;0.002;0.0;0.002;0.004;0.002;0.002;0.0;0.0;0.0;0.0;0.0;0.002;0.002;0.032;0.347;0.031;0.06;0.427;0.04;0.102;0.032;0.427;0.34;0.0;0.427;0.293;0.233;0.427;0.027;0.026;0.0;0.07;0.0;0.0;0.0;0.027;0.0;0.086
ENST00000497671_90_90;0.068;0.068;0.193;0.009;0.033;0.04;0.033;0.062;0.309;0.129;0.129;0.129;0.196;0.107;0.082;0.133;0.181;0.069;0.129;0.0;0.129;0.129;0.129;0.0;0.0;0.034;0.0;0.626;0.307;0.463;0.32;0.07;1.0;0.001;0.066;0.001;0.02;0.098;0.064;0.02;0.095;0.2;0.21;0.0;0.223;0.074;0.072;0.033;0.141;0.033;0.055;0.129;0.04;0.079;0.033;0.129;0.15;0.0;0.129;0.133;0.196;0.129;0.32;0.307;0.219;1.0;0.213;0.0;0.0;0.32;0.809;0.216
ENST00000313352_90_90;0.912;0.884;0.203;0.64;0.227;0.15;0.224;0.074;0.047;0.0;0.0;0.0;0.0;0.0;0.05;0.02;0.0;0.061;0.0;0.161;0.0;0.0;0.0;0.054;0.085;0.223;0.085;0.0;0.186;0.063;0.191;0.0;0.001;1.0;0.921;0.967;0.942;0.506;0.893;0.973;0.494;0.316;0.29;0.435;0.22;0.905;0.878;0.433;0.008;0.434;0.239;0.0;0.359;0.121;0.433;0.0;0.008;0.32;0.0;0.02;0.0;0.0;0.19;0.185;0.2;0.001;0.0;0.078;0.227;0.19;0.001;0.047
ENST00000349157_90_90;0.99;0.933;0.251;0.604;0.217;0.143;0.214;0.071;0.095;0.014;0.014;0.014;0.0;0.014;0.047;0.02;0.01;0.058;0.014;0.152;0.014;0.014;0.014;0.05;0.08;0.213;0.08;0.046;0.229;0.107;0.235;0.002;0.066;0.921;1.0;0.893;0.918;0.582;0.97;0.946;0.564;0.371;0.345;0.403;0.275;0.975;0.946;0.44;0.037;0.441;0.254;0.014;0.369;0.142;0.44;0.014;0.039;0.299;0.014;0.048;0.0;0.014;0.234;0.228;0.235;0.066;0.037;0.073;0.212;0.234;0.065;0.055
ENST00000453551_90_90;0.884;0.915;0.222;0.664;0.223;0.147;0.219;0.072;0.046;0.0;0.0;0.0;0.0;0.0;0.048;0.019;0.0;0.059;0.0;0.158;0.0;0.0;0.0;0.052;0.083;0.219;0.083;0.0;0.184;0.063;0.188;0.0;0.001;0.967;0.893;1.0;0.974;0.491;0.923;0.942;0.524;0.307;0.281;0.422;0.249;0.878;0.908;0.423;0.008;0.424;0.233;0.0;0.351;0.118;0.423;0.0;0.008;0.312;0.0;0.019;0.0;0.0;0.187;0.183;0.197;0.001;0.002;0.076;0.221;0.187;0.001;0.045
ENST00000456095_90_90;0.908;0.912;0.237;0.649;0.219;0.145;0.216;0.071;0.055;0.014;0.014;0.014;0.0;0.015;0.047;0.019;0.0;0.058;0.014;0.155;0.014;0.014;0.014;0.051;0.081;0.215;0.081;0.0;0.191;0.062;0.195;0.002;0.02;0.942;0.918;0.974;1.0;0.515;0.948;0.968;0.546;0.313;0.288;0.411;0.256;0.903;0.933;0.425;0.017;0.426;0.237;0.014;0.353;0.124;0.425;0.014;0.018;0.305;0.014;0.028;0.0;0.014;0.194;0.19;0.193;0.02;0.002;0.074;0.216;0.194;0.019;0.056
ENST00000526459_90_90;0.574;0.536;0.336;0.369;0.09;0.104;0.091;0.1;0.151;0.023;0.023;0.023;0.0;0.024;0.073;0.03;0.014;0.083;0.023;0.035;0.023;0.023;0.023;0.0;0.057;0.083;0.043;0.07;0.32;0.165;0.331;0.004;0.098;0.506;0.582;0.491;0.515;1.0;0.564;0.531;0.938;0.589;0.547;0.389;0.429;0.564;0.547;0.27;0.061;0.268;0.384;0.023;0.323;0.222;0.27;0.023;0.064;0.157;0.023;0.079;0.0;0.023;0.329;0.319;0.337;0.098;0.06;0.114;0.321;0.329;0.096;0.085
ENST00000526683_90_90;0.96;0.963;0.271;0.627;0.213;0.141;0.21;0.069;0.092;0.014;0.014;0.014;0.0;0.014;0.046;0.019;0.01;0.057;0.014;0.149;0.014;0.014;0.014;0.049;0.078;0.209;0.078;0.045;0.226;0.106;0.231;0.002;0.064;0.893;0.97;0.923;0.948;0.564;1.0;0.918;0.595;0.361;0.336;0.391;0.304;0.946;0.976;0.43;0.036;0.431;0.248;0.014;0.36;0.139;0.43;0.014;0.038;0.292;0.014;0.047;0.0;0.014;0.23;0.225;0.231;0.064;0.038;0.071;0.207;0.23;0.063;0.053
ENST00000527197_90_90;0.936;0.882;0.218;0.626;0.224;0.148;0.22;0.072;0.057;0.015;0.015;0.015;0.0;0.015;0.048;0.019;0.0;0.059;0.015;0.158;0.015;0.015;0.015;0.053;0.083;0.219;0.083;0.0;0.193;0.062;0.198;0.002;0.02;0.973;0.946;0.942;0.968;0.531;0.918;1.0;0.515;0.322;0.296;0.424;0.227;0.931;0.903;0.435;0.017;0.436;0.243;0.015;0.362;0.128;0.435;0.015;0.019;0.313;0.015;0.029;0.0;0.015;0.197;0.192;0.196;0.02;0.0;0.077;0.222;0.197;0.02;0.057
