;ENSCAFT00000024611_90_90;ENST00000312358_90_90;ENST00000396686_90_90;ENST00000396688_90_90;ENST00000396689_90_90;ENST00000396698_90_90;ENST00000403148_90_90;ENST00000409595_90_90;ENST00000412982_90_90;ENST00000420132_90_90;ENST00000431523_90_90;ENST00000435853_90_90;ENST00000451076_90_90;ENST00000452101_90_90;ENST00000617028_90_90;ENSMUST00000087122_90_90;ENSMUST00000113587_90_90;ENSMUST00000113588_90_90;ENSMUST00000113589_90_90;ENSMUST00000113590_90_90;ENSMUST00000122266_90_90;ENSMUST00000125306_90_90;ENSMUST00000132228_90_90;ENSMUST00000137868_90_90;ENSMUST00000148515_90_90
ENSMUST00000087122_90_90;0.44;0.841;0.024;0.024;0.024;0.521;0.0;0.049;0.023;0.0;0.255;0.17;0.171;0.058;0.0;1.0;0.024;0.024;0.024;0.583;0.024;0.056;0.171;0.714;0.288
ENSMUST00000113587_90_90;0.015;0.024;1.0;1.0;1.0;0.062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.024;1.0;1.0;1.0;0.057;1.0;0.0;0.0;0.031;0.0
ENSMUST00000113588_90_90;0.015;0.024;1.0;1.0;1.0;0.062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.024;1.0;1.0;1.0;0.057;1.0;0.0;0.0;0.031;0.0
ENSMUST00000113589_90_90;0.015;0.024;1.0;1.0;1.0;0.062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.024;1.0;1.0;1.0;0.057;1.0;0.0;0.0;0.031;0.0
ENSMUST00000113590_90_90;0.378;0.5;0.057;0.057;0.057;0.914;0.125;0.057;0.0;0.125;0.487;0.273;0.2;0.225;0.0;0.583;0.057;0.057;0.057;1.0;0.057;0.214;0.2;0.435;0.525
ENSMUST00000122266_90_90;0.015;0.024;1.0;1.0;1.0;0.062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.024;1.0;1.0;1.0;0.057;1.0;0.0;0.0;0.031;0.0
ENSMUST00000125306_90_90;0.203;0.057;0.0;0.0;0.0;0.231;0.4;0.0;0.0;0.4;0.345;0.233;0.045;0.5;0.0;0.056;0.0;0.0;0.0;0.214;0.0;1.0;0.045;0.0;0.5
ENSMUST00000132228_90_90;0.104;0.175;0.0;0.0;0.0;0.219;0.0;0.286;0.0;0.0;0.111;0.12;0.273;0.05;0.0;0.171;0.0;0.0;0.0;0.2;0.0;0.045;1.0;0.056;0.1
ENSMUST00000137868_90_90;0.342;0.614;0.031;0.031;0.031;0.37;0.0;0.031;0.03;0.0;0.149;0.061;0.056;0.0;0.0;0.714;0.031;0.031;0.031;0.435;0.031;0.0;0.056;1.0;0.188
ENSMUST00000148515_90_90;0.292;0.245;0.0;0.0;0.0;0.487;0.216;0.0;0.0;0.216;0.69;0.382;0.179;0.333;0.0;0.288;0.0;0.0;0.0;0.525;0.0;0.5;0.1;0.188;1.0
