;ENSCAFT00000022395_90_90;ENST00000319481_90_90;ENST00000357041_90_90;ENST00000399441_90_90;ENST00000399443_90_90;ENST00000578013_90_90;ENST00000578055_90_90;ENST00000578091_90_90;ENST00000579851_90_90;ENST00000582645_90_90;ENST00000584119_90_90;ENST00000638614_90_90;ENSMUST00000074352_90_90;ENSMUST00000117361_90_90;ENSMUST00000118313_90_90;ENSMUST00000119043_90_90;ENSMUST00000119512_90_90;ENSMUST00000121774_90_90;ENSMUST00000121808_90_90;ENSMUST00000121888_90_90;ENSMUST00000122175_90_90;ENSMUST00000124570_90_90;ENSMUST00000143077_90_90;ENSMUST00000147197_90_90;ENSMUST00000155650_90_90
ENST00000638614_90_90;0.079;0.079;0.13;0.0;0.231;0.0;0.333;0.0;0.0;0.0;0.0;1.0;0.094;0.231;0.231;0.231;0.176;0.091;0.231;0.231;0.0;0.0;0.273;0.0;0.231
ENSMUST00000074352_90_90;0.6;0.391;0.256;0.333;0.3;0.103;0.167;0.1;0.033;0.138;0.0;0.094;1.0;0.345;0.345;0.345;0.483;0.207;0.345;0.345;0.433;0.034;0.276;0.103;0.3
ENSMUST00000117361_90_90;0.286;0.25;0.429;0.0;0.818;0.3;0.455;0.0;0.0;0.0;0.0;0.231;0.345;1.0;1.0;1.0;0.714;0.6;1.0;1.0;0.0;0.1;0.8;0.0;0.429
ENSMUST00000118313_90_90;0.286;0.25;0.429;0.0;0.818;0.3;0.455;0.0;0.0;0.0;0.0;0.231;0.345;1.0;1.0;1.0;0.714;0.6;1.0;1.0;0.0;0.1;0.8;0.0;0.429
ENSMUST00000119043_90_90;0.286;0.25;0.429;0.0;0.818;0.3;0.455;0.0;0.0;0.0;0.0;0.231;0.345;1.0;1.0;1.0;0.714;0.6;1.0;1.0;0.0;0.1;0.8;0.0;0.429
ENSMUST00000119512_90_90;0.324;0.256;0.417;0.0;0.6;0.214;0.333;0.0;0.0;0.0;0.0;0.176;0.483;0.714;0.714;0.714;1.0;0.429;0.714;0.714;0.0;0.071;0.571;0.0;0.6
ENSMUST00000121774_90_90;0.171;0.171;0.3;0.0;0.6;0.5;0.2;0.0;0.0;0.0;0.0;0.091;0.207;0.6;0.6;0.6;0.429;1.0;0.6;0.6;0.0;0.0;0.4;0.0;0.143
ENSMUST00000121808_90_90;0.286;0.25;0.429;0.0;0.818;0.3;0.455;0.0;0.0;0.0;0.0;0.231;0.345;1.0;1.0;1.0;0.714;0.6;1.0;1.0;0.0;0.1;0.8;0.0;0.429
ENSMUST00000121888_90_90;0.286;0.25;0.429;0.0;0.818;0.3;0.455;0.0;0.0;0.0;0.0;0.231;0.345;1.0;1.0;1.0;0.714;0.6;1.0;1.0;0.0;0.1;0.8;0.0;0.429
ENSMUST00000122175_90_90;0.324;0.195;0.0;0.667;0.0;0.0;0.0;0.2;0.067;0.286;0.0;0.0;0.433;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.214;0.0
ENSMUST00000124570_90_90;0.029;0.029;0.05;0.0;0.1;0.0;0.167;0.0;0.0;0.0;0.0;0.0;0.034;0.1;0.1;0.1;0.071;0.0;0.1;0.1;0.0;1.0;0.125;0.0;0.1
ENSMUST00000143077_90_90;0.229;0.194;0.333;0.0;0.636;0.1;0.4;0.0;0.0;0.0;0.0;0.273;0.276;0.8;0.8;0.8;0.571;0.4;0.8;0.8;0.0;0.125;1.0;0.0;0.5
ENSMUST00000147197_90_90;0.086;0.086;0.0;0.273;0.0;0.0;0.0;0.4;0.25;0.4;0.0;0.0;0.103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.214;0.0;0.0;1.0;0.0
ENSMUST00000155650_90_90;0.216;0.184;0.25;0.0;0.333;0.0;0.333;0.0;0.0;0.0;0.0;0.231;0.3;0.429;0.429;0.429;0.6;0.143;0.429;0.429;0.0;0.1;0.5;0.0;1.0
