;transcript10_ENSHGLG00100003156;transcript17_ENSHGLG00100003156;transcript20_ENSHGLG00100003156;transcript13_ENSHGLG00000019563;transcript17_ENSHGLG00000019563;transcript25_ENSHGLG00000019563;transcript26_ENSHGLG00000019563;transcript27_ENSHGLG00000019563;transcript0_ENSHGLG00100006079;transcript13_ENSHGLG00100006079;transcript20_ENSHGLG00100006079;transcript21_ENSHGLG00100006079;transcript22_ENSHGLG00100006079;transcript0_ENSMUNG00000002391;transcript21_ENSMUNG00000002391;transcript22_ENSMUNG00000002391;transcript8_ENSAPOG00000016134;transcript10_ENSAPOG00000016134;transcript12_ENSAPOG00000016134;transcript17_ENSAPOG00000016134;transcript20_ENSAPOG00000016134;transcript7_ENSAPOG00000023408;transcript12_ENSAPOG00000023408;transcript22_ENSAPOG00000023408;transcript23_ENSAPOG00000023408;transcript24_ENSAPOG00000023408;transcript0_ENSPNYG00000024266;transcript0_ENSXMAG00000026005
transcript20_ENSHGLG00100006079;0.901;0.901;0.968;0.968;0.901;0.968;0.511;0.913;0.79;1.0;1.0;1.0;0.722;0.766;0.956;0.7;0.681;0.812;0.746;0.803;0.758;0.811;0.746;0.649;0.798;0.78;0.668;0.668
transcript21_ENSHGLG00100006079;0.901;0.901;0.968;0.968;0.901;0.968;0.511;0.913;0.79;1.0;1.0;1.0;0.722;0.766;0.956;0.7;0.681;0.812;0.746;0.803;0.758;0.811;0.746;0.649;0.798;0.78;0.668;0.668
transcript22_ENSHGLG00100006079;0.749;0.749;0.7;0.7;0.749;0.7;0.243;0.635;0.569;0.722;0.722;0.722;1.0;0.566;0.708;0.942;0.505;0.637;0.554;0.637;0.563;0.603;0.554;0.804;0.588;0.622;0.494;0.494
transcript0_ENSMUNG00000002391;0.757;0.757;0.794;0.794;0.757;0.794;0.434;0.696;0.938;0.766;0.766;0.766;0.566;1.0;0.804;0.595;0.644;0.673;0.687;0.666;0.697;0.73;0.687;0.546;0.702;0.71;0.633;0.633
transcript21_ENSMUNG00000002391;0.946;0.946;0.988;0.988;0.946;0.988;0.53;0.872;0.756;0.956;0.956;0.956;0.708;0.804;1.0;0.741;0.699;0.834;0.765;0.825;0.777;0.831;0.765;0.672;0.817;0.807;0.684;0.684
transcript22_ENSMUNG00000002391;0.784;0.784;0.732;0.732;0.784;0.732;0.275;0.616;0.551;0.7;0.7;0.7;0.942;0.595;0.741;1.0;0.518;0.652;0.568;0.652;0.577;0.617;0.568;0.821;0.602;0.637;0.508;0.508
transcript8_ENSAPOG00000016134;0.657;0.657;0.7;0.7;0.657;0.7;0.403;0.617;0.613;0.681;0.681;0.681;0.505;0.644;0.699;0.518;1.0;0.647;0.918;0.641;0.903;0.852;0.918;0.516;0.822;0.822;0.978;0.978
transcript10_ENSAPOG00000016134;0.81;0.81;0.825;0.825;0.81;0.825;0.461;0.75;0.645;0.812;0.812;0.812;0.637;0.673;0.834;0.652;0.647;1.0;0.711;0.988;0.723;0.774;0.711;0.78;0.76;0.79;0.634;0.634
transcript12_ENSAPOG00000016134;0.721;0.721;0.765;0.765;0.721;0.765;0.434;0.678;0.655;0.746;0.746;0.746;0.554;0.687;0.765;0.568;0.918;0.711;1.0;0.704;0.984;0.924;1.0;0.565;0.893;0.892;0.899;0.899
transcript17_ENSAPOG00000016134;0.802;0.802;0.817;0.817;0.802;0.817;0.453;0.742;0.639;0.803;0.803;0.803;0.637;0.666;0.825;0.652;0.641;0.988;0.704;1.0;0.715;0.766;0.704;0.78;0.752;0.782;0.627;0.627
transcript20_ENSAPOG00000016134;0.733;0.733;0.777;0.777;0.733;0.777;0.442;0.689;0.663;0.758;0.758;0.758;0.563;0.697;0.777;0.577;0.903;0.723;0.984;0.715;1.0;0.94;0.984;0.574;0.907;0.907;0.885;0.885
transcript7_ENSAPOG00000023408;0.784;0.784;0.831;0.831;0.784;0.831;0.469;0.738;0.695;0.811;0.811;0.811;0.603;0.73;0.831;0.617;0.852;0.774;0.924;0.766;0.94;1.0;0.924;0.614;0.966;0.966;0.834;0.834
transcript12_ENSAPOG00000023408;0.721;0.721;0.765;0.765;0.721;0.765;0.434;0.678;0.655;0.746;0.746;0.746;0.554;0.687;0.765;0.568;0.918;0.711;1.0;0.704;0.984;0.924;1.0;0.565;0.893;0.892;0.899;0.899
transcript22_ENSAPOG00000023408;0.68;0.68;0.664;0.664;0.68;0.664;0.288;0.585;0.519;0.649;0.649;0.649;0.804;0.546;0.672;0.821;0.516;0.78;0.565;0.78;0.574;0.614;0.565;1.0;0.599;0.635;0.504;0.504
transcript23_ENSAPOG00000023408;0.77;0.77;0.818;0.818;0.77;0.818;0.453;0.724;0.668;0.798;0.798;0.798;0.588;0.702;0.817;0.602;0.822;0.76;0.893;0.752;0.907;0.966;0.893;0.599;1.0;0.932;0.804;0.804
transcript24_ENSAPOG00000023408;0.793;0.793;0.799;0.799;0.793;0.799;0.436;0.706;0.667;0.78;0.78;0.78;0.622;0.71;0.807;0.637;0.822;0.79;0.892;0.782;0.907;0.966;0.892;0.635;0.932;1.0;0.804;0.804
transcript0_ENSPNYG00000024266;0.643;0.643;0.686;0.686;0.643;0.686;0.395;0.605;0.603;0.668;0.668;0.668;0.494;0.633;0.684;0.508;0.978;0.634;0.899;0.627;0.885;0.834;0.899;0.504;0.804;0.804;1.0;1.0
transcript0_ENSXMAG00000026005;0.643;0.643;0.686;0.686;0.643;0.686;0.395;0.605;0.603;0.668;0.668;0.668;0.494;0.633;0.684;0.508;0.978;0.634;0.899;0.627;0.885;0.834;0.899;0.504;0.804;0.804;1.0;1.0
