;ENSCAFT00000002168_90_90;ENSCAFT00000045695_90_90;ENSCAFT00000013241_90_90;ENSCAFT00000019370_90_90;ENST00000253363_90_90;ENST00000338163_90_90;ENST00000361162_90_90;ENST00000374038_90_90;ENST00000397370_90_90;ENST00000403542_90_90;ENST00000412738_90_90;ENST00000416108_90_90;ENST00000416529_90_90;ENST00000425184_90_90;ENST00000426951_90_90;ENST00000429968_90_90;ENST00000433027_90_90;ENST00000434927_90_90;ENST00000444878_90_90;ENST00000448303_90_90;ENST00000449489_90_90;ENST00000453310_90_90;ENST00000455343_90_90;ENST00000476806_90_90;ENST00000490484_90_90;ENST00000528062_90_90;ENST00000615771_90_90;ENST00000369086_90_90;ENST00000369093_90_90;ENST00000412524_90_90;ENST00000436547_90_90;ENST00000479729_90_90;ENST00000497671_90_90;ENST00000313352_90_90;ENST00000349157_90_90;ENST00000453551_90_90;ENST00000456095_90_90;ENST00000526459_90_90;ENST00000526683_90_90;ENST00000527197_90_90;ENST00000527744_90_90;ENST00000529999_90_90;ENST00000531897_90_90;ENST00000532884_90_90;ENST00000533162_90_90;ENSMUST00000002599_90_90;ENSMUST00000100527_90_90;ENSMUST00000029149_90_90;ENSMUST00000109584_90_90;ENSMUST00000109587_90_90;ENSMUST00000126992_90_90;ENSMUST00000137566_90_90;ENSMUST00000142071_90_90;ENSMUST00000146288_90_90;ENSMUST00000146297_90_90;ENSMUST00000146549_90_90;ENSMUST00000147098_90_90;ENSMUST00000148794_90_90;ENSMUST00000152919_90_90;ENSMUST00000153514_90_90;ENSMUST00000154677_90_90;ENSMUST00000155837_90_90;ENSMUST00000033135_90_90;ENSMUST00000106226_90_90;ENSMUST00000106228_90_90;ENSMUST00000123666_90_90;ENSMUST00000133089_90_90;ENSMUST00000133444_90_90;ENSMUST00000141126_90_90;ENSMUST00000165023_90_90;ENSMUST00000205278_90_90;ENSMUST00000205835_90_90
ENST00000416108_90_90;0.014;0.012;0.031;0.0;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014;0.0;0.014;0.023;0.014;0.015;0.018;0.0;0.0;0.0;0.0;0.014;0.013;0.031;0.279;0.031;0.057;1.0;0.039;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000416529_90_90;0.013;0.0;0.03;0.0;0.03;0.036;0.03;0.061;0.121;0.2;0.2;0.2;1.0;0.0;0.033;0.185;0.202;0.071;0.2;0.0;0.2;0.2;0.2;0.0;0.0;0.031;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013;0.0;0.014;0.021;0.013;0.014;0.017;0.128;0.136;0.0;0.146;0.013;0.013;0.03;0.205;0.03;0.053;0.2;0.037;0.085;0.03;0.2;0.202;0.0;0.2;0.185;1.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000425184_90_90;0.0;0.013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.575;0.575;0.575;0.0;1.0;0.0;0.0;0.0;0.0;0.575;0.0;0.575;0.575;0.575;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.575;0.0;0.0;0.0;0.575;0.0;0.0;0.575;0.0;0.0;0.575;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000426951_90_90;0.107;0.095;0.156;0.0;0.162;0.203;0.163;0.37;0.134;0.039;0.039;0.039;0.033;0.0;1.0;0.192;0.206;0.442;0.039;0.0;0.039;0.039;0.039;0.0;0.0;0.169;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.064;0.107;0.062;0.08;0.171;0.104;0.083;0.165;0.191;0.202;0.0;0.217;0.106;0.103;0.163;0.208;0.162;0.313;0.039;0.206;0.549;0.163;0.039;0.206;0.0;0.039;0.192;0.033;0.039;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000429968_90_90;0.036;0.021;0.06;0.0;0.062;0.077;0.063;0.137;0.311;0.243;0.243;0.243;0.185;0.0;0.192;1.0;0.643;0.163;0.243;0.0;0.243;0.243;0.243;0.0;0.0;0.065;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.036;0.0;0.014;0.056;0.035;0.014;0.05;0.043;0.045;0.0;0.048;0.036;0.035;0.063;0.656;0.062;0.117;0.243;0.079;0.199;0.063;0.243;0.643;0.0;0.243;1.0;0.185;0.243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000433027_90_90;0.034;0.019;0.058;0.0;0.063;0.079;0.064;0.142;0.336;0.274;0.274;0.274;0.202;0.0;0.206;0.643;1.0;0.169;0.274;0.0;0.274;0.274;0.274;0.0;0.0;0.066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.034;0.0;0.014;0.052;0.033;0.015;0.047;0.038;0.04;0.0;0.043;0.034;0.033;0.064;0.777;0.063;0.121;0.274;0.08;0.209;0.064;0.274;1.0;0.0;0.274;0.643;0.202;0.274;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000434927_90_90;0.22;0.232;0.357;0.083;0.365;0.458;0.37;0.828;0.132;0.078;0.078;0.078;0.071;0.0;0.442;0.163;0.169;1.0;0.078;0.142;0.078;0.078;0.078;0.0;0.102;0.324;0.0;0.015;0.083;0.012;0.072;0.103;0.131;0.177;0.221;0.206;0.229;0.343;0.249;0.2;0.387;0.377;0.395;0.067;0.507;0.219;0.247;0.368;0.17;0.364;0.697;0.078;0.464;0.799;0.368;0.078;0.169;0.122;0.078;0.163;0.071;0.078;0.072;0.083;0.008;0.131;0.0;0.0;0.0;0.072;0.109;0.145
ENST00000444878_90_90;0.014;0.012;0.031;0.0;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014;0.0;0.014;0.023;0.014;0.015;0.018;0.0;0.0;0.0;0.0;0.014;0.013;0.031;0.279;0.031;0.057;1.0;0.039;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000448303_90_90;0.342;0.35;0.63;0.505;0.634;0.508;0.623;0.227;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.142;0.0;1.0;0.0;0.0;0.0;0.139;0.487;0.661;0.344;0.213;0.506;0.277;0.493;0.001;0.26;0.367;0.343;0.375;0.367;0.392;0.351;0.358;0.405;0.238;0.206;0.389;0.159;0.34;0.348;0.62;0.0;0.631;0.318;0.0;0.504;0.114;0.62;0.0;0.0;0.918;0.0;0.0;0.0;0.0;0.49;0.503;0.456;0.26;0.084;0.152;0.307;0.49;0.286;0.082
ENST00000449489_90_90;0.014;0.012;0.031;0.0;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014;0.0;0.014;0.023;0.014;0.015;0.018;0.0;0.0;0.0;0.0;0.014;0.013;0.031;0.279;0.031;0.057;1.0;0.039;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000453310_90_90;0.014;0.012;0.031;0.0;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014;0.0;0.014;0.023;0.014;0.015;0.018;0.0;0.0;0.0;0.0;0.014;0.013;0.031;0.279;0.031;0.057;1.0;0.039;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000455343_90_90;0.014;0.012;0.031;0.0;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014;0.0;0.014;0.023;0.014;0.015;0.018;0.0;0.0;0.0;0.0;0.014;0.013;0.031;0.279;0.031;0.057;1.0;0.039;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000476806_90_90;0.048;0.046;0.087;0.072;0.089;0.111;0.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.139;0.0;0.0;0.0;1.0;0.079;0.093;0.279;0.0;0.072;0.0;0.075;0.0;0.0;0.052;0.048;0.05;0.049;0.077;0.046;0.05;0.074;0.0;0.0;0.09;0.0;0.047;0.046;0.088;0.0;0.087;0.0;0.0;0.111;0.0;0.088;0.0;0.0;0.147;0.0;0.0;0.0;0.0;0.075;0.072;0.083;0.0;0.0;0.225;0.111;0.075;0.0;0.0
ENST00000490484_90_90;0.288;0.28;0.379;0.409;0.377;0.466;0.381;0.201;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.102;0.0;0.487;0.0;0.0;0.0;0.079;1.0;0.393;0.436;0.299;0.409;0.485;0.393;0.0;0.352;0.31;0.288;0.301;0.294;0.449;0.28;0.302;0.435;0.264;0.226;0.341;0.145;0.286;0.278;0.383;0.0;0.379;0.306;0.0;0.477;0.066;0.383;0.0;0.0;0.524;0.0;0.0;0.0;0.0;0.392;0.408;0.353;0.352;0.121;0.042;0.164;0.392;0.39;0.083
ENST00000528062_90_90;0.466;0.47;0.941;0.493;0.958;0.7;0.947;0.396;0.059;0.032;0.032;0.032;0.031;0.0;0.169;0.065;0.066;0.324;0.032;0.661;0.032;0.032;0.032;0.093;0.393;1.0;0.287;0.147;0.493;0.238;0.482;0.013;0.182;0.434;0.466;0.455;0.475;0.482;0.487;0.454;0.508;0.285;0.259;0.37;0.235;0.463;0.483;0.941;0.066;0.952;0.473;0.032;0.696;0.305;0.941;0.032;0.066;0.608;0.032;0.065;0.031;0.032;0.48;0.491;0.453;0.183;0.06;0.105;0.315;0.48;0.2;0.12
ENST00000615771_90_90;0.176;0.171;0.273;0.278;0.276;0.344;0.279;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.344;0.0;0.0;0.0;0.279;0.436;0.287;1.0;0.124;0.277;0.339;0.289;0.0;0.1;0.19;0.177;0.185;0.18;0.279;0.172;0.185;0.269;0.045;0.007;0.28;0.0;0.175;0.17;0.277;0.0;0.273;0.082;0.0;0.347;0.0;0.277;0.0;0.0;0.366;0.0;0.0;0.0;0.0;0.289;0.277;0.318;0.101;0.153;0.132;0.27;0.289;0.099;0.0
ENST00000369086_90_90;0.14;0.136;0.141;0.217;0.141;0.176;0.143;0.143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015;0.0;0.213;0.0;0.0;0.0;0.0;0.299;0.147;0.124;1.0;0.216;0.637;0.226;0.0;0.626;0.152;0.14;0.147;0.143;0.233;0.136;0.148;0.224;0.238;0.184;0.14;0.076;0.139;0.135;0.143;0.0;0.141;0.258;0.0;0.179;0.0;0.143;0.0;0.0;0.23;0.0;0.0;0.0;0.0;0.226;0.216;0.252;0.63;0.325;0.0;0.0;0.226;0.607;0.021
ENST00000369093_90_90;0.429;0.418;0.503;0.997;0.502;0.42;0.507;0.155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.083;0.0;0.506;0.0;0.0;0.0;0.072;0.409;0.493;0.277;0.216;1.0;0.338;0.957;0.026;0.307;0.46;0.43;0.447;0.438;0.426;0.419;0.45;0.407;0.215;0.187;0.514;0.129;0.426;0.416;0.508;0.0;0.503;0.215;0.0;0.4;0.035;0.508;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.95;0.993;0.852;0.306;0.077;0.258;0.618;0.95;0.319;0.202
ENST00000412524_90_90;0.226;0.219;0.229;0.337;0.229;0.285;0.231;0.122;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012;0.0;0.277;0.0;0.0;0.0;0.0;0.485;0.238;0.339;0.637;0.338;1.0;0.354;0.0;0.463;0.245;0.226;0.237;0.231;0.376;0.219;0.238;0.361;0.204;0.157;0.291;0.065;0.224;0.217;0.231;0.0;0.229;0.221;0.0;0.291;0.0;0.231;0.0;0.0;0.298;0.0;0.0;0.0;0.0;0.354;0.338;0.395;0.463;0.217;0.0;0.121;0.354;0.45;0.017
ENST00000436547_90_90;0.418;0.407;0.493;0.953;0.491;0.407;0.496;0.138;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.072;0.0;0.493;0.0;0.0;0.0;0.075;0.393;0.482;0.289;0.226;0.957;0.354;1.0;0.027;0.32;0.449;0.419;0.436;0.427;0.411;0.408;0.438;0.393;0.199;0.17;0.499;0.112;0.416;0.405;0.498;0.0;0.493;0.199;0.0;0.388;0.036;0.498;0.0;0.0;0.506;0.0;0.0;0.0;0.0;0.993;0.95;0.891;0.319;0.08;0.269;0.646;0.993;0.277;0.211
ENST00000479729_90_90;0.021;0.036;0.038;0.027;0.038;0.048;0.039;0.082;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.103;0.0;0.001;0.0;0.0;0.0;0.0;0.0;0.013;0.0;0.0;0.026;0.0;0.027;1.0;0.07;0.023;0.022;0.039;0.038;0.035;0.036;0.023;0.06;0.043;0.046;0.0;0.088;0.021;0.036;0.039;0.0;0.038;0.07;0.0;0.049;0.04;0.039;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.027;0.026;0.0;0.07;0.0;0.0;0.0;0.027;0.0;0.086
ENST00000497671_90_90;0.206;0.2;0.197;0.306;0.197;0.245;0.2;0.251;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.131;0.0;0.26;0.0;0.0;0.0;0.0;0.352;0.182;0.1;0.626;0.307;0.463;0.32;0.07;1.0;0.223;0.206;0.216;0.211;0.338;0.2;0.217;0.326;0.363;0.311;0.198;0.202;0.204;0.198;0.2;0.0;0.197;0.358;0.0;0.249;0.067;0.2;0.0;0.0;0.28;0.0;0.0;0.0;0.0;0.319;0.306;0.219;0.99;0.213;0.0;0.0;0.319;0.805;0.214
ENST00000313352_90_90;0.919;0.891;0.466;0.461;0.462;0.411;0.466;0.243;0.0;0.0;0.0;0.0;0.0;0.0;0.064;0.0;0.0;0.177;0.0;0.367;0.0;0.0;0.0;0.052;0.31;0.434;0.19;0.152;0.46;0.245;0.449;0.023;0.223;1.0;0.921;0.967;0.942;0.506;0.893;0.973;0.494;0.316;0.29;0.435;0.22;0.912;0.885;0.469;0.0;0.465;0.301;0.0;0.406;0.117;0.469;0.0;0.0;0.38;0.0;0.0;0.0;0.0;0.446;0.457;0.382;0.224;0.061;0.104;0.247;0.446;0.217;0.141
ENST00000349157_90_90;0.998;0.94;0.501;0.43;0.494;0.446;0.498;0.286;0.049;0.014;0.014;0.014;0.013;0.0;0.107;0.036;0.034;0.221;0.014;0.343;0.014;0.014;0.014;0.048;0.288;0.466;0.177;0.14;0.43;0.226;0.419;0.022;0.206;0.921;1.0;0.893;0.918;0.582;0.97;0.946;0.564;0.371;0.345;0.403;0.275;0.991;0.961;0.501;0.034;0.497;0.342;0.014;0.441;0.163;0.501;0.014;0.034;0.354;0.014;0.036;0.013;0.014;0.417;0.427;0.356;0.207;0.056;0.096;0.23;0.417;0.201;0.13
ENST00000453551_90_90;0.891;0.921;0.49;0.448;0.486;0.437;0.491;0.27;0.0;0.0;0.0;0.0;0.0;0.0;0.062;0.0;0.0;0.206;0.0;0.375;0.0;0.0;0.0;0.05;0.301;0.455;0.185;0.147;0.447;0.237;0.436;0.039;0.216;0.967;0.893;1.0;0.974;0.491;0.923;0.942;0.524;0.307;0.281;0.422;0.249;0.885;0.915;0.494;0.0;0.489;0.327;0.0;0.432;0.143;0.494;0.0;0.0;0.38;0.0;0.0;0.0;0.0;0.434;0.445;0.371;0.217;0.059;0.101;0.24;0.434;0.21;0.136
ENST00000456095_90_90;0.916;0.919;0.51;0.438;0.506;0.459;0.511;0.294;0.013;0.014;0.014;0.014;0.014;0.0;0.08;0.014;0.014;0.229;0.014;0.367;0.014;0.014;0.014;0.049;0.294;0.475;0.18;0.143;0.438;0.231;0.427;0.038;0.211;0.942;0.918;0.974;1.0;0.515;0.948;0.968;0.546;0.313;0.288;0.411;0.256;0.91;0.94;0.514;0.014;0.509;0.351;0.014;0.454;0.167;0.514;0.014;0.014;0.372;0.014;0.014;0.014;0.014;0.424;0.435;0.363;0.211;0.057;0.098;0.234;0.424;0.205;0.133
ENST00000526459_90_90;0.581;0.541;0.526;0.426;0.517;0.656;0.523;0.446;0.075;0.023;0.023;0.023;0.021;0.0;0.171;0.056;0.052;0.343;0.023;0.392;0.023;0.023;0.023;0.077;0.449;0.482;0.279;0.233;0.426;0.376;0.411;0.035;0.338;0.506;0.582;0.491;0.515;1.0;0.564;0.531;0.938;0.589;0.547;0.389;0.429;0.576;0.559;0.526;0.053;0.521;0.53;0.023;0.663;0.253;0.526;0.023;0.052;0.416;0.023;0.056;0.021;0.023;0.411;0.426;0.332;0.34;0.093;0.096;0.166;0.411;0.327;0.111
ENST00000526683_90_90;0.968;0.97;0.525;0.419;0.517;0.472;0.522;0.312;0.048;0.014;0.014;0.014;0.013;0.0;0.104;0.035;0.033;0.249;0.014;0.351;0.014;0.014;0.014;0.046;0.28;0.487;0.172;0.136;0.419;0.219;0.408;0.036;0.2;0.893;0.97;0.923;0.948;0.564;1.0;0.918;0.595;0.361;0.336;0.391;0.304;0.961;0.991;0.525;0.033;0.52;0.367;0.014;0.467;0.188;0.525;0.014;0.033;0.355;0.014;0.035;0.013;0.014;0.406;0.417;0.347;0.201;0.054;0.094;0.224;0.406;0.195;0.126
ENST00000527197_90_90;0.945;0.889;0.486;0.45;0.482;0.433;0.486;0.267;0.013;0.015;0.015;0.015;0.014;0.0;0.083;0.014;0.015;0.2;0.015;0.358;0.015;0.015;0.015;0.05;0.302;0.454;0.185;0.148;0.45;0.238;0.438;0.023;0.217;0.973;0.946;0.942;0.968;0.531;0.918;1.0;0.515;0.322;0.296;0.424;0.227;0.938;0.91;0.489;0.015;0.485;0.324;0.015;0.428;0.141;0.489;0.015;0.015;0.371;0.015;0.014;0.014;0.015;0.436;0.447;0.373;0.218;0.059;0.101;0.241;0.436;0.212;0.137
