;ENSCAFT00000004869_90_90;ENSCAFT00000013439_90_90;ENSCAFT00000037016_90_90;ENSCAFT00000021145_90_90;ENSCAFT00000025193_90_90;ENST00000302271_90_90;ENST00000374612_90_90;ENST00000374616_90_90;ENST00000427764_90_90;ENST00000478691_90_90;ENST00000606561_90_90;ENST00000641107_90_90;ENST00000355238_90_90;ENST00000369622_90_90;ENST00000444272_90_90;ENST00000616122_90_90;ENST00000281722_90_90;ENST00000510397_90_90;ENST00000512640_90_90;ENST00000514866_90_90;ENST00000295971_90_90;ENST00000381793_90_90;ENST00000381795_90_90;ENST00000505220_90_90;ENST00000505414_90_90;ENST00000507180_90_90;ENST00000510871_90_90;ENST00000511598_90_90;ENST00000511902_90_90;ENST00000513473_90_90;ENST00000514014_90_90;ENST00000514782_90_90;ENST00000515053_90_90;ENSMUST00000069221_90_90;ENSMUST00000172508_90_90;ENSMUST00000172828_90_90;ENSMUST00000173405_90_90;ENSMUST00000173801_90_90;ENSMUST00000174269_90_90;ENSMUST00000174282_90_90;ENSMUST00000174361_90_90;ENSMUST00000174391_90_90;ENSMUST00000174688_90_90;ENSMUST00000048647_90_90;ENSMUST00000182637_90_90;ENSMUST00000182818_90_90;ENSMUST00000084219_90_90;ENSMUST00000105850_90_90;ENSMUST00000125696_90_90;ENSMUST00000131671_90_90;ENSMUST00000134524_90_90;ENSMUST00000145282_90_90;ENSMUST00000148843_90_90;ENSMUST00000156259_90_90;ENSMUST00000094756_90_90;ENSMUST00000094757_90_90;ENSMUST00000113724_90_90;ENSMUST00000113726_90_90;ENSMUST00000167950_90_90;ENSMUST00000200775_90_90;ENSMUST00000200852_90_90;ENSMUST00000201544_90_90;ENSMUST00000201561_90_90;ENSMUST00000202700_90_90
ENST00000606561_90_90;0.669;0.483;0.519;0.779;0.582;0.78;0.78;0.777;0.83;0.923;1.0;0.275;0.639;0.769;0.078;0.754;0.499;0.549;0.174;0.536;0.581;0.581;0.49;0.047;0.206;0.142;0.582;0.123;0.047;0.269;0.556;0.167;0.314;0.639;0.0;0.072;0.096;0.769;0.585;0.64;0.714;0.754;0.463;0.483;0.532;0.519;0.925;0.778;0.065;0.925;0.207;0.001;0.778;0.0;0.494;0.586;0.586;0.586;0.586;0.586;0.205;0.586;0.0;0.01
ENST00000641107_90_90;0.235;0.125;0.136;0.215;0.172;0.215;0.215;0.214;0.228;0.254;0.275;1.0;0.235;0.212;0.0;0.284;0.125;0.139;0.0;0.136;0.171;0.171;0.164;0.0;0.0;0.0;0.22;0.0;0.0;0.0;0.183;0.0;0.0;0.235;0.0;0.0;0.0;0.212;0.25;0.235;0.225;0.284;0.294;0.132;0.139;0.136;0.253;0.213;0.0;0.253;0.0;0.0;0.213;0.0;0.167;0.174;0.174;0.174;0.174;0.174;0.0;0.174;0.0;0.0
ENST00000355238_90_90;0.955;0.508;0.544;0.833;0.562;0.832;0.832;0.829;0.774;0.696;0.639;0.235;1.0;0.863;0.329;0.826;0.502;0.55;0.228;0.537;0.559;0.559;0.53;0.1;0.276;0.214;0.632;0.196;0.1;0.336;0.514;0.238;0.379;1.0;0.168;0.119;0.349;0.863;0.938;0.998;0.808;0.826;0.797;0.508;0.557;0.544;0.7;0.834;0.129;0.7;0.46;0.163;0.834;0.115;0.535;0.565;0.565;0.565;0.565;0.565;0.274;0.565;0.011;0.023
ENST00000369622_90_90;0.898;0.492;0.524;0.966;0.574;0.965;0.965;0.961;0.905;0.826;0.769;0.212;0.863;1.0;0.297;0.709;0.486;0.529;0.206;0.518;0.572;0.572;0.492;0.09;0.249;0.193;0.572;0.177;0.09;0.304;0.529;0.215;0.342;0.863;0.152;0.108;0.315;1.0;0.808;0.865;0.944;0.709;0.684;0.492;0.535;0.524;0.832;0.967;0.116;0.832;0.416;0.148;0.967;0.104;0.495;0.577;0.577;0.577;0.577;0.577;0.248;0.577;0.01;0.021
ENST00000444272_90_90;0.329;0.131;0.141;0.282;0.133;0.282;0.282;0.281;0.223;0.137;0.078;0.0;0.329;0.297;1.0;0.155;0.125;0.139;0.336;0.136;0.132;0.132;0.147;0.3;0.36;0.418;0.187;0.438;0.3;0.317;0.082;0.393;0.292;0.329;0.512;0.362;0.942;0.297;0.351;0.33;0.315;0.155;0.413;0.131;0.145;0.141;0.138;0.283;0.391;0.138;0.654;0.479;0.283;0.339;0.148;0.133;0.133;0.133;0.133;0.133;0.361;0.133;0.034;0.07
ENST00000616122_90_90;0.784;0.563;0.608;0.696;0.627;0.695;0.695;0.692;0.636;0.82;0.754;0.284;0.826;0.709;0.155;1.0;0.58;0.644;0.276;0.628;0.624;0.624;0.594;0.102;0.311;0.237;0.73;0.216;0.102;0.383;0.593;0.266;0.434;0.826;0.0;0.144;0.175;0.709;0.763;0.824;0.654;1.0;0.623;0.563;0.624;0.608;0.826;0.697;0.156;0.826;0.3;0.001;0.697;0.0;0.6;0.632;0.632;0.632;0.632;0.632;0.309;0.632;0.0;0.011
ENST00000281722_90_90;0.51;0.751;0.816;0.48;0.628;0.479;0.479;0.478;0.435;0.548;0.499;0.125;0.502;0.486;0.125;0.58;1.0;0.872;0.25;0.849;0.616;0.616;0.586;0.087;0.269;0.205;0.566;0.187;0.087;0.332;0.589;0.23;0.377;0.502;0.0;0.111;0.143;0.486;0.454;0.501;0.441;0.58;0.346;0.792;0.838;0.816;0.551;0.48;0.121;0.551;0.251;0.0;0.48;0.0;0.586;0.623;0.623;0.623;0.623;0.623;0.268;0.623;0.0;0.007
ENST00000510397_90_90;0.559;0.847;0.919;0.521;0.691;0.521;0.521;0.519;0.472;0.603;0.549;0.139;0.55;0.529;0.139;0.644;0.872;1.0;0.283;0.958;0.678;0.678;0.647;0.098;0.304;0.232;0.633;0.211;0.098;0.376;0.649;0.26;0.426;0.55;0.0;0.126;0.158;0.529;0.497;0.548;0.48;0.644;0.378;0.838;0.958;0.919;0.607;0.522;0.137;0.607;0.279;0.0;0.522;0.0;0.647;0.685;0.685;0.685;0.685;0.685;0.303;0.685;0.0;0.008
ENST00000512640_90_90;0.228;0.227;0.248;0.203;0.225;0.203;0.203;0.202;0.146;0.239;0.174;0.0;0.228;0.206;0.336;0.276;0.25;0.283;1.0;0.274;0.22;0.22;0.249;0.326;0.815;0.77;0.332;0.701;0.326;0.672;0.18;0.864;0.597;0.228;0.0;0.429;0.382;0.206;0.243;0.228;0.218;0.276;0.249;0.227;0.256;0.248;0.241;0.203;0.467;0.241;0.47;0.0;0.203;0.0;0.25;0.221;0.221;0.221;0.221;0.221;0.819;0.221;0.0;0.028
ENST00000514866_90_90;0.547;0.816;0.96;0.511;0.675;0.51;0.51;0.509;0.463;0.589;0.536;0.136;0.537;0.518;0.136;0.628;0.849;0.958;0.274;1.0;0.662;0.662;0.631;0.095;0.295;0.225;0.616;0.205;0.095;0.364;0.634;0.252;0.413;0.537;0.0;0.122;0.154;0.518;0.486;0.536;0.47;0.628;0.37;0.816;0.919;0.96;0.592;0.512;0.133;0.592;0.272;0.0;0.512;0.0;0.631;0.669;0.669;0.669;0.669;0.669;0.294;0.669;0.0;0.008
ENST00000295971_90_90;0.568;0.6;0.644;0.568;0.979;0.567;0.567;0.566;0.522;0.63;0.581;0.171;0.559;0.572;0.132;0.624;0.616;0.678;0.22;0.662;1.0;1.0;0.884;0.1;0.268;0.209;0.612;0.192;0.1;0.325;0.936;0.232;0.366;0.559;0.012;0.106;0.148;0.572;0.512;0.558;0.526;0.624;0.405;0.6;0.659;0.644;0.634;0.569;0.114;0.634;0.249;0.012;0.569;0.0;0.871;0.978;0.978;0.978;0.978;0.978;0.266;0.978;0.011;0.022
ENST00000381793_90_90;0.568;0.6;0.644;0.568;0.979;0.567;0.567;0.566;0.522;0.63;0.581;0.171;0.559;0.572;0.132;0.624;0.616;0.678;0.22;0.662;1.0;1.0;0.884;0.1;0.268;0.209;0.612;0.192;0.1;0.325;0.936;0.232;0.366;0.559;0.012;0.106;0.148;0.572;0.512;0.558;0.526;0.624;0.405;0.6;0.659;0.644;0.634;0.569;0.114;0.634;0.249;0.012;0.569;0.0;0.871;0.978;0.978;0.978;0.978;0.978;0.266;0.978;0.011;0.022
ENST00000381795_90_90;0.512;0.569;0.613;0.487;0.872;0.487;0.487;0.485;0.441;0.539;0.49;0.164;0.53;0.492;0.147;0.594;0.586;0.647;0.249;0.631;0.884;0.884;1.0;0.113;0.303;0.236;0.69;0.217;0.113;0.368;0.82;0.262;0.415;0.53;0.013;0.119;0.165;0.492;0.481;0.529;0.446;0.594;0.37;0.569;0.628;0.613;0.542;0.488;0.129;0.542;0.277;0.013;0.488;0.0;0.985;0.871;0.871;0.871;0.871;0.871;0.302;0.871;0.012;0.025
ENST00000505220_90_90;0.1;0.073;0.08;0.089;0.1;0.089;0.089;0.088;0.053;0.089;0.047;0.0;0.1;0.09;0.3;0.102;0.087;0.098;0.326;0.095;0.1;0.1;0.113;1.0;0.374;0.48;0.151;0.522;1.0;0.307;0.036;0.432;0.273;0.1;0.055;0.62;0.283;0.09;0.106;0.1;0.095;0.102;0.125;0.073;0.082;0.08;0.089;0.089;0.58;0.089;0.206;0.052;0.089;0.0;0.114;0.101;0.101;0.101;0.101;0.101;0.376;0.101;0.107;0.219
ENST00000505414_90_90;0.276;0.253;0.277;0.245;0.268;0.245;0.245;0.244;0.189;0.27;0.206;0.0;0.276;0.249;0.36;0.311;0.269;0.304;0.815;0.295;0.268;0.268;0.303;0.374;1.0;0.779;0.404;0.716;0.374;0.822;0.203;0.866;0.73;0.276;0.033;0.387;0.403;0.249;0.294;0.276;0.263;0.311;0.265;0.253;0.286;0.277;0.272;0.245;0.42;0.272;0.57;0.032;0.245;0.0;0.305;0.269;0.269;0.269;0.269;0.269;0.996;0.269;0.04;0.082
ENST00000507180_90_90;0.214;0.19;0.208;0.19;0.209;0.19;0.19;0.189;0.134;0.206;0.142;0.0;0.214;0.193;0.418;0.237;0.205;0.232;0.77;0.225;0.209;0.209;0.236;0.48;0.779;1.0;0.315;0.919;0.48;0.641;0.144;0.9;0.569;0.214;0.038;0.493;0.468;0.193;0.228;0.214;0.204;0.237;0.268;0.19;0.214;0.208;0.208;0.19;0.535;0.208;0.441;0.037;0.19;0.0;0.237;0.21;0.21;0.21;0.21;0.21;0.783;0.21;0.051;0.105
ENST00000510871_90_90;0.632;0.548;0.595;0.566;0.619;0.565;0.565;0.563;0.511;0.642;0.582;0.22;0.632;0.572;0.187;0.73;0.566;0.633;0.332;0.616;0.612;0.612;0.69;0.151;0.404;0.315;1.0;0.289;0.151;0.491;0.55;0.349;0.553;0.632;0.017;0.159;0.209;0.572;0.572;0.633;0.518;0.73;0.437;0.548;0.612;0.595;0.646;0.566;0.172;0.646;0.351;0.016;0.566;0.0;0.694;0.621;0.621;0.621;0.621;0.621;0.402;0.621;0.016;0.033
ENST00000511598_90_90;0.196;0.171;0.188;0.174;0.192;0.174;0.174;0.173;0.118;0.188;0.123;0.0;0.196;0.177;0.438;0.216;0.187;0.211;0.701;0.205;0.192;0.192;0.217;0.522;0.716;0.919;0.289;1.0;0.522;0.589;0.128;0.828;0.523;0.196;0.04;0.535;0.49;0.177;0.209;0.196;0.187;0.216;0.245;0.171;0.194;0.188;0.189;0.174;0.581;0.189;0.405;0.038;0.174;0.0;0.218;0.193;0.193;0.193;0.193;0.193;0.719;0.193;0.056;0.114
ENST00000511902_90_90;0.1;0.073;0.08;0.089;0.1;0.089;0.089;0.088;0.053;0.089;0.047;0.0;0.1;0.09;0.3;0.102;0.087;0.098;0.326;0.095;0.1;0.1;0.113;1.0;0.374;0.48;0.151;0.522;1.0;0.307;0.036;0.432;0.273;0.1;0.055;0.62;0.283;0.09;0.106;0.1;0.095;0.102;0.125;0.073;0.082;0.08;0.089;0.089;0.58;0.089;0.206;0.052;0.089;0.0;0.114;0.101;0.101;0.101;0.101;0.101;0.376;0.101;0.107;0.219
ENST00000513473_90_90;0.336;0.315;0.345;0.299;0.326;0.298;0.298;0.297;0.242;0.333;0.269;0.0;0.336;0.304;0.317;0.383;0.332;0.376;0.672;0.364;0.325;0.325;0.368;0.307;0.822;0.641;0.491;0.589;0.307;1.0;0.261;0.712;0.888;0.336;0.029;0.32;0.355;0.304;0.358;0.337;0.321;0.383;0.247;0.315;0.356;0.345;0.336;0.299;0.347;0.336;0.592;0.028;0.299;0.0;0.37;0.327;0.327;0.327;0.327;0.327;0.819;0.327;0.033;0.067
ENST00000514014_90_90;0.522;0.589;0.634;0.525;0.916;0.524;0.524;0.523;0.483;0.601;0.556;0.183;0.514;0.529;0.082;0.593;0.589;0.649;0.18;0.634;0.936;0.936;0.82;0.036;0.203;0.144;0.55;0.128;0.036;0.261;1.0;0.168;0.302;0.514;0.0;0.061;0.098;0.529;0.467;0.513;0.483;0.593;0.36;0.589;0.649;0.634;0.604;0.526;0.071;0.604;0.2;0.0;0.526;0.0;0.807;0.915;0.915;0.915;0.915;0.915;0.202;0.915;0.0;0.0
ENST00000514782_90_90;0.238;0.214;0.235;0.211;0.232;0.211;0.211;0.21;0.155;0.231;0.167;0.0;0.238;0.215;0.393;0.266;0.23;0.26;0.864;0.252;0.232;0.232;0.262;0.432;0.866;0.9;0.349;0.828;0.432;0.712;0.168;1.0;0.632;0.238;0.036;0.446;0.44;0.215;0.253;0.238;0.227;0.266;0.277;0.214;0.242;0.235;0.233;0.212;0.483;0.233;0.491;0.034;0.212;0.0;0.264;0.233;0.233;0.233;0.233;0.233;0.869;0.233;0.046;0.095
ENST00000515053_90_90;0.379;0.359;0.394;0.337;0.367;0.336;0.336;0.335;0.281;0.378;0.314;0.0;0.379;0.342;0.292;0.434;0.377;0.426;0.597;0.413;0.366;0.366;0.415;0.273;0.73;0.569;0.553;0.523;0.273;0.888;0.302;0.632;1.0;0.379;0.026;0.285;0.327;0.342;0.383;0.38;0.344;0.434;0.236;0.359;0.406;0.394;0.381;0.338;0.309;0.381;0.547;0.026;0.338;0.0;0.417;0.368;0.368;0.368;0.368;0.368;0.727;0.368;0.029;0.06
ENSMUST00000069221_90_90;0.955;0.508;0.544;0.833;0.562;0.832;0.832;0.829;0.774;0.696;0.639;0.235;1.0;0.863;0.329;0.826;0.502;0.55;0.228;0.537;0.559;0.559;0.53;0.1;0.276;0.214;0.632;0.196;0.1;0.336;0.514;0.238;0.379;1.0;0.168;0.119;0.349;0.863;0.938;0.998;0.808;0.826;0.797;0.508;0.557;0.544;0.7;0.834;0.129;0.7;0.46;0.163;0.834;0.115;0.535;0.565;0.565;0.565;0.565;0.565;0.274;0.565;0.011;0.023
ENSMUST00000172508_90_90;0.168;0.016;0.018;0.141;0.012;0.141;0.141;0.14;0.149;0.0;0.0;0.0;0.168;0.152;0.512;0.0;0.0;0.0;0.0;0.0;0.012;0.012;0.013;0.055;0.033;0.038;0.017;0.04;0.055;0.029;0.0;0.036;0.026;0.168;1.0;0.0;0.482;0.152;0.18;0.169;0.161;0.0;0.211;0.016;0.018;0.018;0.0;0.141;0.0;0.0;0.326;0.83;0.141;0.636;0.013;0.012;0.012;0.012;0.012;0.012;0.033;0.012;0.067;0.08
ENSMUST00000172828_90_90;0.119;0.097;0.106;0.106;0.106;0.106;0.106;0.105;0.06;0.125;0.072;0.0;0.119;0.108;0.362;0.144;0.111;0.126;0.429;0.122;0.106;0.106;0.119;0.62;0.387;0.493;0.159;0.535;0.62;0.32;0.061;0.446;0.285;0.119;0.0;1.0;0.341;0.108;0.127;0.119;0.114;0.144;0.15;0.097;0.11;0.106;0.126;0.106;0.841;0.126;0.248;0.002;0.106;0.0;0.12;0.106;0.106;0.106;0.106;0.106;0.389;0.106;0.0;0.067
ENSMUST00000173405_90_90;0.349;0.148;0.16;0.3;0.149;0.3;0.3;0.298;0.24;0.155;0.096;0.0;0.349;0.315;0.942;0.175;0.143;0.158;0.382;0.154;0.148;0.148;0.165;0.283;0.403;0.468;0.209;0.49;0.283;0.355;0.098;0.44;0.327;0.349;0.482;0.341;1.0;0.315;0.373;0.35;0.334;0.175;0.438;0.148;0.164;0.16;0.156;0.3;0.368;0.156;0.695;0.453;0.3;0.32;0.166;0.149;0.149;0.149;0.149;0.149;0.404;0.149;0.032;0.066
ENSMUST00000173801_90_90;0.898;0.492;0.524;0.966;0.574;0.965;0.965;0.961;0.905;0.826;0.769;0.212;0.863;1.0;0.297;0.709;0.486;0.529;0.206;0.518;0.572;0.572;0.492;0.09;0.249;0.193;0.572;0.177;0.09;0.304;0.529;0.215;0.342;0.863;0.152;0.108;0.315;1.0;0.808;0.865;0.944;0.709;0.684;0.492;0.535;0.524;0.832;0.967;0.116;0.832;0.416;0.148;0.967;0.104;0.495;0.577;0.577;0.577;0.577;0.577;0.248;0.577;0.01;0.021
ENSMUST00000174269_90_90;0.894;0.46;0.493;0.779;0.514;0.778;0.778;0.776;0.72;0.641;0.585;0.25;0.938;0.808;0.351;0.763;0.454;0.497;0.243;0.486;0.512;0.512;0.481;0.106;0.294;0.228;0.572;0.209;0.106;0.358;0.467;0.253;0.383;0.938;0.18;0.127;0.373;0.808;1.0;0.936;0.855;0.763;0.85;0.46;0.504;0.493;0.645;0.78;0.137;0.645;0.49;0.174;0.78;0.122;0.485;0.518;0.518;0.518;0.518;0.518;0.292;0.518;0.012;0.025
ENSMUST00000174282_90_90;0.956;0.507;0.543;0.834;0.56;0.833;0.833;0.83;0.775;0.697;0.64;0.235;0.998;0.865;0.33;0.824;0.501;0.548;0.228;0.536;0.558;0.558;0.529;0.1;0.276;0.214;0.633;0.196;0.1;0.337;0.513;0.238;0.38;0.998;0.169;0.119;0.35;0.865;0.936;1.0;0.809;0.824;0.795;0.507;0.555;0.543;0.701;0.835;0.129;0.701;0.461;0.164;0.835;0.115;0.533;0.564;0.564;0.564;0.564;0.564;0.275;0.564;0.011;0.023
ENSMUST00000174361_90_90;0.842;0.446;0.476;0.911;0.528;0.91;0.91;0.907;0.85;0.771;0.714;0.225;0.808;0.944;0.315;0.654;0.441;0.48;0.218;0.47;0.526;0.526;0.446;0.095;0.263;0.204;0.518;0.187;0.095;0.321;0.483;0.227;0.344;0.808;0.161;0.114;0.334;0.944;0.855;0.809;1.0;0.654;0.724;0.446;0.486;0.476;0.776;0.912;0.123;0.776;0.44;0.156;0.912;0.11;0.45;0.532;0.532;0.532;0.532;0.532;0.262;0.532;0.011;0.022
ENSMUST00000174391_90_90;0.784;0.563;0.608;0.696;0.627;0.695;0.695;0.692;0.636;0.82;0.754;0.284;0.826;0.709;0.155;1.0;0.58;0.644;0.276;0.628;0.624;0.624;0.594;0.102;0.311;0.237;0.73;0.216;0.102;0.383;0.593;0.266;0.434;0.826;0.0;0.144;0.175;0.709;0.763;0.824;0.654;1.0;0.623;0.563;0.624;0.608;0.826;0.697;0.156;0.826;0.3;0.001;0.697;0.0;0.6;0.632;0.632;0.632;0.632;0.632;0.309;0.632;0.0;0.011
ENSMUST00000174688_90_90;0.757;0.351;0.376;0.658;0.407;0.658;0.658;0.655;0.6;0.519;0.463;0.294;0.797;0.684;0.413;0.623;0.346;0.378;0.249;0.37;0.405;0.405;0.37;0.125;0.265;0.268;0.437;0.245;0.125;0.247;0.36;0.277;0.236;0.797;0.211;0.15;0.438;0.684;0.85;0.795;0.724;0.623;1.0;0.351;0.385;0.376;0.523;0.659;0.161;0.523;0.433;0.204;0.659;0.143;0.373;0.41;0.41;0.41;0.41;0.41;0.265;0.41;0.014;0.029
ENSMUST00000048647_90_90;0.517;0.781;0.849;0.485;0.607;0.485;0.485;0.484;0.44;0.532;0.483;0.132;0.508;0.492;0.131;0.563;0.792;0.838;0.227;0.816;0.6;0.6;0.569;0.073;0.253;0.19;0.548;0.171;0.073;0.315;0.589;0.214;0.359;0.508;0.016;0.097;0.148;0.492;0.46;0.507;0.446;0.563;0.351;1.0;0.872;0.849;0.535;0.486;0.107;0.535;0.257;0.016;0.486;0.011;0.569;0.607;0.607;0.607;0.607;0.607;0.252;0.607;0.002;0.002
ENSMUST00000182637_90_90;0.566;0.882;0.958;0.528;0.667;0.527;0.527;0.526;0.478;0.585;0.532;0.139;0.557;0.535;0.145;0.624;0.838;0.958;0.256;0.919;0.659;0.659;0.628;0.082;0.286;0.214;0.612;0.194;0.082;0.356;0.649;0.242;0.406;0.557;0.018;0.11;0.164;0.535;0.504;0.555;0.486;0.624;0.385;0.872;1.0;0.958;0.589;0.528;0.121;0.589;0.285;0.018;0.528;0.012;0.628;0.667;0.667;0.667;0.667;0.667;0.284;0.667;0.002;0.002
