;ENSCAFT00000000309_90_90;ENSCAFT00000019817_90_90;ENSCAFT00000022132_90_90;ENST00000257414_90_90;ENST00000343348_90_90;ENST00000503865_90_90;ENST00000509665_90_90;ENST00000510263_90_90;ENST00000513137_90_90;ENST00000515009_90_90;ENST00000515129_90_90;ENST00000316364_90_90;ENST00000354744_90_90;ENST00000355997_90_90;ENST00000358066_90_90;ENST00000389425_90_90;ENST00000389428_90_90;ENST00000536845_90_90;ENST00000558014_90_90;ENST00000558816_90_90;ENST00000559064_90_90;ENST00000559184_90_90;ENST00000559196_90_90;ENST00000560006_90_90;ENST00000560636_90_90;ENST00000561133_90_90;ENST00000341697_90_90;ENST00000368912_90_90;ENST00000368913_90_90;ENST00000368914_90_90;ENST00000613223_90_90;ENST00000621728_90_90;ENSMUST00000019791_90_90;ENSMUST00000076043_90_90;ENSMUST00000115449_90_90;ENSMUST00000123228_90_90;ENSMUST00000126684_90_90;ENSMUST00000135790_90_90;ENSMUST00000156422_90_90;ENSMUST00000051419_90_90;ENSMUST00000076335_90_90;ENSMUST00000077847_90_90;ENSMUST00000078621_90_90;ENSMUST00000103238_90_90;ENSMUST00000103239_90_90;ENSMUST00000103240_90_90;ENSMUST00000103241_90_90;ENSMUST00000090821_90_90;ENSMUST00000090823_90_90;ENSMUST00000107217_90_90;ENSMUST00000131620_90_90;ENSMUST00000131742_90_90;ENSMUST00000142449_90_90;ENSMUST00000168321_90_90;ENSMUST00000202315_90_90;ENSMUST00000204709_90_90
ENST00000515129_90_90;0.636;0.376;0.222;0.631;0.636;0.713;0.0;0.636;0.596;0.0;1.0;0.267;0.213;0.159;0.207;0.157;0.212;0.267;0.207;0.159;0.018;0.0;0.131;0.216;0.0;0.058;0.383;0.405;0.376;0.383;0.296;0.303;0.633;0.733;0.57;0.094;0.0;0.628;0.633;0.348;0.33;0.396;0.373;0.396;0.421;0.418;0.33;0.375;0.368;0.396;0.013;0.0;0.077;0.368;0.375;0.077
ENST00000316364_90_90;0.368;0.316;0.348;0.37;0.364;0.172;0.0;0.364;0.211;0.0;0.267;1.0;0.916;0.574;0.852;0.386;0.878;1.0;0.852;0.574;0.074;0.042;0.221;0.23;0.0;0.16;0.308;0.306;0.321;0.308;0.153;0.156;0.367;0.331;0.336;0.107;0.0;0.373;0.367;0.62;0.63;0.691;0.606;0.691;0.675;0.672;0.63;0.307;0.319;0.305;0.053;0.023;0.086;0.319;0.307;0.086
ENST00000354744_90_90;0.321;0.287;0.373;0.323;0.317;0.116;0.0;0.317;0.158;0.0;0.213;0.916;1.0;0.593;0.928;0.421;0.959;0.916;0.928;0.593;0.08;0.046;0.241;0.149;0.0;0.174;0.278;0.276;0.291;0.278;0.14;0.137;0.32;0.282;0.289;0.116;0.0;0.326;0.32;0.668;0.68;0.635;0.652;0.635;0.62;0.622;0.68;0.277;0.29;0.275;0.057;0.025;0.093;0.29;0.277;0.093
ENST00000355997_90_90;0.293;0.167;0.476;0.3;0.293;0.028;0.0;0.293;0.092;0.0;0.159;0.574;0.593;1.0;0.598;0.671;0.619;0.574;0.598;1.0;0.059;0.073;0.384;0.095;0.0;0.278;0.17;0.145;0.167;0.17;0.203;0.203;0.292;0.248;0.253;0.172;0.0;0.299;0.292;0.358;0.364;0.354;0.349;0.354;0.345;0.347;0.364;0.169;0.167;0.144;0.091;0.039;0.147;0.167;0.169;0.147
ENST00000358066_90_90;0.342;0.311;0.371;0.348;0.342;0.103;0.0;0.342;0.181;0.0;0.207;0.852;0.928;0.598;1.0;0.425;0.967;0.852;1.0;0.598;0.072;0.046;0.243;0.133;0.0;0.176;0.302;0.273;0.315;0.302;0.161;0.157;0.341;0.276;0.309;0.149;0.0;0.347;0.341;0.678;0.691;0.644;0.662;0.644;0.63;0.632;0.691;0.301;0.314;0.272;0.058;0.025;0.094;0.314;0.301;0.094
ENST00000389425_90_90;0.233;0.13;0.382;0.24;0.233;0.0;0.0;0.233;0.0;0.0;0.157;0.386;0.421;0.671;0.425;1.0;0.44;0.386;0.425;0.671;0.0;0.107;0.563;0.0;0.0;0.408;0.132;0.139;0.13;0.132;0.175;0.175;0.232;0.262;0.181;0.095;0.0;0.24;0.232;0.309;0.315;0.292;0.301;0.292;0.285;0.286;0.315;0.132;0.129;0.139;0.132;0.058;0.213;0.129;0.132;0.213
ENST00000389428_90_90;0.319;0.293;0.354;0.325;0.319;0.105;0.0;0.319;0.156;0.0;0.212;0.878;0.959;0.619;0.967;0.44;1.0;0.878;0.967;0.619;0.04;0.048;0.251;0.112;0.0;0.182;0.283;0.281;0.297;0.283;0.141;0.137;0.318;0.283;0.286;0.116;0.0;0.324;0.318;0.668;0.68;0.634;0.652;0.634;0.619;0.621;0.68;0.282;0.296;0.28;0.06;0.026;0.097;0.296;0.282;0.097
ENST00000536845_90_90;0.368;0.316;0.348;0.37;0.364;0.172;0.0;0.364;0.211;0.0;0.267;1.0;0.916;0.574;0.852;0.386;0.878;1.0;0.852;0.574;0.074;0.042;0.221;0.23;0.0;0.16;0.308;0.306;0.321;0.308;0.153;0.156;0.367;0.331;0.336;0.107;0.0;0.373;0.367;0.62;0.63;0.691;0.606;0.691;0.675;0.672;0.63;0.307;0.319;0.305;0.053;0.023;0.086;0.319;0.307;0.086
ENST00000558014_90_90;0.342;0.311;0.371;0.348;0.342;0.103;0.0;0.342;0.181;0.0;0.207;0.852;0.928;0.598;1.0;0.425;0.967;0.852;1.0;0.598;0.072;0.046;0.243;0.133;0.0;0.176;0.302;0.273;0.315;0.302;0.161;0.157;0.341;0.276;0.309;0.149;0.0;0.347;0.341;0.678;0.691;0.644;0.662;0.644;0.63;0.632;0.691;0.301;0.314;0.272;0.058;0.025;0.094;0.314;0.301;0.094
ENST00000558816_90_90;0.293;0.167;0.476;0.3;0.293;0.028;0.0;0.293;0.092;0.0;0.159;0.574;0.593;1.0;0.598;0.671;0.619;0.574;0.598;1.0;0.059;0.073;0.384;0.095;0.0;0.278;0.17;0.145;0.167;0.17;0.203;0.203;0.292;0.248;0.253;0.172;0.0;0.299;0.292;0.358;0.364;0.354;0.349;0.354;0.345;0.347;0.364;0.169;0.167;0.144;0.091;0.039;0.147;0.167;0.169;0.147
ENST00000559064_90_90;0.064;0.066;0.106;0.059;0.06;0.039;0.0;0.06;0.095;0.0;0.018;0.074;0.08;0.059;0.072;0.0;0.04;0.074;0.072;0.059;1.0;0.0;0.0;0.366;0.0;0.0;0.067;0.019;0.066;0.067;0.1;0.1;0.064;0.014;0.067;0.188;0.0;0.063;0.064;0.056;0.057;0.053;0.054;0.053;0.051;0.051;0.057;0.067;0.065;0.019;0.0;0.0;0.0;0.065;0.067;0.0
ENST00000559184_90_90;0.036;0.0;0.041;0.036;0.036;0.0;0.0;0.036;0.0;0.0;0.0;0.042;0.046;0.073;0.046;0.107;0.048;0.042;0.046;0.073;0.0;1.0;0.19;0.0;0.0;0.262;0.0;0.0;0.0;0.0;0.0;0.0;0.036;0.041;0.038;0.0;0.0;0.035;0.036;0.016;0.017;0.016;0.016;0.016;0.015;0.015;0.017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000559196_90_90;0.225;0.125;0.253;0.223;0.225;0.0;0.0;0.225;0.0;0.0;0.131;0.221;0.241;0.384;0.243;0.563;0.251;0.221;0.243;0.384;0.0;0.19;1.0;0.0;0.0;0.724;0.128;0.136;0.125;0.128;0.181;0.181;0.224;0.258;0.175;0.029;0.0;0.222;0.224;0.21;0.214;0.198;0.204;0.198;0.192;0.193;0.214;0.127;0.124;0.135;0.23;0.102;0.365;0.124;0.127;0.365
ENST00000560006_90_90;0.195;0.16;0.075;0.189;0.19;0.291;0.0;0.19;0.297;0.0;0.216;0.23;0.149;0.095;0.133;0.0;0.112;0.23;0.133;0.095;0.366;0.0;0.0;1.0;0.0;0.0;0.164;0.128;0.16;0.164;0.103;0.119;0.194;0.167;0.203;0.095;0.0;0.193;0.194;0.118;0.12;0.19;0.115;0.19;0.185;0.182;0.12;0.163;0.16;0.128;0.0;0.0;0.0;0.16;0.163;0.0
ENST00000560636_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000561133_90_90;0.17;0.098;0.19;0.168;0.17;0.0;0.0;0.17;0.0;0.0;0.058;0.16;0.174;0.278;0.176;0.408;0.182;0.16;0.176;0.278;0.0;0.262;0.724;0.0;0.0;1.0;0.1;0.107;0.098;0.1;0.145;0.145;0.169;0.195;0.13;0.0;0.0;0.167;0.169;0.144;0.147;0.136;0.14;0.136;0.132;0.133;0.147;0.106;0.103;0.113;0.311;0.14;0.346;0.103;0.106;0.346
ENST00000341697_90_90;0.437;0.96;0.236;0.434;0.437;0.323;0.0;0.437;0.397;0.0;0.383;0.308;0.278;0.17;0.302;0.132;0.283;0.308;0.302;0.17;0.067;0.0;0.128;0.164;0.0;0.1;1.0;0.872;0.973;1.0;0.623;0.623;0.435;0.383;0.42;0.157;0.0;0.432;0.435;0.401;0.393;0.43;0.411;0.43;0.439;0.436;0.393;0.953;0.928;0.83;0.11;0.041;0.153;0.928;0.953;0.153
ENST00000368912_90_90;0.372;0.887;0.182;0.369;0.372;0.343;0.0;0.372;0.315;0.0;0.405;0.306;0.276;0.145;0.273;0.139;0.281;0.306;0.273;0.145;0.019;0.0;0.136;0.128;0.0;0.107;0.872;1.0;0.899;0.872;0.507;0.507;0.371;0.401;0.354;0.065;0.0;0.368;0.371;0.37;0.362;0.4;0.381;0.4;0.41;0.406;0.362;0.83;0.856;0.949;0.119;0.044;0.165;0.856;0.83;0.165
ENST00000368913_90_90;0.43;0.987;0.233;0.427;0.43;0.316;0.0;0.43;0.389;0.0;0.376;0.321;0.291;0.167;0.315;0.13;0.297;0.321;0.315;0.167;0.066;0.0;0.125;0.16;0.0;0.098;0.973;0.899;1.0;0.973;0.607;0.607;0.429;0.377;0.413;0.153;0.0;0.425;0.429;0.415;0.407;0.444;0.425;0.444;0.454;0.45;0.407;0.928;0.954;0.856;0.107;0.04;0.149;0.954;0.928;0.149
ENST00000368914_90_90;0.437;0.96;0.236;0.434;0.437;0.323;0.0;0.437;0.397;0.0;0.383;0.308;0.278;0.17;0.302;0.132;0.283;0.308;0.302;0.17;0.067;0.0;0.128;0.164;0.0;0.1;1.0;0.872;0.973;1.0;0.623;0.623;0.435;0.383;0.42;0.157;0.0;0.432;0.435;0.401;0.393;0.43;0.411;0.43;0.439;0.436;0.393;0.953;0.928;0.83;0.11;0.041;0.153;0.928;0.953;0.153
ENST00000613223_90_90;0.374;0.607;0.294;0.371;0.374;0.216;0.0;0.374;0.308;0.0;0.296;0.153;0.14;0.203;0.161;0.175;0.141;0.153;0.161;0.203;0.1;0.0;0.181;0.103;0.0;0.145;0.623;0.507;0.607;0.623;1.0;0.957;0.373;0.31;0.354;0.23;0.0;0.37;0.373;0.252;0.242;0.256;0.264;0.256;0.268;0.269;0.242;0.587;0.571;0.474;0.172;0.065;0.237;0.571;0.587;0.237
ENST00000621728_90_90;0.381;0.607;0.294;0.377;0.381;0.224;0.0;0.381;0.316;0.0;0.303;0.156;0.137;0.203;0.157;0.175;0.137;0.156;0.157;0.203;0.1;0.0;0.181;0.119;0.0;0.145;0.623;0.507;0.607;0.623;0.957;1.0;0.379;0.316;0.36;0.23;0.0;0.376;0.379;0.247;0.238;0.261;0.259;0.261;0.273;0.274;0.238;0.587;0.571;0.474;0.172;0.065;0.237;0.571;0.587;0.237
ENSMUST00000019791_90_90;0.995;0.429;0.484;0.978;0.986;0.462;0.023;0.986;0.587;0.027;0.633;0.367;0.32;0.292;0.341;0.232;0.318;0.367;0.341;0.292;0.064;0.036;0.224;0.194;0.0;0.169;0.435;0.371;0.429;0.435;0.373;0.379;1.0;0.864;0.933;0.207;0.032;0.991;1.0;0.474;0.458;0.518;0.497;0.518;0.54;0.537;0.458;0.434;0.427;0.369;0.077;0.032;0.122;0.427;0.434;0.122
ENSMUST00000076043_90_90;0.86;0.377;0.396;0.852;0.86;0.526;0.026;0.86;0.459;0.031;0.733;0.331;0.282;0.248;0.276;0.262;0.283;0.331;0.276;0.248;0.014;0.041;0.258;0.167;0.0;0.195;0.383;0.401;0.377;0.383;0.31;0.316;0.864;1.0;0.798;0.072;0.037;0.857;0.864;0.409;0.393;0.454;0.432;0.454;0.477;0.474;0.393;0.381;0.375;0.399;0.089;0.037;0.141;0.375;0.381;0.141
ENSMUST00000115449_90_90;0.928;0.413;0.449;0.912;0.92;0.486;0.024;0.92;0.626;0.029;0.57;0.336;0.289;0.253;0.309;0.181;0.286;0.336;0.309;0.253;0.067;0.038;0.175;0.203;0.0;0.13;0.42;0.354;0.413;0.42;0.354;0.36;0.933;0.798;1.0;0.207;0.033;0.924;0.933;0.439;0.423;0.482;0.461;0.482;0.505;0.502;0.423;0.418;0.412;0.353;0.076;0.033;0.102;0.412;0.418;0.102
ENSMUST00000123228_90_90;0.208;0.153;0.203;0.201;0.203;0.007;0.0;0.203;0.192;0.0;0.094;0.107;0.116;0.172;0.149;0.095;0.116;0.107;0.149;0.172;0.188;0.0;0.029;0.095;0.0;0.0;0.157;0.065;0.153;0.157;0.23;0.23;0.207;0.072;0.207;1.0;0.0;0.205;0.207;0.146;0.149;0.137;0.142;0.137;0.134;0.134;0.149;0.156;0.152;0.064;0.0;0.0;0.0;0.152;0.156;0.0
ENSMUST00000126684_90_90;0.032;0.0;0.026;0.032;0.032;0.0;0.714;0.032;0.0;0.857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.032;0.037;0.033;0.0;1.0;0.031;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000135790_90_90;0.987;0.425;0.491;0.987;0.978;0.458;0.022;0.978;0.582;0.027;0.628;0.373;0.326;0.299;0.347;0.24;0.324;0.373;0.347;0.299;0.063;0.035;0.222;0.193;0.0;0.167;0.432;0.368;0.425;0.432;0.37;0.376;0.991;0.857;0.924;0.205;0.031;1.0;0.991;0.481;0.465;0.524;0.503;0.524;0.547;0.543;0.465;0.43;0.424;0.366;0.076;0.031;0.121;0.424;0.43;0.121
ENSMUST00000156422_90_90;0.995;0.429;0.484;0.978;0.986;0.462;0.023;0.986;0.587;0.027;0.633;0.367;0.32;0.292;0.341;0.232;0.318;0.367;0.341;0.292;0.064;0.036;0.224;0.194;0.0;0.169;0.435;0.371;0.429;0.435;0.373;0.379;1.0;0.864;0.933;0.207;0.032;0.991;1.0;0.474;0.458;0.518;0.497;0.518;0.54;0.537;0.458;0.434;0.427;0.369;0.077;0.032;0.122;0.427;0.434;0.122
ENSMUST00000051419_90_90;0.476;0.41;0.397;0.477;0.471;0.236;0.0;0.471;0.309;0.0;0.348;0.62;0.668;0.358;0.678;0.309;0.668;0.62;0.678;0.358;0.056;0.016;0.21;0.118;0.0;0.144;0.401;0.37;0.415;0.401;0.252;0.247;0.474;0.409;0.439;0.146;0.0;0.481;0.474;1.0;0.979;0.902;0.971;0.902;0.878;0.882;0.979;0.399;0.414;0.369;0.059;0.025;0.095;0.414;0.399;0.095
ENSMUST00000076335_90_90;0.46;0.402;0.394;0.461;0.455;0.217;0.0;0.455;0.291;0.0;0.33;0.63;0.68;0.364;0.691;0.315;0.68;0.63;0.691;0.364;0.057;0.017;0.214;0.12;0.0;0.147;0.393;0.362;0.407;0.393;0.242;0.238;0.458;0.393;0.423;0.149;0.0;0.465;0.458;0.979;1.0;0.92;0.951;0.92;0.895;0.899;1.0;0.391;0.406;0.361;0.06;0.026;0.097;0.406;0.391;0.097
ENSMUST00000077847_90_90;0.519;0.439;0.37;0.521;0.514;0.285;0.0;0.514;0.357;0.0;0.396;0.691;0.635;0.354;0.644;0.292;0.634;0.691;0.644;0.354;0.053;0.016;0.198;0.19;0.0;0.136;0.43;0.4;0.444;0.43;0.256;0.261;0.518;0.454;0.482;0.137;0.0;0.524;0.518;0.902;0.92;1.0;0.878;1.0;0.973;0.969;0.92;0.428;0.442;0.399;0.055;0.024;0.09;0.442;0.428;0.09
ENSMUST00000078621_90_90;0.498;0.42;0.388;0.5;0.494;0.261;0.0;0.494;0.333;0.0;0.373;0.606;0.652;0.349;0.662;0.301;0.652;0.606;0.662;0.349;0.054;0.016;0.204;0.115;0.0;0.14;0.411;0.381;0.425;0.411;0.264;0.259;0.497;0.432;0.461;0.142;0.0;0.503;0.497;0.971;0.951;0.878;1.0;0.878;0.905;0.908;0.951;0.409;0.424;0.38;0.057;0.025;0.093;0.424;0.409;0.093
ENSMUST00000103238_90_90;0.519;0.439;0.37;0.521;0.514;0.285;0.0;0.514;0.357;0.0;0.396;0.691;0.635;0.354;0.644;0.292;0.634;0.691;0.644;0.354;0.053;0.016;0.198;0.19;0.0;0.136;0.43;0.4;0.444;0.43;0.256;0.261;0.518;0.454;0.482;0.137;0.0;0.524;0.518;0.902;0.92;1.0;0.878;1.0;0.973;0.969;0.92;0.428;0.442;0.399;0.055;0.024;0.09;0.442;0.428;0.09
ENSMUST00000103239_90_90;0.542;0.448;0.362;0.543;0.537;0.31;0.0;0.537;0.382;0.0;0.421;0.675;0.62;0.345;0.63;0.285;0.619;0.675;0.63;0.345;0.051;0.015;0.192;0.185;0.0;0.132;0.439;0.41;0.454;0.439;0.268;0.273;0.54;0.477;0.505;0.134;0.0;0.547;0.54;0.878;0.895;0.973;0.905;0.973;1.0;0.996;0.895;0.438;0.452;0.409;0.054;0.023;0.087;0.452;0.438;0.087
ENSMUST00000103240_90_90;0.539;0.445;0.363;0.54;0.534;0.307;0.0;0.534;0.378;0.0;0.418;0.672;0.622;0.347;0.632;0.286;0.621;0.672;0.632;0.347;0.051;0.015;0.193;0.182;0.0;0.133;0.436;0.406;0.45;0.436;0.269;0.274;0.537;0.474;0.502;0.134;0.0;0.543;0.537;0.882;0.899;0.969;0.908;0.969;0.996;1.0;0.899;0.434;0.448;0.405;0.054;0.023;0.088;0.448;0.434;0.088
ENSMUST00000103241_90_90;0.46;0.402;0.394;0.461;0.455;0.217;0.0;0.455;0.291;0.0;0.33;0.63;0.68;0.364;0.691;0.315;0.68;0.63;0.691;0.364;0.057;0.017;0.214;0.12;0.0;0.147;0.393;0.362;0.407;0.393;0.242;0.238;0.458;0.393;0.423;0.149;0.0;0.465;0.458;0.979;1.0;0.92;0.951;0.92;0.895;0.899;1.0;0.391;0.406;0.361;0.06;0.026;0.097;0.406;0.391;0.097
ENSMUST00000090821_90_90;0.435;0.928;0.235;0.432;0.435;0.321;0.0;0.435;0.395;0.0;0.375;0.307;0.277;0.169;0.301;0.132;0.282;0.307;0.301;0.169;0.067;0.0;0.127;0.163;0.0;0.106;0.953;0.83;0.928;0.953;0.587;0.587;0.434;0.381;0.418;0.156;0.0;0.43;0.434;0.399;0.391;0.428;0.409;0.428;0.438;0.434;0.391;1.0;0.973;0.873;0.116;0.048;0.152;0.973;1.0;0.152
ENSMUST00000090823_90_90;0.429;0.954;0.232;0.425;0.429;0.314;0.0;0.429;0.387;0.0;0.368;0.319;0.29;0.167;0.314;0.129;0.296;0.319;0.314;0.167;0.065;0.0;0.124;0.16;0.0;0.103;0.928;0.856;0.954;0.928;0.571;0.571;0.427;0.375;0.412;0.152;0.0;0.424;0.427;0.414;0.406;0.442;0.424;0.442;0.452;0.448;0.406;0.973;1.0;0.9;0.113;0.047;0.148;1.0;0.973;0.148
ENSMUST00000107217_90_90;0.371;0.856;0.182;0.368;0.371;0.341;0.0;0.371;0.314;0.0;0.396;0.305;0.275;0.144;0.272;0.139;0.28;0.305;0.272;0.144;0.019;0.0;0.135;0.128;0.0;0.113;0.83;0.949;0.856;0.83;0.474;0.474;0.369;0.399;0.353;0.064;0.0;0.366;0.369;0.369;0.361;0.399;0.38;0.399;0.409;0.405;0.361;0.873;0.9;1.0;0.126;0.052;0.164;0.9;0.873;0.164
ENSMUST00000131620_90_90;0.077;0.107;0.089;0.077;0.077;0.0;0.0;0.077;0.0;0.0;0.013;0.053;0.057;0.091;0.058;0.132;0.06;0.053;0.058;0.091;0.0;0.0;0.23;0.0;0.0;0.311;0.11;0.119;0.107;0.11;0.172;0.172;0.077;0.089;0.076;0.0;0.0;0.076;0.077;0.059;0.06;0.055;0.057;0.055;0.054;0.054;0.06;0.116;0.113;0.126;1.0;0.412;0.607;0.113;0.116;0.607
ENSMUST00000131742_90_90;0.032;0.04;0.037;0.032;0.032;0.0;0.0;0.032;0.0;0.0;0.0;0.023;0.025;0.039;0.025;0.058;0.026;0.023;0.025;0.039;0.0;0.0;0.102;0.0;0.0;0.14;0.041;0.044;0.04;0.041;0.065;0.065;0.032;0.037;0.033;0.0;0.0;0.031;0.032;0.025;0.026;0.024;0.025;0.024;0.023;0.023;0.026;0.048;0.047;0.052;0.412;1.0;0.25;0.047;0.048;0.25
