;ENSCAFT00000003676_90_90;ENST00000242066_90_90;ENST00000399357_90_90;ENST00000403527_90_90;ENST00000403685_90_90;ENST00000405192_90_90;ENST00000405218_90_90;ENST00000405358_90_90;ENST00000420159_90_90;ENST00000421381_90_90;ENST00000430479_90_90;ENST00000431887_90_90;ENST00000433547_90_90;ENST00000438956_90_90;ENST00000443137_90_90;ENST00000443608_90_90;ENSMUST00000095767_90_90;ENSMUST00000159334_90_90;ENSMUST00000160244_90_90;ENSMUST00000160701_90_90;ENSMUST00000160856_90_90;ENSMUST00000160996_90_90;ENSMUST00000161164_90_90;ENSMUST00000161513_90_90;ENSMUST00000161980_90_90;ENSMUST00000162563_90_90
ENST00000430479_90_90;0.992;0.962;0.711;0.838;0.962;0.952;1.0;0.913;0.802;0.258;1.0;0.2;0.042;0.539;0.694;0.307;0.996;0.835;0.948;0.709;0.958;0.481;0.042;0.428;0.799;0.996
ENST00000431887_90_90;0.197;0.162;0.081;0.07;0.162;0.21;0.2;0.159;0.034;0.775;0.2;1.0;0.21;0.046;0.26;0.15;0.199;0.07;0.209;0.081;0.161;0.31;0.21;0.303;0.034;0.199
ENST00000433547_90_90;0.04;0.044;0.0;0.0;0.044;0.044;0.042;0.01;0.0;0.163;0.042;0.21;1.0;0.0;0.054;0.0;0.042;0.0;0.044;0.0;0.044;0.087;1.0;0.019;0.0;0.042
ENST00000438956_90_90;0.538;0.559;0.516;0.66;0.559;0.493;0.539;0.524;0.688;0.122;0.539;0.046;0.0;1.0;0.689;0.506;0.537;0.657;0.491;0.513;0.557;0.487;0.0;0.404;0.685;0.537
ENST00000443137_90_90;0.689;0.658;0.429;0.55;0.658;0.647;0.694;0.627;0.515;0.335;0.694;0.26;0.054;0.689;1.0;0.394;0.693;0.55;0.646;0.429;0.656;0.625;0.054;0.546;0.515;0.693
ENST00000443608_90_90;0.308;0.271;0.463;0.396;0.271;0.298;0.307;0.299;0.355;0.261;0.307;0.15;0.0;0.506;0.394;1.0;0.307;0.396;0.298;0.463;0.271;0.36;0.0;0.351;0.355;0.307
ENSMUST00000095767_90_90;0.994;0.958;0.709;0.835;0.958;0.948;0.996;0.909;0.799;0.257;0.996;0.199;0.042;0.537;0.693;0.307;1.0;0.838;0.952;0.711;0.962;0.482;0.042;0.429;0.802;1.0
ENSMUST00000159334_90_90;0.839;0.799;0.853;0.997;0.799;0.789;0.835;0.812;0.956;0.126;0.835;0.07;0.0;0.657;0.55;0.396;0.838;1.0;0.792;0.856;0.802;0.341;0.0;0.336;0.959;0.838
ENSMUST00000160244_90_90;0.946;0.91;0.663;0.789;0.91;0.996;0.948;0.864;0.753;0.27;0.948;0.209;0.044;0.491;0.646;0.298;0.952;0.792;1.0;0.665;0.914;0.507;0.044;0.449;0.755;0.952
ENSMUST00000160701_90_90;0.712;0.673;0.996;0.853;0.673;0.663;0.709;0.689;0.812;0.141;0.709;0.081;0.0;0.513;0.429;0.463;0.711;0.856;0.665;1.0;0.675;0.214;0.0;0.214;0.815;0.711
ENSMUST00000160856_90_90;0.957;0.996;0.673;0.799;0.996;0.91;0.958;0.874;0.829;0.219;0.958;0.161;0.044;0.557;0.656;0.271;0.962;0.802;0.914;0.675;1.0;0.501;0.044;0.394;0.832;0.962
ENSMUST00000160996_90_90;0.478;0.5;0.214;0.341;0.5;0.506;0.481;0.424;0.354;0.421;0.481;0.31;0.087;0.487;0.625;0.36;0.482;0.341;0.507;0.214;0.501;1.0;0.087;0.717;0.354;0.482
ENSMUST00000161164_90_90;0.04;0.044;0.0;0.0;0.044;0.044;0.042;0.01;0.0;0.163;0.042;0.21;1.0;0.0;0.054;0.0;0.042;0.0;0.044;0.0;0.044;0.087;1.0;0.019;0.0;0.042
ENSMUST00000161513_90_90;0.425;0.393;0.214;0.336;0.393;0.448;0.428;0.497;0.301;0.407;0.428;0.303;0.019;0.404;0.546;0.351;0.429;0.336;0.449;0.214;0.394;0.717;0.019;1.0;0.301;0.429
ENSMUST00000161980_90_90;0.803;0.829;0.812;0.956;0.829;0.753;0.799;0.777;0.997;0.09;0.799;0.034;0.0;0.685;0.515;0.355;0.802;0.959;0.755;0.815;0.832;0.354;0.0;0.301;1.0;0.802
ENSMUST00000162563_90_90;0.994;0.958;0.709;0.835;0.958;0.948;0.996;0.909;0.799;0.257;0.996;0.199;0.042;0.537;0.693;0.307;1.0;0.838;0.952;0.711;0.962;0.482;0.042;0.429;0.802;1.0
