;ENSCAFT00000000309_90_90;ENSCAFT00000019817_90_90;ENSCAFT00000022132_90_90;ENST00000257414_90_90;ENST00000343348_90_90;ENST00000503865_90_90;ENST00000509665_90_90;ENST00000510263_90_90;ENST00000513137_90_90;ENST00000515009_90_90;ENST00000515129_90_90;ENST00000316364_90_90;ENST00000354744_90_90;ENST00000355997_90_90;ENST00000358066_90_90;ENST00000389425_90_90;ENST00000389428_90_90;ENST00000536845_90_90;ENST00000558014_90_90;ENST00000558816_90_90;ENST00000559064_90_90;ENST00000559184_90_90;ENST00000559196_90_90;ENST00000560006_90_90;ENST00000560636_90_90;ENST00000561133_90_90;ENST00000341697_90_90;ENST00000368912_90_90;ENST00000368913_90_90;ENST00000368914_90_90;ENST00000613223_90_90;ENST00000621728_90_90;ENSMUST00000019791_90_90;ENSMUST00000076043_90_90;ENSMUST00000115449_90_90;ENSMUST00000123228_90_90;ENSMUST00000126684_90_90;ENSMUST00000135790_90_90;ENSMUST00000156422_90_90;ENSMUST00000051419_90_90;ENSMUST00000076335_90_90;ENSMUST00000077847_90_90;ENSMUST00000078621_90_90;ENSMUST00000103238_90_90;ENSMUST00000103239_90_90;ENSMUST00000103240_90_90;ENSMUST00000103241_90_90;ENSMUST00000090821_90_90;ENSMUST00000090823_90_90;ENSMUST00000107217_90_90;ENSMUST00000131620_90_90;ENSMUST00000131742_90_90;ENSMUST00000142449_90_90;ENSMUST00000168321_90_90;ENSMUST00000202315_90_90;ENSMUST00000204709_90_90
ENST00000358066_90_90;0.842;0.868;0.928;0.844;0.83;0.224;0.0;0.83;0.404;0.0;0.461;0.852;0.928;0.598;1.0;0.425;0.967;0.852;1.0;0.598;0.072;0.046;0.243;0.133;0.0;0.176;0.832;0.748;0.869;0.832;0.455;0.437;0.818;0.655;0.741;0.303;0.0;0.832;0.818;0.975;0.975;0.889;0.975;0.889;0.889;0.893;0.975;0.809;0.845;0.727;0.146;0.062;0.24;0.845;0.809;0.24
ENST00000389425_90_90;0.439;0.274;0.648;0.45;0.436;0.0;0.0;0.436;0.0;0.0;0.284;0.386;0.421;0.671;0.425;1.0;0.44;0.386;0.425;0.671;0.0;0.107;0.563;0.0;0.0;0.408;0.282;0.309;0.271;0.282;0.537;0.527;0.433;0.526;0.336;0.148;0.0;0.447;0.433;0.406;0.406;0.37;0.406;0.37;0.37;0.372;0.406;0.274;0.264;0.299;0.438;0.188;0.719;0.264;0.274;0.719
ENST00000389428_90_90;0.784;0.811;0.88;0.787;0.773;0.237;0.0;0.773;0.348;0.0;0.489;0.878;0.959;0.619;0.967;0.44;1.0;0.878;0.967;0.619;0.04;0.048;0.251;0.112;0.0;0.182;0.776;0.792;0.813;0.776;0.396;0.379;0.762;0.694;0.685;0.238;0.0;0.776;0.762;0.949;0.949;0.866;0.949;0.866;0.866;0.87;0.949;0.755;0.791;0.769;0.156;0.067;0.256;0.791;0.755;0.256
ENST00000536845_90_90;0.935;0.934;0.936;0.916;0.902;0.4;0.0;0.902;0.483;0.0;0.63;1.0;0.916;0.574;0.852;0.386;0.878;1.0;0.852;0.574;0.074;0.042;0.221;0.23;0.0;0.16;0.897;0.921;0.935;0.897;0.439;0.449;0.909;0.837;0.832;0.211;0.0;0.923;0.909;0.884;0.884;0.972;0.884;0.972;0.972;0.968;0.884;0.873;0.909;0.894;0.136;0.058;0.223;0.909;0.873;0.223
ENST00000558014_90_90;0.842;0.868;0.928;0.844;0.83;0.224;0.0;0.83;0.404;0.0;0.461;0.852;0.928;0.598;1.0;0.425;0.967;0.852;1.0;0.598;0.072;0.046;0.243;0.133;0.0;0.176;0.832;0.748;0.869;0.832;0.455;0.437;0.818;0.655;0.741;0.303;0.0;0.832;0.818;0.975;0.975;0.889;0.975;0.889;0.889;0.893;0.975;0.809;0.845;0.727;0.146;0.062;0.24;0.845;0.809;0.24
ENST00000558816_90_90;0.604;0.406;0.88;0.61;0.596;0.052;0.0;0.596;0.17;0.0;0.301;0.574;0.593;1.0;0.598;0.671;0.619;0.574;0.598;1.0;0.059;0.073;0.384;0.095;0.0;0.278;0.417;0.356;0.402;0.417;0.732;0.719;0.587;0.507;0.51;0.299;0.0;0.601;0.587;0.51;0.51;0.486;0.51;0.486;0.486;0.488;0.51;0.406;0.391;0.346;0.304;0.13;0.5;0.391;0.406;0.5
ENST00000559064_90_90;0.108;0.104;0.168;0.099;0.1;0.076;0.0;0.1;0.175;0.0;0.03;0.074;0.08;0.059;0.072;0.0;0.04;0.074;0.072;0.059;1.0;0.0;0.0;0.366;0.0;0.0;0.107;0.029;0.103;0.107;0.204;0.2;0.108;0.024;0.117;0.293;0.0;0.106;0.108;0.071;0.071;0.065;0.071;0.065;0.065;0.065;0.071;0.107;0.103;0.029;0.0;0.0;0.0;0.103;0.107;0.0
ENST00000559184_90_90;0.058;0.0;0.064;0.057;0.058;0.0;0.0;0.058;0.0;0.0;0.0;0.042;0.046;0.073;0.046;0.107;0.048;0.042;0.046;0.073;0.0;1.0;0.19;0.0;0.0;0.262;0.0;0.0;0.0;0.0;0.0;0.0;0.058;0.07;0.062;0.0;0.0;0.057;0.058;0.02;0.02;0.019;0.02;0.019;0.019;0.019;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000559196_90_90;0.367;0.217;0.4;0.364;0.37;0.0;0.0;0.37;0.0;0.0;0.202;0.221;0.241;0.384;0.243;0.563;0.251;0.221;0.243;0.384;0.0;0.19;1.0;0.0;0.0;0.724;0.223;0.245;0.215;0.223;0.426;0.418;0.367;0.447;0.288;0.035;0.0;0.362;0.367;0.259;0.259;0.236;0.259;0.236;0.236;0.237;0.259;0.217;0.209;0.237;0.538;0.231;0.885;0.209;0.217;0.885
ENST00000560006_90_90;0.338;0.283;0.144;0.324;0.329;0.609;0.0;0.329;0.575;0.0;0.381;0.23;0.149;0.095;0.133;0.0;0.112;0.23;0.133;0.095;0.366;0.0;0.0;1.0;0.0;0.0;0.291;0.228;0.28;0.291;0.217;0.25;0.338;0.298;0.367;0.133;0.0;0.333;0.338;0.148;0.148;0.236;0.148;0.236;0.236;0.231;0.148;0.291;0.28;0.228;0.0;0.0;0.0;0.28;0.291;0.0
ENST00000560636_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000561133_90_90;0.273;0.16;0.296;0.271;0.275;0.0;0.0;0.275;0.0;0.0;0.088;0.16;0.174;0.278;0.176;0.408;0.182;0.16;0.176;0.278;0.0;0.262;0.724;0.0;0.0;1.0;0.165;0.181;0.159;0.165;0.315;0.309;0.273;0.333;0.212;0.0;0.0;0.27;0.273;0.178;0.178;0.162;0.178;0.162;0.162;0.163;0.178;0.175;0.168;0.191;0.778;0.333;0.783;0.168;0.175;0.783
ENST00000341697_90_90;1.0;0.973;1.0;1.0;1.0;0.55;0.0;1.0;0.712;0.0;0.712;0.897;0.785;0.417;0.832;0.282;0.776;0.897;0.832;0.417;0.107;0.0;0.223;0.291;0.0;0.165;1.0;0.872;0.973;1.0;0.623;0.623;1.0;0.838;0.946;0.234;0.0;1.0;1.0;0.838;0.815;0.915;0.869;0.915;0.946;0.938;0.815;0.993;0.966;0.864;0.112;0.042;0.161;0.966;0.993;0.161
ENST00000368912_90_90;0.865;0.899;0.781;0.865;0.865;0.635;0.0;0.865;0.577;0.0;0.823;0.921;0.802;0.356;0.748;0.309;0.792;0.921;0.748;0.356;0.029;0.0;0.245;0.228;0.0;0.181;0.872;1.0;0.899;0.872;0.507;0.507;0.865;0.969;0.811;0.099;0.0;0.865;0.865;0.769;0.746;0.846;0.8;0.846;0.877;0.869;0.746;0.864;0.891;0.992;0.121;0.045;0.174;0.891;0.864;0.174
ENST00000368913_90_90;1.0;1.0;1.0;1.0;1.0;0.55;0.0;1.0;0.712;0.0;0.712;0.935;0.822;0.402;0.869;0.271;0.813;0.935;0.869;0.402;0.103;0.0;0.215;0.28;0.0;0.159;0.973;0.899;1.0;0.973;0.607;0.607;1.0;0.838;0.946;0.234;0.0;1.0;1.0;0.869;0.846;0.946;0.9;0.946;0.977;0.969;0.846;0.966;0.993;0.891;0.109;0.041;0.156;0.993;0.966;0.156
ENST00000368914_90_90;1.0;0.973;1.0;1.0;1.0;0.55;0.0;1.0;0.712;0.0;0.712;0.897;0.785;0.417;0.832;0.282;0.776;0.897;0.832;0.417;0.107;0.0;0.223;0.291;0.0;0.165;1.0;0.872;0.973;1.0;0.623;0.623;1.0;0.838;0.946;0.234;0.0;1.0;1.0;0.838;0.815;0.915;0.869;0.915;0.946;0.938;0.815;0.993;0.966;0.864;0.112;0.042;0.161;0.966;0.993;0.161
ENST00000613223_90_90;0.766;0.615;1.0;0.766;0.766;0.315;0.0;0.766;0.477;0.0;0.477;0.439;0.406;0.732;0.455;0.537;0.396;0.439;0.455;0.732;0.204;0.0;0.426;0.217;0.0;0.315;0.623;0.507;0.607;0.623;1.0;0.957;0.766;0.604;0.712;0.306;0.0;0.766;0.766;0.532;0.508;0.538;0.565;0.538;0.569;0.574;0.508;0.615;0.599;0.497;0.18;0.067;0.258;0.599;0.615;0.258
ENST00000621728_90_90;0.775;0.615;1.0;0.775;0.775;0.324;0.0;0.775;0.486;0.0;0.486;0.449;0.388;0.719;0.437;0.527;0.379;0.449;0.437;0.719;0.2;0.0;0.418;0.25;0.0;0.309;0.623;0.507;0.607;0.623;0.957;1.0;0.775;0.613;0.721;0.302;0.0;0.775;0.775;0.516;0.492;0.546;0.548;0.546;0.577;0.581;0.492;0.615;0.599;0.497;0.18;0.067;0.258;0.599;0.615;0.258
ENSMUST00000019791_90_90;1.0;1.0;0.971;0.986;0.995;0.468;0.023;0.995;0.593;0.027;0.636;0.909;0.783;0.587;0.818;0.433;0.762;0.909;0.818;0.587;0.108;0.058;0.367;0.338;0.0;0.273;1.0;0.865;1.0;1.0;0.766;0.775;1.0;0.864;0.933;0.207;0.032;0.991;1.0;0.831;0.802;0.91;0.87;0.91;0.949;0.944;0.802;0.965;0.965;0.835;0.148;0.061;0.235;0.965;0.965;0.235
ENSMUST00000076043_90_90;0.864;0.838;0.783;0.86;0.868;0.534;0.026;0.868;0.464;0.032;0.737;0.837;0.704;0.507;0.655;0.526;0.694;0.837;0.655;0.507;0.024;0.07;0.447;0.298;0.0;0.333;0.838;0.969;0.838;0.838;0.604;0.613;0.864;1.0;0.798;0.072;0.037;0.857;0.864;0.701;0.672;0.78;0.74;0.78;0.819;0.814;0.672;0.809;0.809;0.93;0.175;0.072;0.278;0.809;0.809;0.278
ENSMUST00000115449_90_90;0.941;0.946;0.899;0.924;0.932;0.495;0.024;0.932;0.635;0.029;0.575;0.832;0.706;0.51;0.741;0.336;0.685;0.832;0.741;0.51;0.117;0.062;0.288;0.367;0.0;0.212;0.946;0.811;0.946;0.946;0.712;0.721;0.933;0.798;1.0;0.207;0.033;0.924;0.933;0.768;0.74;0.847;0.808;0.847;0.887;0.881;0.74;0.913;0.913;0.783;0.145;0.064;0.193;0.913;0.913;0.193
ENSMUST00000123228_90_90;0.209;0.234;0.29;0.203;0.205;0.007;0.0;0.205;0.195;0.0;0.094;0.211;0.242;0.299;0.303;0.148;0.238;0.211;0.303;0.299;0.293;0.0;0.035;0.133;0.0;0.0;0.234;0.099;0.234;0.234;0.306;0.302;0.207;0.072;0.207;1.0;0.0;0.205;0.207;0.238;0.247;0.218;0.228;0.218;0.209;0.211;0.247;0.234;0.234;0.099;0.0;0.0;0.0;0.234;0.234;0.0
ENSMUST00000126684_90_90;0.032;0.0;0.036;0.032;0.032;0.0;0.714;0.032;0.0;0.857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.032;0.037;0.033;0.0;1.0;0.031;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000135790_90_90;1.0;1.0;0.986;0.995;0.986;0.464;0.023;0.986;0.587;0.027;0.631;0.923;0.797;0.601;0.832;0.447;0.776;0.923;0.832;0.601;0.106;0.057;0.362;0.333;0.0;0.27;1.0;0.865;1.0;1.0;0.766;0.775;0.991;0.857;0.924;0.205;0.031;1.0;0.991;0.842;0.814;0.921;0.881;0.921;0.96;0.955;0.814;0.965;0.965;0.835;0.148;0.061;0.235;0.965;0.965;0.235
ENSMUST00000156422_90_90;1.0;1.0;0.971;0.986;0.995;0.468;0.023;0.995;0.593;0.027;0.636;0.909;0.783;0.587;0.818;0.433;0.762;0.909;0.818;0.587;0.108;0.058;0.367;0.338;0.0;0.273;1.0;0.865;1.0;1.0;0.766;0.775;1.0;0.864;0.933;0.207;0.032;0.991;1.0;0.831;0.802;0.91;0.87;0.91;0.949;0.944;0.802;0.965;0.965;0.835;0.148;0.061;0.235;0.965;0.965;0.235
ENSMUST00000051419_90_90;0.85;0.868;1.0;0.841;0.83;0.369;0.0;0.83;0.494;0.0;0.551;0.884;0.97;0.51;0.975;0.406;0.949;0.884;0.975;0.51;0.071;0.02;0.259;0.148;0.0;0.178;0.838;0.769;0.869;0.838;0.532;0.516;0.831;0.701;0.768;0.238;0.0;0.842;0.831;1.0;0.979;0.902;0.971;0.902;0.878;0.882;0.979;0.82;0.85;0.752;0.121;0.052;0.198;0.85;0.82;0.198
ENSMUST00000076335_90_90;0.821;0.845;0.983;0.812;0.801;0.341;0.0;0.801;0.466;0.0;0.523;0.884;0.97;0.51;0.975;0.406;0.949;0.884;0.975;0.51;0.071;0.02;0.259;0.148;0.0;0.178;0.815;0.746;0.846;0.815;0.508;0.492;0.802;0.672;0.74;0.247;0.0;0.814;0.802;0.979;1.0;0.92;0.951;0.92;0.895;0.899;1.0;0.797;0.827;0.729;0.124;0.053;0.204;0.827;0.797;0.204
ENSMUST00000077847_90_90;0.931;0.946;0.983;0.92;0.909;0.449;0.0;0.909;0.574;0.0;0.631;0.972;0.884;0.486;0.889;0.37;0.866;0.972;0.889;0.486;0.065;0.019;0.236;0.236;0.0;0.162;0.915;0.846;0.946;0.915;0.538;0.546;0.91;0.78;0.847;0.218;0.0;0.921;0.91;0.902;0.92;1.0;0.878;1.0;0.973;0.969;0.92;0.895;0.925;0.827;0.111;0.048;0.183;0.925;0.895;0.183
ENSMUST00000078621_90_90;0.89;0.899;1.0;0.881;0.869;0.409;0.0;0.869;0.534;0.0;0.591;0.884;0.97;0.51;0.975;0.406;0.949;0.884;0.975;0.51;0.071;0.02;0.259;0.148;0.0;0.178;0.869;0.8;0.9;0.869;0.565;0.548;0.87;0.74;0.808;0.228;0.0;0.881;0.87;0.971;0.951;0.878;1.0;0.878;0.905;0.908;0.951;0.85;0.88;0.782;0.117;0.05;0.192;0.88;0.85;0.192
ENSMUST00000103238_90_90;0.931;0.946;0.983;0.92;0.909;0.449;0.0;0.909;0.574;0.0;0.631;0.972;0.884;0.486;0.889;0.37;0.866;0.972;0.889;0.486;0.065;0.019;0.236;0.236;0.0;0.162;0.915;0.846;0.946;0.915;0.538;0.546;0.91;0.78;0.847;0.218;0.0;0.921;0.91;0.902;0.92;1.0;0.878;1.0;0.973;0.969;0.92;0.895;0.925;0.827;0.111;0.048;0.183;0.925;0.895;0.183
ENSMUST00000103239_90_90;0.971;0.977;0.983;0.96;0.949;0.489;0.0;0.949;0.614;0.0;0.67;0.972;0.884;0.486;0.889;0.37;0.866;0.972;0.889;0.486;0.065;0.019;0.236;0.236;0.0;0.162;0.946;0.877;0.977;0.946;0.569;0.577;0.949;0.819;0.887;0.209;0.0;0.96;0.949;0.878;0.895;0.973;0.905;0.973;1.0;0.996;0.895;0.925;0.955;0.857;0.108;0.046;0.177;0.955;0.925;0.177
ENSMUST00000103240_90_90;0.965;0.969;0.983;0.955;0.943;0.483;0.0;0.943;0.608;0.0;0.665;0.968;0.888;0.488;0.893;0.372;0.87;0.968;0.893;0.488;0.065;0.019;0.237;0.231;0.0;0.163;0.938;0.869;0.969;0.938;0.574;0.581;0.944;0.814;0.881;0.211;0.0;0.955;0.944;0.882;0.899;0.969;0.908;0.969;0.996;1.0;0.899;0.917;0.947;0.85;0.109;0.047;0.178;0.947;0.917;0.178
ENSMUST00000103241_90_90;0.821;0.845;0.983;0.812;0.801;0.341;0.0;0.801;0.466;0.0;0.523;0.884;0.97;0.51;0.975;0.406;0.949;0.884;0.975;0.51;0.071;0.02;0.259;0.148;0.0;0.178;0.815;0.746;0.846;0.815;0.508;0.492;0.802;0.672;0.74;0.247;0.0;0.814;0.802;0.979;1.0;0.92;0.951;0.92;0.895;0.899;1.0;0.797;0.827;0.729;0.124;0.053;0.204;0.827;0.797;0.204
ENSMUST00000090821_90_90;0.965;0.966;0.941;0.965;0.965;0.55;0.0;0.965;0.712;0.0;0.678;0.873;0.764;0.406;0.809;0.274;0.755;0.873;0.809;0.406;0.107;0.0;0.217;0.291;0.0;0.175;0.993;0.864;0.966;0.993;0.615;0.615;0.965;0.809;0.913;0.234;0.0;0.965;0.965;0.82;0.797;0.895;0.85;0.895;0.925;0.917;0.797;1.0;0.973;0.873;0.116;0.048;0.152;0.973;1.0;0.152
ENSMUST00000090823_90_90;0.965;0.993;0.941;0.965;0.965;0.55;0.0;0.965;0.712;0.0;0.678;0.909;0.8;0.391;0.845;0.264;0.791;0.909;0.845;0.391;0.103;0.0;0.209;0.28;0.0;0.168;0.966;0.891;0.993;0.966;0.599;0.599;0.965;0.809;0.913;0.234;0.0;0.965;0.965;0.85;0.827;0.925;0.88;0.925;0.955;0.947;0.827;0.973;1.0;0.9;0.113;0.047;0.148;1.0;0.973;0.148
ENSMUST00000107217_90_90;0.835;0.891;0.735;0.835;0.835;0.635;0.0;0.835;0.577;0.0;0.78;0.894;0.779;0.346;0.727;0.299;0.769;0.894;0.727;0.346;0.029;0.0;0.237;0.228;0.0;0.191;0.864;0.992;0.891;0.864;0.497;0.497;0.835;0.93;0.783;0.099;0.0;0.835;0.835;0.752;0.729;0.827;0.782;0.827;0.857;0.85;0.729;0.873;0.9;1.0;0.126;0.052;0.164;0.9;0.873;0.164
ENSMUST00000131620_90_90;0.148;0.109;0.25;0.148;0.148;0.0;0.0;0.148;0.0;0.0;0.021;0.136;0.154;0.304;0.146;0.438;0.156;0.136;0.146;0.304;0.0;0.0;0.538;0.0;0.0;0.778;0.112;0.121;0.109;0.112;0.18;0.18;0.148;0.175;0.145;0.0;0.0;0.148;0.148;0.121;0.124;0.111;0.117;0.111;0.108;0.109;0.124;0.116;0.113;0.126;1.0;0.412;0.607;0.113;0.116;0.607
ENSMUST00000131742_90_90;0.061;0.041;0.103;0.061;0.061;0.0;0.0;0.061;0.0;0.0;0.0;0.058;0.066;0.13;0.062;0.188;0.067;0.058;0.062;0.13;0.0;0.0;0.231;0.0;0.0;0.333;0.042;0.045;0.041;0.042;0.067;0.067;0.061;0.072;0.064;0.0;0.0;0.061;0.061;0.052;0.053;0.048;0.05;0.048;0.046;0.047;0.053;0.048;0.047;0.052;0.412;1.0;0.25;0.047;0.048;0.25
