;ENSCAFT00000002168_90_90;ENSCAFT00000045695_90_90;ENSCAFT00000013241_90_90;ENSCAFT00000019370_90_90;ENST00000253363_90_90;ENST00000338163_90_90;ENST00000361162_90_90;ENST00000374038_90_90;ENST00000397370_90_90;ENST00000403542_90_90;ENST00000412738_90_90;ENST00000416108_90_90;ENST00000416529_90_90;ENST00000425184_90_90;ENST00000426951_90_90;ENST00000429968_90_90;ENST00000433027_90_90;ENST00000434927_90_90;ENST00000444878_90_90;ENST00000448303_90_90;ENST00000449489_90_90;ENST00000453310_90_90;ENST00000455343_90_90;ENST00000476806_90_90;ENST00000490484_90_90;ENST00000528062_90_90;ENST00000615771_90_90;ENST00000369086_90_90;ENST00000369093_90_90;ENST00000412524_90_90;ENST00000436547_90_90;ENST00000479729_90_90;ENST00000497671_90_90;ENST00000313352_90_90;ENST00000349157_90_90;ENST00000453551_90_90;ENST00000456095_90_90;ENST00000526459_90_90;ENST00000526683_90_90;ENST00000527197_90_90;ENST00000527744_90_90;ENST00000529999_90_90;ENST00000531897_90_90;ENST00000532884_90_90;ENST00000533162_90_90;ENSMUST00000002599_90_90;ENSMUST00000100527_90_90;ENSMUST00000029149_90_90;ENSMUST00000109584_90_90;ENSMUST00000109587_90_90;ENSMUST00000126992_90_90;ENSMUST00000137566_90_90;ENSMUST00000142071_90_90;ENSMUST00000146288_90_90;ENSMUST00000146297_90_90;ENSMUST00000146549_90_90;ENSMUST00000147098_90_90;ENSMUST00000148794_90_90;ENSMUST00000152919_90_90;ENSMUST00000153514_90_90;ENSMUST00000154677_90_90;ENSMUST00000155837_90_90;ENSMUST00000033135_90_90;ENSMUST00000106226_90_90;ENSMUST00000106228_90_90;ENSMUST00000123666_90_90;ENSMUST00000133089_90_90;ENSMUST00000133444_90_90;ENSMUST00000141126_90_90;ENSMUST00000165023_90_90;ENSMUST00000205278_90_90;ENSMUST00000205835_90_90
ENST00000412738_90_90;0.022;0.004;0.077;0.015;0.049;0.061;0.05;0.11;0.145;1.0;1.0;1.0;0.209;0.625;0.038;0.243;0.281;0.127;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.05;0.0;0.0;0.067;0.0;0.069;0.433;0.159;0.0;0.027;0.0;0.027;0.042;0.026;0.028;0.026;0.0;0.0;0.0;0.0;0.031;0.03;0.041;0.29;0.041;0.075;1.0;0.05;0.122;0.041;1.0;0.265;0.0;1.0;0.25;0.209;1.0;0.069;0.067;0.0;0.159;0.0;0.0;0.0;0.069;0.071;0.21
ENST00000416108_90_90;0.022;0.004;0.077;0.015;0.049;0.061;0.05;0.11;0.145;1.0;1.0;1.0;0.209;0.625;0.038;0.243;0.281;0.127;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.05;0.0;0.0;0.067;0.0;0.069;0.433;0.159;0.0;0.027;0.0;0.027;0.042;0.026;0.028;0.026;0.0;0.0;0.0;0.0;0.031;0.03;0.041;0.29;0.041;0.075;1.0;0.05;0.122;0.041;1.0;0.265;0.0;1.0;0.25;0.209;1.0;0.069;0.067;0.0;0.159;0.0;0.0;0.0;0.069;0.071;0.21
ENST00000416529_90_90;0.0;0.013;0.082;0.0;0.048;0.06;0.049;0.105;0.136;0.209;0.209;0.209;1.0;0.0;0.036;0.22;0.25;0.12;0.209;0.0;0.209;0.209;0.209;0.0;0.0;0.049;0.0;0.169;0.122;0.123;0.085;0.237;0.193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.085;0.092;0.0;0.102;0.008;0.008;0.041;0.257;0.04;0.073;0.209;0.049;0.115;0.041;0.209;0.237;0.0;0.209;0.225;1.0;0.209;0.085;0.122;0.057;0.193;0.0;0.0;0.0;0.085;0.234;0.129
ENST00000425184_90_90;0.023;0.004;0.057;0.016;0.0;0.0;0.0;0.0;0.0;0.625;0.625;0.625;0.0;1.0;0.0;0.0;0.0;0.0;0.625;0.0;0.625;0.625;0.625;0.0;0.0;0.0;0.0;0.0;0.042;0.0;0.043;0.133;0.103;0.0;0.028;0.0;0.028;0.044;0.027;0.03;0.028;0.0;0.0;0.0;0.0;0.032;0.031;0.0;0.0;0.0;0.0;0.625;0.0;0.0;0.0;0.625;0.0;0.0;0.625;0.0;0.0;0.625;0.043;0.042;0.0;0.103;0.0;0.0;0.0;0.043;0.079;0.138
ENST00000426951_90_90;0.044;0.047;0.136;0.022;0.178;0.227;0.182;0.448;0.116;0.038;0.038;0.038;0.036;0.0;1.0;0.182;0.205;0.536;0.038;0.0;0.038;0.038;0.038;0.0;0.0;0.183;0.0;0.092;0.144;0.069;0.15;0.043;0.063;0.033;0.035;0.032;0.031;0.047;0.034;0.032;0.045;0.101;0.109;0.149;0.09;0.048;0.046;0.084;0.045;0.083;0.154;0.038;0.102;0.254;0.084;0.038;0.043;0.0;0.038;0.041;0.036;0.038;0.15;0.144;0.17;0.063;0.0;0.429;0.175;0.15;0.066;0.0
ENST00000429968_90_90;0.027;0.03;0.072;0.015;0.085;0.108;0.087;0.203;0.278;0.243;0.243;0.243;0.22;0.0;0.182;1.0;0.625;0.238;0.243;0.0;0.243;0.243;0.243;0.0;0.0;0.088;0.0;0.105;0.096;0.118;0.099;0.281;0.134;0.025;0.027;0.024;0.023;0.035;0.026;0.024;0.034;0.089;0.097;0.042;0.108;0.031;0.03;0.042;0.31;0.041;0.076;0.243;0.051;0.125;0.042;0.243;0.281;0.0;0.243;0.593;0.22;0.243;0.099;0.096;0.079;0.134;0.0;0.0;0.056;0.099;0.072;0.074
ENST00000433027_90_90;0.014;0.018;0.062;0.0;0.088;0.112;0.09;0.217;0.306;0.281;0.281;0.281;0.25;0.0;0.205;0.625;1.0;0.259;0.281;0.0;0.281;0.281;0.281;0.0;0.0;0.09;0.0;0.16;0.069;0.111;0.072;0.333;0.173;0.0;0.014;0.0;0.0;0.007;0.013;0.0;0.007;0.066;0.072;0.0;0.08;0.018;0.017;0.043;0.375;0.042;0.08;0.281;0.052;0.134;0.043;0.281;0.333;0.0;0.281;0.31;0.25;0.281;0.072;0.069;0.048;0.173;0.0;0.0;0.0;0.072;0.105;0.079
ENST00000434927_90_90;0.061;0.063;0.141;0.037;0.331;0.424;0.339;0.809;0.17;0.127;0.127;0.127;0.12;0.0;0.536;0.238;0.259;1.0;0.127;0.071;0.127;0.127;0.127;0.0;0.033;0.302;0.0;0.066;0.159;0.053;0.165;0.136;0.095;0.052;0.052;0.05;0.049;0.071;0.051;0.05;0.069;0.084;0.09;0.172;0.073;0.064;0.062;0.167;0.143;0.164;0.298;0.127;0.201;0.292;0.167;0.127;0.136;0.069;0.127;0.132;0.12;0.127;0.165;0.159;0.152;0.095;0.0;0.297;0.152;0.165;0.051;0.049
ENST00000444878_90_90;0.022;0.004;0.077;0.015;0.049;0.061;0.05;0.11;0.145;1.0;1.0;1.0;0.209;0.625;0.038;0.243;0.281;0.127;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.05;0.0;0.0;0.067;0.0;0.069;0.433;0.159;0.0;0.027;0.0;0.027;0.042;0.026;0.028;0.026;0.0;0.0;0.0;0.0;0.031;0.03;0.041;0.29;0.041;0.075;1.0;0.05;0.122;0.041;1.0;0.265;0.0;1.0;0.25;0.209;1.0;0.069;0.067;0.0;0.159;0.0;0.0;0.0;0.069;0.071;0.21
ENST00000448303_90_90;0.163;0.157;0.0;0.121;0.556;0.439;0.533;0.158;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.071;0.0;1.0;0.0;0.0;0.0;0.163;0.397;0.573;0.352;0.0;0.0;0.0;0.0;0.0;0.0;0.176;0.163;0.171;0.165;0.033;0.158;0.171;0.032;0.0;0.0;0.127;0.0;0.16;0.156;0.281;0.0;0.277;0.106;0.0;0.233;0.0;0.281;0.0;0.0;0.405;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000449489_90_90;0.022;0.004;0.077;0.015;0.049;0.061;0.05;0.11;0.145;1.0;1.0;1.0;0.209;0.625;0.038;0.243;0.281;0.127;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.05;0.0;0.0;0.067;0.0;0.069;0.433;0.159;0.0;0.027;0.0;0.027;0.042;0.026;0.028;0.026;0.0;0.0;0.0;0.0;0.031;0.03;0.041;0.29;0.041;0.075;1.0;0.05;0.122;0.041;1.0;0.265;0.0;1.0;0.25;0.209;1.0;0.069;0.067;0.0;0.159;0.0;0.0;0.0;0.069;0.071;0.21
ENST00000453310_90_90;0.022;0.004;0.077;0.015;0.049;0.061;0.05;0.11;0.145;1.0;1.0;1.0;0.209;0.625;0.038;0.243;0.281;0.127;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.05;0.0;0.0;0.067;0.0;0.069;0.433;0.159;0.0;0.027;0.0;0.027;0.042;0.026;0.028;0.026;0.0;0.0;0.0;0.0;0.031;0.03;0.041;0.29;0.041;0.075;1.0;0.05;0.122;0.041;1.0;0.265;0.0;1.0;0.25;0.209;1.0;0.069;0.067;0.0;0.159;0.0;0.0;0.0;0.069;0.071;0.21
ENST00000455343_90_90;0.022;0.004;0.077;0.015;0.049;0.061;0.05;0.11;0.145;1.0;1.0;1.0;0.209;0.625;0.038;0.243;0.281;0.127;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.05;0.0;0.0;0.067;0.0;0.069;0.433;0.159;0.0;0.027;0.0;0.027;0.042;0.026;0.028;0.026;0.0;0.0;0.0;0.0;0.031;0.03;0.041;0.29;0.041;0.075;1.0;0.05;0.122;0.041;1.0;0.265;0.0;1.0;0.25;0.209;1.0;0.069;0.067;0.0;0.159;0.0;0.0;0.0;0.069;0.071;0.21
ENST00000476806_90_90;0.041;0.04;0.0;0.032;0.092;0.118;0.095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.163;0.0;0.0;0.0;1.0;0.06;0.095;0.286;0.0;0.0;0.0;0.0;0.0;0.0;0.046;0.042;0.044;0.042;0.0;0.04;0.044;0.0;0.0;0.0;0.061;0.0;0.041;0.039;0.083;0.0;0.081;0.0;0.0;0.101;0.0;0.083;0.0;0.0;0.145;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000490484_90_90;0.096;0.093;0.0;0.053;0.309;0.389;0.316;0.134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.033;0.0;0.397;0.0;0.0;0.0;0.06;1.0;0.318;0.446;0.0;0.0;0.0;0.0;0.0;0.0;0.104;0.096;0.101;0.098;0.054;0.093;0.101;0.047;0.0;0.0;0.166;0.0;0.094;0.092;0.211;0.0;0.207;0.095;0.0;0.253;0.0;0.211;0.0;0.0;0.255;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000528062_90_90;0.229;0.227;0.091;0.142;0.97;0.682;0.947;0.367;0.077;0.05;0.05;0.05;0.049;0.0;0.183;0.088;0.09;0.302;0.05;0.573;0.05;0.05;0.05;0.095;0.318;1.0;0.286;0.03;0.105;0.027;0.107;0.052;0.049;0.232;0.222;0.226;0.22;0.074;0.216;0.226;0.069;0.049;0.051;0.21;0.041;0.23;0.224;0.5;0.053;0.492;0.212;0.05;0.36;0.132;0.5;0.05;0.052;0.287;0.05;0.051;0.049;0.05;0.107;0.105;0.096;0.049;0.0;0.121;0.087;0.107;0.027;0.024
ENST00000615771_90_90;0.093;0.09;0.0;0.059;0.277;0.353;0.284;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.352;0.0;0.0;0.0;0.286;0.446;0.286;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.102;0.094;0.098;0.095;0.041;0.091;0.098;0.034;0.0;0.0;0.168;0.0;0.092;0.089;0.181;0.0;0.189;0.026;0.0;0.219;0.0;0.181;0.0;0.0;0.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000369086_90_90;0.047;0.071;0.158;0.007;0.029;0.036;0.03;0.059;0.205;0.0;0.0;0.0;0.169;0.0;0.092;0.105;0.16;0.066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03;0.0;1.0;0.216;0.625;0.225;0.0;0.556;0.0;0.042;0.0;0.0;0.05;0.041;0.0;0.049;0.186;0.202;0.0;0.222;0.059;0.057;0.013;0.056;0.012;0.021;0.0;0.015;0.031;0.013;0.0;0.053;0.0;0.0;0.051;0.169;0.0;0.225;0.216;0.255;0.556;0.311;0.0;0.0;0.225;0.588;0.034
ENST00000369093_90_90;0.238;0.247;0.498;0.148;0.103;0.117;0.104;0.151;0.095;0.067;0.067;0.067;0.122;0.042;0.144;0.096;0.069;0.159;0.067;0.0;0.067;0.067;0.067;0.0;0.0;0.105;0.0;0.216;1.0;0.342;0.962;0.046;0.314;0.19;0.231;0.189;0.199;0.297;0.229;0.2;0.296;0.396;0.349;0.208;0.261;0.251;0.248;0.18;0.042;0.178;0.251;0.067;0.203;0.234;0.18;0.067;0.041;0.024;0.067;0.079;0.122;0.067;0.951;0.989;0.838;0.314;0.074;0.211;0.595;0.951;0.294;0.211
ENST00000412524_90_90;0.098;0.126;0.245;0.042;0.027;0.032;0.027;0.048;0.158;0.0;0.0;0.0;0.123;0.0;0.069;0.118;0.111;0.053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.027;0.0;0.625;0.342;1.0;0.356;0.0;0.426;0.055;0.094;0.058;0.056;0.125;0.095;0.053;0.128;0.268;0.289;0.038;0.328;0.11;0.111;0.011;0.039;0.011;0.018;0.0;0.013;0.025;0.011;0.0;0.038;0.0;0.0;0.077;0.123;0.0;0.356;0.342;0.404;0.426;0.209;0.0;0.115;0.356;0.444;0.027
ENST00000436547_90_90;0.244;0.252;0.487;0.153;0.105;0.12;0.107;0.156;0.098;0.069;0.069;0.069;0.085;0.043;0.15;0.099;0.072;0.165;0.069;0.0;0.069;0.069;0.069;0.0;0.0;0.107;0.0;0.225;0.962;0.356;1.0;0.048;0.326;0.194;0.236;0.193;0.203;0.306;0.234;0.205;0.305;0.376;0.329;0.214;0.241;0.256;0.254;0.184;0.043;0.182;0.259;0.069;0.208;0.242;0.184;0.069;0.043;0.025;0.069;0.082;0.085;0.069;0.989;0.951;0.871;0.326;0.077;0.219;0.618;0.989;0.258;0.219
ENST00000479729_90_90;0.004;0.0;0.038;0.0;0.05;0.063;0.051;0.117;0.158;0.433;0.433;0.433;0.237;0.133;0.043;0.281;0.333;0.136;0.433;0.0;0.433;0.433;0.433;0.0;0.0;0.052;0.0;0.0;0.046;0.0;0.048;1.0;0.111;0.0;0.009;0.0;0.009;0.014;0.009;0.009;0.0;0.0;0.0;0.0;0.0;0.009;0.009;0.042;0.346;0.042;0.078;0.433;0.051;0.13;0.042;0.433;0.31;0.0;0.433;0.29;0.237;0.433;0.048;0.046;0.0;0.111;0.0;0.0;0.0;0.048;0.0;0.148
ENST00000497671_90_90;0.074;0.083;0.254;0.017;0.048;0.057;0.049;0.087;0.297;0.159;0.159;0.159;0.193;0.103;0.063;0.134;0.173;0.095;0.159;0.0;0.159;0.159;0.159;0.0;0.0;0.049;0.0;0.556;0.314;0.426;0.326;0.111;1.0;0.004;0.07;0.004;0.026;0.088;0.068;0.027;0.086;0.181;0.193;0.0;0.209;0.089;0.086;0.038;0.13;0.037;0.06;0.159;0.044;0.083;0.038;0.159;0.154;0.0;0.159;0.122;0.193;0.159;0.326;0.314;0.214;1.0;0.187;0.0;0.0;0.326;0.769;0.245
ENST00000313352_90_90;0.885;0.848;0.235;0.503;0.237;0.161;0.232;0.063;0.069;0.0;0.0;0.0;0.0;0.0;0.033;0.025;0.0;0.052;0.0;0.176;0.0;0.0;0.0;0.046;0.104;0.232;0.102;0.0;0.19;0.055;0.194;0.0;0.004;1.0;0.907;0.959;0.921;0.522;0.873;0.959;0.51;0.367;0.321;0.428;0.226;0.868;0.836;0.396;0.01;0.4;0.207;0.0;0.33;0.114;0.396;0.0;0.02;0.271;0.0;0.025;0.0;0.0;0.19;0.186;0.204;0.004;0.0;0.076;0.237;0.19;0.004;0.044
ENST00000349157_90_90;0.967;0.883;0.297;0.472;0.226;0.154;0.221;0.062;0.11;0.027;0.027;0.027;0.0;0.028;0.035;0.027;0.014;0.052;0.027;0.163;0.027;0.027;0.027;0.042;0.096;0.222;0.094;0.042;0.231;0.094;0.236;0.009;0.07;0.907;1.0;0.873;0.911;0.599;0.962;0.946;0.57;0.415;0.371;0.391;0.276;0.948;0.914;0.389;0.028;0.393;0.211;0.027;0.326;0.123;0.389;0.027;0.042;0.251;0.027;0.041;0.0;0.027;0.232;0.227;0.232;0.07;0.028;0.07;0.22;0.232;0.067;0.058
ENST00000453551_90_90;0.852;0.885;0.263;0.52;0.231;0.156;0.225;0.061;0.066;0.0;0.0;0.0;0.0;0.0;0.032;0.024;0.0;0.05;0.0;0.171;0.0;0.0;0.0;0.044;0.101;0.226;0.098;0.0;0.189;0.058;0.193;0.0;0.004;0.959;0.873;1.0;0.96;0.502;0.911;0.921;0.548;0.354;0.31;0.411;0.261;0.836;0.873;0.385;0.01;0.389;0.201;0.0;0.32;0.11;0.385;0.0;0.019;0.262;0.0;0.024;0.0;0.0;0.189;0.185;0.203;0.004;0.005;0.073;0.23;0.189;0.004;0.043
ENST00000456095_90_90;0.88;0.87;0.286;0.507;0.224;0.152;0.219;0.059;0.073;0.027;0.027;0.027;0.0;0.028;0.031;0.023;0.0;0.049;0.027;0.165;0.027;0.027;0.027;0.042;0.098;0.22;0.095;0.0;0.199;0.056;0.203;0.009;0.026;0.921;0.911;0.96;1.0;0.54;0.948;0.96;0.571;0.353;0.31;0.396;0.263;0.873;0.909;0.379;0.014;0.383;0.199;0.027;0.315;0.111;0.379;0.027;0.028;0.254;0.027;0.028;0.0;0.027;0.199;0.195;0.197;0.026;0.005;0.071;0.223;0.199;0.023;0.059
ENST00000526459_90_90;0.573;0.516;0.394;0.341;0.081;0.093;0.082;0.084;0.161;0.042;0.042;0.042;0.0;0.044;0.047;0.035;0.007;0.071;0.042;0.033;0.042;0.042;0.042;0.0;0.054;0.074;0.041;0.05;0.297;0.125;0.306;0.014;0.088;0.522;0.599;0.502;0.54;1.0;0.577;0.561;0.918;0.619;0.551;0.335;0.4;0.563;0.543;0.228;0.044;0.225;0.305;0.042;0.265;0.186;0.228;0.042;0.066;0.106;0.042;0.065;0.0;0.042;0.3;0.292;0.306;0.088;0.043;0.107;0.317;0.3;0.084;0.086
ENST00000526683_90_90;0.931;0.919;0.324;0.488;0.22;0.15;0.215;0.061;0.106;0.026;0.026;0.026;0.0;0.027;0.034;0.026;0.013;0.051;0.026;0.158;0.026;0.026;0.026;0.04;0.093;0.216;0.091;0.041;0.229;0.095;0.234;0.009;0.068;0.873;0.962;0.911;0.948;0.577;1.0;0.911;0.607;0.401;0.358;0.377;0.31;0.914;0.95;0.379;0.027;0.383;0.205;0.026;0.317;0.119;0.379;0.026;0.04;0.243;0.026;0.04;0.0;0.026;0.23;0.225;0.23;0.068;0.031;0.068;0.213;0.23;0.065;0.056
ENST00000527197_90_90;0.914;0.834;0.259;0.49;0.231;0.156;0.225;0.061;0.076;0.028;0.028;0.028;0.0;0.03;0.032;0.024;0.0;0.05;0.028;0.171;0.028;0.028;0.028;0.044;0.101;0.226;0.098;0.0;0.2;0.053;0.205;0.009;0.027;0.959;0.946;0.921;0.96;0.561;0.911;1.0;0.533;0.366;0.321;0.411;0.228;0.906;0.873;0.389;0.014;0.394;0.206;0.028;0.325;0.115;0.389;0.028;0.029;0.262;0.028;0.029;0.0;0.028;0.201;0.196;0.199;0.027;0.0;0.073;0.23;0.201;0.024;0.061
