;ENSCAFT00000002127_90_90;ENSCAFT00000010587_90_90;ENST00000360332_90_90;ENST00000374174_90_90;ENST00000374176_90_90;ENST00000374179_90_90;ENST00000374182_90_90;ENST00000374189_90_90;ENST00000395611_90_90;ENST00000426557_90_90;ENST00000429041_90_90;ENST00000432379_90_90;ENST00000229794_90_90;ENST00000229795_90_90;ENST00000310795_90_90;ENST00000468133_90_90;ENST00000472333_90_90;ENST00000474429_90_90;ENST00000491957_90_90;ENST00000622903_90_90;ENSMUST00000022504_90_90;ENSMUST00000111942_90_90;ENSMUST00000111943_90_90;ENSMUST00000111944_90_90;ENSMUST00000111945_90_90;ENSMUST00000004990_90_90;ENSMUST00000062694_90_90;ENSMUST00000114752_90_90;ENSMUST00000114754_90_90;ENSMUST00000114758_90_90;ENSMUST00000124886_90_90
ENST00000429041_90_90;0.119;0.252;0.313;0.441;0.226;0.251;0.251;0.226;0.226;0.319;1.0;0.323;0.208;0.21;0.241;0.263;0.516;0.127;0.403;0.403;0.226;0.314;0.252;0.226;0.252;0.056;0.056;0.0;0.0;0.075;0.091
ENST00000432379_90_90;0.316;0.372;0.463;0.654;0.334;0.372;0.372;0.334;0.334;0.995;0.323;1.0;0.327;0.33;0.378;0.173;0.291;0.589;0.632;0.632;0.334;0.463;0.372;0.334;0.372;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000229794_90_90;0.297;0.418;0.316;0.398;0.369;0.399;0.398;0.368;0.369;0.328;0.208;0.327;1.0;0.862;0.853;0.786;0.369;0.244;0.448;0.448;0.368;0.316;0.398;0.368;0.398;0.051;0.051;0.0;0.0;0.062;0.071
ENST00000229795_90_90;0.292;0.348;0.318;0.4;0.308;0.332;0.331;0.308;0.308;0.33;0.21;0.33;0.862;1.0;0.725;0.663;0.369;0.244;0.448;0.448;0.309;0.318;0.333;0.308;0.332;0.051;0.051;0.0;0.0;0.063;0.072
ENST00000310795_90_90;0.297;0.464;0.351;0.455;0.404;0.441;0.44;0.404;0.404;0.379;0.241;0.378;0.853;0.725;1.0;0.639;0.432;0.285;0.524;0.524;0.404;0.351;0.44;0.403;0.439;0.052;0.052;0.0;0.0;0.065;0.074
ENST00000468133_90_90;0.137;0.308;0.203;0.257;0.271;0.293;0.293;0.27;0.271;0.173;0.263;0.173;0.786;0.663;0.639;1.0;0.469;0.071;0.239;0.239;0.27;0.202;0.293;0.27;0.292;0.056;0.056;0.0;0.0;0.071;0.083
ENST00000472333_90_90;0.133;0.271;0.288;0.413;0.231;0.255;0.311;0.281;0.231;0.292;0.516;0.291;0.369;0.369;0.432;0.469;1.0;0.125;0.404;0.404;0.231;0.288;0.255;0.281;0.311;0.063;0.063;0.0;0.0;0.084;0.103
ENST00000474429_90_90;0.198;0.223;0.277;0.412;0.201;0.223;0.223;0.201;0.201;0.592;0.127;0.589;0.244;0.244;0.285;0.071;0.125;1.0;0.505;0.505;0.201;0.277;0.223;0.201;0.223;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000491957_90_90;0.292;0.381;0.47;0.684;0.344;0.381;0.381;0.345;0.344;0.634;0.403;0.632;0.448;0.448;0.524;0.239;0.404;0.505;1.0;1.0;0.345;0.47;0.381;0.345;0.381;0.025;0.025;0.0;0.0;0.032;0.038
ENST00000622903_90_90;0.292;0.381;0.47;0.684;0.344;0.381;0.381;0.345;0.344;0.634;0.403;0.632;0.448;0.448;0.524;0.239;0.404;0.505;1.0;1.0;0.345;0.47;0.381;0.345;0.381;0.025;0.025;0.0;0.0;0.032;0.038
ENSMUST00000022504_90_90;0.441;0.892;0.715;0.481;1.0;0.892;0.792;0.894;1.0;0.333;0.226;0.334;0.368;0.309;0.404;0.27;0.231;0.201;0.345;0.345;1.0;0.715;0.892;0.894;0.792;0.329;0.329;0.18;0.18;0.41;0.471
ENSMUST00000111942_90_90;0.342;0.802;1.0;0.667;0.715;0.802;0.802;0.715;0.715;0.461;0.314;0.463;0.316;0.318;0.351;0.202;0.288;0.277;0.47;0.47;0.715;1.0;0.802;0.715;0.802;0.264;0.264;0.131;0.131;0.34;0.399
ENSMUST00000111943_90_90;0.347;1.0;0.802;0.535;0.892;1.0;0.882;0.792;0.892;0.37;0.252;0.372;0.398;0.333;0.44;0.293;0.255;0.223;0.381;0.381;0.892;0.802;1.0;0.792;0.882;0.264;0.264;0.114;0.114;0.329;0.378
ENSMUST00000111944_90_90;0.441;0.836;0.715;0.481;0.894;0.792;0.892;1.0;0.894;0.333;0.226;0.334;0.368;0.308;0.403;0.27;0.281;0.201;0.345;0.345;0.894;0.715;0.792;1.0;0.892;0.323;0.323;0.187;0.187;0.406;0.469
ENSMUST00000111945_90_90;0.347;0.938;0.802;0.535;0.792;0.882;1.0;0.892;0.792;0.37;0.252;0.372;0.398;0.332;0.439;0.292;0.311;0.223;0.381;0.381;0.792;0.802;0.882;0.892;1.0;0.256;0.256;0.119;0.119;0.322;0.372
ENSMUST00000004990_90_90;0.604;0.264;0.265;0.068;0.329;0.264;0.256;0.323;0.329;0.0;0.056;0.0;0.051;0.051;0.052;0.056;0.063;0.0;0.025;0.025;0.329;0.264;0.264;0.323;0.256;1.0;0.862;0.663;0.663;0.598;0.565
ENSMUST00000062694_90_90;0.678;0.264;0.265;0.068;0.329;0.264;0.256;0.323;0.329;0.0;0.056;0.0;0.051;0.051;0.052;0.056;0.063;0.0;0.025;0.025;0.329;0.264;0.264;0.323;0.256;0.862;1.0;0.786;0.786;0.698;0.565
ENSMUST00000114752_90_90;0.678;0.115;0.132;0.0;0.18;0.114;0.119;0.187;0.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18;0.131;0.114;0.187;0.119;0.663;0.786;1.0;1.0;0.486;0.351
ENSMUST00000114754_90_90;0.678;0.115;0.132;0.0;0.18;0.114;0.119;0.187;0.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18;0.131;0.114;0.187;0.119;0.663;0.786;1.0;1.0;0.486;0.351
ENSMUST00000114758_90_90;0.382;0.328;0.339;0.087;0.409;0.328;0.321;0.405;0.409;0.0;0.075;0.0;0.062;0.063;0.065;0.071;0.084;0.0;0.032;0.032;0.41;0.34;0.329;0.406;0.322;0.598;0.698;0.486;0.486;1.0;0.788
ENSMUST00000124886_90_90;0.231;0.378;0.399;0.102;0.471;0.378;0.372;0.469;0.471;0.0;0.091;0.0;0.071;0.072;0.074;0.083;0.103;0.0;0.038;0.038;0.471;0.399;0.378;0.469;0.372;0.565;0.565;0.351;0.351;0.788;1.0
