;ENSCAFT00000021165_90_90;ENSCAFT00000021175_90_90;ENSCAFT00000022869_90_90;ENSCAFT00000049479_90_90;ENST00000346964_90_90;ENST00000357674_90_90;ENST00000392380_90_90;ENST00000392381_90_90;ENST00000392382_90_90;ENST00000412364_90_90;ENST00000419227_90_90;ENST00000419354_90_90;ENST00000419553_90_90;ENST00000422288_90_90;ENST00000434148_90_90;ENST00000436682_90_90;ENST00000443183_90_90;ENST00000447466_90_90;ENST00000448528_90_90;ENST00000450955_90_90;ENST00000452595_90_90;ENST00000453607_90_90;ENST00000456699_90_90;ENST00000378154_90_90;ENST00000378158_90_90;ENST00000378163_90_90;ENST00000378166_90_90;ENST00000378168_90_90;ENST00000378179_90_90;ENST00000421587_90_90;ENST00000442742_90_90;ENSMUST00000023454_90_90;ENSMUST00000064477_90_90;ENSMUST00000100001_90_90;ENSMUST00000115196_90_90;ENSMUST00000115201_90_90;ENSMUST00000115205_90_90;ENSMUST00000130920_90_90;ENSMUST00000131136_90_90;ENSMUST00000132176_90_90;ENSMUST00000033321_90_90;ENSMUST00000115435_90_90;ENSMUST00000115436_90_90;ENSMUST00000115438_90_90;ENSMUST00000124710_90_90;ENSMUST00000128012_90_90;ENSMUST00000128095_90_90;ENSMUST00000139735_90_90;ENSMUST00000156096_90_90
ENST00000419227_90_90;0.412;0.4;0.253;0.252;0.413;0.436;0.369;0.568;0.445;0.272;1.0;0.422;0.398;0.455;0.057;0.313;0.231;0.436;0.422;0.433;0.237;0.283;0.404;0.367;0.259;0.251;0.253;0.0;0.096;0.252;0.258;0.444;0.412;0.422;0.222;0.418;0.422;0.0;0.2;0.628;0.253;0.0;0.252;0.246;0.258;0.158;0.0;0.0;0.228
ENST00000419354_90_90;0.906;0.8;0.556;0.545;0.944;0.901;0.243;0.719;0.952;0.115;0.422;1.0;0.168;0.93;0.024;0.132;0.703;0.316;1.0;0.897;0.717;0.121;0.201;0.354;0.543;0.56;0.556;0.281;0.406;0.545;0.542;0.92;0.913;0.968;0.722;0.957;0.968;0.038;0.386;0.618;0.546;0.067;0.545;0.557;0.116;0.128;0.142;0.21;0.525
ENST00000419553_90_90;0.164;0.159;0.099;0.101;0.165;0.173;0.695;0.226;0.176;0.685;0.398;0.168;1.0;0.18;0.138;0.786;0.0;0.0;0.168;0.172;0.0;0.215;0.839;0.149;0.102;0.098;0.099;0.0;0.0;0.101;0.101;0.176;0.164;0.168;0.0;0.166;0.168;0.0;0.0;0.267;0.102;0.0;0.101;0.099;0.506;0.0;0.0;0.0;0.075
ENST00000422288_90_90;0.849;0.746;0.524;0.513;0.877;0.923;0.18;0.651;0.978;0.123;0.455;0.93;0.18;1.0;0.025;0.142;0.715;0.309;0.93;0.919;0.73;0.13;0.189;0.318;0.512;0.53;0.524;0.3;0.433;0.513;0.511;0.944;0.848;0.899;0.659;0.889;0.899;0.042;0.414;0.627;0.514;0.072;0.513;0.527;0.124;0.085;0.151;0.223;0.494
ENST00000434148_90_90;0.022;0.022;0.0;0.0;0.023;0.024;0.1;0.032;0.025;0.202;0.057;0.024;0.138;0.025;1.0;0.174;0.0;0.0;0.024;0.024;0.0;0.0;0.118;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.025;0.022;0.024;0.0;0.023;0.024;0.0;0.0;0.038;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000436682_90_90;0.129;0.125;0.075;0.077;0.129;0.136;0.546;0.177;0.139;0.871;0.313;0.132;0.786;0.142;0.174;1.0;0.0;0.0;0.132;0.136;0.0;0.069;0.659;0.114;0.077;0.074;0.075;0.0;0.0;0.077;0.077;0.139;0.129;0.132;0.0;0.131;0.132;0.0;0.0;0.21;0.078;0.0;0.077;0.076;0.413;0.0;0.0;0.0;0.051
ENST00000443183_90_90;0.639;0.57;0.482;0.47;0.663;0.694;0.014;0.451;0.736;0.0;0.231;0.703;0.0;0.715;0.0;0.0;1.0;0.384;0.703;0.692;0.975;0.061;0.02;0.268;0.469;0.487;0.482;0.325;0.466;0.47;0.468;0.709;0.639;0.678;0.913;0.689;0.678;0.044;0.443;0.42;0.471;0.076;0.47;0.484;0.0;0.147;0.162;0.243;0.483
ENST00000447466_90_90;0.303;0.3;0.198;0.197;0.308;0.326;0.027;0.421;0.332;0.0;0.436;0.316;0.0;0.309;0.0;0.0;0.384;1.0;0.316;0.324;0.395;0.106;0.041;0.291;0.204;0.198;0.198;0.0;0.16;0.197;0.203;0.332;0.308;0.316;0.364;0.311;0.316;0.0;0.378;0.451;0.198;0.0;0.197;0.193;0.0;0.204;0.0;0.0;0.203
ENST00000448528_90_90;0.906;0.8;0.556;0.545;0.944;0.901;0.243;0.719;0.952;0.115;0.422;1.0;0.168;0.93;0.024;0.132;0.703;0.316;1.0;0.897;0.717;0.121;0.201;0.354;0.543;0.56;0.556;0.281;0.406;0.545;0.542;0.92;0.913;0.968;0.722;0.957;0.968;0.038;0.386;0.618;0.546;0.067;0.545;0.557;0.116;0.128;0.142;0.21;0.525
ENST00000450955_90_90;0.907;0.786;0.545;0.534;0.952;0.996;0.19;0.656;0.941;0.118;0.433;0.897;0.172;0.919;0.024;0.136;0.692;0.324;0.897;1.0;0.706;0.124;0.206;0.33;0.533;0.55;0.545;0.301;0.43;0.534;0.532;0.909;0.906;0.868;0.639;0.859;0.868;0.04;0.396;0.634;0.535;0.069;0.534;0.547;0.119;0.103;0.145;0.227;0.515
ENST00000452595_90_90;0.651;0.569;0.484;0.473;0.675;0.708;0.014;0.46;0.751;0.0;0.237;0.717;0.0;0.73;0.0;0.0;0.975;0.395;0.717;0.706;1.0;0.062;0.02;0.273;0.472;0.49;0.484;0.325;0.469;0.473;0.471;0.723;0.651;0.691;0.89;0.684;0.691;0.045;0.454;0.428;0.474;0.078;0.473;0.487;0.0;0.15;0.165;0.242;0.486
ENST00000453607_90_90;0.118;0.115;0.1;0.096;0.118;0.124;0.207;0.163;0.127;0.0;0.283;0.121;0.215;0.13;0.0;0.069;0.061;0.106;0.121;0.124;0.062;1.0;0.24;0.153;0.103;0.099;0.1;0.0;0.0;0.096;0.103;0.127;0.118;0.12;0.058;0.119;0.12;0.0;0.0;0.191;0.096;0.0;0.096;0.093;0.193;0.152;0.0;0.0;0.1
ENST00000456699_90_90;0.196;0.191;0.124;0.128;0.196;0.207;0.784;0.27;0.211;0.574;0.404;0.201;0.839;0.189;0.118;0.659;0.02;0.041;0.201;0.206;0.02;0.24;1.0;0.188;0.129;0.124;0.124;0.0;0.0;0.128;0.128;0.21;0.196;0.201;0.019;0.198;0.201;0.0;0.0;0.318;0.129;0.0;0.128;0.125;0.484;0.048;0.0;0.0;0.103
ENST00000378154_90_90;0.347;0.357;0.627;0.627;0.347;0.331;0.213;0.449;0.336;0.089;0.367;0.354;0.149;0.318;0.0;0.114;0.268;0.291;0.354;0.33;0.273;0.153;0.188;1.0;0.647;0.623;0.627;0.037;0.214;0.627;0.643;0.336;0.347;0.354;0.287;0.35;0.354;0.0;0.217;0.45;0.625;0.0;0.621;0.607;0.253;0.419;0.0;0.052;0.587
ENST00000378158_90_90;0.559;0.536;0.97;0.929;0.548;0.535;0.147;0.416;0.529;0.061;0.259;0.543;0.102;0.512;0.0;0.077;0.469;0.204;0.543;0.533;0.472;0.103;0.129;0.647;1.0;0.964;0.97;0.381;0.522;0.929;0.947;0.534;0.563;0.549;0.49;0.544;0.549;0.023;0.246;0.38;0.966;0.078;0.914;0.938;0.169;0.277;0.157;0.282;0.881
ENST00000378163_90_90;0.576;0.545;0.994;0.966;0.565;0.552;0.143;0.427;0.546;0.059;0.251;0.56;0.098;0.53;0.0;0.074;0.487;0.198;0.56;0.55;0.49;0.099;0.124;0.623;0.964;1.0;0.994;0.377;0.558;0.966;0.97;0.552;0.58;0.566;0.507;0.561;0.566;0.038;0.261;0.392;0.945;0.075;0.95;0.974;0.163;0.268;0.152;0.281;0.917
ENST00000378166_90_90;0.571;0.548;1.0;0.958;0.559;0.547;0.143;0.429;0.541;0.059;0.253;0.556;0.099;0.524;0.0;0.075;0.482;0.198;0.556;0.545;0.484;0.1;0.124;0.627;0.97;0.994;1.0;0.371;0.552;0.958;0.976;0.546;0.575;0.561;0.502;0.556;0.561;0.038;0.263;0.394;0.938;0.076;0.944;0.967;0.164;0.27;0.153;0.274;0.911
ENST00000378168_90_90;0.3;0.255;0.371;0.358;0.289;0.302;0.0;0.104;0.294;0.0;0.0;0.281;0.0;0.3;0.0;0.0;0.325;0.0;0.281;0.301;0.325;0.0;0.0;0.037;0.381;0.377;0.371;1.0;0.608;0.358;0.347;0.299;0.304;0.287;0.316;0.284;0.287;0.057;0.176;0.083;0.387;0.193;0.352;0.376;0.0;0.0;0.385;0.698;0.364
ENST00000378179_90_90;0.419;0.39;0.552;0.578;0.412;0.431;0.0;0.241;0.424;0.0;0.096;0.406;0.0;0.433;0.0;0.0;0.466;0.16;0.406;0.43;0.469;0.0;0.0;0.214;0.522;0.558;0.552;0.608;1.0;0.578;0.565;0.43;0.428;0.412;0.451;0.408;0.412;0.068;0.37;0.226;0.528;0.133;0.572;0.558;0.0;0.006;0.269;0.501;0.592
ENST00000421587_90_90;0.56;0.53;0.958;1.0;0.548;0.535;0.147;0.409;0.53;0.06;0.252;0.545;0.101;0.513;0.0;0.077;0.47;0.197;0.545;0.534;0.473;0.096;0.128;0.627;0.929;0.966;0.958;0.358;0.578;1.0;0.982;0.535;0.564;0.55;0.491;0.545;0.55;0.04;0.246;0.373;0.931;0.078;0.984;0.96;0.168;0.263;0.158;0.291;0.95
ENST00000442742_90_90;0.557;0.535;0.976;0.982;0.546;0.534;0.146;0.415;0.528;0.06;0.258;0.542;0.101;0.511;0.0;0.077;0.468;0.203;0.542;0.532;0.471;0.103;0.128;0.643;0.947;0.97;0.976;0.347;0.565;0.982;1.0;0.533;0.561;0.547;0.489;0.543;0.547;0.04;0.246;0.379;0.914;0.077;0.966;0.944;0.168;0.277;0.157;0.281;0.933
ENSMUST00000023454_90_90;0.869;0.778;0.546;0.535;0.868;0.913;0.194;0.671;0.966;0.121;0.444;0.92;0.176;0.944;0.025;0.139;0.709;0.332;0.92;0.909;0.723;0.127;0.21;0.336;0.534;0.552;0.546;0.299;0.43;0.535;0.533;1.0;0.897;0.952;0.704;0.941;0.952;0.045;0.417;0.649;0.536;0.07;0.535;0.549;0.122;0.105;0.148;0.224;0.516
ENSMUST00000064477_90_90;0.962;0.843;0.575;0.564;0.953;0.91;0.237;0.702;0.868;0.112;0.412;0.913;0.164;0.848;0.022;0.129;0.639;0.308;0.913;0.906;0.651;0.118;0.196;0.347;0.563;0.58;0.575;0.304;0.428;0.564;0.561;0.897;1.0;0.944;0.704;0.933;0.944;0.041;0.388;0.604;0.565;0.066;0.564;0.577;0.114;0.125;0.139;0.232;0.545
ENSMUST00000100001_90_90;0.907;0.814;0.561;0.55;0.913;0.871;0.243;0.718;0.92;0.115;0.422;0.968;0.168;0.899;0.024;0.132;0.678;0.316;0.968;0.868;0.691;0.12;0.201;0.354;0.549;0.566;0.561;0.287;0.412;0.55;0.547;0.952;0.944;1.0;0.748;0.988;1.0;0.042;0.397;0.618;0.551;0.067;0.55;0.563;0.116;0.128;0.142;0.215;0.531
ENSMUST00000115196_90_90;0.675;0.615;0.502;0.491;0.681;0.641;0.058;0.494;0.678;0.0;0.222;0.722;0.0;0.659;0.0;0.0;0.913;0.364;0.722;0.639;0.89;0.058;0.019;0.287;0.49;0.507;0.502;0.316;0.451;0.491;0.489;0.704;0.704;0.748;1.0;0.758;0.748;0.046;0.431;0.401;0.492;0.073;0.491;0.504;0.0;0.172;0.154;0.237;0.503
ENSMUST00000115201_90_90;0.898;0.811;0.556;0.545;0.904;0.863;0.24;0.71;0.91;0.114;0.418;0.957;0.166;0.889;0.023;0.131;0.689;0.311;0.957;0.859;0.684;0.119;0.198;0.35;0.544;0.561;0.556;0.284;0.408;0.545;0.543;0.941;0.933;0.988;0.758;1.0;0.988;0.042;0.393;0.611;0.546;0.066;0.545;0.558;0.115;0.127;0.141;0.212;0.526
ENSMUST00000115205_90_90;0.907;0.814;0.561;0.55;0.913;0.871;0.243;0.718;0.92;0.115;0.422;0.968;0.168;0.899;0.024;0.132;0.678;0.316;0.968;0.868;0.691;0.12;0.201;0.354;0.549;0.566;0.561;0.287;0.412;0.55;0.547;0.952;0.944;1.0;0.748;0.988;1.0;0.042;0.397;0.618;0.551;0.067;0.55;0.563;0.116;0.128;0.142;0.215;0.531
ENSMUST00000130920_90_90;0.037;0.036;0.038;0.04;0.037;0.04;0.0;0.051;0.041;0.0;0.0;0.038;0.0;0.042;0.0;0.0;0.044;0.0;0.038;0.04;0.045;0.0;0.0;0.0;0.023;0.038;0.038;0.057;0.068;0.04;0.04;0.045;0.041;0.042;0.046;0.042;0.042;1.0;0.107;0.067;0.024;0.0;0.04;0.038;0.0;0.0;0.0;0.074;0.041
ENSMUST00000131136_90_90;0.377;0.371;0.263;0.246;0.378;0.397;0.0;0.479;0.405;0.0;0.2;0.386;0.0;0.414;0.0;0.0;0.443;0.378;0.386;0.396;0.454;0.0;0.0;0.217;0.246;0.261;0.263;0.176;0.37;0.246;0.246;0.417;0.388;0.397;0.431;0.393;0.397;0.107;1.0;0.475;0.247;0.0;0.246;0.264;0.0;0.028;0.0;0.185;0.255
ENSMUST00000132176_90_90;0.597;0.587;0.394;0.373;0.605;0.637;0.286;0.829;0.649;0.182;0.628;0.618;0.267;0.627;0.038;0.21;0.42;0.451;0.618;0.634;0.428;0.191;0.318;0.45;0.38;0.392;0.394;0.083;0.226;0.373;0.379;0.649;0.604;0.618;0.401;0.611;0.618;0.067;0.475;1.0;0.373;0.0;0.373;0.388;0.179;0.147;0.0;0.08;0.351
ENSMUST00000033321_90_90;0.561;0.531;0.938;0.931;0.55;0.537;0.147;0.41;0.531;0.061;0.253;0.546;0.102;0.514;0.0;0.078;0.471;0.198;0.546;0.535;0.474;0.096;0.129;0.625;0.966;0.945;0.938;0.387;0.528;0.931;0.914;0.536;0.565;0.551;0.492;0.546;0.551;0.024;0.247;0.373;1.0;0.079;0.946;0.97;0.169;0.265;0.153;0.297;0.913
ENSMUST00000115435_90_90;0.062;0.043;0.076;0.078;0.066;0.069;0.0;0.0;0.071;0.0;0.0;0.067;0.0;0.072;0.0;0.0;0.076;0.0;0.067;0.069;0.078;0.0;0.0;0.0;0.078;0.075;0.076;0.193;0.133;0.078;0.077;0.07;0.066;0.067;0.073;0.066;0.067;0.0;0.0;0.0;0.079;1.0;0.078;0.076;0.0;0.0;0.4;0.0;0.081
ENSMUST00000115436_90_90;0.56;0.53;0.944;0.984;0.548;0.535;0.147;0.409;0.53;0.06;0.252;0.545;0.101;0.513;0.0;0.077;0.47;0.197;0.545;0.534;0.473;0.096;0.128;0.621;0.914;0.95;0.944;0.352;0.572;0.984;0.966;0.535;0.564;0.55;0.491;0.545;0.55;0.04;0.246;0.373;0.946;0.078;1.0;0.976;0.168;0.263;0.153;0.296;0.966
ENSMUST00000115438_90_90;0.573;0.542;0.967;0.96;0.561;0.549;0.144;0.423;0.543;0.059;0.246;0.557;0.099;0.527;0.0;0.076;0.484;0.193;0.557;0.547;0.487;0.093;0.125;0.607;0.938;0.974;0.967;0.376;0.558;0.96;0.944;0.549;0.577;0.563;0.504;0.558;0.563;0.038;0.264;0.388;0.97;0.076;0.976;1.0;0.165;0.257;0.149;0.288;0.942
ENSMUST00000124710_90_90;0.114;0.111;0.164;0.168;0.114;0.12;0.416;0.154;0.122;0.335;0.258;0.116;0.506;0.124;0.0;0.413;0.0;0.0;0.116;0.119;0.0;0.193;0.484;0.253;0.169;0.163;0.164;0.0;0.0;0.168;0.168;0.122;0.114;0.116;0.0;0.115;0.116;0.0;0.0;0.179;0.169;0.0;0.168;0.165;1.0;0.021;0.0;0.0;0.135
ENSMUST00000128012_90_90;0.13;0.126;0.27;0.263;0.125;0.103;0.093;0.165;0.105;0.0;0.158;0.128;0.0;0.085;0.0;0.0;0.147;0.204;0.128;0.103;0.15;0.152;0.048;0.419;0.277;0.268;0.27;0.0;0.006;0.263;0.277;0.105;0.125;0.128;0.172;0.127;0.128;0.0;0.028;0.147;0.265;0.0;0.263;0.257;0.021;1.0;0.0;0.0;0.272
ENSMUST00000128095_90_90;0.135;0.111;0.153;0.158;0.139;0.146;0.0;0.0;0.148;0.0;0.0;0.142;0.0;0.151;0.0;0.0;0.162;0.0;0.142;0.145;0.165;0.0;0.0;0.0;0.157;0.152;0.153;0.385;0.269;0.158;0.157;0.148;0.139;0.142;0.154;0.141;0.142;0.0;0.0;0.0;0.153;0.4;0.153;0.149;0.0;0.0;1.0;0.188;0.158
ENSMUST00000139735_90_90;0.232;0.212;0.274;0.291;0.218;0.228;0.0;0.103;0.219;0.0;0.0;0.21;0.0;0.223;0.0;0.0;0.243;0.0;0.21;0.227;0.242;0.0;0.0;0.052;0.282;0.281;0.274;0.698;0.501;0.291;0.281;0.224;0.232;0.215;0.237;0.212;0.215;0.074;0.185;0.08;0.297;0.0;0.296;0.288;0.0;0.0;0.188;1.0;0.306
ENSMUST00000156096_90_90;0.541;0.512;0.911;0.95;0.53;0.517;0.122;0.388;0.511;0.034;0.228;0.525;0.075;0.494;0.0;0.051;0.483;0.203;0.525;0.515;0.486;0.1;0.103;0.587;0.881;0.917;0.911;0.364;0.592;0.95;0.933;0.516;0.545;0.531;0.503;0.526;0.531;0.041;0.255;0.351;0.913;0.081;0.966;0.942;0.135;0.272;0.158;0.306;1.0
