;ENSCAFT00000003155_90_90;ENST00000264312_90_90;ENST00000381473_90_90;ENST00000396448_90_90;ENST00000425583_90_90;ENST00000444354_90_90;ENST00000503016_90_90;ENST00000504654_90_90;ENST00000505922_90_90;ENST00000506801_90_90;ENST00000507210_90_90;ENST00000508293_90_90;ENST00000508996_90_90;ENST00000509122_90_90;ENST00000509164_90_90;ENST00000509246_90_90;ENST00000509664_90_90;ENST00000509963_90_90;ENST00000510824_90_90;ENST00000511102_90_90;ENST00000511662_90_90;ENST00000512236_90_90;ENST00000513391_90_90;ENST00000513641_90_90;ENST00000514981_90_90;ENSMUST00000031038_90_90;ENSMUST00000071081_90_90;ENSMUST00000166823_90_90;ENSMUST00000200935_90_90;ENSMUST00000201505_90_90;ENSMUST00000201556_90_90;ENSMUST00000201739_90_90;ENSMUST00000202237_90_90;ENSMUST00000202250_90_90
ENST00000513391_90_90;0.845;1.0;1.0;0.798;0.862;0.862;0.676;0.467;0.724;0.579;0.422;1.0;0.371;0.859;0.371;0.485;0.339;0.422;0.399;0.748;0.162;0.728;1.0;0.232;0.487;0.067;0.09;0.09;0.072;0.0;0.038;0.0;0.078;0.09
ENST00000513641_90_90;0.203;0.232;0.232;0.271;0.266;0.266;0.0;0.494;0.127;0.0;0.544;0.232;0.62;0.111;0.62;0.0;0.678;0.544;0.0;0.307;0.69;0.317;0.232;1.0;0.472;0.127;0.185;0.185;0.144;0.0;0.089;0.0;0.172;0.185
ENST00000514981_90_90;0.425;0.487;0.487;0.578;0.567;0.567;0.214;0.959;0.402;0.242;0.867;0.487;0.758;0.346;0.758;0.271;0.693;0.867;0.303;0.651;0.33;0.669;0.487;0.472;1.0;0.098;0.137;0.137;0.107;0.0;0.062;0.0;0.122;0.137
ENSMUST00000031038_90_90;0.066;0.067;0.067;0.073;0.072;0.072;0.0;0.1;0.08;0.0;0.104;0.067;0.108;0.074;0.108;0.0;0.112;0.104;0.0;0.078;0.138;0.08;0.067;0.127;0.098;1.0;0.716;0.716;0.842;0.103;0.526;0.127;0.694;0.716
ENSMUST00000071081_90_90;0.088;0.09;0.09;0.098;0.098;0.098;0.0;0.141;0.087;0.0;0.147;0.09;0.154;0.081;0.154;0.0;0.161;0.147;0.0;0.107;0.205;0.11;0.09;0.185;0.137;0.716;1.0;1.0;0.849;0.13;0.55;0.15;0.599;1.0
ENSMUST00000166823_90_90;0.088;0.09;0.09;0.098;0.098;0.098;0.0;0.141;0.087;0.0;0.147;0.09;0.154;0.081;0.154;0.0;0.161;0.147;0.0;0.107;0.205;0.11;0.09;0.185;0.137;0.716;1.0;1.0;0.849;0.13;0.55;0.15;0.599;1.0
ENSMUST00000200935_90_90;0.071;0.072;0.072;0.078;0.077;0.077;0.0;0.111;0.087;0.0;0.115;0.072;0.121;0.08;0.121;0.0;0.126;0.115;0.0;0.085;0.158;0.087;0.072;0.144;0.107;0.842;0.849;0.849;1.0;0.126;0.628;0.148;0.591;0.849
ENSMUST00000201505_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.103;0.13;0.13;0.126;1.0;0.193;0.0;0.0;0.13
ENSMUST00000201556_90_90;0.037;0.038;0.038;0.042;0.042;0.042;0.0;0.065;0.048;0.0;0.068;0.038;0.071;0.044;0.071;0.0;0.075;0.068;0.0;0.047;0.102;0.048;0.038;0.089;0.062;0.526;0.55;0.55;0.628;0.193;1.0;0.154;0.304;0.55
ENSMUST00000201739_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.127;0.15;0.15;0.148;0.0;0.154;1.0;0.114;0.15
ENSMUST00000202237_90_90;0.076;0.078;0.078;0.085;0.085;0.085;0.0;0.127;0.096;0.0;0.133;0.078;0.141;0.088;0.141;0.0;0.147;0.133;0.0;0.093;0.194;0.096;0.078;0.172;0.122;0.694;0.599;0.599;0.591;0.0;0.304;0.114;1.0;0.599
ENSMUST00000202250_90_90;0.088;0.09;0.09;0.098;0.098;0.098;0.0;0.141;0.087;0.0;0.147;0.09;0.154;0.081;0.154;0.0;0.161;0.147;0.0;0.107;0.205;0.11;0.09;0.185;0.137;0.716;1.0;1.0;0.849;0.13;0.55;0.15;0.599;1.0
