;ENSCAFT00000000309_90_90;ENSCAFT00000019817_90_90;ENSCAFT00000022132_90_90;ENST00000257414_90_90;ENST00000343348_90_90;ENST00000503865_90_90;ENST00000509665_90_90;ENST00000510263_90_90;ENST00000513137_90_90;ENST00000515009_90_90;ENST00000515129_90_90;ENST00000316364_90_90;ENST00000354744_90_90;ENST00000355997_90_90;ENST00000358066_90_90;ENST00000389425_90_90;ENST00000389428_90_90;ENST00000536845_90_90;ENST00000558014_90_90;ENST00000558816_90_90;ENST00000559064_90_90;ENST00000559184_90_90;ENST00000559196_90_90;ENST00000560006_90_90;ENST00000560636_90_90;ENST00000561133_90_90;ENST00000341697_90_90;ENST00000368912_90_90;ENST00000368913_90_90;ENST00000368914_90_90;ENST00000613223_90_90;ENST00000621728_90_90;ENSMUST00000019791_90_90;ENSMUST00000076043_90_90;ENSMUST00000115449_90_90;ENSMUST00000123228_90_90;ENSMUST00000126684_90_90;ENSMUST00000135790_90_90;ENSMUST00000156422_90_90;ENSMUST00000051419_90_90;ENSMUST00000076335_90_90;ENSMUST00000077847_90_90;ENSMUST00000078621_90_90;ENSMUST00000103238_90_90;ENSMUST00000103239_90_90;ENSMUST00000103240_90_90;ENSMUST00000103241_90_90;ENSMUST00000090821_90_90;ENSMUST00000090823_90_90;ENSMUST00000107217_90_90;ENSMUST00000131620_90_90;ENSMUST00000131742_90_90;ENSMUST00000142449_90_90;ENSMUST00000168321_90_90;ENSMUST00000202315_90_90;ENSMUST00000204709_90_90
ENST00000560636_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000561133_90_90;0.155;0.092;0.162;0.154;0.155;0.0;0.0;0.155;0.0;0.0;0.051;;;;;;;;;;;;;;;;0.095;0.099;0.092;0.095;0.146;0.146;0.155;0.172;0.127;0.0;0.0;0.153;0.155;0.14;0.143;0.134;0.137;0.134;0.13;0.131;0.143;0.098;0.095;0.102;0.419;0.168;0.416;0.095;0.098;0.416
ENST00000341697_90_90;0.423;0.962;0.204;0.419;0.423;0.334;0.0;0.423;0.396;0.0;0.412;0.359;0.332;0.173;0.35;0.137;0.337;0.359;0.35;0.173;0.044;0.0;0.129;0.152;0.0;0.095;;;;;;;0.421;0.379;0.409;0.129;0.0;0.418;0.421;0.455;0.446;0.481;0.464;0.481;0.49;0.487;0.446;0.972;0.944;0.874;0.098;0.036;0.14;0.944;0.972;0.14
ENST00000368912_90_90;0.371;0.921;0.165;0.368;0.371;0.346;0.0;0.371;0.33;0.0;0.424;0.362;0.334;0.149;0.333;0.141;0.339;0.362;0.333;0.149;0.011;0.0;0.134;0.126;0.0;0.099;;;;;;;0.371;0.389;0.357;0.06;0.0;0.367;0.371;0.436;0.428;0.464;0.447;0.464;0.474;0.47;0.428;0.874;0.903;0.97;0.102;0.037;0.147;0.903;0.874;0.147
ENST00000368913_90_90;0.415;0.992;0.202;0.411;0.415;0.325;0.0;0.415;0.386;0.0;0.401;0.378;0.349;0.17;0.368;0.134;0.355;0.378;0.368;0.17;0.043;0.0;0.126;0.148;0.0;0.092;;;;;;;0.414;0.371;0.401;0.125;0.0;0.41;0.414;0.474;0.466;0.5;0.484;0.5;0.51;0.506;0.466;0.944;0.973;0.903;0.095;0.035;0.136;0.973;0.944;0.136
ENST00000368914_90_90;0.423;0.962;0.204;0.419;0.423;0.334;0.0;0.423;0.396;0.0;0.412;0.359;0.332;0.173;0.35;0.137;0.337;0.359;0.35;0.173;0.044;0.0;0.129;0.152;0.0;0.095;;;;;;;0.421;0.379;0.409;0.129;0.0;0.418;0.421;0.455;0.446;0.481;0.464;0.481;0.49;0.487;0.446;0.972;0.944;0.874;0.098;0.036;0.14;0.944;0.972;0.14
ENST00000613223_90_90;0.343;0.512;0.26;0.339;0.343;0.2;0.0;0.343;0.277;0.0;0.301;0.162;0.15;0.221;0.166;0.192;0.151;0.162;0.166;0.221;0.067;0.0;0.197;0.08;0.0;0.146;;;;;;;0.342;0.29;0.326;0.201;0.0;0.338;0.342;0.26;0.251;0.264;0.272;0.264;0.275;0.276;0.251;0.506;0.491;0.424;0.159;0.059;0.227;0.491;0.506;0.227
ENST00000621728_90_90;0.347;0.512;0.26;0.342;0.347;0.204;0.0;0.347;0.281;0.0;0.305;0.164;0.148;0.221;0.163;0.192;0.148;0.164;0.163;0.221;0.067;0.0;0.197;0.09;0.0;0.146;;;;;;;0.345;0.293;0.33;0.201;0.0;0.342;0.345;0.256;0.246;0.267;0.268;0.267;0.278;0.279;0.246;0.506;0.491;0.424;0.159;0.059;0.227;0.491;0.506;0.227
ENSMUST00000019791_90_90;0.997;0.414;0.494;0.98;0.992;0.422;0.067;0.992;0.512;0.091;0.581;0.361;0.322;0.27;0.338;0.221;0.322;0.361;0.338;0.27;0.042;0.028;0.215;0.17;0.0;0.155;0.421;0.371;0.414;0.421;0.342;0.345;;;;;;;;0.46;0.448;0.497;0.479;0.497;0.514;0.512;0.448;0.421;0.413;0.37;0.077;0.03;0.121;0.413;0.421;0.121
ENSMUST00000076043_90_90;0.903;0.371;0.432;0.891;0.903;0.465;0.072;0.903;0.422;0.098;0.645;0.332;0.291;0.234;0.288;0.24;0.293;0.332;0.288;0.234;0.008;0.031;0.238;0.151;0.0;0.172;0.379;0.389;0.371;0.379;0.29;0.293;;;;;;;;0.409;0.397;0.447;0.428;0.447;0.466;0.463;0.397;0.378;0.37;0.388;0.085;0.034;0.134;0.37;0.378;0.134
ENSMUST00000115449_90_90;0.945;0.401;0.469;0.928;0.94;0.44;0.069;0.94;0.54;0.094;0.531;0.337;0.297;0.241;0.313;0.181;0.297;0.337;0.313;0.241;0.044;0.029;0.178;0.177;0.0;0.127;0.409;0.357;0.401;0.409;0.326;0.33;;;;;;;;0.433;0.421;0.47;0.451;0.47;0.488;0.485;0.421;0.408;0.401;0.357;0.077;0.032;0.106;0.401;0.408;0.106
ENSMUST00000123228_90_90;0.156;0.125;0.149;0.151;0.153;0.004;0.0;0.153;0.149;0.0;0.09;0.095;0.102;0.159;0.125;0.095;0.102;0.095;0.125;0.159;0.16;0.0;0.022;0.079;0.0;0.0;0.129;0.06;0.125;0.129;0.201;0.201;;;;;;;;0.123;0.126;0.117;0.12;0.117;0.115;0.115;0.126;0.128;0.124;0.06;0.0;0.0;0.0;0.124;0.128;0.0
ENSMUST00000126684_90_90;0.121;0.0;0.112;0.119;0.121;0.0;0.621;0.121;0.0;0.797;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000135790_90_90;0.985;0.409;0.504;0.992;0.98;0.417;0.066;0.98;0.506;0.089;0.574;0.369;0.33;0.28;0.346;0.231;0.331;0.369;0.346;0.28;0.042;0.028;0.213;0.169;0.0;0.153;0.418;0.367;0.41;0.418;0.338;0.342;;;;;;;;0.47;0.457;0.506;0.487;0.506;0.524;0.521;0.457;0.417;0.409;0.366;0.076;0.029;0.119;0.409;0.417;0.119
ENSMUST00000156422_90_90;0.997;0.414;0.494;0.98;0.992;0.422;0.067;0.992;0.512;0.091;0.581;0.361;0.322;0.27;0.338;0.221;0.322;0.361;0.338;0.27;0.042;0.028;0.215;0.17;0.0;0.155;0.421;0.371;0.414;0.421;0.342;0.345;;;;;;;;0.46;0.448;0.497;0.479;0.497;0.514;0.512;0.448;0.421;0.413;0.37;0.077;0.03;0.121;0.413;0.421;0.121
ENSMUST00000051419_90_90;0.461;0.471;0.37;0.468;0.459;0.261;0.0;0.459;0.324;0.0;0.384;0.666;0.708;0.374;0.721;0.327;0.712;0.666;0.721;0.374;0.041;0.014;0.208;0.111;0.0;0.14;0.455;0.436;0.474;0.455;0.26;0.256;0.46;0.409;0.433;0.123;0.0;0.47;0.46;;;;;;;;;0.454;0.474;0.436;0.069;0.027;0.107;0.474;0.454;0.107
ENSMUST00000076335_90_90;0.449;0.463;0.369;0.455;0.446;0.246;0.0;0.446;0.309;0.0;0.369;0.675;0.718;0.38;0.732;0.332;0.722;0.675;0.732;0.38;0.041;0.015;0.211;0.113;0.0;0.143;0.446;0.428;0.466;0.446;0.251;0.246;0.448;0.397;0.421;0.126;0.0;0.457;0.448;;;;;;;;;0.446;0.465;0.428;0.07;0.028;0.11;0.465;0.446;0.11
ENSMUST00000077847_90_90;0.497;0.497;0.352;0.504;0.495;0.305;0.0;0.495;0.367;0.0;0.427;0.726;0.678;0.37;0.69;0.312;0.681;0.726;0.69;0.37;0.038;0.014;0.198;0.171;0.0;0.134;0.481;0.464;0.5;0.481;0.264;0.267;0.497;0.447;0.47;0.117;0.0;0.506;0.497;;;;;;;;;0.48;0.5;0.463;0.065;0.026;0.103;0.5;0.48;0.103
ENSMUST00000078621_90_90;0.479;0.481;0.364;0.486;0.477;0.283;0.0;0.477;0.345;0.0;0.405;0.654;0.694;0.366;0.707;0.32;0.698;0.654;0.707;0.366;0.04;0.014;0.203;0.109;0.0;0.137;0.464;0.447;0.484;0.464;0.272;0.268;0.479;0.428;0.451;0.12;0.0;0.487;0.479;;;;;;;;;0.464;0.484;0.447;0.067;0.027;0.105;0.484;0.464;0.105
ENSMUST00000103238_90_90;0.497;0.497;0.352;0.504;0.495;0.305;0.0;0.495;0.367;0.0;0.427;0.726;0.678;0.37;0.69;0.312;0.681;0.726;0.69;0.37;0.038;0.014;0.198;0.171;0.0;0.134;0.481;0.464;0.5;0.481;0.264;0.267;0.497;0.447;0.47;0.117;0.0;0.506;0.497;;;;;;;;;0.48;0.5;0.463;0.065;0.026;0.103;0.5;0.48;0.103
ENSMUST00000103239_90_90;0.516;0.506;0.346;0.522;0.513;0.327;0.0;0.513;0.389;0.0;0.449;0.712;0.664;0.363;0.677;0.305;0.667;0.712;0.677;0.363;0.037;0.013;0.193;0.167;0.0;0.13;0.49;0.474;0.51;0.49;0.275;0.278;0.514;0.466;0.488;0.115;0.0;0.524;0.514;;;;;;;;;0.49;0.509;0.473;0.064;0.025;0.1;0.509;0.49;0.1
ENSMUST00000103240_90_90;0.513;0.503;0.347;0.52;0.51;0.323;0.0;0.51;0.385;0.0;0.445;0.709;0.667;0.364;0.679;0.306;0.67;0.709;0.679;0.364;0.037;0.013;0.194;0.164;0.0;0.131;0.487;0.47;0.506;0.487;0.276;0.279;0.512;0.463;0.485;0.115;0.0;0.521;0.512;;;;;;;;;0.486;0.505;0.47;0.064;0.025;0.101;0.505;0.486;0.101
ENSMUST00000103241_90_90;0.449;0.463;0.369;0.455;0.446;0.246;0.0;0.446;0.309;0.0;0.369;0.675;0.718;0.38;0.732;0.332;0.722;0.675;0.732;0.38;0.041;0.015;0.211;0.113;0.0;0.143;0.446;0.428;0.466;0.446;0.251;0.246;0.448;0.397;0.421;0.126;0.0;0.457;0.448;;;;;;;;;0.446;0.465;0.428;0.07;0.028;0.11;0.465;0.446;0.11
ENSMUST00000090821_90_90;0.422;0.944;0.204;0.418;0.422;0.333;0.0;0.422;0.395;0.0;0.407;0.359;0.331;0.173;0.35;0.137;0.336;0.359;0.35;0.173;0.044;0.0;0.129;0.151;0.0;0.098;0.972;0.874;0.944;0.972;0.506;0.506;0.421;0.378;0.408;0.128;0.0;0.417;0.421;0.454;0.446;0.48;0.464;0.48;0.49;0.486;0.446;;;;;;;;;
ENSMUST00000090823_90_90;0.414;0.974;0.202;0.41;0.414;0.324;0.0;0.414;0.385;0.0;0.397;0.377;0.349;0.17;0.368;0.134;0.354;0.377;0.368;0.17;0.042;0.0;0.126;0.148;0.0;0.095;0.944;0.903;0.973;0.944;0.491;0.491;0.413;0.37;0.401;0.124;0.0;0.409;0.413;0.474;0.465;0.5;0.484;0.5;0.509;0.505;0.465;;;;;;;;;
ENSMUST00000107217_90_90;0.371;0.904;0.165;0.367;0.371;0.344;0.0;0.371;0.329;0.0;0.419;0.362;0.334;0.149;0.333;0.141;0.339;0.362;0.333;0.149;0.011;0.0;0.134;0.126;0.0;0.102;0.874;0.97;0.903;0.874;0.424;0.424;0.37;0.388;0.357;0.06;0.0;0.366;0.37;0.436;0.428;0.463;0.447;0.463;0.473;0.47;0.428;;;;;;;;;
ENSMUST00000131620_90_90;0.077;0.095;0.081;0.076;0.077;0.0;0.0;0.077;0.0;0.0;0.015;0.063;0.067;0.111;0.068;0.149;0.07;0.063;0.068;0.111;0.0;0.0;0.293;0.0;0.0;0.419;0.098;0.102;0.095;0.098;0.159;0.159;0.077;0.085;0.077;0.0;0.0;0.076;0.077;0.069;0.07;0.065;0.067;0.065;0.064;0.064;0.07;;;;;;;;;
ENSMUST00000131742_90_90;0.03;0.035;0.032;0.03;0.03;0.0;0.0;0.03;0.0;0.0;0.0;0.025;0.027;0.044;0.027;0.059;0.028;0.025;0.027;0.044;0.0;0.0;0.117;0.0;0.0;0.168;0.036;0.037;0.035;0.036;0.059;0.059;0.03;0.034;0.032;0.0;0.0;0.029;0.03;0.027;0.028;0.026;0.027;0.026;0.025;0.025;0.028;;;;;;;;;
ENSMUST00000142449_90_90;0.121;0.136;0.128;0.119;0.121;0.0;0.0;0.121;0.0;0.0;0.083;0.1;0.106;0.175;0.107;0.234;0.11;0.1;0.107;0.175;0.0;0.0;0.458;0.0;0.0;0.416;0.14;0.147;0.136;0.14;0.227;0.227;0.121;0.134;0.106;0.0;0.0;0.119;0.121;0.107;0.11;0.103;0.105;0.103;0.1;0.101;0.11;;;;;;;;;
ENSMUST00000168321_90_90;0.414;0.974;0.202;0.41;0.414;0.324;0.0;0.414;0.385;0.0;0.397;0.377;0.349;0.17;0.368;0.134;0.354;0.377;0.368;0.17;0.042;0.0;0.126;0.148;0.0;0.095;0.944;0.903;0.973;0.944;0.491;0.491;0.413;0.37;0.401;0.124;0.0;0.409;0.413;0.474;0.465;0.5;0.484;0.5;0.509;0.505;0.465;;;;;;;;;
ENSMUST00000202315_90_90;0.422;0.944;0.204;0.418;0.422;0.333;0.0;0.422;0.395;0.0;0.407;0.359;0.331;0.173;0.35;0.137;0.336;0.359;0.35;0.173;0.044;0.0;0.129;0.151;0.0;0.098;0.972;0.874;0.944;0.972;0.506;0.506;0.421;0.378;0.408;0.128;0.0;0.417;0.421;0.454;0.446;0.48;0.464;0.48;0.49;0.486;0.446;;;;;;;;;
ENSMUST00000204709_90_90;0.121;0.136;0.128;0.119;0.121;0.0;0.0;0.121;0.0;0.0;0.083;0.1;0.106;0.175;0.107;0.234;0.11;0.1;0.107;0.175;0.0;0.0;0.458;0.0;0.0;0.416;0.14;0.147;0.136;0.14;0.227;0.227;0.121;0.134;0.106;0.0;0.0;0.119;0.121;0.107;0.11;0.103;0.105;0.103;0.1;0.101;0.11;;;;;;;;;
