;ENSCAFT00000000309_90_90;ENSCAFT00000019817_90_90;ENSCAFT00000022132_90_90;ENST00000257414_90_90;ENST00000343348_90_90;ENST00000503865_90_90;ENST00000509665_90_90;ENST00000510263_90_90;ENST00000513137_90_90;ENST00000515009_90_90;ENST00000515129_90_90;ENST00000316364_90_90;ENST00000354744_90_90;ENST00000355997_90_90;ENST00000358066_90_90;ENST00000389425_90_90;ENST00000389428_90_90;ENST00000536845_90_90;ENST00000558014_90_90;ENST00000558816_90_90;ENST00000559064_90_90;ENST00000559184_90_90;ENST00000559196_90_90;ENST00000560006_90_90;ENST00000560636_90_90;ENST00000561133_90_90;ENST00000341697_90_90;ENST00000368912_90_90;ENST00000368913_90_90;ENST00000368914_90_90;ENST00000613223_90_90;ENST00000621728_90_90;ENSMUST00000019791_90_90;ENSMUST00000076043_90_90;ENSMUST00000115449_90_90;ENSMUST00000123228_90_90;ENSMUST00000126684_90_90;ENSMUST00000135790_90_90;ENSMUST00000156422_90_90;ENSMUST00000051419_90_90;ENSMUST00000076335_90_90;ENSMUST00000077847_90_90;ENSMUST00000078621_90_90;ENSMUST00000103238_90_90;ENSMUST00000103239_90_90;ENSMUST00000103240_90_90;ENSMUST00000103241_90_90;ENSMUST00000090821_90_90;ENSMUST00000090823_90_90;ENSMUST00000107217_90_90;ENSMUST00000131620_90_90;ENSMUST00000131742_90_90;ENSMUST00000142449_90_90;ENSMUST00000168321_90_90;ENSMUST00000202315_90_90;ENSMUST00000204709_90_90
ENST00000515129_90_90;0.712;0.464;0.512;0.704;0.725;0.765;0.0;0.725;0.672;0.0;1.0;0.503;0.55;0.129;0.565;0.063;0.566;0.503;0.565;0.129;0.055;0.0;0.0;0.122;0.0;0.0;0.473;0.461;0.455;0.473;0.135;0.119;0.719;0.787;0.65;0.097;0.0;0.699;0.719;0.575;0.576;0.525;0.559;0.525;0.512;0.519;0.576;0.447;0.43;0.436;0.0;0.0;0.0;0.43;0.447;0.0
ENST00000316364_90_90;0.702;0.6;0.942;0.686;0.682;0.416;0.093;0.682;0.467;0.107;0.503;1.0;0.905;0.331;0.841;0.221;0.858;1.0;0.841;0.331;0.072;0.034;0.135;0.24;0.0;0.108;0.547;0.57;0.581;0.547;0.244;0.237;0.698;0.647;0.69;0.117;0.12;0.702;0.698;0.817;0.833;0.927;0.851;0.927;0.96;0.947;0.833;0.523;0.557;0.545;0.052;0.026;0.077;0.557;0.523;0.077
ENST00000354744_90_90;0.648;0.573;0.851;0.653;0.648;0.446;0.103;0.648;0.407;0.118;0.55;0.905;1.0;0.326;0.927;0.244;0.948;0.905;0.927;0.326;0.08;0.037;0.149;0.147;0.0;0.119;0.575;0.542;0.554;0.575;0.267;0.26;0.655;0.706;0.636;0.053;0.132;0.659;0.655;0.899;0.919;0.833;0.936;0.833;0.868;0.879;0.919;0.549;0.529;0.518;0.058;0.029;0.085;0.529;0.549;0.085
ENST00000355997_90_90;0.308;0.291;0.316;0.291;0.299;0.008;0.275;0.299;0.036;0.314;0.129;0.331;0.326;1.0;0.336;0.66;0.344;0.331;0.336;1.0;0.067;0.102;0.408;0.115;0.0;0.327;0.285;0.267;0.281;0.285;0.235;0.237;0.297;0.304;0.276;0.141;0.353;0.289;0.297;0.326;0.333;0.338;0.31;0.338;0.322;0.327;0.333;0.28;0.277;0.263;0.148;0.075;0.214;0.277;0.28;0.214
ENST00000358066_90_90;0.665;0.578;0.837;0.648;0.665;0.458;0.106;0.665;0.418;0.121;0.565;0.841;0.927;0.336;1.0;0.252;0.977;0.841;1.0;0.336;0.051;0.038;0.154;0.113;0.0;0.123;0.58;0.546;0.558;0.58;0.275;0.268;0.671;0.725;0.642;0.055;0.136;0.655;0.671;0.97;0.947;0.856;0.921;0.856;0.817;0.828;0.947;0.553;0.533;0.521;0.059;0.03;0.088;0.533;0.553;0.088
ENST00000389425_90_90;0.229;0.225;0.225;0.222;0.229;0.0;0.389;0.229;0.0;0.444;0.063;0.221;0.244;0.66;0.252;1.0;0.258;0.221;0.252;0.66;0.0;0.147;0.588;0.0;0.0;0.471;0.226;0.2;0.215;0.226;0.288;0.292;0.227;0.248;0.197;0.0;0.5;0.221;0.227;0.262;0.268;0.241;0.248;0.241;0.23;0.233;0.268;0.222;0.212;0.197;0.205;0.105;0.293;0.212;0.222;0.293
ENST00000389428_90_90;0.667;0.579;0.817;0.65;0.667;0.468;0.109;0.667;0.426;0.124;0.566;0.858;0.948;0.344;0.977;0.258;1.0;0.858;0.977;0.344;0.029;0.039;0.157;0.1;0.0;0.126;0.581;0.547;0.559;0.581;0.281;0.273;0.673;0.728;0.644;0.049;0.14;0.656;0.673;0.947;0.969;0.874;0.899;0.874;0.833;0.845;0.969;0.553;0.533;0.521;0.061;0.031;0.09;0.533;0.553;0.09
ENST00000536845_90_90;0.702;0.6;0.942;0.686;0.682;0.416;0.093;0.682;0.467;0.107;0.503;1.0;0.905;0.331;0.841;0.221;0.858;1.0;0.841;0.331;0.072;0.034;0.135;0.24;0.0;0.108;0.547;0.57;0.581;0.547;0.244;0.237;0.698;0.647;0.69;0.117;0.12;0.702;0.698;0.817;0.833;0.927;0.851;0.927;0.96;0.947;0.833;0.523;0.557;0.545;0.052;0.026;0.077;0.557;0.523;0.077
ENST00000558014_90_90;0.665;0.578;0.837;0.648;0.665;0.458;0.106;0.665;0.418;0.121;0.565;0.841;0.927;0.336;1.0;0.252;0.977;0.841;1.0;0.336;0.051;0.038;0.154;0.113;0.0;0.123;0.58;0.546;0.558;0.58;0.275;0.268;0.671;0.725;0.642;0.055;0.136;0.655;0.671;0.97;0.947;0.856;0.921;0.856;0.817;0.828;0.947;0.553;0.533;0.521;0.059;0.03;0.088;0.533;0.553;0.088
ENST00000558816_90_90;0.308;0.291;0.316;0.291;0.299;0.008;0.275;0.299;0.036;0.314;0.129;0.331;0.326;1.0;0.336;0.66;0.344;0.331;0.336;1.0;0.067;0.102;0.408;0.115;0.0;0.327;0.285;0.267;0.281;0.285;0.235;0.237;0.297;0.304;0.276;0.141;0.353;0.289;0.297;0.326;0.333;0.338;0.31;0.338;0.322;0.327;0.333;0.28;0.277;0.263;0.148;0.075;0.214;0.277;0.28;0.214
ENST00000559064_90_90;0.041;0.045;0.085;0.054;0.041;0.0;0.0;0.041;0.0;0.0;0.055;0.072;0.08;0.067;0.051;0.0;0.029;0.072;0.051;0.067;1.0;0.0;0.0;0.325;0.0;0.0;0.047;0.046;0.045;0.047;0.0;0.0;0.041;0.044;0.049;0.182;0.0;0.053;0.041;0.051;0.029;0.026;0.094;0.026;0.065;0.066;0.029;0.047;0.044;0.045;0.0;0.0;0.0;0.044;0.047;0.0
ENST00000559184_90_90;0.029;0.032;0.033;0.028;0.029;0.0;0.235;0.029;0.0;0.211;0.0;0.034;0.037;0.102;0.038;0.147;0.039;0.034;0.038;0.102;0.0;1.0;0.25;0.0;0.0;0.312;0.025;0.024;0.024;0.025;0.057;0.058;0.029;0.031;0.029;0.0;0.19;0.028;0.029;0.038;0.039;0.035;0.036;0.035;0.034;0.034;0.039;0.025;0.023;0.024;0.2;0.3;0.143;0.023;0.025;0.143
ENST00000559196_90_90;0.137;0.143;0.132;0.133;0.137;0.0;0.636;0.137;0.0;0.727;0.0;0.135;0.149;0.408;0.154;0.588;0.157;0.135;0.154;0.408;0.0;0.25;1.0;0.0;0.0;0.8;0.14;0.118;0.134;0.14;0.315;0.321;0.136;0.148;0.139;0.0;0.818;0.132;0.136;0.154;0.157;0.142;0.146;0.142;0.135;0.137;0.157;0.138;0.132;0.116;0.32;0.167;0.444;0.132;0.138;0.444
ENST00000560006_90_90;0.173;0.165;0.243;0.169;0.158;0.093;0.0;0.158;0.179;0.0;0.122;0.24;0.147;0.115;0.113;0.0;0.1;0.24;0.113;0.115;0.325;0.0;0.0;1.0;0.0;0.0;0.122;0.168;0.165;0.122;0.0;0.0;0.164;0.1;0.184;0.348;0.0;0.175;0.164;0.113;0.1;0.193;0.151;0.193;0.232;0.219;0.1;0.121;0.163;0.165;0.0;0.0;0.0;0.163;0.121;0.0
ENST00000560636_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000561133_90_90;0.108;0.111;0.106;0.105;0.108;0.0;0.778;0.108;0.0;0.789;0.0;0.108;0.119;0.327;0.123;0.471;0.126;0.108;0.123;0.327;0.0;0.312;0.8;0.0;0.0;1.0;0.107;0.104;0.102;0.107;0.241;0.245;0.107;0.117;0.109;0.0;0.714;0.104;0.107;0.123;0.126;0.113;0.117;0.113;0.108;0.11;0.126;0.106;0.101;0.102;0.381;0.2;0.522;0.101;0.106;0.522
ENST00000341697_90_90;0.58;0.862;0.555;0.557;0.571;0.366;0.107;0.571;0.35;0.124;0.473;0.547;0.575;0.285;0.58;0.226;0.581;0.547;0.58;0.285;0.047;0.025;0.14;0.122;0.0;0.107;1.0;0.935;0.952;1.0;0.408;0.4;0.567;0.601;0.549;0.06;0.14;0.554;0.567;0.59;0.591;0.56;0.584;0.56;0.556;0.562;0.591;0.859;0.821;0.806;0.101;0.059;0.142;0.821;0.859;0.142
ENST00000368912_90_90;0.605;0.892;0.578;0.571;0.585;0.365;0.104;0.585;0.385;0.12;0.461;0.57;0.542;0.267;0.546;0.2;0.547;0.57;0.546;0.267;0.046;0.024;0.118;0.168;0.0;0.104;0.935;1.0;0.984;0.935;0.373;0.365;0.591;0.566;0.573;0.106;0.127;0.577;0.591;0.556;0.556;0.584;0.551;0.584;0.579;0.567;0.556;0.806;0.851;0.864;0.098;0.057;0.137;0.851;0.806;0.137
ENST00000368913_90_90;0.617;0.908;0.59;0.583;0.598;0.36;0.102;0.598;0.38;0.118;0.455;0.581;0.554;0.281;0.558;0.215;0.559;0.581;0.558;0.281;0.045;0.024;0.134;0.165;0.0;0.102;0.952;0.984;1.0;0.952;0.389;0.381;0.604;0.579;0.585;0.104;0.134;0.589;0.604;0.568;0.569;0.596;0.563;0.596;0.591;0.579;0.569;0.821;0.866;0.851;0.096;0.056;0.135;0.866;0.821;0.135
ENST00000368914_90_90;0.58;0.862;0.555;0.557;0.571;0.366;0.107;0.571;0.35;0.124;0.473;0.547;0.575;0.285;0.58;0.226;0.581;0.547;0.58;0.285;0.047;0.025;0.14;0.122;0.0;0.107;1.0;0.935;0.952;1.0;0.408;0.4;0.567;0.601;0.549;0.06;0.14;0.554;0.567;0.59;0.591;0.56;0.584;0.56;0.556;0.562;0.591;0.859;0.821;0.806;0.101;0.059;0.142;0.821;0.859;0.142
ENST00000613223_90_90;0.243;0.346;0.239;0.237;0.243;0.149;0.241;0.243;0.133;0.278;0.135;0.244;0.267;0.235;0.275;0.288;0.281;0.244;0.275;0.235;0.0;0.057;0.315;0.0;0.0;0.241;0.408;0.373;0.389;0.408;1.0;0.942;0.242;0.262;0.247;0.0;0.315;0.236;0.242;0.275;0.281;0.255;0.262;0.255;0.244;0.247;0.281;0.346;0.331;0.316;0.231;0.135;0.321;0.331;0.346;0.321
ENST00000621728_90_90;0.237;0.338;0.233;0.231;0.237;0.14;0.245;0.237;0.125;0.283;0.119;0.237;0.26;0.237;0.268;0.292;0.273;0.237;0.268;0.237;0.0;0.058;0.321;0.0;0.0;0.245;0.4;0.365;0.381;0.4;0.942;1.0;0.235;0.255;0.24;0.0;0.321;0.229;0.235;0.268;0.273;0.248;0.255;0.248;0.237;0.241;0.273;0.339;0.323;0.308;0.235;0.137;0.327;0.323;0.339;0.327
ENSMUST00000019791_90_90;0.979;0.623;0.706;0.951;0.979;0.564;0.115;0.979;0.618;0.129;0.719;0.698;0.655;0.297;0.671;0.227;0.673;0.698;0.671;0.297;0.041;0.029;0.136;0.164;0.0;0.107;0.567;0.591;0.604;0.567;0.242;0.235;1.0;0.914;0.923;0.164;0.144;0.972;1.0;0.681;0.684;0.728;0.663;0.728;0.708;0.696;0.684;0.542;0.577;0.565;0.063;0.028;0.09;0.577;0.542;0.09
ENSMUST00000076043_90_90;0.893;0.599;0.655;0.881;0.906;0.605;0.126;0.906;0.545;0.142;0.787;0.647;0.706;0.304;0.725;0.248;0.728;0.647;0.725;0.304;0.044;0.031;0.148;0.1;0.0;0.117;0.601;0.566;0.579;0.601;0.262;0.255;0.914;1.0;0.839;0.079;0.157;0.888;0.914;0.736;0.74;0.675;0.714;0.675;0.657;0.665;0.74;0.573;0.552;0.54;0.069;0.031;0.098;0.552;0.573;0.098
ENSMUST00000115449_90_90;0.93;0.605;0.698;0.878;0.903;0.577;0.118;0.903;0.643;0.132;0.65;0.69;0.636;0.276;0.642;0.197;0.644;0.69;0.642;0.276;0.049;0.029;0.139;0.184;0.0;0.109;0.549;0.573;0.585;0.549;0.247;0.24;0.923;0.839;1.0;0.151;0.147;0.898;0.923;0.652;0.654;0.71;0.645;0.71;0.701;0.689;0.654;0.524;0.56;0.548;0.064;0.029;0.092;0.56;0.524;0.092
ENSMUST00000123228_90_90;0.157;0.104;0.122;0.153;0.157;0.01;0.0;0.157;0.103;0.0;0.097;0.117;0.053;0.141;0.055;0.0;0.049;0.117;0.055;0.141;0.182;0.0;0.0;0.348;0.0;0.0;0.06;0.106;0.104;0.06;0.0;0.0;0.164;0.079;0.151;1.0;0.0;0.16;0.164;0.055;0.049;0.115;0.059;0.115;0.117;0.104;0.049;0.059;0.103;0.104;0.0;0.0;0.0;0.103;0.059;0.0
ENSMUST00000126684_90_90;0.145;0.143;0.118;0.141;0.145;0.0;0.8;0.145;0.0;0.9;0.0;0.12;0.132;0.353;0.136;0.5;0.14;0.12;0.136;0.353;0.0;0.19;0.818;0.0;0.0;0.714;0.14;0.127;0.134;0.14;0.315;0.321;0.144;0.157;0.147;0.0;1.0;0.14;0.144;0.136;0.14;0.126;0.129;0.126;0.12;0.122;0.14;0.138;0.132;0.125;0.375;0.167;0.5;0.132;0.138;0.5
ENSMUST00000135790_90_90;0.951;0.608;0.709;0.979;0.951;0.549;0.112;0.951;0.601;0.126;0.699;0.702;0.659;0.289;0.655;0.221;0.656;0.702;0.655;0.289;0.053;0.028;0.132;0.175;0.0;0.104;0.554;0.577;0.589;0.554;0.236;0.229;0.972;0.888;0.898;0.16;0.14;1.0;0.972;0.665;0.667;0.711;0.667;0.711;0.712;0.7;0.667;0.529;0.564;0.552;0.061;0.027;0.087;0.564;0.529;0.087
ENSMUST00000156422_90_90;0.979;0.623;0.706;0.951;0.979;0.564;0.115;0.979;0.618;0.129;0.719;0.698;0.655;0.297;0.671;0.227;0.673;0.698;0.671;0.297;0.041;0.029;0.136;0.164;0.0;0.107;0.567;0.591;0.604;0.567;0.242;0.235;1.0;0.914;0.923;0.164;0.144;0.972;1.0;0.681;0.684;0.728;0.663;0.728;0.708;0.696;0.684;0.542;0.577;0.565;0.063;0.028;0.09;0.577;0.542;0.09
ENSMUST00000051419_90_90;0.675;0.588;0.861;0.659;0.675;0.458;0.106;0.675;0.418;0.121;0.575;0.817;0.899;0.326;0.97;0.262;0.947;0.817;0.97;0.326;0.051;0.038;0.154;0.113;0.0;0.123;0.59;0.556;0.568;0.59;0.275;0.268;0.681;0.736;0.652;0.055;0.136;0.665;0.681;1.0;0.977;0.882;0.949;0.882;0.841;0.852;0.977;0.562;0.542;0.53;0.059;0.03;0.088;0.542;0.562;0.088
ENSMUST00000076335_90_90;0.677;0.589;0.841;0.66;0.677;0.468;0.109;0.677;0.426;0.124;0.576;0.833;0.919;0.333;0.947;0.268;0.969;0.833;0.947;0.333;0.029;0.039;0.157;0.1;0.0;0.126;0.591;0.556;0.569;0.591;0.281;0.273;0.684;0.74;0.654;0.049;0.14;0.667;0.684;0.977;1.0;0.901;0.927;0.901;0.858;0.87;1.0;0.563;0.543;0.53;0.061;0.031;0.09;0.543;0.563;0.09
ENSMUST00000077847_90_90;0.733;0.616;0.934;0.695;0.712;0.435;0.098;0.712;0.487;0.112;0.525;0.927;0.833;0.338;0.856;0.241;0.874;0.927;0.856;0.338;0.026;0.035;0.142;0.193;0.0;0.113;0.56;0.584;0.596;0.56;0.255;0.248;0.728;0.675;0.71;0.115;0.126;0.711;0.728;0.882;0.901;1.0;0.841;1.0;0.953;0.939;0.901;0.535;0.571;0.559;0.055;0.028;0.081;0.571;0.535;0.081
ENSMUST00000078621_90_90;0.657;0.582;0.907;0.661;0.657;0.437;0.101;0.657;0.409;0.115;0.559;0.851;0.936;0.31;0.921;0.248;0.899;0.851;0.921;0.31;0.094;0.036;0.146;0.151;0.0;0.117;0.584;0.551;0.563;0.584;0.262;0.255;0.663;0.714;0.645;0.059;0.129;0.667;0.663;0.949;0.927;0.841;1.0;0.841;0.887;0.899;0.927;0.558;0.538;0.526;0.056;0.028;0.083;0.538;0.558;0.083
ENSMUST00000103238_90_90;0.733;0.616;0.934;0.695;0.712;0.435;0.098;0.712;0.487;0.112;0.525;0.927;0.833;0.338;0.856;0.241;0.874;0.927;0.856;0.338;0.026;0.035;0.142;0.193;0.0;0.113;0.56;0.584;0.596;0.56;0.255;0.248;0.728;0.675;0.71;0.115;0.126;0.711;0.728;0.882;0.901;1.0;0.841;1.0;0.953;0.939;0.901;0.535;0.571;0.559;0.055;0.028;0.081;0.571;0.535;0.081
ENSMUST00000103239_90_90;0.713;0.609;0.98;0.696;0.692;0.416;0.093;0.692;0.476;0.107;0.512;0.96;0.868;0.322;0.817;0.23;0.833;0.96;0.817;0.322;0.065;0.034;0.135;0.232;0.0;0.108;0.556;0.579;0.591;0.556;0.244;0.237;0.708;0.657;0.701;0.117;0.12;0.712;0.708;0.841;0.858;0.953;0.887;0.953;1.0;0.986;0.858;0.531;0.566;0.554;0.052;0.026;0.077;0.566;0.531;0.077
ENSMUST00000103240_90_90;0.701;0.598;0.967;0.694;0.69;0.412;0.095;0.69;0.472;0.108;0.519;0.947;0.879;0.327;0.828;0.233;0.845;0.947;0.828;0.327;0.066;0.034;0.137;0.219;0.0;0.11;0.562;0.567;0.579;0.562;0.247;0.241;0.696;0.665;0.689;0.104;0.122;0.7;0.696;0.852;0.87;0.939;0.899;0.939;0.986;1.0;0.87;0.538;0.554;0.543;0.053;0.027;0.078;0.554;0.538;0.078
ENSMUST00000103241_90_90;0.677;0.589;0.841;0.66;0.677;0.468;0.109;0.677;0.426;0.124;0.576;0.833;0.919;0.333;0.947;0.268;0.969;0.833;0.947;0.333;0.029;0.039;0.157;0.1;0.0;0.126;0.591;0.556;0.569;0.591;0.281;0.273;0.684;0.74;0.654;0.049;0.14;0.667;0.684;0.977;1.0;0.901;0.927;0.901;0.858;0.87;1.0;0.563;0.543;0.53;0.061;0.031;0.09;0.543;0.563;0.09
ENSMUST00000090821_90_90;0.554;0.835;0.531;0.532;0.545;0.342;0.106;0.545;0.329;0.122;0.447;0.523;0.549;0.28;0.553;0.222;0.553;0.523;0.553;0.28;0.047;0.025;0.138;0.121;0.0;0.106;0.859;0.806;0.821;0.859;0.346;0.339;0.542;0.573;0.524;0.059;0.138;0.529;0.542;0.562;0.563;0.535;0.558;0.535;0.531;0.538;0.563;1.0;0.952;0.937;0.108;0.067;0.149;0.952;1.0;0.149
ENSMUST00000090823_90_90;0.59;0.88;0.565;0.558;0.571;0.338;0.101;0.571;0.358;0.116;0.43;0.557;0.529;0.277;0.533;0.212;0.533;0.557;0.533;0.277;0.044;0.023;0.132;0.163;0.0;0.101;0.821;0.851;0.866;0.821;0.331;0.323;0.577;0.552;0.56;0.103;0.132;0.564;0.577;0.542;0.543;0.571;0.538;0.571;0.566;0.554;0.543;0.952;1.0;0.984;0.103;0.063;0.142;1.0;0.952;0.142
ENSMUST00000107217_90_90;0.578;0.865;0.554;0.547;0.56;0.342;0.102;0.56;0.362;0.118;0.436;0.545;0.518;0.263;0.521;0.197;0.521;0.545;0.521;0.263;0.045;0.024;0.116;0.165;0.0;0.102;0.806;0.864;0.851;0.806;0.316;0.308;0.565;0.54;0.548;0.104;0.125;0.552;0.565;0.53;0.53;0.559;0.526;0.559;0.554;0.543;0.53;0.937;0.984;1.0;0.105;0.065;0.144;0.984;0.937;0.144
ENSMUST00000131620_90_90;0.063;0.087;0.051;0.062;0.063;0.0;0.45;0.063;0.0;0.409;0.0;0.052;0.058;0.148;0.059;0.205;0.061;0.052;0.059;0.148;0.0;0.2;0.32;0.0;0.0;0.381;0.101;0.098;0.096;0.101;0.231;0.235;0.063;0.069;0.064;0.0;0.375;0.061;0.063;0.059;0.061;0.055;0.056;0.055;0.052;0.053;0.061;0.108;0.103;0.105;1.0;0.615;0.684;0.103;0.108;0.684
ENSMUST00000131742_90_90;0.028;0.048;0.026;0.027;0.028;0.0;0.2;0.028;0.0;0.182;0.0;0.026;0.029;0.075;0.03;0.105;0.031;0.026;0.03;0.075;0.0;0.3;0.167;0.0;0.0;0.2;0.059;0.057;0.056;0.059;0.135;0.137;0.028;0.031;0.029;0.0;0.167;0.027;0.028;0.03;0.031;0.028;0.028;0.028;0.026;0.027;0.031;0.067;0.063;0.065;0.615;1.0;0.421;0.063;0.067;0.421
