;ENSCAFT00000004869_90_90;ENSCAFT00000013439_90_90;ENSCAFT00000037016_90_90;ENSCAFT00000021145_90_90;ENSCAFT00000025193_90_90;ENST00000302271_90_90;ENST00000374612_90_90;ENST00000374616_90_90;ENST00000427764_90_90;ENST00000478691_90_90;ENST00000606561_90_90;ENST00000641107_90_90;ENST00000355238_90_90;ENST00000369622_90_90;ENST00000444272_90_90;ENST00000616122_90_90;ENST00000281722_90_90;ENST00000510397_90_90;ENST00000512640_90_90;ENST00000514866_90_90;ENST00000295971_90_90;ENST00000381793_90_90;ENST00000381795_90_90;ENST00000505220_90_90;ENST00000505414_90_90;ENST00000507180_90_90;ENST00000510871_90_90;ENST00000511598_90_90;ENST00000511902_90_90;ENST00000513473_90_90;ENST00000514014_90_90;ENST00000514782_90_90;ENST00000515053_90_90;ENSMUST00000069221_90_90;ENSMUST00000172508_90_90;ENSMUST00000172828_90_90;ENSMUST00000173405_90_90;ENSMUST00000173801_90_90;ENSMUST00000174269_90_90;ENSMUST00000174282_90_90;ENSMUST00000174361_90_90;ENSMUST00000174391_90_90;ENSMUST00000174688_90_90;ENSMUST00000048647_90_90;ENSMUST00000182637_90_90;ENSMUST00000182818_90_90;ENSMUST00000084219_90_90;ENSMUST00000105850_90_90;ENSMUST00000125696_90_90;ENSMUST00000131671_90_90;ENSMUST00000134524_90_90;ENSMUST00000145282_90_90;ENSMUST00000148843_90_90;ENSMUST00000156259_90_90;ENSMUST00000094756_90_90;ENSMUST00000094757_90_90;ENSMUST00000113724_90_90;ENSMUST00000113726_90_90;ENSMUST00000167950_90_90;ENSMUST00000200775_90_90;ENSMUST00000200852_90_90;ENSMUST00000201544_90_90;ENSMUST00000201561_90_90;ENSMUST00000202700_90_90
ENST00000606561_90_90;0.58;0.364;0.373;0.798;0.452;0.815;0.815;0.8;0.863;0.917;1.0;0.292;0.549;0.709;0.111;0.626;0.38;0.39;0.146;0.393;0.441;0.441;0.315;0.072;0.18;0.13;0.375;0.12;0.072;0.198;0.412;0.15;0.218;0.549;0.0;0.118;0.13;0.709;0.531;0.554;0.691;0.626;0.473;0.361;0.37;0.373;0.905;0.789;0.106;0.905;0.211;0.01;0.789;0.0;0.331;0.468;0.468;0.468;0.468;0.468;0.17;0.468;0.0;0.022
ENST00000641107_90_90;0.234;0.13;0.135;0.239;0.162;0.239;0.239;0.234;0.252;0.268;0.292;1.0;0.239;0.21;0.0;0.282;0.128;0.132;0.0;0.133;0.151;0.151;0.133;0.0;0.0;0.0;0.206;0.0;0.0;0.0;0.176;0.0;0.0;0.239;0.0;0.0;0.0;0.21;0.244;0.242;0.214;0.282;0.268;0.141;0.133;0.135;0.263;0.229;0.0;0.263;0.0;0.0;0.229;0.0;0.149;0.175;0.175;0.175;0.175;0.175;0.0;0.175;0.0;0.0
ENST00000355238_90_90;0.913;0.426;0.438;0.711;0.468;0.696;0.696;0.698;0.643;0.605;0.549;0.239;1.0;0.816;0.368;0.839;0.407;0.417;0.211;0.421;0.444;0.444;0.421;0.144;0.3;0.244;0.511;0.233;0.144;0.333;0.358;0.267;0.356;1.0;0.149;0.184;0.391;0.816;0.977;0.989;0.796;0.839;0.885;0.422;0.434;0.438;0.622;0.717;0.184;0.622;0.472;0.144;0.717;0.045;0.441;0.484;0.484;0.484;0.484;0.484;0.289;0.484;0.034;0.069
ENST00000369622_90_90;0.853;0.427;0.438;0.874;0.512;0.857;0.857;0.858;0.804;0.766;0.709;0.21;0.816;1.0;0.32;0.68;0.409;0.419;0.184;0.423;0.489;0.489;0.378;0.126;0.262;0.214;0.449;0.204;0.126;0.291;0.406;0.233;0.311;0.816;0.13;0.16;0.34;1.0;0.796;0.824;0.98;0.68;0.718;0.424;0.434;0.438;0.787;0.882;0.16;0.787;0.412;0.126;0.882;0.039;0.395;0.528;0.528;0.528;0.528;0.528;0.252;0.528;0.03;0.06
ENST00000444272_90_90;0.36;0.147;0.152;0.273;0.176;0.273;0.273;0.268;0.218;0.164;0.111;0.0;0.368;0.32;1.0;0.207;0.133;0.137;0.317;0.138;0.176;0.176;0.216;0.371;0.442;0.5;0.279;0.514;0.371;0.413;0.067;0.475;0.396;0.368;0.406;0.5;0.941;0.32;0.376;0.372;0.327;0.207;0.416;0.146;0.151;0.152;0.168;0.275;0.5;0.168;0.652;0.371;0.275;0.118;0.221;0.178;0.178;0.178;0.178;0.178;0.452;0.178;0.094;0.188
ENST00000616122_90_90;0.761;0.442;0.455;0.616;0.474;0.602;0.602;0.605;0.549;0.69;0.626;0.282;0.839;0.68;0.207;1.0;0.462;0.475;0.25;0.48;0.448;0.448;0.423;0.113;0.287;0.225;0.524;0.212;0.113;0.325;0.404;0.25;0.35;0.839;0.0;0.219;0.23;0.68;0.816;0.828;0.66;1.0;0.724;0.438;0.451;0.455;0.711;0.622;0.219;0.711;0.345;0.011;0.622;0.0;0.446;0.491;0.491;0.491;0.491;0.491;0.275;0.491;0.0;0.026
ENST00000281722_90_90;0.436;0.814;0.843;0.385;0.596;0.375;0.375;0.38;0.341;0.423;0.38;0.128;0.407;0.409;0.133;0.462;1.0;0.914;0.278;0.925;0.54;0.54;0.495;0.105;0.267;0.209;0.426;0.198;0.105;0.302;0.5;0.233;0.326;0.407;0.0;0.131;0.141;0.409;0.39;0.398;0.394;0.462;0.322;0.847;0.833;0.843;0.433;0.388;0.131;0.433;0.23;0.0;0.388;0.0;0.49;0.573;0.573;0.573;0.573;0.573;0.256;0.573;0.0;0.012
ENST00000510397_90_90;0.447;0.889;0.875;0.394;0.613;0.383;0.383;0.388;0.348;0.433;0.39;0.132;0.417;0.419;0.137;0.475;0.914;1.0;0.289;0.961;0.555;0.555;0.51;0.108;0.277;0.217;0.44;0.205;0.108;0.313;0.515;0.241;0.337;0.417;0.0;0.136;0.146;0.419;0.4;0.409;0.403;0.475;0.33;0.833;0.911;0.875;0.444;0.397;0.136;0.444;0.237;0.0;0.397;0.0;0.505;0.589;0.589;0.589;0.589;0.589;0.265;0.589;0.0;0.012
ENST00000512640_90_90;0.207;0.222;0.231;0.171;0.232;0.171;0.171;0.168;0.127;0.192;0.146;0.0;0.211;0.184;0.317;0.25;0.278;0.289;1.0;0.293;0.219;0.219;0.276;0.31;0.677;0.621;0.375;0.586;0.31;0.618;0.146;0.69;0.583;0.211;0.0;0.407;0.333;0.184;0.216;0.213;0.188;0.25;0.207;0.22;0.228;0.231;0.198;0.173;0.407;0.198;0.404;0.0;0.173;0.0;0.284;0.221;0.221;0.221;0.221;0.221;0.7;0.221;0.0;0.037
ENST00000514866_90_90;0.451;0.854;0.91;0.397;0.619;0.386;0.386;0.391;0.351;0.437;0.393;0.133;0.421;0.423;0.138;0.48;0.925;0.961;0.293;1.0;0.56;0.56;0.515;0.11;0.28;0.22;0.444;0.207;0.11;0.317;0.52;0.244;0.341;0.421;0.0;0.138;0.147;0.423;0.404;0.412;0.407;0.48;0.333;0.843;0.875;0.91;0.448;0.4;0.138;0.448;0.24;0.0;0.4;0.0;0.51;0.594;0.594;0.594;0.594;0.594;0.268;0.594;0.0;0.013
ENST00000295971_90_90;0.472;0.522;0.536;0.482;0.9;0.471;0.471;0.475;0.438;0.481;0.441;0.151;0.444;0.489;0.176;0.448;0.54;0.555;0.219;0.56;1.0;1.0;0.789;0.168;0.316;0.263;0.531;0.253;0.168;0.347;0.842;0.284;0.368;0.444;0.038;0.133;0.183;0.489;0.429;0.437;0.473;0.448;0.365;0.518;0.532;0.536;0.492;0.485;0.133;0.492;0.264;0.037;0.485;0.0;0.714;0.871;0.871;0.871;0.871;0.871;0.305;0.871;0.032;0.063
ENST00000381793_90_90;0.472;0.522;0.536;0.482;0.9;0.471;0.471;0.475;0.438;0.481;0.441;0.151;0.444;0.489;0.176;0.448;0.54;0.555;0.219;0.56;1.0;1.0;0.789;0.168;0.316;0.263;0.531;0.253;0.168;0.347;0.842;0.284;0.368;0.444;0.038;0.133;0.183;0.489;0.429;0.437;0.473;0.448;0.365;0.518;0.532;0.536;0.492;0.485;0.133;0.492;0.264;0.037;0.485;0.0;0.714;0.871;0.871;0.871;0.871;0.871;0.305;0.871;0.032;0.063
ENST00000381795_90_90;0.402;0.476;0.49;0.366;0.735;0.356;0.356;0.36;0.321;0.357;0.315;0.133;0.421;0.378;0.216;0.423;0.495;0.51;0.276;0.515;0.789;0.789;1.0;0.213;0.4;0.333;0.667;0.32;0.213;0.44;0.632;0.36;0.467;0.421;0.048;0.167;0.225;0.378;0.404;0.412;0.362;0.423;0.333;0.471;0.485;0.49;0.366;0.368;0.167;0.366;0.322;0.046;0.368;0.0;0.897;0.707;0.707;0.707;0.707;0.707;0.387;0.707;0.04;0.08
ENST00000505220_90_90;0.141;0.081;0.084;0.117;0.168;0.117;0.117;0.115;0.103;0.087;0.072;0.0;0.144;0.126;0.371;0.113;0.105;0.108;0.31;0.11;0.168;0.168;0.213;1.0;0.533;0.64;0.291;0.667;1.0;0.485;0.011;0.593;0.457;0.144;0.16;0.391;0.351;0.126;0.148;0.146;0.129;0.113;0.163;0.08;0.083;0.084;0.09;0.118;0.391;0.09;0.277;0.143;0.118;0.0;0.219;0.17;0.17;0.17;0.17;0.17;0.552;0.17;0.188;0.375
ENST00000505414_90_90;0.293;0.244;0.253;0.243;0.316;0.243;0.243;0.239;0.2;0.223;0.18;0.0;0.3;0.262;0.442;0.287;0.267;0.277;0.677;0.28;0.316;0.316;0.4;0.533;1.0;0.833;0.545;0.8;0.533;0.909;0.158;0.9;0.857;0.3;0.103;0.394;0.455;0.262;0.307;0.303;0.267;0.287;0.274;0.241;0.25;0.253;0.23;0.245;0.394;0.23;0.574;0.095;0.245;0.0;0.411;0.319;0.319;0.319;0.319;0.319;0.967;0.319;0.1;0.2
ENST00000507180_90_90;0.239;0.186;0.193;0.198;0.263;0.198;0.198;0.195;0.155;0.175;0.13;0.0;0.244;0.214;0.5;0.225;0.209;0.217;0.621;0.22;0.263;0.263;0.333;0.64;0.833;1.0;0.455;0.96;0.64;0.758;0.105;0.926;0.714;0.244;0.118;0.464;0.513;0.214;0.25;0.247;0.218;0.225;0.275;0.184;0.19;0.193;0.18;0.2;0.464;0.18;0.468;0.108;0.2;0.0;0.342;0.266;0.266;0.266;0.266;0.266;0.862;0.266;0.12;0.24
ENST00000510871_90_90;0.5;0.404;0.418;0.43;0.562;0.417;0.417;0.422;0.377;0.425;0.375;0.206;0.511;0.449;0.279;0.524;0.426;0.44;0.375;0.444;0.531;0.531;0.667;0.291;0.545;0.455;1.0;0.436;0.291;0.6;0.378;0.491;0.636;0.511;0.062;0.224;0.29;0.449;0.489;0.516;0.43;0.524;0.404;0.4;0.413;0.418;0.437;0.434;0.224;0.437;0.414;0.06;0.434;0.0;0.684;0.568;0.568;0.568;0.568;0.568;0.527;0.568;0.055;0.109
ENST00000511598_90_90;0.228;0.174;0.181;0.189;0.253;0.189;0.189;0.186;0.145;0.165;0.12;0.0;0.233;0.204;0.514;0.212;0.198;0.205;0.586;0.207;0.253;0.253;0.32;0.667;0.8;0.96;0.436;1.0;0.667;0.727;0.095;0.889;0.686;0.233;0.121;0.481;0.526;0.204;0.239;0.236;0.208;0.212;0.263;0.172;0.179;0.181;0.17;0.191;0.481;0.17;0.447;0.111;0.191;0.0;0.329;0.255;0.255;0.255;0.255;0.255;0.828;0.255;0.125;0.25
ENST00000511902_90_90;0.141;0.081;0.084;0.117;0.168;0.117;0.117;0.115;0.103;0.087;0.072;0.0;0.144;0.126;0.371;0.113;0.105;0.108;0.31;0.11;0.168;0.168;0.213;1.0;0.533;0.64;0.291;0.667;1.0;0.485;0.011;0.593;0.457;0.144;0.16;0.391;0.351;0.126;0.148;0.146;0.129;0.113;0.163;0.08;0.083;0.084;0.09;0.118;0.391;0.09;0.277;0.143;0.118;0.0;0.219;0.17;0.17;0.17;0.17;0.17;0.552;0.17;0.188;0.375
ENST00000513473_90_90;0.326;0.279;0.289;0.27;0.347;0.259;0.259;0.265;0.216;0.252;0.198;0.0;0.333;0.291;0.413;0.325;0.302;0.313;0.618;0.317;0.347;0.347;0.44;0.485;0.909;0.758;0.6;0.727;0.485;1.0;0.189;0.818;0.943;0.333;0.095;0.361;0.426;0.291;0.341;0.337;0.297;0.325;0.264;0.276;0.286;0.289;0.26;0.273;0.361;0.26;0.604;0.089;0.273;0.0;0.452;0.351;0.351;0.351;0.351;0.351;0.879;0.351;0.091;0.182
ENST00000514014_90_90;0.385;0.51;0.525;0.403;0.75;0.393;0.393;0.397;0.368;0.443;0.412;0.176;0.358;0.406;0.067;0.404;0.5;0.515;0.146;0.52;0.842;0.842;0.632;0.011;0.158;0.105;0.378;0.095;0.011;0.189;1.0;0.126;0.211;0.358;0.0;0.055;0.075;0.406;0.341;0.35;0.391;0.404;0.276;0.505;0.52;0.525;0.454;0.406;0.055;0.454;0.159;0.0;0.406;0.0;0.561;0.723;0.723;0.723;0.723;0.723;0.147;0.723;0.0;0.0
ENST00000514782_90_90;0.261;0.209;0.217;0.216;0.284;0.216;0.216;0.212;0.173;0.194;0.15;0.0;0.267;0.233;0.475;0.25;0.233;0.241;0.69;0.244;0.284;0.284;0.36;0.593;0.9;0.926;0.491;0.889;0.593;0.818;0.126;1.0;0.771;0.267;0.111;0.433;0.488;0.233;0.273;0.27;0.238;0.25;0.284;0.207;0.214;0.217;0.2;0.218;0.433;0.2;0.511;0.103;0.218;0.0;0.37;0.287;0.287;0.287;0.287;0.287;0.931;0.287;0.111;0.222
ENST00000515053_90_90;0.348;0.302;0.313;0.288;0.368;0.277;0.277;0.283;0.234;0.272;0.218;0.0;0.356;0.311;0.396;0.35;0.326;0.337;0.583;0.341;0.368;0.368;0.467;0.457;0.857;0.714;0.636;0.686;0.457;0.943;0.211;0.771;1.0;0.356;0.091;0.342;0.408;0.311;0.348;0.36;0.304;0.35;0.258;0.299;0.31;0.313;0.28;0.291;0.342;0.28;0.58;0.085;0.291;0.0;0.479;0.372;0.372;0.372;0.372;0.372;0.829;0.372;0.086;0.171
ENSMUST00000069221_90_90;0.913;0.426;0.438;0.711;0.468;0.696;0.696;0.698;0.643;0.605;0.549;0.239;1.0;0.816;0.368;0.839;0.407;0.417;0.211;0.421;0.444;0.444;0.421;0.144;0.3;0.244;0.511;0.233;0.144;0.333;0.358;0.267;0.356;1.0;0.149;0.184;0.391;0.816;0.977;0.989;0.796;0.839;0.885;0.422;0.434;0.438;0.622;0.717;0.184;0.622;0.472;0.144;0.717;0.045;0.441;0.484;0.484;0.484;0.484;0.484;0.289;0.484;0.034;0.069
ENSMUST00000172508_90_90;0.146;0.034;0.036;0.1;0.038;0.1;0.1;0.098;0.106;0.0;0.0;0.0;0.149;0.13;0.406;0.0;0.0;0.0;0.0;0.0;0.038;0.038;0.048;0.16;0.103;0.118;0.062;0.121;0.16;0.095;0.0;0.111;0.091;0.149;1.0;0.0;0.382;0.13;0.153;0.151;0.133;0.0;0.169;0.034;0.035;0.036;0.0;0.101;0.0;0.0;0.239;0.611;0.101;0.267;0.049;0.039;0.039;0.039;0.039;0.039;0.105;0.039;0.231;0.267
ENSMUST00000172828_90_90;0.18;0.107;0.111;0.148;0.133;0.148;0.148;0.145;0.103;0.167;0.118;0.0;0.184;0.16;0.5;0.219;0.131;0.136;0.407;0.138;0.133;0.133;0.167;0.391;0.394;0.464;0.224;0.481;0.391;0.361;0.055;0.433;0.342;0.184;0.0;1.0;0.471;0.16;0.188;0.186;0.163;0.219;0.208;0.106;0.11;0.111;0.172;0.15;0.882;0.172;0.364;0.032;0.15;0.0;0.171;0.134;0.134;0.134;0.134;0.134;0.406;0.134;0.0;0.1
ENSMUST00000173405_90_90;0.382;0.156;0.161;0.291;0.183;0.291;0.291;0.286;0.236;0.182;0.13;0.0;0.391;0.34;0.941;0.23;0.141;0.146;0.333;0.147;0.183;0.183;0.225;0.351;0.455;0.513;0.29;0.526;0.351;0.426;0.075;0.488;0.408;0.391;0.382;0.471;1.0;0.34;0.4;0.395;0.347;0.23;0.442;0.155;0.16;0.161;0.187;0.294;0.471;0.187;0.696;0.351;0.294;0.111;0.23;0.185;0.185;0.185;0.185;0.185;0.465;0.185;0.088;0.176
ENSMUST00000173801_90_90;0.853;0.427;0.438;0.874;0.512;0.857;0.857;0.858;0.804;0.766;0.709;0.21;0.816;1.0;0.32;0.68;0.409;0.419;0.184;0.423;0.489;0.489;0.378;0.126;0.262;0.214;0.449;0.204;0.126;0.291;0.406;0.233;0.311;0.816;0.13;0.16;0.34;1.0;0.796;0.824;0.98;0.68;0.718;0.424;0.434;0.438;0.787;0.882;0.16;0.787;0.412;0.126;0.882;0.039;0.395;0.528;0.528;0.528;0.528;0.528;0.252;0.528;0.03;0.06
ENSMUST00000174269_90_90;0.891;0.409;0.42;0.693;0.452;0.678;0.678;0.681;0.626;0.588;0.531;0.244;0.977;0.796;0.376;0.816;0.39;0.4;0.216;0.404;0.429;0.429;0.404;0.148;0.307;0.25;0.489;0.239;0.148;0.341;0.341;0.273;0.348;0.977;0.153;0.188;0.4;0.796;1.0;0.966;0.812;0.816;0.906;0.405;0.416;0.42;0.604;0.699;0.188;0.604;0.483;0.148;0.699;0.046;0.423;0.467;0.467;0.467;0.467;0.467;0.295;0.467;0.035;0.071
ENSMUST00000174282_90_90;0.923;0.417;0.429;0.717;0.46;0.702;0.702;0.704;0.649;0.611;0.554;0.242;0.989;0.824;0.372;0.828;0.398;0.409;0.213;0.412;0.437;0.437;0.412;0.146;0.303;0.247;0.516;0.236;0.146;0.337;0.35;0.27;0.36;0.989;0.151;0.186;0.395;0.824;0.966;1.0;0.804;0.828;0.874;0.414;0.425;0.429;0.627;0.723;0.186;0.627;0.477;0.146;0.723;0.045;0.432;0.475;0.475;0.475;0.475;0.475;0.292;0.475;0.035;0.07
ENSMUST00000174361_90_90;0.833;0.411;0.421;0.856;0.496;0.839;0.839;0.841;0.786;0.748;0.691;0.214;0.796;0.98;0.327;0.66;0.394;0.403;0.188;0.407;0.473;0.473;0.362;0.129;0.267;0.218;0.43;0.208;0.129;0.297;0.391;0.238;0.304;0.796;0.133;0.163;0.347;0.98;0.812;0.804;1.0;0.66;0.733;0.408;0.418;0.421;0.769;0.864;0.163;0.769;0.42;0.129;0.864;0.04;0.379;0.512;0.512;0.512;0.512;0.512;0.257;0.512;0.031;0.061
ENSMUST00000174391_90_90;0.761;0.442;0.455;0.616;0.474;0.602;0.602;0.605;0.549;0.69;0.626;0.282;0.839;0.68;0.207;1.0;0.462;0.475;0.25;0.48;0.448;0.448;0.423;0.113;0.287;0.225;0.524;0.212;0.113;0.325;0.404;0.25;0.35;0.839;0.0;0.219;0.23;0.68;0.816;0.828;0.66;1.0;0.724;0.438;0.451;0.455;0.711;0.622;0.219;0.711;0.345;0.011;0.622;0.0;0.446;0.491;0.491;0.491;0.491;0.491;0.275;0.491;0.0;0.026
ENSMUST00000174688_90_90;0.804;0.339;0.348;0.623;0.387;0.623;0.623;0.612;0.57;0.518;0.473;0.268;0.885;0.718;0.416;0.724;0.322;0.33;0.207;0.333;0.365;0.365;0.333;0.163;0.274;0.275;0.404;0.263;0.163;0.264;0.276;0.284;0.258;0.885;0.169;0.208;0.442;0.718;0.906;0.874;0.733;0.724;1.0;0.336;0.345;0.348;0.532;0.628;0.208;0.532;0.424;0.163;0.628;0.051;0.351;0.402;0.402;0.402;0.402;0.402;0.277;0.402;0.039;0.078
ENSMUST00000048647_90_90;0.452;0.89;0.924;0.398;0.559;0.388;0.388;0.393;0.353;0.403;0.361;0.141;0.422;0.424;0.146;0.438;0.847;0.833;0.22;0.843;0.518;0.518;0.471;0.08;0.241;0.184;0.4;0.172;0.08;0.276;0.505;0.207;0.299;0.422;0.034;0.106;0.155;0.424;0.405;0.414;0.408;0.438;0.336;1.0;0.912;0.924;0.413;0.402;0.106;0.413;0.245;0.033;0.402;0.012;0.466;0.55;0.55;0.55;0.55;0.55;0.23;0.55;0.013;0.012
ENSMUST00000182637_90_90;0.464;0.974;0.961;0.408;0.574;0.397;0.397;0.402;0.362;0.413;0.37;0.133;0.434;0.434;0.151;0.451;0.833;0.911;0.228;0.875;0.532;0.532;0.485;0.083;0.25;0.19;0.413;0.179;0.083;0.286;0.52;0.214;0.31;0.434;0.035;0.11;0.16;0.434;0.416;0.425;0.418;0.451;0.345;0.912;1.0;0.961;0.424;0.411;0.11;0.424;0.253;0.034;0.411;0.013;0.48;0.565;0.565;0.565;0.565;0.565;0.238;0.565;0.013;0.013
