;ENSCAFT00000007452_90_90;ENSCAFT00000018571_90_90;ENSCAFT00000021391_90_90;ENSCAFT00000021394_90_90;ENSCAFT00000021397_90_90;ENST00000227348_90_90;ENST00000533709_90_90;ENST00000252483_90_90;ENST00000252485_90_90;ENST00000585601_90_90;ENST00000591581_90_90;ENST00000592018_90_90;ENST00000331581_90_90;ENST00000452722_90_90;ENST00000536727_90_90;ENST00000537058_90_90;ENST00000540951_90_90;ENST00000542447_90_90;ENST00000542450_90_90;ENST00000543249_90_90;ENST00000543540_90_90;ENST00000545094_90_90;ENST00000545380_90_90;ENST00000612235_90_90;ENST00000616271_90_90;ENSMUST00000034519_90_90;ENSMUST00000180384_90_90;ENSMUST00000180872_90_90;ENSMUST00000188848_90_90;ENSMUST00000034581_90_90;ENSMUST00000085909_90_90;ENSMUST00000114547_90_90;ENSMUST00000114548_90_90;ENSMUST00000143026_90_90;ENSMUST00000152459_90_90;ENSMUST00000214542_90_90;ENSMUST00000075447_90_90;ENSMUST00000108450_90_90
ENST00000616271_90_90;0.49;0.732;0.888;0.914;0.968;0.698;0.317;0.483;0.538;0.0;0.3;0.0;0.873;0.884;0.814;0.908;0.0;0.822;0.269;0.374;0.192;0.413;0.825;0.789;1.0;0.303;0.312;0.462;0.311;0.822;0.908;0.884;0.846;0.719;0.873;0.0;0.476;0.533
ENSMUST00000034519_90_90;0.233;0.309;0.479;0.387;0.397;0.444;0.0;0.216;0.24;0.0;0.0;0.0;0.36;0.378;0.377;0.371;0.17;0.396;0.291;0.302;0.207;0.353;0.393;0.347;0.303;1.0;0.982;0.415;0.98;0.397;0.373;0.379;0.39;0.418;0.362;0.137;0.212;0.238
ENSMUST00000180384_90_90;0.231;0.306;0.491;0.399;0.409;0.458;0.0;0.215;0.238;0.0;0.0;0.0;0.369;0.387;0.387;0.381;0.168;0.406;0.286;0.315;0.204;0.367;0.403;0.358;0.312;0.982;1.0;0.432;0.997;0.407;0.382;0.389;0.4;0.428;0.371;0.135;0.211;0.237
ENSMUST00000180872_90_90;0.243;0.353;0.42;0.463;0.476;0.437;0.0;0.237;0.266;0.0;0.0;0.0;0.403;0.429;0.428;0.419;0.0;0.458;0.582;0.59;0.414;0.636;0.46;0.568;0.462;0.415;0.432;1.0;0.429;0.456;0.418;0.428;0.445;0.488;0.402;0.0;0.224;0.253
ENSMUST00000188848_90_90;0.23;0.304;0.489;0.397;0.407;0.455;0.0;0.213;0.237;0.0;0.0;0.0;0.368;0.385;0.385;0.379;0.168;0.404;0.287;0.313;0.204;0.365;0.401;0.356;0.311;0.98;0.997;0.429;1.0;0.406;0.38;0.387;0.398;0.426;0.369;0.135;0.209;0.235
ENSMUST00000034581_90_90;0.427;0.601;0.904;0.746;0.841;0.665;0.221;0.414;0.456;0.0;0.216;0.0;0.879;0.937;0.935;0.914;0.094;1.0;0.267;0.385;0.191;0.411;0.996;0.806;0.822;0.397;0.407;0.456;0.406;1.0;0.914;0.937;0.974;0.883;0.88;0.102;0.408;0.452
ENSMUST00000085909_90_90;0.474;0.671;0.979;0.828;0.873;0.74;0.298;0.461;0.507;0.0;0.279;0.0;0.962;0.976;0.902;1.0;0.086;0.914;0.244;0.353;0.174;0.376;0.91;0.737;0.908;0.373;0.382;0.418;0.38;0.914;1.0;0.976;0.939;0.809;0.962;0.093;0.455;0.504
ENSMUST00000114547_90_90;0.462;0.653;0.955;0.805;0.894;0.72;0.278;0.448;0.494;0.0;0.262;0.0;0.938;1.0;0.879;0.976;0.089;0.937;0.25;0.361;0.179;0.386;0.933;0.755;0.884;0.379;0.389;0.428;0.387;0.937;0.976;1.0;0.914;0.828;0.939;0.096;0.443;0.49
ENSMUST00000114548_90_90;0.439;0.62;0.928;0.769;0.821;0.685;0.241;0.426;0.469;0.0;0.232;0.0;0.902;0.914;0.959;0.938;0.092;0.974;0.26;0.375;0.186;0.401;0.97;0.785;0.846;0.39;0.4;0.445;0.398;0.974;0.939;0.914;1.0;0.861;0.903;0.099;0.42;0.465
ENSMUST00000143026_90_90;0.368;0.512;0.799;0.649;0.735;0.58;0.136;0.356;0.391;0.0;0.138;0.0;0.778;0.828;0.826;0.808;0.1;0.882;0.286;0.412;0.204;0.44;0.879;0.863;0.719;0.418;0.428;0.488;0.426;0.883;0.809;0.828;0.861;1.0;0.779;0.108;0.348;0.386
ENSMUST00000152459_90_90;0.501;0.707;0.942;0.866;0.84;0.779;0.337;0.487;0.537;0.0;0.316;0.0;1.0;0.938;0.941;0.962;0.083;0.879;0.235;0.34;0.168;0.362;0.875;0.709;0.873;0.362;0.371;0.402;0.369;0.88;0.962;0.939;0.903;0.779;1.0;0.09;0.483;0.535
ENSMUST00000214542_90_90;0.0;0.0;0.099;0.0;0.0;0.056;0.0;0.0;0.0;0.0;0.0;0.0;0.086;0.092;0.092;0.09;0.754;0.098;0.0;0.0;0.0;0.0;0.094;0.0;0.0;0.137;0.135;0.0;0.135;0.102;0.093;0.096;0.099;0.108;0.09;1.0;0.0;0.0
ENSMUST00000075447_90_90;0.999;0.616;0.454;0.477;0.461;0.532;0.378;1.0;0.515;0.05;0.341;0.101;0.48;0.441;0.446;0.453;0.0;0.406;0.151;0.144;0.108;0.158;0.406;0.366;0.476;0.212;0.211;0.224;0.209;0.408;0.455;0.443;0.42;0.348;0.483;0.0;1.0;0.514
ENSMUST00000108450_90_90;0.643;0.696;0.505;0.534;0.516;0.558;0.4;0.515;1.0;0.12;0.45;0.0;0.535;0.49;0.496;0.504;0.0;0.452;0.171;0.161;0.123;0.177;0.452;0.41;0.533;0.238;0.237;0.253;0.235;0.452;0.504;0.49;0.465;0.386;0.535;0.0;0.514;1.0
