;ENSCAFT00000024611_90_90;ENST00000312358_90_90;ENST00000396686_90_90;ENST00000396688_90_90;ENST00000396689_90_90;ENST00000396698_90_90;ENST00000403148_90_90;ENST00000409595_90_90;ENST00000412982_90_90;ENST00000420132_90_90;ENST00000431523_90_90;ENST00000435853_90_90;ENST00000451076_90_90;ENST00000452101_90_90;ENST00000617028_90_90;ENSMUST00000087122_90_90;ENSMUST00000113587_90_90;ENSMUST00000113588_90_90;ENSMUST00000113589_90_90;ENSMUST00000113590_90_90;ENSMUST00000122266_90_90;ENSMUST00000125306_90_90;ENSMUST00000132228_90_90;ENSMUST00000137868_90_90;ENSMUST00000148515_90_90
ENST00000431523_90_90;0.165;0.168;0.0;0.0;0.0;0.409;0.11;0.0;0.0;0.11;1.0;0.611;0.324;0.337;0.0;0.153;0.0;0.0;0.0;0.35;0.0;0.302;0.139;0.107;0.858
ENST00000435853_90_90;0.127;0.117;0.0;0.0;0.0;0.26;0.079;0.0;0.0;0.079;0.611;1.0;0.41;0.433;0.0;0.105;0.0;0.0;0.0;0.214;0.0;0.356;0.172;0.053;0.514
ENST00000451076_90_90;0.113;0.115;0.0;0.0;0.0;0.236;0.0;0.16;0.0;0.0;0.324;0.41;1.0;0.089;0.0;0.101;0.0;0.0;0.0;0.207;0.0;0.089;0.335;0.048;0.281
ENST00000452101_90_90;0.044;0.036;0.0;0.0;0.0;0.127;0.229;0.0;0.0;0.229;0.337;0.433;0.089;1.0;0.0;0.035;0.0;0.0;0.0;0.105;0.0;0.826;0.074;0.0;0.287
ENST00000617028_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.514;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000087122_90_90;0.778;0.859;0.027;0.027;0.027;0.348;0.0;0.028;0.025;0.0;0.153;0.105;0.101;0.035;0.0;1.0;0.027;0.027;0.027;0.406;0.027;0.035;0.095;0.782;0.184
ENSMUST00000113587_90_90;0.038;0.028;1.0;1.0;1.0;0.115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.027;1.0;1.0;1.0;0.11;1.0;0.0;0.0;0.033;0.0
ENSMUST00000113588_90_90;0.038;0.028;1.0;1.0;1.0;0.115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.027;1.0;1.0;1.0;0.11;1.0;0.0;0.0;0.033;0.0
ENSMUST00000113589_90_90;0.038;0.028;1.0;1.0;1.0;0.115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.027;1.0;1.0;1.0;0.11;1.0;0.0;0.0;0.033;0.0
ENSMUST00000113590_90_90;0.336;0.341;0.11;0.11;0.11;0.875;0.055;0.054;0.0;0.055;0.35;0.214;0.207;0.105;0.0;0.406;0.11;0.11;0.11;1.0;0.11;0.12;0.179;0.317;0.417
ENSMUST00000122266_90_90;0.038;0.028;1.0;1.0;1.0;0.115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.027;1.0;1.0;1.0;0.11;1.0;0.0;0.0;0.033;0.0
ENSMUST00000125306_90_90;0.044;0.036;0.0;0.0;0.0;0.111;0.282;0.0;0.0;0.282;0.302;0.356;0.089;0.826;0.0;0.035;0.0;0.0;0.0;0.12;0.0;1.0;0.074;0.0;0.318
ENSMUST00000132228_90_90;0.095;0.096;0.0;0.0;0.0;0.19;0.0;0.304;0.0;0.0;0.139;0.172;0.335;0.074;0.0;0.095;0.0;0.0;0.0;0.179;0.0;0.074;1.0;0.028;0.133
ENSMUST00000137868_90_90;0.674;0.722;0.033;0.033;0.033;0.285;0.0;0.015;0.03;0.0;0.107;0.053;0.048;0.0;0.0;0.782;0.033;0.033;0.033;0.317;0.033;0.0;0.028;1.0;0.116
ENSMUST00000148515_90_90;0.148;0.151;0.0;0.0;0.0;0.355;0.104;0.0;0.0;0.104;0.858;0.514;0.281;0.287;0.0;0.184;0.0;0.0;0.0;0.417;0.0;0.318;0.133;0.116;1.0
