;ENSCAFT00000000309_90_90;ENSCAFT00000019817_90_90;ENSCAFT00000022132_90_90;ENST00000257414_90_90;ENST00000343348_90_90;ENST00000503865_90_90;ENST00000509665_90_90;ENST00000510263_90_90;ENST00000513137_90_90;ENST00000515009_90_90;ENST00000515129_90_90;ENST00000316364_90_90;ENST00000354744_90_90;ENST00000355997_90_90;ENST00000358066_90_90;ENST00000389425_90_90;ENST00000389428_90_90;ENST00000536845_90_90;ENST00000558014_90_90;ENST00000558816_90_90;ENST00000559064_90_90;ENST00000559184_90_90;ENST00000559196_90_90;ENST00000560006_90_90;ENST00000560636_90_90;ENST00000561133_90_90;ENST00000341697_90_90;ENST00000368912_90_90;ENST00000368913_90_90;ENST00000368914_90_90;ENST00000613223_90_90;ENST00000621728_90_90;ENSMUST00000019791_90_90;ENSMUST00000076043_90_90;ENSMUST00000115449_90_90;ENSMUST00000123228_90_90;ENSMUST00000126684_90_90;ENSMUST00000135790_90_90;ENSMUST00000156422_90_90;ENSMUST00000051419_90_90;ENSMUST00000076335_90_90;ENSMUST00000077847_90_90;ENSMUST00000078621_90_90;ENSMUST00000103238_90_90;ENSMUST00000103239_90_90;ENSMUST00000103240_90_90;ENSMUST00000103241_90_90;ENSMUST00000090821_90_90;ENSMUST00000090823_90_90;ENSMUST00000107217_90_90;ENSMUST00000131620_90_90;ENSMUST00000131742_90_90;ENSMUST00000142449_90_90;ENSMUST00000168321_90_90;ENSMUST00000202315_90_90;ENSMUST00000204709_90_90
ENST00000515129_90_90;0.528;0.451;0.462;0.52;0.529;0.718;0.0;0.529;0.661;0.0;1.0;0.466;0.491;0.152;0.485;0.045;0.49;0.466;0.485;0.152;0.049;0.0;0.0;0.179;0.0;0.0;0.465;0.469;0.451;0.465;0.068;0.065;0.528;0.558;0.493;0.086;0.0;0.52;0.528;0.486;0.491;0.466;0.486;0.466;0.467;0.468;0.491;0.461;0.447;0.465;0.0;0.0;0.0;0.447;0.461;0.0
ENST00000316364_90_90;0.881;0.848;0.986;0.872;0.878;0.338;0.104;0.878;0.373;0.147;0.466;1.0;0.948;0.556;0.919;0.443;0.93;1.0;0.919;0.556;0.037;0.021;0.204;0.171;0.0;0.138;0.818;0.811;0.847;0.818;0.365;0.365;0.881;0.854;0.86;0.084;0.199;0.875;0.881;0.918;0.929;0.981;0.935;0.981;0.998;0.994;0.929;0.814;0.843;0.806;0.066;0.021;0.101;0.843;0.814;0.101
ENST00000354744_90_90;0.854;0.828;0.935;0.848;0.854;0.354;0.11;0.854;0.338;0.155;0.491;0.948;1.0;0.569;0.969;0.468;0.981;0.948;0.969;0.569;0.038;0.022;0.216;0.119;0.0;0.146;0.853;0.79;0.827;0.853;0.383;0.383;0.855;0.899;0.833;0.046;0.21;0.849;0.855;0.968;0.98;0.929;0.985;0.929;0.946;0.95;0.98;0.848;0.823;0.786;0.07;0.022;0.106;0.823;0.848;0.106
ENST00000355997_90_90;0.568;0.596;0.549;0.558;0.567;0.016;0.187;0.567;0.027;0.263;0.152;0.556;0.569;1.0;0.572;0.796;0.58;0.556;0.572;1.0;0.033;0.037;0.367;0.065;0.0;0.248;0.608;0.555;0.596;0.608;0.471;0.473;0.567;0.583;0.545;0.081;0.358;0.558;0.567;0.572;0.579;0.566;0.561;0.566;0.556;0.558;0.579;0.607;0.595;0.554;0.118;0.037;0.179;0.595;0.607;0.179
ENST00000358066_90_90;0.848;0.818;0.93;0.835;0.848;0.356;0.111;0.848;0.34;0.156;0.485;0.919;0.969;0.572;1.0;0.47;0.987;0.919;1.0;0.572;0.033;0.022;0.217;0.113;0.0;0.146;0.842;0.78;0.817;0.842;0.385;0.385;0.849;0.894;0.829;0.041;0.212;0.836;0.849;0.999;0.986;0.934;0.98;0.934;0.918;0.921;0.986;0.837;0.812;0.775;0.07;0.022;0.107;0.812;0.837;0.107
ENST00000389425_90_90;0.456;0.482;0.438;0.449;0.456;0.0;0.234;0.456;0.0;0.33;0.045;0.443;0.468;0.796;0.47;1.0;0.476;0.443;0.47;0.796;0.0;0.046;0.461;0.0;0.0;0.311;0.498;0.441;0.482;0.498;0.559;0.561;0.456;0.482;0.434;0.0;0.448;0.449;0.456;0.471;0.477;0.452;0.462;0.452;0.444;0.445;0.477;0.498;0.481;0.44;0.148;0.046;0.224;0.481;0.498;0.224
ENST00000389428_90_90;0.857;0.826;0.918;0.844;0.857;0.36;0.112;0.857;0.344;0.158;0.49;0.93;0.981;0.58;0.987;0.476;1.0;0.93;0.987;0.58;0.02;0.022;0.22;0.102;0.0;0.148;0.851;0.788;0.826;0.851;0.39;0.39;0.858;0.904;0.838;0.041;0.214;0.845;0.858;0.986;0.999;0.946;0.968;0.946;0.929;0.932;0.999;0.846;0.821;0.784;0.071;0.022;0.108;0.821;0.846;0.108
ENST00000536845_90_90;0.881;0.848;0.986;0.872;0.878;0.338;0.104;0.878;0.373;0.147;0.466;1.0;0.948;0.556;0.919;0.443;0.93;1.0;0.919;0.556;0.037;0.021;0.204;0.171;0.0;0.138;0.818;0.811;0.847;0.818;0.365;0.365;0.881;0.854;0.86;0.084;0.199;0.875;0.881;0.918;0.929;0.981;0.935;0.981;0.998;0.994;0.929;0.814;0.843;0.806;0.066;0.021;0.101;0.843;0.814;0.101
ENST00000558014_90_90;0.848;0.818;0.93;0.835;0.848;0.356;0.111;0.848;0.34;0.156;0.485;0.919;0.969;0.572;1.0;0.47;0.987;0.919;1.0;0.572;0.033;0.022;0.217;0.113;0.0;0.146;0.842;0.78;0.817;0.842;0.385;0.385;0.849;0.894;0.829;0.041;0.212;0.836;0.849;0.999;0.986;0.934;0.98;0.934;0.918;0.921;0.986;0.837;0.812;0.775;0.07;0.022;0.107;0.812;0.837;0.107
ENST00000558816_90_90;0.568;0.596;0.549;0.558;0.567;0.016;0.187;0.567;0.027;0.263;0.152;0.556;0.569;1.0;0.572;0.796;0.58;0.556;0.572;1.0;0.033;0.037;0.367;0.065;0.0;0.248;0.608;0.555;0.596;0.608;0.471;0.473;0.567;0.583;0.545;0.081;0.358;0.558;0.567;0.572;0.579;0.566;0.561;0.566;0.556;0.558;0.579;0.607;0.595;0.554;0.118;0.037;0.179;0.595;0.607;0.179
ENST00000559064_90_90;0.027;0.03;0.048;0.03;0.027;0.0;0.0;0.027;0.0;0.0;0.049;0.037;0.038;0.033;0.033;0.0;0.02;0.037;0.033;0.033;1.0;0.0;0.0;0.26;0.0;0.0;0.031;0.032;0.03;0.031;0.0;0.0;0.027;0.028;0.026;0.206;0.0;0.03;0.027;0.033;0.02;0.019;0.051;0.019;0.036;0.036;0.02;0.031;0.03;0.032;0.0;0.0;0.0;0.03;0.031;0.0
ENST00000559184_90_90;0.018;0.02;0.02;0.018;0.018;0.0;0.162;0.018;0.0;0.117;0.0;0.021;0.022;0.037;0.022;0.046;0.022;0.021;0.022;0.037;0.0;1.0;0.1;0.0;0.0;0.149;0.02;0.02;0.019;0.02;0.035;0.035;0.018;0.019;0.019;0.0;0.087;0.018;0.018;0.022;0.022;0.021;0.021;0.021;0.021;0.021;0.022;0.02;0.019;0.02;0.224;0.566;0.147;0.019;0.02;0.147
ENST00000559196_90_90;0.209;0.221;0.202;0.206;0.209;0.0;0.506;0.209;0.0;0.712;0.0;0.204;0.216;0.367;0.217;0.461;0.22;0.204;0.217;0.367;0.0;0.1;1.0;0.0;0.0;0.675;0.229;0.18;0.221;0.229;0.395;0.395;0.209;0.221;0.215;0.0;0.968;0.206;0.209;0.217;0.22;0.208;0.213;0.208;0.204;0.205;0.22;0.229;0.221;0.18;0.315;0.099;0.469;0.221;0.229;0.469
ENST00000560006_90_90;0.145;0.152;0.181;0.145;0.143;0.165;0.0;0.143;0.242;0.0;0.179;0.171;0.119;0.065;0.113;0.0;0.102;0.171;0.113;0.065;0.26;0.0;0.0;1.0;0.0;0.0;0.12;0.158;0.152;0.12;0.0;0.0;0.144;0.106;0.147;0.294;0.0;0.146;0.144;0.113;0.102;0.153;0.13;0.153;0.17;0.167;0.102;0.12;0.152;0.158;0.0;0.0;0.0;0.152;0.12;0.0
ENST00000560636_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000561133_90_90;0.14;0.148;0.136;0.138;0.14;0.0;0.747;0.14;0.0;0.891;0.0;0.138;0.146;0.248;0.146;0.311;0.148;0.138;0.146;0.248;0.0;0.149;0.675;0.0;0.0;1.0;0.153;0.154;0.147;0.153;0.263;0.263;0.14;0.148;0.144;0.0;0.661;0.138;0.14;0.146;0.148;0.14;0.144;0.14;0.138;0.138;0.148;0.152;0.147;0.154;0.458;0.144;0.676;0.147;0.152;0.676
ENST00000341697_90_90;0.848;0.955;0.81;0.834;0.847;0.324;0.119;0.847;0.316;0.168;0.465;0.818;0.853;0.608;0.842;0.498;0.851;0.818;0.842;0.608;0.031;0.02;0.229;0.12;0.0;0.153;1.0;0.925;0.967;1.0;0.43;0.43;0.847;0.883;0.818;0.053;0.228;0.833;0.847;0.842;0.851;0.817;0.844;0.817;0.819;0.822;0.851;0.98;0.948;0.907;0.085;0.031;0.126;0.948;0.98;0.126
ENST00000368912_90_90;0.84;0.947;0.803;0.824;0.837;0.328;0.12;0.837;0.358;0.169;0.469;0.811;0.79;0.555;0.78;0.441;0.788;0.811;0.78;0.555;0.032;0.02;0.18;0.158;0.0;0.154;0.925;1.0;0.958;0.925;0.379;0.379;0.839;0.818;0.811;0.089;0.182;0.826;0.839;0.78;0.789;0.81;0.783;0.81;0.811;0.808;0.789;0.907;0.94;0.98;0.086;0.031;0.127;0.94;0.907;0.127
ENST00000368913_90_90;0.878;0.988;0.839;0.861;0.875;0.315;0.115;0.875;0.344;0.162;0.451;0.847;0.827;0.596;0.817;0.482;0.826;0.847;0.817;0.596;0.03;0.019;0.221;0.152;0.0;0.147;0.967;0.958;1.0;0.967;0.417;0.417;0.877;0.856;0.848;0.086;0.221;0.863;0.877;0.817;0.826;0.846;0.819;0.846;0.848;0.844;0.826;0.948;0.981;0.94;0.082;0.03;0.122;0.981;0.948;0.122
ENST00000368914_90_90;0.848;0.955;0.81;0.834;0.847;0.324;0.119;0.847;0.316;0.168;0.465;0.818;0.853;0.608;0.842;0.498;0.851;0.818;0.842;0.608;0.031;0.02;0.229;0.12;0.0;0.153;1.0;0.925;0.967;1.0;0.43;0.43;0.847;0.883;0.818;0.053;0.228;0.833;0.847;0.842;0.851;0.817;0.844;0.817;0.819;0.822;0.851;0.98;0.948;0.907;0.085;0.031;0.126;0.948;0.98;0.126
ENST00000613223_90_90;0.379;0.414;0.361;0.373;0.379;0.075;0.205;0.379;0.072;0.289;0.068;0.365;0.383;0.471;0.385;0.559;0.39;0.365;0.385;0.471;0.0;0.035;0.395;0.0;0.0;0.263;0.43;0.379;0.417;0.43;1.0;0.986;0.379;0.398;0.388;0.0;0.394;0.373;0.379;0.385;0.39;0.371;0.379;0.371;0.365;0.366;0.39;0.422;0.41;0.372;0.147;0.053;0.217;0.41;0.422;0.217
ENST00000621728_90_90;0.379;0.414;0.361;0.373;0.379;0.075;0.205;0.379;0.071;0.289;0.065;0.365;0.383;0.473;0.385;0.561;0.39;0.365;0.385;0.473;0.0;0.035;0.395;0.0;0.0;0.263;0.43;0.379;0.417;0.43;0.986;1.0;0.379;0.398;0.388;0.0;0.394;0.373;0.379;0.385;0.39;0.371;0.379;0.371;0.365;0.366;0.39;0.422;0.41;0.372;0.147;0.053;0.217;0.41;0.422;0.217
ENSMUST00000019791_90_90;0.998;0.878;0.873;0.98;0.996;0.385;0.111;0.996;0.437;0.155;0.528;0.881;0.855;0.567;0.849;0.456;0.858;0.881;0.849;0.567;0.027;0.018;0.209;0.144;0.0;0.14;0.847;0.839;0.877;0.847;0.379;0.379;1.0;0.947;0.961;0.103;0.21;0.984;1.0;0.85;0.859;0.886;0.846;0.886;0.882;0.878;0.859;0.842;0.872;0.834;0.07;0.022;0.106;0.872;0.842;0.106
ENSMUST00000076043_90_90;0.945;0.857;0.845;0.93;0.946;0.404;0.117;0.946;0.385;0.164;0.558;0.854;0.899;0.583;0.894;0.482;0.904;0.854;0.894;0.583;0.028;0.019;0.221;0.106;0.0;0.148;0.883;0.818;0.856;0.883;0.398;0.398;0.947;1.0;0.908;0.05;0.222;0.931;0.947;0.894;0.904;0.858;0.89;0.858;0.854;0.857;0.904;0.878;0.851;0.813;0.074;0.023;0.112;0.851;0.878;0.112
ENSMUST00000115449_90_90;0.961;0.849;0.852;0.943;0.958;0.394;0.113;0.958;0.448;0.159;0.493;0.86;0.833;0.545;0.829;0.434;0.838;0.86;0.829;0.545;0.026;0.019;0.215;0.147;0.0;0.144;0.818;0.811;0.848;0.818;0.388;0.388;0.961;0.908;1.0;0.098;0.215;0.946;0.961;0.829;0.838;0.866;0.825;0.866;0.861;0.857;0.838;0.813;0.843;0.806;0.072;0.022;0.109;0.843;0.813;0.109
ENSMUST00000123228_90_90;0.103;0.086;0.084;0.1;0.102;0.003;0.0;0.102;0.104;0.0;0.086;0.084;0.046;0.081;0.041;0.0;0.041;0.084;0.041;0.081;0.206;0.0;0.0;0.294;0.0;0.0;0.053;0.089;0.086;0.053;0.0;0.0;0.103;0.05;0.098;1.0;0.0;0.102;0.103;0.041;0.041;0.079;0.046;0.079;0.084;0.081;0.041;0.053;0.086;0.089;0.0;0.0;0.0;0.086;0.053;0.0
ENSMUST00000126684_90_90;0.21;0.221;0.197;0.207;0.21;0.0;0.527;0.21;0.0;0.738;0.0;0.199;0.21;0.358;0.212;0.448;0.214;0.199;0.212;0.358;0.0;0.087;0.968;0.0;0.0;0.661;0.228;0.182;0.221;0.228;0.394;0.394;0.21;0.222;0.215;0.0;1.0;0.206;0.21;0.212;0.214;0.203;0.208;0.203;0.199;0.2;0.214;0.228;0.22;0.181;0.325;0.1;0.482;0.22;0.228;0.482
ENSMUST00000135790_90_90;0.982;0.864;0.867;0.997;0.98;0.378;0.109;0.98;0.43;0.152;0.52;0.875;0.849;0.558;0.836;0.449;0.845;0.875;0.836;0.558;0.03;0.018;0.206;0.146;0.0;0.138;0.833;0.826;0.863;0.833;0.373;0.373;0.984;0.931;0.946;0.102;0.206;1.0;0.984;0.837;0.845;0.872;0.841;0.872;0.876;0.872;0.845;0.828;0.858;0.821;0.069;0.021;0.104;0.858;0.828;0.104
ENSMUST00000156422_90_90;0.998;0.878;0.873;0.98;0.996;0.385;0.111;0.996;0.437;0.155;0.528;0.881;0.855;0.567;0.849;0.456;0.858;0.881;0.849;0.567;0.027;0.018;0.209;0.144;0.0;0.14;0.847;0.839;0.877;0.847;0.379;0.379;1.0;0.947;0.961;0.103;0.21;0.984;1.0;0.85;0.859;0.886;0.846;0.886;0.882;0.878;0.859;0.842;0.872;0.834;0.07;0.022;0.106;0.872;0.842;0.106
ENSMUST00000051419_90_90;0.849;0.818;0.931;0.836;0.849;0.356;0.111;0.849;0.34;0.156;0.486;0.918;0.968;0.572;0.999;0.471;0.986;0.918;0.999;0.572;0.033;0.022;0.217;0.113;0.0;0.146;0.842;0.78;0.817;0.842;0.385;0.385;0.85;0.894;0.829;0.041;0.212;0.837;0.85;1.0;0.987;0.935;0.982;0.935;0.919;0.922;0.987;0.837;0.813;0.776;0.07;0.022;0.107;0.813;0.837;0.107
ENSMUST00000076335_90_90;0.858;0.827;0.919;0.845;0.858;0.36;0.112;0.858;0.344;0.158;0.491;0.929;0.98;0.579;0.986;0.477;0.999;0.929;0.986;0.579;0.02;0.022;0.22;0.102;0.0;0.148;0.851;0.789;0.826;0.851;0.39;0.39;0.859;0.904;0.838;0.041;0.214;0.845;0.859;0.987;1.0;0.947;0.969;0.947;0.93;0.934;1.0;0.847;0.821;0.784;0.071;0.022;0.108;0.821;0.847;0.108
ENSMUST00000077847_90_90;0.885;0.847;0.971;0.869;0.883;0.343;0.106;0.883;0.379;0.149;0.466;0.981;0.929;0.566;0.934;0.452;0.946;0.981;0.934;0.566;0.019;0.021;0.208;0.153;0.0;0.14;0.817;0.81;0.846;0.817;0.371;0.371;0.886;0.858;0.866;0.079;0.203;0.872;0.886;0.935;0.947;1.0;0.919;1.0;0.982;0.979;0.947;0.812;0.841;0.805;0.067;0.021;0.103;0.841;0.812;0.103
ENSMUST00000078621_90_90;0.845;0.82;0.948;0.84;0.845;0.349;0.109;0.845;0.335;0.153;0.486;0.935;0.985;0.561;0.98;0.462;0.968;0.935;0.98;0.561;0.051;0.021;0.213;0.13;0.0;0.144;0.844;0.783;0.819;0.844;0.379;0.379;0.846;0.89;0.825;0.046;0.208;0.841;0.846;0.982;0.969;0.919;1.0;0.919;0.936;0.94;0.969;0.839;0.815;0.778;0.069;0.022;0.105;0.815;0.839;0.105
ENSMUST00000103238_90_90;0.885;0.847;0.971;0.869;0.883;0.343;0.106;0.883;0.379;0.149;0.466;0.981;0.929;0.566;0.934;0.452;0.946;0.981;0.934;0.566;0.019;0.021;0.208;0.153;0.0;0.14;0.817;0.81;0.846;0.817;0.371;0.371;0.886;0.858;0.866;0.079;0.203;0.872;0.886;0.935;0.947;1.0;0.919;1.0;0.982;0.979;0.947;0.812;0.841;0.805;0.067;0.021;0.103;0.841;0.812;0.103
ENSMUST00000103239_90_90;0.882;0.849;0.988;0.873;0.879;0.338;0.104;0.879;0.373;0.147;0.467;0.998;0.946;0.556;0.918;0.444;0.929;0.998;0.918;0.556;0.036;0.021;0.204;0.17;0.0;0.138;0.819;0.811;0.848;0.819;0.365;0.365;0.882;0.854;0.861;0.084;0.199;0.876;0.882;0.919;0.93;0.982;0.936;0.982;1.0;0.996;0.93;0.814;0.843;0.807;0.066;0.021;0.101;0.843;0.814;0.101
ENSMUST00000103240_90_90;0.878;0.845;0.984;0.871;0.877;0.337;0.105;0.877;0.371;0.147;0.468;0.994;0.95;0.558;0.921;0.445;0.932;0.994;0.921;0.558;0.036;0.021;0.205;0.167;0.0;0.138;0.822;0.808;0.844;0.822;0.366;0.366;0.878;0.857;0.857;0.081;0.2;0.872;0.878;0.922;0.934;0.979;0.94;0.979;0.996;1.0;0.934;0.817;0.839;0.803;0.067;0.021;0.101;0.839;0.817;0.101
ENSMUST00000103241_90_90;0.858;0.827;0.919;0.845;0.858;0.36;0.112;0.858;0.344;0.158;0.491;0.929;0.98;0.579;0.986;0.477;0.999;0.929;0.986;0.579;0.02;0.022;0.22;0.102;0.0;0.148;0.851;0.789;0.826;0.851;0.39;0.39;0.859;0.904;0.838;0.041;0.214;0.845;0.859;0.987;1.0;0.947;0.969;0.947;0.93;0.934;1.0;0.847;0.821;0.784;0.071;0.022;0.108;0.821;0.847;0.108
ENSMUST00000090821_90_90;0.843;0.954;0.806;0.829;0.842;0.32;0.118;0.842;0.312;0.167;0.461;0.814;0.848;0.607;0.837;0.498;0.846;0.814;0.837;0.607;0.031;0.02;0.229;0.12;0.0;0.152;0.98;0.907;0.948;0.98;0.422;0.422;0.842;0.878;0.813;0.053;0.228;0.828;0.842;0.837;0.847;0.812;0.839;0.812;0.814;0.817;0.847;1.0;0.967;0.925;0.086;0.032;0.127;0.967;1.0;0.127
ENSMUST00000090823_90_90;0.873;0.987;0.834;0.857;0.87;0.312;0.115;0.87;0.341;0.162;0.447;0.843;0.823;0.595;0.812;0.481;0.821;0.843;0.812;0.595;0.03;0.019;0.221;0.152;0.0;0.147;0.948;0.94;0.981;0.948;0.41;0.41;0.872;0.851;0.843;0.086;0.22;0.858;0.872;0.813;0.821;0.841;0.815;0.841;0.843;0.839;0.821;0.967;1.0;0.958;0.083;0.031;0.123;1.0;0.967;0.123
ENSMUST00000107217_90_90;0.836;0.946;0.799;0.82;0.833;0.324;0.119;0.833;0.354;0.169;0.465;0.806;0.786;0.554;0.775;0.44;0.784;0.806;0.775;0.554;0.032;0.02;0.18;0.158;0.0;0.154;0.907;0.98;0.94;0.907;0.372;0.372;0.834;0.813;0.806;0.089;0.181;0.821;0.834;0.776;0.784;0.805;0.778;0.805;0.807;0.803;0.784;0.925;0.958;1.0;0.087;0.032;0.128;0.958;0.925;0.128
ENSMUST00000131620_90_90;0.07;0.082;0.065;0.069;0.07;0.0;0.599;0.07;0.0;0.435;0.0;0.066;0.07;0.118;0.07;0.148;0.071;0.066;0.07;0.118;0.0;0.224;0.315;0.0;0.0;0.458;0.085;0.086;0.082;0.085;0.147;0.147;0.07;0.074;0.072;0.0;0.325;0.069;0.07;0.07;0.071;0.067;0.069;0.067;0.066;0.067;0.071;0.086;0.083;0.087;1.0;0.371;0.645;0.083;0.086;0.645
ENSMUST00000131742_90_90;0.022;0.029;0.02;0.021;0.022;0.0;0.184;0.022;0.0;0.134;0.0;0.021;0.022;0.037;0.022;0.046;0.022;0.021;0.022;0.037;0.0;0.566;0.099;0.0;0.0;0.144;0.031;0.031;0.03;0.031;0.053;0.053;0.022;0.023;0.022;0.0;0.1;0.021;0.022;0.022;0.022;0.021;0.022;0.021;0.021;0.021;0.022;0.032;0.031;0.032;0.371;1.0;0.239;0.031;0.032;0.239
