;ENSCAFT00000006410_90_90;ENSCAFT00000006413_90_90;ENSCAFT00000011282_90_90;ENST00000229471_90_90;ENST00000354650_90_90;ENST00000368667_90_90;ENST00000368678_90_90;ENST00000368682_90_90;ENST00000462598_90_90;ENST00000462856_90_90;ENST00000484067_90_90;ENST00000487824_90_90;ENST00000517419_90_90;ENST00000518295_90_90;ENST00000518630_90_90;ENST00000520518_90_90;ENST00000521062_90_90;ENST00000523238_90_90;ENST00000523570_90_90;ENST00000523574_90_90;ENST00000524310_90_90;ENST00000538466_90_90;ENST00000519728_90_90;ENST00000520050_90_90;ENST00000520220_90_90;ENSMUST00000063091_90_90;ENSMUST00000099967_90_90;ENSMUST00000126486_90_90;ENSMUST00000135242_90_90;ENSMUST00000136659_90_90;ENSMUST00000146287_90_90;ENSMUST00000148152_90_90;ENSMUST00000157009_90_90;ENSMUST00000041377_90_90;ENSMUST00000103010_90_90
ENST00000517419_90_90;0.705;0.237;0.7;0.821;0.727;0.727;0.78;0.78;0.469;0.941;0.625;0.375;1.0;0.938;0.812;0.97;0.594;0.906;0.781;0.844;0.875;0.78;0.7;0.952;0.6;0.78;0.727;0.78;0.78;0.821;0.78;0.688;0.188;0.7;0.6
ENST00000518295_90_90;0.659;0.184;0.633;0.769;0.682;0.682;0.732;0.732;0.5;0.882;0.667;0.4;0.938;1.0;0.867;0.909;0.633;0.967;0.833;0.9;0.933;0.732;0.633;0.95;0.533;0.732;0.682;0.732;0.732;0.769;0.732;0.733;0.2;0.633;0.533
ENST00000518630_90_90;0.568;0.079;0.5;0.667;0.591;0.591;0.634;0.634;0.577;0.765;0.769;0.462;0.812;0.867;1.0;0.788;0.731;0.897;0.962;0.963;0.929;0.634;0.5;0.75;0.4;0.634;0.591;0.634;0.634;0.667;0.634;0.846;0.231;0.5;0.4
ENST00000520518_90_90;0.727;0.263;0.733;0.846;0.75;0.75;0.805;0.805;0.455;0.971;0.606;0.364;0.97;0.909;0.788;1.0;0.576;0.879;0.758;0.818;0.848;0.805;0.733;0.909;0.633;0.805;0.75;0.805;0.805;0.846;0.805;0.667;0.182;0.733;0.633
ENST00000521062_90_90;0.442;0.0;0.367;0.487;0.432;0.432;0.463;0.463;0.789;0.559;0.95;0.632;0.594;0.633;0.731;0.576;1.0;0.655;0.76;0.704;0.679;0.463;0.367;0.55;0.267;0.463;0.432;0.463;0.463;0.487;0.463;0.864;0.316;0.367;0.267
ENST00000523238_90_90;0.636;0.158;0.6;0.744;0.659;0.659;0.707;0.707;0.517;0.853;0.69;0.414;0.906;0.967;0.897;0.879;0.655;1.0;0.862;0.931;0.966;0.707;0.6;0.9;0.5;0.707;0.659;0.707;0.707;0.744;0.707;0.759;0.207;0.6;0.5
ENST00000523570_90_90;0.545;0.053;0.467;0.641;0.568;0.568;0.61;0.61;0.6;0.735;0.8;0.48;0.781;0.833;0.962;0.758;0.76;0.862;1.0;0.926;0.893;0.61;0.467;0.7;0.367;0.61;0.568;0.61;0.61;0.641;0.61;0.88;0.24;0.467;0.367
ENST00000523574_90_90;0.591;0.105;0.533;0.692;0.614;0.614;0.659;0.659;0.556;0.794;0.741;0.444;0.844;0.9;0.963;0.818;0.704;0.931;0.926;1.0;0.964;0.659;0.533;0.8;0.433;0.659;0.614;0.659;0.659;0.692;0.659;0.815;0.222;0.533;0.433
ENST00000524310_90_90;0.614;0.132;0.567;0.718;0.636;0.636;0.683;0.683;0.536;0.824;0.714;0.429;0.875;0.933;0.929;0.848;0.679;0.966;0.893;0.964;1.0;0.683;0.567;0.85;0.467;0.683;0.636;0.683;0.683;0.718;0.683;0.786;0.214;0.567;0.467
ENST00000538466_90_90;0.886;0.375;0.9;0.951;0.848;0.848;1.0;1.0;0.366;0.829;0.488;0.293;0.78;0.732;0.634;0.805;0.463;0.707;0.61;0.659;0.683;1.0;0.9;0.741;0.8;1.0;0.848;1.0;1.0;0.951;1.0;0.537;0.146;0.9;0.8
ENST00000519728_90_90;1.0;0.433;1.0;0.867;0.967;0.967;0.9;0.9;0.3;0.767;0.4;0.267;0.7;0.633;0.5;0.733;0.367;0.6;0.467;0.533;0.567;0.9;1.0;0.629;0.886;0.9;0.967;0.9;0.9;0.867;0.9;0.433;0.167;1.0;0.886
ENST00000520050_90_90;0.667;0.269;0.629;0.769;0.69;0.69;0.741;0.741;0.45;0.87;0.6;0.4;0.952;0.95;0.75;0.909;0.55;0.9;0.7;0.8;0.85;0.741;0.629;1.0;0.514;0.741;0.69;0.741;0.741;0.769;0.741;0.65;0.25;0.629;0.514
ENST00000520220_90_90;0.9;0.481;0.886;0.767;0.867;0.867;0.8;0.8;0.2;0.667;0.3;0.167;0.6;0.533;0.4;0.633;0.267;0.5;0.367;0.433;0.467;0.8;0.886;0.514;1.0;0.8;0.867;0.8;0.8;0.767;0.8;0.333;0.103;0.886;1.0
ENSMUST00000063091_90_90;0.886;0.375;0.9;0.951;0.848;0.848;1.0;1.0;0.366;0.829;0.488;0.293;0.78;0.732;0.634;0.805;0.463;0.707;0.61;0.659;0.683;1.0;0.9;0.741;0.8;1.0;0.848;1.0;1.0;0.951;1.0;0.537;0.146;0.9;0.8
ENSMUST00000099967_90_90;0.955;0.349;0.967;0.886;1.0;1.0;0.848;0.848;0.341;0.773;0.455;0.273;0.727;0.682;0.591;0.75;0.432;0.659;0.568;0.614;0.636;0.848;0.967;0.69;0.867;0.848;1.0;0.848;0.848;0.886;0.848;0.5;0.136;0.967;0.867
ENSMUST00000126486_90_90;0.886;0.375;0.9;0.951;0.848;0.848;1.0;1.0;0.366;0.829;0.488;0.293;0.78;0.732;0.634;0.805;0.463;0.707;0.61;0.659;0.683;1.0;0.9;0.741;0.8;1.0;0.848;1.0;1.0;0.951;1.0;0.537;0.146;0.9;0.8
ENSMUST00000135242_90_90;0.886;0.375;0.9;0.951;0.848;0.848;1.0;1.0;0.366;0.829;0.488;0.293;0.78;0.732;0.634;0.805;0.463;0.707;0.61;0.659;0.683;1.0;0.9;0.741;0.8;1.0;0.848;1.0;1.0;0.951;1.0;0.537;0.146;0.9;0.8
ENSMUST00000136659_90_90;0.864;0.385;0.867;1.0;0.886;0.886;0.951;0.951;0.385;0.872;0.513;0.308;0.821;0.769;0.667;0.846;0.487;0.744;0.641;0.692;0.718;0.951;0.867;0.769;0.767;0.951;0.886;0.951;0.951;1.0;0.951;0.564;0.154;0.867;0.767
ENSMUST00000146287_90_90;0.886;0.375;0.9;0.951;0.848;0.848;1.0;1.0;0.366;0.829;0.488;0.293;0.78;0.732;0.634;0.805;0.463;0.707;0.61;0.659;0.683;1.0;0.9;0.741;0.8;1.0;0.848;1.0;1.0;0.951;1.0;0.537;0.146;0.9;0.8
ENSMUST00000148152_90_90;0.512;0.0;0.433;0.564;0.5;0.5;0.537;0.537;0.682;0.647;0.909;0.545;0.688;0.733;0.846;0.667;0.864;0.759;0.88;0.815;0.786;0.537;0.433;0.65;0.333;0.537;0.5;0.537;0.537;0.564;0.537;1.0;0.273;0.433;0.333
ENSMUST00000157009_90_90;0.14;0.0;0.167;0.154;0.136;0.136;0.146;0.146;0.4;0.176;0.3;0.5;0.188;0.2;0.231;0.182;0.316;0.207;0.24;0.222;0.214;0.146;0.167;0.25;0.103;0.146;0.136;0.146;0.146;0.154;0.146;0.273;1.0;0.167;0.103
ENSMUST00000041377_90_90;1.0;0.433;1.0;0.867;0.967;0.967;0.9;0.9;0.3;0.767;0.4;0.267;0.7;0.633;0.5;0.733;0.367;0.6;0.467;0.533;0.567;0.9;1.0;0.629;0.886;0.9;0.967;0.9;0.9;0.867;0.9;0.433;0.167;1.0;0.886
ENSMUST00000103010_90_90;0.9;0.481;0.886;0.767;0.867;0.867;0.8;0.8;0.2;0.667;0.3;0.167;0.6;0.533;0.4;0.633;0.267;0.5;0.367;0.433;0.467;0.8;0.886;0.514;1.0;0.8;0.867;0.8;0.8;0.767;0.8;0.333;0.103;0.886;1.0
