;ENSCAFT00000001289_90_90;ENST00000166534_90_90;ENST00000360568_90_90;ENST00000379086_90_90;ENST00000379100_90_90;ENST00000379104_90_90;ENST00000395164_90_90;ENST00000401867_90_90;ENST00000416053_90_90;ENST00000417528_90_90;ENST00000418055_90_90;ENST00000428369_90_90;ENST00000428841_90_90;ENST00000431054_90_90;ENST00000439698_90_90;ENST00000453286_90_90;ENSMUST00000019050_90_90;ENSMUST00000093107_90_90;ENSMUST00000125132_90_90;ENSMUST00000126840_90_90;ENSMUST00000129499_90_90;ENSMUST00000135653_90_90;ENSMUST00000138477_90_90;ENSMUST00000141258_90_90;ENSMUST00000151218_90_90;ENSMUST00000174616_90_90
ENST00000418055_90_90;0.0;0.45;0.45;0.45;0.45;0.45;0.643;0.45;0.667;0.529;1.0;0.818;0.444;0.474;0.6;0.75;0.188;0.188;0.0;0.19;0.0;0.238;0.24;0.273;0.273;0.188
ENST00000428369_90_90;0.0;0.55;0.55;0.55;0.55;0.55;0.786;0.55;0.545;0.647;0.818;1.0;0.364;0.579;0.733;0.917;0.25;0.25;0.0;0.174;0.0;0.217;0.32;0.231;0.304;0.25
ENST00000428841_90_90;0.0;0.2;0.2;0.2;0.2;0.2;0.286;0.2;0.667;0.235;0.444;0.364;1.0;0.211;0.267;0.333;0.065;0.065;0.0;0.111;0.0;0.105;0.083;0.5;0.095;0.065
ENST00000431054_90_90;0.0;0.696;0.696;0.696;0.696;0.696;0.737;0.696;0.316;0.8;0.474;0.579;0.211;1.0;0.789;0.632;0.455;0.455;0.0;0.207;0.0;0.241;0.414;0.2;0.31;0.455
ENST00000439698_90_90;0.0;0.75;0.75;0.75;0.75;0.75;0.933;0.75;0.4;0.882;0.6;0.733;0.267;0.789;1.0;0.8;0.375;0.375;0.0;0.148;0.0;0.185;0.37;0.176;0.259;0.375
ENST00000453286_90_90;0.0;0.6;0.6;0.6;0.6;0.6;0.857;0.6;0.5;0.706;0.75;0.917;0.333;0.632;0.8;1.0;0.281;0.281;0.0;0.167;0.0;0.208;0.36;0.214;0.292;0.281
ENSMUST00000019050_90_90;0.16;0.531;0.485;0.485;0.485;0.531;0.344;0.531;0.094;0.438;0.188;0.25;0.065;0.455;0.375;0.281;1.0;0.933;0.25;0.552;0.235;0.586;0.759;0.133;0.655;0.933
ENSMUST00000093107_90_90;0.16;0.485;0.531;0.531;0.531;0.485;0.344;0.485;0.094;0.438;0.188;0.25;0.065;0.455;0.375;0.281;0.933;1.0;0.25;0.552;0.235;0.586;0.759;0.133;0.655;1.0
ENSMUST00000125132_90_90;0.333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.25;1.0;0.421;0.5;0.4;0.32;0.0;0.364;0.25
ENSMUST00000126840_90_90;0.216;0.125;0.125;0.125;0.125;0.125;0.154;0.125;0.158;0.138;0.19;0.174;0.111;0.207;0.148;0.167;0.552;0.552;0.421;1.0;0.381;0.941;0.727;0.235;0.842;0.552
ENSMUST00000129499_90_90;0.448;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.235;0.235;0.5;0.381;1.0;0.364;0.296;0.0;0.333;0.235
ENSMUST00000135653_90_90;0.211;0.156;0.156;0.156;0.156;0.156;0.192;0.156;0.15;0.172;0.238;0.217;0.105;0.241;0.185;0.208;0.586;0.586;0.4;0.941;0.364;1.0;0.773;0.222;0.895;0.586
ENSMUST00000138477_90_90;0.186;0.312;0.312;0.312;0.312;0.312;0.385;0.312;0.12;0.345;0.24;0.32;0.083;0.414;0.37;0.36;0.759;0.759;0.32;0.727;0.296;0.773;1.0;0.174;0.864;0.759
ENSMUST00000141258_90_90;0.0;0.136;0.136;0.136;0.136;0.136;0.188;0.136;0.375;0.158;0.273;0.231;0.5;0.2;0.176;0.214;0.133;0.133;0.0;0.235;0.0;0.222;0.174;1.0;0.2;0.133
ENSMUST00000151218_90_90;0.2;0.219;0.219;0.219;0.219;0.219;0.269;0.219;0.136;0.241;0.273;0.304;0.095;0.31;0.259;0.292;0.655;0.655;0.364;0.842;0.333;0.895;0.864;0.2;1.0;0.655
ENSMUST00000174616_90_90;0.16;0.485;0.531;0.531;0.531;0.485;0.344;0.485;0.094;0.438;0.188;0.25;0.065;0.455;0.375;0.281;0.933;1.0;0.25;0.552;0.235;0.586;0.759;0.133;0.655;1.0
