;ENSCAFT00000021165_90_90;ENSCAFT00000021175_90_90;ENSCAFT00000022869_90_90;ENSCAFT00000049479_90_90;ENST00000346964_90_90;ENST00000357674_90_90;ENST00000392380_90_90;ENST00000392381_90_90;ENST00000392382_90_90;ENST00000412364_90_90;ENST00000419227_90_90;ENST00000419354_90_90;ENST00000419553_90_90;ENST00000422288_90_90;ENST00000434148_90_90;ENST00000436682_90_90;ENST00000443183_90_90;ENST00000447466_90_90;ENST00000448528_90_90;ENST00000450955_90_90;ENST00000452595_90_90;ENST00000453607_90_90;ENST00000456699_90_90;ENST00000378154_90_90;ENST00000378158_90_90;ENST00000378163_90_90;ENST00000378166_90_90;ENST00000378168_90_90;ENST00000378179_90_90;ENST00000421587_90_90;ENST00000442742_90_90;ENSMUST00000023454_90_90;ENSMUST00000064477_90_90;ENSMUST00000100001_90_90;ENSMUST00000115196_90_90;ENSMUST00000115201_90_90;ENSMUST00000115205_90_90;ENSMUST00000130920_90_90;ENSMUST00000131136_90_90;ENSMUST00000132176_90_90;ENSMUST00000033321_90_90;ENSMUST00000115435_90_90;ENSMUST00000115436_90_90;ENSMUST00000115438_90_90;ENSMUST00000124710_90_90;ENSMUST00000128012_90_90;ENSMUST00000128095_90_90;ENSMUST00000139735_90_90;ENSMUST00000156096_90_90
ENST00000419553_90_90;0.161;0.153;0.011;0.011;0.173;0.181;0.719;0.231;0.185;0.671;0.42;0.178;1.0;0.192;0.225;0.8;0.0;0.0;0.178;0.18;0.0;0.218;0.836;0.109;0.065;0.063;0.064;0.025;0.082;0.065;0.066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.138;0.0;0.132;0.136;0.0;0.032;0.0;0.072;0.134
ENST00000422288_90_90;0.364;0.332;0.28;0.26;0.892;0.931;0.186;0.69;0.97;0.128;0.456;0.931;0.192;1.0;0.043;0.153;0.688;0.277;0.931;0.928;0.697;0.147;0.193;0.051;0.079;0.077;0.077;0.063;0.089;0.079;0.079;0.59;0.548;0.57;0.58;0.568;0.57;0.048;0.361;0.391;0.127;0.068;0.118;0.126;0.0;0.011;0.06;0.028;0.119
ENST00000434148_90_90;0.036;0.035;0.0;0.0;0.039;0.041;0.162;0.052;0.042;0.335;0.094;0.04;0.225;0.043;1.0;0.281;0.0;0.0;0.04;0.041;0.0;0.0;0.188;0.015;0.009;0.009;0.009;0.0;0.0;0.009;0.009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.035;0.0;0.036;0.035;0.0;0.051;0.0;0.0;0.036
ENST00000436682_90_90;0.129;0.122;0.011;0.012;0.139;0.145;0.575;0.184;0.148;0.839;0.336;0.143;0.8;0.153;0.281;1.0;0.0;0.0;0.143;0.145;0.0;0.085;0.668;0.116;0.067;0.065;0.066;0.026;0.085;0.068;0.067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11;0.0;0.111;0.108;0.0;0.036;0.0;0.026;0.113
ENST00000443183_90_90;0.308;0.279;0.354;0.333;0.661;0.686;0.02;0.475;0.714;0.0;0.22;0.689;0.0;0.688;0.0;0.0;1.0;0.359;0.689;0.684;0.985;0.074;0.027;0.0;0.118;0.121;0.117;0.175;0.155;0.124;0.119;0.648;0.6;0.625;0.839;0.63;0.625;0.049;0.373;0.44;0.124;0.103;0.125;0.123;0.0;0.0;0.152;0.097;0.127
ENST00000447466_90_90;0.207;0.189;0.172;0.176;0.286;0.299;0.042;0.379;0.306;0.0;0.402;0.294;0.0;0.277;0.0;0.0;0.359;1.0;0.294;0.297;0.365;0.112;0.055;0.0;0.079;0.077;0.077;0.133;0.109;0.079;0.079;0.324;0.301;0.31;0.347;0.308;0.31;0.0;0.336;0.426;0.079;0.185;0.079;0.077;0.0;0.0;0.195;0.036;0.08
ENST00000448528_90_90;0.392;0.358;0.298;0.278;0.958;0.923;0.248;0.758;0.96;0.119;0.424;1.0;0.178;0.931;0.04;0.143;0.689;0.294;1.0;0.919;0.697;0.137;0.214;0.049;0.117;0.115;0.116;0.115;0.138;0.118;0.118;0.594;0.603;0.628;0.639;0.625;0.628;0.044;0.338;0.401;0.167;0.092;0.159;0.166;0.0;0.01;0.121;0.059;0.161
ENST00000450955_90_90;0.364;0.333;0.295;0.276;0.96;0.996;0.203;0.699;0.956;0.121;0.429;0.919;0.18;0.928;0.041;0.145;0.684;0.297;0.919;1.0;0.693;0.138;0.217;0.05;0.092;0.091;0.092;0.082;0.107;0.093;0.093;0.59;0.603;0.571;0.581;0.569;0.571;0.045;0.342;0.406;0.142;0.094;0.133;0.141;0.0;0.01;0.084;0.027;0.134
ENST00000452595_90_90;0.311;0.281;0.349;0.328;0.668;0.695;0.021;0.48;0.723;0.0;0.223;0.697;0.0;0.697;0.0;0.0;0.985;0.365;0.697;0.693;1.0;0.075;0.027;0.0;0.12;0.122;0.118;0.177;0.157;0.126;0.121;0.656;0.607;0.633;0.829;0.629;0.633;0.05;0.379;0.445;0.125;0.104;0.127;0.124;0.0;0.0;0.154;0.098;0.127
ENST00000453607_90_90;0.12;0.115;0.069;0.071;0.133;0.139;0.198;0.175;0.142;0.0;0.316;0.137;0.218;0.147;0.0;0.085;0.074;0.112;0.137;0.138;0.075;1.0;0.222;0.046;0.093;0.09;0.091;0.18;0.14;0.094;0.094;0.073;0.069;0.071;0.071;0.07;0.071;0.0;0.0;0.104;0.125;0.312;0.111;0.123;0.0;0.0;0.203;0.098;0.112
ENST00000456699_90_90;0.179;0.171;0.022;0.022;0.208;0.218;0.82;0.277;0.223;0.56;0.409;0.214;0.836;0.193;0.188;0.668;0.027;0.055;0.214;0.217;0.027;0.222;1.0;0.103;0.09;0.087;0.089;0.068;0.117;0.09;0.091;0.026;0.025;0.026;0.026;0.026;0.026;0.0;0.0;0.036;0.172;0.087;0.158;0.17;0.0;0.029;0.063;0.067;0.161
ENST00000378154_90_90;0.248;0.238;0.013;0.014;0.048;0.05;0.098;0.058;0.05;0.085;0.08;0.049;0.109;0.051;0.015;0.116;0.0;0.0;0.049;0.05;0.0;0.046;0.103;1.0;0.566;0.551;0.557;0.054;0.216;0.558;0.573;0.106;0.102;0.103;0.0;0.103;0.103;0.0;0.0;0.137;0.416;0.0;0.421;0.41;0.227;0.386;0.0;0.038;0.406
ENST00000378158_90_90;0.344;0.398;0.134;0.136;0.115;0.092;0.121;0.134;0.094;0.052;0.109;0.117;0.065;0.079;0.009;0.067;0.118;0.079;0.117;0.092;0.12;0.093;0.09;0.566;1.0;0.972;0.984;0.475;0.6;0.936;0.956;0.146;0.167;0.169;0.143;0.169;0.169;0.0;0.0;0.177;0.774;0.12;0.778;0.772;0.136;0.23;0.251;0.297;0.763
ENST00000378163_90_90;0.346;0.41;0.142;0.144;0.113;0.091;0.119;0.131;0.093;0.051;0.107;0.115;0.063;0.077;0.009;0.065;0.121;0.077;0.115;0.091;0.122;0.09;0.087;0.551;0.972;1.0;0.989;0.478;0.627;0.964;0.962;0.143;0.165;0.167;0.146;0.166;0.167;0.0;0.0;0.173;0.772;0.117;0.79;0.784;0.132;0.224;0.243;0.303;0.776
ENST00000378166_90_90;0.34;0.405;0.139;0.141;0.114;0.092;0.12;0.132;0.093;0.051;0.107;0.116;0.064;0.077;0.009;0.066;0.117;0.077;0.116;0.092;0.118;0.091;0.089;0.557;0.984;0.989;1.0;0.467;0.616;0.953;0.972;0.144;0.165;0.168;0.142;0.168;0.168;0.0;0.0;0.175;0.762;0.118;0.78;0.774;0.133;0.227;0.246;0.292;0.766
ENST00000378168_90_90;0.2;0.262;0.193;0.197;0.112;0.083;0.12;0.138;0.084;0.0;0.102;0.115;0.025;0.063;0.0;0.026;0.175;0.133;0.115;0.082;0.177;0.18;0.068;0.054;0.475;0.478;0.467;1.0;0.685;0.454;0.439;0.074;0.103;0.105;0.21;0.105;0.105;0.0;0.0;0.096;0.419;0.238;0.42;0.42;0.0;0.0;0.5;0.585;0.426
ENST00000378179_90_90;0.26;0.312;0.176;0.179;0.135;0.107;0.163;0.162;0.109;0.063;0.139;0.138;0.082;0.089;0.0;0.085;0.155;0.109;0.138;0.107;0.157;0.14;0.117;0.216;0.6;0.627;0.616;0.685;1.0;0.65;0.633;0.067;0.092;0.094;0.186;0.094;0.094;0.0;0.0;0.083;0.473;0.182;0.492;0.479;0.0;0.0;0.382;0.475;0.499
ENST00000421587_90_90;0.352;0.399;0.138;0.14;0.116;0.093;0.122;0.134;0.095;0.052;0.11;0.118;0.065;0.079;0.009;0.068;0.124;0.079;0.118;0.093;0.126;0.094;0.09;0.558;0.936;0.964;0.953;0.454;0.65;1.0;0.98;0.146;0.168;0.17;0.149;0.17;0.17;0.0;0.0;0.178;0.784;0.121;0.809;0.789;0.137;0.222;0.253;0.314;0.794
ENST00000442742_90_90;0.346;0.394;0.135;0.137;0.116;0.093;0.123;0.135;0.095;0.052;0.11;0.118;0.066;0.079;0.009;0.067;0.119;0.079;0.118;0.093;0.121;0.094;0.091;0.573;0.956;0.962;0.972;0.439;0.633;0.98;1.0;0.147;0.168;0.17;0.144;0.17;0.17;0.0;0.0;0.178;0.768;0.122;0.792;0.772;0.137;0.233;0.254;0.3;0.778
ENSMUST00000023454_90_90;0.33;0.309;0.318;0.296;0.571;0.592;0.021;0.4;0.615;0.0;0.218;0.594;0.0;0.59;0.0;0.0;0.648;0.324;0.594;0.59;0.656;0.073;0.026;0.106;0.146;0.143;0.144;0.074;0.067;0.146;0.147;1.0;0.915;0.958;0.712;0.952;0.958;0.06;0.443;0.673;0.146;0.103;0.147;0.145;0.057;0.087;0.09;0.0;0.148
ENSMUST00000064477_90_90;0.346;0.324;0.344;0.323;0.636;0.6;0.054;0.423;0.571;0.0;0.206;0.603;0.0;0.548;0.0;0.0;0.6;0.301;0.603;0.603;0.607;0.069;0.025;0.102;0.167;0.165;0.165;0.103;0.092;0.168;0.168;0.915;1.0;0.956;0.718;0.951;0.956;0.056;0.412;0.626;0.168;0.096;0.168;0.166;0.054;0.082;0.125;0.032;0.17
ENSMUST00000100001_90_90;0.352;0.33;0.332;0.311;0.603;0.573;0.056;0.433;0.594;0.0;0.211;0.628;0.0;0.57;0.0;0.0;0.625;0.31;0.628;0.571;0.633;0.071;0.026;0.103;0.169;0.167;0.168;0.105;0.094;0.17;0.17;0.958;0.956;1.0;0.749;0.994;1.0;0.057;0.424;0.645;0.17;0.099;0.171;0.168;0.056;0.084;0.128;0.033;0.173
ENSMUST00000115196_90_90;0.307;0.287;0.406;0.384;0.613;0.582;0.056;0.439;0.605;0.0;0.213;0.639;0.0;0.58;0.0;0.0;0.839;0.347;0.639;0.581;0.829;0.071;0.026;0.0;0.143;0.146;0.142;0.21;0.186;0.149;0.144;0.712;0.718;0.749;1.0;0.754;0.749;0.057;0.431;0.435;0.149;0.1;0.15;0.147;0.0;0.0;0.195;0.134;0.151
ENSMUST00000115201_90_90;0.351;0.329;0.336;0.315;0.601;0.57;0.056;0.431;0.591;0.0;0.21;0.625;0.0;0.568;0.0;0.0;0.63;0.308;0.625;0.569;0.629;0.07;0.026;0.103;0.169;0.166;0.168;0.105;0.094;0.17;0.17;0.952;0.951;0.994;0.754;1.0;0.994;0.057;0.421;0.641;0.169;0.098;0.171;0.168;0.055;0.084;0.127;0.032;0.172
ENSMUST00000115205_90_90;0.352;0.33;0.332;0.311;0.603;0.573;0.056;0.433;0.594;0.0;0.211;0.628;0.0;0.57;0.0;0.0;0.625;0.31;0.628;0.571;0.633;0.071;0.026;0.103;0.169;0.167;0.168;0.105;0.094;0.17;0.17;0.958;0.956;1.0;0.749;0.994;1.0;0.057;0.424;0.645;0.17;0.099;0.171;0.168;0.056;0.084;0.128;0.033;0.173
ENSMUST00000130920_90_90;0.031;0.028;0.039;0.041;0.043;0.045;0.0;0.056;0.046;0.0;0.0;0.044;0.0;0.048;0.0;0.0;0.049;0.0;0.044;0.045;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06;0.056;0.057;0.057;0.057;0.057;1.0;0.132;0.087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000131136_90_90;0.203;0.183;0.208;0.203;0.329;0.343;0.0;0.402;0.351;0.0;0.179;0.338;0.0;0.361;0.0;0.0;0.373;0.336;0.338;0.342;0.379;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.443;0.412;0.424;0.431;0.421;0.424;0.132;1.0;0.512;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000132176_90_90;0.4;0.37;0.211;0.207;0.392;0.408;0.027;0.499;0.416;0.0;0.269;0.401;0.0;0.391;0.0;0.0;0.44;0.426;0.401;0.406;0.445;0.104;0.036;0.137;0.177;0.173;0.175;0.096;0.083;0.178;0.178;0.673;0.626;0.645;0.435;0.641;0.645;0.087;0.512;1.0;0.177;0.148;0.179;0.176;0.082;0.121;0.123;0.0;0.181
ENSMUST00000033321_90_90;0.427;0.475;0.139;0.14;0.165;0.142;0.206;0.193;0.144;0.099;0.18;0.167;0.138;0.127;0.035;0.11;0.124;0.079;0.167;0.142;0.125;0.125;0.172;0.416;0.774;0.772;0.762;0.419;0.473;0.784;0.768;0.146;0.168;0.17;0.149;0.169;0.17;0.0;0.0;0.177;1.0;0.121;0.958;0.986;0.136;0.224;0.252;0.349;0.943
ENSMUST00000115435_90_90;0.054;0.053;0.073;0.075;0.09;0.095;0.062;0.118;0.097;0.0;0.138;0.092;0.0;0.068;0.0;0.0;0.103;0.185;0.092;0.094;0.104;0.312;0.087;0.0;0.12;0.117;0.118;0.238;0.182;0.121;0.122;0.103;0.096;0.099;0.1;0.098;0.099;0.0;0.0;0.148;0.121;1.0;0.122;0.119;0.0;0.0;0.436;0.0;0.124
ENSMUST00000115436_90_90;0.412;0.464;0.146;0.148;0.157;0.134;0.193;0.183;0.136;0.1;0.169;0.159;0.132;0.118;0.036;0.111;0.125;0.079;0.159;0.133;0.127;0.111;0.158;0.421;0.778;0.79;0.78;0.42;0.492;0.809;0.792;0.147;0.168;0.171;0.15;0.171;0.171;0.0;0.0;0.179;0.958;0.122;1.0;0.972;0.138;0.228;0.255;0.355;0.984
ENSMUST00000115438_90_90;0.423;0.484;0.145;0.147;0.163;0.141;0.204;0.192;0.143;0.097;0.178;0.166;0.136;0.126;0.035;0.108;0.123;0.077;0.166;0.141;0.124;0.123;0.17;0.41;0.772;0.784;0.774;0.42;0.479;0.789;0.772;0.145;0.166;0.168;0.147;0.168;0.168;0.0;0.0;0.176;0.986;0.119;0.972;1.0;0.134;0.222;0.247;0.345;0.956
ENSMUST00000124710_90_90;0.052;0.049;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.227;0.136;0.132;0.133;0.0;0.0;0.137;0.137;0.057;0.054;0.056;0.0;0.055;0.056;0.0;0.0;0.082;0.136;0.0;0.138;0.134;1.0;0.036;0.0;0.0;0.121
ENSMUST00000128012_90_90;0.116;0.112;0.0;0.0;0.01;0.01;0.028;0.013;0.011;0.038;0.02;0.01;0.032;0.011;0.051;0.036;0.0;0.0;0.01;0.01;0.0;0.0;0.029;0.386;0.23;0.224;0.227;0.0;0.0;0.222;0.233;0.087;0.082;0.084;0.0;0.084;0.084;0.0;0.0;0.121;0.224;0.0;0.228;0.222;0.036;1.0;0.0;0.0;0.232
ENSMUST00000128095_90_90;0.133;0.127;0.127;0.131;0.119;0.084;0.142;0.152;0.086;0.0;0.111;0.121;0.0;0.06;0.0;0.0;0.152;0.195;0.121;0.084;0.154;0.203;0.063;0.0;0.251;0.243;0.246;0.5;0.382;0.253;0.254;0.09;0.125;0.128;0.195;0.127;0.128;0.0;0.0;0.123;0.252;0.436;0.255;0.247;0.0;0.0;1.0;0.269;0.259
ENSMUST00000139735_90_90;0.18;0.226;0.144;0.147;0.058;0.027;0.146;0.072;0.028;0.0;0.048;0.059;0.072;0.028;0.0;0.026;0.097;0.036;0.059;0.027;0.098;0.098;0.067;0.038;0.297;0.303;0.292;0.585;0.475;0.314;0.3;0.0;0.032;0.033;0.134;0.032;0.033;0.0;0.0;0.0;0.349;0.0;0.355;0.345;0.0;0.0;0.269;1.0;0.36
ENSMUST00000156096_90_90;0.417;0.47;0.148;0.15;0.158;0.135;0.196;0.185;0.137;0.101;0.171;0.161;0.134;0.119;0.036;0.113;0.127;0.08;0.161;0.134;0.127;0.112;0.161;0.406;0.763;0.776;0.766;0.426;0.499;0.794;0.778;0.148;0.17;0.173;0.151;0.172;0.173;0.0;0.0;0.181;0.943;0.124;0.984;0.956;0.121;0.232;0.259;0.36;1.0
