;ENSCAFT00000000309_90_90;ENSCAFT00000019817_90_90;ENSCAFT00000022132_90_90;ENST00000257414_90_90;ENST00000343348_90_90;ENST00000503865_90_90;ENST00000509665_90_90;ENST00000510263_90_90;ENST00000513137_90_90;ENST00000515009_90_90;ENST00000515129_90_90;ENST00000316364_90_90;ENST00000354744_90_90;ENST00000355997_90_90;ENST00000358066_90_90;ENST00000389425_90_90;ENST00000389428_90_90;ENST00000536845_90_90;ENST00000558014_90_90;ENST00000558816_90_90;ENST00000559064_90_90;ENST00000559184_90_90;ENST00000559196_90_90;ENST00000560006_90_90;ENST00000560636_90_90;ENST00000561133_90_90;ENST00000341697_90_90;ENST00000368912_90_90;ENST00000368913_90_90;ENST00000368914_90_90;ENST00000613223_90_90;ENST00000621728_90_90;ENSMUST00000019791_90_90;ENSMUST00000076043_90_90;ENSMUST00000115449_90_90;ENSMUST00000123228_90_90;ENSMUST00000126684_90_90;ENSMUST00000135790_90_90;ENSMUST00000156422_90_90;ENSMUST00000051419_90_90;ENSMUST00000076335_90_90;ENSMUST00000077847_90_90;ENSMUST00000078621_90_90;ENSMUST00000103238_90_90;ENSMUST00000103239_90_90;ENSMUST00000103240_90_90;ENSMUST00000103241_90_90;ENSMUST00000090821_90_90;ENSMUST00000090823_90_90;ENSMUST00000107217_90_90;ENSMUST00000131620_90_90;ENSMUST00000131742_90_90;ENSMUST00000142449_90_90;ENSMUST00000168321_90_90;ENSMUST00000202315_90_90;ENSMUST00000204709_90_90
ENST00000355997_90_90;0.438;0.444;0.432;0.424;0.433;0.012;0.231;0.433;0.032;0.288;0.141;0.444;0.448;1.0;0.454;0.728;0.462;0.444;0.454;1.0;0.05;0.069;0.387;0.09;0.0;0.287;0.447;0.411;0.439;0.447;0.353;0.355;0.432;0.444;0.411;0.111;0.355;0.423;0.432;0.449;0.456;0.452;0.435;0.452;0.439;0.443;0.456;0.444;0.436;0.409;0.133;0.056;0.197;0.436;0.444;0.197
ENST00000358066_90_90;0.756;0.698;0.883;0.742;0.756;0.407;0.108;0.756;0.379;0.139;0.525;0.88;0.948;0.454;1.0;0.361;0.982;0.88;1.0;0.454;0.042;0.03;0.185;0.113;0.0;0.135;0.711;0.663;0.688;0.711;0.33;0.327;0.76;0.809;0.736;0.048;0.174;0.746;0.76;0.984;0.966;0.895;0.951;0.895;0.867;0.875;0.966;0.695;0.673;0.648;0.065;0.026;0.098;0.673;0.695;0.098
ENST00000389425_90_90;0.343;0.353;0.332;0.336;0.343;0.0;0.311;0.343;0.0;0.387;0.054;0.332;0.356;0.728;0.361;1.0;0.367;0.332;0.361;0.728;0.0;0.097;0.524;0.0;0.0;0.391;0.362;0.321;0.348;0.362;0.423;0.426;0.342;0.365;0.316;0.0;0.474;0.335;0.342;0.366;0.372;0.347;0.355;0.347;0.337;0.339;0.372;0.36;0.346;0.319;0.176;0.075;0.259;0.346;0.36;0.259
ENST00000389428_90_90;0.762;0.702;0.867;0.747;0.762;0.414;0.111;0.762;0.385;0.141;0.528;0.894;0.964;0.462;0.982;0.367;1.0;0.894;0.982;0.462;0.025;0.03;0.189;0.101;0.0;0.137;0.716;0.667;0.693;0.716;0.336;0.332;0.766;0.816;0.741;0.045;0.177;0.75;0.766;0.966;0.984;0.91;0.933;0.91;0.881;0.889;0.984;0.7;0.677;0.653;0.066;0.026;0.099;0.677;0.7;0.099
ENST00000536845_90_90;0.791;0.724;0.964;0.779;0.78;0.377;0.099;0.78;0.42;0.127;0.485;1.0;0.926;0.444;0.88;0.332;0.894;1.0;0.88;0.444;0.054;0.028;0.169;0.206;0.0;0.123;0.682;0.691;0.714;0.682;0.304;0.301;0.789;0.75;0.775;0.101;0.16;0.788;0.789;0.867;0.881;0.954;0.893;0.954;0.979;0.97;0.881;0.668;0.7;0.675;0.059;0.024;0.089;0.7;0.668;0.089
ENST00000558014_90_90;0.756;0.698;0.883;0.742;0.756;0.407;0.108;0.756;0.379;0.139;0.525;0.88;0.948;0.454;1.0;0.361;0.982;0.88;1.0;0.454;0.042;0.03;0.185;0.113;0.0;0.135;0.711;0.663;0.688;0.711;0.33;0.327;0.76;0.809;0.736;0.048;0.174;0.746;0.76;0.984;0.966;0.895;0.951;0.895;0.867;0.875;0.966;0.695;0.673;0.648;0.065;0.026;0.098;0.673;0.695;0.098
ENST00000558816_90_90;0.438;0.444;0.432;0.424;0.433;0.012;0.231;0.433;0.032;0.288;0.141;0.444;0.448;1.0;0.454;0.728;0.462;0.444;0.454;1.0;0.05;0.069;0.387;0.09;0.0;0.287;0.447;0.411;0.439;0.447;0.353;0.355;0.432;0.444;0.411;0.111;0.355;0.423;0.432;0.449;0.456;0.452;0.435;0.452;0.439;0.443;0.456;0.444;0.436;0.409;0.133;0.056;0.197;0.436;0.444;0.197
ENST00000559064_90_90;0.034;0.037;0.067;0.042;0.034;0.0;0.0;0.034;0.0;0.0;0.052;0.054;0.059;0.05;0.042;0.0;0.025;0.054;0.042;0.05;1.0;0.0;0.0;0.292;0.0;0.0;0.039;0.039;0.037;0.039;0.0;0.0;0.034;0.036;0.037;0.194;0.0;0.041;0.034;0.042;0.025;0.022;0.072;0.022;0.051;0.051;0.025;0.039;0.037;0.038;0.0;0.0;0.0;0.037;0.039;0.0
ENST00000559184_90_90;0.024;0.026;0.027;0.023;0.024;0.0;0.199;0.024;0.0;0.164;0.0;0.028;0.029;0.069;0.03;0.097;0.03;0.028;0.03;0.069;0.0;1.0;0.175;0.0;0.0;0.23;0.022;0.022;0.021;0.022;0.046;0.046;0.024;0.025;0.024;0.0;0.139;0.023;0.024;0.03;0.03;0.028;0.028;0.028;0.028;0.028;0.03;0.022;0.021;0.022;0.212;0.433;0.145;0.021;0.022;0.145
ENST00000559196_90_90;0.173;0.182;0.167;0.169;0.173;0.0;0.571;0.173;0.0;0.72;0.0;0.169;0.182;0.387;0.185;0.524;0.189;0.169;0.185;0.387;0.0;0.175;1.0;0.0;0.0;0.738;0.184;0.149;0.177;0.184;0.355;0.358;0.172;0.184;0.177;0.0;0.893;0.169;0.172;0.185;0.189;0.175;0.179;0.175;0.169;0.171;0.189;0.183;0.176;0.148;0.318;0.133;0.457;0.176;0.183;0.457
ENST00000560006_90_90;0.159;0.159;0.212;0.157;0.15;0.129;0.0;0.15;0.21;0.0;0.15;0.206;0.133;0.09;0.113;0.0;0.101;0.206;0.113;0.09;0.292;0.0;0.0;1.0;0.0;0.0;0.121;0.163;0.159;0.121;0.0;0.0;0.154;0.103;0.165;0.321;0.0;0.16;0.154;0.113;0.101;0.173;0.141;0.173;0.201;0.193;0.101;0.12;0.158;0.162;0.0;0.0;0.0;0.158;0.12;0.0
ENST00000560636_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000561133_90_90;0.124;0.13;0.121;0.121;0.124;0.0;0.762;0.124;0.0;0.84;0.0;0.123;0.133;0.287;0.135;0.391;0.137;0.123;0.135;0.287;0.0;0.23;0.738;0.0;0.0;1.0;0.13;0.129;0.124;0.13;0.252;0.254;0.123;0.133;0.127;0.0;0.688;0.121;0.123;0.135;0.137;0.127;0.131;0.127;0.123;0.124;0.137;0.129;0.124;0.128;0.419;0.172;0.599;0.124;0.129;0.599
ENST00000341697_90_90;0.714;0.908;0.683;0.696;0.709;0.345;0.113;0.709;0.333;0.146;0.469;0.682;0.714;0.447;0.711;0.362;0.716;0.682;0.711;0.447;0.039;0.022;0.184;0.121;0.0;0.13;1.0;0.93;0.96;1.0;0.419;0.415;0.707;0.742;0.683;0.056;0.184;0.694;0.707;0.716;0.721;0.689;0.714;0.689;0.688;0.692;0.721;0.919;0.884;0.857;0.093;0.045;0.134;0.884;0.919;0.134
ENST00000368912_90_90;0.722;0.919;0.691;0.698;0.711;0.347;0.112;0.711;0.371;0.145;0.465;0.691;0.666;0.411;0.663;0.321;0.667;0.691;0.663;0.411;0.039;0.022;0.149;0.163;0.0;0.129;0.93;1.0;0.971;0.93;0.376;0.372;0.715;0.692;0.692;0.098;0.154;0.702;0.715;0.668;0.673;0.697;0.667;0.697;0.695;0.688;0.673;0.857;0.895;0.922;0.092;0.044;0.132;0.895;0.857;0.132
ENST00000368913_90_90;0.748;0.948;0.714;0.722;0.736;0.338;0.108;0.736;0.362;0.14;0.453;0.714;0.691;0.439;0.688;0.348;0.693;0.714;0.688;0.439;0.037;0.021;0.177;0.159;0.0;0.124;0.96;0.971;1.0;0.96;0.403;0.399;0.74;0.718;0.716;0.095;0.177;0.726;0.74;0.692;0.698;0.721;0.691;0.721;0.72;0.712;0.698;0.884;0.923;0.895;0.089;0.043;0.129;0.923;0.884;0.129
ENST00000368914_90_90;0.714;0.908;0.683;0.696;0.709;0.345;0.113;0.709;0.333;0.146;0.469;0.682;0.714;0.447;0.711;0.362;0.716;0.682;0.711;0.447;0.039;0.022;0.184;0.121;0.0;0.13;1.0;0.93;0.96;1.0;0.419;0.415;0.707;0.742;0.683;0.056;0.184;0.694;0.707;0.716;0.721;0.689;0.714;0.689;0.688;0.692;0.721;0.919;0.884;0.857;0.093;0.045;0.134;0.884;0.919;0.134
ENST00000613223_90_90;0.311;0.38;0.3;0.305;0.311;0.112;0.223;0.311;0.103;0.283;0.102;0.304;0.325;0.353;0.33;0.423;0.336;0.304;0.33;0.353;0.0;0.046;0.355;0.0;0.0;0.252;0.419;0.376;0.403;0.419;1.0;0.964;0.31;0.33;0.318;0.0;0.355;0.304;0.31;0.33;0.336;0.313;0.321;0.313;0.304;0.306;0.336;0.384;0.37;0.344;0.189;0.094;0.269;0.37;0.384;0.269
ENST00000621728_90_90;0.308;0.376;0.297;0.302;0.308;0.108;0.225;0.308;0.098;0.286;0.092;0.301;0.322;0.355;0.327;0.426;0.332;0.301;0.327;0.355;0.0;0.046;0.358;0.0;0.0;0.254;0.415;0.372;0.399;0.415;0.964;1.0;0.307;0.327;0.314;0.0;0.358;0.301;0.307;0.327;0.332;0.309;0.317;0.309;0.301;0.303;0.332;0.381;0.366;0.34;0.191;0.095;0.272;0.366;0.381;0.272
ENSMUST00000019791_90_90;0.988;0.75;0.789;0.966;0.988;0.474;0.113;0.988;0.527;0.142;0.623;0.789;0.755;0.432;0.76;0.342;0.766;0.789;0.76;0.432;0.034;0.024;0.172;0.154;0.0;0.123;0.707;0.715;0.74;0.707;0.31;0.307;1.0;0.93;0.942;0.134;0.177;0.978;1.0;0.766;0.772;0.807;0.754;0.807;0.795;0.787;0.772;0.692;0.724;0.7;0.067;0.025;0.098;0.724;0.692;0.098
ENSMUST00000076043_90_90;0.919;0.728;0.75;0.905;0.926;0.504;0.121;0.926;0.465;0.153;0.673;0.75;0.802;0.444;0.809;0.365;0.816;0.75;0.809;0.444;0.036;0.025;0.184;0.103;0.0;0.133;0.742;0.692;0.718;0.742;0.33;0.327;0.93;1.0;0.873;0.065;0.19;0.909;0.93;0.815;0.822;0.766;0.802;0.766;0.756;0.761;0.822;0.726;0.702;0.676;0.072;0.027;0.105;0.702;0.726;0.105
ENSMUST00000115449_90_90;0.946;0.727;0.775;0.91;0.93;0.485;0.115;0.93;0.545;0.146;0.572;0.775;0.734;0.411;0.736;0.316;0.741;0.775;0.736;0.411;0.037;0.024;0.177;0.165;0.0;0.127;0.683;0.692;0.716;0.683;0.318;0.314;0.942;0.873;1.0;0.124;0.181;0.922;0.942;0.74;0.746;0.788;0.735;0.788;0.781;0.773;0.746;0.668;0.702;0.677;0.068;0.026;0.101;0.702;0.668;0.101
ENSMUST00000123228_90_90;0.13;0.095;0.103;0.127;0.13;0.007;0.0;0.13;0.103;0.0;0.091;0.101;0.05;0.111;0.048;0.0;0.045;0.101;0.048;0.111;0.194;0.0;0.0;0.321;0.0;0.0;0.056;0.098;0.095;0.056;0.0;0.0;0.134;0.065;0.124;1.0;0.0;0.131;0.134;0.048;0.045;0.097;0.052;0.097;0.101;0.092;0.045;0.056;0.095;0.097;0.0;0.0;0.0;0.095;0.056;0.0
ENSMUST00000126684_90_90;0.177;0.182;0.158;0.174;0.177;0.0;0.663;0.177;0.0;0.819;0.0;0.16;0.171;0.355;0.174;0.474;0.177;0.16;0.174;0.355;0.0;0.139;0.893;0.0;0.0;0.688;0.184;0.154;0.177;0.184;0.355;0.358;0.177;0.19;0.181;0.0;1.0;0.173;0.177;0.174;0.177;0.165;0.168;0.165;0.16;0.161;0.177;0.183;0.176;0.153;0.35;0.134;0.491;0.176;0.183;0.491
ENSMUST00000135790_90_90;0.966;0.736;0.788;0.988;0.966;0.464;0.111;0.966;0.515;0.139;0.609;0.788;0.754;0.423;0.746;0.335;0.75;0.788;0.746;0.423;0.041;0.023;0.169;0.16;0.0;0.121;0.694;0.702;0.726;0.694;0.304;0.301;0.978;0.909;0.922;0.131;0.173;1.0;0.978;0.751;0.756;0.791;0.754;0.791;0.794;0.786;0.756;0.678;0.711;0.686;0.065;0.024;0.096;0.711;0.678;0.096
ENSMUST00000156422_90_90;0.988;0.75;0.789;0.966;0.988;0.474;0.113;0.988;0.527;0.142;0.623;0.789;0.755;0.432;0.76;0.342;0.766;0.789;0.76;0.432;0.034;0.024;0.172;0.154;0.0;0.123;0.707;0.715;0.74;0.707;0.31;0.307;1.0;0.93;0.942;0.134;0.177;0.978;1.0;0.766;0.772;0.807;0.754;0.807;0.795;0.787;0.772;0.692;0.724;0.7;0.067;0.025;0.098;0.724;0.692;0.098
ENSMUST00000051419_90_90;0.762;0.703;0.896;0.748;0.762;0.407;0.108;0.762;0.379;0.139;0.53;0.867;0.933;0.449;0.984;0.366;0.966;0.867;0.984;0.449;0.042;0.03;0.185;0.113;0.0;0.135;0.716;0.668;0.692;0.716;0.33;0.327;0.766;0.815;0.74;0.048;0.174;0.751;0.766;1.0;0.982;0.909;0.966;0.909;0.88;0.887;0.982;0.7;0.677;0.653;0.065;0.026;0.098;0.677;0.7;0.098
ENSMUST00000076335_90_90;0.768;0.708;0.88;0.752;0.768;0.414;0.111;0.768;0.385;0.141;0.533;0.881;0.95;0.456;0.966;0.372;0.984;0.881;0.966;0.456;0.025;0.03;0.189;0.101;0.0;0.137;0.721;0.673;0.698;0.721;0.336;0.332;0.772;0.822;0.746;0.045;0.177;0.756;0.772;0.982;1.0;0.924;0.948;0.924;0.894;0.902;1.0;0.705;0.682;0.657;0.066;0.026;0.099;0.682;0.705;0.099
ENSMUST00000077847_90_90;0.809;0.732;0.953;0.782;0.797;0.389;0.102;0.797;0.433;0.131;0.496;0.954;0.881;0.452;0.895;0.347;0.91;0.954;0.895;0.452;0.022;0.028;0.175;0.173;0.0;0.127;0.689;0.697;0.721;0.689;0.313;0.309;0.807;0.766;0.788;0.097;0.165;0.791;0.807;0.909;0.924;1.0;0.88;1.0;0.968;0.959;0.924;0.673;0.706;0.682;0.061;0.025;0.092;0.706;0.673;0.092
ENSMUST00000078621_90_90;0.751;0.701;0.927;0.75;0.751;0.393;0.105;0.751;0.372;0.134;0.522;0.893;0.961;0.435;0.951;0.355;0.933;0.893;0.951;0.435;0.072;0.028;0.179;0.141;0.0;0.131;0.714;0.667;0.691;0.714;0.321;0.317;0.754;0.802;0.735;0.052;0.168;0.754;0.754;0.966;0.948;0.88;1.0;0.88;0.911;0.919;0.948;0.699;0.676;0.652;0.062;0.025;0.094;0.676;0.699;0.094
ENSMUST00000103238_90_90;0.809;0.732;0.953;0.782;0.797;0.389;0.102;0.797;0.433;0.131;0.496;0.954;0.881;0.452;0.895;0.347;0.91;0.954;0.895;0.452;0.022;0.028;0.175;0.173;0.0;0.127;0.689;0.697;0.721;0.689;0.313;0.309;0.807;0.766;0.788;0.097;0.165;0.791;0.807;0.909;0.924;1.0;0.88;1.0;0.968;0.959;0.924;0.673;0.706;0.682;0.061;0.025;0.092;0.706;0.673;0.092
ENSMUST00000103239_90_90;0.797;0.729;0.984;0.784;0.785;0.377;0.099;0.785;0.424;0.127;0.49;0.979;0.907;0.439;0.867;0.337;0.881;0.979;0.867;0.439;0.051;0.028;0.169;0.201;0.0;0.123;0.688;0.695;0.72;0.688;0.304;0.301;0.795;0.756;0.781;0.101;0.16;0.794;0.795;0.88;0.894;0.968;0.911;0.968;1.0;0.991;0.894;0.672;0.704;0.681;0.059;0.024;0.089;0.704;0.672;0.089
ENSMUST00000103240_90_90;0.789;0.722;0.976;0.782;0.783;0.374;0.1;0.783;0.421;0.128;0.494;0.97;0.914;0.443;0.875;0.339;0.889;0.97;0.875;0.443;0.051;0.028;0.171;0.193;0.0;0.124;0.692;0.688;0.712;0.692;0.306;0.303;0.787;0.761;0.773;0.092;0.161;0.786;0.787;0.887;0.902;0.959;0.919;0.959;0.991;1.0;0.902;0.677;0.697;0.673;0.06;0.024;0.089;0.697;0.677;0.089
ENSMUST00000103241_90_90;0.768;0.708;0.88;0.752;0.768;0.414;0.111;0.768;0.385;0.141;0.533;0.881;0.95;0.456;0.966;0.372;0.984;0.881;0.966;0.456;0.025;0.03;0.189;0.101;0.0;0.137;0.721;0.673;0.698;0.721;0.336;0.332;0.772;0.822;0.746;0.045;0.177;0.756;0.772;0.982;1.0;0.924;0.948;0.924;0.894;0.902;1.0;0.705;0.682;0.657;0.066;0.026;0.099;0.682;0.705;0.099
ENSMUST00000090821_90_90;0.699;0.894;0.669;0.68;0.694;0.331;0.112;0.694;0.321;0.145;0.454;0.668;0.699;0.444;0.695;0.36;0.7;0.668;0.695;0.444;0.039;0.022;0.183;0.12;0.0;0.129;0.919;0.857;0.884;0.919;0.384;0.381;0.692;0.726;0.668;0.056;0.183;0.678;0.692;0.7;0.705;0.673;0.699;0.673;0.672;0.677;0.705;1.0;0.96;0.931;0.097;0.05;0.138;0.96;1.0;0.138
ENSMUST00000090823_90_90;0.732;0.933;0.7;0.708;0.72;0.325;0.108;0.72;0.35;0.139;0.439;0.7;0.676;0.436;0.673;0.346;0.677;0.7;0.673;0.436;0.037;0.021;0.176;0.158;0.0;0.124;0.884;0.895;0.923;0.884;0.37;0.366;0.724;0.702;0.702;0.095;0.176;0.711;0.724;0.677;0.682;0.706;0.676;0.706;0.704;0.697;0.682;0.96;1.0;0.971;0.093;0.047;0.133;1.0;0.96;0.133
ENSMUST00000107217_90_90;0.707;0.905;0.677;0.683;0.697;0.333;0.11;0.697;0.358;0.144;0.451;0.675;0.652;0.409;0.648;0.319;0.653;0.675;0.648;0.409;0.038;0.022;0.148;0.162;0.0;0.128;0.857;0.922;0.895;0.857;0.344;0.34;0.7;0.676;0.677;0.097;0.153;0.686;0.7;0.653;0.657;0.682;0.652;0.682;0.681;0.673;0.657;0.931;0.971;1.0;0.096;0.049;0.136;0.971;0.931;0.136
ENSMUST00000131620_90_90;0.067;0.084;0.058;0.066;0.067;0.0;0.524;0.067;0.0;0.422;0.0;0.059;0.064;0.133;0.065;0.176;0.066;0.059;0.065;0.133;0.0;0.212;0.318;0.0;0.0;0.419;0.093;0.092;0.089;0.093;0.189;0.191;0.067;0.072;0.068;0.0;0.35;0.065;0.067;0.065;0.066;0.061;0.062;0.061;0.059;0.06;0.066;0.097;0.093;0.096;1.0;0.493;0.665;0.093;0.097;0.665
ENSMUST00000131742_90_90;0.025;0.038;0.023;0.024;0.025;0.0;0.192;0.025;0.0;0.158;0.0;0.024;0.026;0.056;0.026;0.075;0.026;0.024;0.026;0.056;0.0;0.433;0.133;0.0;0.0;0.172;0.045;0.044;0.043;0.045;0.094;0.095;0.025;0.027;0.026;0.0;0.134;0.024;0.025;0.026;0.026;0.025;0.025;0.025;0.024;0.024;0.026;0.05;0.047;0.049;0.493;1.0;0.33;0.047;0.05;0.33
