;ENSCAFT00000011194_90_90;ENST00000313726_90_90;ENST00000524757_90_90;ENST00000525169_90_90;ENST00000526057_90_90;ENST00000526062_90_90;ENST00000526099_90_90;ENST00000526126_90_90;ENST00000526155_90_90;ENST00000526241_90_90;ENST00000526757_90_90;ENST00000526828_90_90;ENST00000527347_90_90;ENST00000527392_90_90;ENST00000527473_90_90;ENST00000527510_90_90;ENST00000527516_90_90;ENST00000527930_90_90;ENST00000528196_90_90;ENST00000528523_90_90;ENST00000528527_90_90;ENST00000530338_90_90;ENST00000530438_90_90;ENST00000530580_90_90;ENST00000530593_90_90;ENST00000530938_90_90;ENST00000530959_90_90;ENST00000530991_90_90;ENST00000531060_90_90;ENST00000531093_90_90;ENST00000531578_90_90;ENST00000532734_90_90;ENST00000533016_90_90;ENST00000533020_90_90;ENST00000533225_90_90;ENST00000533471_90_90;ENST00000533580_90_90;ENST00000533681_90_90;ENST00000534127_90_90;ENST00000534248_90_90;ENST00000534278_90_90;ENST00000534665_90_90;ENST00000626808_90_90;ENSMUST00000077909_90_90;ENSMUST00000079282_90_90;ENSMUST00000084738_90_90;ENSMUST00000168005_90_90;ENSMUST00000207394_90_90;ENSMUST00000207745_90_90;ENSMUST00000208583_90_90;ENSMUST00000208734_90_90
ENST00000530580_90_90;0.154;0.158;0.111;0.128;0.196;0.0;0.157;0.449;0.075;0.07;0.278;0.118;0.081;0.116;0.095;0.863;0.089;0.06;0.879;0.065;0.127;0.0;0.278;1.0;0.111;0.102;0.071;0.07;0.22;0.556;0.144;0.429;0.076;0.09;0.508;0.102;0.067;0.068;0.158;0.076;0.0;0.138;0.429;0.155;0.155;0.273;0.273;0.09;0.321;0.087;0.149
ENST00000530593_90_90;0.218;0.221;0.0;0.0;0.323;0.0;0.427;0.0;0.0;0.0;0.386;0.0;0.0;0.0;0.0;0.114;0.0;0.0;0.176;0.0;0.688;0.306;0.386;0.111;1.0;0.0;0.0;0.496;0.377;0.0;0.0;0.442;0.0;0.728;0.0;0.0;0.0;0.0;0.221;0.0;0.0;0.0;0.442;0.221;0.221;0.384;0.384;0.0;0.0;0.0;0.0
ENST00000530938_90_90;0.099;0.095;0.816;0.485;0.0;0.0;0.0;0.162;0.503;0.435;0.032;0.639;0.565;0.718;0.794;0.101;0.708;0.342;0.095;0.386;0.0;0.0;0.032;0.102;0.0;1.0;0.449;0.0;0.0;0.148;0.252;0.05;0.52;0.0;0.153;1.0;0.413;0.415;0.095;0.52;0.0;0.346;0.05;0.1;0.1;0.032;0.032;0.706;0.187;0.658;0.252
ENST00000530959_90_90;0.24;0.231;0.363;0.222;0.0;0.0;0.0;0.095;0.893;0.967;0.027;0.293;0.794;0.323;0.561;0.07;0.629;0.762;0.067;0.85;0.0;0.0;0.027;0.071;0.0;0.449;1.0;0.0;0.0;0.091;0.122;0.041;0.656;0.0;0.092;0.449;0.87;0.916;0.231;0.86;0.0;0.16;0.041;0.234;0.234;0.027;0.027;0.649;0.104;0.698;0.124
ENST00000530991_90_90;0.457;0.465;0.0;0.0;0.175;0.106;0.876;0.0;0.0;0.0;0.791;0.0;0.0;0.0;0.0;0.071;0.0;0.0;0.112;0.0;0.397;0.14;0.791;0.07;0.496;0.0;0.0;1.0;0.211;0.0;0.0;0.309;0.0;0.669;0.0;0.0;0.0;0.0;0.465;0.0;0.399;0.0;0.309;0.461;0.461;0.781;0.781;0.0;0.0;0.0;0.0
ENST00000531060_90_90;0.121;0.114;0.0;0.0;0.496;0.0;0.218;0.0;0.0;0.0;0.198;0.0;0.0;0.0;0.0;0.224;0.0;0.0;0.309;0.0;0.452;0.0;0.198;0.22;0.377;0.0;0.0;0.211;1.0;0.0;0.0;0.297;0.0;0.292;0.0;0.0;0.0;0.0;0.114;0.0;0.0;0.0;0.297;0.123;0.123;0.215;0.215;0.0;0.0;0.0;0.0
ENST00000531093_90_90;0.081;0.087;0.169;0.21;0.0;0.0;0.036;0.803;0.099;0.09;0.153;0.185;0.108;0.178;0.134;0.552;0.122;0.074;0.49;0.083;0.0;0.0;0.153;0.556;0.0;0.148;0.091;0.0;0.0;1.0;0.257;0.238;0.101;0.0;0.91;0.148;0.085;0.087;0.087;0.101;0.0;0.237;0.238;0.082;0.082;0.143;0.143;0.125;0.589;0.119;0.274
ENST00000531578_90_90;0.021;0.02;0.316;0.5;0.0;0.0;0.0;0.309;0.137;0.119;0.035;0.38;0.153;0.35;0.21;0.143;0.186;0.093;0.128;0.107;0.0;0.0;0.035;0.144;0.0;0.252;0.122;0.0;0.0;0.257;1.0;0.059;0.14;0.0;0.275;0.252;0.111;0.115;0.02;0.14;0.0;0.695;0.059;0.021;0.021;0.036;0.036;0.185;0.474;0.174;1.0
ENST00000532734_90_90;0.312;0.297;0.053;0.056;0.197;0.0;0.385;0.189;0.042;0.041;0.5;0.054;0.043;0.054;0.048;0.432;0.046;0.092;0.491;0.038;0.491;0.111;0.5;0.429;0.442;0.05;0.041;0.309;0.297;0.238;0.059;1.0;0.067;0.408;0.215;0.05;0.061;0.04;0.297;0.042;0.0;0.058;1.0;0.316;0.316;0.549;0.549;0.052;0.148;0.051;0.069
ENST00000533016_90_90;0.177;0.165;0.42;0.257;0.0;0.0;0.0;0.105;0.726;0.636;0.028;0.338;0.803;0.373;0.651;0.076;0.73;0.575;0.072;0.565;0.0;0.0;0.028;0.076;0.0;0.52;0.656;0.0;0.0;0.101;0.14;0.067;1.0;0.0;0.103;0.52;0.691;0.605;0.165;0.75;0.0;0.184;0.067;0.169;0.169;0.029;0.029;0.855;0.129;0.919;0.16
ENST00000533020_90_90;0.303;0.303;0.0;0.0;0.244;0.0;0.58;0.0;0.0;0.0;0.524;0.0;0.0;0.0;0.0;0.093;0.0;0.0;0.145;0.0;0.584;0.215;0.524;0.09;0.728;0.0;0.0;0.669;0.292;0.0;0.0;0.408;0.0;1.0;0.0;0.0;0.0;0.0;0.303;0.0;0.073;0.0;0.408;0.305;0.305;0.525;0.525;0.0;0.0;0.0;0.0
ENST00000533225_90_90;0.071;0.078;0.175;0.221;0.0;0.0;0.018;0.876;0.101;0.091;0.137;0.194;0.11;0.185;0.136;0.504;0.126;0.075;0.448;0.084;0.0;0.0;0.137;0.508;0.0;0.153;0.092;0.0;0.0;0.91;0.275;0.215;0.103;0.0;1.0;0.153;0.086;0.088;0.078;0.103;0.0;0.252;0.215;0.072;0.072;0.124;0.124;0.128;0.645;0.122;0.301
ENST00000533471_90_90;0.099;0.095;0.816;0.485;0.0;0.0;0.0;0.162;0.503;0.435;0.032;0.639;0.565;0.718;0.794;0.101;0.708;0.342;0.095;0.386;0.0;0.0;0.032;0.102;0.0;1.0;0.449;0.0;0.0;0.148;0.252;0.05;0.52;0.0;0.153;1.0;0.413;0.415;0.095;0.52;0.0;0.346;0.05;0.1;0.1;0.032;0.032;0.706;0.187;0.658;0.252
ENST00000533580_90_90;0.231;0.215;0.335;0.204;0.0;0.0;0.0;0.088;0.825;0.844;0.026;0.269;0.734;0.296;0.518;0.067;0.581;0.748;0.064;0.75;0.0;0.0;0.026;0.067;0.0;0.413;0.87;0.0;0.0;0.085;0.111;0.061;0.691;0.0;0.086;0.413;1.0;0.803;0.215;0.795;0.0;0.147;0.061;0.224;0.224;0.028;0.028;0.649;0.102;0.698;0.12
ENST00000533681_90_90;0.271;0.26;0.335;0.207;0.0;0.0;0.0;0.09;0.817;0.947;0.026;0.272;0.728;0.298;0.516;0.068;0.579;0.835;0.065;0.927;0.0;0.0;0.026;0.068;0.0;0.415;0.916;0.0;0.0;0.087;0.115;0.04;0.605;0.0;0.088;0.415;0.803;1.0;0.26;0.788;0.0;0.149;0.04;0.255;0.255;0.027;0.027;0.613;0.101;0.657;0.119
ENST00000534127_90_90;0.99;1.0;0.079;0.044;0.074;0.051;0.51;0.068;0.206;0.241;0.584;0.058;0.183;0.068;0.126;0.159;0.14;0.264;0.181;0.282;0.177;0.067;0.584;0.158;0.221;0.095;0.231;0.465;0.114;0.087;0.02;0.297;0.165;0.303;0.078;0.095;0.215;0.26;1.0;0.197;0.196;0.031;0.297;0.99;0.99;0.575;0.575;0.15;0.046;0.162;0.022
ENST00000534248_90_90;0.205;0.197;0.421;0.257;0.0;0.0;0.0;0.105;0.964;0.832;0.028;0.339;0.924;0.373;0.652;0.076;0.731;0.655;0.072;0.732;0.0;0.0;0.028;0.076;0.0;0.52;0.86;0.0;0.0;0.101;0.14;0.042;0.75;0.0;0.103;0.52;0.795;0.788;0.197;1.0;0.0;0.185;0.042;0.197;0.197;0.029;0.029;0.758;0.117;0.815;0.143
ENST00000534278_90_90;0.192;0.196;0.0;0.0;0.0;0.243;0.358;0.0;0.0;0.0;0.325;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.325;0.0;0.0;0.0;0.0;0.399;0.0;0.0;0.0;0.0;0.0;0.073;0.0;0.0;0.0;0.0;0.196;0.0;1.0;0.0;0.0;0.192;0.192;0.318;0.318;0.0;0.0;0.0;0.0
ENST00000534665_90_90;0.033;0.031;0.428;0.709;0.0;0.0;0.0;0.276;0.179;0.155;0.035;0.536;0.201;0.481;0.28;0.136;0.249;0.122;0.123;0.139;0.0;0.0;0.035;0.138;0.0;0.346;0.16;0.0;0.0;0.237;0.695;0.058;0.184;0.0;0.252;0.346;0.147;0.149;0.031;0.185;0.0;1.0;0.058;0.032;0.032;0.036;0.036;0.248;0.378;0.232;0.695
ENST00000626808_90_90;0.312;0.297;0.053;0.056;0.197;0.0;0.385;0.189;0.042;0.041;0.5;0.054;0.043;0.054;0.048;0.432;0.046;0.092;0.491;0.038;0.491;0.111;0.5;0.429;0.442;0.05;0.041;0.309;0.297;0.238;0.059;1.0;0.067;0.408;0.215;0.05;0.061;0.04;0.297;0.042;0.0;0.058;1.0;0.316;0.316;0.549;0.549;0.052;0.148;0.051;0.069
ENSMUST00000077909_90_90;1.0;0.99;0.083;0.046;0.078;0.054;0.515;0.06;0.208;0.244;0.575;0.061;0.183;0.072;0.123;0.157;0.138;0.268;0.181;0.278;0.185;0.07;0.575;0.155;0.221;0.1;0.234;0.461;0.123;0.082;0.021;0.316;0.169;0.305;0.072;0.1;0.224;0.255;0.99;0.197;0.192;0.032;0.316;1.0;1.0;0.594;0.594;0.144;0.045;0.155;0.021
ENSMUST00000079282_90_90;1.0;0.99;0.083;0.046;0.078;0.054;0.515;0.06;0.208;0.244;0.575;0.061;0.183;0.072;0.123;0.157;0.138;0.268;0.181;0.278;0.185;0.07;0.575;0.155;0.221;0.1;0.234;0.461;0.123;0.082;0.021;0.316;0.169;0.305;0.072;0.1;0.224;0.255;0.99;0.197;0.192;0.032;0.316;1.0;1.0;0.594;0.594;0.144;0.045;0.155;0.021
ENSMUST00000084738_90_90;0.601;0.575;0.033;0.035;0.14;0.094;0.877;0.104;0.028;0.027;0.981;0.034;0.029;0.034;0.032;0.274;0.03;0.026;0.318;0.026;0.322;0.117;0.981;0.273;0.384;0.032;0.027;0.781;0.215;0.143;0.036;0.549;0.029;0.525;0.124;0.032;0.028;0.027;0.575;0.029;0.318;0.036;0.549;0.594;0.594;1.0;1.0;0.03;0.075;0.029;0.035
ENSMUST00000168005_90_90;0.601;0.575;0.033;0.035;0.14;0.094;0.877;0.104;0.028;0.027;0.981;0.034;0.029;0.034;0.032;0.274;0.03;0.026;0.318;0.026;0.322;0.117;0.981;0.273;0.384;0.032;0.027;0.781;0.215;0.143;0.036;0.549;0.029;0.525;0.124;0.032;0.028;0.027;0.575;0.029;0.318;0.036;0.549;0.594;0.594;1.0;1.0;0.03;0.075;0.029;0.035
ENSMUST00000207394_90_90;0.146;0.15;0.573;0.347;0.0;0.0;0.0;0.134;0.73;0.627;0.03;0.457;0.824;0.507;0.841;0.089;0.948;0.563;0.084;0.566;0.0;0.0;0.03;0.09;0.0;0.706;0.649;0.0;0.0;0.125;0.185;0.052;0.855;0.0;0.128;0.706;0.649;0.613;0.15;0.758;0.0;0.248;0.052;0.144;0.144;0.03;0.03;1.0;0.145;0.93;0.185
ENSMUST00000207745_90_90;0.045;0.046;0.219;0.307;0.0;0.0;0.0;0.748;0.115;0.102;0.079;0.256;0.127;0.238;0.166;0.317;0.15;0.092;0.285;0.094;0.0;0.0;0.079;0.321;0.0;0.187;0.104;0.0;0.0;0.589;0.474;0.148;0.129;0.0;0.645;0.187;0.102;0.101;0.046;0.117;0.0;0.378;0.148;0.045;0.045;0.075;0.075;0.145;1.0;0.138;0.474
ENSMUST00000208583_90_90;0.158;0.162;0.534;0.323;0.0;0.0;0.0;0.127;0.784;0.674;0.03;0.425;0.885;0.473;0.782;0.087;0.882;0.605;0.081;0.607;0.0;0.0;0.03;0.087;0.0;0.658;0.698;0.0;0.0;0.119;0.174;0.051;0.919;0.0;0.122;0.658;0.698;0.657;0.162;0.815;0.0;0.232;0.051;0.155;0.155;0.029;0.029;0.93;0.138;1.0;0.174
ENSMUST00000208734_90_90;0.021;0.022;0.316;0.5;0.0;0.0;0.0;0.352;0.139;0.121;0.037;0.38;0.156;0.35;0.217;0.147;0.192;0.108;0.132;0.111;0.0;0.0;0.037;0.149;0.0;0.252;0.124;0.0;0.0;0.274;1.0;0.069;0.16;0.0;0.301;0.252;0.12;0.119;0.022;0.143;0.0;0.695;0.069;0.021;0.021;0.035;0.035;0.185;0.474;0.174;1.0
