;ENSCAFT00000007452_90_90;ENSCAFT00000018571_90_90;ENSCAFT00000021391_90_90;ENSCAFT00000021394_90_90;ENSCAFT00000021397_90_90;ENST00000227348_90_90;ENST00000533709_90_90;ENST00000252483_90_90;ENST00000252485_90_90;ENST00000585601_90_90;ENST00000591581_90_90;ENST00000592018_90_90;ENST00000331581_90_90;ENST00000452722_90_90;ENST00000536727_90_90;ENST00000537058_90_90;ENST00000540951_90_90;ENST00000542447_90_90;ENST00000542450_90_90;ENST00000543249_90_90;ENST00000543540_90_90;ENST00000545094_90_90;ENST00000545380_90_90;ENST00000612235_90_90;ENST00000616271_90_90;ENSMUST00000034519_90_90;ENSMUST00000180384_90_90;ENSMUST00000180872_90_90;ENSMUST00000188848_90_90;ENSMUST00000034581_90_90;ENSMUST00000085909_90_90;ENSMUST00000114547_90_90;ENSMUST00000114548_90_90;ENSMUST00000143026_90_90;ENSMUST00000152459_90_90;ENSMUST00000214542_90_90;ENSMUST00000075447_90_90;ENSMUST00000108450_90_90
ENST00000545380_90_90;0.905;0.874;0.902;0.778;0.892;0.811;0.214;0.899;0.899;0.0;0.258;0.0;0.871;0.925;0.931;0.898;0.051;0.993;0.383;0.42;0.295;0.44;1.0;0.868;0.849;0.888;0.908;0.878;0.898;0.993;0.898;0.925;0.961;0.927;0.871;0.053;0.894;0.894
ENST00000612235_90_90;0.832;0.803;0.788;0.761;0.88;0.703;0.138;0.82;0.82;0.0;0.18;0.0;0.757;0.804;0.809;0.78;0.0;0.862;0.429;0.47;0.331;0.493;0.868;1.0;0.83;0.816;0.837;0.952;0.827;0.873;0.789;0.814;0.845;0.936;0.766;0.0;0.812;0.812
ENST00000616271_90_90;0.979;0.969;0.911;0.92;0.949;0.875;0.33;0.978;0.978;0.0;0.337;0.0;0.913;0.91;0.849;0.94;0.0;0.844;0.361;0.396;0.278;0.415;0.849;0.83;1.0;0.816;0.837;0.952;0.827;0.849;0.946;0.916;0.88;0.789;0.918;0.0;0.976;0.976
ENSMUST00000034519_90_90;1.0;1.0;0.947;0.842;0.842;0.953;0.0;1.0;1.0;0.0;0.0;0.0;0.898;0.898;0.898;0.898;0.147;0.898;0.579;0.551;0.442;0.592;0.888;0.816;0.816;1.0;0.974;0.737;0.966;0.937;0.937;0.937;0.937;0.937;0.937;0.141;1.0;1.0
ENSMUST00000180384_90_90;1.0;1.0;0.968;0.863;0.863;0.984;0.0;1.0;1.0;0.0;0.0;0.0;0.918;0.918;0.918;0.918;0.144;0.918;0.567;0.571;0.433;0.612;0.908;0.837;0.837;0.974;1.0;0.763;0.991;0.958;0.958;0.958;0.958;0.958;0.958;0.138;1.0;1.0
ENSMUST00000180872_90_90;1.0;1.0;0.849;0.952;0.952;0.938;0.0;1.0;1.0;0.0;0.0;0.0;0.868;0.868;0.868;0.868;0.0;0.868;0.696;0.659;0.532;0.687;0.878;0.952;0.952;0.737;0.763;1.0;0.754;0.859;0.859;0.859;0.859;0.859;0.859;0.0;1.0;1.0
ENSMUST00000188848_90_90;0.98;0.984;0.958;0.853;0.853;0.969;0.0;0.978;0.978;0.0;0.0;0.0;0.908;0.908;0.908;0.908;0.146;0.908;0.573;0.561;0.438;0.602;0.898;0.827;0.827;0.966;0.991;0.754;1.0;0.947;0.947;0.947;0.947;0.947;0.947;0.14;0.976;0.976
ENSMUST00000034581_90_90;0.905;0.874;0.91;0.769;0.881;0.811;0.214;0.899;0.899;0.0;0.258;0.0;0.877;0.932;0.938;0.904;0.059;1.0;0.38;0.42;0.293;0.44;0.993;0.873;0.849;0.937;0.958;0.859;0.947;1.0;0.905;0.933;0.968;0.928;0.879;0.07;0.894;0.894
ENSMUST00000085909_90_90;0.979;0.969;0.97;0.861;0.887;0.902;0.321;0.978;0.978;0.0;0.337;0.0;0.971;0.97;0.906;1.0;0.054;0.904;0.343;0.38;0.265;0.398;0.898;0.789;0.946;0.937;0.958;0.859;0.947;0.905;1.0;0.97;0.935;0.84;0.971;0.063;0.976;0.976
ENSMUST00000114547_90_90;0.958;0.937;0.941;0.832;0.914;0.866;0.286;0.955;0.955;0.0;0.315;0.0;0.942;1.0;0.877;0.97;0.055;0.932;0.354;0.391;0.273;0.41;0.925;0.814;0.916;0.937;0.958;0.859;0.947;0.933;0.97;1.0;0.905;0.866;0.942;0.065;0.953;0.953
ENSMUST00000114548_90_90;0.926;0.906;0.94;0.798;0.855;0.847;0.25;0.921;0.921;0.0;0.281;0.0;0.906;0.904;0.969;0.934;0.057;0.968;0.368;0.406;0.284;0.426;0.961;0.845;0.88;0.937;0.958;0.859;0.947;0.968;0.935;0.905;1.0;0.899;0.908;0.067;0.918;0.918
ENSMUST00000143026_90_90;0.832;0.803;0.849;0.711;0.819;0.73;0.134;0.82;0.82;0.0;0.18;0.0;0.819;0.87;0.875;0.843;0.063;0.933;0.407;0.45;0.314;0.471;0.927;0.936;0.789;0.937;0.958;0.859;0.947;0.928;0.84;0.866;0.899;1.0;0.816;0.074;0.812;0.812
ENSMUST00000152459_90_90;1.0;1.0;0.943;0.89;0.861;0.938;0.357;1.0;1.0;0.0;0.36;0.0;1.0;0.942;0.936;0.971;0.052;0.877;0.333;0.368;0.257;0.386;0.871;0.766;0.918;0.937;0.958;0.859;0.947;0.879;0.971;0.942;0.908;0.816;1.0;0.061;1.0;1.0
ENSMUST00000214542_90_90;0.0;0.0;0.073;0.0;0.0;0.029;0.0;0.0;0.0;0.0;0.0;0.0;0.052;0.055;0.056;0.054;1.0;0.059;0.0;0.0;0.0;0.0;0.053;0.0;0.0;0.141;0.138;0.0;0.14;0.07;0.063;0.065;0.067;0.074;0.061;1.0;0.0;0.0
ENSMUST00000075447_90_90;0.99;1.0;0.965;0.941;0.941;0.913;0.42;1.0;0.835;0.04;0.376;0.02;1.0;0.953;0.941;0.976;0.0;0.894;0.341;0.376;0.271;0.4;0.894;0.812;0.976;1.0;1.0;1.0;0.976;0.894;0.976;0.953;0.918;0.812;1.0;0.0;1.0;0.82
ENSMUST00000108450_90_90;0.939;1.0;0.965;0.941;0.941;0.913;0.42;0.835;1.0;0.05;0.39;0.0;1.0;0.953;0.941;0.976;0.0;0.894;0.341;0.376;0.271;0.4;0.894;0.812;0.976;1.0;1.0;1.0;0.976;0.894;0.976;0.953;0.918;0.812;1.0;0.0;0.82;1.0
