;transcript10_ENSHGLG00100003156;transcript17_ENSHGLG00100003156;transcript20_ENSHGLG00100003156;transcript13_ENSHGLG00000019563;transcript17_ENSHGLG00000019563;transcript25_ENSHGLG00000019563;transcript26_ENSHGLG00000019563;transcript27_ENSHGLG00000019563;transcript0_ENSHGLG00100006079;transcript13_ENSHGLG00100006079;transcript20_ENSHGLG00100006079;transcript21_ENSHGLG00100006079;transcript22_ENSHGLG00100006079;transcript0_ENSMUNG00000002391;transcript21_ENSMUNG00000002391;transcript22_ENSMUNG00000002391;transcript8_ENSAPOG00000016134;transcript10_ENSAPOG00000016134;transcript12_ENSAPOG00000016134;transcript17_ENSAPOG00000016134;transcript20_ENSAPOG00000016134;transcript7_ENSAPOG00000023408;transcript12_ENSAPOG00000023408;transcript22_ENSAPOG00000023408;transcript23_ENSAPOG00000023408;transcript24_ENSAPOG00000023408;transcript0_ENSPNYG00000024266;transcript0_ENSXMAG00000026005
transcript20_ENSHGLG00100006079;0.845;0.845;0.942;0.942;0.845;0.942;0.553;0.887;0.89;1.0;1.0;1.0;0.701;0.841;0.922;0.66;0.672;0.691;0.677;0.676;0.688;0.699;0.677;0.575;0.667;0.659;0.662;0.662
transcript21_ENSHGLG00100006079;0.845;0.845;0.942;0.942;0.845;0.942;0.553;0.887;0.89;1.0;1.0;1.0;0.701;0.841;0.922;0.66;0.672;0.691;0.677;0.676;0.688;0.699;0.677;0.575;0.667;0.659;0.662;0.662
transcript22_ENSHGLG00100006079;0.731;0.731;0.66;0.66;0.731;0.66;0.272;0.588;0.624;0.701;0.701;0.701;1.0;0.613;0.673;0.893;0.492;0.539;0.496;0.539;0.504;0.513;0.496;0.663;0.479;0.535;0.484;0.484
transcript0_ENSMUNG00000002391;0.838;0.838;0.894;0.894;0.838;0.894;0.54;0.743;0.897;0.841;0.841;0.841;0.613;1.0;0.91;0.667;0.714;0.681;0.72;0.667;0.731;0.742;0.72;0.574;0.698;0.717;0.704;0.704
transcript21_ENSMUNG00000002391;0.921;0.921;0.981;0.981;0.921;0.981;0.592;0.816;0.826;0.922;0.922;0.922;0.673;0.91;1.0;0.733;0.703;0.727;0.709;0.712;0.72;0.732;0.709;0.613;0.699;0.705;0.692;0.692
transcript22_ENSMUNG00000002391;0.796;0.796;0.718;0.718;0.796;0.718;0.33;0.553;0.591;0.66;0.66;0.66;0.893;0.667;0.733;1.0;0.516;0.567;0.52;0.567;0.528;0.537;0.52;0.694;0.504;0.56;0.508;0.508
transcript8_ENSAPOG00000016134;0.641;0.641;0.705;0.705;0.641;0.705;0.475;0.586;0.662;0.672;0.672;0.672;0.492;0.714;0.703;0.516;1.0;0.622;0.991;0.609;0.974;0.957;0.991;0.508;0.907;0.915;0.983;0.983
transcript10_ENSAPOG00000016134;0.685;0.685;0.714;0.714;0.685;0.714;0.49;0.62;0.636;0.691;0.691;0.691;0.539;0.681;0.727;0.567;0.622;1.0;0.627;0.978;0.637;0.648;0.627;0.787;0.615;0.661;0.612;0.612
transcript12_ENSAPOG00000016134;0.646;0.646;0.711;0.711;0.646;0.711;0.479;0.591;0.667;0.677;0.677;0.677;0.496;0.72;0.709;0.52;0.991;0.627;1.0;0.614;0.983;0.966;1.0;0.512;0.915;0.922;0.975;0.975
transcript17_ENSAPOG00000016134;0.67;0.67;0.699;0.699;0.67;0.699;0.476;0.606;0.623;0.676;0.676;0.676;0.539;0.667;0.712;0.567;0.609;0.978;0.614;1.0;0.624;0.634;0.614;0.787;0.602;0.647;0.6;0.6
transcript20_ENSAPOG00000016134;0.656;0.656;0.722;0.722;0.656;0.722;0.487;0.6;0.677;0.688;0.688;0.688;0.504;0.731;0.72;0.528;0.974;0.637;0.983;0.624;1.0;0.982;0.983;0.521;0.93;0.939;0.958;0.958
transcript7_ENSAPOG00000023408;0.667;0.667;0.734;0.734;0.667;0.734;0.496;0.61;0.687;0.699;0.699;0.699;0.513;0.742;0.732;0.537;0.957;0.648;0.966;0.634;0.982;1.0;0.966;0.529;0.947;0.955;0.941;0.941
transcript12_ENSAPOG00000023408;0.646;0.646;0.711;0.711;0.646;0.711;0.479;0.591;0.667;0.677;0.677;0.677;0.496;0.72;0.709;0.52;0.991;0.627;1.0;0.614;0.983;0.966;1.0;0.512;0.915;0.922;0.975;0.975
transcript22_ENSAPOG00000023408;0.614;0.614;0.602;0.602;0.614;0.602;0.357;0.5;0.53;0.575;0.575;0.575;0.663;0.574;0.613;0.694;0.508;0.787;0.512;0.787;0.521;0.529;0.512;1.0;0.496;0.553;0.5;0.5
transcript23_ENSAPOG00000023408;0.634;0.634;0.702;0.702;0.634;0.702;0.462;0.577;0.644;0.667;0.667;0.667;0.479;0.698;0.699;0.504;0.907;0.615;0.915;0.602;0.93;0.947;0.915;0.496;1.0;0.903;0.892;0.892
transcript24_ENSAPOG00000023408;0.681;0.681;0.694;0.694;0.681;0.694;0.453;0.569;0.649;0.659;0.659;0.659;0.535;0.717;0.705;0.56;0.915;0.661;0.922;0.647;0.939;0.955;0.922;0.553;0.903;1.0;0.899;0.899
transcript0_ENSPNYG00000024266;0.631;0.631;0.695;0.695;0.631;0.695;0.468;0.577;0.652;0.662;0.662;0.662;0.484;0.704;0.692;0.508;0.983;0.612;0.975;0.6;0.958;0.941;0.975;0.5;0.892;0.899;1.0;1.0
transcript0_ENSXMAG00000026005;0.631;0.631;0.695;0.695;0.631;0.695;0.468;0.577;0.652;0.662;0.662;0.662;0.484;0.704;0.692;0.508;0.983;0.612;0.975;0.6;0.958;0.941;0.975;0.5;0.892;0.899;1.0;1.0
