;ENSCAFT00000007452_90_90;ENSCAFT00000018571_90_90;ENSCAFT00000021391_90_90;ENSCAFT00000021394_90_90;ENSCAFT00000021397_90_90;ENST00000227348_90_90;ENST00000533709_90_90;ENST00000252483_90_90;ENST00000252485_90_90;ENST00000585601_90_90;ENST00000591581_90_90;ENST00000592018_90_90;ENST00000331581_90_90;ENST00000452722_90_90;ENST00000536727_90_90;ENST00000537058_90_90;ENST00000540951_90_90;ENST00000542447_90_90;ENST00000542450_90_90;ENST00000543249_90_90;ENST00000543540_90_90;ENST00000545094_90_90;ENST00000545380_90_90;ENST00000612235_90_90;ENST00000616271_90_90;ENSMUST00000034519_90_90;ENSMUST00000180384_90_90;ENSMUST00000180872_90_90;ENSMUST00000188848_90_90;ENSMUST00000034581_90_90;ENSMUST00000085909_90_90;ENSMUST00000114547_90_90;ENSMUST00000114548_90_90;ENSMUST00000143026_90_90;ENSMUST00000152459_90_90;ENSMUST00000214542_90_90;ENSMUST00000075447_90_90;ENSMUST00000108450_90_90
ENST00000591581_90_90;0.348;0.283;0.353;0.338;0.401;0.283;0.178;0.358;0.392;0.107;1.0;0.0;0.345;0.373;0.37;0.359;0.0;0.404;0.475;0.14;0.278;0.172;0.408;0.461;0.384;0.272;0.283;0.176;0.286;0.399;0.356;0.369;0.383;0.42;0.342;0.0;0.366;0.401
ENST00000592018_90_90;0.065;0.0;0.0;0.0;0.0;0.0;0.0;0.066;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.067;0.0
ENST00000331581_90_90;0.39;0.571;0.862;0.883;0.819;0.571;0.294;0.388;0.529;0.077;0.345;0.0;1.0;0.917;0.925;0.958;0.069;0.843;0.229;0.297;0.121;0.321;0.833;0.674;0.877;0.549;0.558;0.292;0.551;0.82;0.933;0.893;0.861;0.731;0.974;0.07;0.394;0.531
ENST00000452722_90_90;0.414;0.54;0.857;0.802;0.891;0.54;0.254;0.411;0.514;0.084;0.373;0.0;0.917;1.0;0.843;0.957;0.074;0.919;0.25;0.323;0.131;0.349;0.908;0.733;0.873;0.518;0.528;0.252;0.531;0.892;0.931;0.972;0.855;0.793;0.893;0.075;0.418;0.516
ENST00000536727_90_90;0.401;0.594;0.809;0.81;0.764;0.594;0.302;0.408;0.528;0.082;0.37;0.0;0.925;0.843;1.0;0.884;0.073;0.91;0.248;0.32;0.13;0.346;0.9;0.726;0.804;0.571;0.581;0.3;0.574;0.884;0.861;0.82;0.928;0.786;0.901;0.075;0.415;0.54
ENST00000537058_90_90;0.402;0.565;0.896;0.843;0.853;0.565;0.282;0.399;0.535;0.081;0.359;0.0;0.958;0.957;0.884;1.0;0.071;0.879;0.239;0.309;0.126;0.334;0.869;0.703;0.915;0.544;0.553;0.279;0.546;0.855;0.974;0.931;0.897;0.761;0.933;0.073;0.405;0.538
ENST00000540951_90_90;0.0;0.0;0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.069;0.074;0.073;0.071;1.0;0.08;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.079;0.071;0.073;0.076;0.084;0.068;0.6;0.0;0.0
ENST00000542447_90_90;0.426;0.562;0.802;0.728;0.832;0.562;0.259;0.434;0.513;0.09;0.404;0.0;0.843;0.919;0.91;0.879;0.08;1.0;0.273;0.35;0.142;0.378;0.988;0.796;0.795;0.539;0.549;0.257;0.553;0.968;0.855;0.892;0.924;0.859;0.82;0.082;0.443;0.524
ENST00000542450_90_90;0.196;0.174;0.235;0.251;0.27;0.183;0.0;0.201;0.192;0.0;0.475;0.0;0.229;0.25;0.248;0.239;0.0;0.273;1.0;0.168;0.523;0.216;0.275;0.313;0.258;0.188;0.183;0.0;0.184;0.269;0.237;0.247;0.257;0.283;0.227;0.0;0.205;0.201
ENST00000543249_90_90;0.268;0.331;0.272;0.325;0.347;0.331;0.0;0.275;0.263;0.0;0.14;0.0;0.297;0.323;0.32;0.309;0.0;0.35;0.168;1.0;0.209;0.823;0.353;0.4;0.332;0.325;0.318;0.0;0.32;0.334;0.296;0.308;0.32;0.351;0.284;0.0;0.281;0.275
ENST00000543540_90_90;0.111;0.142;0.124;0.135;0.143;0.142;0.0;0.113;0.114;0.0;0.278;0.0;0.121;0.131;0.13;0.126;0.0;0.142;0.523;0.209;1.0;0.271;0.143;0.165;0.137;0.145;0.142;0.0;0.144;0.14;0.125;0.13;0.135;0.149;0.12;0.0;0.115;0.118
ENST00000545094_90_90;0.289;0.359;0.296;0.352;0.377;0.359;0.0;0.296;0.285;0.0;0.172;0.0;0.321;0.349;0.346;0.334;0.0;0.378;0.216;0.823;0.271;1.0;0.382;0.435;0.359;0.355;0.346;0.0;0.349;0.361;0.321;0.334;0.346;0.381;0.308;0.0;0.303;0.298
ENST00000545380_90_90;0.429;0.567;0.793;0.736;0.841;0.567;0.261;0.438;0.516;0.091;0.408;0.0;0.833;0.908;0.9;0.869;0.07;0.988;0.275;0.353;0.143;0.382;1.0;0.804;0.803;0.543;0.553;0.259;0.557;0.958;0.846;0.882;0.914;0.849;0.811;0.071;0.447;0.528
ENST00000612235_90_90;0.473;0.527;0.648;0.699;0.804;0.527;0.197;0.483;0.516;0.067;0.461;0.0;0.674;0.733;0.726;0.703;0.0;0.796;0.313;0.4;0.165;0.435;0.804;1.0;0.768;0.504;0.514;0.196;0.518;0.77;0.682;0.711;0.736;0.851;0.655;0.0;0.494;0.528
ENST00000616271_90_90;0.429;0.612;0.832;0.917;0.932;0.612;0.301;0.426;0.574;0.086;0.384;0.0;0.877;0.873;0.804;0.915;0.0;0.795;0.258;0.332;0.137;0.359;0.803;0.768;1.0;0.589;0.599;0.298;0.592;0.773;0.891;0.849;0.815;0.682;0.855;0.0;0.433;0.578
ENSMUST00000034519_90_90;0.382;0.915;0.537;0.564;0.563;0.931;0.419;0.379;0.601;0.114;0.272;0.0;0.549;0.518;0.571;0.544;0.0;0.539;0.188;0.325;0.145;0.355;0.543;0.504;0.589;1.0;0.974;0.433;0.965;0.534;0.539;0.514;0.56;0.459;0.544;0.0;0.377;0.607
ENSMUST00000180384_90_90;0.391;0.924;0.546;0.574;0.574;0.94;0.432;0.387;0.61;0.111;0.283;0.0;0.558;0.528;0.581;0.553;0.0;0.549;0.183;0.318;0.142;0.346;0.553;0.514;0.599;0.974;1.0;0.458;0.99;0.544;0.548;0.523;0.57;0.469;0.554;0.0;0.385;0.615
ENSMUST00000180872_90_90;0.103;0.44;0.275;0.281;0.268;0.428;0.94;0.097;0.283;0.217;0.176;0.0;0.292;0.252;0.3;0.279;0.0;0.257;0.0;0.0;0.0;0.0;0.259;0.196;0.298;0.433;0.458;1.0;0.449;0.254;0.277;0.249;0.284;0.181;0.289;0.0;0.098;0.287
ENSMUST00000188848_90_90;0.393;0.915;0.539;0.567;0.577;0.93;0.423;0.39;0.604;0.112;0.286;0.0;0.551;0.531;0.574;0.546;0.0;0.553;0.184;0.32;0.144;0.349;0.557;0.518;0.592;0.965;0.99;0.449;1.0;0.548;0.542;0.527;0.563;0.472;0.547;0.0;0.388;0.609
ENSMUST00000034581_90_90;0.422;0.557;0.826;0.709;0.807;0.557;0.257;0.431;0.509;0.089;0.399;0.0;0.82;0.892;0.884;0.855;0.079;0.968;0.269;0.334;0.14;0.361;0.958;0.77;0.773;0.534;0.544;0.254;0.548;1.0;0.88;0.919;0.953;0.889;0.845;0.094;0.439;0.52
ENSMUST00000085909_90_90;0.399;0.56;0.92;0.82;0.83;0.56;0.279;0.396;0.531;0.08;0.356;0.0;0.933;0.931;0.861;0.974;0.071;0.855;0.237;0.296;0.125;0.321;0.846;0.682;0.891;0.539;0.548;0.277;0.542;0.88;1.0;0.957;0.923;0.785;0.959;0.083;0.403;0.534
ENSMUST00000114547_90_90;0.41;0.536;0.88;0.78;0.866;0.536;0.251;0.407;0.51;0.082;0.369;0.0;0.893;0.972;0.82;0.931;0.073;0.892;0.247;0.308;0.13;0.334;0.882;0.711;0.849;0.514;0.523;0.249;0.527;0.919;0.957;1.0;0.88;0.819;0.918;0.087;0.415;0.512
ENSMUST00000114548_90_90;0.409;0.583;0.867;0.748;0.774;0.583;0.287;0.417;0.531;0.086;0.383;0.0;0.861;0.855;0.928;0.897;0.076;0.924;0.257;0.32;0.135;0.346;0.914;0.736;0.815;0.56;0.57;0.284;0.563;0.953;0.923;0.88;1.0;0.849;0.885;0.09;0.425;0.544
ENSMUST00000143026_90_90;0.436;0.48;0.735;0.623;0.712;0.48;0.182;0.446;0.476;0.06;0.42;0.0;0.731;0.793;0.786;0.761;0.084;0.859;0.283;0.351;0.149;0.381;0.849;0.851;0.682;0.459;0.469;0.181;0.472;0.889;0.785;0.819;0.849;1.0;0.754;0.099;0.455;0.486
ENSMUST00000152459_90_90;0.388;0.566;0.885;0.86;0.797;0.566;0.291;0.385;0.525;0.076;0.342;0.0;0.974;0.893;0.901;0.933;0.068;0.82;0.227;0.284;0.12;0.308;0.811;0.655;0.855;0.544;0.554;0.289;0.547;0.845;0.959;0.918;0.885;0.754;1.0;0.08;0.391;0.528
ENSMUST00000214542_90_90;0.0;0.0;0.074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.075;0.075;0.073;0.6;0.082;0.0;0.0;0.0;0.0;0.071;0.0;0.0;0.0;0.0;0.0;0.0;0.094;0.083;0.087;0.09;0.099;0.08;1.0;0.0;0.0
ENSMUST00000075447_90_90;0.893;0.395;0.391;0.398;0.449;0.395;0.099;0.943;0.531;0.049;0.366;0.067;0.394;0.418;0.415;0.405;0.0;0.443;0.205;0.281;0.115;0.303;0.447;0.494;0.433;0.377;0.385;0.098;0.388;0.439;0.403;0.415;0.425;0.455;0.391;0.0;1.0;0.567
ENSMUST00000108450_90_90;0.556;0.627;0.522;0.543;0.555;0.627;0.289;0.545;0.911;0.092;0.401;0.0;0.531;0.516;0.54;0.538;0.0;0.524;0.201;0.275;0.118;0.298;0.528;0.528;0.578;0.607;0.615;0.287;0.609;0.52;0.534;0.512;0.544;0.486;0.528;0.0;0.567;1.0
