;transcript10_ENSHGLG00100003156;transcript17_ENSHGLG00100003156;transcript20_ENSHGLG00100003156;transcript13_ENSHGLG00000019563;transcript17_ENSHGLG00000019563;transcript25_ENSHGLG00000019563;transcript26_ENSHGLG00000019563;transcript27_ENSHGLG00000019563;transcript0_ENSHGLG00100006079;transcript13_ENSHGLG00100006079;transcript20_ENSHGLG00100006079;transcript21_ENSHGLG00100006079;transcript22_ENSHGLG00100006079;transcript0_ENSMUNG00000002391;transcript21_ENSMUNG00000002391;transcript22_ENSMUNG00000002391;transcript8_ENSAPOG00000016134;transcript10_ENSAPOG00000016134;transcript12_ENSAPOG00000016134;transcript17_ENSAPOG00000016134;transcript20_ENSAPOG00000016134;transcript7_ENSAPOG00000023408;transcript12_ENSAPOG00000023408;transcript22_ENSAPOG00000023408;transcript23_ENSAPOG00000023408;transcript24_ENSAPOG00000023408;transcript0_ENSPNYG00000024266;transcript0_ENSXMAG00000026005
transcript22_ENSHGLG00100006079;1.0;1.0;1.0;1.0;1.0;1.0;0.875;0.75;0.485;1.0;1.0;1.0;1.0;0.542;0.812;0.458;0.333;0.37;0.296;0.222;0.333;0.636;0.32;0.727;0.24;0.545;0.485;0.485
transcript0_ENSMUNG00000002391;1.0;1.0;1.0;1.0;1.0;1.0;0.875;0.562;1.0;0.542;0.542;0.542;0.542;1.0;0.724;0.931;0.962;1.0;0.923;0.731;0.846;0.625;1.0;0.667;0.917;0.583;1.0;1.0
transcript21_ENSMUNG00000002391;1.0;1.0;1.0;1.0;1.0;1.0;0.875;0.562;0.667;0.812;0.812;0.812;0.812;0.724;1.0;0.655;0.654;0.692;0.615;0.423;0.667;0.938;0.667;1.0;0.583;0.875;0.724;0.724
transcript22_ENSMUNG00000002391;0.875;0.875;0.875;0.875;0.875;0.875;0.75;0.438;0.917;0.458;0.458;0.458;0.458;0.931;0.655;1.0;0.96;0.923;1.0;0.654;0.917;0.625;1.0;0.667;0.917;0.583;0.931;0.931
transcript8_ENSAPOG00000016134;0.923;0.923;0.923;0.923;0.923;0.923;0.769;0.385;0.963;0.333;0.333;0.333;0.333;0.962;0.654;0.96;1.0;0.969;0.968;0.75;0.871;0.5;1.0;0.533;0.933;0.467;0.969;0.969
transcript10_ENSAPOG00000016134;1.0;1.0;1.0;1.0;1.0;1.0;0.846;0.462;1.0;0.37;0.37;0.37;0.37;1.0;0.692;0.923;0.969;1.0;0.938;0.781;0.844;0.5;1.0;0.533;0.933;0.467;1.0;1.0
transcript12_ENSAPOG00000016134;0.846;0.846;0.846;0.846;0.846;0.846;0.692;0.308;0.926;0.296;0.296;0.296;0.296;0.923;0.615;1.0;0.968;0.938;1.0;0.719;0.9;0.5;1.0;0.533;0.933;0.467;0.938;0.938
transcript17_ENSAPOG00000016134;0.462;0.462;0.462;0.462;0.462;0.462;0.308;1.0;0.852;0.222;0.222;0.222;0.222;0.731;0.423;0.654;0.75;0.781;0.719;1.0;0.625;0.267;0.767;0.3;0.7;0.233;0.781;0.781
transcript20_ENSAPOG00000016134;0.846;0.846;0.846;0.846;0.846;0.846;0.692;0.308;0.815;0.333;0.333;0.333;0.333;0.846;0.667;0.917;0.871;0.844;0.9;0.625;1.0;0.556;0.9;0.593;0.833;0.519;0.844;0.844
transcript7_ENSAPOG00000023408;0.909;0.909;0.909;0.909;0.909;0.909;0.727;0.273;0.4;0.636;0.636;0.636;0.636;0.625;0.938;0.625;0.5;0.5;0.5;0.267;0.556;1.0;0.5;0.938;0.483;0.933;0.5;0.5
transcript12_ENSAPOG00000023408;1.0;1.0;1.0;1.0;1.0;1.0;0.818;0.364;1.0;0.32;0.32;0.32;0.32;1.0;0.667;1.0;1.0;1.0;1.0;0.767;0.9;0.5;1.0;0.533;0.933;0.467;1.0;1.0
transcript22_ENSAPOG00000023408;1.0;1.0;1.0;1.0;1.0;1.0;0.818;0.364;0.44;0.727;0.727;0.727;0.727;0.667;1.0;0.667;0.533;0.533;0.533;0.3;0.593;0.938;0.533;1.0;0.467;0.875;0.533;0.533
transcript23_ENSAPOG00000023408;0.818;0.818;0.818;0.818;0.818;0.818;0.636;0.182;0.92;0.24;0.24;0.24;0.24;0.917;0.583;0.917;0.933;0.933;0.933;0.7;0.833;0.483;0.933;0.467;1.0;0.448;0.933;0.933
transcript24_ENSAPOG00000023408;0.818;0.818;0.818;0.818;0.818;0.818;0.8;0.182;0.36;0.545;0.545;0.545;0.545;0.583;0.875;0.583;0.467;0.467;0.467;0.233;0.519;0.933;0.467;0.875;0.448;1.0;0.467;0.467
transcript0_ENSPNYG00000024266;1.0;1.0;1.0;1.0;1.0;1.0;0.895;0.632;1.0;0.485;0.485;0.485;0.485;1.0;0.724;0.931;0.969;1.0;0.938;0.781;0.844;0.5;1.0;0.533;0.933;0.467;1.0;1.0
transcript0_ENSXMAG00000026005;1.0;1.0;1.0;1.0;1.0;1.0;0.895;0.632;1.0;0.485;0.485;0.485;0.485;1.0;0.724;0.931;0.969;1.0;0.938;0.781;0.844;0.5;1.0;0.533;0.933;0.467;1.0;1.0
