;ENSCAFT00000007452_90_90;ENSCAFT00000018571_90_90;ENSCAFT00000021391_90_90;ENSCAFT00000021394_90_90;ENSCAFT00000021397_90_90;ENST00000227348_90_90;ENST00000533709_90_90;ENST00000252483_90_90;ENST00000252485_90_90;ENST00000585601_90_90;ENST00000591581_90_90;ENST00000592018_90_90;ENST00000331581_90_90;ENST00000452722_90_90;ENST00000536727_90_90;ENST00000537058_90_90;ENST00000540951_90_90;ENST00000542447_90_90;ENST00000542450_90_90;ENST00000543249_90_90;ENST00000543540_90_90;ENST00000545094_90_90;ENST00000545380_90_90;ENST00000612235_90_90;ENST00000616271_90_90;ENSMUST00000034519_90_90;ENSMUST00000180384_90_90;ENSMUST00000180872_90_90;ENSMUST00000188848_90_90;ENSMUST00000034581_90_90;ENSMUST00000085909_90_90;ENSMUST00000114547_90_90;ENSMUST00000114548_90_90;ENSMUST00000143026_90_90;ENSMUST00000152459_90_90;ENSMUST00000214542_90_90;ENSMUST00000075447_90_90;ENSMUST00000108450_90_90
ENST00000591581_90_90;0.345;0.238;0.163;0.16;0.166;0.176;0.483;0.362;0.364;0.1;1.0;0.0;0.18;0.163;0.157;0.171;0.0;0.139;0.0;0.0;0.0;0.0;0.139;0.103;0.18;0.0;0.0;0.0;0.0;0.137;0.169;0.161;0.146;0.096;0.178;0.0;0.373;0.386
ENST00000592018_90_90;0.018;0.0;0.0;0.0;0.0;0.0;0.0;0.019;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;0.0
ENST00000331581_90_90;0.514;0.679;0.915;0.885;0.861;0.58;0.221;0.478;0.471;0.0;0.18;0.0;1.0;0.942;0.936;0.971;0.05;0.877;0.333;0.366;0.257;0.384;0.871;0.757;0.913;0.447;0.455;0.432;0.449;0.867;0.96;0.931;0.896;0.805;0.988;0.05;0.455;0.455
ENST00000452722_90_90;0.508;0.643;0.913;0.828;0.914;0.542;0.179;0.472;0.464;0.0;0.163;0.0;0.942;1.0;0.877;0.97;0.053;0.932;0.354;0.389;0.273;0.407;0.925;0.804;0.91;0.471;0.479;0.457;0.473;0.92;0.958;0.988;0.893;0.854;0.931;0.053;0.448;0.448
ENST00000536727_90_90;0.503;0.647;0.885;0.822;0.829;0.554;0.18;0.467;0.459;0.0;0.157;0.0;0.936;0.877;1.0;0.906;0.054;0.938;0.356;0.391;0.275;0.41;0.931;0.809;0.849;0.473;0.481;0.459;0.476;0.926;0.896;0.867;0.957;0.859;0.925;0.054;0.442;0.442
ENST00000537058_90_90;0.511;0.661;0.942;0.856;0.887;0.561;0.2;0.475;0.468;0.0;0.171;0.0;0.971;0.97;0.906;1.0;0.052;0.904;0.343;0.377;0.265;0.395;0.898;0.78;0.94;0.458;0.466;0.444;0.461;0.893;0.988;0.958;0.923;0.828;0.96;0.052;0.451;0.451
ENST00000540951_90_90;0.0;0.0;0.057;0.0;0.0;0.023;0.0;0.0;0.0;0.0;0.0;0.0;0.05;0.053;0.054;0.052;1.0;0.057;0.0;0.0;0.0;0.0;0.051;0.0;0.0;0.12;0.117;0.0;0.118;0.056;0.051;0.053;0.055;0.06;0.05;0.478;0.0;0.0
ENST00000542447_90_90;0.497;0.61;0.882;0.764;0.881;0.514;0.136;0.46;0.452;0.0;0.139;0.0;0.877;0.932;0.938;0.904;0.057;1.0;0.38;0.417;0.293;0.437;0.993;0.862;0.844;0.5;0.508;0.488;0.503;0.987;0.893;0.92;0.955;0.915;0.867;0.057;0.434;0.434
ENST00000542450_90_90;0.277;0.316;0.339;0.363;0.377;0.274;0.0;0.258;0.252;0.0;0.0;0.0;0.333;0.354;0.356;0.343;0.0;0.38;1.0;0.391;0.772;0.425;0.383;0.429;0.361;0.474;0.462;0.591;0.466;0.375;0.339;0.35;0.363;0.399;0.329;0.0;0.225;0.225
ENST00000543249_90_90;0.272;0.278;0.365;0.399;0.414;0.388;0.0;0.254;0.248;0.0;0.0;0.0;0.366;0.389;0.391;0.377;0.0;0.417;0.391;1.0;0.459;0.926;0.42;0.47;0.396;0.435;0.448;0.535;0.44;0.412;0.373;0.384;0.399;0.438;0.362;0.0;0.241;0.241
ENST00000543540_90_90;0.195;0.247;0.262;0.28;0.291;0.223;0.0;0.203;0.198;0.0;0.0;0.0;0.257;0.273;0.275;0.265;0.0;0.293;0.772;0.459;1.0;0.5;0.295;0.331;0.278;0.362;0.353;0.452;0.356;0.289;0.262;0.27;0.28;0.308;0.254;0.0;0.189;0.189
ENST00000545094_90_90;0.285;0.296;0.382;0.418;0.434;0.411;0.0;0.267;0.261;0.0;0.0;0.0;0.384;0.407;0.41;0.395;0.0;0.437;0.425;0.926;0.5;1.0;0.44;0.493;0.415;0.472;0.484;0.564;0.476;0.431;0.391;0.402;0.418;0.458;0.379;0.0;0.254;0.254
ENST00000545380_90_90;0.5;0.613;0.876;0.769;0.887;0.517;0.137;0.462;0.455;0.0;0.139;0.0;0.871;0.925;0.931;0.898;0.051;0.993;0.383;0.42;0.295;0.44;1.0;0.868;0.849;0.494;0.503;0.491;0.497;0.98;0.887;0.914;0.949;0.908;0.861;0.051;0.437;0.437
ENST00000612235_90_90;0.485;0.586;0.76;0.747;0.868;0.459;0.089;0.445;0.437;0.0;0.103;0.0;0.757;0.804;0.809;0.78;0.0;0.862;0.429;0.47;0.331;0.493;0.868;1.0;0.83;0.479;0.488;0.545;0.482;0.851;0.771;0.794;0.824;0.903;0.749;0.0;0.418;0.418
ENST00000616271_90_90;0.534;0.691;0.884;0.909;0.943;0.56;0.209;0.497;0.489;0.0;0.18;0.0;0.913;0.91;0.849;0.94;0.0;0.844;0.361;0.396;0.278;0.415;0.849;0.83;1.0;0.417;0.425;0.465;0.42;0.834;0.929;0.899;0.864;0.771;0.902;0.0;0.472;0.472
ENSMUST00000034519_90_90;0.297;0.325;0.469;0.419;0.432;0.363;0.0;0.267;0.263;0.0;0.0;0.0;0.447;0.471;0.473;0.458;0.12;0.5;0.474;0.435;0.362;0.472;0.494;0.479;0.417;1.0;0.974;0.737;0.966;0.503;0.461;0.473;0.489;0.53;0.449;0.11;0.243;0.243
ENSMUST00000180384_90_90;0.291;0.32;0.477;0.427;0.441;0.373;0.0;0.263;0.258;0.0;0.0;0.0;0.455;0.479;0.481;0.466;0.117;0.508;0.462;0.448;0.353;0.484;0.503;0.488;0.425;0.974;1.0;0.763;0.991;0.511;0.469;0.481;0.497;0.538;0.457;0.107;0.239;0.239
ENSMUST00000180872_90_90;0.342;0.368;0.439;0.467;0.485;0.411;0.0;0.309;0.303;0.0;0.0;0.0;0.432;0.457;0.459;0.444;0.0;0.488;0.591;0.535;0.452;0.564;0.491;0.545;0.465;0.737;0.763;1.0;0.754;0.482;0.439;0.451;0.467;0.51;0.427;0.0;0.28;0.28
ENSMUST00000188848_90_90;0.286;0.315;0.472;0.422;0.435;0.367;0.0;0.257;0.253;0.0;0.0;0.0;0.449;0.473;0.476;0.461;0.118;0.503;0.466;0.44;0.356;0.476;0.497;0.482;0.42;0.966;0.991;0.754;1.0;0.506;0.464;0.476;0.492;0.533;0.452;0.108;0.233;0.233
ENSMUST00000034581_90_90;0.491;0.603;0.893;0.756;0.87;0.508;0.135;0.455;0.447;0.0;0.137;0.0;0.867;0.92;0.926;0.893;0.056;0.987;0.375;0.412;0.289;0.431;0.98;0.851;0.834;0.503;0.511;0.482;0.506;1.0;0.905;0.933;0.968;0.928;0.879;0.07;0.429;0.429
ENSMUST00000085909_90_90;0.505;0.654;0.953;0.847;0.876;0.555;0.198;0.47;0.463;0.0;0.169;0.0;0.96;0.958;0.896;0.988;0.051;0.893;0.339;0.373;0.262;0.391;0.887;0.771;0.929;0.461;0.469;0.439;0.464;0.905;1.0;0.97;0.935;0.84;0.971;0.063;0.446;0.446
ENSMUST00000114547_90_90;0.503;0.636;0.924;0.818;0.903;0.536;0.177;0.467;0.459;0.0;0.161;0.0;0.931;0.988;0.867;0.958;0.053;0.92;0.35;0.384;0.27;0.402;0.914;0.794;0.899;0.473;0.481;0.451;0.476;0.933;0.97;1.0;0.905;0.866;0.942;0.065;0.443;0.443
ENSMUST00000114548_90_90;0.494;0.622;0.923;0.784;0.844;0.528;0.156;0.458;0.451;0.0;0.146;0.0;0.896;0.893;0.957;0.923;0.055;0.955;0.363;0.399;0.28;0.418;0.949;0.824;0.864;0.489;0.497;0.467;0.492;0.968;0.935;0.905;1.0;0.899;0.908;0.067;0.433;0.433
ENSMUST00000143026_90_90;0.457;0.554;0.829;0.695;0.804;0.458;0.084;0.42;0.412;0.0;0.096;0.0;0.805;0.854;0.859;0.828;0.06;0.915;0.399;0.438;0.308;0.458;0.908;0.903;0.771;0.53;0.538;0.51;0.533;0.928;0.84;0.866;0.899;1.0;0.816;0.074;0.394;0.394
ENSMUST00000152459_90_90;0.508;0.672;0.927;0.875;0.851;0.574;0.219;0.473;0.466;0.0;0.178;0.0;0.988;0.931;0.925;0.96;0.05;0.867;0.329;0.362;0.254;0.379;0.861;0.749;0.902;0.449;0.457;0.427;0.452;0.879;0.971;0.942;0.908;0.816;1.0;0.061;0.45;0.45
ENSMUST00000214542_90_90;0.0;0.0;0.069;0.0;0.0;0.023;0.0;0.0;0.0;0.0;0.0;0.0;0.05;0.053;0.054;0.052;0.478;0.057;0.0;0.0;0.0;0.0;0.051;0.0;0.0;0.11;0.107;0.0;0.108;0.07;0.063;0.065;0.067;0.074;0.061;1.0;0.0;0.0
ENSMUST00000075447_90_90;0.858;0.497;0.439;0.449;0.465;0.412;0.238;0.952;0.778;0.039;0.373;0.02;0.455;0.448;0.442;0.451;0.0;0.434;0.225;0.241;0.189;0.254;0.437;0.418;0.472;0.243;0.239;0.28;0.233;0.429;0.446;0.443;0.433;0.394;0.45;0.0;1.0;0.82
ENSMUST00000108450_90_90;0.78;0.497;0.439;0.449;0.465;0.412;0.238;0.798;0.926;0.05;0.386;0.0;0.455;0.448;0.442;0.451;0.0;0.434;0.225;0.241;0.189;0.254;0.437;0.418;0.472;0.243;0.239;0.28;0.233;0.429;0.446;0.443;0.433;0.394;0.45;0.0;0.82;1.0
