;ENSCAFT00000007234_90_90;ENSCAFT00000044406_90_90;ENST00000356360_90_90;ENST00000393346_90_90;ENST00000525162_90_90;ENST00000526033_90_90;ENST00000526961_90_90;ENST00000528256_90_90;ENST00000528398_90_90;ENST00000529016_90_90;ENST00000529760_90_90;ENST00000530542_90_90;ENST00000530692_90_90;ENST00000531558_90_90;ENST00000531930_90_90;ENST00000532041_90_90;ENST00000532317_90_90;ENST00000532603_90_90;ENST00000534412_90_90;ENST00000630913_90_90;ENSMUST00000049537_90_90;ENSMUST00000207084_90_90;ENSMUST00000207225_90_90;ENSMUST00000207484_90_90;ENSMUST00000208089_90_90;ENSMUST00000208684_90_90;ENSMUST00000208730_90_90;ENSMUST00000208742_90_90;ENSMUST00000209068_90_90
ENST00000532603_90_90;0.141;0.154;0.172;0.164;0.0;0.17;0.419;0.0;0.201;0.343;0.384;0.21;0.446;0.0;0.0;0.0;0.178;1.0;0.0;0.0;0.166;0.203;0.189;0.164;0.266;0.0;0.184;0.167;0.181
ENST00000534412_90_90;0.103;0.089;0.105;0.1;0.096;0.104;0.0;0.164;0.041;0.0;0.0;0.0;0.0;1.0;0.139;0.323;0.109;0.0;1.0;0.323;0.101;0.039;0.117;0.099;0.0;0.0;0.113;0.102;0.111
ENST00000630913_90_90;0.177;0.19;0.183;0.174;0.252;0.181;0.0;0.403;0.099;0.0;0.0;0.0;0.0;0.323;0.341;1.0;0.19;0.0;0.323;1.0;0.158;0.045;0.18;0.155;0.0;0.323;0.176;0.159;0.172
ENSMUST00000049537_90_90;0.887;0.843;0.898;0.945;0.253;0.908;0.395;0.269;0.762;0.29;0.428;0.424;0.26;0.101;0.329;0.158;0.867;0.166;0.101;0.158;1.0;0.799;0.877;0.981;0.429;0.143;0.899;0.96;0.883
ENSMUST00000207084_90_90;0.758;0.671;0.766;0.813;0.212;0.776;0.441;0.17;0.78;0.353;0.482;0.515;0.28;0.039;0.234;0.045;0.698;0.203;0.039;0.045;0.799;1.0;0.716;0.784;0.515;0.068;0.7;0.8;0.688
ENSMUST00000207225_90_90;0.825;0.859;0.817;0.864;0.29;0.896;0.319;0.308;0.863;0.328;0.451;0.328;0.239;0.117;0.377;0.18;0.938;0.189;0.117;0.18;0.877;0.716;1.0;0.861;0.481;0.163;0.976;0.88;0.955
ENSMUST00000207484_90_90;0.907;0.863;0.918;0.963;0.248;0.928;0.387;0.264;0.78;0.309;0.42;0.416;0.255;0.099;0.322;0.155;0.886;0.164;0.099;0.155;0.981;0.784;0.861;1.0;0.447;0.141;0.883;0.979;0.901
ENSMUST00000208089_90_90;0.433;0.531;0.41;0.456;0.0;0.47;0.463;0.0;0.552;0.544;0.689;0.513;0.48;0.0;0.0;0.0;0.491;0.266;0.0;0.0;0.429;0.515;0.481;0.447;1.0;0.0;0.471;0.456;0.491
ENSMUST00000208684_90_90;0.128;0.138;0.134;0.128;0.486;0.132;0.0;0.468;0.157;0.0;0.0;0.0;0.0;0.0;0.383;0.323;0.139;0.0;0.0;0.323;0.143;0.068;0.163;0.141;0.0;1.0;0.16;0.143;0.155
ENSMUST00000208730_90_90;0.806;0.883;0.8;0.846;0.282;0.877;0.343;0.3;0.844;0.321;0.476;0.321;0.263;0.113;0.367;0.176;0.961;0.184;0.113;0.176;0.899;0.7;0.976;0.883;0.471;0.16;1.0;0.861;0.979
ENSMUST00000208742_90_90;0.928;0.841;0.938;0.984;0.254;0.948;0.365;0.269;0.797;0.316;0.399;0.425;0.234;0.102;0.33;0.159;0.865;0.167;0.102;0.159;0.96;0.8;0.88;0.979;0.456;0.143;0.861;1.0;0.88
ENSMUST00000209068_90_90;0.827;0.903;0.82;0.865;0.276;0.896;0.336;0.293;0.865;0.343;0.467;0.316;0.258;0.111;0.358;0.172;0.982;0.181;0.111;0.172;0.883;0.688;0.955;0.901;0.491;0.155;0.979;0.88;1.0
