;ENSCAFT00000004869_90_90;ENSCAFT00000013439_90_90;ENSCAFT00000037016_90_90;ENSCAFT00000021145_90_90;ENSCAFT00000025193_90_90;ENST00000302271_90_90;ENST00000374612_90_90;ENST00000374616_90_90;ENST00000427764_90_90;ENST00000478691_90_90;ENST00000606561_90_90;ENST00000641107_90_90;ENST00000355238_90_90;ENST00000369622_90_90;ENST00000444272_90_90;ENST00000616122_90_90;ENST00000281722_90_90;ENST00000510397_90_90;ENST00000512640_90_90;ENST00000514866_90_90;ENST00000295971_90_90;ENST00000381793_90_90;ENST00000381795_90_90;ENST00000505220_90_90;ENST00000505414_90_90;ENST00000507180_90_90;ENST00000510871_90_90;ENST00000511598_90_90;ENST00000511902_90_90;ENST00000513473_90_90;ENST00000514014_90_90;ENST00000514782_90_90;ENST00000515053_90_90;ENSMUST00000069221_90_90;ENSMUST00000172508_90_90;ENSMUST00000172828_90_90;ENSMUST00000173405_90_90;ENSMUST00000173801_90_90;ENSMUST00000174269_90_90;ENSMUST00000174282_90_90;ENSMUST00000174361_90_90;ENSMUST00000174391_90_90;ENSMUST00000174688_90_90;ENSMUST00000048647_90_90;ENSMUST00000182637_90_90;ENSMUST00000182818_90_90;ENSMUST00000084219_90_90;ENSMUST00000105850_90_90;ENSMUST00000125696_90_90;ENSMUST00000131671_90_90;ENSMUST00000134524_90_90;ENSMUST00000145282_90_90;ENSMUST00000148843_90_90;ENSMUST00000156259_90_90;ENSMUST00000094756_90_90;ENSMUST00000094757_90_90;ENSMUST00000113724_90_90;ENSMUST00000113726_90_90;ENSMUST00000167950_90_90;ENSMUST00000200775_90_90;ENSMUST00000200852_90_90;ENSMUST00000201544_90_90;ENSMUST00000201561_90_90;ENSMUST00000202700_90_90
ENST00000616122_90_90;0.085;0.288;0.322;0.268;0.384;0.543;0.543;0.546;0.519;0.631;0.6;0.408;0.792;0.567;0.142;1.0;0.356;0.39;0.167;0.381;0.017;0.017;0.018;0.0;0.025;0.0;0.02;0.0;0.0;0.024;0.018;0.02;0.023;0.792;0.0;0.158;0.158;0.567;0.783;0.783;0.561;1.0;0.75;0.325;0.39;0.381;0.645;0.556;0.158;0.645;0.205;0.008;0.556;0.0;0.017;0.016;0.016;0.016;0.016;0.016;0.025;0.016;0.0;0.0
ENST00000281722_90_90;0.231;0.582;0.708;0.306;0.514;0.379;0.379;0.382;0.365;0.424;0.405;0.145;0.312;0.395;0.104;0.356;1.0;0.844;0.159;0.821;0.055;0.055;0.058;0.112;0.079;0.088;0.062;0.09;0.112;0.076;0.004;0.084;0.074;0.312;0.0;0.099;0.11;0.395;0.306;0.314;0.389;0.356;0.283;0.795;0.844;0.821;0.431;0.388;0.099;0.431;0.142;0.015;0.388;0.0;0.054;0.052;0.052;0.052;0.052;0.052;0.079;0.052;0.019;0.046
ENST00000510397_90_90;0.205;0.664;0.794;0.322;0.574;0.407;0.407;0.41;0.392;0.459;0.439;0.161;0.338;0.424;0.115;0.39;0.844;1.0;0.181;0.929;0.068;0.068;0.071;0.126;0.1;0.114;0.078;0.116;0.126;0.097;0.014;0.107;0.093;0.338;0.0;0.112;0.122;0.424;0.331;0.34;0.419;0.39;0.306;0.748;1.0;0.929;0.468;0.417;0.112;0.468;0.157;0.017;0.417;0.0;0.067;0.063;0.063;0.063;0.063;0.063;0.101;0.063;0.021;0.053
ENST00000512640_90_90;0.0;0.076;0.095;0.129;0.106;0.11;0.11;0.108;0.091;0.118;0.098;0.0;0.142;0.113;0.311;0.167;0.159;0.181;1.0;0.175;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.142;0.0;0.524;0.326;0.113;0.143;0.143;0.113;0.167;0.138;0.14;0.181;0.175;0.12;0.11;0.524;0.12;0.37;0.049;0.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000514866_90_90;0.219;0.625;0.857;0.331;0.593;0.4;0.4;0.403;0.385;0.45;0.43;0.157;0.331;0.417;0.112;0.381;0.821;0.929;0.175;1.0;0.081;0.081;0.086;0.155;0.12;0.136;0.093;0.14;0.155;0.116;0.027;0.129;0.112;0.331;0.0;0.109;0.119;0.417;0.325;0.333;0.411;0.381;0.301;0.73;0.929;1.0;0.459;0.41;0.109;0.459;0.153;0.017;0.41;0.0;0.08;0.076;0.076;0.076;0.076;0.076;0.121;0.076;0.02;0.051
ENST00000295971_90_90;0.274;0.187;0.081;0.136;0.174;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015;0.0;0.0;0.017;0.055;0.068;0.0;0.081;1.0;1.0;0.916;0.154;0.497;0.371;0.702;0.35;0.154;0.531;0.902;0.427;0.573;0.015;0.0;0.0;0.0;0.0;0.016;0.012;0.0;0.017;0.016;0.052;0.068;0.081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.745;0.802;0.802;0.802;0.802;0.802;0.49;0.802;0.021;0.042
ENST00000381793_90_90;0.274;0.187;0.081;0.136;0.174;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015;0.0;0.0;0.017;0.055;0.068;0.0;0.081;1.0;1.0;0.916;0.154;0.497;0.371;0.702;0.35;0.154;0.531;0.902;0.427;0.573;0.015;0.0;0.0;0.0;0.0;0.016;0.012;0.0;0.017;0.016;0.052;0.068;0.081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.745;0.802;0.802;0.802;0.802;0.802;0.49;0.802;0.021;0.042
ENST00000381795_90_90;0.255;0.197;0.085;0.124;0.182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016;0.0;0.0;0.018;0.058;0.071;0.0;0.086;0.916;0.916;1.0;0.168;0.542;0.405;0.763;0.382;0.168;0.58;0.818;0.466;0.626;0.016;0.0;0.0;0.0;0.0;0.016;0.012;0.0;0.018;0.017;0.054;0.071;0.086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.804;0.741;0.741;0.741;0.741;0.741;0.534;0.741;0.023;0.046
ENST00000505220_90_90;0.077;0.098;0.154;0.069;0.109;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.112;0.126;0.0;0.155;0.154;0.154;0.168;1.0;0.31;0.415;0.193;0.44;1.0;0.289;0.056;0.361;0.268;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.126;0.155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.152;0.139;0.139;0.139;0.139;0.139;0.314;0.139;0.136;0.273
ENST00000505414_90_90;0.162;0.266;0.119;0.103;0.241;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021;0.0;0.0;0.025;0.079;0.1;0.0;0.12;0.497;0.497;0.542;0.31;1.0;0.746;0.623;0.704;0.31;0.934;0.399;0.859;0.866;0.021;0.0;0.0;0.0;0.0;0.022;0.016;0.0;0.025;0.022;0.073;0.1;0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.49;0.449;0.449;0.449;0.449;0.449;0.986;0.449;0.042;0.085
ENST00000507180_90_90;0.152;0.188;0.135;0.082;0.251;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.088;0.114;0.0;0.136;0.371;0.371;0.405;0.415;0.746;1.0;0.465;0.943;0.415;0.697;0.273;0.869;0.646;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.081;0.114;0.136;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.366;0.335;0.335;0.335;0.335;0.335;0.757;0.335;0.057;0.113
ENST00000510871_90_90;0.241;0.214;0.093;0.123;0.196;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017;0.0;0.0;0.02;0.062;0.078;0.0;0.093;0.702;0.702;0.763;0.193;0.623;0.465;1.0;0.439;0.193;0.667;0.609;0.535;0.719;0.017;0.0;0.0;0.0;0.0;0.017;0.013;0.0;0.02;0.018;0.059;0.078;0.093;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.715;0.659;0.659;0.659;0.659;0.659;0.614;0.659;0.026;0.053
ENST00000511598_90_90;0.155;0.176;0.138;0.083;0.241;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09;0.116;0.0;0.14;0.35;0.35;0.382;0.44;0.704;0.943;0.439;1.0;0.44;0.658;0.252;0.82;0.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.082;0.116;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.345;0.316;0.316;0.316;0.316;0.316;0.714;0.316;0.06;0.12
ENST00000511902_90_90;0.077;0.098;0.154;0.069;0.109;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.112;0.126;0.0;0.155;0.154;0.154;0.168;1.0;0.31;0.415;0.193;0.44;1.0;0.289;0.056;0.361;0.268;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.126;0.155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.152;0.139;0.139;0.139;0.139;0.139;0.314;0.139;0.136;0.273
ENST00000513473_90_90;0.169;0.266;0.115;0.106;0.234;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021;0.0;0.0;0.024;0.076;0.097;0.0;0.116;0.531;0.531;0.58;0.289;0.934;0.697;0.667;0.658;0.289;1.0;0.434;0.803;0.927;0.021;0.0;0.0;0.0;0.0;0.021;0.016;0.0;0.024;0.021;0.071;0.097;0.116;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.524;0.481;0.481;0.481;0.481;0.481;0.921;0.481;0.039;0.079
ENST00000514014_90_90;0.241;0.135;0.027;0.111;0.128;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016;0.0;0.0;0.018;0.004;0.014;0.0;0.027;0.902;0.902;0.818;0.056;0.399;0.273;0.609;0.252;0.056;0.434;1.0;0.329;0.476;0.016;0.0;0.0;0.0;0.0;0.016;0.012;0.0;0.018;0.017;0.004;0.014;0.027;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.661;0.719;0.719;0.719;0.719;0.719;0.392;0.719;0.0;0.0
ENST00000514782_90_90;0.164;0.225;0.128;0.097;0.254;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017;0.0;0.0;0.02;0.084;0.107;0.0;0.129;0.427;0.427;0.466;0.361;0.859;0.869;0.535;0.82;0.361;0.803;0.329;1.0;0.744;0.017;0.0;0.0;0.0;0.0;0.017;0.011;0.0;0.02;0.017;0.077;0.107;0.129;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.421;0.386;0.386;0.386;0.386;0.386;0.871;0.386;0.049;0.098
ENST00000515053_90_90;0.181;0.256;0.111;0.109;0.227;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;0.0;0.0;0.023;0.074;0.093;0.0;0.112;0.573;0.573;0.626;0.268;0.866;0.646;0.719;0.61;0.268;0.927;0.476;0.744;1.0;0.02;0.0;0.0;0.0;0.0;0.02;0.015;0.0;0.023;0.021;0.068;0.093;0.112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.566;0.519;0.519;0.519;0.519;0.519;0.854;0.519;0.037;0.073
ENSMUST00000069221_90_90;0.077;0.305;0.337;0.348;0.364;0.647;0.647;0.649;0.623;0.536;0.509;0.325;0.983;0.715;0.339;0.792;0.312;0.338;0.142;0.331;0.015;0.015;0.016;0.0;0.021;0.0;0.017;0.0;0.0;0.021;0.016;0.017;0.02;1.0;0.192;0.125;0.367;0.726;0.992;0.992;0.72;0.792;0.958;0.289;0.338;0.331;0.546;0.661;0.125;0.546;0.361;0.168;0.661;0.115;0.015;0.015;0.015;0.015;0.015;0.015;0.022;0.015;0.0;0.0
ENSMUST00000172508_90_90;0.0;0.058;0.071;0.107;0.011;0.113;0.113;0.111;0.115;0.0;0.0;0.0;0.182;0.145;0.512;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.192;1.0;0.0;0.523;0.152;0.193;0.193;0.153;0.0;0.2;0.0;0.0;0.0;0.0;0.113;0.0;0.0;0.353;0.581;0.113;0.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000172828_90_90;0.0;0.037;0.046;0.114;0.086;0.097;0.097;0.096;0.078;0.111;0.091;0.0;0.125;0.099;0.357;0.158;0.099;0.112;0.524;0.109;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;1.0;0.341;0.099;0.126;0.126;0.1;0.158;0.13;0.088;0.112;0.109;0.114;0.097;0.875;0.114;0.326;0.025;0.097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000173405_90_90;0.0;0.105;0.127;0.257;0.114;0.244;0.244;0.241;0.219;0.119;0.095;0.0;0.355;0.283;0.911;0.158;0.11;0.122;0.326;0.119;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.367;0.523;0.341;1.0;0.291;0.37;0.37;0.293;0.158;0.383;0.1;0.122;0.119;0.121;0.245;0.341;0.121;0.765;0.429;0.245;0.304;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000173801_90_90;0.103;0.368;0.423;0.31;0.493;0.901;0.901;0.901;0.876;0.787;0.761;0.26;0.715;0.987;0.27;0.567;0.395;0.424;0.113;0.417;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.726;0.152;0.099;0.291;1.0;0.72;0.731;0.993;0.567;0.694;0.367;0.424;0.417;0.803;0.918;0.099;0.803;0.288;0.135;0.918;0.092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000174269_90_90;0.078;0.299;0.331;0.342;0.359;0.641;0.641;0.643;0.617;0.53;0.503;0.328;0.975;0.709;0.342;0.783;0.306;0.331;0.143;0.325;0.016;0.016;0.016;0.0;0.022;0.0;0.017;0.0;0.0;0.021;0.016;0.017;0.02;0.992;0.193;0.126;0.37;0.72;1.0;0.983;0.724;0.783;0.966;0.283;0.331;0.325;0.54;0.655;0.126;0.54;0.364;0.169;0.655;0.116;0.015;0.015;0.015;0.015;0.015;0.015;0.022;0.015;0.0;0.0
ENSMUST00000174282_90_90;0.073;0.299;0.34;0.342;0.366;0.651;0.651;0.653;0.627;0.539;0.512;0.328;0.975;0.72;0.342;0.783;0.314;0.34;0.143;0.333;0.012;0.012;0.012;0.0;0.016;0.0;0.013;0.0;0.0;0.016;0.012;0.011;0.015;0.992;0.193;0.126;0.37;0.731;0.983;1.0;0.724;0.783;0.95;0.29;0.34;0.333;0.549;0.665;0.126;0.549;0.364;0.169;0.665;0.116;0.011;0.011;0.011;0.011;0.011;0.011;0.016;0.011;0.0;0.0
ENSMUST00000174361_90_90;0.104;0.363;0.417;0.306;0.488;0.894;0.894;0.895;0.87;0.781;0.755;0.261;0.709;0.98;0.272;0.561;0.389;0.419;0.113;0.411;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.72;0.153;0.1;0.293;0.993;0.724;0.724;1.0;0.561;0.699;0.362;0.419;0.411;0.796;0.912;0.1;0.796;0.289;0.135;0.912;0.092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000174391_90_90;0.085;0.288;0.322;0.268;0.384;0.543;0.543;0.546;0.519;0.631;0.6;0.408;0.792;0.567;0.142;1.0;0.356;0.39;0.167;0.381;0.017;0.017;0.018;0.0;0.025;0.0;0.02;0.0;0.0;0.024;0.018;0.02;0.023;0.792;0.0;0.158;0.158;0.567;0.783;0.783;0.561;1.0;0.75;0.325;0.39;0.381;0.645;0.556;0.158;0.645;0.205;0.008;0.556;0.0;0.017;0.016;0.016;0.016;0.016;0.016;0.025;0.016;0.0;0.0
ENSMUST00000174688_90_90;0.079;0.278;0.307;0.321;0.34;0.627;0.627;0.619;0.602;0.506;0.488;0.339;0.942;0.684;0.353;0.75;0.283;0.306;0.138;0.301;0.016;0.016;0.017;0.0;0.022;0.0;0.018;0.0;0.0;0.021;0.017;0.017;0.021;0.958;0.2;0.13;0.383;0.694;0.966;0.95;0.699;0.75;1.0;0.262;0.306;0.301;0.515;0.63;0.13;0.515;0.342;0.175;0.63;0.12;0.016;0.015;0.015;0.015;0.015;0.015;0.022;0.015;0.0;0.0
ENSMUST00000048647_90_90;0.29;0.531;0.634;0.353;0.476;0.353;0.353;0.356;0.34;0.391;0.374;0.131;0.289;0.367;0.094;0.325;0.795;0.748;0.14;0.73;0.052;0.052;0.054;0.1;0.073;0.081;0.059;0.082;0.1;0.071;0.004;0.077;0.068;0.289;0.0;0.088;0.1;0.367;0.283;0.29;0.362;0.325;0.262;1.0;0.748;0.73;0.398;0.361;0.088;0.398;0.128;0.014;0.361;0.0;0.051;0.049;0.049;0.049;0.049;0.049;0.073;0.049;0.016;0.041
ENSMUST00000182637_90_90;0.205;0.664;0.794;0.322;0.574;0.407;0.407;0.41;0.392;0.459;0.439;0.161;0.338;0.424;0.115;0.39;0.844;1.0;0.181;0.929;0.068;0.068;0.071;0.126;0.1;0.114;0.078;0.116;0.126;0.097;0.014;0.107;0.093;0.338;0.0;0.112;0.122;0.424;0.331;0.34;0.419;0.39;0.306;0.748;1.0;0.929;0.468;0.417;0.112;0.468;0.157;0.017;0.417;0.0;0.067;0.063;0.063;0.063;0.063;0.063;0.101;0.063;0.021;0.053
