;ENSCAFT00000007452_90_90;ENSCAFT00000018571_90_90;ENSCAFT00000021391_90_90;ENSCAFT00000021394_90_90;ENSCAFT00000021397_90_90;ENST00000227348_90_90;ENST00000533709_90_90;ENST00000252483_90_90;ENST00000252485_90_90;ENST00000585601_90_90;ENST00000591581_90_90;ENST00000592018_90_90;ENST00000331581_90_90;ENST00000452722_90_90;ENST00000536727_90_90;ENST00000537058_90_90;ENST00000540951_90_90;ENST00000542447_90_90;ENST00000542450_90_90;ENST00000543249_90_90;ENST00000543540_90_90;ENST00000545094_90_90;ENST00000545380_90_90;ENST00000612235_90_90;ENST00000616271_90_90;ENSMUST00000034519_90_90;ENSMUST00000180384_90_90;ENSMUST00000180872_90_90;ENSMUST00000188848_90_90;ENSMUST00000034581_90_90;ENSMUST00000085909_90_90;ENSMUST00000114547_90_90;ENSMUST00000114548_90_90;ENSMUST00000143026_90_90;ENSMUST00000152459_90_90;ENSMUST00000214542_90_90;ENSMUST00000075447_90_90;ENSMUST00000108450_90_90
ENST00000545094_90_90;0.347;0.457;0.375;0.423;0.436;0.457;0.0;0.35;0.406;0.0;0.245;0.0;0.362;0.386;0.385;0.376;0.0;0.411;0.303;0.789;0.352;1.0;0.413;0.49;0.413;0.462;0.454;0.0;0.455;0.41;0.375;0.385;0.4;0.438;0.361;0.0;0.35;0.407
ENST00000545380_90_90;0.538;0.761;0.899;0.754;0.853;0.742;0.33;0.499;0.73;0.125;0.494;0.0;0.875;0.933;0.931;0.91;0.09;0.996;0.268;0.373;0.192;0.413;1.0;0.787;0.825;0.741;0.757;0.339;0.758;0.994;0.909;0.931;0.969;0.876;0.874;0.093;0.498;0.726
ENST00000612235_90_90;0.571;0.714;0.728;0.733;0.84;0.676;0.245;0.553;0.718;0.084;0.58;0.0;0.692;0.736;0.734;0.718;0.0;0.784;0.32;0.44;0.228;0.49;0.787;1.0;0.789;0.647;0.663;0.242;0.664;0.784;0.718;0.735;0.764;0.889;0.691;0.0;0.554;0.718
ENST00000616271_90_90;0.576;0.871;0.886;0.914;0.966;0.801;0.376;0.512;0.816;0.13;0.513;0.0;0.873;0.884;0.814;0.908;0.0;0.822;0.269;0.374;0.192;0.413;0.825;0.789;1.0;0.792;0.808;0.381;0.806;0.821;0.907;0.882;0.845;0.717;0.872;0.0;0.514;0.813
ENSMUST00000034519_90_90;0.538;0.982;0.795;0.783;0.794;0.983;0.411;0.448;0.85;0.159;0.354;0.0;0.783;0.747;0.777;0.772;0.0;0.741;0.25;0.434;0.214;0.462;0.741;0.647;0.792;1.0;0.982;0.415;0.98;0.741;0.772;0.747;0.765;0.63;0.783;0.0;0.448;0.849
ENSMUST00000180384_90_90;0.552;0.999;0.812;0.801;0.811;1.0;0.427;0.46;0.866;0.156;0.371;0.0;0.799;0.763;0.793;0.788;0.0;0.757;0.246;0.426;0.21;0.454;0.757;0.663;0.808;0.982;1.0;0.432;0.997;0.757;0.788;0.763;0.782;0.645;0.799;0.0;0.46;0.865
ENSMUST00000180872_90_90;0.146;0.448;0.37;0.344;0.355;0.427;1.0;0.118;0.39;0.346;0.234;0.0;0.384;0.346;0.377;0.372;0.0;0.339;0.0;0.0;0.0;0.0;0.339;0.242;0.381;0.415;0.432;1.0;0.429;0.339;0.372;0.346;0.365;0.236;0.384;0.0;0.118;0.39
ENSMUST00000188848_90_90;0.552;0.997;0.809;0.798;0.813;0.997;0.425;0.461;0.863;0.156;0.372;0.0;0.797;0.765;0.79;0.786;0.0;0.758;0.247;0.428;0.211;0.455;0.758;0.664;0.806;0.98;0.997;0.429;1.0;0.758;0.786;0.765;0.779;0.647;0.797;0.0;0.46;0.863
ENSMUST00000034581_90_90;0.541;0.758;0.905;0.745;0.842;0.742;0.33;0.502;0.727;0.125;0.492;0.0;0.878;0.935;0.933;0.912;0.094;0.998;0.267;0.384;0.191;0.41;0.994;0.784;0.821;0.741;0.757;0.339;0.758;1.0;0.914;0.937;0.974;0.883;0.88;0.102;0.501;0.723
ENSMUST00000085909_90_90;0.546;0.79;0.978;0.828;0.871;0.772;0.362;0.489;0.76;0.12;0.473;0.0;0.96;0.974;0.901;0.999;0.086;0.912;0.244;0.352;0.174;0.375;0.909;0.718;0.907;0.772;0.788;0.372;0.786;0.914;1.0;0.976;0.939;0.809;0.962;0.093;0.489;0.754
ENSMUST00000114547_90_90;0.546;0.765;0.954;0.805;0.893;0.748;0.337;0.498;0.737;0.123;0.486;0.0;0.937;0.998;0.878;0.974;0.088;0.935;0.25;0.36;0.179;0.385;0.931;0.735;0.882;0.747;0.763;0.346;0.765;0.937;0.976;1.0;0.914;0.828;0.939;0.096;0.498;0.731
ENSMUST00000114548_90_90;0.541;0.783;0.929;0.769;0.822;0.766;0.356;0.493;0.75;0.122;0.479;0.0;0.901;0.912;0.958;0.937;0.092;0.973;0.26;0.374;0.186;0.4;0.969;0.764;0.845;0.765;0.782;0.365;0.779;0.974;0.939;0.914;1.0;0.861;0.903;0.099;0.492;0.746
ENSMUST00000143026_90_90;0.541;0.647;0.819;0.663;0.754;0.651;0.236;0.526;0.669;0.077;0.529;0.0;0.776;0.826;0.824;0.806;0.1;0.88;0.286;0.41;0.204;0.438;0.876;0.889;0.717;0.63;0.645;0.236;0.647;0.883;0.809;0.828;0.861;1.0;0.779;0.108;0.525;0.666
ENSMUST00000152459_90_90;0.546;0.801;0.941;0.866;0.838;0.783;0.373;0.487;0.764;0.12;0.471;0.0;0.999;0.937;0.939;0.96;0.083;0.878;0.235;0.338;0.168;0.361;0.874;0.691;0.872;0.783;0.799;0.384;0.797;0.88;0.962;0.939;0.903;0.779;1.0;0.09;0.487;0.758
ENSMUST00000214542_90_90;0.0;0.0;0.096;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.085;0.091;0.091;0.089;0.825;0.097;0.0;0.0;0.0;0.0;0.093;0.0;0.0;0.0;0.0;0.0;0.0;0.102;0.093;0.096;0.099;0.108;0.09;1.0;0.0;0.0
ENSMUST00000075447_90_90;0.987;0.485;0.503;0.503;0.551;0.531;0.136;1.0;0.514;0.05;0.342;0.101;0.483;0.493;0.486;0.485;0.0;0.497;0.221;0.329;0.16;0.35;0.498;0.554;0.514;0.448;0.46;0.118;0.46;0.501;0.489;0.498;0.492;0.525;0.487;0.0;1.0;0.514
ENSMUST00000108450_90_90;0.647;0.899;0.791;0.822;0.84;0.86;0.385;0.514;0.999;0.119;0.45;0.0;0.758;0.731;0.75;0.754;0.0;0.723;0.257;0.383;0.186;0.407;0.726;0.718;0.813;0.849;0.865;0.39;0.863;0.723;0.754;0.731;0.746;0.666;0.758;0.0;0.514;1.0
