;ENSCAFT00000003676_90_90;ENST00000242066_90_90;ENST00000399357_90_90;ENST00000403527_90_90;ENST00000403685_90_90;ENST00000405192_90_90;ENST00000405218_90_90;ENST00000405358_90_90;ENST00000420159_90_90;ENST00000421381_90_90;ENST00000430479_90_90;ENST00000431887_90_90;ENST00000433547_90_90;ENST00000438956_90_90;ENST00000443137_90_90;ENST00000443608_90_90;ENSMUST00000095767_90_90;ENSMUST00000159334_90_90;ENSMUST00000160244_90_90;ENSMUST00000160701_90_90;ENSMUST00000160856_90_90;ENSMUST00000160996_90_90;ENSMUST00000161164_90_90;ENSMUST00000161513_90_90;ENSMUST00000161980_90_90;ENSMUST00000162563_90_90
ENST00000433547_90_90;0.111;0.118;0.0;0.0;0.118;0.125;0.111;0.048;0.0;0.286;0.111;0.4;1.0;0.0;0.111;0.0;0.111;0.0;0.125;0.0;0.118;0.222;1.0;0.091;0.0;0.111
ENST00000438956_90_90;0.667;0.722;0.75;0.875;0.722;0.579;0.684;0.619;0.933;0.167;0.684;0.056;0.0;1.0;0.6;0.467;0.632;0.812;0.526;0.688;0.667;0.375;0.0;0.278;0.867;0.632
ENST00000443137_90_90;0.889;0.75;0.524;0.619;0.75;0.7;0.8;0.652;0.571;0.389;0.8;0.278;0.111;0.6;1.0;0.368;0.889;0.684;0.778;0.579;0.833;0.562;0.125;0.444;0.632;0.889
ENST00000443608_90_90;0.389;0.316;0.571;0.5;0.316;0.333;0.368;0.333;0.438;0.25;0.368;0.182;0.0;0.467;0.368;1.0;0.368;0.5;0.333;0.571;0.316;0.308;0.0;0.286;0.438;0.368
ENSMUST00000095767_90_90;1.0;0.889;0.632;0.737;0.889;0.833;0.944;0.8;0.684;0.389;0.944;0.278;0.111;0.632;0.889;0.368;1.0;0.789;0.889;0.684;0.944;0.5;0.111;0.381;0.737;1.0
ENSMUST00000159334_90_90;0.833;0.684;0.812;0.938;0.684;0.632;0.737;0.7;0.875;0.211;0.737;0.105;0.0;0.812;0.684;0.5;0.789;1.0;0.684;0.875;0.737;0.316;0.0;0.286;0.938;0.789
ENSMUST00000160244_90_90;0.889;0.778;0.526;0.632;0.778;0.938;0.833;0.7;0.579;0.438;0.833;0.312;0.125;0.526;0.778;0.333;0.889;0.684;1.0;0.579;0.833;0.562;0.125;0.421;0.632;0.889
ENSMUST00000160701_90_90;0.722;0.579;0.929;0.812;0.579;0.526;0.632;0.6;0.75;0.167;0.632;0.118;0.0;0.688;0.579;0.571;0.684;0.875;0.579;1.0;0.632;0.211;0.0;0.19;0.812;0.684
ENSMUST00000160856_90_90;0.944;0.941;0.579;0.684;0.941;0.778;0.889;0.75;0.722;0.333;0.889;0.222;0.118;0.667;0.833;0.316;0.944;0.737;0.833;0.632;1.0;0.529;0.118;0.333;0.778;0.944
ENSMUST00000160996_90_90;0.5;0.562;0.222;0.333;0.562;0.6;0.529;0.421;0.353;0.6;0.529;0.4;0.222;0.375;0.562;0.308;0.5;0.316;0.562;0.211;0.529;1.0;0.222;0.538;0.333;0.5
ENSMUST00000161164_90_90;0.111;0.125;0.0;0.0;0.125;0.133;0.118;0.053;0.0;0.286;0.118;0.4;1.0;0.0;0.125;0.0;0.111;0.0;0.125;0.0;0.118;0.222;1.0;0.083;0.0;0.111
ENSMUST00000161513_90_90;0.444;0.368;0.211;0.316;0.368;0.471;0.421;0.556;0.263;0.545;0.421;0.364;0.091;0.278;0.444;0.286;0.381;0.286;0.421;0.19;0.333;0.538;0.083;1.0;0.238;0.381
ENSMUST00000161980_90_90;0.778;0.722;0.75;0.875;0.722;0.579;0.684;0.65;0.933;0.158;0.684;0.053;0.0;0.867;0.632;0.438;0.737;0.938;0.632;0.812;0.778;0.333;0.0;0.238;1.0;0.737
ENSMUST00000162563_90_90;1.0;0.889;0.632;0.737;0.889;0.833;0.944;0.8;0.684;0.389;0.944;0.278;0.111;0.632;0.889;0.368;1.0;0.789;0.889;0.684;0.944;0.5;0.111;0.381;0.737;1.0
