;ENSCAFT00000002127_90_90;ENSCAFT00000010587_90_90;ENST00000360332_90_90;ENST00000374174_90_90;ENST00000374176_90_90;ENST00000374179_90_90;ENST00000374182_90_90;ENST00000374189_90_90;ENST00000395611_90_90;ENST00000426557_90_90;ENST00000429041_90_90;ENST00000432379_90_90;ENST00000229794_90_90;ENST00000229795_90_90;ENST00000310795_90_90;ENST00000468133_90_90;ENST00000472333_90_90;ENST00000474429_90_90;ENST00000491957_90_90;ENST00000622903_90_90;ENSMUST00000022504_90_90;ENSMUST00000111942_90_90;ENSMUST00000111943_90_90;ENSMUST00000111944_90_90;ENSMUST00000111945_90_90;ENSMUST00000004990_90_90;ENSMUST00000062694_90_90;ENSMUST00000114752_90_90;ENSMUST00000114754_90_90;ENSMUST00000114758_90_90;ENSMUST00000124886_90_90
ENST00000491957_90_90;0.245;0.374;0.461;0.634;0.338;0.374;0.374;0.338;0.338;0.618;0.393;0.616;0.448;0.448;0.524;0.239;0.404;0.505;1.0;1.0;0.338;0.461;0.374;0.338;0.374;0.022;0.022;0.0;0.0;0.027;0.031
ENST00000622903_90_90;0.245;0.374;0.461;0.634;0.338;0.374;0.374;0.338;0.338;0.618;0.393;0.616;0.448;0.448;0.524;0.239;0.404;0.505;1.0;1.0;0.338;0.461;0.374;0.338;0.374;0.022;0.022;0.0;0.0;0.027;0.031
ENSMUST00000022504_90_90;0.252;0.892;0.715;0.467;1.0;0.892;0.792;0.894;1.0;0.333;0.226;0.334;0.358;0.298;0.394;0.263;0.226;0.199;0.338;0.338;1.0;0.715;0.892;0.894;0.792;0.275;0.275;0.15;0.15;0.329;0.368
ENSMUST00000111942_90_90;0.226;0.802;1.0;0.64;0.715;0.802;0.802;0.715;0.715;0.461;0.313;0.463;0.306;0.306;0.342;0.196;0.282;0.275;0.461;0.461;0.715;1.0;0.802;0.715;0.802;0.224;0.224;0.111;0.111;0.276;0.314
ENSMUST00000111943_90_90;0.201;1.0;0.802;0.518;0.892;1.0;0.882;0.792;0.892;0.37;0.251;0.372;0.386;0.321;0.429;0.284;0.25;0.221;0.374;0.374;0.892;0.802;1.0;0.792;0.882;0.224;0.224;0.097;0.097;0.269;0.301
ENSMUST00000111944_90_90;0.252;0.792;0.715;0.467;0.894;0.792;0.892;1.0;0.894;0.333;0.226;0.334;0.357;0.297;0.393;0.262;0.275;0.199;0.338;0.338;0.894;0.715;0.792;1.0;0.892;0.26;0.26;0.15;0.15;0.311;0.347
ENSMUST00000111945_90_90;0.201;0.882;0.802;0.518;0.792;0.882;1.0;0.892;0.792;0.37;0.251;0.372;0.385;0.32;0.428;0.284;0.305;0.221;0.374;0.374;0.792;0.802;0.882;0.892;1.0;0.209;0.209;0.097;0.097;0.251;0.281
ENSMUST00000004990_90_90;0.389;0.224;0.224;0.057;0.275;0.224;0.209;0.26;0.275;0.0;0.053;0.0;0.039;0.039;0.042;0.044;0.054;0.0;0.022;0.022;0.275;0.224;0.224;0.26;0.209;1.0;0.862;0.663;0.663;0.598;0.565
ENSMUST00000062694_90_90;0.458;0.224;0.224;0.057;0.275;0.224;0.209;0.26;0.275;0.0;0.053;0.0;0.039;0.039;0.042;0.044;0.054;0.0;0.022;0.022;0.275;0.224;0.224;0.26;0.209;0.862;1.0;0.786;0.786;0.698;0.565
ENSMUST00000114752_90_90;0.543;0.097;0.111;0.0;0.15;0.097;0.097;0.15;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15;0.111;0.097;0.15;0.097;0.663;0.786;1.0;1.0;0.486;0.351
ENSMUST00000114754_90_90;0.543;0.097;0.111;0.0;0.15;0.097;0.097;0.15;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15;0.111;0.097;0.15;0.097;0.663;0.786;1.0;1.0;0.486;0.351
ENSMUST00000114758_90_90;0.26;0.269;0.276;0.07;0.329;0.269;0.251;0.311;0.329;0.0;0.069;0.0;0.046;0.046;0.05;0.053;0.069;0.0;0.027;0.027;0.329;0.276;0.269;0.311;0.251;0.598;0.698;0.486;0.486;1.0;0.788
ENSMUST00000124886_90_90;0.158;0.301;0.314;0.08;0.368;0.301;0.281;0.347;0.368;0.0;0.083;0.0;0.05;0.05;0.056;0.059;0.082;0.0;0.031;0.031;0.368;0.314;0.301;0.347;0.281;0.565;0.565;0.351;0.351;0.788;1.0
