;ENSCAFT00000021165_90_90;ENSCAFT00000021175_90_90;ENSCAFT00000022869_90_90;ENSCAFT00000049479_90_90;ENST00000346964_90_90;ENST00000357674_90_90;ENST00000392380_90_90;ENST00000392381_90_90;ENST00000392382_90_90;ENST00000412364_90_90;ENST00000419227_90_90;ENST00000419354_90_90;ENST00000419553_90_90;ENST00000422288_90_90;ENST00000434148_90_90;ENST00000436682_90_90;ENST00000443183_90_90;ENST00000447466_90_90;ENST00000448528_90_90;ENST00000450955_90_90;ENST00000452595_90_90;ENST00000453607_90_90;ENST00000456699_90_90;ENST00000378154_90_90;ENST00000378158_90_90;ENST00000378163_90_90;ENST00000378166_90_90;ENST00000378168_90_90;ENST00000378179_90_90;ENST00000421587_90_90;ENST00000442742_90_90;ENSMUST00000023454_90_90;ENSMUST00000064477_90_90;ENSMUST00000100001_90_90;ENSMUST00000115196_90_90;ENSMUST00000115201_90_90;ENSMUST00000115205_90_90;ENSMUST00000130920_90_90;ENSMUST00000131136_90_90;ENSMUST00000132176_90_90;ENSMUST00000033321_90_90;ENSMUST00000115435_90_90;ENSMUST00000115436_90_90;ENSMUST00000115438_90_90;ENSMUST00000124710_90_90;ENSMUST00000128012_90_90;ENSMUST00000128095_90_90;ENSMUST00000139735_90_90;ENSMUST00000156096_90_90
ENST00000419227_90_90;0.399;0.381;0.26;0.26;0.4;0.415;0.386;0.562;0.425;0.286;1.0;0.409;0.417;0.434;0.096;0.333;0.217;0.414;0.409;0.414;0.22;0.295;0.415;0.383;0.263;0.258;0.26;0.0;0.099;0.26;0.265;0.424;0.399;0.409;0.21;0.406;0.409;0.0;0.192;0.62;0.257;0.0;0.26;0.254;0.274;0.153;0.0;0.0;0.239
ENST00000419354_90_90;0.945;0.818;0.634;0.618;0.952;0.918;0.23;0.705;0.963;0.117;0.409;1.0;0.171;0.944;0.039;0.136;0.714;0.288;1.0;0.917;0.723;0.123;0.198;0.368;0.627;0.638;0.634;0.368;0.484;0.618;0.616;0.957;0.946;0.994;0.743;0.986;0.994;0.032;0.394;0.614;0.629;0.09;0.618;0.635;0.119;0.121;0.198;0.268;0.6
ENST00000419553_90_90;0.166;0.159;0.104;0.106;0.167;0.173;0.742;0.235;0.177;0.687;0.417;0.171;1.0;0.181;0.231;0.799;0.0;0.0;0.171;0.173;0.0;0.212;0.862;0.157;0.105;0.103;0.104;0.0;0.0;0.106;0.106;0.177;0.166;0.171;0.0;0.169;0.171;0.0;0.0;0.277;0.105;0.0;0.106;0.104;0.529;0.0;0.0;0.0;0.083
ENST00000422288_90_90;0.893;0.77;0.601;0.585;0.898;0.932;0.179;0.649;0.979;0.124;0.434;0.944;0.181;1.0;0.042;0.145;0.72;0.278;0.944;0.931;0.729;0.13;0.185;0.332;0.595;0.606;0.601;0.39;0.512;0.585;0.583;0.973;0.892;0.938;0.692;0.93;0.938;0.034;0.418;0.617;0.596;0.095;0.585;0.603;0.126;0.08;0.21;0.284;0.567
ENST00000434148_90_90;0.038;0.037;0.0;0.0;0.039;0.04;0.171;0.054;0.041;0.336;0.096;0.039;0.231;0.042;1.0;0.289;0.0;0.0;0.039;0.04;0.0;0.0;0.199;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.041;0.038;0.039;0.0;0.039;0.039;0.0;0.0;0.064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000436682_90_90;0.133;0.127;0.078;0.08;0.133;0.138;0.593;0.187;0.142;0.859;0.333;0.136;0.799;0.145;0.289;1.0;0.0;0.0;0.136;0.138;0.0;0.076;0.689;0.118;0.079;0.077;0.078;0.0;0.0;0.08;0.08;0.141;0.133;0.136;0.0;0.135;0.136;0.0;0.0;0.221;0.079;0.0;0.08;0.078;0.413;0.0;0.0;0.0;0.057
ENST00000443183_90_90;0.676;0.583;0.545;0.528;0.68;0.703;0.014;0.449;0.739;0.0;0.217;0.714;0.0;0.72;0.0;0.0;1.0;0.357;0.714;0.703;0.985;0.066;0.019;0.274;0.538;0.549;0.545;0.417;0.546;0.528;0.527;0.734;0.676;0.71;0.954;0.717;0.71;0.036;0.445;0.411;0.54;0.102;0.528;0.546;0.0;0.139;0.224;0.304;0.541
ENST00000447466_90_90;0.28;0.269;0.184;0.184;0.281;0.292;0.029;0.392;0.299;0.0;0.414;0.288;0.0;0.278;0.0;0.0;0.357;1.0;0.288;0.291;0.363;0.109;0.04;0.273;0.187;0.184;0.184;0.0;0.155;0.184;0.189;0.298;0.281;0.288;0.343;0.285;0.288;0.0;0.367;0.423;0.182;0.0;0.184;0.18;0.0;0.184;0.0;0.0;0.189
ENST00000448528_90_90;0.945;0.818;0.634;0.618;0.952;0.918;0.23;0.705;0.963;0.117;0.409;1.0;0.171;0.944;0.039;0.136;0.714;0.288;1.0;0.917;0.723;0.123;0.198;0.368;0.627;0.638;0.634;0.368;0.484;0.618;0.616;0.957;0.946;0.994;0.743;0.986;0.994;0.032;0.394;0.614;0.629;0.09;0.618;0.635;0.119;0.121;0.198;0.268;0.6
ENST00000450955_90_90;0.955;0.823;0.625;0.609;0.964;0.999;0.189;0.653;0.951;0.119;0.414;0.917;0.173;0.931;0.04;0.138;0.703;0.291;0.917;1.0;0.711;0.124;0.2;0.342;0.619;0.629;0.625;0.393;0.512;0.609;0.607;0.945;0.954;0.911;0.676;0.905;0.911;0.032;0.399;0.622;0.62;0.091;0.609;0.626;0.121;0.096;0.201;0.29;0.591
ENST00000452595_90_90;0.684;0.587;0.548;0.532;0.688;0.712;0.014;0.454;0.748;0.0;0.22;0.723;0.0;0.729;0.0;0.0;0.985;0.363;0.723;0.711;1.0;0.067;0.019;0.278;0.542;0.553;0.548;0.42;0.551;0.532;0.53;0.743;0.684;0.718;0.939;0.713;0.718;0.036;0.452;0.416;0.543;0.103;0.532;0.55;0.0;0.141;0.227;0.306;0.545
ENST00000453607_90_90;0.12;0.114;0.111;0.108;0.12;0.124;0.2;0.168;0.127;0.0;0.295;0.123;0.212;0.13;0.0;0.076;0.066;0.109;0.123;0.124;0.067;1.0;0.224;0.171;0.112;0.11;0.111;0.0;0.0;0.108;0.114;0.127;0.12;0.122;0.063;0.121;0.122;0.0;0.0;0.197;0.107;0.0;0.108;0.106;0.215;0.174;0.0;0.0;0.112
ENST00000456699_90_90;0.193;0.185;0.128;0.131;0.193;0.201;0.825;0.272;0.206;0.592;0.415;0.198;0.862;0.185;0.199;0.689;0.019;0.04;0.198;0.2;0.019;0.224;1.0;0.194;0.13;0.128;0.128;0.0;0.0;0.131;0.131;0.205;0.193;0.198;0.018;0.196;0.198;0.0;0.0;0.321;0.13;0.0;0.131;0.128;0.511;0.044;0.0;0.0;0.109
ENST00000378154_90_90;0.361;0.361;0.621;0.627;0.361;0.342;0.222;0.475;0.349;0.091;0.383;0.368;0.157;0.332;0.0;0.118;0.274;0.273;0.368;0.342;0.278;0.171;0.194;1.0;0.629;0.618;0.621;0.05;0.212;0.627;0.637;0.349;0.361;0.368;0.294;0.365;0.368;0.0;0.231;0.482;0.619;0.0;0.626;0.611;0.25;0.421;0.0;0.068;0.598
ENST00000378158_90_90;0.641;0.584;0.987;0.95;0.635;0.619;0.149;0.443;0.611;0.061;0.263;0.627;0.105;0.595;0.0;0.079;0.538;0.187;0.627;0.619;0.542;0.112;0.13;0.629;1.0;0.982;0.987;0.411;0.541;0.95;0.962;0.613;0.64;0.629;0.557;0.625;0.629;0.023;0.271;0.395;0.987;0.092;0.949;0.974;0.163;0.273;0.197;0.302;0.921
ENST00000378163_90_90;0.652;0.587;0.995;0.969;0.646;0.63;0.147;0.448;0.622;0.06;0.258;0.638;0.103;0.606;0.0;0.077;0.549;0.184;0.638;0.629;0.553;0.11;0.128;0.618;0.982;1.0;0.995;0.411;0.559;0.969;0.97;0.624;0.651;0.64;0.568;0.636;0.64;0.031;0.278;0.401;0.979;0.09;0.967;0.992;0.16;0.268;0.193;0.304;0.939
ENST00000378166_90_90;0.647;0.59;1.0;0.963;0.641;0.626;0.147;0.45;0.617;0.06;0.26;0.634;0.104;0.601;0.0;0.078;0.545;0.184;0.634;0.625;0.548;0.111;0.128;0.621;0.987;0.995;1.0;0.406;0.554;0.963;0.975;0.619;0.646;0.636;0.564;0.632;0.636;0.031;0.28;0.403;0.974;0.091;0.962;0.987;0.161;0.27;0.194;0.298;0.934
ENST00000378168_90_90;0.385;0.314;0.406;0.389;0.38;0.394;0.0;0.134;0.382;0.0;0.0;0.368;0.0;0.39;0.0;0.0;0.417;0.0;0.368;0.393;0.42;0.0;0.0;0.05;0.411;0.411;0.406;1.0;0.662;0.389;0.381;0.384;0.385;0.371;0.404;0.368;0.371;0.053;0.226;0.101;0.419;0.212;0.389;0.414;0.0;0.0;0.463;0.695;0.4
ENST00000378179_90_90;0.499;0.436;0.554;0.577;0.494;0.512;0.0;0.258;0.502;0.0;0.099;0.484;0.0;0.512;0.0;0.0;0.546;0.155;0.484;0.512;0.551;0.0;0.0;0.212;0.541;0.559;0.554;0.662;1.0;0.577;0.568;0.504;0.499;0.486;0.528;0.483;0.486;0.055;0.399;0.228;0.549;0.158;0.577;0.562;0.0;0.004;0.343;0.543;0.594
ENST00000421587_90_90;0.631;0.568;0.963;1.0;0.625;0.609;0.151;0.426;0.601;0.061;0.26;0.618;0.106;0.585;0.0;0.08;0.528;0.184;0.618;0.609;0.532;0.108;0.131;0.627;0.95;0.969;0.963;0.389;0.577;1.0;0.988;0.603;0.63;0.62;0.547;0.616;0.62;0.032;0.259;0.378;0.961;0.093;0.999;0.974;0.165;0.268;0.2;0.314;0.97
ENST00000442742_90_90;0.629;0.573;0.975;0.988;0.624;0.608;0.151;0.431;0.599;0.061;0.265;0.616;0.106;0.583;0.0;0.08;0.527;0.189;0.616;0.607;0.53;0.114;0.131;0.637;0.962;0.97;0.975;0.381;0.568;0.988;1.0;0.601;0.628;0.618;0.546;0.614;0.618;0.032;0.259;0.384;0.949;0.093;0.986;0.962;0.165;0.277;0.199;0.306;0.958
ENSMUST00000023454_90_90;0.914;0.79;0.619;0.603;0.911;0.946;0.193;0.667;0.994;0.122;0.424;0.957;0.177;0.973;0.041;0.141;0.734;0.298;0.957;0.945;0.743;0.127;0.205;0.349;0.613;0.624;0.619;0.384;0.504;0.603;0.601;1.0;0.917;0.964;0.715;0.956;0.964;0.034;0.41;0.637;0.614;0.093;0.603;0.621;0.124;0.098;0.205;0.28;0.585
ENSMUST00000064477_90_90;0.994;0.858;0.646;0.63;0.99;0.955;0.224;0.687;0.911;0.114;0.399;0.946;0.166;0.892;0.038;0.133;0.676;0.281;0.946;0.954;0.684;0.12;0.193;0.361;0.64;0.651;0.646;0.385;0.499;0.63;0.628;0.917;1.0;0.952;0.712;0.945;0.952;0.032;0.386;0.599;0.641;0.088;0.63;0.648;0.117;0.118;0.193;0.285;0.613
ENSMUST00000100001_90_90;0.947;0.82;0.636;0.62;0.946;0.912;0.23;0.703;0.957;0.117;0.409;0.994;0.171;0.938;0.039;0.136;0.71;0.288;0.994;0.911;0.718;0.122;0.198;0.368;0.629;0.64;0.636;0.371;0.486;0.62;0.618;0.964;0.952;1.0;0.748;0.992;1.0;0.032;0.395;0.614;0.631;0.09;0.62;0.637;0.119;0.12;0.198;0.27;0.602
ENSMUST00000115196_90_90;0.708;0.614;0.564;0.547;0.708;0.676;0.047;0.481;0.71;0.0;0.21;0.743;0.0;0.692;0.0;0.0;0.954;0.343;0.743;0.676;0.939;0.063;0.018;0.294;0.557;0.568;0.564;0.404;0.528;0.547;0.546;0.715;0.712;0.748;1.0;0.755;0.748;0.035;0.429;0.397;0.559;0.098;0.547;0.565;0.0;0.164;0.215;0.295;0.56
ENSMUST00000115201_90_90;0.94;0.815;0.632;0.616;0.94;0.906;0.228;0.698;0.95;0.116;0.406;0.986;0.169;0.93;0.039;0.135;0.717;0.285;0.986;0.905;0.713;0.121;0.196;0.365;0.625;0.636;0.632;0.368;0.483;0.616;0.614;0.956;0.945;0.992;0.755;1.0;0.992;0.032;0.392;0.609;0.627;0.089;0.616;0.633;0.118;0.12;0.196;0.268;0.598
ENSMUST00000115205_90_90;0.947;0.82;0.636;0.62;0.946;0.912;0.23;0.703;0.957;0.117;0.409;0.994;0.171;0.938;0.039;0.136;0.71;0.288;0.994;0.911;0.718;0.122;0.198;0.368;0.629;0.64;0.636;0.371;0.486;0.62;0.618;0.964;0.952;1.0;0.748;0.992;1.0;0.032;0.395;0.614;0.631;0.09;0.62;0.637;0.119;0.12;0.198;0.27;0.602
ENSMUST00000130920_90_90;0.031;0.03;0.031;0.032;0.031;0.032;0.0;0.044;0.033;0.0;0.0;0.032;0.0;0.034;0.0;0.0;0.036;0.0;0.032;0.032;0.036;0.0;0.0;0.0;0.023;0.031;0.031;0.053;0.055;0.032;0.032;0.034;0.032;0.032;0.035;0.032;0.032;1.0;0.082;0.053;0.023;0.0;0.032;0.031;0.0;0.0;0.0;0.071;0.033
ENSMUST00000131136_90_90;0.384;0.368;0.28;0.259;0.385;0.399;0.0;0.505;0.409;0.0;0.192;0.394;0.0;0.418;0.0;0.0;0.445;0.367;0.394;0.399;0.452;0.0;0.0;0.231;0.271;0.278;0.28;0.226;0.399;0.259;0.259;0.41;0.386;0.395;0.429;0.392;0.395;0.082;1.0;0.487;0.272;0.0;0.259;0.28;0.0;0.02;0.0;0.243;0.266
ENSMUST00000132176_90_90;0.598;0.573;0.403;0.378;0.6;0.623;0.296;0.843;0.638;0.19;0.62;0.614;0.277;0.617;0.064;0.221;0.411;0.423;0.614;0.622;0.416;0.197;0.321;0.482;0.395;0.401;0.403;0.101;0.228;0.378;0.384;0.637;0.599;0.614;0.397;0.609;0.614;0.053;0.487;1.0;0.39;0.0;0.378;0.397;0.188;0.142;0.0;0.098;0.359
ENSMUST00000033321_90_90;0.642;0.579;0.974;0.961;0.637;0.621;0.149;0.438;0.612;0.061;0.257;0.629;0.105;0.596;0.0;0.079;0.54;0.182;0.629;0.62;0.543;0.107;0.13;0.619;0.987;0.979;0.974;0.419;0.549;0.961;0.949;0.614;0.641;0.631;0.559;0.627;0.631;0.023;0.272;0.39;1.0;0.092;0.962;0.987;0.163;0.265;0.197;0.31;0.934
ENSMUST00000115435_90_90;0.088;0.05;0.091;0.093;0.088;0.091;0.0;0.0;0.094;0.0;0.0;0.09;0.0;0.095;0.0;0.0;0.102;0.0;0.09;0.091;0.103;0.0;0.0;0.0;0.092;0.09;0.091;0.212;0.158;0.093;0.093;0.093;0.088;0.09;0.098;0.089;0.09;0.0;0.0;0.0;0.092;1.0;0.093;0.091;0.0;0.0;0.399;0.0;0.096
ENSMUST00000115436_90_90;0.631;0.568;0.962;0.999;0.625;0.609;0.151;0.426;0.601;0.061;0.26;0.618;0.106;0.585;0.0;0.08;0.528;0.184;0.618;0.609;0.532;0.108;0.131;0.626;0.949;0.967;0.962;0.389;0.577;0.999;0.986;0.603;0.63;0.62;0.547;0.616;0.62;0.032;0.259;0.378;0.962;0.093;1.0;0.975;0.165;0.268;0.199;0.314;0.971
ENSMUST00000115438_90_90;0.649;0.585;0.987;0.974;0.643;0.627;0.148;0.445;0.619;0.06;0.254;0.635;0.104;0.603;0.0;0.078;0.546;0.18;0.635;0.626;0.55;0.106;0.128;0.611;0.974;0.992;0.987;0.414;0.562;0.974;0.962;0.621;0.648;0.637;0.565;0.633;0.637;0.031;0.28;0.397;0.987;0.091;0.975;1.0;0.161;0.262;0.194;0.306;0.947
ENSMUST00000124710_90_90;0.117;0.112;0.161;0.165;0.117;0.121;0.452;0.161;0.124;0.325;0.274;0.119;0.529;0.126;0.0;0.413;0.0;0.0;0.119;0.121;0.0;0.215;0.511;0.25;0.163;0.16;0.161;0.0;0.0;0.165;0.165;0.124;0.117;0.119;0.0;0.118;0.119;0.0;0.0;0.188;0.163;0.0;0.165;0.161;1.0;0.024;0.0;0.0;0.136
ENSMUST00000128012_90_90;0.119;0.114;0.27;0.268;0.118;0.096;0.091;0.159;0.098;0.0;0.153;0.121;0.0;0.08;0.0;0.0;0.139;0.184;0.121;0.096;0.141;0.174;0.044;0.421;0.273;0.268;0.27;0.0;0.004;0.268;0.277;0.098;0.118;0.12;0.164;0.12;0.12;0.0;0.02;0.142;0.265;0.0;0.268;0.262;0.024;1.0;0.0;0.0;0.276
ENSMUST00000128095_90_90;0.193;0.147;0.194;0.2;0.193;0.201;0.0;0.0;0.206;0.0;0.0;0.198;0.0;0.21;0.0;0.0;0.224;0.0;0.198;0.201;0.227;0.0;0.0;0.0;0.197;0.193;0.194;0.463;0.343;0.2;0.199;0.205;0.193;0.198;0.215;0.196;0.198;0.0;0.0;0.0;0.197;0.399;0.199;0.194;0.0;0.0;1.0;0.251;0.205
ENSMUST00000139735_90_90;0.285;0.262;0.298;0.314;0.28;0.291;0.0;0.135;0.278;0.0;0.0;0.268;0.0;0.284;0.0;0.0;0.304;0.0;0.268;0.29;0.306;0.0;0.0;0.068;0.302;0.304;0.298;0.695;0.543;0.314;0.306;0.28;0.285;0.27;0.295;0.268;0.27;0.071;0.243;0.098;0.31;0.0;0.314;0.306;0.0;0.0;0.251;1.0;0.323
ENSMUST00000156096_90_90;0.614;0.551;0.934;0.97;0.608;0.592;0.129;0.407;0.583;0.038;0.239;0.6;0.083;0.567;0.0;0.057;0.541;0.189;0.6;0.591;0.545;0.112;0.109;0.598;0.921;0.939;0.934;0.4;0.594;0.97;0.958;0.585;0.613;0.602;0.56;0.598;0.602;0.033;0.266;0.359;0.934;0.096;0.971;0.947;0.136;0.276;0.205;0.323;1.0
