;ENSCAFT00000006410_90_90;ENSCAFT00000006413_90_90;ENSCAFT00000011282_90_90;ENST00000229471_90_90;ENST00000354650_90_90;ENST00000368667_90_90;ENST00000368678_90_90;ENST00000368682_90_90;ENST00000462598_90_90;ENST00000462856_90_90;ENST00000484067_90_90;ENST00000487824_90_90;ENST00000517419_90_90;ENST00000518295_90_90;ENST00000518630_90_90;ENST00000520518_90_90;ENST00000521062_90_90;ENST00000523238_90_90;ENST00000523570_90_90;ENST00000523574_90_90;ENST00000524310_90_90;ENST00000538466_90_90;ENST00000519728_90_90;ENST00000520050_90_90;ENST00000520220_90_90;ENSMUST00000063091_90_90;ENSMUST00000099967_90_90;ENSMUST00000126486_90_90;ENSMUST00000135242_90_90;ENSMUST00000136659_90_90;ENSMUST00000146287_90_90;ENSMUST00000148152_90_90;ENSMUST00000157009_90_90;ENSMUST00000041377_90_90;ENSMUST00000103010_90_90
ENST00000484067_90_90;0.345;0.0;0.252;0.408;0.359;0.359;0.391;0.391;0.685;0.555;1.0;0.589;0.672;0.727;0.876;0.645;0.965;0.738;0.897;0.794;0.768;0.391;0.0;0.0;0.0;0.391;0.359;0.391;0.391;0.408;0.391;0.933;0.333;0.266;0.185
ENST00000487824_90_90;0.197;0.0;0.147;0.237;0.208;0.208;0.227;0.227;0.862;0.325;0.589;1.0;0.395;0.427;0.516;0.378;0.611;0.434;0.528;0.467;0.452;0.227;0.0;0.0;0.0;0.227;0.208;0.227;0.227;0.237;0.227;0.549;0.565;0.161;0.074
ENST00000517419_90_90;0.5;0.137;0.386;0.587;0.515;0.515;0.56;0.56;0.463;0.82;0.672;0.395;1.0;0.923;0.77;0.958;0.649;0.909;0.752;0.846;0.874;0.56;0.0;0.0;0.0;0.56;0.515;0.56;0.56;0.587;0.56;0.721;0.223;0.401;0.323
ENST00000518295_90_90;0.47;0.104;0.356;0.552;0.485;0.485;0.529;0.529;0.5;0.76;0.727;0.427;0.923;1.0;0.832;0.885;0.702;0.986;0.811;0.916;0.947;0.529;0.0;0.0;0.0;0.529;0.485;0.529;0.529;0.552;0.529;0.779;0.241;0.37;0.292
ENST00000518630_90_90;0.4;0.025;0.284;0.473;0.415;0.415;0.454;0.454;0.599;0.637;0.876;0.516;0.77;0.832;1.0;0.74;0.845;0.845;0.976;0.908;0.878;0.454;0.0;0.0;0.0;0.454;0.415;0.454;0.454;0.473;0.454;0.939;0.292;0.298;0.219
ENST00000520518_90_90;0.518;0.159;0.406;0.609;0.534;0.534;0.581;0.581;0.445;0.855;0.645;0.378;0.958;0.885;0.74;1.0;0.623;0.871;0.722;0.811;0.838;0.581;0.0;0.0;0.0;0.581;0.534;0.581;0.581;0.609;0.581;0.692;0.214;0.421;0.343
ENST00000521062_90_90;0.332;0.0;0.238;0.394;0.346;0.346;0.378;0.378;0.711;0.535;0.965;0.611;0.649;0.702;0.845;0.623;1.0;0.713;0.866;0.766;0.74;0.378;0.0;0.0;0.0;0.378;0.346;0.378;0.378;0.394;0.378;0.901;0.345;0.253;0.171
ENST00000523238_90_90;0.46;0.092;0.346;0.541;0.476;0.476;0.518;0.518;0.508;0.747;0.738;0.434;0.909;0.986;0.845;0.871;0.713;1.0;0.825;0.929;0.961;0.518;0.0;0.0;0.0;0.518;0.476;0.518;0.518;0.541;0.518;0.791;0.245;0.36;0.281
ENST00000523570_90_90;0.389;0.012;0.272;0.461;0.404;0.404;0.442;0.442;0.614;0.621;0.897;0.528;0.752;0.811;0.976;0.722;0.866;0.825;1.0;0.886;0.857;0.442;0.0;0.0;0.0;0.442;0.404;0.442;0.442;0.461;0.442;0.962;0.298;0.286;0.208
ENST00000523574_90_90;0.429;0.057;0.314;0.506;0.445;0.445;0.485;0.485;0.544;0.696;0.794;0.467;0.846;0.916;0.908;0.811;0.766;0.929;0.886;1.0;0.967;0.485;0.0;0.0;0.0;0.485;0.445;0.485;0.485;0.506;0.485;0.851;0.264;0.328;0.249
ENST00000524310_90_90;0.444;0.074;0.329;0.523;0.459;0.459;0.5;0.5;0.527;0.719;0.768;0.452;0.874;0.947;0.878;0.838;0.74;0.961;0.857;0.967;1.0;0.5;0.0;0.0;0.0;0.5;0.459;0.5;0.5;0.523;0.5;0.823;0.255;0.343;0.264
ENST00000538466_90_90;0.819;0.492;0.665;0.941;0.837;0.837;1.0;1.0;0.274;0.665;0.391;0.227;0.56;0.529;0.454;0.581;0.378;0.518;0.442;0.485;0.5;1.0;0.0;0.0;0.0;1.0;0.837;1.0;1.0;0.941;1.0;0.419;0.129;0.698;0.624
ENST00000519728_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.522;0.855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000520050_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.522;1.0;0.377;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000520220_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.855;0.377;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000063091_90_90;0.819;0.492;0.665;0.941;0.837;0.837;1.0;1.0;0.274;0.665;0.391;0.227;0.56;0.529;0.454;0.581;0.378;0.518;0.442;0.485;0.5;1.0;0.0;0.0;0.0;1.0;0.837;1.0;1.0;0.941;1.0;0.419;0.129;0.698;0.624
ENSMUST00000099967_90_90;0.982;0.473;0.771;0.884;1.0;1.0;0.837;0.837;0.25;0.615;0.359;0.208;0.515;0.485;0.415;0.534;0.346;0.476;0.404;0.445;0.459;0.837;0.0;0.0;0.0;0.837;1.0;0.837;0.837;0.884;0.837;0.385;0.118;0.805;0.732
ENSMUST00000126486_90_90;0.819;0.492;0.665;0.941;0.837;0.837;1.0;1.0;0.274;0.665;0.391;0.227;0.56;0.529;0.454;0.581;0.378;0.518;0.442;0.485;0.5;1.0;0.0;0.0;0.0;1.0;0.837;1.0;1.0;0.941;1.0;0.419;0.129;0.698;0.624
ENSMUST00000135242_90_90;0.819;0.492;0.665;0.941;0.837;0.837;1.0;1.0;0.274;0.665;0.391;0.227;0.56;0.529;0.454;0.581;0.378;0.518;0.442;0.485;0.5;1.0;0.0;0.0;0.0;1.0;0.837;1.0;1.0;0.941;1.0;0.419;0.129;0.698;0.624
ENSMUST00000136659_90_90;0.866;0.53;0.708;1.0;0.884;0.884;0.941;0.941;0.285;0.699;0.408;0.237;0.587;0.552;0.473;0.609;0.394;0.541;0.461;0.506;0.523;0.941;0.0;0.0;0.0;0.941;0.884;0.941;0.941;1.0;0.941;0.438;0.134;0.742;0.665
ENSMUST00000146287_90_90;0.819;0.492;0.665;0.941;0.837;0.837;1.0;1.0;0.274;0.665;0.391;0.227;0.56;0.529;0.454;0.581;0.378;0.518;0.442;0.485;0.5;1.0;0.0;0.0;0.0;1.0;0.837;1.0;1.0;0.941;1.0;0.419;0.129;0.698;0.624
ENSMUST00000148152_90_90;0.369;0.0;0.265;0.438;0.385;0.385;0.419;0.419;0.639;0.595;0.933;0.549;0.721;0.779;0.939;0.692;0.901;0.791;0.962;0.851;0.823;0.419;0.0;0.0;0.0;0.419;0.385;0.419;0.419;0.438;0.419;1.0;0.31;0.279;0.2
ENSMUST00000157009_90_90;0.106;0.0;0.088;0.134;0.118;0.118;0.129;0.129;0.487;0.183;0.333;0.565;0.223;0.241;0.292;0.214;0.345;0.245;0.298;0.264;0.255;0.129;0.0;0.0;0.0;0.129;0.118;0.129;0.129;0.134;0.129;0.31;1.0;0.102;0.061
ENSMUST00000041377_90_90;0.789;0.523;0.947;0.742;0.805;0.805;0.698;0.698;0.196;0.487;0.266;0.161;0.401;0.37;0.298;0.421;0.253;0.36;0.286;0.328;0.343;0.698;0.0;0.0;0.0;0.698;0.805;0.698;0.698;0.742;0.698;0.279;0.102;1.0;0.902
ENSMUST00000103010_90_90;0.717;0.567;0.853;0.665;0.732;0.732;0.624;0.624;0.111;0.41;0.185;0.074;0.323;0.292;0.219;0.343;0.171;0.281;0.208;0.249;0.264;0.624;0.0;0.0;0.0;0.624;0.732;0.624;0.624;0.665;0.624;0.2;0.061;0.902;1.0
