;ENSCAFT00000003676_90_90;ENST00000242066_90_90;ENST00000399357_90_90;ENST00000403527_90_90;ENST00000403685_90_90;ENST00000405192_90_90;ENST00000405218_90_90;ENST00000405358_90_90;ENST00000420159_90_90;ENST00000421381_90_90;ENST00000430479_90_90;ENST00000431887_90_90;ENST00000433547_90_90;ENST00000438956_90_90;ENST00000443137_90_90;ENST00000443608_90_90;ENSMUST00000095767_90_90;ENSMUST00000159334_90_90;ENSMUST00000160244_90_90;ENSMUST00000160701_90_90;ENSMUST00000160856_90_90;ENSMUST00000160996_90_90;ENSMUST00000161164_90_90;ENSMUST00000161513_90_90;ENSMUST00000161980_90_90;ENSMUST00000162563_90_90
ENST00000430479_90_90;0.999;0.962;0.711;0.838;0.962;0.952;1.0;0.913;0.802;0.258;1.0;0.2;0.042;0.539;0.694;0.307;0.999;0.837;0.95;0.71;0.961;0.482;0.042;0.429;0.8;0.999
ENST00000431887_90_90;0.2;0.162;0.081;0.07;0.162;0.21;0.2;0.159;0.034;0.775;0.2;1.0;0.21;0.046;0.26;0.15;0.2;0.07;0.21;0.081;0.162;0.312;0.21;0.304;0.034;0.2
ENST00000433547_90_90;0.042;0.044;0.0;0.0;0.044;0.044;0.042;0.01;0.0;0.163;0.042;0.21;1.0;0.0;0.054;0.0;0.042;0.0;0.044;0.0;0.044;0.087;1.0;0.019;0.0;0.042
ENST00000438956_90_90;0.538;0.559;0.516;0.66;0.559;0.493;0.539;0.524;0.688;0.122;0.539;0.046;0.0;1.0;0.689;0.506;0.538;0.659;0.492;0.514;0.558;0.487;0.0;0.404;0.687;0.538
ENST00000443137_90_90;0.694;0.658;0.429;0.55;0.658;0.647;0.694;0.627;0.515;0.335;0.694;0.26;0.054;0.689;1.0;0.394;0.694;0.55;0.647;0.429;0.658;0.627;0.054;0.548;0.515;0.694
ENST00000443608_90_90;0.307;0.271;0.463;0.396;0.271;0.298;0.307;0.299;0.355;0.261;0.307;0.15;0.0;0.506;0.394;1.0;0.307;0.396;0.298;0.463;0.271;0.36;0.0;0.351;0.355;0.307
ENSMUST00000095767_90_90;1.0;0.961;0.71;0.837;0.961;0.95;0.999;0.912;0.8;0.258;0.999;0.2;0.042;0.538;0.694;0.307;1.0;0.838;0.952;0.711;0.962;0.482;0.042;0.429;0.802;1.0
ENSMUST00000159334_90_90;0.838;0.8;0.854;0.998;0.8;0.79;0.837;0.814;0.957;0.126;0.837;0.07;0.0;0.659;0.55;0.396;0.838;1.0;0.792;0.856;0.802;0.341;0.0;0.336;0.959;0.838
ENSMUST00000160244_90_90;0.952;0.913;0.664;0.79;0.913;0.999;0.95;0.866;0.754;0.271;0.95;0.21;0.044;0.492;0.647;0.298;0.952;0.792;1.0;0.665;0.914;0.507;0.044;0.449;0.755;0.952
ENSMUST00000160701_90_90;0.711;0.674;0.998;0.854;0.674;0.664;0.71;0.691;0.813;0.141;0.71;0.081;0.0;0.514;0.429;0.463;0.711;0.856;0.665;1.0;0.675;0.214;0.0;0.214;0.815;0.711
ENSMUST00000160856_90_90;0.962;0.999;0.674;0.8;0.999;0.913;0.961;0.876;0.83;0.22;0.961;0.162;0.044;0.558;0.658;0.271;0.962;0.802;0.914;0.675;1.0;0.501;0.044;0.394;0.832;0.962
ENSMUST00000160996_90_90;0.482;0.501;0.214;0.341;0.501;0.507;0.482;0.425;0.354;0.423;0.482;0.312;0.087;0.487;0.627;0.36;0.482;0.341;0.507;0.214;0.501;1.0;0.087;0.717;0.354;0.482
ENSMUST00000161164_90_90;0.042;0.044;0.0;0.0;0.044;0.044;0.042;0.01;0.0;0.163;0.042;0.21;1.0;0.0;0.054;0.0;0.042;0.0;0.044;0.0;0.044;0.087;1.0;0.019;0.0;0.042
ENSMUST00000161513_90_90;0.429;0.394;0.214;0.336;0.394;0.449;0.429;0.498;0.301;0.409;0.429;0.304;0.019;0.404;0.548;0.351;0.429;0.336;0.449;0.214;0.394;0.717;0.019;1.0;0.301;0.429
ENSMUST00000161980_90_90;0.802;0.83;0.813;0.957;0.83;0.754;0.8;0.779;0.998;0.09;0.8;0.034;0.0;0.687;0.515;0.355;0.802;0.959;0.755;0.815;0.832;0.354;0.0;0.301;1.0;0.802
ENSMUST00000162563_90_90;1.0;0.961;0.71;0.837;0.961;0.95;0.999;0.912;0.8;0.258;0.999;0.2;0.042;0.538;0.694;0.307;1.0;0.838;0.952;0.711;0.962;0.482;0.042;0.429;0.802;1.0
