;ENSCAFT00000021165_90_90;ENSCAFT00000021175_90_90;ENSCAFT00000022869_90_90;ENSCAFT00000049479_90_90;ENST00000346964_90_90;ENST00000357674_90_90;ENST00000392380_90_90;ENST00000392381_90_90;ENST00000392382_90_90;ENST00000412364_90_90;ENST00000419227_90_90;ENST00000419354_90_90;ENST00000419553_90_90;ENST00000422288_90_90;ENST00000434148_90_90;ENST00000436682_90_90;ENST00000443183_90_90;ENST00000447466_90_90;ENST00000448528_90_90;ENST00000450955_90_90;ENST00000452595_90_90;ENST00000453607_90_90;ENST00000456699_90_90;ENST00000378154_90_90;ENST00000378158_90_90;ENST00000378163_90_90;ENST00000378166_90_90;ENST00000378168_90_90;ENST00000378179_90_90;ENST00000421587_90_90;ENST00000442742_90_90;ENSMUST00000023454_90_90;ENSMUST00000064477_90_90;ENSMUST00000100001_90_90;ENSMUST00000115196_90_90;ENSMUST00000115201_90_90;ENSMUST00000115205_90_90;ENSMUST00000130920_90_90;ENSMUST00000131136_90_90;ENSMUST00000132176_90_90;ENSMUST00000033321_90_90;ENSMUST00000115435_90_90;ENSMUST00000115436_90_90;ENSMUST00000115438_90_90;ENSMUST00000124710_90_90;ENSMUST00000128012_90_90;ENSMUST00000128095_90_90;ENSMUST00000139735_90_90;ENSMUST00000156096_90_90
ENST00000443183_90_90;0.506;0.474;0.681;0.641;0.661;0.686;0.02;0.475;0.714;0.0;0.22;0.689;0.0;0.688;0.0;0.0;1.0;0.359;0.689;0.684;0.985;0.074;0.027;0.0;0.363;0.379;0.363;0.46;0.405;0.38;0.364;0.755;0.691;0.723;0.924;0.729;0.723;0.053;0.41;0.505;0.334;0.273;0.343;0.334;0.0;0.0;0.379;0.242;0.344
ENST00000447466_90_90;0.282;0.269;0.245;0.255;0.286;0.299;0.042;0.379;0.306;0.0;0.402;0.294;0.0;0.277;0.0;0.0;0.359;1.0;0.294;0.297;0.365;0.112;0.055;0.0;0.183;0.179;0.182;0.235;0.205;0.18;0.183;0.364;0.336;0.347;0.359;0.345;0.347;0.0;0.35;0.477;0.158;0.394;0.162;0.158;0.0;0.0;0.342;0.058;0.163
ENST00000448528_90_90;0.633;0.599;0.631;0.591;0.958;0.923;0.248;0.758;0.96;0.119;0.424;1.0;0.178;0.931;0.04;0.143;0.689;0.294;1.0;0.919;0.697;0.137;0.214;0.185;0.368;0.359;0.367;0.282;0.358;0.359;0.368;0.83;0.834;0.877;0.825;0.872;0.877;0.059;0.453;0.557;0.422;0.232;0.402;0.421;0.0;0.028;0.273;0.119;0.404
ENST00000450955_90_90;0.591;0.558;0.621;0.581;0.96;0.996;0.203;0.699;0.956;0.121;0.429;0.919;0.18;0.928;0.041;0.145;0.684;0.297;0.919;1.0;0.693;0.138;0.217;0.22;0.297;0.29;0.297;0.209;0.286;0.29;0.297;0.827;0.834;0.788;0.743;0.784;0.788;0.06;0.46;0.566;0.359;0.266;0.34;0.359;0.0;0.032;0.193;0.053;0.341
ENST00000452595_90_90;0.507;0.475;0.669;0.629;0.668;0.695;0.021;0.48;0.723;0.0;0.223;0.697;0.0;0.697;0.0;0.0;0.985;0.365;0.697;0.693;1.0;0.075;0.027;0.0;0.364;0.379;0.364;0.461;0.406;0.38;0.364;0.764;0.699;0.732;0.911;0.728;0.732;0.054;0.416;0.511;0.335;0.273;0.343;0.334;0.0;0.0;0.38;0.243;0.344
ENST00000453607_90_90;0.157;0.157;0.092;0.097;0.133;0.139;0.198;0.175;0.142;0.0;0.316;0.137;0.218;0.147;0.0;0.085;0.074;0.112;0.137;0.138;0.075;1.0;0.222;0.132;0.195;0.191;0.195;0.274;0.232;0.192;0.195;0.091;0.083;0.086;0.08;0.086;0.086;0.0;0.0;0.134;0.219;0.438;0.195;0.218;0.0;0.0;0.269;0.132;0.197
ENST00000456699_90_90;0.234;0.234;0.035;0.036;0.208;0.218;0.82;0.277;0.223;0.56;0.409;0.214;0.836;0.193;0.188;0.668;0.027;0.055;0.214;0.217;0.027;0.222;1.0;0.361;0.2;0.195;0.199;0.106;0.203;0.196;0.2;0.037;0.034;0.035;0.032;0.035;0.035;0.0;0.0;0.054;0.302;0.116;0.278;0.3;0.0;0.053;0.082;0.089;0.28
ENST00000378154_90_90;0.447;0.402;0.048;0.048;0.185;0.22;0.291;0.191;0.221;0.35;0.28;0.185;0.485;0.265;0.062;0.488;0.0;0.0;0.185;0.22;0.0;0.132;0.361;1.0;0.566;0.551;0.557;0.054;0.216;0.558;0.573;0.337;0.291;0.292;0.0;0.292;0.292;0.0;0.0;0.381;0.489;0.0;0.491;0.482;0.284;0.483;0.0;0.044;0.475
ENST00000378158_90_90;0.662;0.748;0.554;0.556;0.367;0.297;0.267;0.38;0.298;0.107;0.262;0.368;0.139;0.242;0.018;0.14;0.363;0.183;0.368;0.297;0.364;0.195;0.2;0.566;1.0;0.972;0.984;0.475;0.6;0.936;0.956;0.388;0.457;0.459;0.427;0.458;0.459;0.0;0.0;0.428;0.918;0.139;0.913;0.914;0.153;0.26;0.286;0.341;0.897
ENST00000378163_90_90;0.662;0.779;0.598;0.601;0.358;0.29;0.261;0.37;0.29;0.104;0.256;0.359;0.136;0.237;0.018;0.138;0.379;0.179;0.359;0.29;0.379;0.191;0.195;0.551;0.972;1.0;0.989;0.478;0.627;0.964;0.962;0.381;0.447;0.45;0.442;0.449;0.45;0.0;0.0;0.419;0.922;0.135;0.935;0.936;0.15;0.254;0.28;0.35;0.919
ENST00000378166_90_90;0.648;0.765;0.581;0.583;0.366;0.297;0.267;0.379;0.297;0.107;0.261;0.367;0.139;0.242;0.018;0.14;0.363;0.182;0.367;0.297;0.364;0.195;0.199;0.557;0.984;0.989;1.0;0.467;0.616;0.953;0.972;0.388;0.456;0.459;0.426;0.458;0.459;0.0;0.0;0.427;0.91;0.137;0.923;0.924;0.152;0.258;0.283;0.337;0.907
ENST00000378168_90_90;0.341;0.429;0.557;0.559;0.281;0.209;0.186;0.297;0.21;0.0;0.178;0.282;0.039;0.153;0.0;0.04;0.46;0.235;0.282;0.209;0.461;0.274;0.106;0.054;0.475;0.478;0.467;1.0;0.685;0.454;0.439;0.173;0.242;0.243;0.599;0.242;0.243;0.0;0.0;0.186;0.473;0.271;0.468;0.474;0.0;0.0;0.562;0.659;0.475
ENST00000378179_90_90;0.467;0.539;0.585;0.588;0.357;0.286;0.28;0.377;0.287;0.104;0.265;0.358;0.138;0.23;0.0;0.14;0.405;0.205;0.358;0.286;0.406;0.232;0.203;0.216;0.6;0.627;0.616;0.685;1.0;0.65;0.633;0.173;0.241;0.242;0.599;0.242;0.242;0.0;0.0;0.186;0.564;0.225;0.581;0.571;0.0;0.0;0.466;0.579;0.59
ENST00000421587_90_90;0.679;0.748;0.571;0.573;0.358;0.29;0.263;0.371;0.291;0.105;0.257;0.359;0.137;0.237;0.019;0.139;0.38;0.18;0.359;0.29;0.38;0.192;0.196;0.558;0.936;0.964;0.953;0.454;0.65;1.0;0.98;0.381;0.448;0.451;0.442;0.45;0.451;0.0;0.0;0.421;0.925;0.139;0.948;0.931;0.154;0.248;0.286;0.358;0.931
ENST00000442742_90_90;0.668;0.738;0.553;0.555;0.367;0.297;0.268;0.38;0.298;0.107;0.262;0.368;0.139;0.242;0.019;0.141;0.364;0.183;0.368;0.297;0.364;0.195;0.2;0.573;0.956;0.962;0.972;0.439;0.633;0.98;1.0;0.388;0.457;0.46;0.427;0.459;0.46;0.0;0.0;0.429;0.905;0.139;0.927;0.91;0.154;0.261;0.288;0.342;0.91
ENSMUST00000023454_90_90;0.633;0.599;0.586;0.548;0.788;0.832;0.028;0.567;0.873;0.0;0.296;0.83;0.0;0.836;0.0;0.0;0.755;0.364;0.83;0.827;0.764;0.091;0.037;0.337;0.388;0.381;0.388;0.173;0.173;0.381;0.388;1.0;0.915;0.958;0.712;0.952;0.958;0.06;0.443;0.673;0.381;0.292;0.381;0.38;0.146;0.211;0.206;0.0;0.382
ENSMUST00000064477_90_90;0.671;0.636;0.65;0.613;0.881;0.829;0.074;0.594;0.788;0.0;0.273;0.834;0.0;0.755;0.0;0.0;0.691;0.336;0.834;0.834;0.699;0.083;0.034;0.291;0.457;0.447;0.456;0.242;0.241;0.448;0.457;0.915;1.0;0.956;0.718;0.951;0.956;0.056;0.412;0.626;0.448;0.249;0.447;0.447;0.126;0.183;0.288;0.07;0.449
ENSMUST00000100001_90_90;0.677;0.642;0.622;0.585;0.834;0.792;0.076;0.615;0.83;0.0;0.282;0.877;0.0;0.794;0.0;0.0;0.723;0.347;0.877;0.788;0.732;0.086;0.035;0.292;0.459;0.45;0.459;0.243;0.242;0.451;0.46;0.958;0.956;1.0;0.749;0.994;1.0;0.057;0.424;0.645;0.45;0.25;0.45;0.449;0.127;0.184;0.289;0.07;0.452
ENSMUST00000115196_90_90;0.619;0.588;0.751;0.712;0.786;0.746;0.07;0.572;0.78;0.0;0.263;0.825;0.0;0.749;0.0;0.0;0.924;0.359;0.825;0.743;0.911;0.08;0.032;0.0;0.427;0.442;0.426;0.599;0.599;0.442;0.427;0.712;0.718;0.749;1.0;0.754;0.749;0.057;0.431;0.435;0.442;0.236;0.442;0.441;0.0;0.0;0.474;0.368;0.443
ENSMUST00000115201_90_90;0.675;0.64;0.629;0.592;0.829;0.788;0.075;0.611;0.825;0.0;0.28;0.872;0.0;0.79;0.0;0.0;0.729;0.345;0.872;0.784;0.728;0.086;0.035;0.292;0.458;0.449;0.458;0.242;0.242;0.45;0.459;0.952;0.951;0.994;0.754;1.0;0.994;0.057;0.421;0.641;0.45;0.249;0.449;0.448;0.126;0.183;0.289;0.07;0.451
ENSMUST00000115205_90_90;0.677;0.642;0.622;0.585;0.834;0.792;0.076;0.615;0.83;0.0;0.282;0.877;0.0;0.794;0.0;0.0;0.723;0.347;0.877;0.788;0.732;0.086;0.035;0.292;0.459;0.45;0.459;0.243;0.242;0.451;0.46;0.958;0.956;1.0;0.749;0.994;1.0;0.057;0.424;0.645;0.45;0.25;0.45;0.449;0.127;0.184;0.289;0.07;0.452
ENSMUST00000130920_90_90;0.052;0.048;0.047;0.05;0.057;0.061;0.0;0.083;0.062;0.0;0.0;0.059;0.0;0.066;0.0;0.0;0.053;0.0;0.059;0.06;0.054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06;0.056;0.057;0.057;0.057;0.057;1.0;0.132;0.087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000131136_90_90;0.358;0.326;0.302;0.299;0.436;0.463;0.0;0.589;0.477;0.0;0.252;0.453;0.0;0.498;0.0;0.0;0.41;0.35;0.453;0.46;0.416;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.443;0.412;0.424;0.431;0.421;0.424;0.132;1.0;0.512;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000132176_90_90;0.718;0.664;0.354;0.353;0.538;0.57;0.04;0.76;0.587;0.0;0.389;0.557;0.0;0.549;0.0;0.0;0.505;0.477;0.557;0.566;0.511;0.134;0.054;0.381;0.428;0.419;0.427;0.186;0.186;0.421;0.429;0.673;0.626;0.645;0.435;0.641;0.645;0.087;0.512;1.0;0.42;0.317;0.419;0.418;0.164;0.243;0.225;0.0;0.422
ENSMUST00000033321_90_90;0.755;0.828;0.572;0.574;0.421;0.359;0.363;0.441;0.36;0.165;0.348;0.422;0.236;0.312;0.059;0.188;0.334;0.158;0.422;0.359;0.335;0.219;0.302;0.489;0.918;0.922;0.91;0.473;0.564;0.925;0.905;0.381;0.448;0.45;0.442;0.45;0.45;0.0;0.0;0.42;1.0;0.121;0.958;0.986;0.136;0.224;0.252;0.349;0.943
ENSMUST00000115435_90_90;0.084;0.076;0.171;0.172;0.231;0.266;0.08;0.247;0.267;0.0;0.224;0.232;0.0;0.181;0.0;0.0;0.273;0.394;0.232;0.266;0.273;0.438;0.116;0.0;0.139;0.135;0.137;0.271;0.225;0.139;0.139;0.292;0.249;0.25;0.236;0.249;0.25;0.0;0.0;0.317;0.121;1.0;0.122;0.119;0.0;0.0;0.436;0.0;0.124
ENSMUST00000115436_90_90;0.726;0.808;0.592;0.594;0.401;0.34;0.339;0.419;0.341;0.169;0.326;0.402;0.227;0.292;0.06;0.193;0.343;0.162;0.402;0.34;0.343;0.195;0.278;0.491;0.913;0.935;0.923;0.468;0.581;0.948;0.927;0.381;0.447;0.45;0.442;0.449;0.45;0.0;0.0;0.419;0.958;0.122;1.0;0.972;0.138;0.228;0.255;0.355;0.984
ENSMUST00000115438_90_90;0.742;0.845;0.601;0.603;0.42;0.359;0.361;0.44;0.36;0.164;0.347;0.421;0.235;0.312;0.058;0.186;0.334;0.158;0.421;0.359;0.334;0.218;0.3;0.482;0.914;0.936;0.924;0.474;0.571;0.931;0.91;0.38;0.447;0.449;0.441;0.448;0.449;0.0;0.0;0.418;0.986;0.119;0.972;1.0;0.134;0.222;0.247;0.345;0.956
ENSMUST00000124710_90_90;0.077;0.071;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.284;0.153;0.15;0.152;0.0;0.0;0.154;0.154;0.146;0.126;0.127;0.0;0.126;0.127;0.0;0.0;0.164;0.136;0.0;0.138;0.134;1.0;0.036;0.0;0.0;0.121
ENSMUST00000128012_90_90;0.172;0.16;0.0;0.0;0.028;0.032;0.045;0.029;0.032;0.092;0.042;0.028;0.068;0.036;0.224;0.083;0.0;0.0;0.028;0.032;0.0;0.0;0.053;0.483;0.26;0.254;0.258;0.0;0.0;0.248;0.261;0.211;0.183;0.184;0.0;0.183;0.184;0.0;0.0;0.243;0.224;0.0;0.228;0.222;0.036;1.0;0.0;0.0;0.232
ENSMUST00000128095_90_90;0.214;0.197;0.323;0.324;0.272;0.193;0.183;0.293;0.194;0.0;0.166;0.273;0.0;0.133;0.0;0.0;0.379;0.342;0.273;0.193;0.38;0.269;0.082;0.0;0.286;0.28;0.283;0.562;0.466;0.286;0.288;0.206;0.288;0.289;0.474;0.289;0.289;0.0;0.0;0.225;0.252;0.436;0.255;0.247;0.0;0.0;1.0;0.269;0.259
ENSMUST00000139735_90_90;0.278;0.338;0.367;0.369;0.118;0.053;0.195;0.128;0.053;0.0;0.07;0.119;0.098;0.058;0.0;0.037;0.242;0.058;0.119;0.053;0.243;0.132;0.089;0.044;0.341;0.35;0.337;0.659;0.579;0.358;0.342;0.0;0.07;0.07;0.368;0.07;0.07;0.0;0.0;0.0;0.349;0.0;0.355;0.345;0.0;0.0;0.269;1.0;0.36
ENSMUST00000156096_90_90;0.731;0.815;0.593;0.595;0.402;0.341;0.342;0.421;0.342;0.171;0.328;0.404;0.229;0.293;0.061;0.195;0.344;0.163;0.404;0.341;0.344;0.197;0.28;0.475;0.897;0.919;0.907;0.475;0.59;0.931;0.91;0.382;0.449;0.452;0.443;0.451;0.452;0.0;0.0;0.422;0.943;0.124;0.984;0.956;0.121;0.232;0.259;0.36;1.0
