;ENSCAFT00000004869_90_90;ENSCAFT00000013439_90_90;ENSCAFT00000037016_90_90;ENSCAFT00000021145_90_90;ENSCAFT00000025193_90_90;ENST00000302271_90_90;ENST00000374612_90_90;ENST00000374616_90_90;ENST00000427764_90_90;ENST00000478691_90_90;ENST00000606561_90_90;ENST00000641107_90_90;ENST00000355238_90_90;ENST00000369622_90_90;ENST00000444272_90_90;ENST00000616122_90_90;ENST00000281722_90_90;ENST00000510397_90_90;ENST00000512640_90_90;ENST00000514866_90_90;ENST00000295971_90_90;ENST00000381793_90_90;ENST00000381795_90_90;ENST00000505220_90_90;ENST00000505414_90_90;ENST00000507180_90_90;ENST00000510871_90_90;ENST00000511598_90_90;ENST00000511902_90_90;ENST00000513473_90_90;ENST00000514014_90_90;ENST00000514782_90_90;ENST00000515053_90_90;ENSMUST00000069221_90_90;ENSMUST00000172508_90_90;ENSMUST00000172828_90_90;ENSMUST00000173405_90_90;ENSMUST00000173801_90_90;ENSMUST00000174269_90_90;ENSMUST00000174282_90_90;ENSMUST00000174361_90_90;ENSMUST00000174391_90_90;ENSMUST00000174688_90_90;ENSMUST00000048647_90_90;ENSMUST00000182637_90_90;ENSMUST00000182818_90_90;ENSMUST00000084219_90_90;ENSMUST00000105850_90_90;ENSMUST00000125696_90_90;ENSMUST00000131671_90_90;ENSMUST00000134524_90_90;ENSMUST00000145282_90_90;ENSMUST00000148843_90_90;ENSMUST00000156259_90_90;ENSMUST00000094756_90_90;ENSMUST00000094757_90_90;ENSMUST00000113724_90_90;ENSMUST00000113726_90_90;ENSMUST00000167950_90_90;ENSMUST00000200775_90_90;ENSMUST00000200852_90_90;ENSMUST00000201544_90_90;ENSMUST00000201561_90_90;ENSMUST00000202700_90_90
ENST00000606561_90_90;0.581;0.752;0.784;0.595;0.813;0.806;0.806;0.799;0.842;0.94;1.0;0.299;0.611;0.803;0.084;0.716;0.82;0.867;0.205;0.855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.615;0.0;0.085;0.101;0.809;0.583;0.615;0.777;0.716;0.514;0.82;0.867;0.855;0.944;0.801;0.075;0.944;0.164;0.004;0.801;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000641107_90_90;0.266;0.2;0.207;0.151;0.223;0.242;0.242;0.24;0.252;0.281;0.299;1.0;0.301;0.244;0.0;0.368;0.202;0.211;0.0;0.209;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.304;0.0;0.0;0.0;0.245;0.314;0.304;0.253;0.368;0.344;0.202;0.211;0.209;0.282;0.239;0.0;0.282;0.0;0.0;0.239;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000355238_90_90;0.377;0.726;0.743;0.825;0.663;0.796;0.796;0.801;0.754;0.658;0.611;0.301;1.0;0.794;0.34;0.809;0.669;0.703;0.302;0.694;0.503;0.503;0.503;0.0;0.505;0.0;0.504;0.0;0.0;0.505;0.503;0.38;0.504;0.996;0.173;0.122;0.352;0.79;0.961;0.992;0.76;0.812;0.873;0.693;0.732;0.721;0.658;0.801;0.133;0.658;0.439;0.184;0.801;0.128;0.503;0.503;0.503;0.503;0.503;0.503;0.505;0.503;0.0;0.0
ENST00000369622_90_90;0.541;0.878;0.929;0.846;0.842;0.99;0.99;0.995;0.947;0.852;0.803;0.244;0.794;1.0;0.287;0.638;0.837;0.875;0.249;0.865;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.79;0.146;0.104;0.297;0.996;0.76;0.793;0.965;0.64;0.684;0.861;0.905;0.893;0.852;0.995;0.11;0.852;0.364;0.151;0.995;0.105;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000444272_90_90;0.0;0.177;0.189;0.386;0.167;0.275;0.275;0.275;0.232;0.128;0.084;0.0;0.34;0.287;1.0;0.148;0.164;0.172;0.603;0.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.333;0.512;0.364;0.936;0.281;0.345;0.335;0.291;0.149;0.382;0.169;0.178;0.175;0.128;0.275;0.396;0.128;0.758;0.543;0.275;0.377;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000616122_90_90;0.38;0.65;0.665;0.63;0.679;0.651;0.651;0.655;0.607;0.772;0.716;0.368;0.809;0.638;0.148;1.0;0.708;0.754;0.324;0.742;0.503;0.503;0.503;0.0;0.506;0.0;0.504;0.0;0.0;0.505;0.503;0.38;0.505;0.815;0.0;0.151;0.168;0.642;0.78;0.81;0.611;1.0;0.692;0.71;0.756;0.744;0.772;0.655;0.163;0.772;0.259;0.005;0.655;0.0;0.503;0.503;0.503;0.503;0.503;0.503;0.506;0.503;0.0;0.0
ENST00000281722_90_90;0.565;0.881;0.875;0.793;0.868;0.825;0.825;0.833;0.776;0.881;0.82;0.202;0.669;0.837;0.164;0.708;1.0;0.858;0.205;0.835;0.349;0.349;0.35;0.438;0.354;0.355;0.352;0.355;0.438;0.354;0.025;0.355;0.353;0.67;0.0;0.134;0.179;0.838;0.635;0.671;0.802;0.708;0.543;0.964;0.918;0.892;0.881;0.833;0.139;0.881;0.263;0.015;0.833;0.0;0.349;0.348;0.348;0.348;0.348;0.348;0.354;0.348;0.079;0.201
ENST00000510397_90_90;0.488;0.946;0.917;0.776;0.932;0.863;0.863;0.871;0.81;0.934;0.867;0.211;0.703;0.875;0.172;0.754;0.858;1.0;0.232;0.944;0.404;0.404;0.404;0.396;0.41;0.411;0.407;0.411;0.396;0.41;0.077;0.411;0.409;0.705;0.0;0.142;0.189;0.877;0.666;0.706;0.838;0.754;0.567;0.884;1.0;0.944;0.934;0.871;0.147;0.934;0.277;0.016;0.871;0.0;0.404;0.403;0.403;0.403;0.403;0.403;0.41;0.403;0.069;0.176
ENST00000512640_90_90;0.0;0.166;0.168;0.249;0.216;0.249;0.249;0.248;0.193;0.267;0.205;0.0;0.302;0.249;0.603;0.324;0.205;0.232;1.0;0.225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.304;0.0;0.555;0.66;0.25;0.319;0.304;0.261;0.324;0.33;0.209;0.232;0.225;0.267;0.248;0.576;0.267;0.707;0.065;0.248;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000514866_90_90;0.525;0.891;0.975;0.798;0.962;0.853;0.853;0.861;0.801;0.92;0.855;0.209;0.694;0.865;0.17;0.742;0.835;0.944;0.225;1.0;0.49;0.49;0.492;0.49;0.5;0.502;0.495;0.502;0.49;0.499;0.165;0.501;0.498;0.696;0.0;0.14;0.186;0.867;0.658;0.697;0.829;0.742;0.561;0.859;0.944;1.0;0.92;0.861;0.145;0.92;0.274;0.016;0.861;0.0;0.49;0.489;0.489;0.489;0.489;0.489;0.5;0.489;0.058;0.149
ENST00000295971_90_90;0.639;0.513;0.226;0.54;0.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.503;0.0;0.0;0.503;0.349;0.404;0.0;0.49;1.0;1.0;0.9;0.127;0.383;0.29;0.657;0.271;0.127;0.428;0.919;0.33;0.469;0.503;0.0;0.0;0.0;0.0;0.503;0.378;0.0;0.503;0.503;0.35;0.404;0.491;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.836;0.93;0.93;0.93;0.93;0.93;0.407;0.93;0.017;0.035
ENST00000381793_90_90;0.639;0.513;0.226;0.54;0.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.503;0.0;0.0;0.503;0.349;0.404;0.0;0.49;1.0;1.0;0.9;0.127;0.383;0.29;0.657;0.271;0.127;0.428;0.919;0.33;0.469;0.503;0.0;0.0;0.0;0.0;0.503;0.378;0.0;0.503;0.503;0.35;0.404;0.491;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.836;0.93;0.93;0.93;0.93;0.93;0.407;0.93;0.017;0.035
ENST00000381795_90_90;0.577;0.516;0.228;0.476;0.563;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.503;0.0;0.0;0.503;0.35;0.404;0.0;0.492;0.9;0.9;1.0;0.141;0.422;0.321;0.726;0.299;0.141;0.474;0.819;0.364;0.52;0.503;0.0;0.0;0.0;0.0;0.503;0.378;0.0;0.503;0.503;0.351;0.405;0.493;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.923;0.835;0.835;0.835;0.835;0.835;0.452;0.835;0.018;0.038
ENST00000505220_90_90;0.13;0.176;0.49;0.165;0.243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.438;0.396;0.0;0.49;0.127;0.127;0.141;1.0;0.342;0.448;0.172;0.481;1.0;0.298;0.046;0.396;0.271;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.438;0.396;0.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.143;0.129;0.129;0.129;0.129;0.129;0.345;0.129;0.121;0.246
ENST00000505414_90_90;0.307;0.526;0.242;0.311;0.588;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.505;0.0;0.0;0.506;0.354;0.41;0.0;0.5;0.383;0.383;0.422;0.342;1.0;0.762;0.514;0.71;0.342;0.878;0.301;0.863;0.798;0.505;0.0;0.0;0.0;0.0;0.505;0.38;0.0;0.506;0.506;0.355;0.411;0.501;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.428;0.389;0.389;0.389;0.389;0.389;0.991;0.389;0.041;0.084
ENST00000507180_90_90;0.271;0.365;0.322;0.233;0.567;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.355;0.411;0.0;0.502;0.29;0.29;0.321;0.448;0.762;1.0;0.39;0.931;0.448;0.669;0.209;0.885;0.607;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.355;0.411;0.502;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.325;0.295;0.295;0.295;0.295;0.295;0.77;0.295;0.054;0.109
ENST00000510871_90_90;0.508;0.522;0.231;0.439;0.572;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.504;0.0;0.0;0.504;0.352;0.407;0.0;0.495;0.657;0.657;0.726;0.172;0.514;0.39;1.0;0.364;0.172;0.579;0.58;0.442;0.636;0.504;0.0;0.0;0.0;0.0;0.504;0.378;0.0;0.504;0.504;0.352;0.407;0.496;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.748;0.676;0.676;0.676;0.676;0.676;0.556;0.676;0.024;0.047
ENST00000511598_90_90;0.271;0.335;0.341;0.233;0.536;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.355;0.411;0.0;0.502;0.271;0.271;0.299;0.481;0.71;0.931;0.364;1.0;0.481;0.623;0.19;0.824;0.567;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.355;0.411;0.502;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.304;0.275;0.275;0.275;0.275;0.275;0.716;0.275;0.058;0.117
ENST00000511902_90_90;0.13;0.176;0.49;0.165;0.243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.438;0.396;0.0;0.49;0.127;0.127;0.141;1.0;0.342;0.448;0.172;0.481;1.0;0.298;0.046;0.396;0.271;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.438;0.396;0.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.143;0.129;0.129;0.129;0.129;0.129;0.345;0.129;0.121;0.246
ENST00000513473_90_90;0.328;0.534;0.237;0.327;0.584;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.505;0.0;0.0;0.505;0.354;0.41;0.0;0.499;0.428;0.428;0.474;0.298;0.878;0.669;0.579;0.623;0.298;1.0;0.348;0.758;0.907;0.505;0.0;0.0;0.0;0.0;0.505;0.379;0.0;0.505;0.506;0.354;0.41;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.481;0.436;0.436;0.436;0.436;0.436;0.87;0.436;0.036;0.073
ENST00000514014_90_90;0.547;0.362;0.076;0.42;0.407;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.503;0.0;0.0;0.503;0.025;0.077;0.0;0.165;0.919;0.919;0.819;0.046;0.301;0.209;0.58;0.19;0.046;0.348;1.0;0.248;0.389;0.503;0.0;0.0;0.0;0.0;0.503;0.378;0.0;0.503;0.503;0.025;0.077;0.165;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.754;0.847;0.847;0.847;0.847;0.847;0.32;0.847;0.0;0.0
ENST00000514782_90_90;0.294;0.435;0.28;0.277;0.591;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38;0.0;0.0;0.38;0.355;0.411;0.0;0.501;0.33;0.33;0.364;0.396;0.863;0.885;0.442;0.824;0.396;0.758;0.248;1.0;0.688;0.38;0.0;0.0;0.0;0.0;0.38;0.254;0.0;0.38;0.381;0.355;0.411;0.502;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.369;0.335;0.335;0.335;0.335;0.335;0.87;0.335;0.048;0.097
ENST00000515053_90_90;0.357;0.532;0.235;0.342;0.581;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.504;0.0;0.0;0.505;0.353;0.409;0.0;0.498;0.469;0.469;0.52;0.271;0.798;0.607;0.636;0.567;0.271;0.907;0.389;0.688;1.0;0.504;0.0;0.0;0.0;0.0;0.505;0.379;0.0;0.505;0.505;0.354;0.409;0.499;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.528;0.478;0.478;0.478;0.478;0.478;0.79;0.478;0.033;0.067
ENSMUST00000069221_90_90;0.377;0.726;0.744;0.823;0.664;0.793;0.793;0.797;0.749;0.663;0.615;0.304;0.996;0.79;0.333;0.815;0.67;0.705;0.304;0.696;0.503;0.503;0.503;0.0;0.505;0.0;0.504;0.0;0.0;0.505;0.503;0.38;0.504;1.0;0.18;0.122;0.358;0.794;0.965;0.995;0.764;0.809;0.877;0.693;0.732;0.722;0.663;0.797;0.134;0.663;0.432;0.177;0.797;0.12;0.503;0.503;0.503;0.503;0.503;0.503;0.505;0.503;0.0;0.0
ENSMUST00000172508_90_90;0.0;0.075;0.08;0.176;0.013;0.132;0.132;0.132;0.139;0.0;0.0;0.0;0.173;0.146;0.512;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18;1.0;0.0;0.502;0.152;0.186;0.181;0.157;0.0;0.206;0.0;0.0;0.0;0.0;0.132;0.0;0.0;0.366;0.859;0.132;0.712;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000172828_90_90;0.0;0.07;0.075;0.162;0.123;0.105;0.105;0.105;0.072;0.123;0.085;0.0;0.122;0.104;0.364;0.151;0.134;0.142;0.555;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.122;0.0;1.0;0.341;0.104;0.127;0.122;0.107;0.151;0.14;0.134;0.142;0.14;0.123;0.105;0.858;0.123;0.294;0.015;0.105;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000173405_90_90;0.0;0.195;0.206;0.409;0.18;0.286;0.286;0.284;0.241;0.145;0.101;0.0;0.352;0.297;0.936;0.168;0.179;0.189;0.66;0.186;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.358;0.502;0.341;1.0;0.303;0.371;0.36;0.314;0.166;0.41;0.185;0.195;0.193;0.145;0.284;0.384;0.145;0.792;0.498;0.284;0.338;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000173801_90_90;0.541;0.878;0.929;0.845;0.844;0.987;0.987;0.992;0.944;0.858;0.809;0.245;0.79;0.996;0.281;0.642;0.838;0.877;0.25;0.867;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.794;0.152;0.104;0.303;1.0;0.764;0.798;0.968;0.638;0.689;0.861;0.906;0.895;0.858;0.992;0.11;0.858;0.358;0.144;0.992;0.099;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000174269_90_90;0.379;0.686;0.701;0.789;0.634;0.762;0.762;0.766;0.718;0.633;0.583;0.314;0.961;0.76;0.345;0.78;0.635;0.666;0.319;0.658;0.503;0.503;0.503;0.0;0.505;0.0;0.504;0.0;0.0;0.505;0.503;0.38;0.505;0.965;0.186;0.127;0.371;0.764;1.0;0.96;0.789;0.773;0.908;0.655;0.691;0.681;0.633;0.766;0.139;0.633;0.449;0.183;0.766;0.124;0.503;0.503;0.503;0.503;0.503;0.503;0.505;0.503;0.0;0.0
ENSMUST00000174282_90_90;0.36;0.718;0.748;0.816;0.665;0.793;0.793;0.798;0.75;0.664;0.615;0.304;0.992;0.793;0.335;0.81;0.671;0.706;0.304;0.697;0.378;0.378;0.378;0.0;0.38;0.0;0.378;0.0;0.0;0.379;0.378;0.254;0.379;0.995;0.181;0.122;0.36;0.798;0.96;1.0;0.766;0.803;0.873;0.693;0.732;0.722;0.664;0.798;0.135;0.664;0.432;0.177;0.798;0.12;0.378;0.378;0.378;0.378;0.378;0.378;0.38;0.378;0.0;0.0
ENSMUST00000174361_90_90;0.544;0.839;0.887;0.811;0.813;0.956;0.956;0.961;0.912;0.826;0.777;0.253;0.76;0.965;0.291;0.611;0.802;0.838;0.261;0.829;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.764;0.157;0.107;0.314;0.968;0.789;0.766;1.0;0.608;0.712;0.824;0.865;0.855;0.826;0.961;0.114;0.826;0.371;0.149;0.961;0.102;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000174391_90_90;0.38;0.649;0.665;0.63;0.679;0.653;0.653;0.658;0.609;0.772;0.716;0.368;0.812;0.64;0.149;1.0;0.708;0.754;0.324;0.742;0.503;0.503;0.503;0.0;0.506;0.0;0.504;0.0;0.0;0.505;0.503;0.38;0.505;0.809;0.0;0.151;0.166;0.638;0.773;0.803;0.608;1.0;0.686;0.709;0.756;0.744;0.772;0.658;0.163;0.772;0.26;0.005;0.658;0.0;0.503;0.503;0.503;0.503;0.503;0.503;0.506;0.503;0.0;0.0
ENSMUST00000174688_90_90;0.385;0.585;0.593;0.698;0.556;0.694;0.694;0.691;0.65;0.555;0.514;0.344;0.873;0.684;0.382;0.692;0.543;0.567;0.33;0.561;0.503;0.503;0.503;0.0;0.506;0.0;0.504;0.0;0.0;0.506;0.503;0.381;0.505;0.877;0.206;0.14;0.41;0.689;0.908;0.873;0.712;0.686;1.0;0.558;0.586;0.579;0.555;0.691;0.154;0.555;0.408;0.202;0.691;0.138;0.503;0.503;0.503;0.503;0.503;0.503;0.506;0.503;0.0;0.0
ENSMUST00000048647_90_90;0.616;0.887;0.877;0.848;0.869;0.853;0.853;0.861;0.801;0.881;0.82;0.202;0.693;0.861;0.169;0.71;0.964;0.884;0.209;0.859;0.35;0.35;0.351;0.438;0.355;0.355;0.352;0.355;0.438;0.354;0.025;0.355;0.354;0.693;0.0;0.134;0.185;0.861;0.655;0.693;0.824;0.709;0.558;1.0;0.81;0.789;0.881;0.861;0.139;0.881;0.274;0.016;0.861;0.0;0.35;0.349;0.349;0.349;0.349;0.349;0.354;0.349;0.079;0.201
ENSMUST00000182637_90_90;0.438;0.956;0.92;0.738;0.933;0.897;0.897;0.905;0.841;0.934;0.867;0.211;0.732;0.905;0.178;0.756;0.918;1.0;0.232;0.944;0.404;0.404;0.405;0.396;0.411;0.411;0.407;0.411;0.396;0.41;0.077;0.411;0.409;0.732;0.0;0.142;0.195;0.906;0.691;0.732;0.865;0.756;0.586;0.81;1.0;0.944;0.934;0.905;0.147;0.934;0.291;0.016;0.905;0.0;0.404;0.403;0.403;0.403;0.403;0.403;0.41;0.403;0.069;0.176
