;ENSCAFT00000021165_90_90;ENSCAFT00000021175_90_90;ENSCAFT00000022869_90_90;ENSCAFT00000049479_90_90;ENST00000346964_90_90;ENST00000357674_90_90;ENST00000392380_90_90;ENST00000392381_90_90;ENST00000392382_90_90;ENST00000412364_90_90;ENST00000419227_90_90;ENST00000419354_90_90;ENST00000419553_90_90;ENST00000422288_90_90;ENST00000434148_90_90;ENST00000436682_90_90;ENST00000443183_90_90;ENST00000447466_90_90;ENST00000448528_90_90;ENST00000450955_90_90;ENST00000452595_90_90;ENST00000453607_90_90;ENST00000456699_90_90;ENST00000378154_90_90;ENST00000378158_90_90;ENST00000378163_90_90;ENST00000378166_90_90;ENST00000378168_90_90;ENST00000378179_90_90;ENST00000421587_90_90;ENST00000442742_90_90;ENSMUST00000023454_90_90;ENSMUST00000064477_90_90;ENSMUST00000100001_90_90;ENSMUST00000115196_90_90;ENSMUST00000115201_90_90;ENSMUST00000115205_90_90;ENSMUST00000130920_90_90;ENSMUST00000131136_90_90;ENSMUST00000132176_90_90;ENSMUST00000033321_90_90;ENSMUST00000115435_90_90;ENSMUST00000115436_90_90;ENSMUST00000115438_90_90;ENSMUST00000124710_90_90;ENSMUST00000128012_90_90;ENSMUST00000128095_90_90;ENSMUST00000139735_90_90;ENSMUST00000156096_90_90
ENST00000419227_90_90;0.474;0.475;0.277;0.29;0.426;0.448;0.375;0.537;0.459;0.277;1.0;0.439;0.423;0.478;0.092;0.338;0.223;0.39;0.439;0.445;0.225;0.336;0.404;0.48;0.405;0.395;0.405;0.246;0.368;0.395;0.405;0.356;0.322;0.335;0.279;0.333;0.335;0.0;0.25;0.444;0.485;0.297;0.454;0.485;0.0;0.063;0.206;0.084;0.454
ENST00000419354_90_90;0.798;0.774;0.808;0.762;0.964;0.928;0.267;0.811;0.956;0.122;0.439;1.0;0.186;0.919;0.041;0.149;0.663;0.3;1.0;0.922;0.671;0.15;0.23;0.324;0.622;0.605;0.622;0.456;0.579;0.605;0.622;0.936;0.948;0.995;0.829;0.991;0.995;0.082;0.489;0.662;0.669;0.379;0.638;0.669;0.0;0.046;0.43;0.177;0.638
ENST00000419553_90_90;0.243;0.251;0.023;0.024;0.18;0.19;0.696;0.227;0.194;0.655;0.423;0.186;1.0;0.202;0.218;0.8;0.0;0.0;0.186;0.188;0.0;0.224;0.809;0.857;0.207;0.202;0.207;0.053;0.175;0.202;0.207;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.289;0.3;0.0;0.103;0.0;0.105;0.289
ENST00000422288_90_90;0.728;0.703;0.723;0.677;0.886;0.931;0.194;0.731;0.961;0.132;0.478;0.919;0.202;1.0;0.044;0.162;0.655;0.276;0.919;0.925;0.664;0.163;0.201;0.48;0.405;0.395;0.405;0.246;0.368;0.395;0.405;0.942;0.843;0.886;0.738;0.882;0.886;0.092;0.549;0.65;0.485;0.297;0.454;0.485;0.0;0.063;0.206;0.084;0.454
ENST00000434148_90_90;0.053;0.055;0.0;0.0;0.039;0.041;0.152;0.05;0.042;0.333;0.092;0.041;0.218;0.044;1.0;0.273;0.0;0.0;0.041;0.041;0.0;0.0;0.176;0.107;0.027;0.027;0.027;0.0;0.0;0.027;0.027;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.077;0.0;0.079;0.077;0.0;0.4;0.0;0.0;0.079
ENST00000436682_90_90;0.194;0.201;0.023;0.024;0.144;0.152;0.557;0.182;0.155;0.818;0.338;0.149;0.8;0.162;0.273;1.0;0.0;0.0;0.149;0.151;0.0;0.094;0.647;0.857;0.207;0.202;0.207;0.053;0.175;0.202;0.207;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.238;0.0;0.246;0.238;0.0;0.129;0.0;0.043;0.246
ENST00000443183_90_90;0.653;0.627;0.877;0.831;0.641;0.67;0.026;0.5;0.689;0.0;0.223;0.663;0.0;0.655;0.0;0.0;1.0;0.362;0.663;0.666;0.985;0.081;0.034;0.0;0.619;0.646;0.619;0.76;0.664;0.646;0.619;0.82;0.747;0.779;0.947;0.783;0.779;0.072;0.428;0.58;0.562;0.452;0.579;0.562;0.0;0.0;0.616;0.404;0.579
ENST00000447466_90_90;0.316;0.314;0.308;0.323;0.292;0.306;0.054;0.365;0.314;0.0;0.39;0.3;0.0;0.276;0.0;0.0;0.362;1.0;0.3;0.304;0.367;0.114;0.071;0.0;0.282;0.274;0.282;0.323;0.282;0.274;0.282;0.429;0.389;0.404;0.374;0.403;0.404;0.0;0.331;0.528;0.238;0.6;0.246;0.238;0.0;0.0;0.47;0.078;0.246
ENST00000448528_90_90;0.798;0.774;0.808;0.762;0.964;0.928;0.267;0.811;0.956;0.122;0.439;1.0;0.186;0.919;0.041;0.149;0.663;0.3;1.0;0.922;0.671;0.15;0.23;0.324;0.622;0.605;0.622;0.456;0.579;0.605;0.622;0.936;0.948;0.995;0.829;0.991;0.995;0.082;0.489;0.662;0.669;0.379;0.638;0.669;0.0;0.046;0.43;0.177;0.638
ENST00000450955_90_90;0.751;0.726;0.792;0.746;0.957;0.993;0.216;0.745;0.962;0.123;0.445;0.922;0.188;0.925;0.041;0.151;0.666;0.304;0.922;1.0;0.674;0.152;0.233;0.393;0.505;0.491;0.505;0.342;0.465;0.491;0.505;0.944;0.939;0.891;0.747;0.887;0.891;0.084;0.498;0.674;0.569;0.446;0.538;0.569;0.0;0.054;0.308;0.077;0.538
ENST00000452595_90_90;0.653;0.627;0.862;0.815;0.648;0.678;0.027;0.506;0.698;0.0;0.225;0.671;0.0;0.664;0.0;0.0;0.985;0.367;0.671;0.674;1.0;0.082;0.034;0.0;0.619;0.646;0.619;0.76;0.664;0.646;0.619;0.83;0.756;0.788;0.935;0.785;0.788;0.073;0.433;0.587;0.562;0.452;0.579;0.562;0.0;0.0;0.616;0.404;0.579
ENST00000453607_90_90;0.184;0.191;0.131;0.137;0.146;0.153;0.196;0.183;0.157;0.0;0.336;0.15;0.224;0.163;0.0;0.094;0.081;0.114;0.15;0.152;0.082;1.0;0.219;0.22;0.288;0.281;0.288;0.33;0.288;0.281;0.288;0.117;0.106;0.11;0.092;0.11;0.11;0.0;0.0;0.166;0.3;0.44;0.269;0.3;0.0;0.0;0.265;0.141;0.269
ENST00000456699_90_90;0.277;0.286;0.054;0.056;0.223;0.234;0.815;0.281;0.24;0.529;0.404;0.23;0.809;0.201;0.176;0.647;0.034;0.071;0.23;0.233;0.034;0.219;1.0;0.615;0.306;0.298;0.306;0.149;0.272;0.298;0.306;0.054;0.048;0.05;0.042;0.05;0.05;0.0;0.0;0.076;0.4;0.149;0.369;0.4;0.0;0.077;0.103;0.093;0.369
ENST00000378154_90_90;0.556;0.48;0.081;0.081;0.324;0.393;0.48;0.324;0.393;0.607;0.48;0.324;0.857;0.48;0.107;0.857;0.0;0.0;0.324;0.393;0.0;0.22;0.615;1.0;0.503;0.485;0.493;0.057;0.221;0.49;0.509;0.5;0.418;0.418;0.0;0.418;0.418;0.0;0.0;0.5;0.443;0.0;0.441;0.436;0.267;0.474;0.0;0.048;0.438
ENST00000378158_90_90;0.848;0.932;0.919;0.919;0.622;0.505;0.405;0.622;0.505;0.155;0.405;0.622;0.207;0.405;0.027;0.207;0.619;0.282;0.622;0.505;0.619;0.288;0.306;0.503;1.0;0.963;0.98;0.538;0.658;0.923;0.949;0.569;0.681;0.681;0.697;0.681;0.681;0.0;0.0;0.569;0.965;0.171;0.946;0.958;0.124;0.219;0.351;0.383;0.942
ENST00000378163_90_90;0.847;0.983;1.0;1.0;0.605;0.491;0.395;0.605;0.491;0.15;0.395;0.605;0.202;0.395;0.027;0.202;0.646;0.274;0.605;0.491;0.646;0.281;0.298;0.485;0.963;1.0;0.983;0.544;0.695;0.96;0.953;0.555;0.664;0.664;0.723;0.664;0.664;0.0;0.0;0.555;0.973;0.166;0.977;0.988;0.12;0.212;0.34;0.398;0.973
ENST00000378166_90_90;0.824;0.96;0.968;0.968;0.622;0.505;0.405;0.622;0.505;0.155;0.405;0.622;0.207;0.405;0.027;0.207;0.619;0.282;0.622;0.505;0.619;0.288;0.306;0.493;0.98;0.983;1.0;0.527;0.678;0.943;0.969;0.569;0.681;0.681;0.697;0.681;0.681;0.0;0.0;0.569;0.954;0.169;0.958;0.969;0.122;0.217;0.346;0.378;0.954
ENST00000378168_90_90;0.474;0.568;0.903;0.903;0.456;0.342;0.246;0.456;0.342;0.0;0.246;0.456;0.053;0.246;0.0;0.053;0.76;0.323;0.456;0.342;0.76;0.33;0.149;0.057;0.538;0.544;0.527;1.0;0.708;0.519;0.497;0.277;0.387;0.387;1.0;0.387;0.387;0.0;0.0;0.277;0.577;0.293;0.562;0.574;0.0;0.0;0.599;0.667;0.565
ENST00000378179_90_90;0.639;0.71;0.952;0.952;0.579;0.465;0.368;0.579;0.465;0.124;0.368;0.579;0.175;0.368;0.0;0.175;0.664;0.282;0.579;0.465;0.664;0.288;0.272;0.221;0.658;0.695;0.678;0.708;1.0;0.724;0.699;0.277;0.387;0.387;1.0;0.387;0.387;0.0;0.0;0.277;0.667;0.249;0.684;0.676;0.0;0.0;0.509;0.595;0.687
ENST00000421587_90_90;0.876;0.938;0.952;0.952;0.605;0.491;0.395;0.605;0.491;0.15;0.395;0.605;0.202;0.395;0.027;0.202;0.646;0.274;0.605;0.491;0.646;0.281;0.298;0.49;0.923;0.96;0.943;0.519;0.724;1.0;0.972;0.555;0.664;0.664;0.723;0.664;0.664;0.0;0.0;0.555;0.976;0.171;0.996;0.984;0.123;0.204;0.349;0.409;0.992
ENST00000442742_90_90;0.858;0.92;0.919;0.919;0.622;0.505;0.405;0.622;0.505;0.155;0.405;0.622;0.207;0.405;0.027;0.207;0.619;0.282;0.622;0.505;0.619;0.288;0.306;0.509;0.949;0.953;0.969;0.497;0.699;0.972;1.0;0.569;0.681;0.681;0.697;0.681;0.681;0.0;0.0;0.569;0.946;0.172;0.965;0.954;0.124;0.22;0.352;0.384;0.961
ENSMUST00000023454_90_90;0.742;0.725;0.763;0.719;0.891;0.953;0.041;0.689;0.995;0.0;0.356;0.936;0.0;0.942;0.0;0.0;0.82;0.429;0.936;0.944;0.83;0.117;0.054;0.5;0.569;0.555;0.569;0.277;0.277;0.555;0.569;1.0;0.913;0.951;0.708;0.948;0.951;0.087;0.476;0.71;0.555;0.5;0.555;0.555;0.227;0.303;0.333;0.0;0.555
ENSMUST00000064477_90_90;0.798;0.781;0.852;0.807;0.996;0.93;0.097;0.719;0.891;0.0;0.322;0.948;0.0;0.843;0.0;0.0;0.747;0.389;0.948;0.939;0.756;0.106;0.048;0.418;0.681;0.664;0.681;0.387;0.387;0.664;0.681;0.913;1.0;0.96;0.724;0.957;0.96;0.08;0.438;0.653;0.664;0.418;0.664;0.664;0.19;0.253;0.465;0.109;0.664
ENSMUST00000100001_90_90;0.798;0.781;0.815;0.77;0.948;0.899;0.101;0.749;0.936;0.0;0.335;0.995;0.0;0.886;0.0;0.0;0.779;0.404;0.995;0.891;0.788;0.11;0.05;0.418;0.681;0.664;0.681;0.387;0.387;0.664;0.681;0.951;0.96;1.0;0.75;0.996;1.0;0.082;0.453;0.675;0.664;0.418;0.664;0.664;0.19;0.253;0.465;0.109;0.664
ENSMUST00000115196_90_90;0.787;0.77;0.956;0.911;0.795;0.753;0.084;0.624;0.779;0.0;0.279;0.829;0.0;0.738;0.0;0.0;0.947;0.374;0.829;0.747;0.935;0.092;0.042;0.0;0.697;0.723;0.697;1.0;1.0;0.723;0.697;0.708;0.724;0.75;1.0;0.753;0.75;0.079;0.434;0.473;0.723;0.384;0.723;0.723;0.0;0.0;0.767;0.616;0.723
ENSMUST00000115201_90_90;0.798;0.781;0.822;0.778;0.943;0.895;0.1;0.745;0.932;0.0;0.333;0.991;0.0;0.882;0.0;0.0;0.783;0.403;0.991;0.887;0.785;0.11;0.05;0.418;0.681;0.664;0.681;0.387;0.387;0.664;0.681;0.948;0.957;0.996;0.753;1.0;0.996;0.082;0.451;0.673;0.664;0.418;0.664;0.664;0.19;0.253;0.465;0.109;0.664
ENSMUST00000115205_90_90;0.798;0.781;0.815;0.77;0.948;0.899;0.101;0.749;0.936;0.0;0.335;0.995;0.0;0.886;0.0;0.0;0.779;0.404;0.995;0.891;0.788;0.11;0.05;0.418;0.681;0.664;0.681;0.387;0.387;0.664;0.681;0.951;0.96;1.0;0.75;0.996;1.0;0.082;0.453;0.675;0.664;0.418;0.664;0.664;0.19;0.253;0.465;0.109;0.664
ENSMUST00000130920_90_90;0.069;0.064;0.074;0.078;0.079;0.085;0.0;0.109;0.087;0.0;0.0;0.082;0.0;0.092;0.0;0.0;0.072;0.0;0.082;0.084;0.073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.087;0.08;0.082;0.079;0.082;0.082;1.0;0.182;0.121;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000131136_90_90;0.393;0.376;0.378;0.374;0.469;0.502;0.0;0.6;0.519;0.0;0.25;0.489;0.0;0.549;0.0;0.0;0.428;0.331;0.489;0.498;0.433;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.476;0.438;0.453;0.434;0.451;0.453;0.182;1.0;0.538;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000132176_90_90;0.719;0.702;0.481;0.481;0.636;0.681;0.057;0.879;0.704;0.0;0.444;0.662;0.0;0.65;0.0;0.0;0.58;0.528;0.662;0.674;0.587;0.166;0.076;0.5;0.569;0.555;0.569;0.277;0.277;0.555;0.569;0.71;0.653;0.675;0.473;0.673;0.675;0.121;0.538;1.0;0.555;0.5;0.555;0.555;0.227;0.303;0.333;0.0;0.555
ENSMUST00000033321_90_90;0.908;0.968;0.952;0.952;0.669;0.569;0.485;0.669;0.569;0.208;0.485;0.669;0.3;0.485;0.077;0.238;0.562;0.238;0.669;0.569;0.562;0.3;0.4;0.443;0.965;0.973;0.954;0.577;0.667;0.976;0.946;0.555;0.664;0.664;0.723;0.664;0.664;0.0;0.0;0.555;1.0;0.15;0.955;0.986;0.108;0.183;0.306;0.388;0.952
ENSMUST00000115435_90_90;0.101;0.09;0.29;0.29;0.379;0.446;0.103;0.379;0.446;0.0;0.297;0.379;0.0;0.297;0.0;0.0;0.452;0.6;0.379;0.446;0.452;0.44;0.149;0.0;0.171;0.166;0.169;0.293;0.249;0.171;0.172;0.5;0.418;0.418;0.384;0.418;0.418;0.0;0.0;0.5;0.15;1.0;0.152;0.148;0.0;0.0;0.473;0.0;0.153
ENSMUST00000115436_90_90;0.871;0.942;0.984;0.984;0.638;0.538;0.454;0.638;0.538;0.214;0.454;0.638;0.289;0.454;0.079;0.246;0.579;0.246;0.638;0.538;0.579;0.269;0.369;0.441;0.946;0.977;0.958;0.562;0.684;0.996;0.965;0.555;0.664;0.664;0.723;0.664;0.664;0.0;0.0;0.555;0.955;0.152;1.0;0.969;0.11;0.187;0.311;0.395;0.996
ENSMUST00000115438_90_90;0.889;0.989;1.0;1.0;0.669;0.569;0.485;0.669;0.569;0.208;0.485;0.669;0.3;0.485;0.077;0.238;0.562;0.238;0.669;0.569;0.562;0.3;0.4;0.436;0.958;0.988;0.969;0.574;0.676;0.984;0.954;0.555;0.664;0.664;0.723;0.664;0.664;0.0;0.0;0.555;0.986;0.148;0.969;1.0;0.107;0.181;0.301;0.383;0.966
ENSMUST00000124710_90_90;0.089;0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.267;0.124;0.12;0.122;0.0;0.0;0.123;0.124;0.227;0.19;0.19;0.0;0.19;0.19;0.0;0.0;0.227;0.108;0.0;0.11;0.107;1.0;0.048;0.0;0.0;0.106
ENSMUST00000128012_90_90;0.172;0.154;0.0;0.0;0.046;0.054;0.063;0.046;0.054;0.148;0.063;0.046;0.103;0.063;0.4;0.129;0.0;0.0;0.046;0.054;0.0;0.0;0.077;0.474;0.219;0.212;0.217;0.0;0.0;0.204;0.22;0.303;0.253;0.253;0.0;0.253;0.253;0.0;0.0;0.303;0.183;0.0;0.187;0.181;0.048;1.0;0.0;0.0;0.187
ENSMUST00000128095_90_90;0.278;0.25;0.532;0.532;0.43;0.308;0.206;0.43;0.308;0.0;0.206;0.43;0.0;0.206;0.0;0.0;0.616;0.47;0.43;0.308;0.616;0.265;0.103;0.0;0.351;0.34;0.346;0.599;0.509;0.349;0.352;0.333;0.465;0.465;0.767;0.465;0.465;0.0;0.0;0.333;0.306;0.473;0.311;0.301;0.0;0.0;1.0;0.288;0.312
ENSMUST00000139735_90_90;0.368;0.418;0.581;0.581;0.177;0.077;0.217;0.177;0.077;0.0;0.084;0.177;0.105;0.084;0.0;0.043;0.404;0.078;0.177;0.077;0.404;0.141;0.093;0.048;0.383;0.398;0.378;0.667;0.595;0.409;0.384;0.0;0.109;0.109;0.616;0.109;0.109;0.0;0.0;0.0;0.388;0.0;0.395;0.383;0.0;0.0;0.288;1.0;0.396
ENSMUST00000156096_90_90;0.871;0.942;0.984;0.984;0.638;0.538;0.454;0.638;0.538;0.214;0.454;0.638;0.289;0.454;0.079;0.246;0.579;0.246;0.638;0.538;0.579;0.269;0.369;0.438;0.942;0.973;0.954;0.565;0.687;0.992;0.961;0.555;0.664;0.664;0.723;0.664;0.664;0.0;0.0;0.555;0.952;0.153;0.996;0.966;0.106;0.187;0.312;0.396;1.0
