;transcript38_ENSRNOG00000031503;transcript38_ENSCGRG00015005362;transcript38_ENSCGRG00000018457;transcript38_ENSSTOG00000019743;transcript37_ENSMUGG00000013649;transcript37_ENSMUGG00000013592;transcript37_ENSCGRG00001010245;transcript37_ENSPEMG00000024651;transcript37_ENSSTOG00000019743;transcript57_ENSMUGG00000013649;transcript57_ENSPEMG00000024651;transcript58_ENSMUGG00000013649;transcript58_ENSPEMG00000024651;transcript59_ENSMUGG00000013649;transcript59_ENSPEMG00000024651;transcript51_ENSMUGG00000013592;transcript8_ENSCGRG00000018457;transcript8_ENSCGRG00015005362;transcript8_ENSPEMG00000024651;transcript8_ENSNGAG00000018584;transcript8_ENSSTOG00000019743;transcript9_ENSCGRG00015005362;transcript9_ENSPEMG00000024651;transcript54_ENSCGRG00015005362;transcript52_ENSCGRG00000018457;transcript52_ENSCGRG00001010245;transcript56_ENSCGRG00000018457;transcript56_ENSPEMG00000024651;transcript65_ENSCGRG00000018457;transcript33_ENSPEMG00000024651;transcript33_ENSNGAG00000018584;transcript39_ENSPEMG00000024651;transcript39_ENSSTOG00000019743;transcript26_ENSSTOG00000019743;transcript29_ENSSTOG00000019743;transcript40_ENSSTOG00000019743
transcript57_ENSPEMG00000024651;0.697;0.621;0.619;0.609;0.878;0.856;0.86;0.89;0.869;0.968;1.0;0.824;0.889;0.811;0.711;0.889;0.425;0.441;0.426;0.41;0.436;0.667;0.659;0.889;0.615;0.623;0.571;0.569;0.606;0.659;0.64;0.739;0.729;0.748;0.748;0.748
transcript58_ENSMUGG00000013649;0.724;0.659;0.657;0.648;0.928;0.902;0.909;0.892;0.918;0.78;0.824;1.0;0.972;0.88;0.728;0.827;0.488;0.504;0.472;0.46;0.497;0.704;0.66;0.937;0.743;0.739;0.612;0.583;0.734;0.66;0.663;0.74;0.762;0.773;0.773;0.773
transcript58_ENSPEMG00000024651;0.768;0.692;0.691;0.68;0.944;0.919;0.925;0.956;0.935;0.788;0.889;0.972;1.0;0.901;0.795;0.837;0.521;0.539;0.521;0.49;0.531;0.736;0.726;0.953;0.746;0.742;0.645;0.642;0.737;0.726;0.689;0.807;0.796;0.809;0.809;0.809
transcript59_ENSMUGG00000013649;0.748;0.674;0.672;0.662;0.92;0.893;0.901;0.885;0.911;0.765;0.811;0.88;0.901;1.0;0.848;0.813;0.494;0.511;0.492;0.466;0.504;0.721;0.695;0.931;0.669;0.69;0.624;0.612;0.66;0.695;0.679;0.799;0.824;0.76;0.76;0.76
transcript59_ENSPEMG00000024651;0.842;0.756;0.754;0.743;0.758;0.8;0.82;0.785;0.799;0.624;0.711;0.728;0.795;0.848;1.0;0.724;0.594;0.614;0.611;0.58;0.605;0.796;0.808;0.792;0.749;0.771;0.71;0.727;0.741;0.808;0.766;0.947;0.932;0.835;0.835;0.835
transcript51_ENSMUGG00000013592;0.75;0.67;0.668;0.657;0.896;0.886;0.879;0.857;0.888;0.921;0.889;0.827;0.837;0.813;0.724;1.0;0.476;0.493;0.455;0.456;0.488;0.716;0.664;0.89;0.664;0.672;0.631;0.595;0.654;0.664;0.688;0.752;0.78;0.789;0.789;0.789
transcript8_ENSCGRG00000018457;0.803;0.798;0.798;0.798;0.532;0.572;0.609;0.544;0.612;0.39;0.425;0.488;0.521;0.494;0.594;0.476;1.0;0.998;0.979;0.89;1.0;0.759;0.75;0.586;0.703;0.716;0.726;0.726;0.71;0.75;0.689;0.596;0.641;0.72;0.72;0.72
transcript8_ENSCGRG00015005362;0.832;0.828;0.828;0.828;0.552;0.595;0.636;0.565;0.64;0.403;0.441;0.504;0.539;0.511;0.614;0.493;0.998;1.0;0.977;0.888;0.998;0.791;0.782;0.608;0.733;0.747;0.749;0.75;0.738;0.782;0.716;0.619;0.668;0.745;0.745;0.745
transcript8_ENSPEMG00000024651;0.807;0.803;0.803;0.803;0.514;0.553;0.587;0.547;0.589;0.37;0.426;0.472;0.521;0.492;0.611;0.455;0.979;0.977;1.0;0.875;0.979;0.765;0.789;0.561;0.712;0.725;0.73;0.758;0.712;0.789;0.696;0.599;0.625;0.693;0.693;0.693
transcript8_ENSNGAG00000018584;0.722;0.719;0.719;0.719;0.492;0.532;0.565;0.504;0.564;0.376;0.41;0.46;0.49;0.466;0.58;0.456;0.89;0.888;0.875;1.0;0.89;0.687;0.682;0.54;0.647;0.658;0.667;0.668;0.647;0.682;0.768;0.579;0.617;0.676;0.676;0.676
transcript8_ENSSTOG00000019743;0.837;0.833;0.833;0.833;0.544;0.585;0.624;0.555;0.628;0.399;0.436;0.497;0.531;0.504;0.605;0.488;1.0;0.998;0.979;0.89;1.0;0.791;0.782;0.6;0.734;0.748;0.758;0.758;0.741;0.782;0.715;0.609;0.656;0.736;0.736;0.736
transcript9_ENSCGRG00015005362;1.0;0.956;0.95;0.952;0.749;0.787;0.84;0.742;0.854;0.622;0.667;0.704;0.736;0.721;0.796;0.716;0.759;0.791;0.765;0.687;0.791;1.0;0.971;0.833;0.945;0.963;0.9;0.893;0.936;0.971;0.897;0.791;0.871;0.945;0.945;0.945
transcript9_ENSPEMG00000024651;0.973;0.933;0.927;0.929;0.7;0.735;0.781;0.733;0.791;0.575;0.659;0.66;0.726;0.695;0.808;0.664;0.75;0.782;0.789;0.682;0.782;0.971;1.0;0.773;0.92;0.936;0.881;0.92;0.911;1.0;0.873;0.782;0.818;0.883;0.883;0.883
transcript54_ENSCGRG00015005362;0.875;0.786;0.784;0.771;0.992;0.964;0.972;0.951;0.982;0.845;0.889;0.937;0.953;0.931;0.792;0.89;0.586;0.608;0.561;0.54;0.6;0.833;0.773;1.0;0.78;0.791;0.734;0.692;0.771;0.773;0.771;0.817;0.845;0.9;0.9;0.9
transcript52_ENSCGRG00000018457;0.939;0.901;0.895;0.896;0.699;0.735;0.785;0.695;0.797;0.572;0.615;0.743;0.746;0.669;0.749;0.664;0.703;0.733;0.712;0.647;0.734;0.945;0.92;0.78;1.0;1.0;0.845;0.841;0.99;0.92;0.859;0.744;0.817;0.897;0.897;0.897
transcript52_ENSCGRG00001010245;0.959;0.918;0.912;0.913;0.708;0.745;0.796;0.703;0.809;0.579;0.623;0.739;0.742;0.69;0.771;0.672;0.716;0.747;0.725;0.658;0.748;0.963;0.936;0.791;1.0;1.0;0.861;0.856;0.99;0.936;0.874;0.753;0.828;0.908;0.908;0.908
transcript56_ENSCGRG00000018457;0.933;0.922;0.925;0.926;0.668;0.703;0.751;0.667;0.763;0.529;0.571;0.612;0.645;0.624;0.71;0.631;0.726;0.749;0.73;0.667;0.758;0.9;0.881;0.734;0.845;0.861;1.0;0.974;0.836;0.881;0.815;0.705;0.77;0.854;0.854;0.854
transcript56_ENSPEMG00000024651;0.92;0.909;0.912;0.913;0.634;0.668;0.71;0.665;0.719;0.495;0.569;0.583;0.642;0.612;0.727;0.595;0.726;0.75;0.758;0.668;0.758;0.893;0.92;0.692;0.841;0.856;0.974;1.0;0.832;0.92;0.808;0.703;0.736;0.81;0.81;0.81
transcript65_ENSCGRG00000018457;0.93;0.891;0.886;0.887;0.691;0.725;0.775;0.686;0.787;0.563;0.606;0.734;0.737;0.66;0.741;0.654;0.71;0.738;0.712;0.647;0.741;0.936;0.911;0.771;0.99;0.99;0.836;0.832;1.0;0.911;0.852;0.736;0.808;0.888;0.888;0.888
transcript33_ENSPEMG00000024651;0.973;0.933;0.927;0.929;0.7;0.735;0.781;0.733;0.791;0.575;0.659;0.66;0.726;0.695;0.808;0.664;0.75;0.782;0.789;0.682;0.782;0.971;1.0;0.773;0.92;0.936;0.881;0.92;0.911;1.0;0.873;0.782;0.818;0.883;0.883;0.883
transcript33_ENSNGAG00000018584;0.888;0.853;0.847;0.848;0.698;0.738;0.785;0.692;0.79;0.6;0.64;0.663;0.689;0.679;0.766;0.688;0.689;0.716;0.696;0.768;0.715;0.897;0.873;0.771;0.859;0.874;0.815;0.808;0.852;0.873;1.0;0.763;0.834;0.882;0.882;0.882
transcript39_ENSPEMG00000024651;0.852;0.775;0.771;0.758;0.797;0.856;0.878;0.836;0.847;0.649;0.739;0.74;0.807;0.799;0.947;0.752;0.596;0.619;0.599;0.579;0.609;0.791;0.782;0.817;0.744;0.753;0.705;0.703;0.736;0.782;0.763;1.0;0.98;0.857;0.857;0.857
transcript39_ENSSTOG00000019743;0.936;0.847;0.842;0.827;0.82;0.88;0.903;0.822;0.871;0.677;0.729;0.762;0.796;0.824;0.932;0.78;0.641;0.668;0.625;0.617;0.656;0.871;0.818;0.845;0.817;0.828;0.77;0.736;0.808;0.818;0.834;0.98;1.0;0.936;0.936;0.936
transcript26_ENSSTOG00000019743;1.0;0.903;0.901;0.888;0.816;0.855;0.909;0.812;0.923;0.696;0.748;0.773;0.809;0.76;0.835;0.789;0.72;0.745;0.693;0.676;0.736;0.945;0.883;0.9;0.897;0.908;0.854;0.81;0.888;0.883;0.882;0.857;0.936;1.0;1.0;1.0
transcript29_ENSSTOG00000019743;1.0;0.903;0.901;0.888;0.816;0.855;0.909;0.812;0.923;0.696;0.748;0.773;0.809;0.76;0.835;0.789;0.72;0.745;0.693;0.676;0.736;0.945;0.883;0.9;0.897;0.908;0.854;0.81;0.888;0.883;0.882;0.857;0.936;1.0;1.0;1.0
transcript40_ENSSTOG00000019743;1.0;0.903;0.901;0.888;0.816;0.855;0.909;0.812;0.923;0.696;0.748;0.773;0.809;0.76;0.835;0.789;0.72;0.745;0.693;0.676;0.736;0.945;0.883;0.9;0.897;0.908;0.854;0.81;0.888;0.883;0.882;0.857;0.936;1.0;1.0;1.0
