;ENSCAFT00000003155_90_90;ENST00000264312_90_90;ENST00000381473_90_90;ENST00000396448_90_90;ENST00000425583_90_90;ENST00000444354_90_90;ENST00000503016_90_90;ENST00000504654_90_90;ENST00000505922_90_90;ENST00000506801_90_90;ENST00000507210_90_90;ENST00000508293_90_90;ENST00000508996_90_90;ENST00000509122_90_90;ENST00000509164_90_90;ENST00000509246_90_90;ENST00000509664_90_90;ENST00000509963_90_90;ENST00000510824_90_90;ENST00000511102_90_90;ENST00000511662_90_90;ENST00000512236_90_90;ENST00000513391_90_90;ENST00000513641_90_90;ENST00000514981_90_90;ENSMUST00000031038_90_90;ENSMUST00000071081_90_90;ENSMUST00000166823_90_90;ENSMUST00000200935_90_90;ENSMUST00000201505_90_90;ENSMUST00000201556_90_90;ENSMUST00000201739_90_90;ENSMUST00000202237_90_90;ENSMUST00000202250_90_90
ENST00000507210_90_90;0.44;0.448;0.448;0.481;0.481;0.481;0.107;0.929;0.296;0.111;1.0;0.448;0.923;0.276;0.923;0.125;0.846;1.0;0.143;0.565;0.462;0.591;0.448;0.615;0.867;0.8;1.0;1.0;0.8;0.0;0.4;0.0;0.8;1.0
ENST00000508293_90_90;1.0;1.0;1.0;0.867;0.931;0.931;0.621;0.483;0.759;0.586;0.448;1.0;0.414;0.828;0.414;0.483;0.379;0.448;0.379;0.793;0.207;0.759;1.0;0.276;0.517;0.8;1.0;1.0;0.8;0.0;0.4;0.0;0.8;1.0
ENST00000508996_90_90;0.4;0.414;0.414;0.444;0.444;0.444;0.071;0.857;0.259;0.074;0.923;0.414;1.0;0.241;1.0;0.083;0.917;0.923;0.095;0.522;0.5;0.545;0.414;0.667;0.8;0.8;1.0;1.0;0.8;0.0;0.4;0.0;0.8;1.0
ENST00000509122_90_90;0.88;0.828;0.828;0.7;0.759;0.759;0.75;0.31;0.917;0.708;0.276;0.828;0.241;1.0;0.241;0.583;0.207;0.276;0.458;0.621;0.154;0.586;0.828;0.143;0.345;1.0;0.8;0.8;1.0;0.0;0.5;0.0;1.0;0.8
ENST00000509164_90_90;0.4;0.414;0.414;0.444;0.444;0.444;0.071;0.857;0.259;0.074;0.923;0.414;1.0;0.241;1.0;0.083;0.917;0.923;0.095;0.522;0.5;0.545;0.414;0.667;0.8;0.8;1.0;1.0;0.8;0.0;0.4;0.0;0.8;1.0
ENST00000509246_90_90;0.52;0.483;0.483;0.519;0.519;0.519;0.778;0.167;0.636;0.824;0.125;0.483;0.083;0.583;0.083;1.0;0.042;0.125;0.786;0.542;0.0;0.5;0.483;0.0;0.208;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000509664_90_90;0.36;0.379;0.379;0.407;0.407;0.407;0.036;0.786;0.222;0.037;0.846;0.379;0.917;0.207;0.917;0.042;1.0;0.846;0.048;0.478;0.545;0.5;0.379;0.727;0.733;0.8;1.0;1.0;0.8;0.0;0.4;0.0;0.8;1.0
ENST00000509963_90_90;0.44;0.448;0.448;0.481;0.481;0.481;0.107;0.929;0.296;0.111;1.0;0.448;0.923;0.276;0.923;0.125;0.846;1.0;0.143;0.565;0.462;0.591;0.448;0.615;0.867;0.8;1.0;1.0;0.8;0.0;0.4;0.0;0.8;1.0
ENST00000510824_90_90;0.4;0.379;0.379;0.407;0.407;0.407;0.611;0.19;0.5;0.647;0.143;0.379;0.095;0.458;0.095;0.786;0.048;0.143;1.0;0.478;0.0;0.5;0.379;0.0;0.238;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000511102_90_90;0.8;0.793;0.793;0.852;0.852;0.852;0.464;0.609;0.667;0.481;0.565;0.793;0.522;0.621;0.522;0.542;0.478;0.565;0.478;1.0;0.261;0.957;0.793;0.348;0.652;0.8;1.0;1.0;0.8;0.0;0.4;0.0;0.8;1.0
ENST00000511662_90_90;0.24;0.207;0.207;0.222;0.222;0.222;0.0;0.429;0.167;0.0;0.462;0.207;0.5;0.154;0.5;0.0;0.545;0.462;0.0;0.261;1.0;0.273;0.207;0.75;0.4;0.8;1.0;1.0;0.8;0.0;0.4;0.0;0.8;1.0
ENST00000512236_90_90;0.76;0.759;0.759;0.815;0.815;0.815;0.429;0.636;0.63;0.444;0.591;0.759;0.545;0.586;0.545;0.5;0.5;0.591;0.5;0.957;0.273;1.0;0.759;0.364;0.682;0.8;1.0;1.0;0.8;0.0;0.4;0.0;0.8;1.0
ENST00000513391_90_90;1.0;1.0;1.0;0.867;0.931;0.931;0.621;0.483;0.759;0.586;0.448;1.0;0.414;0.828;0.414;0.483;0.379;0.448;0.379;0.793;0.207;0.759;1.0;0.276;0.517;0.8;1.0;1.0;0.8;0.0;0.4;0.0;0.8;1.0
ENST00000513641_90_90;0.28;0.276;0.276;0.296;0.296;0.296;0.0;0.571;0.154;0.0;0.615;0.276;0.667;0.143;0.667;0.0;0.727;0.615;0.0;0.348;0.75;0.364;0.276;1.0;0.533;0.8;1.0;1.0;0.8;0.0;0.4;0.0;0.8;1.0
ENST00000514981_90_90;0.52;0.517;0.517;0.556;0.556;0.556;0.179;0.933;0.37;0.185;0.867;0.517;0.8;0.345;0.8;0.208;0.733;0.867;0.238;0.652;0.4;0.682;0.517;0.533;1.0;0.8;1.0;1.0;0.8;0.0;0.4;0.0;0.8;1.0
ENSMUST00000031038_90_90;0.8;0.8;0.8;0.8;0.8;0.8;0.0;0.8;1.0;0.0;0.8;0.8;0.8;1.0;0.8;0.0;0.8;0.8;0.0;0.8;0.8;0.8;0.8;0.8;0.8;1.0;0.7;0.7;0.889;0.056;0.5;0.158;0.667;0.7
ENSMUST00000071081_90_90;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.8;0.0;1.0;1.0;1.0;0.8;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7;1.0;1.0;0.778;0.062;0.471;0.176;0.647;1.0
ENSMUST00000166823_90_90;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.8;0.0;1.0;1.0;1.0;0.8;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7;1.0;1.0;0.778;0.062;0.471;0.176;0.647;1.0
ENSMUST00000200935_90_90;0.8;0.8;0.8;0.8;0.8;0.8;0.0;0.8;1.0;0.0;0.8;0.8;0.8;1.0;0.8;0.0;0.8;0.8;0.0;0.8;0.8;0.8;0.8;0.8;0.8;0.889;0.778;0.778;1.0;0.062;0.562;0.176;0.647;0.778
ENSMUST00000201505_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.056;0.062;0.062;0.062;1.0;0.111;0.0;0.0;0.062
ENSMUST00000201556_90_90;0.4;0.4;0.4;0.4;0.4;0.4;0.0;0.4;0.5;0.0;0.4;0.4;0.4;0.5;0.4;0.0;0.4;0.4;0.0;0.4;0.4;0.4;0.4;0.4;0.4;0.5;0.471;0.471;0.562;0.111;1.0;0.182;0.312;0.471
ENSMUST00000201739_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.158;0.176;0.176;0.176;0.0;0.182;1.0;0.143;0.176
ENSMUST00000202237_90_90;0.8;0.8;0.8;0.8;0.8;0.8;0.0;0.8;1.0;0.0;0.8;0.8;0.8;1.0;0.8;0.0;0.8;0.8;0.0;0.8;0.8;0.8;0.8;0.8;0.8;0.667;0.647;0.647;0.647;0.0;0.312;0.143;1.0;0.647
ENSMUST00000202250_90_90;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.8;0.0;1.0;1.0;1.0;0.8;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7;1.0;1.0;0.778;0.062;0.471;0.176;0.647;1.0
