;ENSCAFT00000011194_90_90;ENST00000313726_90_90;ENST00000524757_90_90;ENST00000525169_90_90;ENST00000526057_90_90;ENST00000526062_90_90;ENST00000526099_90_90;ENST00000526126_90_90;ENST00000526155_90_90;ENST00000526241_90_90;ENST00000526757_90_90;ENST00000526828_90_90;ENST00000527347_90_90;ENST00000527392_90_90;ENST00000527473_90_90;ENST00000527510_90_90;ENST00000527516_90_90;ENST00000527930_90_90;ENST00000528196_90_90;ENST00000528523_90_90;ENST00000528527_90_90;ENST00000530338_90_90;ENST00000530438_90_90;ENST00000530580_90_90;ENST00000530593_90_90;ENST00000530938_90_90;ENST00000530959_90_90;ENST00000530991_90_90;ENST00000531060_90_90;ENST00000531093_90_90;ENST00000531578_90_90;ENST00000532734_90_90;ENST00000533016_90_90;ENST00000533020_90_90;ENST00000533225_90_90;ENST00000533471_90_90;ENST00000533580_90_90;ENST00000533681_90_90;ENST00000534127_90_90;ENST00000534248_90_90;ENST00000534278_90_90;ENST00000534665_90_90;ENST00000626808_90_90;ENSMUST00000077909_90_90;ENSMUST00000079282_90_90;ENSMUST00000084738_90_90;ENSMUST00000168005_90_90;ENSMUST00000207394_90_90;ENSMUST00000207745_90_90;ENSMUST00000208583_90_90;ENSMUST00000208734_90_90
ENST00000526757_90_90;0.631;0.631;0.036;0.037;0.066;0.076;0.892;0.101;0.033;0.032;1.0;0.036;0.033;0.036;0.034;0.192;0.034;0.031;0.207;0.032;0.251;0.127;1.0;0.189;0.304;0.035;0.032;0.849;0.137;0.107;0.037;0.395;0.033;0.481;0.106;0.035;0.032;0.032;0.631;0.033;0.455;0.037;0.395;0.63;0.63;0.996;0.996;0.034;0.084;0.034;0.037
ENST00000526828_90_90;0.046;0.046;0.913;0.764;0.0;0.0;0.0;0.272;0.421;0.369;0.036;1.0;0.469;0.981;0.628;0.163;0.551;0.286;0.153;0.34;0.0;0.0;0.036;0.165;0.0;0.707;0.375;0.0;0.0;0.26;0.51;0.07;0.425;0.0;0.262;0.707;0.337;0.363;0.046;0.427;0.0;0.573;0.07;0.046;0.046;0.036;0.036;0.549;0.312;0.518;0.51
ENST00000527347_90_90;0.099;0.098;0.513;0.358;0.0;0.0;0.0;0.169;0.898;0.786;0.033;0.469;1.0;0.478;0.746;0.12;0.851;0.61;0.114;0.725;0.0;0.0;0.033;0.121;0.0;0.663;0.8;0.0;0.0;0.165;0.239;0.06;0.782;0.0;0.166;0.663;0.719;0.774;0.098;0.91;0.0;0.269;0.06;0.098;0.098;0.033;0.033;0.861;0.186;0.913;0.241
ENST00000527392_90_90;0.047;0.047;0.93;0.75;0.0;0.0;0.0;0.269;0.429;0.376;0.036;0.981;0.478;1.0;0.64;0.162;0.561;0.291;0.152;0.346;0.0;0.0;0.036;0.164;0.0;0.721;0.382;0.0;0.0;0.257;0.5;0.07;0.434;0.0;0.26;0.721;0.343;0.37;0.047;0.435;0.0;0.562;0.07;0.047;0.047;0.036;0.036;0.559;0.309;0.528;0.5
ENST00000527473_90_90;0.074;0.073;0.688;0.48;0.0;0.0;0.0;0.207;0.67;0.587;0.034;0.628;0.746;0.64;1.0;0.137;0.877;0.455;0.13;0.541;0.0;0.0;0.034;0.139;0.0;0.888;0.597;0.0;0.0;0.2;0.32;0.065;0.678;0.0;0.201;0.888;0.536;0.577;0.073;0.679;0.0;0.36;0.065;0.073;0.073;0.035;0.035;0.864;0.231;0.815;0.324
ENST00000527510_90_90;0.121;0.121;0.158;0.177;0.191;0.0;0.09;0.525;0.113;0.105;0.192;0.163;0.12;0.162;0.137;1.0;0.129;0.091;0.926;0.101;0.103;0.0;0.192;0.894;0.091;0.144;0.106;0.041;0.198;0.559;0.194;0.387;0.114;0.066;0.552;0.144;0.1;0.104;0.121;0.114;0.0;0.189;0.387;0.121;0.121;0.192;0.192;0.129;0.434;0.126;0.194
ENST00000527516_90_90;0.084;0.084;0.604;0.421;0.0;0.0;0.0;0.19;0.764;0.669;0.034;0.551;0.851;0.561;0.877;0.129;1.0;0.519;0.123;0.617;0.0;0.0;0.034;0.131;0.0;0.779;0.68;0.0;0.0;0.183;0.281;0.063;0.772;0.0;0.185;0.779;0.612;0.658;0.084;0.774;0.0;0.316;0.063;0.083;0.083;0.034;0.034;0.986;0.21;0.931;0.284
ENST00000527930_90_90;0.134;0.131;0.313;0.219;0.0;0.0;0.0;0.117;0.679;0.776;0.031;0.286;0.61;0.291;0.455;0.091;0.519;1.0;0.087;0.832;0.0;0.0;0.031;0.091;0.0;0.404;0.763;0.0;0.0;0.114;0.146;0.117;0.572;0.0;0.115;0.404;0.765;0.789;0.131;0.67;0.0;0.164;0.117;0.13;0.13;0.031;0.031;0.57;0.133;0.604;0.159
ENST00000528196_90_90;0.131;0.131;0.149;0.165;0.262;0.0;0.106;0.487;0.108;0.101;0.207;0.153;0.114;0.152;0.13;0.926;0.123;0.087;1.0;0.097;0.141;0.0;0.207;0.913;0.125;0.136;0.102;0.057;0.244;0.518;0.179;0.418;0.109;0.09;0.511;0.136;0.096;0.1;0.131;0.109;0.0;0.175;0.418;0.131;0.131;0.207;0.207;0.123;0.402;0.12;0.18
ENST00000528523_90_90;0.136;0.135;0.372;0.26;0.0;0.0;0.0;0.134;0.807;0.922;0.032;0.34;0.725;0.346;0.541;0.101;0.617;0.832;0.097;1.0;0.0;0.0;0.032;0.101;0.0;0.481;0.907;0.0;0.0;0.131;0.173;0.055;0.592;0.0;0.131;0.481;0.809;0.937;0.135;0.797;0.0;0.195;0.055;0.133;0.133;0.032;0.032;0.631;0.145;0.669;0.177
ENST00000528527_90_90;0.158;0.158;0.0;0.0;0.262;0.0;0.276;0.0;0.0;0.0;0.251;0.0;0.0;0.0;0.0;0.103;0.0;0.0;0.141;0.0;1.0;0.17;0.251;0.096;0.708;0.0;0.0;0.295;0.366;0.0;0.0;0.505;0.0;0.521;0.0;0.0;0.0;0.0;0.158;0.0;0.0;0.0;0.505;0.158;0.158;0.25;0.25;0.0;0.0;0.0;0.0
ENST00000530338_90_90;0.081;0.081;0.0;0.0;0.0;0.0;0.14;0.0;0.0;0.0;0.127;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17;1.0;0.127;0.0;0.412;0.0;0.0;0.15;0.0;0.0;0.0;0.143;0.0;0.263;0.0;0.0;0.0;0.0;0.081;0.0;0.0;0.0;0.143;0.081;0.081;0.128;0.128;0.0;0.0;0.0;0.0
ENST00000530438_90_90;0.631;0.631;0.036;0.037;0.066;0.076;0.892;0.101;0.033;0.032;1.0;0.036;0.033;0.036;0.034;0.192;0.034;0.031;0.207;0.032;0.251;0.127;1.0;0.189;0.304;0.035;0.032;0.849;0.137;0.107;0.037;0.395;0.033;0.481;0.106;0.035;0.032;0.032;0.631;0.033;0.455;0.037;0.395;0.63;0.63;0.996;0.996;0.034;0.084;0.034;0.037
ENST00000530580_90_90;0.12;0.119;0.16;0.179;0.178;0.0;0.088;0.533;0.114;0.106;0.189;0.165;0.121;0.164;0.139;0.894;0.131;0.091;0.913;0.101;0.096;0.0;0.189;1.0;0.085;0.146;0.107;0.039;0.189;0.568;0.197;0.381;0.115;0.061;0.56;0.146;0.101;0.105;0.119;0.115;0.0;0.192;0.381;0.119;0.119;0.189;0.189;0.131;0.441;0.127;0.197
ENST00000530593_90_90;0.191;0.191;0.0;0.0;0.216;0.0;0.335;0.0;0.0;0.0;0.304;0.0;0.0;0.0;0.0;0.091;0.0;0.0;0.125;0.0;0.708;0.412;0.304;0.085;1.0;0.0;0.0;0.357;0.316;0.0;0.0;0.461;0.0;0.632;0.0;0.0;0.0;0.0;0.191;0.0;0.0;0.0;0.461;0.19;0.19;0.301;0.301;0.0;0.0;0.0;0.0
ENST00000530938_90_90;0.065;0.065;0.775;0.541;0.0;0.0;0.0;0.223;0.595;0.521;0.035;0.707;0.663;0.721;0.888;0.144;0.779;0.404;0.136;0.481;0.0;0.0;0.035;0.146;0.0;1.0;0.53;0.0;0.0;0.214;0.36;0.066;0.602;0.0;0.216;1.0;0.476;0.513;0.065;0.603;0.0;0.405;0.066;0.065;0.065;0.035;0.035;0.776;0.249;0.733;0.36
ENST00000530959_90_90;0.123;0.123;0.411;0.286;0.0;0.0;0.0;0.144;0.89;0.984;0.032;0.375;0.8;0.382;0.597;0.106;0.68;0.763;0.102;0.907;0.0;0.0;0.032;0.107;0.0;0.53;1.0;0.0;0.0;0.14;0.191;0.057;0.645;0.0;0.141;0.53;0.883;0.968;0.123;0.878;0.0;0.215;0.057;0.122;0.122;0.032;0.032;0.688;0.155;0.728;0.192
ENST00000530991_90_90;0.536;0.536;0.0;0.0;0.077;0.088;0.937;0.0;0.0;0.0;0.849;0.0;0.0;0.0;0.0;0.041;0.0;0.0;0.057;0.0;0.295;0.15;0.849;0.039;0.357;0.0;0.0;1.0;0.13;0.0;0.0;0.255;0.0;0.566;0.0;0.0;0.0;0.0;0.536;0.0;0.536;0.0;0.255;0.535;0.535;0.846;0.846;0.0;0.0;0.0;0.0
ENST00000531060_90_90;0.092;0.088;0.0;0.0;0.324;0.0;0.151;0.0;0.0;0.0;0.137;0.0;0.0;0.0;0.0;0.198;0.0;0.0;0.244;0.0;0.366;0.0;0.137;0.189;0.316;0.0;0.0;0.13;1.0;0.0;0.0;0.262;0.0;0.216;0.0;0.0;0.0;0.0;0.088;0.0;0.0;0.0;0.262;0.091;0.091;0.145;0.145;0.0;0.0;0.0;0.0
ENST00000531093_90_90;0.068;0.068;0.248;0.295;0.0;0.0;0.006;0.939;0.153;0.139;0.107;0.26;0.165;0.257;0.2;0.559;0.183;0.114;0.518;0.131;0.0;0.0;0.107;0.568;0.0;0.214;0.14;0.0;0.0;1.0;0.346;0.216;0.154;0.0;0.987;0.214;0.13;0.137;0.068;0.154;0.0;0.332;0.216;0.068;0.068;0.107;0.107;0.183;0.778;0.177;0.348
ENST00000531578_90_90;0.024;0.023;0.465;0.667;0.0;0.0;0.0;0.369;0.214;0.188;0.037;0.51;0.239;0.5;0.32;0.194;0.281;0.146;0.179;0.173;0.0;0.0;0.037;0.197;0.0;0.36;0.191;0.0;0.0;0.346;1.0;0.075;0.217;0.0;0.351;0.36;0.172;0.185;0.023;0.217;0.0;0.889;0.075;0.024;0.024;0.037;0.037;0.28;0.447;0.264;1.0
ENST00000532734_90_90;0.266;0.256;0.069;0.072;0.132;0.0;0.299;0.203;0.059;0.057;0.395;0.07;0.06;0.07;0.065;0.387;0.063;0.117;0.418;0.055;0.505;0.143;0.395;0.381;0.461;0.066;0.057;0.255;0.262;0.216;0.075;1.0;0.079;0.388;0.213;0.066;0.073;0.056;0.256;0.059;0.0;0.074;1.0;0.263;0.263;0.413;0.413;0.069;0.186;0.068;0.083
ENST00000533016_90_90;0.09;0.089;0.466;0.325;0.0;0.0;0.0;0.158;0.714;0.636;0.033;0.425;0.782;0.434;0.678;0.114;0.772;0.572;0.109;0.592;0.0;0.0;0.033;0.115;0.0;0.602;0.645;0.0;0.0;0.154;0.217;0.079;1.0;0.0;0.155;0.602;0.667;0.627;0.089;0.722;0.0;0.244;0.079;0.089;0.089;0.033;0.033;0.864;0.186;0.915;0.242
ENST00000533020_90_90;0.302;0.303;0.0;0.0;0.136;0.0;0.53;0.0;0.0;0.0;0.481;0.0;0.0;0.0;0.0;0.066;0.0;0.0;0.09;0.0;0.521;0.263;0.481;0.061;0.632;0.0;0.0;0.566;0.216;0.0;0.0;0.388;0.0;1.0;0.0;0.0;0.0;0.0;0.303;0.0;0.103;0.0;0.388;0.302;0.302;0.477;0.477;0.0;0.0;0.0;0.0
ENST00000533225_90_90;0.067;0.067;0.25;0.299;0.0;0.0;0.005;0.952;0.154;0.139;0.106;0.262;0.166;0.26;0.201;0.552;0.185;0.115;0.511;0.131;0.0;0.0;0.106;0.56;0.0;0.216;0.141;0.0;0.0;0.987;0.351;0.213;0.155;0.0;1.0;0.216;0.13;0.138;0.067;0.155;0.0;0.336;0.213;0.067;0.067;0.106;0.106;0.185;0.789;0.178;0.352
ENST00000533471_90_90;0.065;0.065;0.775;0.541;0.0;0.0;0.0;0.223;0.595;0.521;0.035;0.707;0.663;0.721;0.888;0.144;0.779;0.404;0.136;0.481;0.0;0.0;0.035;0.146;0.0;1.0;0.53;0.0;0.0;0.214;0.36;0.066;0.602;0.0;0.216;1.0;0.476;0.513;0.065;0.603;0.0;0.405;0.066;0.065;0.065;0.035;0.035;0.776;0.249;0.733;0.36
ENST00000533580_90_90;0.121;0.12;0.369;0.258;0.0;0.0;0.0;0.133;0.8;0.87;0.032;0.337;0.719;0.343;0.536;0.1;0.612;0.765;0.096;0.809;0.0;0.0;0.032;0.101;0.0;0.476;0.883;0.0;0.0;0.13;0.172;0.073;0.667;0.0;0.13;0.476;1.0;0.857;0.12;0.79;0.0;0.193;0.073;0.12;0.12;0.032;0.032;0.651;0.149;0.69;0.182
ENST00000533681_90_90;0.128;0.127;0.397;0.277;0.0;0.0;0.0;0.14;0.861;0.984;0.032;0.363;0.774;0.37;0.577;0.104;0.658;0.789;0.1;0.937;0.0;0.0;0.032;0.105;0.0;0.513;0.968;0.0;0.0;0.137;0.185;0.056;0.627;0.0;0.138;0.513;0.857;1.0;0.127;0.85;0.0;0.208;0.056;0.125;0.125;0.032;0.032;0.675;0.153;0.715;0.189
ENST00000534127_90_90;0.997;1.0;0.05;0.035;0.041;0.049;0.564;0.064;0.109;0.125;0.631;0.046;0.098;0.047;0.073;0.121;0.084;0.131;0.131;0.135;0.158;0.081;0.631;0.119;0.191;0.065;0.123;0.536;0.088;0.068;0.023;0.256;0.089;0.303;0.067;0.065;0.12;0.127;1.0;0.108;0.287;0.026;0.256;0.997;0.997;0.63;0.63;0.084;0.053;0.089;0.024
ENST00000534248_90_90;0.108;0.108;0.467;0.326;0.0;0.0;0.0;0.158;0.987;0.864;0.033;0.427;0.91;0.435;0.679;0.114;0.774;0.67;0.109;0.797;0.0;0.0;0.033;0.115;0.0;0.603;0.878;0.0;0.0;0.154;0.217;0.059;0.722;0.0;0.155;0.603;0.79;0.85;0.108;1.0;0.0;0.245;0.059;0.107;0.107;0.033;0.033;0.784;0.172;0.83;0.219
ENST00000534278_90_90;0.289;0.287;0.0;0.0;0.0;0.154;0.502;0.0;0.0;0.0;0.455;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.455;0.0;0.0;0.0;0.0;0.536;0.0;0.0;0.0;0.0;0.0;0.103;0.0;0.0;0.0;0.0;0.287;0.0;1.0;0.0;0.0;0.288;0.288;0.456;0.456;0.0;0.0;0.0;0.0
ENST00000534665_90_90;0.027;0.026;0.523;0.75;0.0;0.0;0.0;0.352;0.241;0.211;0.037;0.573;0.269;0.562;0.36;0.189;0.316;0.164;0.175;0.195;0.0;0.0;0.037;0.192;0.0;0.405;0.215;0.0;0.0;0.332;0.889;0.074;0.244;0.0;0.336;0.405;0.193;0.208;0.026;0.245;0.0;1.0;0.074;0.026;0.026;0.037;0.037;0.315;0.423;0.297;0.889
ENST00000626808_90_90;0.266;0.256;0.069;0.072;0.132;0.0;0.299;0.203;0.059;0.057;0.395;0.07;0.06;0.07;0.065;0.387;0.063;0.117;0.418;0.055;0.505;0.143;0.395;0.381;0.461;0.066;0.057;0.255;0.262;0.216;0.075;1.0;0.079;0.388;0.213;0.066;0.073;0.056;0.256;0.059;0.0;0.074;1.0;0.263;0.263;0.413;0.413;0.069;0.186;0.068;0.083
ENSMUST00000077909_90_90;1.0;0.997;0.051;0.035;0.041;0.051;0.566;0.063;0.109;0.124;0.63;0.046;0.098;0.047;0.073;0.121;0.083;0.13;0.131;0.133;0.158;0.081;0.63;0.119;0.19;0.065;0.122;0.535;0.091;0.068;0.024;0.263;0.089;0.302;0.067;0.065;0.12;0.125;0.997;0.107;0.288;0.026;0.263;1.0;1.0;0.632;0.632;0.084;0.053;0.089;0.024
ENSMUST00000079282_90_90;1.0;0.997;0.051;0.035;0.041;0.051;0.566;0.063;0.109;0.124;0.63;0.046;0.098;0.047;0.073;0.121;0.083;0.13;0.131;0.133;0.158;0.081;0.63;0.119;0.19;0.065;0.122;0.535;0.091;0.068;0.024;0.263;0.089;0.302;0.067;0.065;0.12;0.125;0.997;0.107;0.288;0.026;0.263;1.0;1.0;0.632;0.632;0.084;0.053;0.089;0.024
ENSMUST00000084738_90_90;0.635;0.63;0.036;0.037;0.066;0.081;0.895;0.1;0.033;0.032;0.996;0.036;0.033;0.036;0.035;0.192;0.034;0.031;0.207;0.032;0.25;0.128;0.996;0.189;0.301;0.035;0.032;0.846;0.145;0.107;0.037;0.413;0.033;0.477;0.106;0.035;0.032;0.032;0.63;0.033;0.456;0.037;0.413;0.632;0.632;1.0;1.0;0.034;0.083;0.034;0.037
ENSMUST00000168005_90_90;0.635;0.63;0.036;0.037;0.066;0.081;0.895;0.1;0.033;0.032;0.996;0.036;0.033;0.036;0.035;0.192;0.034;0.031;0.207;0.032;0.25;0.128;0.996;0.189;0.301;0.035;0.032;0.846;0.145;0.107;0.037;0.413;0.033;0.477;0.106;0.035;0.032;0.032;0.63;0.033;0.456;0.037;0.413;0.632;0.632;1.0;1.0;0.034;0.083;0.034;0.037
ENSMUST00000207394_90_90;0.084;0.084;0.601;0.42;0.0;0.0;0.0;0.19;0.773;0.676;0.034;0.549;0.861;0.559;0.864;0.129;0.986;0.57;0.123;0.631;0.0;0.0;0.034;0.131;0.0;0.776;0.688;0.0;0.0;0.183;0.28;0.069;0.864;0.0;0.185;0.776;0.651;0.675;0.084;0.784;0.0;0.315;0.069;0.084;0.084;0.034;0.034;1.0;0.208;0.944;0.28
ENSMUST00000207745_90_90;0.053;0.053;0.295;0.365;0.0;0.0;0.0;0.829;0.171;0.153;0.084;0.312;0.186;0.309;0.231;0.434;0.21;0.133;0.402;0.145;0.0;0.0;0.084;0.441;0.0;0.249;0.155;0.0;0.0;0.778;0.447;0.186;0.186;0.0;0.789;0.249;0.149;0.153;0.053;0.172;0.0;0.423;0.186;0.053;0.053;0.083;0.083;0.208;1.0;0.199;0.447
ENSMUST00000208583_90_90;0.089;0.089;0.568;0.396;0.0;0.0;0.0;0.182;0.819;0.716;0.034;0.518;0.913;0.528;0.815;0.126;0.931;0.604;0.12;0.669;0.0;0.0;0.034;0.127;0.0;0.733;0.728;0.0;0.0;0.177;0.264;0.068;0.915;0.0;0.178;0.733;0.69;0.715;0.089;0.83;0.0;0.297;0.068;0.089;0.089;0.034;0.034;0.944;0.199;1.0;0.264
ENSMUST00000208734_90_90;0.024;0.024;0.465;0.667;0.0;0.0;0.0;0.37;0.216;0.189;0.037;0.51;0.241;0.5;0.324;0.194;0.284;0.159;0.18;0.177;0.0;0.0;0.037;0.197;0.0;0.36;0.192;0.0;0.0;0.348;1.0;0.083;0.242;0.0;0.352;0.36;0.182;0.189;0.024;0.219;0.0;0.889;0.083;0.024;0.024;0.037;0.037;0.28;0.447;0.264;1.0
