;ENSCAFT00000014853_90_90;ENST00000323180_90_90;ENST00000418153_90_90;ENST00000524497_90_90;ENST00000525438_90_90;ENST00000525676_90_90;ENST00000527782_90_90;ENST00000529734_90_90;ENST00000529782_90_90;ENST00000530587_90_90;ENST00000531959_90_90;ENST00000532010_90_90;ENST00000532028_90_90;ENST00000532883_90_90;ENST00000533757_90_90;ENSMUST00000044036_90_90;ENSMUST00000068702_90_90;ENSMUST00000090586_90_90;ENSMUST00000111290_90_90;ENSMUST00000111291_90_90;ENSMUST00000111292_90_90;ENSMUST00000111293_90_90;ENSMUST00000111294_90_90;ENSMUST00000111297_90_90;ENSMUST00000128781_90_90;ENSMUST00000138995_90_90;ENSMUST00000159366_90_90;ENSMUST00000159727_90_90;ENSMUST00000159961_90_90;ENSMUST00000161067_90_90;ENSMUST00000162146_90_90;ENSMUST00000162188_90_90;ENSMUST00000162497_90_90
ENST00000531959_90_90;0.431;0.527;0.527;0.969;0.29;0.0;0.194;0.742;0.452;0.0;1.0;0.097;0.0;0.342;0.419;0.453;0.471;0.464;0.481;0.453;0.471;0.464;0.473;0.472;0.179;0.25;0.676;0.061;0.231;0.0;0.469;0.357;0.143
ENST00000532010_90_90;0.039;0.057;0.057;0.094;0.333;0.0;0.5;0.13;0.0;0.0;0.097;1.0;0.0;0.15;0.231;0.061;0.064;0.056;0.058;0.061;0.064;0.056;0.057;0.06;0.6;0.429;0.032;0.0;0.0;0.0;0.158;0.3;0.75
ENST00000532028_90_90;0.196;0.167;0.189;0.0;0.0;0.455;0.0;0.0;0.0;0.417;0.0;0.0;1.0;0.0;0.0;0.184;0.167;0.167;0.173;0.184;0.167;0.167;0.148;0.157;0.0;0.0;0.0;0.0;0.25;0.176;0.0;0.0;0.0
ENST00000532883_90_90;0.294;0.217;0.217;0.333;0.45;0.0;0.3;0.433;0.172;0.0;0.342;0.15;0.0;1.0;0.65;0.347;0.362;0.315;0.327;0.347;0.362;0.315;0.321;0.34;0.294;0.412;0.484;0.0;0.104;0.0;0.895;0.588;0.235
ENST00000533757_90_90;0.216;0.245;0.245;0.406;0.692;0.0;0.462;0.565;0.227;0.0;0.419;0.231;0.0;0.65;1.0;0.265;0.277;0.241;0.25;0.265;0.277;0.241;0.245;0.26;0.385;0.538;0.355;0.0;0.021;0.0;0.684;0.769;0.308
ENSMUST00000044036_90_90;0.885;0.782;0.815;0.444;0.184;0.102;0.122;0.408;0.224;0.122;0.453;0.061;0.184;0.347;0.265;1.0;0.923;0.911;0.875;1.0;0.923;0.911;0.86;0.839;0.098;0.137;0.519;0.055;0.731;0.192;0.34;0.196;0.078
ENSMUST00000068702_90_90;0.827;0.811;0.778;0.462;0.191;0.106;0.128;0.426;0.234;0.128;0.471;0.064;0.167;0.362;0.277;0.923;1.0;0.842;0.807;0.923;1.0;0.842;0.891;0.87;0.102;0.143;0.538;0.037;0.692;0.224;0.353;0.204;0.082
ENSMUST00000090586_90_90;0.981;0.873;0.907;0.482;0.167;0.093;0.111;0.37;0.204;0.111;0.464;0.056;0.167;0.315;0.241;0.911;0.842;1.0;0.964;0.911;0.842;1.0;0.947;0.895;0.089;0.125;0.554;0.125;0.667;0.175;0.31;0.179;0.071
ENSMUST00000111290_90_90;0.942;0.836;0.87;0.5;0.173;0.096;0.115;0.385;0.212;0.115;0.481;0.058;0.173;0.327;0.25;0.875;0.807;0.964;1.0;0.875;0.807;0.964;0.912;0.927;0.093;0.13;0.574;0.13;0.632;0.14;0.321;0.185;0.074
ENSMUST00000111291_90_90;0.885;0.782;0.815;0.444;0.184;0.102;0.122;0.408;0.224;0.122;0.453;0.061;0.184;0.347;0.265;1.0;0.923;0.911;0.875;1.0;0.923;0.911;0.86;0.839;0.098;0.137;0.519;0.055;0.731;0.192;0.34;0.196;0.078
ENSMUST00000111292_90_90;0.827;0.811;0.778;0.462;0.191;0.106;0.128;0.426;0.234;0.128;0.471;0.064;0.167;0.362;0.277;0.923;1.0;0.842;0.807;0.923;1.0;0.842;0.891;0.87;0.102;0.143;0.538;0.037;0.692;0.224;0.353;0.204;0.082
ENSMUST00000111293_90_90;0.981;0.873;0.907;0.482;0.167;0.093;0.111;0.37;0.204;0.111;0.464;0.056;0.167;0.315;0.241;0.911;0.842;1.0;0.964;0.911;0.842;1.0;0.947;0.895;0.089;0.125;0.554;0.125;0.667;0.175;0.31;0.179;0.071
ENSMUST00000111294_90_90;0.942;0.925;0.855;0.491;0.17;0.094;0.113;0.377;0.208;0.113;0.473;0.057;0.148;0.321;0.245;0.86;0.891;0.947;0.912;0.86;0.891;0.947;1.0;0.945;0.091;0.127;0.564;0.127;0.621;0.2;0.316;0.182;0.073
ENSMUST00000111297_90_90;0.885;0.868;0.8;0.491;0.18;0.1;0.12;0.4;0.22;0.12;0.472;0.06;0.157;0.34;0.26;0.839;0.87;0.895;0.927;0.839;0.87;0.895;0.945;1.0;0.096;0.135;0.596;0.135;0.596;0.167;0.333;0.192;0.077
ENSMUST00000128781_90_90;0.077;0.102;0.102;0.172;0.556;0.0;0.833;0.25;0.0;0.0;0.179;0.6;0.0;0.294;0.385;0.098;0.102;0.089;0.093;0.098;0.102;0.089;0.091;0.096;1.0;0.714;0.091;0.0;0.0;0.0;0.25;0.5;0.8
ENSMUST00000138995_90_90;0.115;0.143;0.143;0.241;0.778;0.0;0.857;0.35;0.0;0.0;0.25;0.429;0.0;0.412;0.538;0.137;0.143;0.125;0.13;0.137;0.143;0.125;0.127;0.135;0.714;1.0;0.152;0.0;0.0;0.0;0.35;0.7;0.571
ENSMUST00000159366_90_90;0.519;0.472;0.472;0.706;0.226;0.0;0.129;0.581;0.379;0.0;0.676;0.032;0.0;0.484;0.355;0.519;0.538;0.554;0.574;0.519;0.538;0.554;0.564;0.596;0.091;0.152;1.0;0.118;0.346;0.0;0.457;0.242;0.061
ENSMUST00000159727_90_90;0.135;0.143;0.12;0.091;0.0;0.0;0.0;0.0;0.0;0.0;0.061;0.0;0.0;0.0;0.0;0.055;0.037;0.125;0.13;0.055;0.037;0.125;0.127;0.135;0.0;0.0;0.118;1.0;0.045;0.0;0.0;0.0;0.0
ENSMUST00000159961_90_90;0.673;0.545;0.604;0.226;0.0;0.139;0.0;0.167;0.175;0.167;0.231;0.0;0.25;0.104;0.021;0.731;0.692;0.667;0.632;0.731;0.692;0.667;0.621;0.596;0.0;0.0;0.346;0.045;1.0;0.25;0.113;0.0;0.0
ENSMUST00000161067_90_90;0.192;0.224;0.2;0.0;0.0;0.143;0.0;0.0;0.0;0.308;0.0;0.0;0.176;0.0;0.0;0.192;0.224;0.175;0.14;0.192;0.224;0.175;0.2;0.167;0.0;0.0;0.0;0.0;0.25;1.0;0.0;0.0;0.0
ENSMUST00000162146_90_90;0.327;0.236;0.236;0.455;0.474;0.0;0.316;0.5;0.2;0.0;0.469;0.158;0.0;0.895;0.684;0.34;0.353;0.31;0.321;0.34;0.353;0.31;0.316;0.333;0.25;0.35;0.457;0.0;0.113;0.0;1.0;0.5;0.2
ENSMUST00000162188_90_90;0.173;0.204;0.204;0.345;0.9;0.0;0.6;0.5;0.105;0.0;0.357;0.3;0.0;0.588;0.769;0.196;0.204;0.179;0.185;0.196;0.204;0.179;0.182;0.192;0.5;0.7;0.242;0.0;0.0;0.0;0.5;1.0;0.4
ENSMUST00000162497_90_90;0.058;0.082;0.082;0.138;0.444;0.0;0.667;0.2;0.0;0.0;0.143;0.75;0.0;0.235;0.308;0.078;0.082;0.071;0.074;0.078;0.082;0.071;0.073;0.077;0.8;0.571;0.061;0.0;0.0;0.0;0.2;0.4;1.0
