;ENSCAFT00000003155_90_90;ENST00000264312_90_90;ENST00000381473_90_90;ENST00000396448_90_90;ENST00000425583_90_90;ENST00000444354_90_90;ENST00000503016_90_90;ENST00000504654_90_90;ENST00000505922_90_90;ENST00000506801_90_90;ENST00000507210_90_90;ENST00000508293_90_90;ENST00000508996_90_90;ENST00000509122_90_90;ENST00000509164_90_90;ENST00000509246_90_90;ENST00000509664_90_90;ENST00000509963_90_90;ENST00000510824_90_90;ENST00000511102_90_90;ENST00000511662_90_90;ENST00000512236_90_90;ENST00000513391_90_90;ENST00000513641_90_90;ENST00000514981_90_90;ENSMUST00000031038_90_90;ENSMUST00000071081_90_90;ENSMUST00000166823_90_90;ENSMUST00000200935_90_90;ENSMUST00000201505_90_90;ENSMUST00000201556_90_90;ENSMUST00000201739_90_90;ENSMUST00000202237_90_90;ENSMUST00000202250_90_90
ENST00000510824_90_90;0.415;0.42;0.42;0.551;0.531;0.531;0.574;0.359;0.611;0.736;0.274;0.42;0.168;0.472;0.168;0.861;0.121;0.274;1.0;0.598;0.0;0.602;0.42;0.0;0.369;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000511102_90_90;0.684;0.703;0.703;0.922;0.888;0.888;0.507;0.64;0.743;0.61;0.563;0.703;0.466;0.593;0.466;0.681;0.424;0.563;0.598;1.0;0.168;0.992;0.703;0.267;0.65;0.048;0.067;0.067;0.055;0.0;0.027;0.0;0.058;0.067
ENST00000511662_90_90;0.117;0.118;0.118;0.155;0.149;0.149;0.0;0.263;0.108;0.0;0.299;0.118;0.361;0.085;0.361;0.0;0.397;0.299;0.0;0.168;1.0;0.17;0.118;0.63;0.259;0.075;0.116;0.116;0.094;0.0;0.051;0.0;0.103;0.116
ENST00000512236_90_90;0.679;0.698;0.698;0.914;0.881;0.881;0.501;0.645;0.736;0.603;0.567;0.698;0.47;0.588;0.47;0.674;0.427;0.567;0.602;0.992;0.17;1.0;0.698;0.269;0.655;0.048;0.067;0.067;0.056;0.0;0.027;0.0;0.059;0.067
ENST00000513391_90_90;0.955;1.0;1.0;0.73;0.792;0.792;0.732;0.45;0.688;0.571;0.396;1.0;0.328;0.89;0.328;0.488;0.298;0.396;0.42;0.703;0.118;0.698;1.0;0.188;0.457;0.041;0.055;0.055;0.046;0.0;0.021;0.0;0.048;0.055
ENST00000513641_90_90;0.18;0.188;0.188;0.246;0.237;0.237;0.0;0.417;0.099;0.0;0.474;0.188;0.573;0.079;0.573;0.0;0.63;0.474;0.0;0.267;0.63;0.269;0.188;1.0;0.411;0.071;0.107;0.107;0.087;0.0;0.046;0.0;0.094;0.107
ENST00000514981_90_90;0.444;0.457;0.457;0.599;0.577;0.577;0.249;0.985;0.434;0.299;0.866;0.457;0.717;0.347;0.717;0.334;0.652;0.866;0.369;0.65;0.259;0.655;0.457;0.411;1.0;0.057;0.081;0.081;0.067;0.0;0.033;0.0;0.071;0.081
ENSMUST00000031038_90_90;0.041;0.041;0.041;0.047;0.046;0.046;0.0;0.057;0.049;0.0;0.06;0.041;0.063;0.043;0.063;0.0;0.064;0.06;0.0;0.048;0.075;0.048;0.041;0.071;0.057;1.0;0.732;0.732;0.794;0.151;0.551;0.095;0.721;0.732
ENSMUST00000071081_90_90;0.055;0.055;0.055;0.064;0.063;0.063;0.0;0.082;0.057;0.0;0.086;0.055;0.092;0.05;0.092;0.0;0.095;0.086;0.0;0.067;0.116;0.067;0.055;0.107;0.081;0.732;1.0;1.0;0.919;0.198;0.63;0.124;0.551;1.0
ENSMUST00000166823_90_90;0.055;0.055;0.055;0.064;0.063;0.063;0.0;0.082;0.057;0.0;0.086;0.055;0.092;0.05;0.092;0.0;0.095;0.086;0.0;0.067;0.116;0.067;0.055;0.107;0.081;0.732;1.0;1.0;0.919;0.198;0.63;0.124;0.551;1.0
ENSMUST00000200935_90_90;0.046;0.046;0.046;0.053;0.052;0.052;0.0;0.067;0.056;0.0;0.071;0.046;0.075;0.049;0.075;0.0;0.077;0.071;0.0;0.055;0.094;0.056;0.046;0.087;0.067;0.794;0.919;0.919;1.0;0.19;0.694;0.12;0.535;0.919
ENSMUST00000201505_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.151;0.198;0.198;0.19;1.0;0.275;0.0;0.0;0.198
ENSMUST00000201556_90_90;0.021;0.021;0.021;0.025;0.025;0.025;0.0;0.034;0.027;0.0;0.036;0.021;0.038;0.023;0.038;0.0;0.04;0.036;0.0;0.027;0.051;0.027;0.021;0.046;0.033;0.551;0.63;0.63;0.694;0.275;1.0;0.126;0.296;0.63
ENSMUST00000201739_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.095;0.124;0.124;0.12;0.0;0.126;1.0;0.086;0.124
ENSMUST00000202237_90_90;0.048;0.048;0.048;0.056;0.055;0.055;0.0;0.072;0.059;0.0;0.076;0.048;0.081;0.051;0.081;0.0;0.083;0.076;0.0;0.058;0.103;0.059;0.048;0.094;0.071;0.721;0.551;0.551;0.535;0.0;0.296;0.086;1.0;0.551
ENSMUST00000202250_90_90;0.055;0.055;0.055;0.064;0.063;0.063;0.0;0.082;0.057;0.0;0.086;0.055;0.092;0.05;0.092;0.0;0.095;0.086;0.0;0.067;0.116;0.067;0.055;0.107;0.081;0.732;1.0;1.0;0.919;0.198;0.63;0.124;0.551;1.0
