;ENSCAFT00000007452_90_90;ENSCAFT00000018571_90_90;ENSCAFT00000021391_90_90;ENSCAFT00000021394_90_90;ENSCAFT00000021397_90_90;ENST00000227348_90_90;ENST00000533709_90_90;ENST00000252483_90_90;ENST00000252485_90_90;ENST00000585601_90_90;ENST00000591581_90_90;ENST00000592018_90_90;ENST00000331581_90_90;ENST00000452722_90_90;ENST00000536727_90_90;ENST00000537058_90_90;ENST00000540951_90_90;ENST00000542447_90_90;ENST00000542450_90_90;ENST00000543249_90_90;ENST00000543540_90_90;ENST00000545094_90_90;ENST00000545380_90_90;ENST00000612235_90_90;ENST00000616271_90_90;ENSMUST00000034519_90_90;ENSMUST00000180384_90_90;ENSMUST00000180872_90_90;ENSMUST00000188848_90_90;ENSMUST00000034581_90_90;ENSMUST00000085909_90_90;ENSMUST00000114547_90_90;ENSMUST00000114548_90_90;ENSMUST00000143026_90_90;ENSMUST00000152459_90_90;ENSMUST00000214542_90_90;ENSMUST00000075447_90_90;ENSMUST00000108450_90_90
ENST00000543540_90_90;0.112;0.188;0.173;0.191;0.198;0.162;0.0;0.112;0.126;0.0;0.0;0.0;0.168;0.179;0.178;0.174;0.0;0.191;0.714;0.275;1.0;0.352;0.192;0.228;0.192;0.202;0.198;0.396;0.198;0.189;0.173;0.178;0.185;0.203;0.167;0.0;0.104;0.117
ENST00000545094_90_90;0.16;0.23;0.363;0.412;0.425;0.373;0.0;0.156;0.173;0.0;0.0;0.0;0.362;0.386;0.385;0.376;0.0;0.411;0.303;0.789;0.352;1.0;0.413;0.49;0.413;0.344;0.356;0.609;0.354;0.408;0.374;0.383;0.398;0.436;0.36;0.0;0.149;0.166
ENST00000545380_90_90;0.379;0.582;0.889;0.75;0.848;0.591;0.197;0.372;0.407;0.0;0.188;0.0;0.875;0.933;0.931;0.91;0.09;0.996;0.268;0.373;0.192;0.413;1.0;0.787;0.825;0.385;0.394;0.448;0.392;0.989;0.904;0.927;0.963;0.872;0.87;0.091;0.358;0.394
ENST00000612235_90_90;0.344;0.536;0.7;0.711;0.812;0.477;0.128;0.337;0.37;0.0;0.129;0.0;0.692;0.736;0.734;0.718;0.0;0.784;0.32;0.44;0.228;0.49;0.787;1.0;0.789;0.333;0.342;0.533;0.34;0.779;0.714;0.731;0.759;0.831;0.687;0.0;0.323;0.357
ENST00000616271_90_90;0.44;0.697;0.877;0.91;0.965;0.63;0.284;0.432;0.474;0.0;0.258;0.0;0.873;0.884;0.814;0.908;0.0;0.822;0.269;0.374;0.192;0.413;0.825;0.789;1.0;0.297;0.305;0.449;0.304;0.817;0.902;0.878;0.841;0.714;0.868;0.0;0.418;0.462
ENSMUST00000034519_90_90;0.173;0.237;0.365;0.296;0.303;0.299;0.0;0.169;0.182;0.0;0.0;0.0;0.353;0.37;0.369;0.363;0.166;0.388;0.283;0.283;0.202;0.344;0.385;0.333;0.297;1.0;0.982;0.415;0.98;0.39;0.365;0.372;0.383;0.409;0.355;0.131;0.157;0.171
ENSMUST00000180384_90_90;0.172;0.234;0.374;0.305;0.311;0.308;0.0;0.167;0.181;0.0;0.0;0.0;0.361;0.379;0.378;0.372;0.163;0.397;0.278;0.295;0.198;0.356;0.394;0.342;0.305;0.982;1.0;0.432;0.997;0.399;0.374;0.381;0.392;0.418;0.363;0.129;0.156;0.169
ENSMUST00000180872_90_90;0.228;0.339;0.406;0.448;0.462;0.406;0.0;0.222;0.246;0.0;0.0;0.0;0.393;0.419;0.418;0.409;0.0;0.447;0.557;0.527;0.396;0.609;0.448;0.533;0.449;0.415;0.432;1.0;0.429;0.443;0.406;0.416;0.432;0.474;0.391;0.0;0.207;0.231
ENSMUST00000188848_90_90;0.171;0.232;0.372;0.303;0.31;0.306;0.0;0.166;0.179;0.0;0.0;0.0;0.36;0.377;0.376;0.37;0.163;0.395;0.279;0.293;0.198;0.354;0.392;0.34;0.304;0.98;0.997;0.429;1.0;0.397;0.372;0.379;0.39;0.417;0.362;0.129;0.154;0.168
ENSMUST00000034581_90_90;0.376;0.577;0.899;0.742;0.839;0.585;0.195;0.37;0.404;0.0;0.186;0.0;0.873;0.93;0.928;0.908;0.093;0.993;0.265;0.37;0.189;0.408;0.989;0.779;0.817;0.39;0.399;0.443;0.397;1.0;0.914;0.937;0.974;0.883;0.88;0.102;0.356;0.391
ENSMUST00000085909_90_90;0.412;0.638;0.974;0.824;0.87;0.645;0.26;0.405;0.442;0.0;0.237;0.0;0.956;0.969;0.897;0.993;0.086;0.908;0.243;0.34;0.173;0.374;0.904;0.714;0.902;0.365;0.374;0.406;0.372;0.914;1.0;0.976;0.939;0.809;0.962;0.093;0.392;0.43
ENSMUST00000114547_90_90;0.403;0.623;0.95;0.801;0.892;0.63;0.243;0.396;0.433;0.0;0.224;0.0;0.932;0.993;0.873;0.969;0.088;0.93;0.249;0.348;0.178;0.383;0.927;0.731;0.878;0.372;0.381;0.416;0.379;0.937;0.976;1.0;0.914;0.828;0.939;0.096;0.383;0.421
ENSMUST00000114548_90_90;0.386;0.592;0.923;0.766;0.818;0.6;0.212;0.379;0.414;0.0;0.199;0.0;0.897;0.908;0.953;0.932;0.091;0.967;0.259;0.361;0.185;0.398;0.963;0.759;0.841;0.383;0.392;0.432;0.39;0.974;0.939;0.914;1.0;0.861;0.903;0.099;0.365;0.401
ENSMUST00000143026_90_90;0.322;0.491;0.795;0.645;0.732;0.499;0.117;0.316;0.345;0.0;0.118;0.0;0.773;0.822;0.82;0.803;0.1;0.876;0.284;0.394;0.203;0.436;0.872;0.831;0.714;0.409;0.418;0.474;0.417;0.883;0.809;0.828;0.861;1.0;0.779;0.108;0.303;0.332
ENSMUST00000152459_90_90;0.435;0.672;0.938;0.862;0.837;0.679;0.294;0.428;0.467;0.0;0.267;0.0;0.994;0.932;0.935;0.956;0.083;0.873;0.233;0.327;0.167;0.36;0.87;0.687;0.868;0.355;0.363;0.391;0.362;0.88;0.962;0.939;0.903;0.779;1.0;0.09;0.415;0.455
ENSMUST00000214542_90_90;0.0;0.0;0.095;0.0;0.0;0.051;0.0;0.0;0.0;0.0;0.0;0.0;0.084;0.089;0.089;0.087;0.628;0.095;0.0;0.0;0.0;0.0;0.091;0.0;0.0;0.131;0.129;0.0;0.129;0.102;0.093;0.096;0.099;0.108;0.09;1.0;0.0;0.0
ENSMUST00000075447_90_90;0.968;0.536;0.39;0.419;0.407;0.411;0.296;0.981;0.504;0.05;0.341;0.101;0.417;0.385;0.39;0.394;0.0;0.358;0.143;0.132;0.104;0.149;0.358;0.323;0.418;0.157;0.156;0.207;0.154;0.356;0.392;0.383;0.365;0.303;0.415;0.0;1.0;0.514
ENSMUST00000108450_90_90;0.506;0.599;0.428;0.463;0.45;0.454;0.334;0.507;0.971;0.12;0.449;0.0;0.457;0.423;0.429;0.432;0.0;0.393;0.161;0.146;0.117;0.166;0.394;0.357;0.462;0.171;0.169;0.231;0.168;0.391;0.43;0.421;0.401;0.332;0.455;0.0;0.514;1.0
