;ENSCAFT00000003726_90_90;ENSCAFT00000003727_90_90;ENST00000502815_90_90;ENST00000504896_90_90;ENST00000506700_90_90;ENST00000506720_90_90;ENST00000506746_90_90;ENST00000507164_90_90;ENST00000507625_90_90;ENST00000508693_90_90;ENST00000508946_90_90;ENST00000509896_90_90;ENST00000511324_90_90;ENST00000512091_90_90;ENST00000514157_90_90;ENST00000514591_90_90;ENST00000514996_90_90;ENSMUST00000036068_90_90;ENSMUST00000072521_90_90;ENSMUST00000117253_90_90;ENSMUST00000117407_90_90;ENSMUST00000117985_90_90;ENSMUST00000118034_90_90;ENSMUST00000118078_90_90;ENSMUST00000118442_90_90;ENSMUST00000119385_90_90;ENSMUST00000119788_90_90;ENSMUST00000120128_90_90;ENSMUST00000120144_90_90;ENSMUST00000120292_90_90;ENSMUST00000120445_90_90;ENSMUST00000120673_90_90;ENSMUST00000121641_90_90;ENSMUST00000121707_90_90;ENSMUST00000122037_90_90;ENSMUST00000122356_90_90;ENSMUST00000124117_90_90;ENSMUST00000132375_90_90
ENST00000509896_90_90;0.48;0.801;0.432;0.918;0.941;0.808;0.802;0.962;0.825;0.968;0.765;1.0;0.993;0.948;0.911;0.787;0.76;0.806;0.811;0.888;0.933;0.744;0.738;0.912;0.97;0.964;0.801;0.919;0.884;0.89;0.94;0.786;0.78;0.806;0.759;0.802;0.386;0.051
ENST00000511324_90_90;0.482;0.806;0.434;0.911;0.948;0.802;0.807;0.968;0.829;0.962;0.76;0.993;1.0;0.941;0.917;0.781;0.764;0.8;0.806;0.894;0.94;0.738;0.743;0.919;0.964;0.97;0.795;0.912;0.89;0.884;0.933;0.78;0.785;0.81;0.763;0.806;0.388;0.051
ENST00000512091_90_90;0.501;0.758;0.451;0.966;0.993;0.765;0.76;0.911;0.781;0.918;0.799;0.948;0.941;1.0;0.959;0.823;0.794;0.763;0.768;0.934;0.884;0.777;0.771;0.962;0.919;0.912;0.758;0.969;0.93;0.937;0.89;0.744;0.738;0.762;0.793;0.759;0.403;0.054
ENST00000514157_90_90;0.49;0.742;0.441;0.993;0.966;0.787;0.791;0.949;0.764;0.943;0.822;0.911;0.917;0.959;1.0;0.794;0.827;0.737;0.742;0.974;0.92;0.798;0.802;0.936;0.884;0.89;0.733;0.93;0.969;0.962;0.914;0.764;0.769;0.746;0.775;0.743;0.394;0.052
ENST00000514591_90_90;0.435;0.662;0.624;0.799;0.817;0.93;0.924;0.76;0.95;0.765;0.972;0.787;0.781;0.823;0.794;1.0;0.966;0.661;0.665;0.774;0.738;0.677;0.672;0.793;0.764;0.759;0.662;0.799;0.771;0.777;0.744;0.652;0.647;0.66;0.688;0.662;0.35;0.045
ENST00000514996_90_90;0.427;0.65;0.61;0.822;0.798;0.951;0.957;0.791;0.929;0.787;0.994;0.76;0.764;0.794;0.827;0.966;1.0;0.641;0.645;0.807;0.769;0.695;0.699;0.775;0.738;0.743;0.643;0.771;0.802;0.798;0.764;0.669;0.673;0.648;0.675;0.65;0.343;0.044
ENSMUST00000036068_90_90;0.66;0.982;0.36;0.743;0.757;0.682;0.677;0.779;0.693;0.785;0.645;0.806;0.8;0.763;0.737;0.661;0.641;1.0;0.994;0.74;0.8;0.92;0.915;0.779;0.828;0.823;0.981;0.785;0.758;0.764;0.806;0.963;0.957;0.988;0.94;0.984;0.565;0.04
ENSMUST00000072521_90_90;0.66;0.988;0.36;0.748;0.762;0.686;0.681;0.784;0.698;0.79;0.65;0.811;0.806;0.768;0.742;0.665;0.645;0.994;1.0;0.745;0.806;0.926;0.921;0.785;0.834;0.828;0.988;0.79;0.764;0.769;0.812;0.969;0.963;0.994;0.946;0.99;0.565;0.043
ENSMUST00000117253_90_90;0.492;0.745;0.425;0.967;0.941;0.768;0.773;0.925;0.746;0.919;0.802;0.888;0.894;0.934;0.974;0.774;0.807;0.74;0.745;1.0;0.926;0.802;0.807;0.941;0.888;0.894;0.75;0.935;0.975;0.968;0.92;0.768;0.773;0.749;0.779;0.746;0.396;0.053
ENSMUST00000117407_90_90;0.487;0.805;0.405;0.914;0.89;0.806;0.811;0.97;0.785;0.964;0.764;0.933;0.94;0.884;0.92;0.738;0.769;0.8;0.806;0.926;1.0;0.787;0.791;0.917;0.962;0.968;0.796;0.911;0.949;0.943;0.993;0.829;0.834;0.811;0.764;0.807;0.394;0.05
ENSMUST00000117985_90_90;0.674;0.922;0.367;0.804;0.771;0.674;0.669;0.764;0.647;0.77;0.7;0.744;0.738;0.777;0.798;0.677;0.695;0.92;0.926;0.802;0.787;1.0;0.994;0.794;0.765;0.76;0.922;0.799;0.822;0.828;0.792;0.957;0.951;0.921;0.966;0.924;0.577;0.044
ENSMUST00000118034_90_90;0.678;0.927;0.368;0.798;0.775;0.669;0.673;0.769;0.65;0.764;0.695;0.738;0.743;0.771;0.802;0.672;0.699;0.915;0.921;0.807;0.791;0.994;1.0;0.798;0.76;0.764;0.917;0.794;0.827;0.822;0.787;0.951;0.957;0.926;0.971;0.929;0.58;0.045
ENSMUST00000118078_90_90;0.523;0.783;0.435;0.93;0.969;0.738;0.743;0.89;0.763;0.884;0.771;0.912;0.919;0.962;0.936;0.793;0.775;0.779;0.785;0.941;0.917;0.794;0.798;1.0;0.941;0.948;0.774;0.993;0.966;0.959;0.911;0.76;0.764;0.789;0.822;0.785;0.424;0.054
ENSMUST00000118442_90_90;0.497;0.823;0.414;0.89;0.912;0.786;0.78;0.933;0.802;0.94;0.744;0.97;0.964;0.919;0.884;0.764;0.738;0.828;0.834;0.888;0.962;0.765;0.76;0.941;1.0;0.993;0.823;0.948;0.911;0.918;0.968;0.808;0.802;0.828;0.781;0.825;0.403;0.051
ENSMUST00000119385_90_90;0.5;0.827;0.416;0.884;0.919;0.78;0.785;0.94;0.806;0.933;0.738;0.964;0.97;0.912;0.89;0.759;0.743;0.823;0.828;0.894;0.968;0.76;0.764;0.948;0.993;1.0;0.818;0.941;0.917;0.911;0.962;0.802;0.807;0.833;0.785;0.829;0.405;0.052
ENSMUST00000119788_90_90;0.657;0.984;0.359;0.739;0.752;0.684;0.679;0.775;0.695;0.78;0.648;0.801;0.795;0.758;0.733;0.662;0.643;0.981;0.988;0.75;0.796;0.922;0.917;0.774;0.823;0.818;1.0;0.78;0.754;0.759;0.801;0.965;0.959;0.982;0.942;0.986;0.563;0.043
ENSMUST00000120128_90_90;0.52;0.779;0.433;0.937;0.962;0.744;0.738;0.884;0.759;0.89;0.777;0.919;0.912;0.969;0.93;0.799;0.771;0.785;0.79;0.935;0.911;0.799;0.794;0.993;0.948;0.941;0.78;1.0;0.959;0.966;0.918;0.765;0.76;0.785;0.817;0.781;0.421;0.054
ENSMUST00000120144_90_90;0.509;0.762;0.423;0.962;0.936;0.764;0.769;0.92;0.743;0.914;0.798;0.884;0.89;0.93;0.969;0.771;0.802;0.758;0.764;0.975;0.949;0.822;0.827;0.966;0.911;0.917;0.754;0.959;1.0;0.993;0.943;0.787;0.791;0.768;0.798;0.764;0.412;0.053
ENSMUST00000120292_90_90;0.506;0.758;0.421;0.969;0.93;0.77;0.764;0.914;0.738;0.921;0.804;0.89;0.884;0.937;0.962;0.777;0.798;0.764;0.769;0.968;0.943;0.828;0.822;0.959;0.918;0.911;0.759;0.966;0.993;1.0;0.95;0.792;0.787;0.764;0.794;0.76;0.409;0.052
ENSMUST00000120445_90_90;0.484;0.801;0.403;0.921;0.884;0.812;0.806;0.964;0.78;0.97;0.77;0.94;0.933;0.89;0.914;0.744;0.764;0.806;0.812;0.92;0.993;0.792;0.787;0.911;0.968;0.962;0.801;0.918;0.943;0.95;1.0;0.835;0.829;0.806;0.76;0.802;0.392;0.05
ENSMUST00000120673_90_90;0.645;0.965;0.353;0.77;0.738;0.711;0.706;0.806;0.684;0.812;0.674;0.786;0.78;0.744;0.764;0.652;0.669;0.963;0.969;0.768;0.829;0.957;0.951;0.76;0.808;0.802;0.965;0.765;0.787;0.792;0.835;1.0;0.994;0.963;0.924;0.967;0.552;0.042
ENSMUST00000121641_90_90;0.649;0.971;0.355;0.764;0.743;0.706;0.71;0.811;0.687;0.806;0.669;0.78;0.785;0.738;0.769;0.647;0.673;0.957;0.963;0.773;0.834;0.951;0.957;0.764;0.802;0.807;0.959;0.76;0.791;0.787;0.829;0.994;1.0;0.969;0.929;0.973;0.555;0.043
ENSMUST00000121707_90_90;0.664;0.994;0.362;0.742;0.767;0.681;0.685;0.789;0.701;0.784;0.645;0.806;0.81;0.762;0.746;0.66;0.648;0.988;0.994;0.749;0.811;0.921;0.926;0.789;0.828;0.833;0.982;0.785;0.768;0.764;0.806;0.963;0.969;1.0;0.952;0.996;0.569;0.044
ENSMUST00000122037_90_90;0.698;0.953;0.378;0.771;0.798;0.647;0.65;0.743;0.666;0.738;0.672;0.759;0.763;0.793;0.775;0.688;0.675;0.94;0.946;0.779;0.764;0.966;0.971;0.822;0.781;0.785;0.942;0.817;0.798;0.794;0.76;0.924;0.929;0.952;1.0;0.955;0.597;0.046
ENSMUST00000122356_90_90;0.667;0.998;0.363;0.738;0.763;0.684;0.687;0.785;0.703;0.78;0.647;0.802;0.806;0.759;0.743;0.662;0.65;0.984;0.99;0.746;0.807;0.924;0.929;0.785;0.825;0.829;0.986;0.781;0.764;0.76;0.802;0.967;0.973;0.996;0.955;1.0;0.571;0.044
ENSMUST00000124117_90_90;0.851;0.57;0.513;0.392;0.405;0.329;0.33;0.377;0.338;0.375;0.341;0.386;0.388;0.403;0.394;0.35;0.343;0.565;0.565;0.396;0.394;0.577;0.58;0.424;0.403;0.405;0.563;0.421;0.412;0.409;0.392;0.552;0.555;0.569;0.597;0.571;1.0;0.0
ENSMUST00000132375_90_90;0.0;0.044;0.0;0.052;0.054;0.042;0.042;0.05;0.044;0.049;0.044;0.051;0.051;0.054;0.052;0.045;0.044;0.04;0.043;0.053;0.05;0.044;0.045;0.054;0.051;0.052;0.043;0.054;0.053;0.052;0.05;0.042;0.043;0.044;0.046;0.044;0.0;1.0
