;ENSCAFT00000021165_90_90;ENSCAFT00000021175_90_90;ENSCAFT00000022869_90_90;ENSCAFT00000049479_90_90;ENST00000346964_90_90;ENST00000357674_90_90;ENST00000392380_90_90;ENST00000392381_90_90;ENST00000392382_90_90;ENST00000412364_90_90;ENST00000419227_90_90;ENST00000419354_90_90;ENST00000419553_90_90;ENST00000422288_90_90;ENST00000434148_90_90;ENST00000436682_90_90;ENST00000443183_90_90;ENST00000447466_90_90;ENST00000448528_90_90;ENST00000450955_90_90;ENST00000452595_90_90;ENST00000453607_90_90;ENST00000456699_90_90;ENST00000378154_90_90;ENST00000378158_90_90;ENST00000378163_90_90;ENST00000378166_90_90;ENST00000378168_90_90;ENST00000378179_90_90;ENST00000421587_90_90;ENST00000442742_90_90;ENSMUST00000023454_90_90;ENSMUST00000064477_90_90;ENSMUST00000100001_90_90;ENSMUST00000115196_90_90;ENSMUST00000115201_90_90;ENSMUST00000115205_90_90;ENSMUST00000130920_90_90;ENSMUST00000131136_90_90;ENSMUST00000132176_90_90;ENSMUST00000033321_90_90;ENSMUST00000115435_90_90;ENSMUST00000115436_90_90;ENSMUST00000115438_90_90;ENSMUST00000124710_90_90;ENSMUST00000128012_90_90;ENSMUST00000128095_90_90;ENSMUST00000139735_90_90;ENSMUST00000156096_90_90
ENST00000452595_90_90;0.701;0.647;0.763;0.742;0.662;0.705;0.014;0.465;0.754;0.0;0.254;0.711;0.0;0.731;0.0;0.0;0.965;0.427;0.711;0.7;1.0;0.058;0.022;0.456;0.72;0.774;0.763;0.387;0.68;0.742;0.742;0.735;0.653;0.693;0.883;0.683;0.693;0.056;0.472;0.458;0.705;0.081;0.726;0.747;0.0;0.256;0.162;0.286;0.758
ENST00000453607_90_90;0.123;0.127;0.13;0.121;0.117;0.125;0.214;0.157;0.127;0.0;0.271;0.119;0.219;0.13;0.0;0.062;0.056;0.103;0.119;0.124;0.058;1.0;0.257;0.203;0.136;0.129;0.13;0.0;0.0;0.121;0.133;0.131;0.122;0.123;0.055;0.121;0.123;0.0;0.0;0.19;0.124;0.0;0.121;0.118;0.273;0.2;0.0;0.0;0.126
ENST00000456699_90_90;0.208;0.214;0.185;0.189;0.199;0.213;0.743;0.267;0.216;0.556;0.393;0.203;0.815;0.192;0.037;0.63;0.022;0.042;0.203;0.211;0.022;0.257;1.0;0.288;0.193;0.183;0.185;0.0;0.0;0.189;0.189;0.221;0.206;0.208;0.021;0.205;0.208;0.0;0.0;0.321;0.189;0.0;0.185;0.181;0.842;0.075;0.0;0.0;0.141
ENST00000378154_90_90;0.598;0.644;0.638;0.633;0.604;0.56;0.339;0.775;0.567;0.136;0.627;0.611;0.22;0.533;0.0;0.169;0.451;0.525;0.611;0.56;0.456;0.203;0.288;1.0;0.664;0.629;0.634;0.024;0.217;0.628;0.648;0.56;0.585;0.604;0.489;0.604;0.604;0.0;0.319;0.725;0.645;0.0;0.63;0.615;0.265;0.422;0.0;0.035;0.591
ENST00000378158_90_90;0.866;0.896;0.954;0.908;0.882;0.839;0.227;0.685;0.828;0.091;0.42;0.871;0.148;0.796;0.0;0.114;0.731;0.352;0.871;0.839;0.72;0.136;0.193;0.664;1.0;0.947;0.954;0.352;0.504;0.908;0.931;0.804;0.876;0.845;0.753;0.845;0.845;0.032;0.333;0.583;0.96;0.065;0.893;0.916;0.177;0.282;0.121;0.264;0.855
ENST00000378163_90_90;0.918;0.928;0.992;0.962;0.935;0.892;0.215;0.72;0.882;0.086;0.398;0.925;0.14;0.849;0.0;0.108;0.785;0.333;0.925;0.892;0.774;0.129;0.183;0.629;0.947;1.0;0.992;0.344;0.557;0.962;0.969;0.856;0.928;0.897;0.804;0.897;0.897;0.062;0.371;0.619;0.924;0.061;0.947;0.969;0.168;0.267;0.115;0.26;0.908
ENST00000378166_90_90;0.907;0.938;1.0;0.954;0.925;0.882;0.217;0.728;0.871;0.087;0.402;0.914;0.141;0.839;0.0;0.109;0.774;0.337;0.914;0.882;0.763;0.13;0.185;0.634;0.954;0.992;1.0;0.336;0.55;0.954;0.977;0.845;0.918;0.887;0.794;0.887;0.887;0.062;0.375;0.625;0.916;0.062;0.939;0.962;0.169;0.269;0.115;0.252;0.901
ENST00000378168_90_90;0.34;0.309;0.336;0.326;0.337;0.353;0.0;0.112;0.341;0.0;0.0;0.326;0.0;0.354;0.0;0.0;0.4;0.0;0.326;0.353;0.387;0.0;0.0;0.024;0.352;0.344;0.336;1.0;0.553;0.326;0.313;0.337;0.355;0.323;0.373;0.323;0.323;0.077;0.18;0.091;0.361;0.178;0.32;0.344;0.0;0.0;0.333;0.717;0.333
ENST00000378179_90_90;0.546;0.557;0.55;0.579;0.584;0.612;0.0;0.36;0.6;0.0;0.138;0.573;0.0;0.622;0.0;0.0;0.693;0.25;0.573;0.612;0.68;0.0;0.0;0.217;0.504;0.557;0.55;0.553;1.0;0.579;0.562;0.584;0.591;0.559;0.639;0.559;0.559;0.103;0.516;0.326;0.516;0.11;0.576;0.562;0.0;0.009;0.205;0.466;0.6
ENST00000421587_90_90;0.887;0.897;0.954;1.0;0.903;0.86;0.222;0.688;0.849;0.089;0.396;0.892;0.144;0.817;0.0;0.111;0.753;0.33;0.892;0.86;0.742;0.121;0.189;0.628;0.908;0.962;0.954;0.326;0.579;1.0;0.977;0.825;0.897;0.866;0.773;0.866;0.866;0.064;0.354;0.588;0.915;0.063;0.984;0.961;0.175;0.258;0.119;0.27;0.944
ENST00000442742_90_90;0.887;0.917;0.977;0.977;0.903;0.86;0.222;0.707;0.849;0.089;0.411;0.892;0.144;0.817;0.0;0.111;0.753;0.344;0.892;0.86;0.742;0.133;0.189;0.648;0.931;0.969;0.977;0.313;0.562;0.977;1.0;0.825;0.897;0.866;0.773;0.866;0.866;0.064;0.354;0.604;0.893;0.063;0.961;0.939;0.173;0.276;0.118;0.258;0.922
ENSMUST00000023454_90_90;0.861;0.826;0.845;0.825;0.874;0.929;0.2;0.695;0.984;0.123;0.475;0.924;0.18;0.959;0.008;0.139;0.713;0.374;0.924;0.929;0.735;0.131;0.221;0.56;0.804;0.856;0.845;0.337;0.584;0.825;0.825;1.0;0.878;0.94;0.692;0.926;0.94;0.056;0.424;0.661;0.772;0.069;0.792;0.812;0.184;0.168;0.138;0.247;0.752
ENSMUST00000064477_90_90;0.97;0.892;0.918;0.897;0.985;0.924;0.26;0.75;0.874;0.115;0.443;0.933;0.168;0.852;0.008;0.13;0.635;0.348;0.933;0.924;0.653;0.122;0.206;0.585;0.876;0.928;0.918;0.355;0.591;0.897;0.897;0.878;1.0;0.935;0.697;0.922;0.935;0.051;0.39;0.609;0.842;0.064;0.861;0.881;0.17;0.204;0.128;0.268;0.822
ENSMUST00000100001_90_90;0.912;0.877;0.887;0.866;0.933;0.874;0.262;0.756;0.924;0.115;0.446;0.985;0.169;0.901;0.008;0.131;0.674;0.351;0.985;0.874;0.693;0.123;0.208;0.604;0.845;0.897;0.887;0.323;0.559;0.866;0.866;0.94;0.935;1.0;0.747;0.985;1.0;0.053;0.398;0.622;0.812;0.066;0.832;0.851;0.176;0.211;0.132;0.237;0.792
ENSMUST00000115196_90_90;0.727;0.717;0.794;0.773;0.689;0.635;0.07;0.521;0.674;0.0;0.238;0.729;0.0;0.653;0.0;0.0;0.917;0.395;0.729;0.635;0.883;0.055;0.021;0.489;0.753;0.804;0.794;0.373;0.639;0.773;0.773;0.692;0.697;0.747;1.0;0.76;0.747;0.057;0.434;0.405;0.737;0.075;0.758;0.778;0.0;0.3;0.15;0.282;0.789
ENSMUST00000115201_90_90;0.906;0.884;0.887;0.866;0.92;0.861;0.258;0.744;0.91;0.114;0.439;0.97;0.167;0.887;0.008;0.129;0.688;0.346;0.97;0.861;0.683;0.121;0.205;0.604;0.845;0.897;0.887;0.323;0.559;0.866;0.866;0.926;0.922;0.985;0.76;1.0;0.985;0.052;0.393;0.613;0.812;0.066;0.832;0.851;0.176;0.211;0.132;0.237;0.792
ENSMUST00000115205_90_90;0.912;0.877;0.887;0.866;0.933;0.874;0.262;0.756;0.924;0.115;0.446;0.985;0.169;0.901;0.008;0.131;0.674;0.351;0.985;0.874;0.693;0.123;0.208;0.604;0.845;0.897;0.887;0.323;0.559;0.866;0.866;0.94;0.935;1.0;0.747;0.985;1.0;0.053;0.398;0.622;0.812;0.066;0.832;0.851;0.176;0.211;0.132;0.237;0.792
ENSMUST00000130920_90_90;0.045;0.047;0.062;0.064;0.046;0.049;0.0;0.06;0.049;0.0;0.0;0.046;0.0;0.05;0.0;0.0;0.054;0.0;0.046;0.049;0.056;0.0;0.0;0.0;0.032;0.062;0.062;0.077;0.103;0.064;0.064;0.056;0.051;0.053;0.057;0.052;0.053;1.0;0.132;0.081;0.032;0.0;0.064;0.062;0.0;0.0;0.0;0.094;0.067
ENSMUST00000131136_90_90;0.383;0.403;0.375;0.354;0.386;0.411;0.0;0.462;0.415;0.0;0.209;0.389;0.0;0.425;0.0;0.0;0.455;0.394;0.389;0.411;0.472;0.0;0.0;0.319;0.333;0.371;0.375;0.18;0.516;0.354;0.354;0.424;0.39;0.398;0.434;0.393;0.398;0.132;1.0;0.463;0.333;0.0;0.354;0.375;0.0;0.053;0.0;0.182;0.37
ENSMUST00000132176_90_90;0.624;0.651;0.625;0.588;0.641;0.683;0.283;0.84;0.689;0.179;0.651;0.646;0.262;0.664;0.012;0.202;0.444;0.489;0.646;0.683;0.458;0.19;0.321;0.725;0.583;0.619;0.625;0.091;0.326;0.588;0.604;0.661;0.609;0.622;0.405;0.613;0.622;0.081;0.463;1.0;0.556;0.0;0.576;0.596;0.258;0.229;0.0;0.083;0.535
ENSMUST00000033321_90_90;0.832;0.842;0.916;0.915;0.845;0.804;0.222;0.653;0.794;0.089;0.396;0.835;0.144;0.763;0.0;0.111;0.716;0.337;0.835;0.804;0.705;0.124;0.189;0.645;0.96;0.924;0.916;0.361;0.516;0.915;0.893;0.772;0.842;0.812;0.737;0.812;0.812;0.032;0.333;0.556;1.0;0.065;0.93;0.953;0.176;0.264;0.109;0.285;0.891
ENSMUST00000115435_90_90;0.053;0.052;0.062;0.063;0.066;0.069;0.0;0.0;0.07;0.0;0.0;0.067;0.0;0.072;0.0;0.0;0.08;0.0;0.067;0.069;0.081;0.0;0.0;0.0;0.065;0.061;0.062;0.178;0.11;0.063;0.063;0.069;0.064;0.066;0.075;0.066;0.066;0.0;0.0;0.0;0.065;1.0;0.063;0.062;0.0;0.0;0.4;0.0;0.066
ENSMUST00000115436_90_90;0.851;0.861;0.939;0.984;0.866;0.825;0.217;0.674;0.814;0.087;0.387;0.856;0.141;0.784;0.0;0.109;0.737;0.33;0.856;0.825;0.726;0.121;0.185;0.63;0.893;0.947;0.939;0.32;0.576;0.984;0.961;0.792;0.861;0.832;0.758;0.832;0.832;0.064;0.354;0.576;0.93;0.063;1.0;0.977;0.172;0.258;0.107;0.278;0.96
ENSMUST00000115438_90_90;0.871;0.881;0.962;0.961;0.887;0.845;0.213;0.695;0.835;0.085;0.379;0.876;0.138;0.804;0.0;0.106;0.758;0.323;0.876;0.845;0.747;0.118;0.181;0.615;0.916;0.969;0.962;0.344;0.562;0.961;0.939;0.812;0.881;0.851;0.778;0.851;0.851;0.062;0.375;0.596;0.953;0.062;0.977;1.0;0.168;0.252;0.104;0.271;0.938
ENSMUST00000124710_90_90;0.172;0.17;0.169;0.175;0.176;0.184;0.727;0.232;0.186;0.625;0.41;0.178;0.938;0.193;0.0;0.75;0.0;0.0;0.178;0.184;0.0;0.273;0.842;0.265;0.177;0.168;0.169;0.0;0.0;0.175;0.173;0.184;0.17;0.176;0.0;0.176;0.176;0.0;0.0;0.258;0.176;0.0;0.172;0.168;1.0;0.017;0.0;0.0;0.133
ENSMUST00000128012_90_90;0.226;0.223;0.269;0.258;0.211;0.168;0.15;0.274;0.17;0.0;0.26;0.213;0.0;0.138;0.0;0.0;0.253;0.375;0.213;0.168;0.256;0.2;0.075;0.422;0.282;0.267;0.269;0.0;0.009;0.258;0.276;0.168;0.204;0.211;0.3;0.211;0.211;0.0;0.053;0.229;0.264;0.0;0.258;0.252;0.017;1.0;0.0;0.0;0.268
ENSMUST00000128095_90_90;0.116;0.115;0.115;0.119;0.132;0.138;0.0;0.0;0.14;0.0;0.0;0.133;0.0;0.145;0.0;0.0;0.16;0.0;0.133;0.138;0.162;0.0;0.0;0.0;0.121;0.115;0.115;0.333;0.205;0.119;0.118;0.138;0.128;0.132;0.15;0.132;0.132;0.0;0.0;0.0;0.109;0.4;0.107;0.104;0.0;0.0;1.0;0.125;0.111
ENSMUST00000139735_90_90;0.271;0.242;0.252;0.27;0.247;0.258;0.0;0.106;0.247;0.0;0.0;0.237;0.0;0.256;0.0;0.0;0.299;0.0;0.237;0.258;0.286;0.0;0.0;0.035;0.264;0.26;0.252;0.717;0.466;0.27;0.258;0.247;0.268;0.237;0.282;0.237;0.237;0.094;0.182;0.083;0.285;0.0;0.278;0.271;0.0;0.0;0.125;1.0;0.289
ENSMUST00000156096_90_90;0.812;0.822;0.901;0.944;0.825;0.784;0.174;0.632;0.773;0.043;0.344;0.814;0.098;0.742;0.0;0.065;0.769;0.345;0.814;0.784;0.758;0.126;0.141;0.591;0.855;0.908;0.901;0.333;0.6;0.944;0.922;0.752;0.822;0.792;0.789;0.792;0.792;0.067;0.37;0.535;0.891;0.066;0.96;0.938;0.133;0.268;0.111;0.289;1.0
