;ENSCAFT00000006410_90_90;ENSCAFT00000006413_90_90;ENSCAFT00000011282_90_90;ENST00000229471_90_90;ENST00000354650_90_90;ENST00000368667_90_90;ENST00000368678_90_90;ENST00000368682_90_90;ENST00000462598_90_90;ENST00000462856_90_90;ENST00000484067_90_90;ENST00000487824_90_90;ENST00000517419_90_90;ENST00000518295_90_90;ENST00000518630_90_90;ENST00000520518_90_90;ENST00000521062_90_90;ENST00000523238_90_90;ENST00000523570_90_90;ENST00000523574_90_90;ENST00000524310_90_90;ENST00000538466_90_90;ENST00000519728_90_90;ENST00000520050_90_90;ENST00000520220_90_90;ENSMUST00000063091_90_90;ENSMUST00000099967_90_90;ENSMUST00000126486_90_90;ENSMUST00000135242_90_90;ENSMUST00000136659_90_90;ENSMUST00000146287_90_90;ENSMUST00000148152_90_90;ENSMUST00000157009_90_90;ENSMUST00000041377_90_90;ENSMUST00000103010_90_90
ENST00000484067_90_90;0.327;0.0;0.216;0.367;0.327;0.327;0.344;0.344;0.703;0.523;1.0;0.603;0.617;0.682;0.837;0.589;0.958;0.694;0.86;0.752;0.725;0.344;0.216;0.433;0.166;0.344;0.327;0.344;0.344;0.367;0.344;0.921;0.322;0.216;0.166
ENST00000487824_90_90;0.197;0.0;0.15;0.221;0.197;0.197;0.207;0.207;0.862;0.316;0.603;1.0;0.372;0.411;0.505;0.355;0.63;0.419;0.518;0.454;0.438;0.207;0.15;0.305;0.096;0.207;0.197;0.207;0.207;0.221;0.207;0.555;0.533;0.15;0.096
ENST00000517419_90_90;0.507;0.175;0.368;0.593;0.527;0.527;0.554;0.554;0.434;0.848;0.617;0.372;1.0;0.905;0.743;0.956;0.591;0.889;0.722;0.821;0.851;0.554;0.368;0.692;0.322;0.554;0.527;0.554;0.554;0.593;0.554;0.67;0.199;0.368;0.322
ENST00000518295_90_90;0.464;0.127;0.325;0.543;0.484;0.484;0.509;0.509;0.479;0.77;0.682;0.411;0.905;1.0;0.819;0.865;0.653;0.982;0.795;0.907;0.941;0.509;0.325;0.648;0.278;0.509;0.484;0.509;0.509;0.543;0.509;0.74;0.22;0.325;0.278
ENST00000518630_90_90;0.388;0.041;0.248;0.456;0.405;0.405;0.427;0.427;0.585;0.637;0.837;0.505;0.743;0.819;1.0;0.711;0.802;0.835;0.972;0.904;0.871;0.427;0.248;0.489;0.202;0.427;0.405;0.427;0.427;0.456;0.427;0.907;0.271;0.248;0.202
ENST00000520518_90_90;0.528;0.199;0.388;0.617;0.548;0.548;0.577;0.577;0.415;0.887;0.589;0.355;0.956;0.865;0.711;1.0;0.565;0.849;0.691;0.784;0.813;0.577;0.388;0.66;0.343;0.577;0.548;0.577;0.577;0.617;0.577;0.641;0.19;0.388;0.343
ENST00000521062_90_90;0.312;0.0;0.201;0.35;0.312;0.312;0.328;0.328;0.735;0.501;0.958;0.63;0.591;0.653;0.802;0.565;1.0;0.665;0.824;0.72;0.695;0.328;0.201;0.406;0.15;0.328;0.312;0.328;0.328;0.35;0.328;0.883;0.336;0.201;0.15
ENST00000523238_90_90;0.453;0.114;0.313;0.53;0.472;0.472;0.496;0.496;0.488;0.755;0.694;0.419;0.889;0.982;0.835;0.849;0.665;1.0;0.811;0.923;0.958;0.496;0.313;0.631;0.267;0.496;0.472;0.496;0.496;0.53;0.496;0.754;0.223;0.313;0.267
ENST00000523570_90_90;0.374;0.027;0.235;0.441;0.392;0.392;0.413;0.413;0.601;0.617;0.86;0.518;0.722;0.795;0.972;0.691;0.824;0.811;1.0;0.879;0.847;0.413;0.235;0.467;0.188;0.413;0.392;0.413;0.413;0.441;0.413;0.933;0.278;0.235;0.188
ENST00000523574_90_90;0.418;0.075;0.279;0.491;0.437;0.437;0.461;0.461;0.528;0.698;0.752;0.454;0.821;0.907;0.904;0.784;0.72;0.923;0.879;1.0;0.964;0.461;0.279;0.565;0.233;0.461;0.437;0.461;0.461;0.491;0.461;0.817;0.242;0.279;0.233
ENST00000524310_90_90;0.434;0.093;0.295;0.509;0.453;0.453;0.478;0.478;0.51;0.724;0.725;0.438;0.851;0.941;0.871;0.813;0.695;0.958;0.847;0.964;1.0;0.478;0.295;0.595;0.249;0.478;0.453;0.478;0.478;0.509;0.478;0.788;0.233;0.295;0.249
ENST00000538466_90_90;0.833;0.513;0.657;0.927;0.833;0.833;1.0;1.0;0.248;0.632;0.344;0.207;0.554;0.509;0.427;0.577;0.328;0.496;0.413;0.461;0.478;1.0;0.657;0.366;0.616;1.0;0.833;1.0;1.0;0.927;1.0;0.376;0.107;0.657;0.616
ENST00000519728_90_90;0.765;0.515;1.0;0.688;0.748;0.748;0.657;0.657;0.159;0.442;0.216;0.15;0.368;0.325;0.248;0.388;0.201;0.313;0.235;0.279;0.295;0.657;1.0;0.462;0.922;0.657;0.748;0.657;0.657;0.688;0.657;0.23;0.103;1.0;0.922
ENST00000520050_90_90;0.351;0.169;0.462;0.392;0.351;0.351;0.366;0.366;0.315;0.581;0.433;0.305;0.692;0.648;0.489;0.66;0.406;0.631;0.467;0.565;0.595;0.366;0.462;1.0;0.384;0.366;0.351;0.366;0.366;0.392;0.366;0.463;0.223;0.462;0.384
ENST00000520220_90_90;0.724;0.549;0.922;0.645;0.708;0.708;0.616;0.616;0.106;0.397;0.166;0.096;0.322;0.278;0.202;0.343;0.15;0.267;0.188;0.233;0.249;0.616;0.922;0.384;1.0;0.616;0.708;0.616;0.616;0.645;0.616;0.182;0.062;0.922;1.0
ENSMUST00000063091_90_90;0.833;0.513;0.657;0.927;0.833;0.833;1.0;1.0;0.248;0.632;0.344;0.207;0.554;0.509;0.427;0.577;0.328;0.496;0.413;0.461;0.478;1.0;0.657;0.366;0.616;1.0;0.833;1.0;1.0;0.927;1.0;0.376;0.107;0.657;0.616
ENSMUST00000099967_90_90;0.956;0.5;0.748;0.892;1.0;1.0;0.833;0.833;0.236;0.603;0.327;0.197;0.527;0.484;0.405;0.548;0.312;0.472;0.392;0.437;0.453;0.833;0.748;0.351;0.708;0.833;1.0;0.833;0.833;0.892;0.833;0.356;0.102;0.748;0.708
ENSMUST00000126486_90_90;0.833;0.513;0.657;0.927;0.833;0.833;1.0;1.0;0.248;0.632;0.344;0.207;0.554;0.509;0.427;0.577;0.328;0.496;0.413;0.461;0.478;1.0;0.657;0.366;0.616;1.0;0.833;1.0;1.0;0.927;1.0;0.376;0.107;0.657;0.616
ENSMUST00000135242_90_90;0.833;0.513;0.657;0.927;0.833;0.833;1.0;1.0;0.248;0.632;0.344;0.207;0.554;0.509;0.427;0.577;0.328;0.496;0.413;0.461;0.478;1.0;0.657;0.366;0.616;1.0;0.833;1.0;1.0;0.927;1.0;0.376;0.107;0.657;0.616
ENSMUST00000136659_90_90;0.87;0.557;0.688;1.0;0.892;0.892;0.927;0.927;0.265;0.677;0.367;0.221;0.593;0.543;0.456;0.617;0.35;0.53;0.441;0.491;0.509;0.927;0.688;0.392;0.645;0.927;0.892;0.927;0.927;1.0;0.927;0.4;0.115;0.688;0.645
ENSMUST00000146287_90_90;0.833;0.513;0.657;0.927;0.833;0.833;1.0;1.0;0.248;0.632;0.344;0.207;0.554;0.509;0.427;0.577;0.328;0.496;0.413;0.461;0.478;1.0;0.657;0.366;0.616;1.0;0.833;1.0;1.0;0.927;1.0;0.376;0.107;0.657;0.616
ENSMUST00000148152_90_90;0.356;0.0;0.23;0.4;0.356;0.356;0.376;0.376;0.647;0.57;0.921;0.555;0.67;0.74;0.907;0.641;0.883;0.754;0.933;0.817;0.788;0.376;0.23;0.463;0.182;0.376;0.356;0.376;0.376;0.4;0.376;1.0;0.297;0.23;0.182
ENSMUST00000157009_90_90;0.102;0.0;0.103;0.115;0.102;0.102;0.107;0.107;0.462;0.167;0.322;0.533;0.199;0.22;0.271;0.19;0.336;0.223;0.278;0.242;0.233;0.107;0.103;0.223;0.062;0.107;0.102;0.107;0.107;0.115;0.107;0.297;1.0;0.103;0.062
ENSMUST00000041377_90_90;0.765;0.515;1.0;0.688;0.748;0.748;0.657;0.657;0.159;0.442;0.216;0.15;0.368;0.325;0.248;0.388;0.201;0.313;0.235;0.279;0.295;0.657;1.0;0.462;0.922;0.657;0.748;0.657;0.657;0.688;0.657;0.23;0.103;1.0;0.922
ENSMUST00000103010_90_90;0.724;0.549;0.922;0.645;0.708;0.708;0.616;0.616;0.106;0.397;0.166;0.096;0.322;0.278;0.202;0.343;0.15;0.267;0.188;0.233;0.249;0.616;0.922;0.384;1.0;0.616;0.708;0.616;0.616;0.645;0.616;0.182;0.062;0.922;1.0
